Orthogroup	MHP_1257_genes	MHP_MHP679_genes
OG0000142	ABKJ22_RS02870	DR086_RS04820
OG0000143	ABKJ22_RS02850	DR086_RS01115
OG0000144	ABKJ22_RS02840	DR086_RS01105
OG0000145	ABKJ22_RS02830	DR086_RS01095
OG0000146	ABKJ22_RS02820	DR086_RS01085
OG0000147	ABKJ22_RS02815	DR086_RS01080
OG0000148	ABKJ22_RS02800	DR086_RS01065
OG0000149	ABKJ22_RS02790	DR086_RS01055
OG0000150	ABKJ22_RS02775	DR086_RS01040
OG0000151	ABKJ22_RS02720	DR086_RS03230
OG0000152	ABKJ22_RS02715	DR086_RS03225
OG0000153	ABKJ22_RS02710	DR086_RS03220
OG0000154	ABKJ22_RS02700	DR086_RS03210
OG0000155	ABKJ22_RS02660	DR086_RS03005
OG0000156	ABKJ22_RS02650	DR086_RS02995
OG0000157	ABKJ22_RS02645	DR086_RS05005
OG0000158	ABKJ22_RS02635	DR086_RS05000
OG0000159	ABKJ22_RS02410	DR086_RS05100
OG0000160	ABKJ22_RS02405	DR086_RS02185
OG0000161	ABKJ22_RS02400	DR086_RS02190
OG0000162	ABKJ22_RS02390	DR086_RS02200
OG0000163	ABKJ22_RS02385	DR086_RS02205
OG0000164	ABKJ22_RS01610	DR086_RS03305
OG0000165	ABKJ22_RS01915	DR086_RS00440
OG0000166	ABKJ22_RS01935	DR086_RS00460
OG0000167	ABKJ22_RS01950	DR086_RS00475
OG0000168	ABKJ22_RS01955	DR086_RS00480
OG0000169	ABKJ22_RS02950	DR086_RS01435
OG0000170	ABKJ22_RS02965	DR086_RS01420
OG0000171	ABKJ22_RS02975	DR086_RS01410
OG0000172	ABKJ22_RS02980	DR086_RS01405
OG0000173	ABKJ22_RS02985	DR086_RS01400
OG0000174	ABKJ22_RS02990	DR086_RS01395
OG0000175	ABKJ22_RS03005	DR086_RS01380
OG0000176	ABKJ22_RS03050	DR086_RS01330
OG0000177	ABKJ22_RS03055	DR086_RS01325
OG0000178	ABKJ22_RS03060	DR086_RS01320
OG0000179	ABKJ22_RS03070	DR086_RS01310
OG0000180	ABKJ22_RS03075	DR086_RS01305
OG0000181	ABKJ22_RS03105	DR086_RS05065
OG0000182	ABKJ22_RS03115	DR086_RS03535
OG0000183	ABKJ22_RS03150	DR086_RS02345
OG0000184	ABKJ22_RS03190	DR086_RS02390
OG0000185	ABKJ22_RS03175	DR086_RS02375
OG0000186	ABKJ22_RS01540	DR086_RS04895
OG0000187	ABKJ22_RS01555	DR086_RS01790
OG0000188	ABKJ22_RS01565	DR086_RS01780
OG0000189	ABKJ22_RS02110	DR086_RS04920
OG0000190	ABKJ22_RS02115	DR086_RS02035
OG0000191	ABKJ22_RS02135	DR086_RS02055
OG0000192	ABKJ22_RS01230	DR086_RS02515
OG0000193	ABKJ22_RS01220	DR086_RS02500
OG0000194	ABKJ22_RS01010	DR086_RS03025
OG0000195	ABKJ22_RS01005	DR086_RS03030
OG0000196	ABKJ22_RS00985	DR086_RS03050
OG0000197	ABKJ22_RS00980	DR086_RS03055
OG0000198	ABKJ22_RS00965	DR086_RS03070
OG0000199	ABKJ22_RS00960	DR086_RS03075
OG0000200	ABKJ22_RS00945	DR086_RS03090
OG0000201	ABKJ22_RS00935	DR086_RS03100
OG0000202	ABKJ22_RS00880	DR086_RS03345
OG0000203	ABKJ22_RS00875	DR086_RS03340
OG0000204	ABKJ22_RS00870	DR086_RS04975
OG0000205	ABKJ22_RS00865	DR086_RS02805
OG0000206	ABKJ22_RS00845	DR086_RS02825
OG0000207	ABKJ22_RS00830	DR086_RS02840
OG0000208	ABKJ22_RS00825	DR086_RS02845
OG0000209	ABKJ22_RS00820	DR086_RS02850
OG0000210	ABKJ22_RS00775	DR086_RS02895
OG0000211	ABKJ22_RS00745	DR086_RS02580
OG0000212	ABKJ22_RS00735	DR086_RS02590
OG0000213	ABKJ22_RS00730	DR086_RS02595
OG0000214	ABKJ22_RS00725	DR086_RS02600
OG0000215	ABKJ22_RS00720	DR086_RS02605
OG0000216	ABKJ22_RS00715	DR086_RS02610
OG0000217	ABKJ22_RS00710	DR086_RS02615
OG0000218	ABKJ22_RS00700	DR086_RS02625
OG0000219	ABKJ22_RS00695	DR086_RS02630
OG0000220	ABKJ22_RS00690	DR086_RS02635
OG0000221	ABKJ22_RS00685	DR086_RS02640
OG0000222	ABKJ22_RS00680	DR086_RS02645
OG0000223	ABKJ22_RS00675	DR086_RS02650
OG0000224	ABKJ22_RS00665	DR086_RS02660
OG0000225	ABKJ22_RS00655	DR086_RS02670
OG0000226	ABKJ22_RS00650	DR086_RS02675
OG0000227	ABKJ22_RS00645	DR086_RS02680
OG0000228	ABKJ22_RS00640	DR086_RS05105
OG0000229	ABKJ22_RS00635	DR086_RS02690
OG0000230	ABKJ22_RS00630	DR086_RS02695
OG0000231	ABKJ22_RS00620	DR086_RS02705
OG0000232	ABKJ22_RS00610	DR086_RS02715
OG0000233	ABKJ22_RS01110	DR086_RS01680
OG0000234	ABKJ22_RS01145	DR086_RS01715
OG0000235	ABKJ22_RS01155	DR086_RS01725
OG0000236	ABKJ22_RS01160	DR086_RS01730
OG0000237	ABKJ22_RS01165	DR086_RS01735
OG0000238	ABKJ22_RS01170	DR086_RS01745
OG0000239	ABKJ22_RS02885	DR086_RS02960
OG0000240	ABKJ22_RS02890	DR086_RS02955
OG0000241	ABKJ22_RS02900	DR086_RS02945
OG0000242	ABKJ22_RS02905	DR086_RS02940
OG0000243	ABKJ22_RS02910	DR086_RS02935
OG0000244	ABKJ22_RS02920	DR086_RS02925
OG0000245	ABKJ22_RS02930	DR086_RS02915
OG0000246	ABKJ22_RS00135	DR086_RS03275
OG0000247	ABKJ22_RS00145	DR086_RS00010
OG0000248	ABKJ22_RS00155	DR086_RS00020
OG0000249	ABKJ22_RS00160	DR086_RS00025
OG0000250	ABKJ22_RS00175	DR086_RS00040
OG0000251	ABKJ22_RS00205	DR086_RS00075
OG0000252	ABKJ22_RS00215	DR086_RS00085
OG0000253	ABKJ22_RS00220	DR086_RS00090
OG0000254	ABKJ22_RS00230	DR086_RS00100
OG0000255	ABKJ22_RS00235	DR086_RS00110
OG0000256	ABKJ22_RS00240	DR086_RS00115
OG0000257	ABKJ22_RS00265	DR086_RS00140
OG0000258	ABKJ22_RS00275	DR086_RS00150
OG0000259	ABKJ22_RS00305	DR086_RS00180
OG0000260	ABKJ22_RS00315	DR086_RS00190
OG0000261	ABKJ22_RS00325	DR086_RS04745
OG0000262	ABKJ22_RS00340	DR086_RS00215
OG0000263	ABKJ22_RS00355	DR086_RS00230
OG0000264	ABKJ22_RS00370	DR086_RS00245
OG0000265	ABKJ22_RS00380	DR086_RS00255
OG0000266	ABKJ22_RS00395	DR086_RS00270
OG0000267	ABKJ22_RS00410	DR086_RS00285
OG0000268	ABKJ22_RS00415	DR086_RS00290
OG0000269	ABKJ22_RS00440	DR086_RS00305
OG0000270	ABKJ22_RS03375	DR086_RS04945
OG0000271	ABKJ22_RS03370	DR086_RS02410
OG0000272	ABKJ22_RS03365	DR086_RS02405
OG0000273	ABKJ22_RS03360	DR086_RS02400
OG0000274	ABKJ22_RS03340	DR086_RS01450
OG0000275	ABKJ22_RS03335	DR086_RS04850
OG0000276	ABKJ22_RS03330	DR086_RS01460
OG0000277	ABKJ22_RS03320	DR086_RS01470
OG0000278	ABKJ22_RS03315	DR086_RS01475
OG0000279	ABKJ22_RS03305	DR086_RS01485
OG0000280	ABKJ22_RS03300	DR086_RS01490
OG0000281	ABKJ22_RS03295	DR086_RS01495
OG0000282	ABKJ22_RS03270	DR086_RS04860
OG0000283	ABKJ22_RS03265	DR086_RS01525
OG0000284	ABKJ22_RS03260	DR086_RS01530
OG0000285	ABKJ22_RS03255	DR086_RS04865
OG0000286	ABKJ22_RS02370	DR086_RS02220
OG0000287	ABKJ22_RS02465	DR086_RS00990
OG0000288	ABKJ22_RS02475	DR086_RS00980
OG0000289	ABKJ22_RS02480	DR086_RS00975
OG0000290	ABKJ22_RS02590	DR086_RS00865
OG0000291	ABKJ22_RS02580	DR086_RS00875
OG0000292	ABKJ22_RS02575	DR086_RS00880
OG0000293	ABKJ22_RS02570	DR086_RS00885
OG0000294	ABKJ22_RS02560	DR086_RS00895
OG0000295	ABKJ22_RS02555	DR086_RS00900
OG0000296	ABKJ22_RS02515	DR086_RS00940
OG0000297	ABKJ22_RS02510	DR086_RS00945
OG0000298	ABKJ22_RS00170	DR086_RS00035
OG0000299	ABKJ22_RS00190	DR086_RS00060
OG0000300	ABKJ22_RS00365	DR086_RS00240
OG0000301	ABKJ22_RS00400	DR086_RS00275
OG0000302	ABKJ22_RS00405	DR086_RS00280
OG0000303	ABKJ22_RS00560	DR086_RS02275
OG0000304	ABKJ22_RS00605	DR086_RS02725
OG0000305	ABKJ22_RS02825	DR086_RS01090
OG0000306	ABKJ22_RS02745	DR086_RS01015
OG0000307	ABKJ22_RS02705	DR086_RS03215
OG0000308	ABKJ22_RS02610	DR086_RS00845
OG0000309	ABKJ22_RS02545	DR086_RS00910
OG0000310	ABKJ22_RS02470	DR086_RS00985
OG0000311	ABKJ22_RS02430	DR086_RS02160
OG0000312	ABKJ22_RS02415	DR086_RS02175
OG0000313	ABKJ22_RS01600	DR086_RS03315
OG0000314	ABKJ22_RS01930	DR086_RS00455
OG0000315	ABKJ22_RS01960	DR086_RS00485
OG0000316	ABKJ22_RS01970	DR086_RS00495
OG0000317	ABKJ22_RS02065	DR086_RS00585
OG0000318	ABKJ22_RS01975	DR086_RS04760
OG0000319	ABKJ22_RS02180	DR086_RS02100
OG0000320	ABKJ22_RS02315	DR086_RS03145
OG0000321	ABKJ22_RS01350	DR086_RS02000
OG0000322	ABKJ22_RS01395	DR086_RS01955
OG0000323	ABKJ22_RS01525	DR086_RS01820
OG0000324	ABKJ22_RS02140	DR086_RS02060
OG0000325	ABKJ22_RS01000	DR086_RS03035
OG0000326	ABKJ22_RS00905	DR086_RS03370
OG0000327	ABKJ22_RS00900	DR086_RS03365
OG0000328	ABKJ22_RS00815	DR086_RS02855
OG0000329	ABKJ22_RS00795	DR086_RS02875
OG0000330	ABKJ22_RS01120	DR086_RS01690
OG0000331	ABKJ22_RS02915	DR086_RS02930
OG0000332	ABKJ22_RS03015	DR086_RS01370
OG0000333	ABKJ22_RS03025	DR086_RS01360
OG0000334	ABKJ22_RS03110	DR086_RS03540
OG0000335	ABKJ22_RS03120	DR086_RS02315
OG0000336	ABKJ22_RS03285	DR086_RS04855
OG0000337	ABKJ22_RS03460	DR086_RS01270
OG0000338	ABKJ22_RS03500	DR086_RS01230
OG0000339	ABKJ22_RS02290	DR086_RS03465
OG0000340	ABKJ22_RS01330	DR086_RS02020
OG0000341	ABKJ22_RS02120	DR086_RS02040
OG0000342	ABKJ22_RS00970	DR086_RS03065
OG0000343	ABKJ22_RS03035	DR086_RS01350
OG0000344	ABKJ22_RS00575	DR086_RS02290
OG0000345	ABKJ22_RS00660	DR086_RS02665
OG0000346	ABKJ22_RS03290	DR086_RS05090
OG0000347	ABKJ22_RS01420	DR086_RS01930
OG0000348	ABKJ22_RS00895	DR086_RS03360
OG0000349	ABKJ22_RS03350	DR086_RS04845
OG0000350	ABKJ22_RS02695	DR086_RS03205
OG0000351	ABKJ22_RS00495	DR086_RS00370
OG0000352	ABKJ22_RS01910	DR086_RS00435
OG0000353	ABKJ22_RS01390	DR086_RS01960
OG0000354	ABKJ22_RS01065	DR086_RS02760
OG0000355	ABKJ22_RS01885	DR086_RS04750
OG0000356	ABKJ22_RS01965	DR086_RS04755
OG0000357	ABKJ22_RS02995	DR086_RS04840
OG0000358	ABKJ22_RS03000	DR086_RS01385
OG0000359	ABKJ22_RS00925	DR086_RS05045
OG0000360	ABKJ22_RS00270	DR086_RS00145
OG0000361	ABKJ22_RS00300	DR086_RS00175
OG0000362	ABKJ22_RS02490	DR086_RS00965
OG0000363	ABKJ22_RS01460	DR086_RS04910
OG0000364	ABKJ22_RS01860	DR086_RS00380
OG0000365	ABKJ22_RS02015	DR086_RS00535
OG0000366	ABKJ22_RS02035	DR086_RS00555
OG0000367	ABKJ22_RS02045	DR086_RS00565
OG0000368	ABKJ22_RS00060	DR086_RS01165
OG0000369	ABKJ22_RS00025	DR086_RS04830
OG0000370	ABKJ22_RS00020	DR086_RS01205
OG0000371	ABKJ22_RS00015	DR086_RS01210
OG0000372	ABKJ22_RS00010	DR086_RS01215
OG0000373	ABKJ22_RS03490	DR086_RS01240
OG0000374	ABKJ22_RS03480	DR086_RS01250
OG0000375	ABKJ22_RS02185	DR086_RS02105
OG0000376	ABKJ22_RS02330	DR086_RS03130
OG0000377	ABKJ22_RS02320	DR086_RS03140
OG0000378	ABKJ22_RS01310	DR086_RS03415
OG0000379	ABKJ22_RS01385	DR086_RS01965
OG0000380	ABKJ22_RS01410	DR086_RS01940
OG0000381	ABKJ22_RS01450	DR086_RS01895
OG0000382	ABKJ22_RS01480	DR086_RS01865
OG0000383	ABKJ22_RS01520	DR086_RS01825
OG0000384	ABKJ22_RS00515	DR086_RS02230
OG0000385	ABKJ22_RS00520	DR086_RS02235
OG0000386	ABKJ22_RS00540	DR086_RS02255
OG0000387	ABKJ22_RS00565	DR086_RS02280
OG0000388	ABKJ22_RS00570	DR086_RS04925
OG0000389	ABKJ22_RS01085	DR086_RS02785
OG0000390	ABKJ22_RS02845	DR086_RS01110
OG0000391	ABKJ22_RS02835	DR086_RS01100
OG0000392	ABKJ22_RS02810	DR086_RS01075
OG0000393	ABKJ22_RS02755	DR086_RS04815
OG0000394	ABKJ22_RS02670	DR086_RS03645
OG0000395	ABKJ22_RS02665	DR086_RS03015
OG0000396	ABKJ22_RS02375	DR086_RS02215
OG0000397	ABKJ22_RS01895	DR086_RS00420
OG0000398	ABKJ22_RS01900	DR086_RS00425
OG0000399	ABKJ22_RS01945	DR086_RS00470
OG0000400	ABKJ22_RS02960	DR086_RS01425
OG0000401	ABKJ22_RS03020	DR086_RS01365
OG0000402	ABKJ22_RS03030	DR086_RS01355
OG0000403	ABKJ22_RS03040	DR086_RS01345
OG0000404	ABKJ22_RS03065	DR086_RS01315
OG0000405	ABKJ22_RS03080	DR086_RS01300
OG0000406	ABKJ22_RS03125	DR086_RS02320
OG0000407	ABKJ22_RS03130	DR086_RS04930
OG0000408	ABKJ22_RS03135	DR086_RS02330
OG0000409	ABKJ22_RS03140	DR086_RS02335
OG0000410	ABKJ22_RS03195	DR086_RS02395
OG0000411	ABKJ22_RS03185	DR086_RS02385
OG0000412	ABKJ22_RS03180	DR086_RS02380
OG0000413	ABKJ22_RS01535	DR086_RS01810
OG0000414	ABKJ22_RS01545	DR086_RS01800
OG0000415	ABKJ22_RS01550	DR086_RS01795
OG0000416	ABKJ22_RS01560	DR086_RS01785
OG0000417	ABKJ22_RS02125	DR086_RS02045
OG0000418	ABKJ22_RS02130	DR086_RS02050
OG0000419	ABKJ22_RS00990	DR086_RS03045
OG0000420	ABKJ22_RS00955	DR086_RS03080
OG0000421	ABKJ22_RS00920	DR086_RS03385
OG0000422	ABKJ22_RS00910	DR086_RS03375
OG0000423	ABKJ22_RS00855	DR086_RS02815
OG0000424	ABKJ22_RS00850	DR086_RS02820
OG0000425	ABKJ22_RS00840	DR086_RS02830
OG0000426	ABKJ22_RS00835	DR086_RS04980
OG0000427	ABKJ22_RS00810	DR086_RS04985
OG0000428	ABKJ22_RS00785	DR086_RS02885
OG0000429	ABKJ22_RS00670	DR086_RS02655
OG0000430	ABKJ22_RS00625	DR086_RS02700
OG0000431	ABKJ22_RS00615	DR086_RS02710
OG0000432	ABKJ22_RS01115	DR086_RS01685
OG0000433	ABKJ22_RS01130	DR086_RS01700
OG0000434	ABKJ22_RS01135	DR086_RS01705
OG0000435	ABKJ22_RS01150	DR086_RS01720
OG0000436	ABKJ22_RS01175	DR086_RS01750
OG0000437	ABKJ22_RS01185	DR086_RS01760
OG0000438	ABKJ22_RS01190	DR086_RS01765
OG0000439	ABKJ22_RS01195	DR086_RS01770
OG0000440	ABKJ22_RS02895	DR086_RS02950
OG0000441	ABKJ22_RS02935	DR086_RS02910
OG0000442	ABKJ22_RS00140	DR086_RS03280
OG0000443	ABKJ22_RS00185	DR086_RS00055
OG0000444	ABKJ22_RS00200	DR086_RS00070
OG0000445	ABKJ22_RS00225	DR086_RS00095
OG0000446	ABKJ22_RS00250	DR086_RS00125
OG0000447	ABKJ22_RS00255	DR086_RS00130
OG0000448	ABKJ22_RS00285	DR086_RS00160
OG0000449	ABKJ22_RS00310	DR086_RS00185
OG0000450	ABKJ22_RS00320	DR086_RS00195
OG0000451	ABKJ22_RS00360	DR086_RS00235
OG0000452	ABKJ22_RS00385	DR086_RS00260
OG0000453	ABKJ22_RS00420	DR086_RS00295
OG0000455	ABKJ22_RS03395	DR086_RS02435
OG0000456	ABKJ22_RS03275	DR086_RS01515
OG0000457	ABKJ22_RS03250	DR086_RS01540
OG0000458	ABKJ22_RS02460	DR086_RS03680
OG0000459	ABKJ22_RS02485	DR086_RS00970
OG0000460	ABKJ22_RS02495	DR086_RS00960
OG0000461	ABKJ22_RS02540	DR086_RS00915
OG0000462	ABKJ22_RS02535	DR086_RS00920
OG0000463	ABKJ22_RS02530	DR086_RS00925
OG0000464	ABKJ22_RS02525	DR086_RS00930
OG0000465	ABKJ22_RS02520	DR086_RS00935
OG0000466	ABKJ22_RS00390	DR086_RS00265
OG0000467	ABKJ22_RS02620	DR086_RS04810
OG0000468	ABKJ22_RS01940	DR086_RS00465
OG0000469	ABKJ22_RS02000	DR086_RS00525
OG0000470	ABKJ22_RS00860	DR086_RS03975
OG0000471	ABKJ22_RS00780	DR086_RS02890
OG0000472	ABKJ22_RS03205	DR086_RS03165
OG0000473	ABKJ22_RS03380	DR086_RS02420
OG0000474	ABKJ22_RS03385	DR086_RS02425
OG0000475	ABKJ22_RS03390	DR086_RS02430
OG0000476	ABKJ22_RS01570	DR086_RS01775
OG0000477	ABKJ22_RS02565	DR086_RS00890
OG0000478	ABKJ22_RS03325	DR086_RS01465
OG0000479	ABKJ22_RS01345	DR086_RS02005
OG0000480	ABKJ22_RS02005	DR086_RS03935
OG0000481	ABKJ22_RS00885	DR086_RS03350
OG0000482	ABKJ22_RS01225	DR086_RS02505
OG0000483	ABKJ22_RS02050	DR086_RS00570
OG0000484	ABKJ22_RS00195	DR086_RS04740
OG0000485	ABKJ22_RS01180	DR086_RS01755
OG0000486	ABKJ22_RS02105	DR086_RS02025
OG0000487	ABKJ22_RS01980	DR086_RS04765
OG0000488	ABKJ22_RS02020	DR086_RS00540
OG0000489	ABKJ22_RS00050	DR086_RS01175
OG0000490	ABKJ22_RS03495	DR086_RS01235
OG0000491	ABKJ22_RS01365	DR086_RS01985
OG0000492	ABKJ22_RS01440	DR086_RS01910
OG0000493	ABKJ22_RS00580	DR086_RS02295
OG0000494	ABKJ22_RS01060	DR086_RS02755
OG0000495	ABKJ22_RS02780	DR086_RS01045
OG0000496	ABKJ22_RS02770	DR086_RS01035
OG0000497	ABKJ22_RS02765	DR086_RS01030
OG0000498	ABKJ22_RS02675	DR086_RS03185
OG0000499	ABKJ22_RS02640	DR086_RS02985
OG0000500	ABKJ22_RS01905	DR086_RS00430
OG0000501	ABKJ22_RS02970	DR086_RS01415
OG0000502	ABKJ22_RS01215	DR086_RS02495
OG0000503	ABKJ22_RS00940	DR086_RS03095
OG0000504	ABKJ22_RS00805	DR086_RS02865
