Orthogroup	MHP_J_genes	MHP_4284_genes
OG0000048	MHJ_RS02050	ABLE99_RS02015
OG0000049	MHJ_RS03025, MHJ_RS03010	ABLE99_RS02940
OG0000050	MHJ_RS02400	ABLE99_RS02350
OG0000051	MHJ_RS02615	ABLE99_RS02550
OG0000052	MHJ_RS00075	ABLE99_RS00075
OG0000053	MHJ_RS01420	ABLE99_RS01415
OG0000054	MHJ_RS02425	ABLE99_RS02375
OG0000055	MHJ_RS00110	ABLE99_RS00135
OG0000056	MHJ_RS03500	ABLE99_RS03395
OG0000057	MHJ_RS02900	ABLE99_RS02815
OG0000061	MHJ_RS01540	ABLE99_RS01780
OG0000062	MHJ_RS03545	ABLE99_RS03445
OG0000063	MHJ_RS03540	ABLE99_RS03440
OG0000064	MHJ_RS03530	ABLE99_RS03430
OG0000065	MHJ_RS02200	ABLE99_RS02085
OG0000066	MHJ_RS01325	ABLE99_RS01320
OG0000067	MHJ_RS00510	ABLE99_RS00520
OG0000068	MHJ_RS00630	ABLE99_RS01015
OG0000069	MHJ_RS02785	ABLE99_RS02710
OG0000070	MHJ_RS02430	ABLE99_RS02380
OG0000071	MHJ_RS03250	ABLE99_RS03155
OG0000072	MHJ_RS03255	ABLE99_RS03160
OG0000073	MHJ_RS00685	ABLE99_RS00970
OG0000074	MHJ_RS00875	ABLE99_RS00775
OG0000075	MHJ_RS00320	ABLE99_RS00340
OG0000076	MHJ_RS00335	ABLE99_RS00355
OG0000077	MHJ_RS00425	ABLE99_RS00440
OG0000078	MHJ_RS01625	ABLE99_RS01630
OG0000079	MHJ_RS02515	ABLE99_RS02455
OG0000080	MHJ_RS03800	ABLE99_RS02500
OG0000081	MHJ_RS00315	ABLE99_RS00335
OG0000082	MHJ_RS03775	ABLE99_RS02300
OG0000083	MHJ_RS01975	ABLE99_RS01935
OG0000084	MHJ_RS02000	ABLE99_RS01965
OG0000085	MHJ_RS02005	ABLE99_RS01970
OG0000086	MHJ_RS02015	ABLE99_RS01980
OG0000087	MHJ_RS02030	ABLE99_RS01995
OG0000088	MHJ_RS02035	ABLE99_RS02000
OG0000089	MHJ_RS02045	ABLE99_RS02010
OG0000090	MHJ_RS00070	ABLE99_RS00070
OG0000091	MHJ_RS00055	ABLE99_RS00055
OG0000092	MHJ_RS00040	ABLE99_RS00040
OG0000093	MHJ_RS00035	ABLE99_RS00035
OG0000094	MHJ_RS00030	ABLE99_RS00030
OG0000095	MHJ_RS00005	ABLE99_RS00005
OG0000096	MHJ_RS03580	ABLE99_RS03480
OG0000097	MHJ_RS03560	ABLE99_RS03460
OG0000098	MHJ_RS03550	ABLE99_RS03450
OG0000099	MHJ_RS03505	ABLE99_RS03400
OG0000100	MHJ_RS03490	ABLE99_RS03385
OG0000101	MHJ_RS03485	ABLE99_RS03380
OG0000102	MHJ_RS01650	ABLE99_RS01655
OG0000103	MHJ_RS02165	ABLE99_RS02050
OG0000104	MHJ_RS02170	ABLE99_RS02055
OG0000105	MHJ_RS02185	ABLE99_RS02070
OG0000106	MHJ_RS02195	ABLE99_RS02080
OG0000107	MHJ_RS02205	ABLE99_RS02090
OG0000108	MHJ_RS02210	ABLE99_RS02095
OG0000109	MHJ_RS02215	ABLE99_RS02100
OG0000110	MHJ_RS02330	ABLE99_RS02290
OG0000111	MHJ_RS02325	ABLE99_RS02285
OG0000112	MHJ_RS02315	ABLE99_RS02275
OG0000113	MHJ_RS02295	ABLE99_RS02255
OG0000114	MHJ_RS02285	ABLE99_RS02245
OG0000115	MHJ_RS02275	ABLE99_RS02235
OG0000116	MHJ_RS01270	ABLE99_RS01265
OG0000117	MHJ_RS01275	ABLE99_RS01270
OG0000118	MHJ_RS01310	ABLE99_RS01305
OG0000119	MHJ_RS01315	ABLE99_RS01310
OG0000120	MHJ_RS01330	ABLE99_RS01325
OG0000121	MHJ_RS01355	ABLE99_RS01350
OG0000122	MHJ_RS01360	ABLE99_RS01355
OG0000123	MHJ_RS01380	ABLE99_RS01375
OG0000124	MHJ_RS01385	ABLE99_RS01380
OG0000125	MHJ_RS01390	ABLE99_RS01385
OG0000126	MHJ_RS01400	ABLE99_RS01395
OG0000127	MHJ_RS01410	ABLE99_RS01405
OG0000128	MHJ_RS01425	ABLE99_RS01420
OG0000129	MHJ_RS01430	ABLE99_RS01425
OG0000130	MHJ_RS01440	ABLE99_RS01435
OG0000131	MHJ_RS01470	ABLE99_RS01465
OG0000132	MHJ_RS01485	ABLE99_RS01480
OG0000133	MHJ_RS00515	ABLE99_RS00525
OG0000134	MHJ_RS00520	ABLE99_RS00530
OG0000135	MHJ_RS00535	ABLE99_RS00545
OG0000136	MHJ_RS00540	ABLE99_RS00550
OG0000137	MHJ_RS00575	ABLE99_RS00580
OG0000138	MHJ_RS00605	ABLE99_RS01040
OG0000139	MHJ_RS00635	ABLE99_RS01010
OG0000140	MHJ_RS00640	ABLE99_RS01005
OG0000141	MHJ_RS02910	ABLE99_RS02825
OG0000142	MHJ_RS02905	ABLE99_RS02820
OG0000143	MHJ_RS02880	ABLE99_RS02800
OG0000144	MHJ_RS02870	ABLE99_RS02790
OG0000145	MHJ_RS02855	ABLE99_RS02780
OG0000146	MHJ_RS02845	ABLE99_RS02770
OG0000147	MHJ_RS02840	ABLE99_RS02765
OG0000148	MHJ_RS02825	ABLE99_RS02750
OG0000149	MHJ_RS02815	ABLE99_RS02740
OG0000150	MHJ_RS02800	ABLE99_RS02725
OG0000151	MHJ_RS02745	ABLE99_RS02675
OG0000152	MHJ_RS02740	ABLE99_RS02670
OG0000153	MHJ_RS02735	ABLE99_RS02665
OG0000154	MHJ_RS02725	ABLE99_RS02655
OG0000155	MHJ_RS02685	ABLE99_RS02615
OG0000156	MHJ_RS02675	ABLE99_RS02610
OG0000157	MHJ_RS02670	ABLE99_RS02600
OG0000158	MHJ_RS04010	ABLE99_RS02590
OG0000159	MHJ_RS04030	ABLE99_RS02365
OG0000160	MHJ_RS02410	ABLE99_RS02360
OG0000161	MHJ_RS02405	ABLE99_RS02355
OG0000162	MHJ_RS02395	ABLE99_RS02345
OG0000163	MHJ_RS02390	ABLE99_RS02340
OG0000164	MHJ_RS01565	ABLE99_RS01560
OG0000165	MHJ_RS01890	ABLE99_RS01855
OG0000166	MHJ_RS01915	ABLE99_RS01875
OG0000167	MHJ_RS01930	ABLE99_RS01890
OG0000168	MHJ_RS01935	ABLE99_RS01895
OG0000169	MHJ_RS03005	ABLE99_RS02935
OG0000170	MHJ_RS03035	ABLE99_RS02950
OG0000171	MHJ_RS03045	ABLE99_RS02960
OG0000172	MHJ_RS03050	ABLE99_RS02965
OG0000173	MHJ_RS03055	ABLE99_RS02970
OG0000174	MHJ_RS03060	ABLE99_RS02975
OG0000175	MHJ_RS03075	ABLE99_RS02990
OG0000176	MHJ_RS03125	ABLE99_RS03040
OG0000177	MHJ_RS03130	ABLE99_RS03045
OG0000178	MHJ_RS03135	ABLE99_RS03050
OG0000179	MHJ_RS03145	ABLE99_RS03060
OG0000180	MHJ_RS03150	ABLE99_RS03065
OG0000181	MHJ_RS03200	ABLE99_RS03105
OG0000182	MHJ_RS03210	ABLE99_RS03115
OG0000183	MHJ_RS03245	ABLE99_RS03150
OG0000184	MHJ_RS03285	ABLE99_RS03175
OG0000185	MHJ_RS03270	ABLE99_RS03190
OG0000186	MHJ_RS01495	ABLE99_RS01490
OG0000187	MHJ_RS01510	ABLE99_RS01505
OG0000188	MHJ_RS01520	ABLE99_RS01515
OG0000189	MHJ_RS02250	ABLE99_RS02135
OG0000190	MHJ_RS02245	ABLE99_RS02130
OG0000191	MHJ_RS02225	ABLE99_RS02110
OG0000192	MHJ_RS01190	ABLE99_RS01185
OG0000193	MHJ_RS01180	ABLE99_RS01170
OG0000194	MHJ_RS00670	ABLE99_RS00985
OG0000195	MHJ_RS00675	ABLE99_RS00980
OG0000196	MHJ_RS00695	ABLE99_RS00960
OG0000197	MHJ_RS00700	ABLE99_RS00955
OG0000198	MHJ_RS00715	ABLE99_RS00940
OG0000199	MHJ_RS00720	ABLE99_RS00935
OG0000200	MHJ_RS00730	ABLE99_RS00920
OG0000201	MHJ_RS00740	ABLE99_RS00910
OG0000202	MHJ_RS00795	ABLE99_RS00855
OG0000203	MHJ_RS00800	ABLE99_RS00850
OG0000204	MHJ_RS00805	ABLE99_RS00845
OG0000205	MHJ_RS00810	ABLE99_RS00840
OG0000206	MHJ_RS00830	ABLE99_RS00820
OG0000207	MHJ_RS00845	ABLE99_RS00805
OG0000208	MHJ_RS00850	ABLE99_RS00800
OG0000209	MHJ_RS00855	ABLE99_RS00795
OG0000210	MHJ_RS00900	ABLE99_RS00750
OG0000211	MHJ_RS00910	ABLE99_RS00740
OG0000212	MHJ_RS00920	ABLE99_RS00730
OG0000213	MHJ_RS00925	ABLE99_RS00725
OG0000214	MHJ_RS00930	ABLE99_RS00720
OG0000215	MHJ_RS00935	ABLE99_RS00715
OG0000216	MHJ_RS00940	ABLE99_RS00710
OG0000217	MHJ_RS00945	ABLE99_RS00705
OG0000218	MHJ_RS00955	ABLE99_RS00695
OG0000219	MHJ_RS00960	ABLE99_RS00690
OG0000220	MHJ_RS00965	ABLE99_RS00685
OG0000221	MHJ_RS00970	ABLE99_RS00680
OG0000222	MHJ_RS00975	ABLE99_RS00675
OG0000223	MHJ_RS00980	ABLE99_RS00670
OG0000224	MHJ_RS00990	ABLE99_RS00660
OG0000225	MHJ_RS01000	ABLE99_RS00650
OG0000226	MHJ_RS01005	ABLE99_RS00645
OG0000227	MHJ_RS01010	ABLE99_RS00640
OG0000228	MHJ_RS04015	ABLE99_RS00635
OG0000229	MHJ_RS01020	ABLE99_RS00630
OG0000230	MHJ_RS01025	ABLE99_RS00625
OG0000231	MHJ_RS01035	ABLE99_RS00615
OG0000232	MHJ_RS01045	ABLE99_RS00605
OG0000233	MHJ_RS01065	ABLE99_RS01065
OG0000234	MHJ_RS01100	ABLE99_RS01100
OG0000235	MHJ_RS01110	ABLE99_RS01110
OG0000236	MHJ_RS01115	ABLE99_RS01115
OG0000237	MHJ_RS01120	ABLE99_RS01120
OG0000238	MHJ_RS01130	ABLE99_RS01125
OG0000239	MHJ_RS02925	ABLE99_RS02835
OG0000240	MHJ_RS02930	ABLE99_RS02840
OG0000241	MHJ_RS02940	ABLE99_RS02850
OG0000242	MHJ_RS02945	ABLE99_RS02855
OG0000243	MHJ_RS02950	ABLE99_RS02860
OG0000244	MHJ_RS02960	ABLE99_RS02870
OG0000245	MHJ_RS02970	ABLE99_RS02880
OG0000246	MHJ_RS00115	ABLE99_RS00140
OG0000247	MHJ_RS00125	ABLE99_RS00150
OG0000248	MHJ_RS00135	ABLE99_RS00160
OG0000249	MHJ_RS00140	ABLE99_RS00165
OG0000250	MHJ_RS00155	ABLE99_RS00185
OG0000251	MHJ_RS00185	ABLE99_RS00210
OG0000252	MHJ_RS00195	ABLE99_RS00220
OG0000253	MHJ_RS00200	ABLE99_RS00225
OG0000254	MHJ_RS00210	ABLE99_RS00235
OG0000255	MHJ_RS00220	ABLE99_RS00240
OG0000256	MHJ_RS00225	ABLE99_RS00245
OG0000257	MHJ_RS00250	ABLE99_RS00270
OG0000258	MHJ_RS00260	ABLE99_RS00280
OG0000259	MHJ_RS00290	ABLE99_RS00310
OG0000260	MHJ_RS00300	ABLE99_RS00320
OG0000261	MHJ_RS00310	ABLE99_RS00330
OG0000262	MHJ_RS00325	ABLE99_RS00345
OG0000263	MHJ_RS00340	ABLE99_RS00360
OG0000264	MHJ_RS00355	ABLE99_RS00375
OG0000265	MHJ_RS00365	ABLE99_RS00385
OG0000266	MHJ_RS00380	ABLE99_RS00400
OG0000267	MHJ_RS00395	ABLE99_RS00415
OG0000268	MHJ_RS00400	ABLE99_RS00420
OG0000269	MHJ_RS00415	ABLE99_RS00435
OG0000270	MHJ_RS03460	ABLE99_RS03355
OG0000271	MHJ_RS03455	ABLE99_RS03350
OG0000272	MHJ_RS03450	ABLE99_RS03345
OG0000273	MHJ_RS03445	ABLE99_RS03340
OG0000274	MHJ_RS03425	ABLE99_RS03320
OG0000275	MHJ_RS03420	ABLE99_RS03315
OG0000276	MHJ_RS03415	ABLE99_RS03310
OG0000277	MHJ_RS03405	ABLE99_RS03300
OG0000278	MHJ_RS03400	ABLE99_RS03295
OG0000279	MHJ_RS03390	ABLE99_RS03285
OG0000280	MHJ_RS03385	ABLE99_RS03280
OG0000281	MHJ_RS03705	ABLE99_RS03275
OG0000282	MHJ_RS03360	ABLE99_RS03250
OG0000283	MHJ_RS03355	ABLE99_RS03245
OG0000284	MHJ_RS03350	ABLE99_RS03240
OG0000285	MHJ_RS03345	ABLE99_RS03235
OG0000286	MHJ_RS02375	ABLE99_RS02325
OG0000287	MHJ_RS02475	ABLE99_RS02415
OG0000288	MHJ_RS02485	ABLE99_RS02425
OG0000289	MHJ_RS02495	ABLE99_RS02430
OG0000290	MHJ_RS02605	ABLE99_RS02540
OG0000291	MHJ_RS02595	ABLE99_RS02530
OG0000292	MHJ_RS02590	ABLE99_RS02525
OG0000293	MHJ_RS02585	ABLE99_RS02520
OG0000294	MHJ_RS02570	ABLE99_RS02510
OG0000295	MHJ_RS02565	ABLE99_RS02505
OG0000296	MHJ_RS02525	ABLE99_RS02465
OG0000297	MHJ_RS02520	ABLE99_RS02460
OG0000298	MHJ_RS00150	ABLE99_RS00175
OG0000299	MHJ_RS00170	ABLE99_RS00195
OG0000300	MHJ_RS00350	ABLE99_RS00370
OG0000301	MHJ_RS00385	ABLE99_RS00405
OG0000302	MHJ_RS00390	ABLE99_RS00410
OG0000303	MHJ_RS00545	ABLE99_RS00555
OG0000304	MHJ_RS01050	ABLE99_RS00600
OG0000305	MHJ_RS02850	ABLE99_RS02775
OG0000306	MHJ_RS02775	ABLE99_RS02700
OG0000307	MHJ_RS02730	ABLE99_RS02660
OG0000308	MHJ_RS02625	ABLE99_RS02560
OG0000309	MHJ_RS02555	ABLE99_RS02495
OG0000310	MHJ_RS02480	ABLE99_RS02420
OG0000311	MHJ_RS02435	ABLE99_RS02385
OG0000312	MHJ_RS02420	ABLE99_RS02370
OG0000313	MHJ_RS01555	ABLE99_RS01550
OG0000314	MHJ_RS01910	ABLE99_RS01870
OG0000315	MHJ_RS01940	ABLE99_RS01900
OG0000316	MHJ_RS01950	ABLE99_RS01910
OG0000317	MHJ_RS02040	ABLE99_RS02005
OG0000318	MHJ_RS01955	ABLE99_RS01915
OG0000319	MHJ_RS02180	ABLE99_RS02065
OG0000320	MHJ_RS02305	ABLE99_RS02265
OG0000321	MHJ_RS01305	ABLE99_RS01300
OG0000322	MHJ_RS01350	ABLE99_RS01345
OG0000323	MHJ_RS01480	ABLE99_RS01475
OG0000324	MHJ_RS02220	ABLE99_RS02105
OG0000325	MHJ_RS00680	ABLE99_RS00975
OG0000326	MHJ_RS00770	ABLE99_RS00880
OG0000327	MHJ_RS00775	ABLE99_RS00875
OG0000328	MHJ_RS00860	ABLE99_RS00790
OG0000329	MHJ_RS00880	ABLE99_RS00770
OG0000330	MHJ_RS01075	ABLE99_RS01075
OG0000331	MHJ_RS02955	ABLE99_RS02865
OG0000332	MHJ_RS03085	ABLE99_RS03000
OG0000333	MHJ_RS03095	ABLE99_RS03010
OG0000334	MHJ_RS03205	ABLE99_RS03110
OG0000335	MHJ_RS03215	ABLE99_RS03120
OG0000336	MHJ_RS03375	ABLE99_RS03265
OG0000337	MHJ_RS03535	ABLE99_RS03435
OG0000338	MHJ_RS03575	ABLE99_RS03475
OG0000339	MHJ_RS02280	ABLE99_RS02240
OG0000340	MHJ_RS01285	ABLE99_RS01280
OG0000341	MHJ_RS02240	ABLE99_RS02125
OG0000342	MHJ_RS00710	ABLE99_RS00945
OG0000343	MHJ_RS03105	ABLE99_RS03020
OG0000344	MHJ_RS00560	ABLE99_RS00570
OG0000345	MHJ_RS00995	ABLE99_RS00655
OG0000346	MHJ_RS03380	ABLE99_RS03270
OG0000347	MHJ_RS01375	ABLE99_RS01370
OG0000348	MHJ_RS00780	ABLE99_RS00870
OG0000349	MHJ_RS03435	ABLE99_RS03330
OG0000350	MHJ_RS02720	ABLE99_RS02650
OG0000351	MHJ_RS00475	ABLE99_RS00490
OG0000352	MHJ_RS01885	ABLE99_RS01850
OG0000353	MHJ_RS01345	ABLE99_RS01340
OG0000354	MHJ_RS00620	ABLE99_RS01025
OG0000355	MHJ_RS01855	ABLE99_RS01825
OG0000356	MHJ_RS01945	ABLE99_RS01905
OG0000357	MHJ_RS03065	ABLE99_RS02980
OG0000358	MHJ_RS03070	ABLE99_RS02985
OG0000359	MHJ_RS00750	ABLE99_RS00900
OG0000360	MHJ_RS00255	ABLE99_RS00275
OG0000361	MHJ_RS00285	ABLE99_RS00305
OG0000362	MHJ_RS02500	ABLE99_RS02440
OG0000363	MHJ_RS03840	ABLE99_RS01410
OG0000364	MHJ_RS03765, MHJ_RS01830	ABLE99_RS01800
OG0000365	MHJ_RS01985	ABLE99_RS01950
OG0000366	MHJ_RS02010	ABLE99_RS01975
OG0000367	MHJ_RS02020	ABLE99_RS01985
OG0000368	MHJ_RS00060	ABLE99_RS00060
OG0000369	MHJ_RS00025	ABLE99_RS00025
OG0000370	MHJ_RS00020	ABLE99_RS00020
OG0000371	MHJ_RS00015	ABLE99_RS00015
OG0000372	MHJ_RS00010	ABLE99_RS00010
OG0000373	MHJ_RS03565	ABLE99_RS03465
OG0000374	MHJ_RS03555	ABLE99_RS03455
OG0000375	MHJ_RS02175	ABLE99_RS02060
OG0000376	MHJ_RS02320	ABLE99_RS02280
OG0000377	MHJ_RS02310	ABLE99_RS02270
OG0000378	MHJ_RS01265	ABLE99_RS01260
OG0000379	MHJ_RS01340	ABLE99_RS01335
OG0000380	MHJ_RS01365	ABLE99_RS01360
OG0000381	MHJ_RS01405	ABLE99_RS01400
OG0000382	MHJ_RS01435	ABLE99_RS01430
OG0000383	MHJ_RS01475	ABLE99_RS01470
OG0000384	MHJ_RS00500	ABLE99_RS00510
OG0000385	MHJ_RS00505	ABLE99_RS00515
OG0000386	MHJ_RS00525	ABLE99_RS00535
OG0000387	MHJ_RS00550	ABLE99_RS00560
OG0000388	MHJ_RS00555	ABLE99_RS00565
OG0000389	MHJ_RS00600	ABLE99_RS01050
OG0000390	MHJ_RS02875	ABLE99_RS02795
OG0000391	MHJ_RS02865	ABLE99_RS02785
OG0000392	MHJ_RS02835	ABLE99_RS02760
OG0000393	MHJ_RS02780	ABLE99_RS02705
OG0000394	MHJ_RS02695	ABLE99_RS02625
OG0000395	MHJ_RS02690	ABLE99_RS02620
OG0000396	MHJ_RS02380	ABLE99_RS02330
OG0000397	MHJ_RS01870	ABLE99_RS01835
OG0000398	MHJ_RS01875	ABLE99_RS01840
OG0000399	MHJ_RS01925	ABLE99_RS01885
OG0000400	MHJ_RS03030	ABLE99_RS02945
OG0000401	MHJ_RS03090	ABLE99_RS03005
OG0000402	MHJ_RS03100	ABLE99_RS03015
OG0000403	MHJ_RS03110	ABLE99_RS03025
OG0000404	MHJ_RS03140	ABLE99_RS03055
OG0000405	MHJ_RS03155	ABLE99_RS03075
OG0000406	MHJ_RS03220	ABLE99_RS03125
OG0000407	MHJ_RS03225	ABLE99_RS03130
OG0000408	MHJ_RS03230	ABLE99_RS03135
OG0000409	MHJ_RS03235	ABLE99_RS03140
OG0000410	MHJ_RS03290	ABLE99_RS03170
OG0000411	MHJ_RS03280	ABLE99_RS03180
OG0000412	MHJ_RS03275	ABLE99_RS03185
OG0000413	MHJ_RS01490	ABLE99_RS01485
OG0000414	MHJ_RS01500	ABLE99_RS01495
OG0000415	MHJ_RS01505	ABLE99_RS01500
OG0000416	MHJ_RS01515	ABLE99_RS01510
OG0000417	MHJ_RS02235	ABLE99_RS02120
OG0000418	MHJ_RS02230	ABLE99_RS02115
OG0000419	MHJ_RS00690	ABLE99_RS00965
OG0000420	MHJ_RS00725	ABLE99_RS00930
OG0000421	MHJ_RS00755	ABLE99_RS00895
OG0000422	MHJ_RS00765	ABLE99_RS00885
OG0000423	MHJ_RS00820	ABLE99_RS00830
OG0000424	MHJ_RS00825	ABLE99_RS00825
OG0000425	MHJ_RS00835	ABLE99_RS00815
OG0000426	MHJ_RS00840	ABLE99_RS00810
OG0000427	MHJ_RS00865	ABLE99_RS00785
OG0000428	MHJ_RS00890	ABLE99_RS00760
OG0000429	MHJ_RS00985	ABLE99_RS00665
OG0000430	MHJ_RS01030	ABLE99_RS00620
OG0000431	MHJ_RS01040	ABLE99_RS00610
OG0000432	MHJ_RS01070	ABLE99_RS01070
OG0000433	MHJ_RS01085	ABLE99_RS01085
OG0000434	MHJ_RS01090	ABLE99_RS01090
OG0000435	MHJ_RS01105	ABLE99_RS01105
OG0000436	MHJ_RS01135	ABLE99_RS01130
OG0000437	MHJ_RS01145	ABLE99_RS01140
OG0000438	MHJ_RS01150	ABLE99_RS01145
OG0000439	MHJ_RS01155	ABLE99_RS01150
OG0000440	MHJ_RS02935	ABLE99_RS02845
OG0000442	MHJ_RS00120	ABLE99_RS00145
OG0000443	MHJ_RS00165	ABLE99_RS00190
OG0000444	MHJ_RS00180	ABLE99_RS00205
OG0000445	MHJ_RS00205	ABLE99_RS00230
OG0000446	MHJ_RS00235	ABLE99_RS00255
OG0000447	MHJ_RS00240	ABLE99_RS00260
OG0000448	MHJ_RS00270	ABLE99_RS00290
OG0000449	MHJ_RS00295	ABLE99_RS00315
OG0000450	MHJ_RS00305	ABLE99_RS00325
OG0000451	MHJ_RS00345	ABLE99_RS00365
OG0000452	MHJ_RS00370	ABLE99_RS00390
OG0000453	MHJ_RS00405	ABLE99_RS00425
OG0000454	MHJ_RS01590	ABLE99_RS01530
OG0000455	MHJ_RS03480	ABLE99_RS03375
OG0000456	MHJ_RS03365	ABLE99_RS03255
OG0000457	MHJ_RS03340	ABLE99_RS03230
OG0000458	MHJ_RS02470	ABLE99_RS02410
OG0000460	MHJ_RS02505	ABLE99_RS02445
OG0000461	MHJ_RS02550	ABLE99_RS02490
OG0000462	MHJ_RS02545	ABLE99_RS02485
OG0000463	MHJ_RS02540	ABLE99_RS02480
OG0000464	MHJ_RS02535	ABLE99_RS02475
OG0000465	MHJ_RS02530	ABLE99_RS02470
OG0000466	MHJ_RS00375	ABLE99_RS00395
OG0000467	MHJ_RS02640	ABLE99_RS02570
OG0000468	MHJ_RS01920	ABLE99_RS01880
OG0000469	MHJ_RS01980	ABLE99_RS01940
OG0000470	MHJ_RS03785	ABLE99_RS00835
OG0000471	MHJ_RS00895	ABLE99_RS00755
OG0000472	MHJ_RS03300	ABLE99_RS03205
OG0000473	MHJ_RS03465	ABLE99_RS03360
OG0000474	MHJ_RS03470	ABLE99_RS03365
OG0000475	MHJ_RS03475	ABLE99_RS03370
OG0000476	MHJ_RS01525	ABLE99_RS01520
OG0000477	MHJ_RS02580	ABLE99_RS02515
OG0000478	MHJ_RS03410	ABLE99_RS03305
OG0000479	MHJ_RS01300	ABLE99_RS01295
OG0000480	MHJ_RS03770	ABLE99_RS01945
OG0000481	MHJ_RS00790	ABLE99_RS00860
OG0000482	MHJ_RS01185	ABLE99_RS01175
OG0000483	MHJ_RS02025	ABLE99_RS01990
OG0000484	MHJ_RS00175	ABLE99_RS00200
OG0000485	MHJ_RS01140	ABLE99_RS01135
OG0000486	MHJ_RS02255	ABLE99_RS02140
OG0000487	MHJ_RS01960	ABLE99_RS01920
OG0000488	MHJ_RS01995	ABLE99_RS01960
OG0000489	MHJ_RS00050	ABLE99_RS00050
OG0000490	MHJ_RS03570	ABLE99_RS03470
OG0000491	MHJ_RS01320	ABLE99_RS01315
OG0000492	MHJ_RS01395	ABLE99_RS01390
OG0000493	MHJ_RS00565	ABLE99_RS00575
OG0000494	MHJ_RS00625	ABLE99_RS01020
OG0000495	MHJ_RS02805	ABLE99_RS02730
OG0000496	MHJ_RS02795	ABLE99_RS02720
OG0000497	MHJ_RS02790	ABLE99_RS02715
OG0000498	MHJ_RS02700	ABLE99_RS02630
