Orthogroup	MHP_133A_genes	MHP_MHP709_genes
OG0000027	NB626_RS03540	DR088_RS04450
OG0000027	NB626_RS03555	DR088_RS04500
OG0000028	NB626_RS02595	DR088_RS04565
OG0000029	NB626_RS01205	DR088_RS01545
OG0000029	NB626_RS00710	DR088_RS00770
OG0000030	NB626_RS03530	DR088_RS04445
OG0000030	NB626_RS03550	DR088_RS04505
OG0000031	NB626_RS00435, NB626_RS01710	DR088_RS03335
OG0000032	NB626_RS01690	DR088_RS03370
OG0000032	NB626_RS03545	DR088_RS02280
OG0000033	NB626_RS02590, NB626_RS02570, NB626_RS02580	DR088_RS02375
OG0000035	NB626_RS03395	DR088_RS03395
OG0000035	NB626_RS03380	DR088_RS01530
OG0000036	NB626_RS00115	DR088_RS03305
OG0000036	NB626_RS00130	DR088_RS03325, DR088_RS04245
OG0000038	NB626_RS00595, NB626_RS01885	DR088_RS01015
OG0000039	NB626_RS01720	DR088_RS03410
OG0000040	NB626_RS03470	DR088_RS02000
OG0000041	NB626_RS00770, NB626_RS01305	DR088_RS03850
OG0000042	NB626_RS03120	DR088_RS03180
OG0000043	NB626_RS02045	DR088_RS00525
OG0000044	NB626_RS01790	DR088_RS04645
OG0000044	NB626_RS01915	DR088_RS00390
OG0000045	NB626_RS01725	DR088_RS03415
OG0000046	NB626_RS03475	DR088_RS03995
OG0000048	NB626_RS02235	DR088_RS00705
OG0000049	NB626_RS03235	DR088_RS01390
OG0000050	NB626_RS02625	DR088_RS02980
OG0000051	NB626_RS02835	DR088_RS00080
OG0000052	NB626_RS00075	DR088_RS01925
OG0000053	NB626_RS01570	DR088_RS04530
OG0000054	NB626_RS02650	DR088_RS03005
OG0000055	NB626_RS00135	DR088_RS03550
OG0000056	NB626_RS03740	DR088_RS02115
OG0000057	NB626_RS03105	DR088_RS00335
OG0000060	NB626_RS00080	DR088_RS03970
OG0000061	NB626_RS01985	DR088_RS00460
OG0000062	NB626_RS03790	DR088_RS01815
OG0000063	NB626_RS03785	DR088_RS01810
OG0000064	NB626_RS03775	DR088_RS01800
OG0000065	NB626_RS02405	DR088_RS02890
OG0000066	NB626_RS01470	DR088_RS02630
OG0000068	NB626_RS00745	DR088_RS00735
OG0000069	NB626_RS03000	DR088_RS00230
OG0000070	NB626_RS02655	DR088_RS03010
OG0000071	NB626_RS03460	DR088_RS01990
OG0000072	NB626_RS03465	DR088_RS04430
OG0000073	NB626_RS00810	DR088_RS02825
OG0000074	NB626_RS01020, NB626_RS01025	DR088_RS04395
OG0000075	NB626_RS00340	DR088_RS01175
OG0000076	NB626_RS00355, NB626_RS00360	DR088_RS01160
OG0000077	NB626_RS00540	DR088_RS01070
OG0000078	NB626_RS01795	DR088_RS02335
OG0000079	NB626_RS02740	DR088_RS03130
OG0000080	NB626_RS02790	DR088_RS03700
OG0000081	NB626_RS00335	DR088_RS01180
OG0000083	NB626_RS02155	DR088_RS00630
OG0000084	NB626_RS02185	DR088_RS00655
OG0000085	NB626_RS02190	DR088_RS00660
OG0000086	NB626_RS02200	DR088_RS00670
OG0000087	NB626_RS02215	DR088_RS00685
OG0000088	NB626_RS02220	DR088_RS00690
OG0000089	NB626_RS02230	DR088_RS00700
OG0000090	NB626_RS00070	DR088_RS01920
OG0000091	NB626_RS00055	DR088_RS01905
OG0000092	NB626_RS00045	DR088_RS01890
OG0000093	NB626_RS00035	DR088_RS01885
OG0000094	NB626_RS00030	DR088_RS01880
OG0000095	NB626_RS00005	DR088_RS01855
OG0000096	NB626_RS03825	DR088_RS01850
OG0000097	NB626_RS03805	DR088_RS01830
OG0000098	NB626_RS03795	DR088_RS01820
OG0000099	NB626_RS03745	DR088_RS04460
OG0000100	NB626_RS03730	DR088_RS02105
OG0000101	NB626_RS03725	DR088_RS02100
OG0000102	NB626_RS01820	DR088_RS02310
OG0000103	NB626_RS02370	DR088_RS02855
OG0000104	NB626_RS02375	DR088_RS02860
OG0000105	NB626_RS02395	DR088_RS02875
OG0000106	NB626_RS02400	DR088_RS02885
OG0000107	NB626_RS02410	DR088_RS02895
OG0000108	NB626_RS02415	DR088_RS02900
OG0000109	NB626_RS02420	DR088_RS02905
OG0000110	NB626_RS02550	DR088_RS02395
OG0000111	NB626_RS02545	DR088_RS02400
OG0000112	NB626_RS02535	DR088_RS02410
OG0000113	NB626_RS02510	DR088_RS04525
OG0000114	NB626_RS02500	DR088_RS02440
OG0000115	NB626_RS02490	DR088_RS02455
OG0000116	NB626_RS01415	DR088_RS01000
OG0000117	NB626_RS01420	DR088_RS01005
OG0000118	NB626_RS01455	DR088_RS02615
OG0000119	NB626_RS01460	DR088_RS02620
OG0000120	NB626_RS01475	DR088_RS02635
OG0000121	NB626_RS01505	DR088_RS02660
OG0000122	NB626_RS01510	DR088_RS02665
OG0000123	NB626_RS01530	DR088_RS02685
OG0000124	NB626_RS01535	DR088_RS02690
OG0000125	NB626_RS01540	DR088_RS02695
OG0000126	NB626_RS01550	DR088_RS02465
OG0000127	NB626_RS01560	DR088_RS02475
OG0000128	NB626_RS01575	DR088_RS02490
OG0000129	NB626_RS01580	DR088_RS02495
OG0000130	NB626_RS01590	DR088_RS02505
OG0000131	NB626_RS01620	DR088_RS04535
OG0000132	NB626_RS01635	DR088_RS04540
OG0000133	NB626_RS00630	DR088_RS03100
OG0000134	NB626_RS00635	DR088_RS03095
OG0000135	NB626_RS00650	DR088_RS03080
OG0000136	NB626_RS00655	DR088_RS03075
OG0000137	NB626_RS00685	DR088_RS03045
OG0000138	NB626_RS00720	DR088_RS00760
OG0000139	NB626_RS00750	DR088_RS00730
OG0000140	NB626_RS00755	DR088_RS00725
OG0000141	NB626_RS03115	DR088_RS00345
OG0000142	NB626_RS03110	DR088_RS04315
OG0000143	NB626_RS03095	DR088_RS00320
OG0000144	NB626_RS03080	DR088_RS00310
OG0000145	NB626_RS03070	DR088_RS00300
OG0000146	NB626_RS03060	DR088_RS00290
OG0000147	NB626_RS03055	DR088_RS00285
OG0000148	NB626_RS03040	DR088_RS00270
OG0000149	NB626_RS03030	DR088_RS00260
OG0000150	NB626_RS03025	DR088_RS00245
OG0000151	NB626_RS02965	DR088_RS00200
OG0000152	NB626_RS02960	DR088_RS00195
OG0000153	NB626_RS02955	DR088_RS00190
OG0000154	NB626_RS02945	DR088_RS00180
OG0000155	NB626_RS02905	DR088_RS00140
OG0000156	NB626_RS02895	DR088_RS00130
OG0000157	NB626_RS02890	DR088_RS04305
OG0000158	NB626_RS02880	DR088_RS04300
OG0000159	NB626_RS02640	DR088_RS02995
OG0000160	NB626_RS02635	DR088_RS02990
OG0000161	NB626_RS02630	DR088_RS02985
OG0000162	NB626_RS02620	DR088_RS02975
OG0000163	NB626_RS02615	DR088_RS02970
OG0000164	NB626_RS01715	DR088_RS03330
OG0000165	NB626_RS02075	DR088_RS00550
OG0000166	NB626_RS02090	DR088_RS00570
OG0000167	NB626_RS02105	DR088_RS00585
OG0000168	NB626_RS02110	DR088_RS00590
OG0000169	NB626_RS03230	DR088_RS01385
OG0000170	NB626_RS03245	DR088_RS01400
OG0000171	NB626_RS03255	DR088_RS01410
OG0000172	NB626_RS03260	DR088_RS01420
OG0000173	NB626_RS03265	DR088_RS01425
OG0000174	NB626_RS03270	DR088_RS01430
OG0000175	NB626_RS03290	DR088_RS01445
OG0000176	NB626_RS03345	DR088_RS01495
OG0000177	NB626_RS03350	DR088_RS01500
OG0000178	NB626_RS03355	DR088_RS01505
OG0000179	NB626_RS03365	DR088_RS01515
OG0000180	NB626_RS03370	DR088_RS01520
OG0000181	NB626_RS03410	DR088_RS04610
OG0000182	NB626_RS03420	DR088_RS03500
OG0000183	NB626_RS03455	DR088_RS01985
OG0000184	NB626_RS03500	DR088_RS02025
OG0000185	NB626_RS03485	DR088_RS02010
OG0000186	NB626_RS01645	DR088_RS04545
OG0000187	NB626_RS01660	DR088_RS02575
OG0000188	NB626_RS01670	DR088_RS02585
OG0000189	NB626_RS02460	DR088_RS04560
OG0000190	NB626_RS02455	DR088_RS02935
OG0000191	NB626_RS02430	DR088_RS02915
OG0000192	NB626_RS01335	DR088_RS00920
OG0000193	NB626_RS01320	DR088_RS00905
OG0000194	NB626_RS00790	DR088_RS02840
OG0000195	NB626_RS00795	DR088_RS02835
OG0000196	NB626_RS00820	DR088_RS02815
OG0000197	NB626_RS00830	DR088_RS02810
OG0000198	NB626_RS00840	DR088_RS02795
OG0000199	NB626_RS00845	DR088_RS02790
OG0000200	NB626_RS00860	DR088_RS02775
OG0000201	NB626_RS00870	DR088_RS02765
OG0000202	NB626_RS00940	DR088_RS02710
OG0000203	NB626_RS00945	DR088_RS02705
OG0000204	NB626_RS00950	DR088_RS04410
OG0000205	NB626_RS00955	DR088_RS01790
OG0000206	NB626_RS00975	DR088_RS01770
OG0000207	NB626_RS00990	DR088_RS01755
OG0000208	NB626_RS00995	DR088_RS01750
OG0000209	NB626_RS01000	DR088_RS01745
OG0000210	NB626_RS01050	DR088_RS01700
OG0000211	NB626_RS01065	DR088_RS01690
OG0000212	NB626_RS01070	DR088_RS01680
OG0000213	NB626_RS01075	DR088_RS01675
OG0000214	NB626_RS01080	DR088_RS01670
OG0000215	NB626_RS01085	DR088_RS01665
OG0000216	NB626_RS01090	DR088_RS01660
OG0000217	NB626_RS01095	DR088_RS01655
OG0000218	NB626_RS01105	DR088_RS01645
OG0000219	NB626_RS01110	DR088_RS01640
OG0000220	NB626_RS01115	DR088_RS01635
OG0000221	NB626_RS01120	DR088_RS01630
OG0000222	NB626_RS01125	DR088_RS01625
OG0000223	NB626_RS01130	DR088_RS01620
OG0000224	NB626_RS01140	DR088_RS01610
OG0000225	NB626_RS01150	DR088_RS01600
OG0000226	NB626_RS01155	DR088_RS01595
OG0000227	NB626_RS01160	DR088_RS01590
OG0000228	NB626_RS01165	DR088_RS04640
OG0000229	NB626_RS01170	DR088_RS01580
OG0000230	NB626_RS01180	DR088_RS01575
OG0000231	NB626_RS01185	DR088_RS01565
OG0000232	NB626_RS01195	DR088_RS01555
OG0000233	NB626_RS01215	DR088_RS00790
OG0000234	NB626_RS01250	DR088_RS00825
OG0000235	NB626_RS01260	DR088_RS00835
OG0000236	NB626_RS01265	DR088_RS00840
OG0000237	NB626_RS01270	DR088_RS00845
OG0000238	NB626_RS01275	DR088_RS00855
OG0000239	NB626_RS03125	DR088_RS03185
OG0000240	NB626_RS03130	DR088_RS03190
OG0000241	NB626_RS03140	DR088_RS03200
OG0000242	NB626_RS03145	DR088_RS03205
OG0000243	NB626_RS03150	DR088_RS03210
OG0000244	NB626_RS03160	DR088_RS03220
OG0000245	NB626_RS03170	DR088_RS03230
OG0000246	NB626_RS00140	DR088_RS03555
OG0000247	NB626_RS00150	DR088_RS03610
OG0000248	NB626_RS00160	DR088_RS01365
OG0000249	NB626_RS00165	DR088_RS01360
OG0000250	NB626_RS00180	DR088_RS01345
OG0000251	NB626_RS00215	DR088_RS01310
OG0000252	NB626_RS00220	DR088_RS01300
OG0000253	NB626_RS00225	DR088_RS01295
OG0000254	NB626_RS00235	DR088_RS01285
OG0000255	NB626_RS00240	DR088_RS01275
OG0000256	NB626_RS00250	DR088_RS01270
OG0000257	NB626_RS00270	DR088_RS01245
OG0000258	NB626_RS00280	DR088_RS01235
OG0000259	NB626_RS00310	DR088_RS01205
OG0000260	NB626_RS00320	DR088_RS01195
OG0000261	NB626_RS00330	DR088_RS04380
OG0000262	NB626_RS00350	DR088_RS01170
OG0000263	NB626_RS00365	DR088_RS01155
OG0000264	NB626_RS00380	DR088_RS01140
OG0000265	NB626_RS00390	DR088_RS01130
OG0000266	NB626_RS00405	DR088_RS01115
OG0000267	NB626_RS00420	DR088_RS01100
OG0000268	NB626_RS00520	DR088_RS01095
OG0000269	NB626_RS00535	DR088_RS01080
OG0000270	NB626_RS03700	DR088_RS04455
OG0000271	NB626_RS03695	DR088_RS02070
OG0000272	NB626_RS03690	DR088_RS02065
OG0000273	NB626_RS03685	DR088_RS02060
OG0000274	NB626_RS03670	DR088_RS02160
OG0000275	NB626_RS03660	DR088_RS04480
OG0000276	NB626_RS03655	DR088_RS02170
OG0000277	NB626_RS03645	DR088_RS02180
OG0000278	NB626_RS03640	DR088_RS02185
OG0000279	NB626_RS03630	DR088_RS02195
OG0000280	NB626_RS03620	DR088_RS02200
OG0000281	NB626_RS03615	DR088_RS02205
OG0000282	NB626_RS03590	DR088_RS04490
OG0000283	NB626_RS03585	DR088_RS02235
OG0000284	NB626_RS03580	DR088_RS02240
OG0000285	NB626_RS03575	DR088_RS04495
OG0000286	NB626_RS02600	DR088_RS02955
OG0000287	NB626_RS02700	DR088_RS03170
OG0000288	NB626_RS02710	DR088_RS03160
OG0000289	NB626_RS02715	DR088_RS03155
OG0000290	NB626_RS02830	DR088_RS00070
OG0000291	NB626_RS02820	DR088_RS00060
OG0000292	NB626_RS02815	DR088_RS00055
OG0000293	NB626_RS02810	DR088_RS00050
OG0000294	NB626_RS02800	DR088_RS00040
OG0000295	NB626_RS02795	DR088_RS00035
OG0000296	NB626_RS02750	DR088_RS03120
OG0000297	NB626_RS02745	DR088_RS03125
OG0000298	NB626_RS00175	DR088_RS01350
OG0000299	NB626_RS00195	DR088_RS01325
OG0000300	NB626_RS00375	DR088_RS01145
OG0000301	NB626_RS00410	DR088_RS01110
OG0000302	NB626_RS00415	DR088_RS01105
OG0000303	NB626_RS00660	DR088_RS03070
OG0000304	NB626_RS01200	DR088_RS01550
OG0000305	NB626_RS03065	DR088_RS00295
OG0000306	NB626_RS02990	DR088_RS00220
OG0000307	NB626_RS02950	DR088_RS00185
OG0000308	NB626_RS02850	DR088_RS00090
OG0000309	NB626_RS02785	DR088_RS00025
OG0000310	NB626_RS02705	DR088_RS03165
OG0000311	NB626_RS02660	DR088_RS03015
OG0000312	NB626_RS02645	DR088_RS03000
OG0000313	NB626_RS01705	DR088_RS03340
OG0000314	NB626_RS02085	DR088_RS00565
OG0000315	NB626_RS02115	DR088_RS00595
OG0000316	NB626_RS02125	DR088_RS00605
OG0000317	NB626_RS02225	DR088_RS00695
OG0000318	NB626_RS02130	DR088_RS04330
OG0000319	NB626_RS02385	DR088_RS02870
OG0000320	NB626_RS02525	DR088_RS02420
OG0000321	NB626_RS01450	DR088_RS02610
OG0000322	NB626_RS01500	DR088_RS02655
OG0000323	NB626_RS01630	DR088_RS02545
OG0000324	NB626_RS02425	DR088_RS02910
OG0000325	NB626_RS00805	DR088_RS02830
OG0000326	NB626_RS00910	DR088_RS02735
OG0000327	NB626_RS00915	DR088_RS02730
OG0000328	NB626_RS01005	DR088_RS01740
OG0000329	NB626_RS01035	DR088_RS01720
OG0000330	NB626_RS01225	DR088_RS00800
OG0000331	NB626_RS03155	DR088_RS03215
OG0000332	NB626_RS03300	DR088_RS01455
OG0000333	NB626_RS03310	DR088_RS01465
OG0000334	NB626_RS03415	DR088_RS03505
OG0000335	NB626_RS03425	DR088_RS01955
OG0000336	NB626_RS03605	DR088_RS04485
OG0000337	NB626_RS03780	DR088_RS01805
OG0000338	NB626_RS03820	DR088_RS01845
OG0000339	NB626_RS02495	DR088_RS02450
OG0000340	NB626_RS01430	DR088_RS04665
OG0000341	NB626_RS02450	DR088_RS02930
OG0000342	NB626_RS00835	DR088_RS02800
OG0000343	NB626_RS03320	DR088_RS01475
OG0000344	NB626_RS00675	DR088_RS03055
OG0000345	NB626_RS01145	DR088_RS01605
OG0000346	NB626_RS03610	DR088_RS02210
OG0000347	NB626_RS01525	DR088_RS02680
OG0000348	NB626_RS00920	DR088_RS02725
OG0000349	NB626_RS03675	DR088_RS04475
OG0000350	NB626_RS02940	DR088_RS00175
OG0000351	NB626_RS00590	DR088_RS01020
OG0000352	NB626_RS02065	DR088_RS00545
OG0000353	NB626_RS01490	DR088_RS02650
OG0000354	NB626_RS00735	DR088_RS00745
OG0000355	NB626_RS02040	DR088_RS04320
OG0000356	NB626_RS02120	DR088_RS04325
OG0000357	NB626_RS03275	DR088_RS04390
OG0000358	NB626_RS03280	DR088_RS01440
OG0000359	NB626_RS00880	DR088_RS04555
OG0000360	NB626_RS00275	DR088_RS01240
OG0000361	NB626_RS00305	DR088_RS01210
OG0000362	NB626_RS02725	DR088_RS03145
OG0000363	NB626_RS01565	DR088_RS02480
OG0000364	NB626_RS02015	DR088_RS00490
OG0000365	NB626_RS02175	DR088_RS04350
OG0000366	NB626_RS02195	DR088_RS00665
OG0000367	NB626_RS02205	DR088_RS00675
OG0000368	NB626_RS00060	DR088_RS01910
OG0000369	NB626_RS00025	DR088_RS04415
OG0000370	NB626_RS00020	DR088_RS01870
OG0000371	NB626_RS00015	DR088_RS01865
OG0000372	NB626_RS00010	DR088_RS01860
OG0000373	NB626_RS03810	DR088_RS01835
OG0000374	NB626_RS03800	DR088_RS01825
OG0000375	NB626_RS02380	DR088_RS02865
OG0000376	NB626_RS02540	DR088_RS02405
OG0000377	NB626_RS02530	DR088_RS02415
OG0000379	NB626_RS01485	DR088_RS02645
OG0000380	NB626_RS01520	DR088_RS02670
OG0000381	NB626_RS01555	DR088_RS02470
OG0000382	NB626_RS01585	DR088_RS02500
OG0000383	NB626_RS01625	DR088_RS02540
OG0000384	NB626_RS00615	DR088_RS03375
OG0000385	NB626_RS00625	DR088_RS03380
OG0000386	NB626_RS00640	DR088_RS03090
OG0000387	NB626_RS00665	DR088_RS03065
OG0000388	NB626_RS00670	DR088_RS04570
OG0000389	NB626_RS00715	DR088_RS00765
OG0000390	NB626_RS03085	DR088_RS00315
OG0000391	NB626_RS03075	DR088_RS00305
OG0000392	NB626_RS03050	DR088_RS00280
OG0000393	NB626_RS02995	DR088_RS04310
OG0000394	NB626_RS02915	DR088_RS00150
OG0000395	NB626_RS02910	DR088_RS00145
OG0000396	NB626_RS02605	DR088_RS02960
OG0000397	NB626_RS02050	DR088_RS00530
OG0000398	NB626_RS02060	DR088_RS00535
OG0000399	NB626_RS02100	DR088_RS00580
OG0000400	NB626_RS03240	DR088_RS01395
OG0000401	NB626_RS03305	DR088_RS01460
OG0000402	NB626_RS03315	DR088_RS01470
OG0000403	NB626_RS03325	DR088_RS01480
OG0000404	NB626_RS03360	DR088_RS01510
OG0000405	NB626_RS03375	DR088_RS01525
OG0000406	NB626_RS03430	DR088_RS01960
OG0000407	NB626_RS03435	DR088_RS04425
OG0000408	NB626_RS03440	DR088_RS01970
OG0000409	NB626_RS03445	DR088_RS01975
OG0000410	NB626_RS03510	DR088_RS02030
OG0000411	NB626_RS03495	DR088_RS02020
OG0000412	NB626_RS03490	DR088_RS02015
OG0000413	NB626_RS01640	DR088_RS02555
OG0000414	NB626_RS01650	DR088_RS02565
OG0000415	NB626_RS01655	DR088_RS02570
OG0000416	NB626_RS01665	DR088_RS02580
OG0000417	NB626_RS02445	DR088_RS02925
OG0000418	NB626_RS02435	DR088_RS02920
OG0000419	NB626_RS00815	DR088_RS02820
OG0000420	NB626_RS00850	DR088_RS02785
OG0000421	NB626_RS00895	DR088_RS02750
OG0000422	NB626_RS00905	DR088_RS02740
OG0000423	NB626_RS00965	DR088_RS01780
OG0000424	NB626_RS00970	DR088_RS01775
OG0000425	NB626_RS00980	DR088_RS01765
OG0000426	NB626_RS00985	DR088_RS04405
OG0000427	NB626_RS01010	DR088_RS04400
OG0000428	NB626_RS01040	DR088_RS01710
OG0000429	NB626_RS01135	DR088_RS01615
OG0000431	NB626_RS01190	DR088_RS01560
OG0000432	NB626_RS01220	DR088_RS00795
OG0000433	NB626_RS01235	DR088_RS00810
OG0000434	NB626_RS01245	DR088_RS00815
OG0000435	NB626_RS01255	DR088_RS00830
OG0000436	NB626_RS01280	DR088_RS00860
OG0000437	NB626_RS01290	DR088_RS00870
OG0000438	NB626_RS01295	DR088_RS00875
OG0000439	NB626_RS01300	DR088_RS04360
OG0000440	NB626_RS03135	DR088_RS04575
OG0000441	NB626_RS03180	DR088_RS03240
OG0000442	NB626_RS00145	DR088_RS03560
OG0000443	NB626_RS00190	DR088_RS01330
OG0000444	NB626_RS00205	DR088_RS01315
OG0000445	NB626_RS00230	DR088_RS01290
OG0000446	NB626_RS00255	DR088_RS01260
OG0000447	NB626_RS00265	DR088_RS01255
OG0000448	NB626_RS00290	DR088_RS01225
OG0000449	NB626_RS00315	DR088_RS01200
OG0000450	NB626_RS00325	DR088_RS01190
OG0000451	NB626_RS00370	DR088_RS01150
OG0000452	NB626_RS00395	DR088_RS01125
OG0000453	NB626_RS00525	DR088_RS01090
OG0000455	NB626_RS03720	DR088_RS02095
OG0000456	NB626_RS03595	DR088_RS02225
OG0000457	NB626_RS03565	DR088_RS02250
OG0000458	NB626_RS02695	DR088_RS03175
OG0000459	NB626_RS02720	DR088_RS03150
OG0000460	NB626_RS02730	DR088_RS03140
OG0000461	NB626_RS02775	DR088_RS00020
OG0000462	NB626_RS02770	DR088_RS00015
OG0000463	NB626_RS02765	DR088_RS00010
OG0000464	NB626_RS02760	DR088_RS03110
OG0000465	NB626_RS02755	DR088_RS03115
OG0000466	NB626_RS00400	DR088_RS01120
OG0000467	NB626_RS02860	DR088_RS04290
OG0000468	NB626_RS02095	DR088_RS00575
OG0000469	NB626_RS02160	DR088_RS00635
OG0000470	NB626_RS00960	DR088_RS03670
OG0000471	NB626_RS01045	DR088_RS01705
OG0000472	NB626_RS03515	DR088_RS02040
OG0000473	NB626_RS03705	DR088_RS02080
OG0000474	NB626_RS03710	DR088_RS02085
OG0000475	NB626_RS03715	DR088_RS02090
OG0000476	NB626_RS01675	DR088_RS02590
OG0000477	NB626_RS02805	DR088_RS00045
OG0000478	NB626_RS03650	DR088_RS02175
OG0000479	NB626_RS01445	DR088_RS02605
OG0000480	NB626_RS02165	DR088_RS03655
OG0000481	NB626_RS00935	DR088_RS02715
OG0000482	NB626_RS01325	DR088_RS00910
OG0000483	NB626_RS02210	DR088_RS00680
OG0000484	NB626_RS00200	DR088_RS04385
OG0000485	NB626_RS01285	DR088_RS00865
OG0000486	NB626_RS02465	DR088_RS02945
OG0000487	NB626_RS02150	DR088_RS04335
OG0000488	NB626_RS02180	DR088_RS00650
OG0000489	NB626_RS00050	DR088_RS01900
OG0000490	NB626_RS03815	DR088_RS01840
OG0000491	NB626_RS01465	DR088_RS02625
OG0000492	NB626_RS01545	DR088_RS02700
OG0000493	NB626_RS00680	DR088_RS03050
OG0000494	NB626_RS00740	DR088_RS00740
OG0000496	NB626_RS03010	DR088_RS00240
OG0000497	NB626_RS03005	DR088_RS00235
OG0000498	NB626_RS02920	DR088_RS00155
OG0000499	NB626_RS02885	DR088_RS00120
OG0000501	NB626_RS03250	DR088_RS01405
OG0000502	NB626_RS01315	DR088_RS00900
OG0000503	NB626_RS00865	DR088_RS02770
OG0000504	NB626_RS01015	DR088_RS01730
OG0000505	NB626_RS01055	DR088_RS01695
OG0000507	NB626_RS01100	DR088_RS01650
OG0000509	NB626_RS00285	DR088_RS01230
OG0000510	NB626_RS00295	DR088_RS01220
OG0000511	NB626_RS00530	DR088_RS01085
OG0000512	NB626_RS02735	DR088_RS03135
OG0000513	NB626_RS03635	DR088_RS02190
OG0000514	NB626_RS03045	DR088_RS00275
OG0000517	NB626_RS00065	DR088_RS01915
OG0000518	NB626_RS03295	DR088_RS01450
OG0000519	NB626_RS00900	DR088_RS02745
OG0000522	NB626_RS00300	DR088_RS01215
OG0000523	NB626_RS03560	DR088_RS02255
OG0000524	NB626_RS02855	DR088_RS00095
OG0000525	NB626_RS03520	DR088_RS04440
OG0000526	NB626_RS01960, NB626_RS01955	DR088_RS03780
OG0000527	NB626_RS01900	DR088_RS00365
OG0000530	NB626_RS02505	DR088_RS02435
OG0000532	NB626_RS01730, NB626_RS01735	DR088_RS04600
OG0000533	NB626_RS00700	DR088_RS00780
OG0000534	NB626_RS00385	DR088_RS01135
OG0000536	NB626_RS03750	DR088_RS02125
OG0000540	NB626_RS02825	DR088_RS00065
OG0000541	NB626_RS02900	DR088_RS00135
OG0000544	NB626_RS01370	DR088_RS04370
OG0000545	NB626_RS01945	DR088_RS00420
OG0000546	NB626_RS02970	DR088_RS03745
OG0000551	NB626_RS03165	DR088_RS03225
OG0000552	NB626_RS03335	DR088_RS01485
OG0000553	NB626_RS02870	DR088_RS04295
OG0000554	NB626_RS02560	DR088_RS02390
OG0000555	NB626_RS03100	DR088_RS03765
OG0000557	NB626_RS01380	DR088_RS00965
OG0000558	NB626_RS01350	DR088_RS00935
OG0000559	NB626_RS01815	DR088_RS02315
OG0000560	NB626_RS01930	DR088_RS00405
OG0000561	NB626_RS01230	DR088_RS00805
OG0000562	NB626_RS01935	DR088_RS00410
OG0000563	NB626_RS01925	DR088_RS00395
OG0000564	NB626_RS01410	DR088_RS03880
OG0000565	NB626_RS02000	DR088_RS00470
OG0000566	NB626_RS01980	DR088_RS00455
OG0000567	NB626_RS01950	DR088_RS00425
OG0000568	NB626_RS00785	DR088_RS02845
OG0000569	NB626_RS01355	DR088_RS00940
OG0000570	NB626_RS01360	DR088_RS04365
OG0000571	NB626_RS01365	DR088_RS00950
OG0000572	NB626_RS01385	DR088_RS00970
OG0000573	NB626_RS01810	DR088_RS02320
