Orthogroup	MHP_133A_genes	MFC_MF33_genes
OG0000069	NB626_RS03000	DR085_RS00630
OG0000070	NB626_RS02655	DR085_RS00940
OG0000071	NB626_RS03460	DR085_RS01590
OG0000072	NB626_RS03465	DR085_RS03730
OG0000073	NB626_RS00810	DR085_RS02070
OG0000074	NB626_RS01025	DR085_RS03690
OG0000076	NB626_RS00355	DR085_RS00190
OG0000077	NB626_RS00540	DR085_RS00275
OG0000079	NB626_RS02740	DR085_RS00860
OG0000080	NB626_RS02790	DR085_RS03275
OG0000081	NB626_RS00335	DR085_RS00170
OG0000083	NB626_RS02155	DR085_RS03000
OG0000084	NB626_RS02185	DR085_RS02830
OG0000085	NB626_RS02190	DR085_RS02835
OG0000086	NB626_RS02200	DR085_RS03880
OG0000087	NB626_RS02215	DR085_RS02860
OG0000088	NB626_RS02220	DR085_RS02865
OG0000089	NB626_RS02230	DR085_RS02875
OG0000090	NB626_RS00070	DR085_RS02335
OG0000091	NB626_RS00055	DR085_RS02320
OG0000092	NB626_RS00045	DR085_RS02305
OG0000093	NB626_RS00035	DR085_RS02300
OG0000094	NB626_RS00030	DR085_RS02295
OG0000095	NB626_RS00005	DR085_RS02270
OG0000096	NB626_RS03825	DR085_RS02265
OG0000097	NB626_RS03805	DR085_RS02245
OG0000098	NB626_RS03795	DR085_RS02235
OG0000099	NB626_RS03745	DR085_RS02430
OG0000100	NB626_RS03730	DR085_RS02440
OG0000101	NB626_RS03725	DR085_RS02445
OG0000102	NB626_RS01820	DR085_RS02455
OG0000103	NB626_RS02370	DR085_RS01930
OG0000104	NB626_RS02375	DR085_RS01925
OG0000105	NB626_RS02395	DR085_RS01910
OG0000106	NB626_RS02400	DR085_RS01900
OG0000107	NB626_RS02410	DR085_RS01890
OG0000108	NB626_RS02415	DR085_RS01885
OG0000109	NB626_RS02420	DR085_RS01880
OG0000110	NB626_RS02550	DR085_RS01875
OG0000111	NB626_RS02545	DR085_RS01870
OG0000112	NB626_RS02535	DR085_RS01860
OG0000113	NB626_RS02510	DR085_RS03750
OG0000114	NB626_RS02500	DR085_RS01835
OG0000115	NB626_RS02490	DR085_RS01825
OG0000116	NB626_RS01415	DR085_RS01815
OG0000117	NB626_RS01420	DR085_RS01810
OG0000118	NB626_RS01455	DR085_RS01780
OG0000119	NB626_RS01460	DR085_RS01775
OG0000120	NB626_RS01475	DR085_RS01760
OG0000121	NB626_RS01505	DR085_RS01735
OG0000122	NB626_RS01510	DR085_RS01730
OG0000123	NB626_RS01530	DR085_RS01710
OG0000124	NB626_RS01535	DR085_RS01705
OG0000125	NB626_RS01540	DR085_RS01700
OG0000126	NB626_RS01550	DR085_RS01690
OG0000127	NB626_RS01560	DR085_RS01680
OG0000128	NB626_RS01575	DR085_RS01665
OG0000129	NB626_RS01580	DR085_RS01660
OG0000130	NB626_RS01590	DR085_RS01650
OG0000131	NB626_RS01620	DR085_RS01620
OG0000132	NB626_RS01635	DR085_RS03735
OG0000133	NB626_RS00630	DR085_RS00350
OG0000134	NB626_RS00635	DR085_RS03640
OG0000135	NB626_RS00650	DR085_RS00370
OG0000136	NB626_RS00655	DR085_RS00375
OG0000137	NB626_RS00685	DR085_RS00405
OG0000138	NB626_RS00720	DR085_RS00435
OG0000139	NB626_RS00750	DR085_RS00465
OG0000140	NB626_RS00755	DR085_RS00470
OG0000141	NB626_RS03115	DR085_RS00510
OG0000142	NB626_RS03110	DR085_RS03655
OG0000143	NB626_RS03095	DR085_RS00540
OG0000144	NB626_RS03080	DR085_RS00550
OG0000145	NB626_RS03070	DR085_RS00560
OG0000146	NB626_RS03060	DR085_RS00570
OG0000147	NB626_RS03055	DR085_RS00575
OG0000148	NB626_RS03040	DR085_RS00590
OG0000149	NB626_RS03030	DR085_RS00600
OG0000150	NB626_RS03025	DR085_RS00615
OG0000151	NB626_RS02965	DR085_RS00670
OG0000152	NB626_RS02960	DR085_RS00675
OG0000153	NB626_RS02955	DR085_RS00680
OG0000154	NB626_RS02945	DR085_RS00690
OG0000155	NB626_RS02905	DR085_RS00710
OG0000156	NB626_RS02895	DR085_RS00730
OG0000157	NB626_RS02890	DR085_RS03660
OG0000158	NB626_RS02880	DR085_RS03665
OG0000159	NB626_RS02640	DR085_RS00970
OG0000160	NB626_RS02635	DR085_RS00975
OG0000161	NB626_RS02630	DR085_RS00985
OG0000162	NB626_RS02620	DR085_RS02725
OG0000163	NB626_RS02615	DR085_RS02720
OG0000164	NB626_RS01715	DR085_RS03860
OG0000165	NB626_RS02075	DR085_RS02810
OG0000166	NB626_RS02090	DR085_RS02780
OG0000167	NB626_RS02105	DR085_RS02765
OG0000168	NB626_RS02110	DR085_RS02760
OG0000169	NB626_RS03230	DR085_RS01405
OG0000170	NB626_RS03245	DR085_RS01420
OG0000171	NB626_RS03255	DR085_RS01430
OG0000172	NB626_RS03260	DR085_RS01435
OG0000173	NB626_RS03265	DR085_RS01440
OG0000174	NB626_RS03270	DR085_RS01445
OG0000175	NB626_RS03290	DR085_RS01460
OG0000176	NB626_RS03345	DR085_RS01500
OG0000177	NB626_RS03350	DR085_RS01505
OG0000178	NB626_RS03355	DR085_RS01510
OG0000179	NB626_RS03365	DR085_RS01520
OG0000180	NB626_RS03370	DR085_RS01525
OG0000181	NB626_RS03410	DR085_RS03715
OG0000182	NB626_RS03420	DR085_RS01550
OG0000183	NB626_RS03455	DR085_RS01585
OG0000184	NB626_RS03500	DR085_RS02950
OG0000185	NB626_RS03485	DR085_RS02935
OG0000186	NB626_RS01645	DR085_RS02180
OG0000187	NB626_RS01660	DR085_RS02165
OG0000188	NB626_RS01670	DR085_RS02155
OG0000189	NB626_RS02460	DR085_RS03775
OG0000190	NB626_RS02455	DR085_RS02140
OG0000191	NB626_RS02430	DR085_RS02120
OG0000192	NB626_RS01335	DR085_RS02110
OG0000193	NB626_RS01320	DR085_RS02095
OG0000194	NB626_RS00790	DR085_RS02085
OG0000195	NB626_RS00795	DR085_RS02080
OG0000196	NB626_RS00820	DR085_RS03770
OG0000197	NB626_RS00830	DR085_RS02055
OG0000198	NB626_RS00840	DR085_RS02040
OG0000199	NB626_RS00845	DR085_RS02035
OG0000200	NB626_RS00860	DR085_RS02020
OG0000201	NB626_RS00870	DR085_RS02010
OG0000202	NB626_RS00940	DR085_RS01955
OG0000203	NB626_RS00945	DR085_RS01950
OG0000204	NB626_RS00950	DR085_RS03675
OG0000205	NB626_RS00955	DR085_RS00995
OG0000206	NB626_RS00975	DR085_RS01015
OG0000207	NB626_RS00990	DR085_RS01030
OG0000208	NB626_RS00995	DR085_RS01035
OG0000209	NB626_RS01000	DR085_RS01040
OG0000210	NB626_RS01050	DR085_RS01085
OG0000211	NB626_RS01065	DR085_RS01095
OG0000212	NB626_RS01070	DR085_RS01105
OG0000213	NB626_RS01075	DR085_RS01110
OG0000214	NB626_RS01080	DR085_RS01115
OG0000215	NB626_RS01085	DR085_RS01120
OG0000216	NB626_RS01090	DR085_RS01125
OG0000217	NB626_RS01095	DR085_RS01130
OG0000218	NB626_RS01105	DR085_RS03695
OG0000219	NB626_RS01110	DR085_RS01145
OG0000220	NB626_RS01115	DR085_RS01150
OG0000221	NB626_RS01120	DR085_RS01155
OG0000222	NB626_RS01125	DR085_RS01160
OG0000223	NB626_RS01130	DR085_RS01165
OG0000224	NB626_RS01140	DR085_RS01175
OG0000225	NB626_RS01150	DR085_RS01185
OG0000226	NB626_RS01155	DR085_RS01190
OG0000227	NB626_RS01160	DR085_RS01195
OG0000228	NB626_RS01165	DR085_RS03930
OG0000229	NB626_RS01170	DR085_RS01205
OG0000230	NB626_RS01180	DR085_RS01210
OG0000231	NB626_RS01185	DR085_RS01220
OG0000232	NB626_RS01195	DR085_RS01230
OG0000233	NB626_RS01215	DR085_RS01240
OG0000234	NB626_RS01250	DR085_RS01270
OG0000235	NB626_RS01260	DR085_RS01280
OG0000236	NB626_RS01265	DR085_RS01285
OG0000237	NB626_RS01270	DR085_RS01305
OG0000238	NB626_RS01275	DR085_RS01310
OG0000239	NB626_RS03125	DR085_RS01340
OG0000240	NB626_RS03130	DR085_RS01345
OG0000241	NB626_RS03140	DR085_RS01355
OG0000242	NB626_RS03145	DR085_RS01360
OG0000243	NB626_RS03150	DR085_RS01365
OG0000244	NB626_RS03160	DR085_RS01375
OG0000245	NB626_RS03170	DR085_RS01385
OG0000246	NB626_RS00140	DR085_RS02350
OG0000247	NB626_RS00150	DR085_RS02360
OG0000248	NB626_RS00160	DR085_RS02385
OG0000249	NB626_RS00165	DR085_RS02390
OG0000250	NB626_RS00180	DR085_RS00015
OG0000251	NB626_RS00215	DR085_RS00045
OG0000252	NB626_RS00220	DR085_RS00055
OG0000253	NB626_RS00225	DR085_RS00060
OG0000254	NB626_RS00235	DR085_RS00070
OG0000255	NB626_RS00240	DR085_RS00075
OG0000256	NB626_RS00250	DR085_RS00080
OG0000257	NB626_RS00270	DR085_RS00105
OG0000258	NB626_RS00280	DR085_RS00115
OG0000259	NB626_RS00310	DR085_RS00145
OG0000260	NB626_RS00320	DR085_RS00155
OG0000261	NB626_RS00330	DR085_RS03635
OG0000262	NB626_RS00350	DR085_RS00180
OG0000263	NB626_RS00365	DR085_RS00195
OG0000264	NB626_RS00380	DR085_RS00210
OG0000265	NB626_RS00390	DR085_RS00220
OG0000266	NB626_RS00405	DR085_RS00235
OG0000267	NB626_RS00420	DR085_RS00250
OG0000268	NB626_RS00520	DR085_RS00255
OG0000269	NB626_RS00535	DR085_RS00270
OG0000270	NB626_RS03700	DR085_RS03815
OG0000271	NB626_RS03695	DR085_RS02505
OG0000272	NB626_RS03690	DR085_RS02510
OG0000273	NB626_RS03685	DR085_RS02515
OG0000274	NB626_RS03670	DR085_RS02530
OG0000275	NB626_RS03660	DR085_RS03820
OG0000276	NB626_RS03655	DR085_RS02540
OG0000277	NB626_RS03645	DR085_RS03825
OG0000278	NB626_RS03640	DR085_RS02555
OG0000279	NB626_RS03630	DR085_RS02565
OG0000280	NB626_RS03620	DR085_RS02570
OG0000281	NB626_RS03615	DR085_RS02575
OG0000282	NB626_RS03590	DR085_RS02600
OG0000283	NB626_RS03585	DR085_RS02605
OG0000284	NB626_RS03580	DR085_RS02610
OG0000285	NB626_RS03575	DR085_RS03840
OG0000286	NB626_RS02600	DR085_RS00925
OG0000287	NB626_RS02700	DR085_RS00900
OG0000288	NB626_RS02710	DR085_RS00890
OG0000289	NB626_RS02715	DR085_RS00885
OG0000290	NB626_RS02830	DR085_RS03270
OG0000291	NB626_RS02820	DR085_RS00785
OG0000292	NB626_RS02815	DR085_RS00790
OG0000293	NB626_RS02810	DR085_RS00795
OG0000294	NB626_RS02800	DR085_RS00805
OG0000295	NB626_RS02795	DR085_RS00810
OG0000296	NB626_RS02750	DR085_RS00850
OG0000297	NB626_RS02745	DR085_RS00855
OG0000298	NB626_RS00175	DR085_RS00010
OG0000299	NB626_RS00195	DR085_RS00030
OG0000300	NB626_RS00375	DR085_RS00205
OG0000301	NB626_RS00410	DR085_RS00240
OG0000302	NB626_RS00415	DR085_RS00245
OG0000303	NB626_RS00660	DR085_RS00380
OG0000304	NB626_RS01200	DR085_RS00415
OG0000305	NB626_RS03065	DR085_RS00565
OG0000306	NB626_RS02990	DR085_RS00650
OG0000307	NB626_RS02950	DR085_RS00685
OG0000308	NB626_RS02850	DR085_RS00765
OG0000309	NB626_RS02785	DR085_RS00820
OG0000310	NB626_RS02705	DR085_RS00895
OG0000311	NB626_RS02660	DR085_RS00945
OG0000312	NB626_RS02645	DR085_RS00965
OG0000313	NB626_RS01705	DR085_RS02700
OG0000314	NB626_RS02085	DR085_RS02785
OG0000315	NB626_RS02115	DR085_RS02755
OG0000316	NB626_RS02125	DR085_RS02745
OG0000317	NB626_RS02225	DR085_RS02870
OG0000318	NB626_RS02130	DR085_RS03900
OG0000319	NB626_RS02385	DR085_RS01915
OG0000320	NB626_RS02525	DR085_RS01850
OG0000321	NB626_RS01450	DR085_RS01785
OG0000322	NB626_RS01500	DR085_RS01740
OG0000323	NB626_RS01630	DR085_RS01610
OG0000324	NB626_RS02425	DR085_RS02115
OG0000325	NB626_RS00805	DR085_RS02075
OG0000326	NB626_RS00910	DR085_RS01980
OG0000327	NB626_RS00915	DR085_RS01975
OG0000328	NB626_RS01005	DR085_RS01045
OG0000329	NB626_RS01035	DR085_RS01065
OG0000330	NB626_RS01225	DR085_RS01250
OG0000331	NB626_RS03155	DR085_RS01370
OG0000332	NB626_RS03300	DR085_RS01470
OG0000333	NB626_RS03310	DR085_RS01480
OG0000334	NB626_RS03415	DR085_RS01545
OG0000335	NB626_RS03425	DR085_RS03720
OG0000336	NB626_RS03605	DR085_RS03835
OG0000337	NB626_RS03780	DR085_RS02220
OG0000338	NB626_RS03820	DR085_RS02260
OG0000339	NB626_RS02495	DR085_RS01830
OG0000340	NB626_RS01430	DR085_RS01805
OG0000341	NB626_RS02450	DR085_RS02135
OG0000342	NB626_RS00835	DR085_RS02045
OG0000343	NB626_RS03320	DR085_RS01490
OG0000344	NB626_RS00675	DR085_RS00395
OG0000345	NB626_RS01145	DR085_RS01180
OG0000346	NB626_RS03610	DR085_RS03830
OG0000347	NB626_RS01525	DR085_RS01715
OG0000348	NB626_RS00920	DR085_RS03760
OG0000349	NB626_RS03675	DR085_RS02520
OG0000350	NB626_RS02940	DR085_RS00655
OG0000351	NB626_RS00590	DR085_RS00330
OG0000352	NB626_RS02065	DR085_RS02815
OG0000353	NB626_RS01490	DR085_RS01745
OG0000354	NB626_RS00735	DR085_RS00450
OG0000355	NB626_RS02040	DR085_RS03855
OG0000356	NB626_RS02120	DR085_RS03870
OG0000357	NB626_RS03275	DR085_RS03705
OG0000358	NB626_RS03280	DR085_RS01455
OG0000359	NB626_RS00880	DR085_RS03765
OG0000360	NB626_RS00275	DR085_RS00110
OG0000361	NB626_RS00305	DR085_RS00140
OG0000362	NB626_RS02725	DR085_RS00875
OG0000363	NB626_RS01565	DR085_RS03935
OG0000365	NB626_RS02175	DR085_RS03915
OG0000366	NB626_RS02195	DR085_RS02840
OG0000367	NB626_RS02205	DR085_RS02850
OG0000368	NB626_RS00060	DR085_RS02325
OG0000369	NB626_RS00025	DR085_RS03780
OG0000370	NB626_RS00020	DR085_RS02285
OG0000371	NB626_RS00015	DR085_RS02280
OG0000372	NB626_RS00010	DR085_RS02275
OG0000373	NB626_RS03810	DR085_RS02250
OG0000374	NB626_RS03800	DR085_RS02240
OG0000375	NB626_RS02380	DR085_RS01920
OG0000376	NB626_RS02540	DR085_RS01865
OG0000377	NB626_RS02530	DR085_RS01855
OG0000379	NB626_RS01485	DR085_RS01750
OG0000380	NB626_RS01520	DR085_RS01725
OG0000381	NB626_RS01555	DR085_RS01685
OG0000382	NB626_RS01585	DR085_RS01655
OG0000383	NB626_RS01625	DR085_RS01615
OG0000384	NB626_RS00615	DR085_RS00335
OG0000385	NB626_RS00625	DR085_RS00340
OG0000386	NB626_RS00640	DR085_RS00360
OG0000387	NB626_RS00665	DR085_RS00385
OG0000388	NB626_RS00670	DR085_RS03645
OG0000389	NB626_RS00715	DR085_RS00430
OG0000390	NB626_RS03085	DR085_RS00545
OG0000391	NB626_RS03075	DR085_RS00555
OG0000392	NB626_RS03050	DR085_RS00580
OG0000393	NB626_RS02995	DR085_RS00635
OG0000394	NB626_RS02915	DR085_RS00700
OG0000395	NB626_RS02910	DR085_RS00705
OG0000396	NB626_RS02605	DR085_RS02710
OG0000397	NB626_RS02050	DR085_RS02665
OG0000398	NB626_RS02060	DR085_RS02660
OG0000399	NB626_RS02100	DR085_RS02770
OG0000400	NB626_RS03240	DR085_RS01415
OG0000401	NB626_RS03305	DR085_RS01475
OG0000402	NB626_RS03315	DR085_RS01485
OG0000403	NB626_RS03325	DR085_RS01495
OG0000404	NB626_RS03360	DR085_RS03710
OG0000405	NB626_RS03375	DR085_RS01530
OG0000406	NB626_RS03430	DR085_RS01560
OG0000407	NB626_RS03435	DR085_RS03725
OG0000408	NB626_RS03440	DR085_RS01570
OG0000409	NB626_RS03445	DR085_RS01575
OG0000410	NB626_RS03510	DR085_RS02955
OG0000411	NB626_RS03495	DR085_RS02945
OG0000412	NB626_RS03490	DR085_RS02940
OG0000413	NB626_RS01640	DR085_RS02185
OG0000414	NB626_RS01650	DR085_RS02175
OG0000415	NB626_RS01655	DR085_RS02170
OG0000416	NB626_RS01665	DR085_RS02160
OG0000417	NB626_RS02445	DR085_RS02130
OG0000418	NB626_RS02435	DR085_RS02125
OG0000419	NB626_RS00815	DR085_RS02065
OG0000420	NB626_RS00850	DR085_RS02030
OG0000421	NB626_RS00895	DR085_RS01995
OG0000422	NB626_RS00905	DR085_RS01985
OG0000423	NB626_RS00965	DR085_RS01005
OG0000424	NB626_RS00970	DR085_RS01010
OG0000425	NB626_RS00980	DR085_RS01020
OG0000426	NB626_RS00985	DR085_RS03680
OG0000427	NB626_RS01010	DR085_RS03685
OG0000428	NB626_RS01040	DR085_RS01075
OG0000429	NB626_RS01135	DR085_RS01170
OG0000431	NB626_RS01190	DR085_RS01225
OG0000432	NB626_RS01220	DR085_RS01245
OG0000433	NB626_RS01235	DR085_RS01255
OG0000434	NB626_RS01245	DR085_RS01260
OG0000435	NB626_RS01255	DR085_RS01275
OG0000436	NB626_RS01280	DR085_RS01315
OG0000437	NB626_RS01290	DR085_RS01325
OG0000438	NB626_RS01295	DR085_RS03700
OG0000439	NB626_RS01300	DR085_RS01335
OG0000440	NB626_RS03135	DR085_RS01350
OG0000441	NB626_RS03180	DR085_RS01390
OG0000442	NB626_RS00145	DR085_RS02355
OG0000443	NB626_RS00190	DR085_RS00025
OG0000444	NB626_RS00205	DR085_RS00040
OG0000445	NB626_RS00230	DR085_RS00065
OG0000446	NB626_RS00255	DR085_RS00090
OG0000447	NB626_RS00265	DR085_RS00095
OG0000448	NB626_RS00290	DR085_RS00125
OG0000449	NB626_RS00315	DR085_RS00150
OG0000450	NB626_RS00325	DR085_RS00160
OG0000451	NB626_RS00370	DR085_RS00200
OG0000452	NB626_RS00395	DR085_RS00225
OG0000453	NB626_RS00525	DR085_RS00260
OG0000455	NB626_RS03720	DR085_RS03810
OG0000456	NB626_RS03595	DR085_RS02595
OG0000457	NB626_RS03565	DR085_RS02620
OG0000458	NB626_RS02695	DR085_RS00905
OG0000459	NB626_RS02720	DR085_RS00880
OG0000460	NB626_RS02730	DR085_RS00870
OG0000461	NB626_RS02775	DR085_RS00825
OG0000462	NB626_RS02770	DR085_RS00830
OG0000463	NB626_RS02765	DR085_RS00835
OG0000464	NB626_RS02760	DR085_RS00840
OG0000465	NB626_RS02755	DR085_RS00845
OG0000466	NB626_RS00400	DR085_RS00230
OG0000467	NB626_RS02860	DR085_RS03670
OG0000468	NB626_RS02095	DR085_RS02775
OG0000469	NB626_RS02160	DR085_RS02995
OG0000470	NB626_RS00960	DR085_RS01000
OG0000471	NB626_RS01045	DR085_RS01080
OG0000472	NB626_RS03515	DR085_RS02645
OG0000473	NB626_RS03705	DR085_RS02495
OG0000474	NB626_RS03710	DR085_RS02490
OG0000475	NB626_RS03715	DR085_RS02485
OG0000476	NB626_RS01675	DR085_RS02450
OG0000477	NB626_RS02805	DR085_RS00800
OG0000478	NB626_RS03650	DR085_RS02545
OG0000479	NB626_RS01445	DR085_RS01790
OG0000480	NB626_RS02165	DR085_RS03170
OG0000481	NB626_RS00935	DR085_RS01960
OG0000482	NB626_RS01325	DR085_RS02100
OG0000483	NB626_RS02210	DR085_RS02855
OG0000484	NB626_RS00200	DR085_RS03630
OG0000485	NB626_RS01285	DR085_RS01320
OG0000486	NB626_RS02465	DR085_RS02150
OG0000487	NB626_RS02150	DR085_RS03905
OG0000488	NB626_RS02180	DR085_RS02825
OG0000489	NB626_RS00050	DR085_RS02315
OG0000490	NB626_RS03815	DR085_RS02255
OG0000491	NB626_RS01465	DR085_RS01770
OG0000492	NB626_RS01545	DR085_RS01695
OG0000493	NB626_RS00680	DR085_RS00400
OG0000494	NB626_RS00740	DR085_RS00455
OG0000496	NB626_RS03010	DR085_RS00620
OG0000497	NB626_RS03005	DR085_RS00625
OG0000498	NB626_RS02920	DR085_RS00695
OG0000499	NB626_RS02885	DR085_RS00740
OG0000501	NB626_RS03250	DR085_RS01425
OG0000502	NB626_RS01315	DR085_RS02090
OG0000503	NB626_RS00865	DR085_RS02015
OG0000504	NB626_RS01015	DR085_RS01055
OG0000505	NB626_RS01055	DR085_RS01090
OG0000507	NB626_RS01100	DR085_RS01135
OG0000509	NB626_RS00285	DR085_RS00120
OG0000510	NB626_RS00295	DR085_RS00130
OG0000511	NB626_RS00530	DR085_RS00265
OG0000512	NB626_RS02735	DR085_RS00865
OG0000513	NB626_RS03635	DR085_RS02560
OG0000514	NB626_RS03045	DR085_RS00585
OG0000517	NB626_RS00065	DR085_RS02330
OG0000518	NB626_RS03295	DR085_RS01465
OG0000519	NB626_RS00900	DR085_RS01990
OG0000522	NB626_RS00300	DR085_RS00135
OG0000523	NB626_RS03560	DR085_RS02625
OG0000524	NB626_RS02855	DR085_RS00760
OG0000530	NB626_RS02505	DR085_RS01840
OG0000532	NB626_RS01735	DR085_RS00490
OG0000533	NB626_RS00700	DR085_RS01235
OG0000534	NB626_RS00385	DR085_RS00215
OG0000536	NB626_RS03750	DR085_RS02425
OG0000541	NB626_RS02900	DR085_RS00725
OG0000551	NB626_RS03165	DR085_RS01380
OG0000555	NB626_RS03100	DR085_RS03230
OG0000589	NB626_RS02290	DR085_RS02910
OG0000596	NB626_RS01860	DR085_RS02375
OG0000598	NB626_RS01865	DR085_RS02370
OG0000599	NB626_RS01870	DR085_RS02365
OG0000627	NB626_RS03755	DR085_RS02420
