Gene clusters,Quantity of genomes of gene cluster has hits,Quantity of genes in gene cluster,Quantity maxima of paralogs,SCG,Functional homogeneity index,Geometric homogeneity index,Combined homogeneity index,Distribution layer,Copy-number class,Conservation pattern,Diversity type
GC_00000021,21,61,7,0,0.443501827028041,0.806036494370852,0.572177182216457,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000022,35,61,6,0,0.938994374811658,0.590537244048895,0.725073144537912,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000023,35,60,3,0,0.875786455049999,0.583422493919797,0.700315767809926,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000024,34,60,3,0,0.79435796326991,0.877676843874902,0.833941479125258,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000025,26,59,5,0,0.964134734127269,0.925082981261981,0.944205241057583,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000026,35,58,3,0,0.991554548374433,0.73431557807907,0.843764475931578,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000027,34,58,5,0,0.941678368206465,0.613518304832059,0.742976018628274,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000028,32,57,3,0,0.812343797004255,0.848941057243593,0.830239317610946,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000029,29,56,3,0,0.93883991575554,0.797974044748728,0.862694453157768,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000030,34,54,3,0,0.644904982951105,0.716755255649559,0.678934469585192,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000031,26,54,4,0,0.857897732646912,0.631899022573471,0.72775663771316,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000032,35,51,4,0,0.89808073358774,0.635524155445311,0.744327308574136,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000033,35,48,2,0,0.908874470721113,0.783076463474011,0.841298872077131,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000034,35,48,2,0,0.972973943568714,0.614390031207629,0.753180116283814,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000035,34,48,2,0,0.924491363526642,0.798286841077205,0.856766458062483,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000036,33,45,2,0,0.823202321038954,0.677188992108364,0.743090879293701,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000037,35,45,2,0,0.861576184318141,0.913395346785856,0.886729351842877,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000038,35,43,2,0,0.889972193769662,0.94419528143427,0.916282245024099,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000039,21,43,3,0,0.762038617274035,0.70238243029734,0.730995415381414,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000040,35,43,2,0,0.977310550271683,0.727723091564215,0.834249175630617,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000041,25,42,7,0,0.847240217672972,0.699549966826809,0.766344229626898,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000042,35,42,2,0,0.978699582696422,0.809418358137167,0.886046038961355,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000043,35,41,7,0,0.993397140485285,0.872192073669822,0.928857334040629,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000044,35,40,2,0,0.99000920440024,0.826964942516317,0.90117177087723,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000045,34,40,2,0,0.979735269068825,0.725235779546122,0.833491069762356,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000046,34,40,2,0,0.992687590252284,0.831754892544368,0.905123365352421,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000047,35,40,2,0,0.982620609626697,0.827617602866382,0.898482981801997,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000048,35,40,2,0,0.976821387522093,0.815239545294562,0.888745922880947,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000049,35,39,2,0,0.987642988027254,0.872120341970508,0.926293713366356,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000050,35,39,2,0,0.841613278776697,0.76173561914511,0.799684725914195,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000051,35,39,2,0,0.993297992221943,0.864644689521264,0.924517039762524,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000052,35,39,2,0,0.989953873629609,0.863550064937255,0.922441775353041,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000053,35,38,2,0,0.987729256209193,0.91501569839788,0.949983099952469,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000054,35,38,2,0,0.989248125498637,0.905333252908729,0.945432308792571,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000055,33,38,2,0,0.96172602739726,0.834814362324131,0.893787531731109,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000056,35,38,2,0,0.990431762647032,0.865472039824744,0.923745074269149,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000057,34,38,2,0,0.988740500160233,0.873052709838796,0.927302310864812,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000058,34,38,2,0,0.982764661011011,0.831400370599039,0.900767999756949,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000059,35,38,2,0,0.981921958114198,0.857086724539229,0.915267320672947,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000060,35,38,2,0,0.988361573632607,0.879347485086463,0.930673072524471,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000061,35,37,2,0,0.976998883991904,0.913704696888852,0.94429235569832,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000062,35,37,2,0,0.988968577393287,0.906197738157498,0.945775661575302,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000063,35,37,2,0,0.996799274532008,0.918109228142793,0.955837431684637,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000064,35,37,3,0,0.970285639154587,0.959930620275448,0.965080353963087,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000065,35,37,2,0,0.995784422696343,0.916253855828891,0.95436511613523,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000066,35,37,2,0,0.979251312347849,0.947005039581695,0.962858268455767,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000067,35,37,2,0,0.984384623123223,0.853704918922309,0.914399408351524,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000068,35,37,3,0,0.991889518877331,0.92449507729136,0.957007251313002,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000069,35,37,2,0,0.993302863492984,0.924075379694305,0.957439382651909,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000070,35,37,2,0,0.989649955091535,0.916849564358462,0.951859804774363,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000071,35,37,3,0,0.99376550992897,0.957527199330478,0.975309855869492,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000072,35,37,2,0,0.982699644447442,0.93678371566418,0.959192502980396,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000073,35,37,2,0,0.991665869656604,0.926324964449059,0.957882420625158,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000074,35,37,2,0,0.988808408913878,0.922806772593868,0.954668183607744,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000075,35,37,2,0,0.983212381929836,0.839254956456851,0.905548041826448,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000076,25,37,4,0,0.808823298807221,0.799325375250101,0.804046289077202,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000077,35,37,2,0,0.983179814805361,0.747914928871351,0.849560503772434,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000078,35,37,2,0,0.995759713111586,0.935814531641037,0.964856942034733,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000079,34,37,3,0,0.988213711733486,0.921212409307696,0.953537530743009,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000080,35,37,2,0,0.974896244559166,0.810294170982577,0.88500670561731,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000081,35,37,2,0,0.973978169985402,0.921725489828839,0.94713169029843,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000082,35,37,2,0,0.982329217352591,0.90129469091733,0.940068879403918,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000083,35,37,2,0,0.985128934674188,0.949628775004433,0.967053165134012,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000084,35,36,2,0,0.999071063632141,0.983817308705535,0.991385514928791,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000085,35,36,2,0,0.999520282186949,1.0,0.999760083547376,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000086,35,36,2,0,0.998291446208113,1.0,0.999144992691067,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000087,35,36,2,0,0.998163010522561,1.0,0.999080660853111,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000088,35,36,2,0,0.998538725372896,0.977961242976724,0.988142867355042,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000089,35,36,2,0,0.998922729613054,0.982027472235508,0.990403052237346,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000090,35,36,2,0,0.998424984373752,0.95514740446042,0.97630682929761,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000091,35,36,2,0,0.996844813358575,1.0,0.998419913946083,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000092,35,36,2,0,0.998688034924464,0.996955057824621,0.997820793932977,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000093,35,36,2,0,0.996572249589491,1.0,0.998283182383601,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000094,35,36,2,0,0.99283041129731,1.0,0.99640230866508,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000095,35,36,2,0,0.991336911612213,0.973078322169543,0.982122763117933,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000096,35,36,2,0,0.995988108874707,1.0,0.99799002253197,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000097,35,36,2,0,0.995086515086515,1.0,0.997537207095367,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000098,35,36,2,0,0.997682784151431,1.0,0.998840048146306,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000099,35,36,2,0,0.999451409065973,0.975259129677189,0.987207078948088,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000100,35,36,2,0,0.99450997524392,1.0,0.997247431788147,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000101,35,36,2,0,0.992462656947308,0.990997657736787,0.991729616312144,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000102,35,36,2,0,0.998653841057848,1.0,0.999326467187815,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000103,35,36,2,0,0.997018520957751,0.958462015709795,0.977360156113513,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000104,35,36,2,0,0.99538043547846,0.930788475855742,0.962001445443192,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000105,35,36,2,0,0.991932279979847,0.847946401018001,0.914305291484026,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000106,35,36,2,0,0.99365136643572,0.894211639207846,0.94131260004081,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000107,35,36,2,0,0.988461807743471,0.962587330857339,0.975352997877398,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000108,35,36,2,0,0.994481354479211,0.955531676797482,0.974617524034911,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000109,35,36,2,0,0.991796422272613,0.984433411214952,0.988101200239023,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000110,35,36,2,0,0.993121693121693,1.0,0.996548977966552,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000111,35,36,2,0,0.994285714285714,1.0,0.997134670487106,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000112,35,36,2,0,0.979864076778252,0.981388929129042,0.980625910175794,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000113,35,36,2,0,0.988819077013521,1.0,0.994378109544651,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000114,35,36,2,0,0.992470238095238,1.0,0.996220891152703,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000115,35,36,2,0,0.987345679012346,1.0,0.993632551638453,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000116,35,36,2,0,0.988472635076062,0.961360195459819,0.974727915933425,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000117,35,36,2,0,0.996083446749238,0.961634217650021,0.978555737068214,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000118,35,36,2,0,0.991239680816228,1.0,0.995600570203492,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000119,35,36,2,0,0.994785630301503,1.0,0.997385999969476,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000120,35,36,2,0,0.990732206861239,0.992031236055332,0.991381295921681,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000121,35,36,2,0,0.991331616821813,0.932010573755516,0.960756285077639,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000122,35,36,2,0,0.994173644961047,1.0,0.997078311082049,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000123,35,36,2,0,0.992092352092352,1.0,0.996030481267928,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000124,35,36,2,0,0.991225033818732,0.99614360495496,0.993678232860786,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000125,35,36,2,0,0.980584404580337,0.96048267352615,0.970429452080688,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000126,35,36,2,0,0.992611176702086,0.960376973776819,0.976228061378085,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000127,35,36,2,0,0.996441297028907,0.965321772026754,0.980634709401077,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000128,35,36,2,0,0.976401581957138,1.0,0.988059907329413,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000129,35,36,2,0,0.987657055357314,0.980096668023162,0.983862337653017,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000130,35,36,2,0,0.98086302713305,0.952539749051377,0.966493927936685,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000131,35,36,2,0,0.990247361168711,0.957117887284506,0.973400817297807,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000132,35,36,2,0,0.967554563823815,0.880350147912932,0.921894725378539,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000133,35,36,2,0,0.994126265569925,0.961780099034568,0.977685716919325,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000134,35,36,2,0,0.991719896555821,1.0,0.995842736994043,Core,Multiple copies-gene,Heterogeneous,Functional
GC_00000135,35,36,2,0,0.934963655887333,0.958829639128189,0.946746265426054,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000136,35,36,2,0,0.994013729184261,0.974100210960044,0.983956226868221,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000137,35,36,2,0,0.989726611014165,0.972463330683479,0.981019029972395,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000138,35,36,2,0,0.985395923578281,0.987463905928353,0.98642883090769,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000139,35,36,2,0,0.984265210680305,0.962187623278945,0.973101209767572,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000140,35,36,2,0,0.990110437012648,0.999715956558065,0.994890012349258,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000141,35,36,2,0,0.989948577260505,0.955539636279525,0.972439819339438,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000142,35,36,2,0,0.987227124166642,0.952879333728805,0.969749181016962,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000143,35,36,2,0,0.987421436647215,0.999267108126245,0.99330895735631,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000144,35,36,2,0,0.990143761483693,0.957647906515608,0.973624762763579,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000145,30,36,2,0,0.993054586319872,0.772160170862398,0.86878630028274,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000146,35,36,2,0,0.983859534560014,0.965503805478464,0.974595248780265,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000147,35,36,2,0,0.984843297560412,0.960804673794096,0.972675486195054,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000148,35,36,2,0,0.9671854411969,0.927375255378906,0.946862084862052,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000149,35,36,2,0,0.991736372355172,0.958791577534495,0.974985752962462,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000150,35,36,2,0,0.986533447148328,0.941862941300776,0.963680807315764,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000151,35,36,2,0,0.977940285696769,0.959250209407716,0.968505086323243,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000152,35,36,2,0,0.992769321666714,0.959457612820406,0.9758292610566,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000153,32,36,2,0,0.989660642062172,0.847489957699028,0.913074252907393,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000154,35,36,2,0,0.978893414551342,0.959035107543412,0.96886251520053,Core,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000155,35,35,1,1,1.0,1.0,1.0,Core,Single copies-gene,Homogeneous,
GC_00000156,35,35,1,1,0.999563794983642,1.0,0.99978184991274,Core,Single copies-gene,Heterogeneous,Functional
GC_00000157,35,35,1,1,0.998169023707044,1.0,0.999083672966985,Core,Single copies-gene,Heterogeneous,Functional
GC_00000158,35,35,1,1,0.997781512605042,1.0,0.998889524514588,Core,Single copies-gene,Heterogeneous,Functional
GC_00000159,35,35,1,1,0.997952635599694,1.0,0.998975268800759,Core,Single copies-gene,Heterogeneous,Functional
GC_00000160,35,35,1,1,0.998154015704642,1.0,0.99907615515078,Core,Single copies-gene,Heterogeneous,Functional
GC_00000161,35,35,1,1,0.99893768828286,1.0,0.999468561864951,Core,Single copies-gene,Heterogeneous,Functional
GC_00000162,35,35,1,1,0.9998114097124,1.0,0.999905695963787,Core,Single copies-gene,Heterogeneous,Functional
GC_00000163,35,35,1,1,0.999487967229903,1.0,0.999743918053777,Core,Single copies-gene,Heterogeneous,Functional
GC_00000164,35,35,1,1,0.998503947033359,1.0,0.999251413554193,Core,Single copies-gene,Heterogeneous,Functional
GC_00000165,34,35,2,0,0.999584372402328,0.996385296812951,0.997982270920228,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000166,35,35,1,1,0.998837343156441,1.0,0.999418333438916,Core,Single copies-gene,Heterogeneous,Functional
GC_00000167,35,35,1,1,0.997434763379036,1.0,0.99871573446703,Core,Single copies-gene,Heterogeneous,Functional
GC_00000168,35,35,1,1,0.99823555359506,0.996565934065934,0.997400045106992,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000169,35,35,1,1,0.998822302643685,1.0,0.999410804374777,Core,Single copies-gene,Heterogeneous,Functional
GC_00000170,35,35,1,1,0.998113912231559,1.0,0.999056065944542,Core,Single copies-gene,Heterogeneous,Functional
GC_00000171,35,35,1,1,0.999038598490244,1.0,0.999519068060776,Core,Single copies-gene,Heterogeneous,Functional
GC_00000172,35,35,1,1,0.996997198879552,1.0,0.998496341846582,Core,Single copies-gene,Heterogeneous,Functional
GC_00000173,35,35,1,1,0.999418037804869,0.98321869935452,0.991252189394847,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000174,35,35,1,1,0.997926526932612,1.0,0.998962187528201,Core,Single copies-gene,Heterogeneous,Functional
GC_00000175,35,35,1,1,0.998506746306864,0.986748866213151,0.992592987634278,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000176,35,35,1,1,0.998866819455055,1.0,0.999433088520998,Core,Single copies-gene,Heterogeneous,Functional
GC_00000177,35,35,1,1,0.999552818159905,1.0,0.999776359075872,Core,Single copies-gene,Heterogeneous,Functional
GC_00000178,35,35,1,1,0.998416433239963,1.0,0.999207589202281,Core,Single copies-gene,Heterogeneous,Functional
GC_00000179,35,35,1,1,0.99752842313396,1.0,0.998762682504331,Core,Single copies-gene,Heterogeneous,Functional
GC_00000180,35,35,1,1,0.998897761781577,0.973366418527708,0.985966836053581,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000181,35,35,1,1,0.998021336194052,1.0,0.999009688350117,Core,Single copies-gene,Heterogeneous,Functional
GC_00000182,35,35,1,1,0.996610644257703,1.0,0.998302445320501,Core,Single copies-gene,Heterogeneous,Functional
GC_00000183,35,35,1,1,0.997249809014515,1.0,0.998623011015912,Core,Single copies-gene,Heterogeneous,Functional
GC_00000184,35,35,1,1,0.997387882488636,0.978500707213577,0.987854025239821,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000185,35,35,1,1,0.998478641456583,1.0,0.999238741654848,Core,Single copies-gene,Heterogeneous,Functional
GC_00000186,35,35,1,1,0.998185816382628,1.0,0.999092084628718,Core,Single copies-gene,Heterogeneous,Functional
GC_00000187,35,35,1,1,0.997453896771697,0.962895622039166,0.979870151900232,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000188,35,35,1,1,0.997980775043831,1.0,0.998989367174404,Core,Single copies-gene,Heterogeneous,Functional
GC_00000189,35,35,1,1,0.999192983389647,0.988500525210084,0.993817995172408,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000190,35,35,1,1,0.99868800461361,1.0,0.999343571691349,Core,Single copies-gene,Heterogeneous,Functional
GC_00000191,35,35,1,1,0.994951426604452,0.998708762501867,0.996826553936478,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000192,35,35,1,1,0.99736543265955,1.0,0.998680978804694,Core,Single copies-gene,Heterogeneous,Functional
GC_00000193,35,35,1,1,0.998932906495932,1.0,0.999466168423862,Core,Single copies-gene,Heterogeneous,Functional
GC_00000194,35,35,1,1,0.997908293752284,1.0,0.998953051922224,Core,Single copies-gene,Heterogeneous,Functional
GC_00000195,35,35,1,1,0.998472432451241,1.0,0.999235632414061,Core,Single copies-gene,Heterogeneous,Functional
GC_00000196,35,35,1,1,0.999214276905731,1.0,0.999606984052012,Core,Single copies-gene,Heterogeneous,Functional
GC_00000197,35,35,1,1,0.996131505233672,1.0,0.998062004053248,Core,Single copies-gene,Heterogeneous,Functional
GC_00000198,35,35,1,1,0.997949240302181,1.0,0.998973567668061,Core,Single copies-gene,Heterogeneous,Functional
GC_00000199,35,35,1,1,0.997477950287922,1.0,0.99873738295248,Core,Single copies-gene,Heterogeneous,Functional
GC_00000200,35,35,1,1,0.995966386554622,1.0,0.997979117547996,Core,Single copies-gene,Heterogeneous,Functional
GC_00000201,35,35,1,1,0.997810033104151,1.0,0.998903816249012,Core,Single copies-gene,Heterogeneous,Functional
GC_00000202,35,35,1,1,0.996355675987606,0.992851792402355,0.994600648242315,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000203,35,35,1,1,0.998613306708822,1.0,0.999306172291297,Core,Single copies-gene,Heterogeneous,Functional
GC_00000204,35,35,1,1,0.997875601427906,0.979526802151063,0.988616070297207,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000205,35,35,1,1,0.997916796348169,1.0,0.998957312108473,Core,Single copies-gene,Heterogeneous,Functional
GC_00000206,35,35,1,1,0.993922417451829,1.0,0.99695194632701,Core,Single copies-gene,Heterogeneous,Functional
GC_00000207,35,35,1,1,0.997980859010271,1.0,0.998989409242524,Core,Single copies-gene,Heterogeneous,Functional
