Orthogroup	MHP_116_genes	MHP_LH_genes
OG0000128	ABJ972_RS01440	KUD10_RS01525
OG0000129	ABJ972_RS01445	KUD10_RS01530
OG0000130	ABJ972_RS01455	KUD10_RS01540
OG0000131	ABJ972_RS01485	KUD10_RS01570
OG0000132	ABJ972_RS01500	KUD10_RS01585
OG0000133	ABJ972_RS00515	KUD10_RS00535
OG0000134	ABJ972_RS00520	KUD10_RS00540
OG0000135	ABJ972_RS00535	KUD10_RS00555
OG0000136	ABJ972_RS00540	KUD10_RS00560
OG0000137	ABJ972_RS00570	KUD10_RS00600
OG0000138	ABJ972_RS01050	KUD10_RS00630
OG0000139	ABJ972_RS01020	KUD10_RS00660
OG0000140	ABJ972_RS01015	KUD10_RS00665
OG0000141	ABJ972_RS02855	KUD10_RS03005
OG0000142	ABJ972_RS02850	KUD10_RS03000
OG0000143	ABJ972_RS02830	KUD10_RS02980
OG0000144	ABJ972_RS02820	KUD10_RS02970
OG0000145	ABJ972_RS02810	KUD10_RS02960
OG0000146	ABJ972_RS02800	KUD10_RS02950
OG0000147	ABJ972_RS02795	KUD10_RS02945
OG0000148	ABJ972_RS02780	KUD10_RS02930
OG0000149	ABJ972_RS02770	KUD10_RS02920
OG0000150	ABJ972_RS02755	KUD10_RS02905
OG0000151	ABJ972_RS02705	KUD10_RS02860
OG0000152	ABJ972_RS02700	KUD10_RS02855
OG0000153	ABJ972_RS02695	KUD10_RS02850
OG0000154	ABJ972_RS02685	KUD10_RS02840
OG0000155	ABJ972_RS02650	KUD10_RS02805
OG0000156	ABJ972_RS02645	KUD10_RS02795
OG0000157	ABJ972_RS02635	KUD10_RS02790
OG0000158	ABJ972_RS02625	KUD10_RS03710
OG0000159	ABJ972_RS02405	KUD10_RS02545
OG0000160	ABJ972_RS02400	KUD10_RS02540
OG0000161	ABJ972_RS02395	KUD10_RS02535
OG0000162	ABJ972_RS02385	KUD10_RS02525
OG0000163	ABJ972_RS02380	KUD10_RS02520
OG0000164	ABJ972_RS01585	KUD10_RS01670
OG0000165	ABJ972_RS01905	KUD10_RS01990
OG0000166	ABJ972_RS01925	KUD10_RS02010
OG0000167	ABJ972_RS01940	KUD10_RS02025
OG0000168	ABJ972_RS01945	KUD10_RS02030
OG0000169	ABJ972_RS02955	KUD10_RS03115
OG0000170	ABJ972_RS02970	KUD10_RS03130
OG0000171	ABJ972_RS02980	KUD10_RS03140
OG0000172	ABJ972_RS02985	KUD10_RS03145
OG0000173	ABJ972_RS02990	KUD10_RS03150
OG0000174	ABJ972_RS02995	KUD10_RS03155
OG0000175	ABJ972_RS03010	KUD10_RS03170
OG0000176	ABJ972_RS03055	KUD10_RS03215
OG0000177	ABJ972_RS03060	KUD10_RS03220
OG0000178	ABJ972_RS03065	KUD10_RS03225
OG0000179	ABJ972_RS03075	KUD10_RS03235
OG0000180	ABJ972_RS03080	KUD10_RS03240
OG0000181	ABJ972_RS03130	KUD10_RS03285
OG0000182	ABJ972_RS03140	KUD10_RS03295
OG0000183	ABJ972_RS03175	KUD10_RS03330
OG0000184	ABJ972_RS03220	KUD10_RS03375
OG0000185	ABJ972_RS03205	KUD10_RS03360
OG0000186	ABJ972_RS01510	KUD10_RS01595
OG0000187	ABJ972_RS01525	KUD10_RS01610
OG0000188	ABJ972_RS01535	KUD10_RS01620
OG0000189	ABJ972_RS02250	KUD10_RS02365
OG0000190	ABJ972_RS02245	KUD10_RS02360
OG0000191	ABJ972_RS02225	KUD10_RS02340
OG0000192	ABJ972_RS01205	KUD10_RS01290
OG0000193	ABJ972_RS01195	KUD10_RS01275
OG0000194	ABJ972_RS00980	KUD10_RS00685
OG0000195	ABJ972_RS00975	KUD10_RS00690
OG0000196	ABJ972_RS00955	KUD10_RS00710
OG0000197	ABJ972_RS00950	KUD10_RS00715
OG0000198	ABJ972_RS00930	KUD10_RS00730
OG0000199	ABJ972_RS00925	KUD10_RS00735
OG0000200	ABJ972_RS00910	KUD10_RS00750
OG0000201	ABJ972_RS00900	KUD10_RS00760
OG0000202	ABJ972_RS00845	KUD10_RS00815
OG0000203	ABJ972_RS00840	KUD10_RS00820
OG0000204	ABJ972_RS00835	KUD10_RS00825
OG0000205	ABJ972_RS00830	KUD10_RS00830
OG0000206	ABJ972_RS00810	KUD10_RS00850
OG0000207	ABJ972_RS00795	KUD10_RS00865
OG0000208	ABJ972_RS00790	KUD10_RS00870
OG0000209	ABJ972_RS00785	KUD10_RS00875
OG0000210	ABJ972_RS00740	KUD10_RS00920
OG0000211	ABJ972_RS00730	KUD10_RS00930
OG0000212	ABJ972_RS00720	KUD10_RS00940
OG0000213	ABJ972_RS00715	KUD10_RS00945
OG0000214	ABJ972_RS00710	KUD10_RS00950
OG0000215	ABJ972_RS00705	KUD10_RS00955
OG0000216	ABJ972_RS00700	KUD10_RS00960
OG0000217	ABJ972_RS00695	KUD10_RS00965
OG0000218	ABJ972_RS00685	KUD10_RS00975
OG0000219	ABJ972_RS00680	KUD10_RS00980
OG0000220	ABJ972_RS00675	KUD10_RS00985
OG0000221	ABJ972_RS00670	KUD10_RS00990
OG0000222	ABJ972_RS00665	KUD10_RS00995
OG0000223	ABJ972_RS00660	KUD10_RS01000
OG0000224	ABJ972_RS00650	KUD10_RS01010
OG0000225	ABJ972_RS00640	KUD10_RS01020
OG0000226	ABJ972_RS00635	KUD10_RS01025
OG0000227	ABJ972_RS00630	KUD10_RS01030
OG0000228	ABJ972_RS00625	KUD10_RS03740
OG0000229	ABJ972_RS00620	KUD10_RS01040
OG0000230	ABJ972_RS00615	KUD10_RS01045
OG0000231	ABJ972_RS00605	KUD10_RS01055
OG0000232	ABJ972_RS00595	KUD10_RS01065
OG0000233	ABJ972_RS01080	KUD10_RS01090
OG0000234	ABJ972_RS01115	KUD10_RS01125
OG0000235	ABJ972_RS01125	KUD10_RS01135
OG0000236	ABJ972_RS01130	KUD10_RS01140
OG0000237	ABJ972_RS01135	KUD10_RS01230
OG0000238	ABJ972_RS01140	KUD10_RS01235
OG0000239	ABJ972_RS02865	KUD10_RS03015
OG0000240	ABJ972_RS02870	KUD10_RS03020
OG0000241	ABJ972_RS02880	KUD10_RS03030
OG0000242	ABJ972_RS02885	KUD10_RS03035
OG0000243	ABJ972_RS02890	KUD10_RS03040
OG0000244	ABJ972_RS02900	KUD10_RS03050
OG0000245	ABJ972_RS02910	KUD10_RS03055
OG0000246	ABJ972_RS00125	KUD10_RS00140
OG0000247	ABJ972_RS00135	KUD10_RS00150
OG0000248	ABJ972_RS00145	KUD10_RS00160
OG0000249	ABJ972_RS00150	KUD10_RS00165
OG0000250	ABJ972_RS00165	KUD10_RS00180
OG0000251	ABJ972_RS00195	KUD10_RS00210
OG0000252	ABJ972_RS00205	KUD10_RS00220
OG0000253	ABJ972_RS00210	KUD10_RS00225
OG0000254	ABJ972_RS00220	KUD10_RS00235
OG0000255	ABJ972_RS00225	KUD10_RS00240
OG0000256	ABJ972_RS00230	KUD10_RS00245
OG0000257	ABJ972_RS00255	KUD10_RS00270
OG0000258	ABJ972_RS00265	KUD10_RS00280
OG0000259	ABJ972_RS00295	KUD10_RS00310
OG0000260	ABJ972_RS00305	KUD10_RS00320
OG0000261	ABJ972_RS00315	KUD10_RS00330
OG0000262	ABJ972_RS00330	KUD10_RS00345
OG0000263	ABJ972_RS00345	KUD10_RS00360
OG0000264	ABJ972_RS00360	KUD10_RS00375
OG0000265	ABJ972_RS00370	KUD10_RS00385
OG0000266	ABJ972_RS00385	KUD10_RS00400
OG0000267	ABJ972_RS00400	KUD10_RS00415
OG0000268	ABJ972_RS00405	KUD10_RS00420
OG0000269	ABJ972_RS00420	KUD10_RS00435
OG0000270	ABJ972_RS03395	KUD10_RS03560
OG0000271	ABJ972_RS03390	KUD10_RS03555
OG0000272	ABJ972_RS03385	KUD10_RS03550
OG0000273	ABJ972_RS03380	KUD10_RS03545
OG0000274	ABJ972_RS03360	KUD10_RS03525
OG0000275	ABJ972_RS03355	KUD10_RS03520
OG0000276	ABJ972_RS03350	KUD10_RS03515
OG0000277	ABJ972_RS03340	KUD10_RS03505
OG0000278	ABJ972_RS03335	KUD10_RS03500
OG0000279	ABJ972_RS03325	KUD10_RS03490
OG0000280	ABJ972_RS03320	KUD10_RS03485
OG0000281	ABJ972_RS03315	KUD10_RS03480
OG0000282	ABJ972_RS03290	KUD10_RS03455
OG0000283	ABJ972_RS03285	KUD10_RS03450
OG0000284	ABJ972_RS03280	KUD10_RS03445
OG0000285	ABJ972_RS03275	KUD10_RS03440
OG0000286	ABJ972_RS02365	KUD10_RS02505
OG0000287	ABJ972_RS02455	KUD10_RS02600
OG0000288	ABJ972_RS02465	KUD10_RS02610
OG0000289	ABJ972_RS02470	KUD10_RS02615
OG0000290	ABJ972_RS02580	KUD10_RS02730
OG0000291	ABJ972_RS02570	KUD10_RS02720
OG0000292	ABJ972_RS02565	KUD10_RS02715
OG0000293	ABJ972_RS02560	KUD10_RS02710
OG0000294	ABJ972_RS02550	KUD10_RS02700
OG0000295	ABJ972_RS02545	KUD10_RS02695
OG0000296	ABJ972_RS02505	KUD10_RS02650
OG0000297	ABJ972_RS02500	KUD10_RS02645
OG0000298	ABJ972_RS00160	KUD10_RS00175
OG0000299	ABJ972_RS00180	KUD10_RS00195
OG0000300	ABJ972_RS00355	KUD10_RS00370
OG0000301	ABJ972_RS00390	KUD10_RS00405
OG0000302	ABJ972_RS00395	KUD10_RS00410
OG0000303	ABJ972_RS00545	KUD10_RS00565
OG0000304	ABJ972_RS00590	KUD10_RS01070
OG0000305	ABJ972_RS02805	KUD10_RS02955
OG0000306	ABJ972_RS02730	KUD10_RS02880
OG0000307	ABJ972_RS02690	KUD10_RS02845
OG0000308	ABJ972_RS02600	KUD10_RS02750
OG0000309	ABJ972_RS02535	KUD10_RS02685
OG0000310	ABJ972_RS02460	KUD10_RS02605
OG0000311	ABJ972_RS02425	KUD10_RS02565
OG0000312	ABJ972_RS02410	KUD10_RS02550
OG0000313	ABJ972_RS01575	KUD10_RS01660
OG0000314	ABJ972_RS01920	KUD10_RS02005
OG0000315	ABJ972_RS01950	KUD10_RS02035
OG0000316	ABJ972_RS01960	KUD10_RS02045
OG0000317	ABJ972_RS02055	KUD10_RS02140
OG0000318	ABJ972_RS01965	KUD10_RS02050
OG0000319	ABJ972_RS02180	KUD10_RS02295
OG0000320	ABJ972_RS02310	KUD10_RS02425
OG0000321	ABJ972_RS01320	KUD10_RS01405
OG0000322	ABJ972_RS01365	KUD10_RS01450
OG0000323	ABJ972_RS01495	KUD10_RS01580
OG0000324	ABJ972_RS02220	KUD10_RS02335
OG0000325	ABJ972_RS00970	KUD10_RS00695
OG0000326	ABJ972_RS00870	KUD10_RS00790
OG0000327	ABJ972_RS00865	KUD10_RS00795
OG0000328	ABJ972_RS00780	KUD10_RS00880
OG0000329	ABJ972_RS00760	KUD10_RS00900
OG0000330	ABJ972_RS01090	KUD10_RS01100
OG0000331	ABJ972_RS02895	KUD10_RS03045
OG0000332	ABJ972_RS03020	KUD10_RS03180
OG0000333	ABJ972_RS03030	KUD10_RS03190
OG0000334	ABJ972_RS03135	KUD10_RS03290
OG0000335	ABJ972_RS03145	KUD10_RS03300
OG0000336	ABJ972_RS03305	KUD10_RS03470
OG0000337	ABJ972_RS03505	KUD10_RS03645
OG0000338	ABJ972_RS03545	KUD10_RS03685
OG0000339	ABJ972_RS02285	KUD10_RS02400
OG0000340	ABJ972_RS01300	KUD10_RS01385
OG0000341	ABJ972_RS02240	KUD10_RS02355
OG0000342	ABJ972_RS00935	KUD10_RS00725
OG0000343	ABJ972_RS03040	KUD10_RS03200
OG0000344	ABJ972_RS00560	KUD10_RS00580
OG0000345	ABJ972_RS00645	KUD10_RS01015
OG0000346	ABJ972_RS03310	KUD10_RS03475
OG0000347	ABJ972_RS01390	KUD10_RS01475
OG0000348	ABJ972_RS00860	KUD10_RS00800
OG0000349	ABJ972_RS03370	KUD10_RS03535
OG0000350	ABJ972_RS02680	KUD10_RS02835
OG0000351	ABJ972_RS00480	KUD10_RS00490
OG0000352	ABJ972_RS01900	KUD10_RS01985
OG0000353	ABJ972_RS01360	KUD10_RS01445
OG0000354	ABJ972_RS01035	KUD10_RS00645
OG0000355	ABJ972_RS01875	KUD10_RS01960
OG0000356	ABJ972_RS01955	KUD10_RS02040
OG0000357	ABJ972_RS03000	KUD10_RS03160
OG0000358	ABJ972_RS03005	KUD10_RS03165
OG0000359	ABJ972_RS00890	KUD10_RS00770
OG0000360	ABJ972_RS00260	KUD10_RS00275
OG0000361	ABJ972_RS00290	KUD10_RS00305
OG0000362	ABJ972_RS02480	KUD10_RS02625
OG0000363	ABJ972_RS01430	KUD10_RS01515
OG0000365	ABJ972_RS02005	KUD10_RS02085
OG0000366	ABJ972_RS02025	KUD10_RS02110
OG0000367	ABJ972_RS02035	KUD10_RS02120
OG0000368	ABJ972_RS00060	KUD10_RS00060
OG0000369	ABJ972_RS00025	KUD10_RS00025
OG0000370	ABJ972_RS00020	KUD10_RS00020
OG0000371	ABJ972_RS00015	KUD10_RS00015
OG0000372	ABJ972_RS00010	KUD10_RS00010
OG0000373	ABJ972_RS03535	KUD10_RS03675
OG0000374	ABJ972_RS03525	KUD10_RS03665
OG0000375	ABJ972_RS02175	KUD10_RS02290
OG0000376	ABJ972_RS02325	KUD10_RS02440
OG0000377	ABJ972_RS02315	KUD10_RS02430
OG0000378	ABJ972_RS01280	KUD10_RS01365
OG0000379	ABJ972_RS01355	KUD10_RS01440
OG0000380	ABJ972_RS01380	KUD10_RS01465
OG0000381	ABJ972_RS01420	KUD10_RS01505
OG0000382	ABJ972_RS01450	KUD10_RS01535
OG0000383	ABJ972_RS01490	KUD10_RS01575
OG0000384	ABJ972_RS00500	KUD10_RS00520
OG0000385	ABJ972_RS00505	KUD10_RS00525
OG0000386	ABJ972_RS00525	KUD10_RS00545
OG0000387	ABJ972_RS00550	KUD10_RS00570
OG0000388	ABJ972_RS00555	KUD10_RS00575
OG0000389	ABJ972_RS01055	KUD10_RS00625
OG0000390	ABJ972_RS02825	KUD10_RS02975
OG0000391	ABJ972_RS02815	KUD10_RS02965
OG0000392	ABJ972_RS02790	KUD10_RS02940
OG0000393	ABJ972_RS02735	KUD10_RS02885
OG0000394	ABJ972_RS02660	KUD10_RS02815
OG0000395	ABJ972_RS02655	KUD10_RS02810
OG0000396	ABJ972_RS02370	KUD10_RS02510
OG0000397	ABJ972_RS01885	KUD10_RS01970
OG0000398	ABJ972_RS01890	KUD10_RS01975
OG0000399	ABJ972_RS01935	KUD10_RS02020
OG0000400	ABJ972_RS02965	KUD10_RS03125
OG0000401	ABJ972_RS03025	KUD10_RS03185
OG0000402	ABJ972_RS03035	KUD10_RS03195
OG0000403	ABJ972_RS03045	KUD10_RS03205
OG0000404	ABJ972_RS03070	KUD10_RS03230
OG0000405	ABJ972_RS03090	KUD10_RS03245
OG0000406	ABJ972_RS03150	KUD10_RS03305
OG0000407	ABJ972_RS03155	KUD10_RS03310
OG0000408	ABJ972_RS03160	KUD10_RS03315
OG0000409	ABJ972_RS03165	KUD10_RS03320
OG0000410	ABJ972_RS03225	KUD10_RS03380
OG0000411	ABJ972_RS03215	KUD10_RS03370
OG0000412	ABJ972_RS03210	KUD10_RS03365
OG0000413	ABJ972_RS01505	KUD10_RS01590
OG0000414	ABJ972_RS01515	KUD10_RS01600
OG0000415	ABJ972_RS01520	KUD10_RS01605
OG0000416	ABJ972_RS01530	KUD10_RS01615
OG0000417	ABJ972_RS02235	KUD10_RS02350
OG0000418	ABJ972_RS02230	KUD10_RS02345
OG0000419	ABJ972_RS00960	KUD10_RS00705
OG0000420	ABJ972_RS00920	KUD10_RS00740
OG0000421	ABJ972_RS00885	KUD10_RS00775
OG0000422	ABJ972_RS00875	KUD10_RS00785
OG0000423	ABJ972_RS00820	KUD10_RS00840
OG0000424	ABJ972_RS00815	KUD10_RS00845
OG0000425	ABJ972_RS00805	KUD10_RS00855
OG0000426	ABJ972_RS00800	KUD10_RS00860
OG0000427	ABJ972_RS00775	KUD10_RS00885
OG0000428	ABJ972_RS00750	KUD10_RS00910
OG0000429	ABJ972_RS00655	KUD10_RS01005
OG0000430	ABJ972_RS00610	KUD10_RS01050
OG0000431	ABJ972_RS00600	KUD10_RS01060
OG0000432	ABJ972_RS01085	KUD10_RS01095
OG0000433	ABJ972_RS01100	KUD10_RS01110
OG0000434	ABJ972_RS01105	KUD10_RS01115
OG0000435	ABJ972_RS01120	KUD10_RS01130
OG0000436	ABJ972_RS01145	KUD10_RS01240
OG0000437	ABJ972_RS01155	KUD10_RS01250
OG0000438	ABJ972_RS01160	KUD10_RS01255
OG0000439	ABJ972_RS01165	KUD10_RS01260
OG0000440	ABJ972_RS02875	KUD10_RS03025
OG0000441	ABJ972_RS02915	KUD10_RS03060
OG0000442	ABJ972_RS00130	KUD10_RS00145
OG0000443	ABJ972_RS00175	KUD10_RS00190
OG0000444	ABJ972_RS00190	KUD10_RS00205
OG0000445	ABJ972_RS00215	KUD10_RS00230
OG0000446	ABJ972_RS00240	KUD10_RS00255
OG0000447	ABJ972_RS00245	KUD10_RS00260
OG0000448	ABJ972_RS00275	KUD10_RS00290
OG0000449	ABJ972_RS00300	KUD10_RS00315
OG0000450	ABJ972_RS00310	KUD10_RS00325
OG0000451	ABJ972_RS00350	KUD10_RS00365
OG0000452	ABJ972_RS00375	KUD10_RS00390
OG0000453	ABJ972_RS00410	KUD10_RS00425
OG0000454	ABJ972_RS01550	KUD10_RS01220
OG0000455	ABJ972_RS03415	KUD10_RS03580
OG0000456	ABJ972_RS03295	KUD10_RS03460
OG0000457	ABJ972_RS03270	KUD10_RS03435
OG0000458	ABJ972_RS02450	KUD10_RS02595
OG0000459	ABJ972_RS02475	KUD10_RS02620
OG0000460	ABJ972_RS02485	KUD10_RS02630
OG0000461	ABJ972_RS02530	KUD10_RS02680
OG0000462	ABJ972_RS02525	KUD10_RS02670
OG0000463	ABJ972_RS02520	KUD10_RS02665
OG0000464	ABJ972_RS02515	KUD10_RS02660
OG0000465	ABJ972_RS02510	KUD10_RS02655
OG0000466	ABJ972_RS00380	KUD10_RS00395
OG0000467	ABJ972_RS02610	KUD10_RS02760
OG0000468	ABJ972_RS01930	KUD10_RS02015
OG0000469	ABJ972_RS01990	KUD10_RS02075
OG0000470	ABJ972_RS00825	KUD10_RS00835
OG0000471	ABJ972_RS00745	KUD10_RS00915
OG0000472	ABJ972_RS03235	KUD10_RS03390
OG0000473	ABJ972_RS03400	KUD10_RS03565
OG0000474	ABJ972_RS03405	KUD10_RS03570
OG0000475	ABJ972_RS03410	KUD10_RS03575
OG0000476	ABJ972_RS01540	KUD10_RS01625
OG0000477	ABJ972_RS02555	KUD10_RS02705
OG0000478	ABJ972_RS03345	KUD10_RS03510
OG0000479	ABJ972_RS01315	KUD10_RS01400
OG0000480	ABJ972_RS01995	KUD10_RS02080
OG0000481	ABJ972_RS00850	KUD10_RS00810
OG0000482	ABJ972_RS01200	KUD10_RS01280
OG0000483	ABJ972_RS02040	KUD10_RS02125
OG0000484	ABJ972_RS00185	KUD10_RS00200
OG0000485	ABJ972_RS01150	KUD10_RS01245
OG0000486	ABJ972_RS02255	KUD10_RS02370
OG0000487	ABJ972_RS01970	KUD10_RS02055
OG0000488	ABJ972_RS02010	KUD10_RS02095
OG0000489	ABJ972_RS00050	KUD10_RS00050
OG0000490	ABJ972_RS03540	KUD10_RS03680
OG0000491	ABJ972_RS01335	KUD10_RS01420
OG0000492	ABJ972_RS01410	KUD10_RS01495
