Orthogroup	MHP_116_genes	MHP_112B_genes
OG0000467	ABJ972_RS02610	NBX26_RS02855
OG0000468	ABJ972_RS01930	NBX26_RS02135
OG0000469	ABJ972_RS01990	NBX26_RS02075
OG0000470	ABJ972_RS00825	NBX26_RS00850
OG0000471	ABJ972_RS00745	NBX26_RS00930
OG0000472	ABJ972_RS03235	NBX26_RS03515
OG0000473	ABJ972_RS03400	NBX26_RS03695
OG0000474	ABJ972_RS03405	NBX26_RS03700
OG0000475	ABJ972_RS03410	NBX26_RS03705
OG0000476	ABJ972_RS01540	NBX26_RS01685
OG0000477	ABJ972_RS02555	NBX26_RS02780
OG0000478	ABJ972_RS03345	NBX26_RS03640
OG0000479	ABJ972_RS01315	NBX26_RS01450
OG0000480	ABJ972_RS01995	NBX26_RS02070
OG0000481	ABJ972_RS00850	NBX26_RS00825
OG0000482	ABJ972_RS01200	NBX26_RS01335
OG0000483	ABJ972_RS02040	NBX26_RS02020
OG0000484	ABJ972_RS00185	NBX26_RS00195
OG0000485	ABJ972_RS01150	NBX26_RS01300
OG0000486	ABJ972_RS02255	NBX26_RS02460
OG0000487	ABJ972_RS01970	NBX26_RS02095
OG0000488	ABJ972_RS02010	NBX26_RS02055
OG0000489	ABJ972_RS00050	NBX26_RS00050
OG0000490	ABJ972_RS03540	NBX26_RS03800
OG0000492	ABJ972_RS01410	NBX26_RS01555
OG0000493	ABJ972_RS00565	NBX26_RS00580
OG0000494	ABJ972_RS01030	NBX26_RS00640
OG0000495	ABJ972_RS02760	NBX26_RS03015
OG0000496	ABJ972_RS02750	NBX26_RS03000
OG0000497	ABJ972_RS02745	NBX26_RS02995
OG0000498	ABJ972_RS02665	NBX26_RS02910
OG0000499	ABJ972_RS02630	NBX26_RS02875
OG0000500	ABJ972_RS01895	NBX26_RS02170
OG0000501	ABJ972_RS02975	NBX26_RS03235
