Orthogroup	MHP_UFV02_genes	MHP_98_genes
OG0000145	FEF31_RS02625	GOM18_RS01170
OG0000146	FEF31_RS02615	GOM18_RS01180
OG0000147	FEF31_RS02610	GOM18_RS01185
OG0000148	FEF31_RS02595	GOM18_RS01200
OG0000149	FEF31_RS02585	GOM18_RS01210
OG0000150	FEF31_RS02570	GOM18_RS01225
OG0000151	FEF31_RS02525	GOM18_RS03115
OG0000152	FEF31_RS02520	GOM18_RS03110
OG0000153	FEF31_RS02515	GOM18_RS03105
OG0000154	FEF31_RS02505	GOM18_RS03095
OG0000155	FEF31_RS02465	GOM18_RS02160
OG0000156	FEF31_RS02455	GOM18_RS02150
OG0000157	FEF31_RS04545	GOM18_RS04415
OG0000158	FEF31_RS04540	GOM18_RS04410
OG0000159	FEF31_RS02195	GOM18_RS01915
OG0000160	FEF31_RS02190	GOM18_RS01910
OG0000161	FEF31_RS02185	GOM18_RS01905
OG0000162	FEF31_RS02175	GOM18_RS01895
OG0000163	FEF31_RS02170	GOM18_RS01890
OG0000164	FEF31_RS01270	GOM18_RS03635
OG0000165	FEF31_RS01685	GOM18_RS03260
OG0000166	FEF31_RS01705	GOM18_RS02185
OG0000167	FEF31_RS01720	GOM18_RS02200
OG0000168	FEF31_RS01725	GOM18_RS02205
OG0000169	FEF31_RS03615	GOM18_RS01040
OG0000170	FEF31_RS04785, FEF31_RS04795	GOM18_RS01025
OG0000171	FEF31_RS03640	GOM18_RS01015
OG0000172	FEF31_RS03645	GOM18_RS01010
OG0000173	FEF31_RS03650	GOM18_RS01005
OG0000174	FEF31_RS03655	GOM18_RS01000
OG0000175	FEF31_RS03670	GOM18_RS00985
OG0000176	FEF31_RS03715	GOM18_RS00935
OG0000177	FEF31_RS03720	GOM18_RS00930
OG0000178	FEF31_RS03725	GOM18_RS00925
OG0000179	FEF31_RS03735	GOM18_RS00915
OG0000180	FEF31_RS03740	GOM18_RS00910
OG0000181	FEF31_RS04690	GOM18_RS04365
OG0000182	FEF31_RS03795	GOM18_RS00860
OG0000183	FEF31_RS03830	GOM18_RS00825
OG0000184	FEF31_RS02980	GOM18_RS00780
OG0000185	FEF31_RS02965	GOM18_RS00795
OG0000186	FEF31_RS04435	GOM18_RS04465
OG0000187	FEF31_RS01200	GOM18_RS02595
OG0000188	FEF31_RS01210	GOM18_RS02585
OG0000189	FEF31_RS04520	GOM18_RS04445
OG0000190	FEF31_RS02035	GOM18_RS02440
OG0000191	FEF31_RS02015	GOM18_RS02420
OG0000192	FEF31_RS00875	GOM18_RS03170
OG0000193	FEF31_RS00860	GOM18_RS03155
OG0000194	FEF31_RS00345	GOM18_RS00120
OG0000195	FEF31_RS00350	GOM18_RS00125
OG0000196	FEF31_RS00370	GOM18_RS00145
OG0000197	FEF31_RS00375	GOM18_RS00150
OG0000198	FEF31_RS00390	GOM18_RS00165
OG0000199	FEF31_RS00395	GOM18_RS00170
OG0000200	FEF31_RS00410	GOM18_RS00185
OG0000201	FEF31_RS00420	GOM18_RS00195
OG0000202	FEF31_RS00475	GOM18_RS00250
OG0000203	FEF31_RS00480	GOM18_RS00255
OG0000204	FEF31_RS00485	GOM18_RS00260
OG0000205	FEF31_RS00490	GOM18_RS00265
OG0000206	FEF31_RS00510	GOM18_RS00285
OG0000207	FEF31_RS00525	GOM18_RS00300
OG0000208	FEF31_RS00530	GOM18_RS00305
OG0000209	FEF31_RS00535	GOM18_RS00310
OG0000210	FEF31_RS00580	GOM18_RS00360
OG0000211	FEF31_RS00590	GOM18_RS01855
OG0000212	FEF31_RS00600	GOM18_RS01845
OG0000213	FEF31_RS00605	GOM18_RS01840
OG0000214	FEF31_RS00610	GOM18_RS01835
OG0000215	FEF31_RS00615	GOM18_RS01830
OG0000216	FEF31_RS00620	GOM18_RS01825
OG0000217	FEF31_RS00625	GOM18_RS01820
OG0000218	FEF31_RS00635	GOM18_RS01810
OG0000219	FEF31_RS00640	GOM18_RS01805
OG0000220	FEF31_RS00645	GOM18_RS01800
OG0000221	FEF31_RS00650	GOM18_RS01795
OG0000222	FEF31_RS00655	GOM18_RS01790
OG0000223	FEF31_RS00660	GOM18_RS01785
OG0000224	FEF31_RS00670	GOM18_RS01775
OG0000225	FEF31_RS00680	GOM18_RS01765
OG0000226	FEF31_RS00685	GOM18_RS01760
OG0000227	FEF31_RS00690	GOM18_RS01755
OG0000228	FEF31_RS04770	GOM18_RS04580
OG0000229	FEF31_RS00700	GOM18_RS01745
OG0000230	FEF31_RS00705	GOM18_RS01740
OG0000231	FEF31_RS00715	GOM18_RS01730
OG0000232	FEF31_RS00725	GOM18_RS01720
OG0000233	FEF31_RS00750	GOM18_RS02880
OG0000234	FEF31_RS00785	GOM18_RS02915
OG0000235	FEF31_RS00795	GOM18_RS02925
OG0000236	FEF31_RS00800	GOM18_RS02930
OG0000237	FEF31_RS00805	GOM18_RS02935
OG0000238	FEF31_RS00810	GOM18_RS02940
OG0000239	FEF31_RS02680	GOM18_RS01115
OG0000240	FEF31_RS02685	GOM18_RS01110
OG0000241	FEF31_RS02695	GOM18_RS01100
OG0000242	FEF31_RS02700	GOM18_RS01095
OG0000243	FEF31_RS02705	GOM18_RS01090
OG0000244	FEF31_RS02715	GOM18_RS01080
OG0000245	FEF31_RS02720	GOM18_RS01070
OG0000246	FEF31_RS03410	GOM18_RS01250
OG0000247	FEF31_RS03420	GOM18_RS01260
OG0000248	FEF31_RS03430	GOM18_RS01270
OG0000249	FEF31_RS03435	GOM18_RS01275
OG0000250	FEF31_RS03450	GOM18_RS01290
OG0000251	FEF31_RS03480	GOM18_RS01320
OG0000252	FEF31_RS03490	GOM18_RS01330
OG0000253	FEF31_RS03495	GOM18_RS01335
OG0000254	FEF31_RS03505	GOM18_RS01345
OG0000255	FEF31_RS03510	GOM18_RS01350
OG0000256	FEF31_RS03515	GOM18_RS01355
OG0000257	FEF31_RS03540	GOM18_RS01380
OG0000258	FEF31_RS03550	GOM18_RS01390
OG0000259	FEF31_RS03580	GOM18_RS01420
OG0000260	FEF31_RS03590	GOM18_RS01430
OG0000261	FEF31_RS04680	GOM18_RS04390
OG0000262	FEF31_RS00010	GOM18_RS01455
OG0000263	FEF31_RS00025	GOM18_RS01470
OG0000264	FEF31_RS00040	GOM18_RS01485
OG0000265	FEF31_RS00050	GOM18_RS01495
OG0000266	FEF31_RS00065	GOM18_RS01510
OG0000267	FEF31_RS00080	GOM18_RS01525
OG0000268	FEF31_RS00085	GOM18_RS01530
OG0000269	FEF31_RS00100	GOM18_RS01545
OG0000270	FEF31_RS04635	GOM18_RS04280
OG0000271	FEF31_RS03160	GOM18_RS00450
OG0000272	FEF31_RS03155	GOM18_RS00445
OG0000273	FEF31_RS03150	GOM18_RS00440
OG0000274	FEF31_RS03130	GOM18_RS00420
OG0000275	FEF31_RS04625	GOM18_RS04270
OG0000276	FEF31_RS03120	GOM18_RS00410
OG0000277	FEF31_RS03110	GOM18_RS00400
OG0000278	FEF31_RS03105	GOM18_RS00395
OG0000279	FEF31_RS03095	GOM18_RS00385
OG0000280	FEF31_RS03090	GOM18_RS00380
OG0000281	FEF31_RS03085	GOM18_RS00375
OG0000282	FEF31_RS04615	GOM18_RS04310
OG0000283	FEF31_RS03055	GOM18_RS00705
OG0000284	FEF31_RS03050	GOM18_RS00710
OG0000285	FEF31_RS04610	GOM18_RS04315
OG0000286	FEF31_RS02155	GOM18_RS01875
OG0000287	FEF31_RS02260	GOM18_RS01965
OG0000288	FEF31_RS02270	GOM18_RS01975
OG0000289	FEF31_RS02275	GOM18_RS01980
OG0000290	FEF31_RS02385	GOM18_RS02090
OG0000291	FEF31_RS02375	GOM18_RS02080
OG0000292	FEF31_RS02370	GOM18_RS02075
OG0000293	FEF31_RS02365	GOM18_RS02070
OG0000294	FEF31_RS02355	GOM18_RS02060
OG0000295	FEF31_RS02350	GOM18_RS02055
OG0000296	FEF31_RS02310	GOM18_RS02015
OG0000297	FEF31_RS02305	GOM18_RS02010
OG0000298	FEF31_RS03445	GOM18_RS01285
OG0000299	FEF31_RS03465	GOM18_RS03940
OG0000300	FEF31_RS00035	GOM18_RS01480
OG0000301	FEF31_RS00070	GOM18_RS01515
OG0000302	FEF31_RS00075	GOM18_RS01520
OG0000303	FEF31_RS00220	GOM18_RS01665
OG0000304	FEF31_RS00730	GOM18_RS01710
OG0000305	FEF31_RS02620	GOM18_RS01175
OG0000306	FEF31_RS02545	GOM18_RS03130
OG0000307	FEF31_RS02510	GOM18_RS03100
OG0000308	FEF31_RS02405	GOM18_RS02110
OG0000309	FEF31_RS02340	GOM18_RS02045
OG0000310	FEF31_RS02265	GOM18_RS01970
OG0000311	FEF31_RS02215	GOM18_RS01935
OG0000312	FEF31_RS02200	GOM18_RS01920
OG0000313	FEF31_RS01260	GOM18_RS03620
OG0000314	FEF31_RS01700	GOM18_RS03245
OG0000315	FEF31_RS01730	GOM18_RS02210
OG0000316	FEF31_RS01740	GOM18_RS02220
OG0000317	FEF31_RS01835	GOM18_RS02315
OG0000318	FEF31_RS04480	GOM18_RS04425
OG0000319	FEF31_RS01970	GOM18_RS02375
OG0000320	FEF31_RS02095	GOM18_RS02500
OG0000321	FEF31_RS00990	GOM18_RS02820
OG0000322	FEF31_RS01040	GOM18_RS02780
OG0000323	FEF31_RS01170	GOM18_RS02625
OG0000324	FEF31_RS02010	GOM18_RS02415
OG0000325	FEF31_RS00355	GOM18_RS00130
OG0000326	FEF31_RS00450	GOM18_RS00225
OG0000327	FEF31_RS00455	GOM18_RS00230
OG0000328	FEF31_RS00540	GOM18_RS00315
OG0000329	FEF31_RS00560	GOM18_RS00335
OG0000330	FEF31_RS00760	GOM18_RS02890
OG0000331	FEF31_RS02710	GOM18_RS01085
OG0000332	FEF31_RS03680	GOM18_RS00975
OG0000333	FEF31_RS03690	GOM18_RS00965
OG0000334	FEF31_RS03790	GOM18_RS00865
OG0000335	FEF31_RS03800	GOM18_RS00855
OG0000336	FEF31_RS04620	GOM18_RS04265
OG0000337	FEF31_RS03240	GOM18_RS00535
OG0000338	FEF31_RS03280	GOM18_RS00575
OG0000339	FEF31_RS02070	GOM18_RS02475
OG0000340	FEF31_RS00970	GOM18_RS02840
OG0000341	FEF31_RS02030	GOM18_RS02435
OG0000342	FEF31_RS00385	GOM18_RS00160
OG0000343	FEF31_RS03700	GOM18_RS00955
OG0000344	FEF31_RS00235	GOM18_RS01680
OG0000345	FEF31_RS00675	GOM18_RS01770
OG0000346	FEF31_RS03080	GOM18_RS00370
OG0000347	FEF31_RS01065	GOM18_RS02755
OG0000348	FEF31_RS00460	GOM18_RS00235
OG0000349	FEF31_RS04630	GOM18_RS04275
OG0000350	FEF31_RS02500	GOM18_RS03090
OG0000351	FEF31_RS00155	GOM18_RS01600
OG0000352	FEF31_RS01680	GOM18_RS03265
OG0000353	FEF31_RS01035	GOM18_RS02785
OG0000354	FEF31_RS00295	GOM18_RS03455
OG0000355	FEF31_RS04470	GOM18_RS04535
OG0000356	FEF31_RS04475	GOM18_RS04420
OG0000357	FEF31_RS04685	GOM18_RS04370
OG0000358	FEF31_RS03665	GOM18_RS00990
OG0000359	FEF31_RS04380	GOM18_RS04245
OG0000360	FEF31_RS03545	GOM18_RS01385
OG0000361	FEF31_RS03575	GOM18_RS01415
OG0000362	FEF31_RS02285	GOM18_RS01990
OG0000363	FEF31_RS01105	GOM18_RS04485
OG0000364	FEF31_RS01635	GOM18_RS04185
OG0000365	FEF31_RS01785	GOM18_RS04440
OG0000366	FEF31_RS01805	GOM18_RS02285
OG0000367	FEF31_RS01815	GOM18_RS02295
OG0000368	FEF31_RS03345	GOM18_RS00640
OG0000369	FEF31_RS04650	GOM18_RS04300
OG0000370	FEF31_RS03305	GOM18_RS00600
OG0000371	FEF31_RS03300	GOM18_RS00595
OG0000372	FEF31_RS03295	GOM18_RS00590
OG0000373	FEF31_RS03270	GOM18_RS00565
OG0000374	FEF31_RS03260	GOM18_RS00555
OG0000375	FEF31_RS01965	GOM18_RS02370
OG0000376	FEF31_RS02110	GOM18_RS02515
OG0000377	FEF31_RS02100	GOM18_RS02505
OG0000378	FEF31_RS00950	GOM18_RS02860
OG0000380	FEF31_RS01055	GOM18_RS02765
OG0000381	FEF31_RS01095	GOM18_RS02725
OG0000382	FEF31_RS01125	GOM18_RS02695
OG0000383	FEF31_RS01165	GOM18_RS02630
OG0000384	FEF31_RS00175	GOM18_RS01620
OG0000385	FEF31_RS00180	GOM18_RS01625
OG0000386	FEF31_RS00200	GOM18_RS01645
OG0000387	FEF31_RS00225	GOM18_RS01670
OG0000388	FEF31_RS04370	GOM18_RS04395
OG0000389	FEF31_RS00275	GOM18_RS03480
OG0000390	FEF31_RS02640	GOM18_RS01155
OG0000391	FEF31_RS02630	GOM18_RS01165
OG0000392	FEF31_RS02605	GOM18_RS01190
OG0000393	FEF31_RS04550	GOM18_RS04515
OG0000395	FEF31_RS02470	GOM18_RS02165
OG0000396	FEF31_RS02160	GOM18_RS01880
OG0000397	FEF31_RS01665	GOM18_RS03280
OG0000398	FEF31_RS01670	GOM18_RS03275
OG0000399	FEF31_RS01715	GOM18_RS02195
OG0000400	FEF31_RS03625	GOM18_RS01030
OG0000401	FEF31_RS03685	GOM18_RS00970
OG0000402	FEF31_RS03695	GOM18_RS00960
OG0000403	FEF31_RS03705	GOM18_RS00950
OG0000404	FEF31_RS03730	GOM18_RS00920
OG0000405	FEF31_RS04800	GOM18_RS00905
OG0000406	FEF31_RS03805	GOM18_RS00850
OG0000407	FEF31_RS04695	GOM18_RS04360
OG0000408	FEF31_RS03815	GOM18_RS00840
OG0000409	FEF31_RS03820	GOM18_RS00835
OG0000410	FEF31_RS02985	GOM18_RS00775
OG0000411	FEF31_RS02975	GOM18_RS00785
OG0000412	FEF31_RS02970	GOM18_RS00790
OG0000413	FEF31_RS01180	GOM18_RS02615
OG0000414	FEF31_RS01190	GOM18_RS02605
OG0000415	FEF31_RS01195	GOM18_RS02600
OG0000416	FEF31_RS01205	GOM18_RS02590
OG0000417	FEF31_RS02025	GOM18_RS02430
OG0000418	FEF31_RS02020	GOM18_RS02425
OG0000419	FEF31_RS00365	GOM18_RS00140
OG0000420	FEF31_RS00400	GOM18_RS00175
OG0000421	FEF31_RS00435	GOM18_RS00210
OG0000422	FEF31_RS00445	GOM18_RS00220
OG0000423	FEF31_RS00500	GOM18_RS00275
OG0000424	FEF31_RS00505	GOM18_RS00280
OG0000425	FEF31_RS00515	GOM18_RS00290
OG0000426	FEF31_RS04385	GOM18_RS04250
OG0000427	FEF31_RS04390	GOM18_RS04255
OG0000428	FEF31_RS00570	GOM18_RS00345
OG0000429	FEF31_RS00665	GOM18_RS01780
OG0000430	FEF31_RS00710	GOM18_RS01735
OG0000431	FEF31_RS00720	GOM18_RS01725
OG0000432	FEF31_RS00755	GOM18_RS02885
OG0000433	FEF31_RS00770	GOM18_RS02900
OG0000434	FEF31_RS00775	GOM18_RS02905
OG0000435	FEF31_RS00790	GOM18_RS02920
OG0000436	FEF31_RS00815	GOM18_RS02945
OG0000437	FEF31_RS00825	GOM18_RS02955
OG0000438	FEF31_RS00830	GOM18_RS02960
OG0000439	FEF31_RS04400	GOM18_RS04495
OG0000440	FEF31_RS02690	GOM18_RS04375
OG0000441	FEF31_RS02725	GOM18_RS01065
OG0000442	FEF31_RS03415	GOM18_RS01255
OG0000443	FEF31_RS03460	GOM18_RS01300
OG0000444	FEF31_RS03475	GOM18_RS01315
OG0000445	FEF31_RS03500	GOM18_RS03665
OG0000446	FEF31_RS03525	GOM18_RS01365
OG0000447	FEF31_RS03530	GOM18_RS01370
OG0000448	FEF31_RS03560	GOM18_RS01400
OG0000449	FEF31_RS03585	GOM18_RS01425
OG0000450	FEF31_RS03595	GOM18_RS01435
OG0000451	FEF31_RS00030	GOM18_RS01475
OG0000452	FEF31_RS00055	GOM18_RS01500
OG0000453	FEF31_RS00090	GOM18_RS01535
OG0000455	FEF31_RS03185	GOM18_RS00475
OG0000456	FEF31_RS03065	GOM18_RS00695
OG0000457	FEF31_RS03040	GOM18_RS00720
OG0000458	FEF31_RS02255	GOM18_RS01960
OG0000459	FEF31_RS02280	GOM18_RS01985
OG0000460	FEF31_RS02290	GOM18_RS01995
OG0000461	FEF31_RS02335	GOM18_RS02040
OG0000462	FEF31_RS02330	GOM18_RS02035
OG0000463	FEF31_RS02325	GOM18_RS02030
OG0000464	FEF31_RS02320	GOM18_RS02025
OG0000465	FEF31_RS02315	GOM18_RS02020
OG0000466	FEF31_RS00060	GOM18_RS01505
OG0000467	FEF31_RS04530	GOM18_RS04400
OG0000468	FEF31_RS01710	GOM18_RS02190
OG0000469	FEF31_RS01770	GOM18_RS02250
OG0000470	FEF31_RS00495	GOM18_RS00270
OG0000471	FEF31_RS00575	GOM18_RS00350
OG0000472	FEF31_RS02995	GOM18_RS00765
OG0000473	FEF31_RS03170	GOM18_RS00460
OG0000474	FEF31_RS03175	GOM18_RS00465
OG0000475	FEF31_RS03180	GOM18_RS00470
OG0000476	FEF31_RS01215	GOM18_RS02580
OG0000477	FEF31_RS02360	GOM18_RS02065
OG0000478	FEF31_RS03115	GOM18_RS00405
OG0000479	FEF31_RS00985	GOM18_RS02825
OG0000480	FEF31_RS01775	GOM18_RS02255
OG0000481	FEF31_RS00470	GOM18_RS00245
OG0000482	FEF31_RS00865	GOM18_RS03160
OG0000483	FEF31_RS01820	GOM18_RS02300
OG0000484	FEF31_RS04675	GOM18_RS04385
OG0000485	FEF31_RS00820	GOM18_RS02950
OG0000486	FEF31_RS02045	GOM18_RS02450
OG0000487	FEF31_RS04485	GOM18_RS04430
OG0000488	FEF31_RS01790	GOM18_RS02270
OG0000489	FEF31_RS03335	GOM18_RS00630
OG0000490	FEF31_RS03275	GOM18_RS00570
OG0000491	FEF31_RS01005	GOM18_RS02805
OG0000492	FEF31_RS01085	GOM18_RS02735
OG0000493	FEF31_RS00240	GOM18_RS01685
OG0000494	FEF31_RS00300	GOM18_RS03450
OG0000495	FEF31_RS02575	GOM18_RS01220
OG0000496	FEF31_RS02565	GOM18_RS01230
OG0000497	FEF31_RS02560	GOM18_RS01235
OG0000498	FEF31_RS02480	GOM18_RS03070
OG0000499	FEF31_RS02445	GOM18_RS02140
OG0000500	FEF31_RS01675	GOM18_RS03270
OG0000502	FEF31_RS00855	GOM18_RS03150
OG0000503	FEF31_RS00415	GOM18_RS00190
OG0000504	FEF31_RS00550	GOM18_RS00325
OG0000505	FEF31_RS00585	GOM18_RS01860
OG0000506	FEF31_RS00595	GOM18_RS01850
OG0000507	FEF31_RS00630	GOM18_RS01815
OG0000508	FEF31_RS03520	GOM18_RS01360
OG0000509	FEF31_RS03555	GOM18_RS01395
OG0000510	FEF31_RS03565	GOM18_RS01405
OG0000511	FEF31_RS00095	GOM18_RS01540
OG0000512	FEF31_RS02295	GOM18_RS02000
OG0000513	FEF31_RS03100	GOM18_RS00390
OG0000514	FEF31_RS02600	GOM18_RS01195
OG0000515	FEF31_RS01240, FEF31_RS01235, FEF31_RS01230	GOM18_RS02570
OG0000516	FEF31_RS04490	GOM18_RS04435
OG0000517	FEF31_RS03350	GOM18_RS00645
OG0000518	FEF31_RS03675	GOM18_RS00980
OG0000519	FEF31_RS00440	GOM18_RS00215
