Orthogroup	MHP_UFV02_genes	MHP_7448_genes
OG0000355	FEF31_RS04470	MHP7448_RS01925
OG0000356	FEF31_RS04475	MHP7448_RS02010
OG0000357	FEF31_RS04685	MHP7448_RS03130
OG0000358	FEF31_RS03665	MHP7448_RS03135
OG0000359	FEF31_RS04380	MHP7448_RS00780
OG0000360	FEF31_RS03545	MHP7448_RS00275
OG0000361	FEF31_RS03575	MHP7448_RS00305
OG0000362	FEF31_RS02285	MHP7448_RS02565
OG0000363	FEF31_RS01105	MHP7448_RS01460
OG0000364	FEF31_RS01635	MHP7448_RS01905
OG0000365	FEF31_RS01785	MHP7448_RS02050
OG0000366	FEF31_RS01805	MHP7448_RS02075
OG0000367	FEF31_RS01815	MHP7448_RS02085
OG0000368	FEF31_RS03345	MHP7448_RS00060
OG0000369	FEF31_RS04650	MHP7448_RS00025
OG0000370	FEF31_RS03305	MHP7448_RS00020
OG0000371	FEF31_RS03300	MHP7448_RS00015
OG0000372	FEF31_RS03295	MHP7448_RS00010
OG0000373	FEF31_RS03270	MHP7448_RS03640
OG0000374	FEF31_RS03260	MHP7448_RS03625
OG0000375	FEF31_RS01965	MHP7448_RS02155
OG0000376	FEF31_RS02110	MHP7448_RS02400
OG0000377	FEF31_RS02100	MHP7448_RS02390
OG0000378	FEF31_RS00950	MHP7448_RS01310
OG0000379	FEF31_RS01030	MHP7448_RS01385
OG0000380	FEF31_RS01055	MHP7448_RS01410
OG0000381	FEF31_RS01095	MHP7448_RS01450
OG0000382	FEF31_RS01125	MHP7448_RS01480
OG0000383	FEF31_RS01165	MHP7448_RS01520
OG0000384	FEF31_RS00175	MHP7448_RS00515
OG0000385	FEF31_RS00180	MHP7448_RS00520
OG0000386	FEF31_RS00200	MHP7448_RS00540
OG0000387	FEF31_RS00225	MHP7448_RS00565
OG0000388	FEF31_RS04370	MHP7448_RS00570
OG0000389	FEF31_RS00275	MHP7448_RS00615
OG0000390	FEF31_RS02640	MHP7448_RS02925
OG0000391	FEF31_RS02630	MHP7448_RS02915
OG0000392	FEF31_RS02605	MHP7448_RS02890
OG0000393	FEF31_RS04550	MHP7448_RS02830
OG0000394	FEF31_RS02475	MHP7448_RS02755
OG0000395	FEF31_RS02470	MHP7448_RS02750
OG0000396	FEF31_RS02160	MHP7448_RS02450
OG0000397	FEF31_RS01665	MHP7448_RS01940
OG0000398	FEF31_RS01670	MHP7448_RS01945
OG0000399	FEF31_RS01715	MHP7448_RS01990
OG0000400	FEF31_RS03625	MHP7448_RS03090
OG0000401	FEF31_RS03685	MHP7448_RS03155
OG0000402	FEF31_RS03695	MHP7448_RS03165
OG0000403	FEF31_RS03705	MHP7448_RS03175
OG0000404	FEF31_RS03730	MHP7448_RS03205
OG0000405	FEF31_RS04800	MHP7448_RS03220
OG0000406	FEF31_RS03805	MHP7448_RS03275
OG0000407	FEF31_RS04695	MHP7448_RS03280
OG0000408	FEF31_RS03815	MHP7448_RS03285
OG0000409	FEF31_RS03820	MHP7448_RS03290
OG0000410	FEF31_RS02985	MHP7448_RS03350
OG0000411	FEF31_RS02975	MHP7448_RS03340
OG0000412	FEF31_RS02970	MHP7448_RS03335
OG0000413	FEF31_RS01180	MHP7448_RS01535
OG0000414	FEF31_RS01190	MHP7448_RS01545
OG0000415	FEF31_RS01195	MHP7448_RS01550
OG0000416	FEF31_RS01205	MHP7448_RS01560
OG0000417	FEF31_RS02025	MHP7448_RS02215
OG0000418	FEF31_RS02020	MHP7448_RS02210
OG0000419	FEF31_RS00365	MHP7448_RS00720
OG0000420	FEF31_RS00400	MHP7448_RS00755
OG0000421	FEF31_RS00435	MHP7448_RS00785
OG0000422	FEF31_RS00445	MHP7448_RS00795
OG0000423	FEF31_RS00500	MHP7448_RS00850
OG0000424	FEF31_RS00505	MHP7448_RS00855
OG0000425	FEF31_RS00515	MHP7448_RS00865
OG0000426	FEF31_RS04385	MHP7448_RS00870
OG0000427	FEF31_RS04390	MHP7448_RS00895
OG0000428	FEF31_RS00570	MHP7448_RS00920
OG0000429	FEF31_RS00665	MHP7448_RS01015
OG0000430	FEF31_RS00710	MHP7448_RS01060
OG0000431	FEF31_RS00720	MHP7448_RS01070
OG0000432	FEF31_RS00755	MHP7448_RS01100
OG0000433	FEF31_RS00770	MHP7448_RS01115
OG0000434	FEF31_RS00775	MHP7448_RS01120
OG0000435	FEF31_RS00790	MHP7448_RS01135
OG0000436	FEF31_RS00815	MHP7448_RS01165
OG0000437	FEF31_RS00825	MHP7448_RS01175
OG0000438	FEF31_RS00830	MHP7448_RS01180
OG0000439	FEF31_RS04400	MHP7448_RS01185
OG0000440	FEF31_RS02690	MHP7448_RS02980
OG0000441	FEF31_RS02725	MHP7448_RS03020
OG0000442	FEF31_RS03415	MHP7448_RS00145
OG0000443	FEF31_RS03460	MHP7448_RS00190
OG0000444	FEF31_RS03475	MHP7448_RS00200
OG0000445	FEF31_RS03500	MHP7448_RS00225
OG0000446	FEF31_RS03525	MHP7448_RS00255
OG0000447	FEF31_RS03530	MHP7448_RS00260
OG0000448	FEF31_RS03560	MHP7448_RS00290
OG0000449	FEF31_RS03585	MHP7448_RS00315
OG0000450	FEF31_RS03595	MHP7448_RS00325
OG0000451	FEF31_RS00030	MHP7448_RS00365
OG0000452	FEF31_RS00055	MHP7448_RS00390
OG0000453	FEF31_RS00090	MHP7448_RS00425
OG0000455	FEF31_RS03185	MHP7448_RS03545
OG0000456	FEF31_RS03065	MHP7448_RS03425
OG0000457	FEF31_RS03040	MHP7448_RS03400
OG0000458	FEF31_RS02255	MHP7448_RS02535
OG0000459	FEF31_RS02280	MHP7448_RS02560
OG0000460	FEF31_RS02290	MHP7448_RS02570
OG0000461	FEF31_RS02335	MHP7448_RS02615
OG0000462	FEF31_RS02330	MHP7448_RS02610
OG0000464	FEF31_RS02320	MHP7448_RS04135
OG0000465	FEF31_RS02315	MHP7448_RS02595
OG0000466	FEF31_RS00060	MHP7448_RS00395
OG0000467	FEF31_RS04530	MHP7448_RS02700
OG0000468	FEF31_RS01710	MHP7448_RS01985
OG0000469	FEF31_RS01770	MHP7448_RS02045
OG0000470	FEF31_RS00495	MHP7448_RS03850
OG0000471	FEF31_RS00575	MHP7448_RS00925
OG0000472	FEF31_RS02995	MHP7448_RS03360
OG0000473	FEF31_RS03170	MHP7448_RS03530
OG0000474	FEF31_RS03175	MHP7448_RS03535
OG0000475	FEF31_RS03180	MHP7448_RS03540
OG0000476	FEF31_RS01215	MHP7448_RS01570
OG0000477	FEF31_RS02360	MHP7448_RS02640
OG0000478	FEF31_RS03115	MHP7448_RS03475
OG0000479	FEF31_RS00985	MHP7448_RS01345
OG0000480	FEF31_RS01775	MHP7448_RS03895
OG0000481	FEF31_RS00470	MHP7448_RS00820
OG0000482	FEF31_RS00865	MHP7448_RS01215
OG0000483	FEF31_RS01820	MHP7448_RS02090
OG0000484	FEF31_RS04675	MHP7448_RS00195
OG0000485	FEF31_RS00820	MHP7448_RS01170
