Orthogroup	MHP_UFV02_genes	MHP_MHP682_genes
OG0000064	FEF31_RS03235	DR097_RS02605
OG0000065	FEF31_RS01990	DR097_RS02745
OG0000066	FEF31_RS01015	DR097_RS01675
OG0000067	FEF31_RS00185	DR097_RS02405
OG0000068	FEF31_RS00305	DR097_RS03055
OG0000069	FEF31_RS02555	DR097_RS01725
OG0000070	FEF31_RS02210	DR097_RS01930
OG0000071	FEF31_RS03835	DR097_RS03575
OG0000072	FEF31_RS04700	DR097_RS03580, DR097_RS04860
OG0000073	FEF31_RS00360	DR097_RS01115
OG0000074	FEF31_RS04395	DR097_RS04605
OG0000075	FEF31_RS00005	DR097_RS00090
OG0000076	FEF31_RS00020	DR097_RS00075
OG0000077	FEF31_RS00105	DR097_RS03275
OG0000078	FEF31_RS01340	DR097_RS01875
OG0000079	FEF31_RS02300	DR097_RS02640
OG0000080	FEF31_RS02345	DR097_RS04360
OG0000081	FEF31_RS03610	DR097_RS00095
OG0000082	FEF31_RS02130	DR097_RS02165
OG0000083	FEF31_RS01765	DR097_RS00750
OG0000084	FEF31_RS01795	DR097_RS03685
OG0000085	FEF31_RS01800	DR097_RS02875
OG0000086	FEF31_RS01810	DR097_RS02865
OG0000087	FEF31_RS01825	DR097_RS02850
OG0000088	FEF31_RS01830	DR097_RS02845
OG0000089	FEF31_RS01840	DR097_RS02835
OG0000090	FEF31_RS03355	DR097_RS02485
OG0000091	FEF31_RS03340	DR097_RS02775
OG0000092	FEF31_RS03325	DR097_RS02790
OG0000093	FEF31_RS03320	DR097_RS02795
OG0000094	FEF31_RS03315	DR097_RS02800
OG0000095	FEF31_RS03290	DR097_RS03550
OG0000096	FEF31_RS03285	DR097_RS03545
OG0000097	FEF31_RS03265	DR097_RS02575
OG0000098	FEF31_RS03255	DR097_RS02585
OG0000099	FEF31_RS04640	DR097_RS03665
OG0000100	FEF31_RS03195	DR097_RS00555
OG0000101	FEF31_RS03190	DR097_RS00560
OG0000102	FEF31_RS01365	DR097_RS01850
OG0000103	FEF31_RS01955	DR097_RS02710
OG0000104	FEF31_RS01960	DR097_RS02715
OG0000105	FEF31_RS01975	DR097_RS02730
OG0000106	FEF31_RS01985	DR097_RS02740
OG0000107	FEF31_RS01995	DR097_RS02750
OG0000108	FEF31_RS02000	DR097_RS02755
OG0000109	FEF31_RS02005	DR097_RS02760
OG0000110	FEF31_RS02120	DR097_RS02155
OG0000111	FEF31_RS02115	DR097_RS02150
OG0000112	FEF31_RS02105	DR097_RS02140
OG0000113	FEF31_RS02085	DR097_RS04705
OG0000114	FEF31_RS02075	DR097_RS02110
OG0000115	FEF31_RS02065	DR097_RS02095
OG0000116	FEF31_RS00955	DR097_RS00320
OG0000117	FEF31_RS00960	DR097_RS00315
OG0000118	FEF31_RS00995	DR097_RS01690
OG0000119	FEF31_RS01000	DR097_RS01685
OG0000120	FEF31_RS01020	DR097_RS01670
OG0000121	FEF31_RS01045	DR097_RS01645
OG0000122	FEF31_RS01050	DR097_RS01640
OG0000123	FEF31_RS01070	DR097_RS01620
OG0000124	FEF31_RS01075	DR097_RS01615
OG0000125	FEF31_RS01080	DR097_RS01610
OG0000126	FEF31_RS01090	DR097_RS01600
OG0000127	FEF31_RS01100	DR097_RS01590
OG0000128	FEF31_RS01115	DR097_RS03460
OG0000129	FEF31_RS01120	DR097_RS03355
OG0000130	FEF31_RS01130	DR097_RS03345
OG0000131	FEF31_RS01160	DR097_RS04820
OG0000132	FEF31_RS04430	DR097_RS04815
OG0000133	FEF31_RS00190	DR097_RS02400
OG0000134	FEF31_RS00195	DR097_RS02395
OG0000135	FEF31_RS00210	DR097_RS02380
OG0000136	FEF31_RS00215	DR097_RS02375
OG0000137	FEF31_RS00245	DR097_RS02345
OG0000138	FEF31_RS00280	DR097_RS03080
OG0000139	FEF31_RS00310	DR097_RS03050
OG0000140	FEF31_RS00315	DR097_RS03045
OG0000141	FEF31_RS02670	DR097_RS01260
OG0000142	FEF31_RS04555	DR097_RS04625
OG0000143	FEF31_RS02645	DR097_RS01230
OG0000144	FEF31_RS02635	DR097_RS01220
OG0000145	FEF31_RS02625	DR097_RS01210
OG0000146	FEF31_RS02615	DR097_RS01200
OG0000147	FEF31_RS02610	DR097_RS01195
OG0000148	FEF31_RS02595	DR097_RS01180
OG0000149	FEF31_RS02585	DR097_RS01170
OG0000150	FEF31_RS02570	DR097_RS01155
OG0000151	FEF31_RS02525	DR097_RS01755
OG0000152	FEF31_RS02520	DR097_RS01760
OG0000153	FEF31_RS02515	DR097_RS01765
OG0000154	FEF31_RS02505	DR097_RS01775
OG0000155	FEF31_RS02465	DR097_RS01820
OG0000156	FEF31_RS02455	DR097_RS01490
OG0000157	FEF31_RS04545	DR097_RS04640
OG0000158	FEF31_RS04540	DR097_RS04645
OG0000159	FEF31_RS02195	DR097_RS04905
OG0000160	FEF31_RS02190	DR097_RS01950
OG0000161	FEF31_RS02185	DR097_RS01955
OG0000162	FEF31_RS02175	DR097_RS01965
OG0000163	FEF31_RS02170	DR097_RS01970
OG0000164	FEF31_RS01270	DR097_RS03125
OG0000165	FEF31_RS01685	DR097_RS00830
OG0000166	FEF31_RS01705	DR097_RS00810
OG0000167	FEF31_RS01720	DR097_RS00795
OG0000168	FEF31_RS01725	DR097_RS00790
OG0000169	FEF31_RS03615	DR097_RS01475
OG0000170	FEF31_RS04785, FEF31_RS04795	DR097_RS01460
OG0000171	FEF31_RS03640	DR097_RS01450
OG0000172	FEF31_RS03645	DR097_RS01445
OG0000173	FEF31_RS03650	DR097_RS01440
OG0000174	FEF31_RS03655	DR097_RS01435
OG0000175	FEF31_RS03670	DR097_RS01420
OG0000176	FEF31_RS03715	DR097_RS01370
OG0000177	FEF31_RS03720	DR097_RS01365
OG0000178	FEF31_RS03725	DR097_RS01360
OG0000179	FEF31_RS03735	DR097_RS01350
OG0000180	FEF31_RS03740	DR097_RS01345
OG0000181	FEF31_RS04690	DR097_RS04805
OG0000182	FEF31_RS03795	DR097_RS03155
OG0000183	FEF31_RS03830	DR097_RS03570
OG0000184	FEF31_RS02980	DR097_RS02975
OG0000185	FEF31_RS02965	DR097_RS02990
OG0000186	FEF31_RS04435	DR097_RS04760
OG0000187	FEF31_RS01200	DR097_RS02915
OG0000188	FEF31_RS01210	DR097_RS02905
OG0000189	FEF31_RS04520	DR097_RS04790
OG0000190	FEF31_RS02035	DR097_RS03030
OG0000191	FEF31_RS02015	DR097_RS03010
OG0000192	FEF31_RS00875	DR097_RS00400
OG0000193	FEF31_RS00860	DR097_RS00415
OG0000194	FEF31_RS00345	DR097_RS01130
OG0000195	FEF31_RS00350	DR097_RS01125
OG0000196	FEF31_RS00370	DR097_RS01105
OG0000197	FEF31_RS00375	DR097_RS01100
OG0000198	FEF31_RS00390	DR097_RS01085
OG0000199	FEF31_RS00395	DR097_RS01080
OG0000200	FEF31_RS00410	DR097_RS01065
OG0000201	FEF31_RS00420	DR097_RS01055
OG0000202	FEF31_RS00475	DR097_RS01000
OG0000203	FEF31_RS00480	DR097_RS00995
OG0000204	FEF31_RS00485	DR097_RS00990
OG0000205	FEF31_RS00490	DR097_RS00985
OG0000206	FEF31_RS00510	DR097_RS00965
OG0000207	FEF31_RS00525	DR097_RS00950
OG0000208	FEF31_RS00530	DR097_RS00945
OG0000209	FEF31_RS00535	DR097_RS00940
OG0000210	FEF31_RS00580	DR097_RS04925
OG0000211	FEF31_RS00590	DR097_RS02185
OG0000212	FEF31_RS00600	DR097_RS02195
OG0000213	FEF31_RS00605	DR097_RS02200
OG0000214	FEF31_RS00610	DR097_RS02205
OG0000215	FEF31_RS00615	DR097_RS02210
OG0000216	FEF31_RS00620	DR097_RS02215
OG0000217	FEF31_RS00625	DR097_RS02220
OG0000218	FEF31_RS00635	DR097_RS02230
OG0000219	FEF31_RS00640	DR097_RS02235
OG0000220	FEF31_RS00645	DR097_RS02240
OG0000221	FEF31_RS00650	DR097_RS02245
OG0000222	FEF31_RS00655	DR097_RS02250
OG0000223	FEF31_RS00660	DR097_RS02255
OG0000224	FEF31_RS00670	DR097_RS02265
OG0000225	FEF31_RS00680	DR097_RS02275
OG0000226	FEF31_RS00685	DR097_RS02280
OG0000227	FEF31_RS00690	DR097_RS02285
OG0000228	FEF31_RS04770	DR097_RS04910
OG0000229	FEF31_RS00700	DR097_RS02295
OG0000230	FEF31_RS00705	DR097_RS02300
OG0000231	FEF31_RS00715	DR097_RS02310
OG0000232	FEF31_RS00725	DR097_RS02320
OG0000233	FEF31_RS00750	DR097_RS00535
OG0000234	FEF31_RS00785	DR097_RS00495
OG0000235	FEF31_RS00795	DR097_RS00485
OG0000236	FEF31_RS00800	DR097_RS00480
OG0000237	FEF31_RS00805	DR097_RS00475
OG0000238	FEF31_RS00810	DR097_RS00465
OG0000239	FEF31_RS02680	DR097_RS01270
OG0000240	FEF31_RS02685	DR097_RS01275
OG0000241	FEF31_RS02695	DR097_RS01285
OG0000242	FEF31_RS02700	DR097_RS01290
OG0000243	FEF31_RS02705	DR097_RS01295
OG0000244	FEF31_RS02715	DR097_RS01305
OG0000245	FEF31_RS02720	DR097_RS01315
OG0000246	FEF31_RS03410	DR097_RS00300
OG0000247	FEF31_RS03420	DR097_RS00290
OG0000248	FEF31_RS03430	DR097_RS00280
OG0000249	FEF31_RS03435	DR097_RS00275
OG0000250	FEF31_RS03450	DR097_RS00260
OG0000251	FEF31_RS03480	DR097_RS00225
OG0000252	FEF31_RS03490	DR097_RS00215
OG0000253	FEF31_RS03495	DR097_RS00210
OG0000254	FEF31_RS03505	DR097_RS00200
OG0000255	FEF31_RS03510	DR097_RS00190
OG0000256	FEF31_RS03515	DR097_RS00185
OG0000257	FEF31_RS03540	DR097_RS00160
OG0000258	FEF31_RS03550	DR097_RS00150
OG0000259	FEF31_RS03580	DR097_RS00120
OG0000260	FEF31_RS03590	DR097_RS00110
OG0000261	FEF31_RS04680	DR097_RS04500
OG0000262	FEF31_RS00010	DR097_RS00085
OG0000263	FEF31_RS00025	DR097_RS00070
OG0000264	FEF31_RS00040	DR097_RS00055
OG0000265	FEF31_RS00050	DR097_RS00045
OG0000266	FEF31_RS00065	DR097_RS00030
OG0000267	FEF31_RS00080	DR097_RS00015
OG0000268	FEF31_RS00085	DR097_RS00010
OG0000269	FEF31_RS00100	DR097_RS03285
OG0000270	FEF31_RS04635	DR097_RS04530
OG0000271	FEF31_RS03160	DR097_RS00590
OG0000272	FEF31_RS03155	DR097_RS00595
OG0000273	FEF31_RS03150	DR097_RS00600
OG0000274	FEF31_RS03130	DR097_RS00620
OG0000275	FEF31_RS04625	DR097_RS04540
OG0000276	FEF31_RS03120	DR097_RS00630
OG0000277	FEF31_RS03110	DR097_RS00640
OG0000278	FEF31_RS03105	DR097_RS00645
OG0000279	FEF31_RS03095	DR097_RS00655
OG0000280	FEF31_RS03090	DR097_RS00660
OG0000281	FEF31_RS03085	DR097_RS00665
OG0000282	FEF31_RS04615	DR097_RS04550
OG0000283	FEF31_RS03055	DR097_RS00695
OG0000284	FEF31_RS03050	DR097_RS00700
OG0000285	FEF31_RS04610	DR097_RS04555
OG0000286	FEF31_RS02155	DR097_RS01985
OG0000287	FEF31_RS02260	DR097_RS02680
OG0000288	FEF31_RS02270	DR097_RS02670
OG0000289	FEF31_RS02275	DR097_RS02665
OG0000290	FEF31_RS02385	DR097_RS01555
OG0000291	FEF31_RS02375	DR097_RS01565
OG0000292	FEF31_RS02370	DR097_RS01570
OG0000293	FEF31_RS02365	DR097_RS01575
OG0000294	FEF31_RS02355	DR097_RS03220
OG0000295	FEF31_RS02350	DR097_RS03210
OG0000296	FEF31_RS02310	DR097_RS02630
OG0000297	FEF31_RS02305	DR097_RS02635
OG0000298	FEF31_RS03445	DR097_RS00265
OG0000299	FEF31_RS03465	DR097_RS00240
OG0000300	FEF31_RS00035	DR097_RS00060
OG0000301	FEF31_RS00070	DR097_RS00025
OG0000302	FEF31_RS00075	DR097_RS00020
OG0000303	FEF31_RS00220	DR097_RS02370
OG0000304	FEF31_RS00730	DR097_RS02325
OG0000305	FEF31_RS02620	DR097_RS01205
OG0000306	FEF31_RS02545	DR097_RS01735
OG0000307	FEF31_RS02510	DR097_RS01770
OG0000308	FEF31_RS02405	DR097_RS01535
OG0000309	FEF31_RS02340	DR097_RS03200
OG0000310	FEF31_RS02265	DR097_RS02675
OG0000311	FEF31_RS02215	DR097_RS01925
OG0000312	FEF31_RS02200	DR097_RS01940
OG0000313	FEF31_RS01260	DR097_RS03115
OG0000314	FEF31_RS01700	DR097_RS00815
OG0000315	FEF31_RS01730	DR097_RS00785
OG0000316	FEF31_RS01740	DR097_RS00775
OG0000317	FEF31_RS01835	DR097_RS02840
OG0000318	FEF31_RS04480	DR097_RS04590
OG0000319	FEF31_RS01970	DR097_RS02725
OG0000320	FEF31_RS02095	DR097_RS02130
OG0000321	FEF31_RS00990	DR097_RS01695
OG0000322	FEF31_RS01040	DR097_RS01650
OG0000323	FEF31_RS01170	DR097_RS03305
OG0000324	FEF31_RS02010	DR097_RS03005
OG0000325	FEF31_RS00355	DR097_RS01120
OG0000326	FEF31_RS00450	DR097_RS01025
OG0000327	FEF31_RS00455	DR097_RS01020
OG0000328	FEF31_RS00540	DR097_RS00935
OG0000329	FEF31_RS00560	DR097_RS00915
OG0000330	FEF31_RS00760	DR097_RS00520
OG0000331	FEF31_RS02710	DR097_RS01300
OG0000332	FEF31_RS03680	DR097_RS01410
OG0000333	FEF31_RS03690	DR097_RS01400
OG0000334	FEF31_RS03790	DR097_RS03150
OG0000335	FEF31_RS03800	DR097_RS03160
OG0000336	FEF31_RS04620	DR097_RS04545
OG0000337	FEF31_RS03240	DR097_RS02600
OG0000338	FEF31_RS03280	DR097_RS03540
OG0000339	FEF31_RS02070	DR097_RS02100
OG0000340	FEF31_RS00970	DR097_RS01715
OG0000341	FEF31_RS02030	DR097_RS03025
OG0000342	FEF31_RS00385	DR097_RS01090
OG0000343	FEF31_RS03700	DR097_RS01390
OG0000344	FEF31_RS00235	DR097_RS02355
OG0000345	FEF31_RS00675	DR097_RS02270
OG0000346	FEF31_RS03080	DR097_RS04870
OG0000347	FEF31_RS01065	DR097_RS01625
OG0000348	FEF31_RS00460	DR097_RS01015
OG0000349	FEF31_RS04630	DR097_RS04535
OG0000350	FEF31_RS02500	DR097_RS01780
OG0000351	FEF31_RS00155	DR097_RS03225
OG0000352	FEF31_RS01680	DR097_RS00835
OG0000353	FEF31_RS01035	DR097_RS01655
OG0000354	FEF31_RS00295	DR097_RS03065
OG0000355	FEF31_RS04470	DR097_RS04600
OG0000356	FEF31_RS04475	DR097_RS04595
OG0000357	FEF31_RS04685	DR097_RS04635
OG0000358	FEF31_RS03665	DR097_RS01425
OG0000359	FEF31_RS04380	DR097_RS04620
OG0000360	FEF31_RS03545	DR097_RS00155
OG0000361	FEF31_RS03575	DR097_RS00125
OG0000362	FEF31_RS02285	DR097_RS02655
OG0000363	FEF31_RS01105	DR097_RS04660
OG0000364	FEF31_RS01635	DR097_RS00890
OG0000365	FEF31_RS01785	DR097_RS04570
OG0000366	FEF31_RS01805	DR097_RS02870
OG0000367	FEF31_RS01815	DR097_RS02860
OG0000368	FEF31_RS03345	DR097_RS02770
OG0000369	FEF31_RS04650	DR097_RS04750
OG0000370	FEF31_RS03305	DR097_RS02810
OG0000371	FEF31_RS03300	DR097_RS02815
OG0000372	FEF31_RS03295	DR097_RS02820
OG0000373	FEF31_RS03270	DR097_RS02570
OG0000374	FEF31_RS03260	DR097_RS02580
OG0000375	FEF31_RS01965	DR097_RS02720
OG0000376	FEF31_RS02110	DR097_RS02145
OG0000377	FEF31_RS02100	DR097_RS02135
OG0000378	FEF31_RS00950	DR097_RS00325
OG0000379	FEF31_RS01030	DR097_RS01660
OG0000380	FEF31_RS01055	DR097_RS01635
OG0000381	FEF31_RS01095	DR097_RS01595
OG0000382	FEF31_RS01125	DR097_RS03350
OG0000383	FEF31_RS01165	DR097_RS03310
OG0000384	FEF31_RS00175	DR097_RS03605
OG0000385	FEF31_RS00180	DR097_RS02090
OG0000386	FEF31_RS00200	DR097_RS02390
OG0000387	FEF31_RS00225	DR097_RS02365
OG0000388	FEF31_RS04370	DR097_RS04710
OG0000389	FEF31_RS00275	DR097_RS03085
OG0000390	FEF31_RS02640	DR097_RS01225
OG0000391	FEF31_RS02630	DR097_RS01215
OG0000392	FEF31_RS02605	DR097_RS01190
OG0000393	FEF31_RS04550	DR097_RS04670
OG0000394	FEF31_RS02475	DR097_RS01805
OG0000395	FEF31_RS02470	DR097_RS01810
OG0000396	FEF31_RS02160	DR097_RS01980
OG0000397	FEF31_RS01665	DR097_RS00850
OG0000398	FEF31_RS01670	DR097_RS00845
OG0000399	FEF31_RS01715	DR097_RS00800
OG0000400	FEF31_RS03625	DR097_RS01465
OG0000401	FEF31_RS03685	DR097_RS01405
OG0000402	FEF31_RS03695	DR097_RS01395
OG0000403	FEF31_RS03705	DR097_RS01385
OG0000404	FEF31_RS03730	DR097_RS01355
OG0000405	FEF31_RS04800	DR097_RS01340
OG0000406	FEF31_RS03805	DR097_RS03165
OG0000407	FEF31_RS04695	DR097_RS04810
OG0000408	FEF31_RS03815	DR097_RS03175
OG0000410	FEF31_RS02985	DR097_RS02970
OG0000411	FEF31_RS02975	DR097_RS02980
OG0000412	FEF31_RS02970	DR097_RS02985
OG0000413	FEF31_RS01180	DR097_RS02935
OG0000414	FEF31_RS01190	DR097_RS02925
OG0000415	FEF31_RS01195	DR097_RS02920
OG0000416	FEF31_RS01205	DR097_RS02910
OG0000417	FEF31_RS02025	DR097_RS03020
OG0000418	FEF31_RS02020	DR097_RS03015
OG0000419	FEF31_RS00365	DR097_RS01110
OG0000420	FEF31_RS00400	DR097_RS01075
OG0000421	FEF31_RS00435	DR097_RS01040
OG0000422	FEF31_RS00445	DR097_RS01030
OG0000423	FEF31_RS00500	DR097_RS00975
OG0000424	FEF31_RS00505	DR097_RS00970
OG0000425	FEF31_RS00515	DR097_RS00960
OG0000426	FEF31_RS04385	DR097_RS04615
OG0000427	FEF31_RS04390	DR097_RS04610
OG0000428	FEF31_RS00570	DR097_RS00905
OG0000429	FEF31_RS00665	DR097_RS02260
OG0000430	FEF31_RS00710	DR097_RS02305
OG0000431	FEF31_RS00720	DR097_RS02315
OG0000432	FEF31_RS00755	DR097_RS00525
OG0000433	FEF31_RS00770	DR097_RS00510
OG0000434	FEF31_RS00775	DR097_RS00505
OG0000435	FEF31_RS00790	DR097_RS00490
OG0000436	FEF31_RS00815	DR097_RS00460
OG0000437	FEF31_RS00825	DR097_RS00450
OG0000438	FEF31_RS00830	DR097_RS00445
OG0000439	FEF31_RS04400	DR097_RS04525
OG0000440	FEF31_RS02690	DR097_RS04630
OG0000441	FEF31_RS02725	DR097_RS03780
OG0000442	FEF31_RS03415	DR097_RS00295
OG0000443	FEF31_RS03460	DR097_RS00245
OG0000444	FEF31_RS03475	DR097_RS00230
OG0000445	FEF31_RS03500	DR097_RS00205
OG0000446	FEF31_RS03525	DR097_RS00175
OG0000447	FEF31_RS03530	DR097_RS00170
OG0000448	FEF31_RS03560	DR097_RS00140
OG0000449	FEF31_RS03585	DR097_RS00115
OG0000450	FEF31_RS03595	DR097_RS00105
OG0000451	FEF31_RS00030	DR097_RS00065
OG0000452	FEF31_RS00055	DR097_RS00040
OG0000455	FEF31_RS03185	DR097_RS00565
OG0000456	FEF31_RS03065	DR097_RS00685
OG0000457	FEF31_RS03040	DR097_RS00710
OG0000458	FEF31_RS02255	DR097_RS02685
OG0000459	FEF31_RS02280	DR097_RS02660
OG0000460	FEF31_RS02290	DR097_RS02650
OG0000461	FEF31_RS02335	DR097_RS03195
OG0000462	FEF31_RS02330	DR097_RS03190
OG0000463	FEF31_RS02325	DR097_RS03185
OG0000464	FEF31_RS02320	DR097_RS02620
OG0000465	FEF31_RS02315	DR097_RS02625
OG0000466	FEF31_RS00060	DR097_RS00035
OG0000467	FEF31_RS04530	DR097_RS04655
OG0000468	FEF31_RS01710	DR097_RS00805
OG0000469	FEF31_RS01770	DR097_RS00745
OG0000470	FEF31_RS00495	DR097_RS03815
OG0000472	FEF31_RS02995	DR097_RS02945
OG0000473	FEF31_RS03170	DR097_RS00580
OG0000474	FEF31_RS03175	DR097_RS00575
OG0000475	FEF31_RS03180	DR097_RS00570
OG0000476	FEF31_RS01215	DR097_RS02900
OG0000477	FEF31_RS02360	DR097_RS03795
OG0000478	FEF31_RS03115	DR097_RS00635
OG0000479	FEF31_RS00985	DR097_RS01700
OG0000480	FEF31_RS01775	DR097_RS03810
OG0000481	FEF31_RS00470	DR097_RS01005
OG0000482	FEF31_RS00865	DR097_RS00410
OG0000483	FEF31_RS01820	DR097_RS02855
OG0000484	FEF31_RS04675	DR097_RS04505
OG0000485	FEF31_RS00820	DR097_RS00455
OG0000486	FEF31_RS02045	DR097_RS03040
OG0000487	FEF31_RS04485	DR097_RS04585
OG0000489	FEF31_RS03335	DR097_RS02780
OG0000490	FEF31_RS03275	DR097_RS03535
OG0000491	FEF31_RS01005	DR097_RS01680
OG0000492	FEF31_RS01085	DR097_RS01605
OG0000493	FEF31_RS00240	DR097_RS02350
OG0000494	FEF31_RS00300	DR097_RS03060
OG0000495	FEF31_RS02575	DR097_RS01160
OG0000496	FEF31_RS02565	DR097_RS01150
OG0000497	FEF31_RS02560	DR097_RS01720
OG0000498	FEF31_RS02480	DR097_RS01800
OG0000499	FEF31_RS02445	DR097_RS01500
OG0000500	FEF31_RS01675	DR097_RS00840
OG0000502	FEF31_RS00855	DR097_RS00420
OG0000503	FEF31_RS00415	DR097_RS01060
OG0000504	FEF31_RS00550	DR097_RS00925
OG0000505	FEF31_RS00585	DR097_RS02180
OG0000506	FEF31_RS00595	DR097_RS02190
OG0000507	FEF31_RS00630	DR097_RS02225
OG0000508	FEF31_RS03520	DR097_RS00180
OG0000509	FEF31_RS03555	DR097_RS00145
OG0000510	FEF31_RS03565	DR097_RS00135
OG0000511	FEF31_RS00095	DR097_RS03290
OG0000512	FEF31_RS02295	DR097_RS02645
OG0000513	FEF31_RS03100	DR097_RS00650
OG0000514	FEF31_RS02600	DR097_RS01185
OG0000515	FEF31_RS01240, FEF31_RS01235	DR097_RS04270
OG0000515	FEF31_RS01230	DR097_RS04275
OG0000516	FEF31_RS04490	DR097_RS04580
OG0000518	FEF31_RS03675	DR097_RS01415
OG0000519	FEF31_RS00440	DR097_RS01035
OG0000520	FEF31_RS00565	DR097_RS00910
OG0000521	FEF31_RS03535	DR097_RS00165
OG0000522	FEF31_RS03570	DR097_RS00130
OG0000523	FEF31_RS03035	DR097_RS00715
OG0000524	FEF31_RS02410	DR097_RS01530
OG0000525	FEF31_RS04585	DR097_RS04770
OG0000526	FEF31_RS01585	DR097_RS04225, DR097_RS04230
OG0000527	FEF31_RS01525	DR097_RS04395
OG0000528	FEF31_RS01760	DR097_RS04575
OG0000529	FEF31_RS01980	DR097_RS02735
OG0000530	FEF31_RS02080	DR097_RS02115
OG0000531	FEF31_RS01060	DR097_RS01630
OG0000532	FEF31_RS01290	DR097_RS03520
OG0000533	FEF31_RS00260	DR097_RS03360
OG0000534	FEF31_RS00045	DR097_RS00050
OG0000535	FEF31_RS04655	DR097_RS04745
OG0000536	FEF31_RS03215	DR097_RS03385
OG0000537	FEF31_RS00380	DR097_RS01095
OG0000538	FEF31_RS00780	DR097_RS00500
OG0000539	FEF31_RS03485	DR097_RS00220
OG0000540	FEF31_RS02380	DR097_RS01560
OG0000541	FEF31_RS02460	DR097_RS01485
