Orthogroup	MHP_UFV02_genes	MHP_MHP653_genes
OG0000114	FEF31_RS02075	DR096_RS03255
OG0000115	FEF31_RS02065	DR096_RS03245
OG0000116	FEF31_RS00955	DR096_RS01665
OG0000117	FEF31_RS00960	DR096_RS01660
OG0000118	FEF31_RS00995	DR096_RS01625
OG0000119	FEF31_RS01000	DR096_RS01620
OG0000120	FEF31_RS01020	DR096_RS01605
OG0000121	FEF31_RS01045	DR096_RS01580
OG0000122	FEF31_RS01050	DR096_RS01575
OG0000123	FEF31_RS01070	DR096_RS01555
OG0000124	FEF31_RS01075	DR096_RS01550
OG0000125	FEF31_RS01080	DR096_RS01545
OG0000126	FEF31_RS01090	DR096_RS01210
OG0000127	FEF31_RS01100	DR096_RS01220
OG0000128	FEF31_RS01115	DR096_RS01235
OG0000129	FEF31_RS01120	DR096_RS01240
OG0000130	FEF31_RS01130	DR096_RS01250
OG0000131	FEF31_RS01160	DR096_RS04595
OG0000132	FEF31_RS04430	DR096_RS04600
OG0000133	FEF31_RS00190	DR096_RS02600
OG0000134	FEF31_RS00195	DR096_RS02605
OG0000135	FEF31_RS00210	DR096_RS02620
OG0000136	FEF31_RS00215	DR096_RS02625
OG0000137	FEF31_RS00245	DR096_RS02665
OG0000138	FEF31_RS00280	DR096_RS03305
OG0000139	FEF31_RS00310	DR096_RS03275
OG0000140	FEF31_RS00315	DR096_RS03270
OG0000141	FEF31_RS02670	DR096_RS01055
OG0000142	FEF31_RS04555	DR096_RS04575
OG0000143	FEF31_RS02645	DR096_RS01085
OG0000144	FEF31_RS02635	DR096_RS01095
OG0000145	FEF31_RS02625	DR096_RS01105
OG0000146	FEF31_RS02615	DR096_RS01115
OG0000147	FEF31_RS02610	DR096_RS01120
OG0000148	FEF31_RS02595	DR096_RS01135
OG0000149	FEF31_RS02585	DR096_RS01145
OG0000150	FEF31_RS02570	DR096_RS01160
OG0000151	FEF31_RS02525	DR096_RS01530
OG0000152	FEF31_RS02520	DR096_RS01525
OG0000153	FEF31_RS02515	DR096_RS01520
OG0000154	FEF31_RS02505	DR096_RS01510
OG0000155	FEF31_RS02465	DR096_RS01470
OG0000156	FEF31_RS02455	DR096_RS01460
OG0000157	FEF31_RS04545	DR096_RS04635
OG0000158	FEF31_RS04540	DR096_RS04630
OG0000159	FEF31_RS02195	DR096_RS03005
OG0000160	FEF31_RS02190	DR096_RS03010
OG0000161	FEF31_RS02185	DR096_RS03015
OG0000162	FEF31_RS02175	DR096_RS03025
OG0000163	FEF31_RS02170	DR096_RS03030
OG0000164	FEF31_RS01270	DR096_RS01375
OG0000165	FEF31_RS01685	DR096_RS00480
OG0000166	FEF31_RS01705	DR096_RS00500
OG0000167	FEF31_RS01720	DR096_RS00515
OG0000168	FEF31_RS01725	DR096_RS00520
OG0000169	FEF31_RS03615	DR096_RS00775
OG0000170	FEF31_RS04785, FEF31_RS04795	DR096_RS00760
OG0000171	FEF31_RS03640	DR096_RS00750
OG0000172	FEF31_RS03645	DR096_RS00740
OG0000173	FEF31_RS03650	DR096_RS00735
OG0000174	FEF31_RS03655	DR096_RS00730
OG0000175	FEF31_RS03670	DR096_RS00715
OG0000176	FEF31_RS03715	DR096_RS00665
OG0000177	FEF31_RS03720	DR096_RS00660
OG0000178	FEF31_RS03725	DR096_RS00655
OG0000179	FEF31_RS03735	DR096_RS00645
OG0000180	FEF31_RS03740	DR096_RS00640
OG0000181	FEF31_RS04690	DR096_RS04745
OG0000182	FEF31_RS03795	DR096_RS03095
OG0000183	FEF31_RS03830	DR096_RS03060
OG0000184	FEF31_RS02980	DR096_RS03135
OG0000185	FEF31_RS02965	DR096_RS03120
OG0000186	FEF31_RS04435	DR096_RS04605
OG0000187	FEF31_RS01200	DR096_RS01320
OG0000188	FEF31_RS01210	DR096_RS01330
OG0000189	FEF31_RS04520	DR096_RS04750
OG0000190	FEF31_RS02035	DR096_RS03155
OG0000191	FEF31_RS02015	DR096_RS03175
OG0000192	FEF31_RS00875	DR096_RS02270
OG0000193	FEF31_RS00860	DR096_RS02285
OG0000194	FEF31_RS00345	DR096_RS02075
OG0000195	FEF31_RS00350	DR096_RS02080
OG0000196	FEF31_RS00370	DR096_RS02100
OG0000197	FEF31_RS00375	DR096_RS02105
OG0000198	FEF31_RS00390	DR096_RS02120
OG0000199	FEF31_RS00395	DR096_RS02125
OG0000200	FEF31_RS00410	DR096_RS02140
OG0000201	FEF31_RS00420	DR096_RS02150
OG0000202	FEF31_RS00475	DR096_RS02205
OG0000203	FEF31_RS00480	DR096_RS02215
OG0000204	FEF31_RS00485	DR096_RS04690
OG0000205	FEF31_RS00490	DR096_RS02315
OG0000206	FEF31_RS00510	DR096_RS02335
OG0000207	FEF31_RS00525	DR096_RS02350
OG0000208	FEF31_RS00530	DR096_RS02355
OG0000209	FEF31_RS00535	DR096_RS02360
OG0000210	FEF31_RS00580	DR096_RS02405
OG0000211	FEF31_RS00590	DR096_RS02680
OG0000212	FEF31_RS00600	DR096_RS02690
OG0000213	FEF31_RS00605	DR096_RS02695
OG0000214	FEF31_RS00610	DR096_RS02700
OG0000215	FEF31_RS00615	DR096_RS02705
OG0000216	FEF31_RS00620	DR096_RS02710
OG0000217	FEF31_RS00625	DR096_RS02715
OG0000218	FEF31_RS00635	DR096_RS02725
OG0000219	FEF31_RS00640	DR096_RS02730
OG0000220	FEF31_RS00645	DR096_RS02735
OG0000221	FEF31_RS00650	DR096_RS02740
OG0000222	FEF31_RS00655	DR096_RS02745
OG0000223	FEF31_RS00660	DR096_RS02750
OG0000224	FEF31_RS00670	DR096_RS02760
OG0000225	FEF31_RS00680	DR096_RS02770
OG0000226	FEF31_RS00685	DR096_RS02775
OG0000227	FEF31_RS00690	DR096_RS02780
OG0000228	FEF31_RS04770	DR096_RS04885
OG0000229	FEF31_RS00700	DR096_RS02790
OG0000230	FEF31_RS00705	DR096_RS02795
OG0000231	FEF31_RS00715	DR096_RS02805
OG0000232	FEF31_RS00725	DR096_RS02815
OG0000233	FEF31_RS00750	DR096_RS01885
OG0000234	FEF31_RS00785	DR096_RS01920
OG0000235	FEF31_RS00795	DR096_RS01930
OG0000236	FEF31_RS00800	DR096_RS01935
OG0000237	FEF31_RS00805	DR096_RS01940
OG0000238	FEF31_RS00810	DR096_RS01950
OG0000239	FEF31_RS02680	DR096_RS00850
OG0000240	FEF31_RS02685	DR096_RS00845
OG0000241	FEF31_RS02695	DR096_RS00835
OG0000242	FEF31_RS02700	DR096_RS00830
OG0000243	FEF31_RS02705	DR096_RS00825
OG0000244	FEF31_RS02715	DR096_RS00815
OG0000245	FEF31_RS02720	DR096_RS00805
OG0000246	FEF31_RS03410	DR096_RS02525
OG0000247	FEF31_RS03420	DR096_RS00365
OG0000248	FEF31_RS03430	DR096_RS00355
OG0000249	FEF31_RS03435	DR096_RS00350
OG0000250	FEF31_RS03450	DR096_RS00335
OG0000251	FEF31_RS03480	DR096_RS00300
OG0000252	FEF31_RS03490	DR096_RS00290
OG0000253	FEF31_RS03495	DR096_RS00285
OG0000254	FEF31_RS03505	DR096_RS00275
OG0000255	FEF31_RS03510	DR096_RS00265
OG0000256	FEF31_RS03515	DR096_RS00260
OG0000257	FEF31_RS03540	DR096_RS00235
OG0000258	FEF31_RS03550	DR096_RS00225
OG0000259	FEF31_RS03580	DR096_RS00195
OG0000260	FEF31_RS03590	DR096_RS00185
OG0000261	FEF31_RS04680	DR096_RS04485
OG0000262	FEF31_RS00010	DR096_RS00160
OG0000263	FEF31_RS00025	DR096_RS00145
OG0000264	FEF31_RS00040	DR096_RS00130
OG0000265	FEF31_RS00050	DR096_RS00120
OG0000266	FEF31_RS00065	DR096_RS00105
OG0000267	FEF31_RS00080	DR096_RS00090
OG0000268	FEF31_RS00085	DR096_RS00085
OG0000269	FEF31_RS00100	DR096_RS00070
OG0000270	FEF31_RS04635	DR096_RS04570
OG0000271	FEF31_RS03160	DR096_RS01000
OG0000272	FEF31_RS03155	DR096_RS00995
OG0000273	FEF31_RS03150	DR096_RS00990
OG0000274	FEF31_RS03130	DR096_RS00970
OG0000275	FEF31_RS04625	DR096_RS04560
OG0000276	FEF31_RS03120	DR096_RS00960
OG0000277	FEF31_RS03110	DR096_RS00950
OG0000278	FEF31_RS03105	DR096_RS00945
OG0000279	FEF31_RS03095	DR096_RS00935
OG0000280	FEF31_RS03090	DR096_RS00930
OG0000281	FEF31_RS03085	DR096_RS00925
OG0000282	FEF31_RS04615	DR096_RS04550
OG0000283	FEF31_RS03055	DR096_RS00895
OG0000284	FEF31_RS03050	DR096_RS00890
OG0000285	FEF31_RS04610	DR096_RS04545
OG0000286	FEF31_RS02155	DR096_RS03490
OG0000287	FEF31_RS02260	DR096_RS02920
OG0000288	FEF31_RS02270	DR096_RS02930
OG0000289	FEF31_RS02275	DR096_RS02935
OG0000290	FEF31_RS02385	DR096_RS02450
OG0000291	FEF31_RS02375	DR096_RS02460
OG0000292	FEF31_RS02370	DR096_RS02465
OG0000293	FEF31_RS02365	DR096_RS02470
OG0000294	FEF31_RS02355	DR096_RS02480
OG0000295	FEF31_RS02350	DR096_RS02485
OG0000296	FEF31_RS02310	DR096_RS02970
OG0000297	FEF31_RS02305	DR096_RS02965
OG0000298	FEF31_RS03445	DR096_RS00340
OG0000299	FEF31_RS03465	DR096_RS00315
OG0000300	FEF31_RS00035	DR096_RS00135
OG0000301	FEF31_RS00070	DR096_RS00100
OG0000302	FEF31_RS00075	DR096_RS00095
OG0000303	FEF31_RS00220	DR096_RS02630
OG0000304	FEF31_RS00730	DR096_RS02820
OG0000305	FEF31_RS02620	DR096_RS01110
OG0000306	FEF31_RS02545	DR096_RS01185
OG0000307	FEF31_RS02510	DR096_RS01515
OG0000308	FEF31_RS02405	DR096_RS02430
OG0000309	FEF31_RS02340	DR096_RS02495
OG0000310	FEF31_RS02265	DR096_RS02925
OG0000311	FEF31_RS02215	DR096_RS02985
OG0000312	FEF31_RS02200	DR096_RS03000
OG0000313	FEF31_RS01260	DR096_RS01365
OG0000314	FEF31_RS01700	DR096_RS00495
OG0000315	FEF31_RS01730	DR096_RS00525
OG0000316	FEF31_RS01740	DR096_RS00535
OG0000317	FEF31_RS01835	DR096_RS00625
OG0000318	FEF31_RS04480	DR096_RS04510
OG0000319	FEF31_RS01970	DR096_RS02875
OG0000320	FEF31_RS02095	DR096_RS01700
OG0000321	FEF31_RS00990	DR096_RS01630
OG0000322	FEF31_RS01040	DR096_RS01585
OG0000323	FEF31_RS01170	DR096_RS01290
OG0000324	FEF31_RS02010	DR096_RS03180
OG0000325	FEF31_RS00355	DR096_RS02085
OG0000326	FEF31_RS00450	DR096_RS02180
OG0000327	FEF31_RS00455	DR096_RS02185
OG0000328	FEF31_RS00540	DR096_RS02365
OG0000329	FEF31_RS00560	DR096_RS02385
OG0000330	FEF31_RS00760	DR096_RS01895
OG0000331	FEF31_RS02710	DR096_RS00820
OG0000332	FEF31_RS03680	DR096_RS00705
OG0000333	FEF31_RS03690	DR096_RS00695
OG0000334	FEF31_RS03790	DR096_RS03100
OG0000335	FEF31_RS03800	DR096_RS04740
OG0000336	FEF31_RS04620	DR096_RS04555
OG0000337	FEF31_RS03240	DR096_RS01765
OG0000338	FEF31_RS03280	DR096_RS01805
OG0000339	FEF31_RS02070	DR096_RS03250
OG0000340	FEF31_RS00970	DR096_RS01650
OG0000341	FEF31_RS02030	DR096_RS03160
OG0000342	FEF31_RS00385	DR096_RS02115
OG0000343	FEF31_RS03700	DR096_RS00685
OG0000344	FEF31_RS00235	DR096_RS02645
OG0000345	FEF31_RS00675	DR096_RS02765
OG0000346	FEF31_RS03080	DR096_RS04835
OG0000347	FEF31_RS01065	DR096_RS01560
OG0000348	FEF31_RS00460	DR096_RS02190
OG0000349	FEF31_RS04630	DR096_RS04565
OG0000350	FEF31_RS02500	DR096_RS01505
OG0000351	FEF31_RS00155	DR096_RS00010
OG0000352	FEF31_RS01680	DR096_RS00475
OG0000353	FEF31_RS01035	DR096_RS01590
OG0000354	FEF31_RS00295	DR096_RS03290
OG0000355	FEF31_RS04470	DR096_RS04500
OG0000356	FEF31_RS04475	DR096_RS04505
OG0000357	FEF31_RS04685	DR096_RS04530
OG0000358	FEF31_RS03665	DR096_RS00720
OG0000359	FEF31_RS04380	DR096_RS04670
OG0000360	FEF31_RS03545	DR096_RS00230
OG0000361	FEF31_RS03575	DR096_RS00200
OG0000362	FEF31_RS02285	DR096_RS02945
OG0000363	FEF31_RS01105	DR096_RS01225
OG0000365	FEF31_RS01785	DR096_RS00575
OG0000366	FEF31_RS01805	DR096_RS00595
OG0000367	FEF31_RS01815	DR096_RS00605
OG0000368	FEF31_RS03345	DR096_RS01870
OG0000369	FEF31_RS04650	DR096_RS04650
OG0000370	FEF31_RS03305	DR096_RS01830
OG0000371	FEF31_RS03300	DR096_RS01825
OG0000372	FEF31_RS03295	DR096_RS01820
OG0000373	FEF31_RS03270	DR096_RS01795
OG0000374	FEF31_RS03260	DR096_RS01785
OG0000375	FEF31_RS01965	DR096_RS02880
OG0000376	FEF31_RS02110	DR096_RS01715
OG0000377	FEF31_RS02100	DR096_RS01705
OG0000378	FEF31_RS00950	DR096_RS01670
OG0000379	FEF31_RS01030	DR096_RS01595
OG0000380	FEF31_RS01055	DR096_RS01570
OG0000381	FEF31_RS01095	DR096_RS01215
OG0000382	FEF31_RS01125	DR096_RS01245
OG0000383	FEF31_RS01165	DR096_RS01285
OG0000384	FEF31_RS00175	DR096_RS03380
OG0000385	FEF31_RS00180	DR096_RS03375
OG0000386	FEF31_RS00200	DR096_RS02610
OG0000387	FEF31_RS00225	DR096_RS02635
OG0000388	FEF31_RS04370	DR096_RS04725
OG0000389	FEF31_RS00275	DR096_RS03310
OG0000390	FEF31_RS02640	DR096_RS01090
OG0000391	FEF31_RS02630	DR096_RS01100
OG0000392	FEF31_RS02605	DR096_RS01125
OG0000393	FEF31_RS04550	DR096_RS04585
OG0000394	FEF31_RS02475	DR096_RS01480
OG0000395	FEF31_RS02470	DR096_RS01475
OG0000396	FEF31_RS02160	DR096_RS03045
OG0000397	FEF31_RS01665	DR096_RS00460
OG0000398	FEF31_RS01670	DR096_RS00465
OG0000399	FEF31_RS01715	DR096_RS00510
OG0000400	FEF31_RS03625	DR096_RS00765
OG0000401	FEF31_RS03685	DR096_RS00700
OG0000402	FEF31_RS03695	DR096_RS00690
OG0000403	FEF31_RS03705	DR096_RS00680
OG0000404	FEF31_RS03730	DR096_RS00650
OG0000405	FEF31_RS04800	DR096_RS00635
OG0000406	FEF31_RS03805	DR096_RS03085
OG0000407	FEF31_RS04695	DR096_RS04735
OG0000408	FEF31_RS03815	DR096_RS03075
OG0000409	FEF31_RS03820	DR096_RS03070
OG0000410	FEF31_RS02985	DR096_RS03140
OG0000411	FEF31_RS02975	DR096_RS03130
OG0000412	FEF31_RS02970	DR096_RS03125
OG0000413	FEF31_RS01180	DR096_RS01300
OG0000414	FEF31_RS01190	DR096_RS01310
OG0000415	FEF31_RS01195	DR096_RS01315
OG0000416	FEF31_RS01205	DR096_RS01325
OG0000417	FEF31_RS02025	DR096_RS03165
OG0000418	FEF31_RS02020	DR096_RS03170
OG0000419	FEF31_RS00365	DR096_RS02095
OG0000420	FEF31_RS00400	DR096_RS02130
OG0000421	FEF31_RS00435	DR096_RS02165
OG0000422	FEF31_RS00445	DR096_RS02175
OG0000423	FEF31_RS00500	DR096_RS02325
OG0000424	FEF31_RS00505	DR096_RS02330
OG0000425	FEF31_RS00515	DR096_RS02340
OG0000426	FEF31_RS04385	DR096_RS04695
OG0000427	FEF31_RS04390	DR096_RS04700
OG0000428	FEF31_RS00570	DR096_RS02395
OG0000429	FEF31_RS00665	DR096_RS02755
OG0000430	FEF31_RS00710	DR096_RS02800
OG0000431	FEF31_RS00720	DR096_RS02810
OG0000432	FEF31_RS00755	DR096_RS01890
OG0000433	FEF31_RS00770	DR096_RS01905
OG0000434	FEF31_RS00775	DR096_RS01910
OG0000435	FEF31_RS00790	DR096_RS01925
OG0000436	FEF31_RS00815	DR096_RS01955
OG0000437	FEF31_RS00825	DR096_RS01965
OG0000438	FEF31_RS00830	DR096_RS01970
OG0000439	FEF31_RS04400	DR096_RS01975
OG0000440	FEF31_RS02690	DR096_RS00840
OG0000441	FEF31_RS02725	DR096_RS00800
OG0000442	FEF31_RS03415	DR096_RS02520
OG0000443	FEF31_RS03460	DR096_RS00320
OG0000444	FEF31_RS03475	DR096_RS00305
OG0000445	FEF31_RS03500	DR096_RS00280
OG0000446	FEF31_RS03525	DR096_RS00250
OG0000447	FEF31_RS03530	DR096_RS00245
OG0000448	FEF31_RS03560	DR096_RS00215
OG0000449	FEF31_RS03585	DR096_RS00190
OG0000450	FEF31_RS03595	DR096_RS00180
OG0000451	FEF31_RS00030	DR096_RS00140
OG0000452	FEF31_RS00055	DR096_RS03845
OG0000453	FEF31_RS00090	DR096_RS00080
OG0000455	FEF31_RS03185	DR096_RS01025
OG0000456	FEF31_RS03065	DR096_RS00905
OG0000457	FEF31_RS03040	DR096_RS00880
OG0000458	FEF31_RS02255	DR096_RS02915
OG0000459	FEF31_RS02280	DR096_RS02940
OG0000460	FEF31_RS02290	DR096_RS02950
OG0000461	FEF31_RS02335	DR096_RS02500
OG0000462	FEF31_RS02330	DR096_RS02505
OG0000463	FEF31_RS02325	DR096_RS02510
OG0000464	FEF31_RS02320	DR096_RS02980
OG0000465	FEF31_RS02315	DR096_RS02975
OG0000466	FEF31_RS00060	DR096_RS00110
OG0000467	FEF31_RS04530	DR096_RS04620
OG0000468	FEF31_RS01710	DR096_RS00505
OG0000469	FEF31_RS01770	DR096_RS00565
OG0000470	FEF31_RS00495	DR096_RS03815
OG0000471	FEF31_RS00575	DR096_RS02400
OG0000472	FEF31_RS02995	DR096_RS03190
OG0000473	FEF31_RS03170	DR096_RS01010
OG0000474	FEF31_RS03175	DR096_RS01015
OG0000475	FEF31_RS03180	DR096_RS01020
OG0000476	FEF31_RS01215	DR096_RS01335
OG0000477	FEF31_RS02360	DR096_RS02475
OG0000478	FEF31_RS03115	DR096_RS00955
OG0000479	FEF31_RS00985	DR096_RS01635
OG0000480	FEF31_RS01775	DR096_RS03790
OG0000481	FEF31_RS00470	DR096_RS02200
OG0000482	FEF31_RS00865	DR096_RS02280
OG0000483	FEF31_RS01820	DR096_RS00610
OG0000484	FEF31_RS04675	DR096_RS04490
OG0000485	FEF31_RS00820	DR096_RS01960
OG0000486	FEF31_RS02045	DR096_RS03145
OG0000487	FEF31_RS04485	DR096_RS04515
OG0000488	FEF31_RS01790	DR096_RS00580
OG0000489	FEF31_RS03335	DR096_RS01860
OG0000490	FEF31_RS03275	DR096_RS01800
OG0000491	FEF31_RS01005	DR096_RS01615
OG0000492	FEF31_RS01085	DR096_RS01540
OG0000493	FEF31_RS00240	DR096_RS02650
OG0000494	FEF31_RS00300	DR096_RS03285
OG0000495	FEF31_RS02575	DR096_RS01155
OG0000496	FEF31_RS02565	DR096_RS01165
OG0000497	FEF31_RS02560	DR096_RS01170
OG0000498	FEF31_RS02480	DR096_RS01485
OG0000499	FEF31_RS02445	DR096_RS01450
OG0000500	FEF31_RS01675	DR096_RS00470
OG0000502	FEF31_RS00855	DR096_RS02290
OG0000503	FEF31_RS00415	DR096_RS02145
OG0000504	FEF31_RS00550	DR096_RS02375
OG0000505	FEF31_RS00585	DR096_RS02675
OG0000506	FEF31_RS00595	DR096_RS02685
OG0000507	FEF31_RS00630	DR096_RS02720
OG0000508	FEF31_RS03520	DR096_RS00255
OG0000509	FEF31_RS03555	DR096_RS00220
OG0000510	FEF31_RS03565	DR096_RS00210
OG0000511	FEF31_RS00095	DR096_RS00075
OG0000512	FEF31_RS02295	DR096_RS02955
OG0000513	FEF31_RS03100	DR096_RS00940
OG0000514	FEF31_RS02600	DR096_RS01130
OG0000516	FEF31_RS04490	DR096_RS04520
OG0000517	FEF31_RS03350	DR096_RS01880
OG0000518	FEF31_RS03675	DR096_RS00710
OG0000519	FEF31_RS00440	DR096_RS02170
OG0000520	FEF31_RS00565	DR096_RS02390
OG0000521	FEF31_RS03535	DR096_RS00240
OG0000522	FEF31_RS03570	DR096_RS00205
OG0000523	FEF31_RS03035	DR096_RS00875
OG0000524	FEF31_RS02410	DR096_RS01420
OG0000525	FEF31_RS04585	DR096_RS04760
OG0000526	FEF31_RS01585	DR096_RS03880
OG0000527	FEF31_RS01525	DR096_RS03455
OG0000528	FEF31_RS01760	DR096_RS00555
OG0000529	FEF31_RS01980	DR096_RS02865
OG0000530	FEF31_RS02080	DR096_RS03260
OG0000531	FEF31_RS01060	DR096_RS01565
OG0000532	FEF31_RS01290	DR096_RS01395
OG0000533	FEF31_RS00260	DR096_RS03320
OG0000534	FEF31_RS00045	DR096_RS00125
OG0000535	FEF31_RS04655	DR096_RS04655
OG0000537	FEF31_RS00380	DR096_RS02110
OG0000538	FEF31_RS00780	DR096_RS01915
OG0000539	FEF31_RS03485	DR096_RS00295
OG0000540	FEF31_RS02380	DR096_RS02455
OG0000541	FEF31_RS02460	DR096_RS01465
OG0000542	FEF31_RS00015	DR096_RS00155
OG0000544	FEF31_RS04410	DR096_RS04680
OG0000545	FEF31_RS01575, FEF31_RS01570	DR096_RS03395
