Orthogroup	MHP_11_genes	MHP_TB1_genes
OG0000020	B5C39_RS00740	B5M19_RS02010
OG0000021	B5C39_RS03275	B5M19_RS00590
OG0000022	B5C39_RS03170	B5M19_RS02040
OG0000022	B5C39_RS03225	B5M19_RS02090
OG0000024	B5C39_RS03015	B5M19_RS02500
OG0000024	B5C39_RS01625	B5M19_RS04395
OG0000025	B5C39_RS03175	B5M19_RS04315
OG0000025	B5C39_RS03220	B5M19_RS02085
OG0000026	B5C39_RS01535	B5M19_RS01210
OG0000026	B5C39_RS03200	B5M19_RS02065
OG0000027	B5C39_RS00530	B5M19_RS00565
OG0000027	B5C39_RS00545	B5M19_RS00550
OG0000028	B5C39_RS02695	B5M19_RS02470, B5M19_RS02460, B5M19_RS02465, B5M19_RS04380
OG0000029	B5C39_RS01825	B5M19_RS03200
OG0000029	B5C39_RS02285	B5M19_RS04520, B5M19_RS03510
OG0000030	B5C39_RS00520	B5M19_RS00570
OG0000030	B5C39_RS00540	B5M19_RS00555
OG0000031	B5C39_RS01325	B5M19_RS04360
OG0000031	B5C39_RS03115	B5M19_RS03305
OG0000032	B5C39_RS03770	B5M19_RS00560
OG0000033	B5C39_RS02690	B5M19_RS04375, B5M19_RS02455
OG0000035	B5C39_RS00395	B5M19_RS01610
OG0000035	B5C39_RS00375	B5M19_RS04235
OG0000036	B5C39_RS00930, B5C39_RS00945	B5M19_RS00040
OG0000039	B5C39_RS03875, B5C39_RS03130	B5M19_RS03320
OG0000040	B5C39_RS00465	B5M19_RS02985
OG0000042	B5C39_RS00160	B5M19_RS01320
OG0000043	B5C39_RS03420	B5M19_RS02270
OG0000044	B5C39_RS03305	B5M19_RS00620
OG0000045	B5C39_RS03140	B5M19_RS03325
OG0000047	B5C39_RS03620	B5M19_RS04440
OG0000047	B5C39_RS00010	B5M19_RS03245
OG0000048	B5C39_RS03615	B5M19_RS03695
OG0000049	B5C39_RS00240	B5M19_RS01455
OG0000050	B5C39_RS02725	B5M19_RS02825
OG0000051	B5C39_RS02930	B5M19_RS04110
OG0000052	B5C39_RS00890	B5M19_RS00005
OG0000053	B5C39_RS01450	B5M19_RS01120
OG0000054	B5C39_RS02750	B5M19_RS02800
OG0000055	B5C39_RS00950	B5M19_RS00045
OG0000056	B5C39_RS00720	B5M19_RS00375
OG0000057	B5C39_RS00145	B5M19_RS01340
OG0000058	B5C39_RS01330	B5M19_RS02905
OG0000060	B5C39_RS03815	B5M19_RS04370
OG0000061	B5C39_RS03095	B5M19_RS03265
OG0000062	B5C39_RS00780	B5M19_RS01970
OG0000063	B5C39_RS00775	B5M19_RS01975
OG0000064	B5C39_RS00765	B5M19_RS01990
OG0000065	B5C39_RS02530	B5M19_RS02925
OG0000066	B5C39_RS01545	B5M19_RS01220
OG0000067	B5C39_RS02370	B5M19_RS02375
OG0000068	B5C39_RS02250	B5M19_RS04480
OG0000069	B5C39_RS00035	B5M19_RS03520
OG0000070	B5C39_RS02755	B5M19_RS02795
OG0000071	B5C39_RS00455	B5M19_RS02995
OG0000072	B5C39_RS00460	B5M19_RS02990
OG0000073	B5C39_RS02200	B5M19_RS01840
OG0000074	B5C39_RS02005	B5M19_RS01645
OG0000075	B5C39_RS01170	B5M19_RS00265
OG0000076	B5C39_RS01185	B5M19_RS00280
OG0000077	B5C39_RS02455	B5M19_RS03440
OG0000078	B5C39_RS03190	B5M19_RS02055
OG0000079	B5C39_RS02835	B5M19_RS01010
OG0000080	B5C39_RS03700	B5M19_RS03900
OG0000081	B5C39_RS01165	B5M19_RS00260
OG0000082	B5C39_RS02680	B5M19_RS04420, B5M19_RS04415
OG0000083	B5C39_RS03525	B5M19_RS00845
OG0000084	B5C39_RS03550	B5M19_RS02760
OG0000085	B5C39_RS03555	B5M19_RS02755
OG0000086	B5C39_RS03565	B5M19_RS02745
OG0000087	B5C39_RS03580	B5M19_RS02730
OG0000088	B5C39_RS03585	B5M19_RS02725
OG0000089	B5C39_RS03595	B5M19_RS03690
OG0000090	B5C39_RS00885	B5M19_RS03775
OG0000091	B5C39_RS00870	B5M19_RS04280
OG0000092	B5C39_RS00855	B5M19_RS01895
OG0000093	B5C39_RS00850	B5M19_RS01900
OG0000094	B5C39_RS00845	B5M19_RS01905
OG0000095	B5C39_RS00820	B5M19_RS04290
OG0000096	B5C39_RS00815	B5M19_RS01935
OG0000097	B5C39_RS00795	B5M19_RS01955
OG0000098	B5C39_RS00785	B5M19_RS04295
OG0000099	B5C39_RS00725	B5M19_RS00370
OG0000100	B5C39_RS00710	B5M19_RS00385
OG0000101	B5C39_RS00705	B5M19_RS00390
OG0000102	B5C39_RS03215	B5M19_RS02080
OG0000103	B5C39_RS02495	B5M19_RS02960
OG0000104	B5C39_RS02500	B5M19_RS04460
OG0000105	B5C39_RS02515	B5M19_RS02940
OG0000106	B5C39_RS02525	B5M19_RS02930
OG0000107	B5C39_RS02535	B5M19_RS04455
OG0000108	B5C39_RS02540	B5M19_RS04620
OG0000109	B5C39_RS02545	B5M19_RS02910
OG0000110	B5C39_RS02670	B5M19_RS02660
OG0000111	B5C39_RS02665	B5M19_RS02665
OG0000112	B5C39_RS02655	B5M19_RS02675
OG0000113	B5C39_RS02635	B5M19_RS02700
OG0000114	B5C39_RS02625	B5M19_RS02710
OG0000115	B5C39_RS02610	B5M19_RS03610
OG0000116	B5C39_RS01600	B5M19_RS02580
OG0000117	B5C39_RS01595	B5M19_RS02575
OG0000118	B5C39_RS01560	B5M19_RS01235
OG0000119	B5C39_RS01555	B5M19_RS01230
OG0000120	B5C39_RS01540	B5M19_RS01215
OG0000121	B5C39_RS01515	B5M19_RS01190
OG0000122	B5C39_RS01510	B5M19_RS01185
OG0000123	B5C39_RS01490	B5M19_RS01165
OG0000124	B5C39_RS01485	B5M19_RS01160
OG0000125	B5C39_RS01480	B5M19_RS01155
OG0000126	B5C39_RS01470	B5M19_RS01145
OG0000127	B5C39_RS01460	B5M19_RS01135
OG0000128	B5C39_RS01445	B5M19_RS01115
OG0000129	B5C39_RS01440	B5M19_RS01110
OG0000130	B5C39_RS01430	B5M19_RS01100
OG0000131	B5C39_RS01400	B5M19_RS01075
OG0000132	B5C39_RS01385	B5M19_RS01060
OG0000133	B5C39_RS02365	B5M19_RS02380
OG0000134	B5C39_RS02360	B5M19_RS02385
OG0000135	B5C39_RS02345	B5M19_RS02400
OG0000136	B5C39_RS02340	B5M19_RS02405
OG0000137	B5C39_RS02310	B5M19_RS02445
OG0000138	B5C39_RS02275	B5M19_RS03090
OG0000139	B5C39_RS02245	B5M19_RS03070
OG0000140	B5C39_RS02240	B5M19_RS03065
OG0000141	B5C39_RS00155	B5M19_RS01330
OG0000142	B5C39_RS00150	B5M19_RS01335
OG0000143	B5C39_RS00125	B5M19_RS01360
OG0000144	B5C39_RS00115	B5M19_RS01370
OG0000145	B5C39_RS00105	B5M19_RS01380
OG0000146	B5C39_RS00095	B5M19_RS01390
OG0000147	B5C39_RS00090	B5M19_RS01395
OG0000148	B5C39_RS00075	B5M19_RS01410
OG0000149	B5C39_RS00065	B5M19_RS01420
OG0000150	B5C39_RS00050	B5M19_RS04180
OG0000151	B5C39_RS03055	B5M19_RS02540
OG0000152	B5C39_RS03050	B5M19_RS02535
OG0000153	B5C39_RS03045	B5M19_RS02530
OG0000154	B5C39_RS03035	B5M19_RS02520
OG0000155	B5C39_RS02995	B5M19_RS02480
OG0000156	B5C39_RS02985	B5M19_RS00860
OG0000157	B5C39_RS02980	B5M19_RS00865
OG0000158	B5C39_RS03905	B5M19_RS04580
OG0000159	B5C39_RS03950	B5M19_RS02810
OG0000160	B5C39_RS02735	B5M19_RS02815
OG0000161	B5C39_RS02730	B5M19_RS02820
OG0000162	B5C39_RS02720	B5M19_RS02830
OG0000163	B5C39_RS02715	B5M19_RS02835
OG0000164	B5C39_RS03120	B5M19_RS04495
OG0000165	B5C39_RS03445	B5M19_RS00760
OG0000166	B5C39_RS03465	B5M19_RS00785
OG0000167	B5C39_RS03480	B5M19_RS00800
OG0000168	B5C39_RS03485	B5M19_RS00805
OG0000169	B5C39_RS00235	B5M19_RS01450
OG0000170	B5C39_RS00250	B5M19_RS01465
OG0000171	B5C39_RS00260	B5M19_RS01475
OG0000172	B5C39_RS00265	B5M19_RS01480
OG0000173	B5C39_RS00270	B5M19_RS01490
OG0000174	B5C39_RS00275	B5M19_RS01495
OG0000175	B5C39_RS00290	B5M19_RS01510
OG0000176	B5C39_RS00340	B5M19_RS01560
OG0000177	B5C39_RS00345	B5M19_RS01565
OG0000178	B5C39_RS00350	B5M19_RS04200
OG0000179	B5C39_RS00360	B5M19_RS01580
OG0000180	B5C39_RS00365	B5M19_RS01585
OG0000181	B5C39_RS00405	B5M19_RS03045
OG0000182	B5C39_RS00415	B5M19_RS03035
OG0000183	B5C39_RS00450	B5M19_RS03000
OG0000184	B5C39_RS00495	B5M19_RS03105
OG0000185	B5C39_RS00480	B5M19_RS03120
OG0000186	B5C39_RS01375	B5M19_RS03550
OG0000187	B5C39_RS01360	B5M19_RS03535
OG0000188	B5C39_RS01350	B5M19_RS03525
OG0000189	B5C39_RS02580	B5M19_RS03210
OG0000190	B5C39_RS02575	B5M19_RS03215
OG0000191	B5C39_RS02555	B5M19_RS03235
OG0000192	B5C39_RS01685	B5M19_RS03675
OG0000193	B5C39_RS01695	B5M19_RS02360
OG0000194	B5C39_RS02215	B5M19_RS01855
OG0000195	B5C39_RS02210	B5M19_RS01850
OG0000196	B5C39_RS02190	B5M19_RS01830
OG0000197	B5C39_RS02185	B5M19_RS01825
OG0000198	B5C39_RS02170	B5M19_RS01810
OG0000199	B5C39_RS02165	B5M19_RS01805
OG0000200	B5C39_RS02150	B5M19_RS01790
OG0000201	B5C39_RS02140	B5M19_RS01780
OG0000202	B5C39_RS02085	B5M19_RS01725
OG0000203	B5C39_RS02080	B5M19_RS01720
OG0000204	B5C39_RS02075	B5M19_RS01715
OG0000205	B5C39_RS02070	B5M19_RS01710
OG0000206	B5C39_RS02050	B5M19_RS01690
OG0000207	B5C39_RS02035	B5M19_RS01675
OG0000208	B5C39_RS02030	B5M19_RS01670
OG0000209	B5C39_RS02025	B5M19_RS01665
OG0000210	B5C39_RS01980	B5M19_RS01620
OG0000211	B5C39_RS01970	B5M19_RS03415
OG0000212	B5C39_RS01960	B5M19_RS03405
OG0000213	B5C39_RS01955	B5M19_RS03400
OG0000214	B5C39_RS01950	B5M19_RS03395
OG0000215	B5C39_RS01945	B5M19_RS03390
OG0000216	B5C39_RS01940	B5M19_RS03385
OG0000217	B5C39_RS01935	B5M19_RS03380
OG0000218	B5C39_RS01925	B5M19_RS03370
OG0000219	B5C39_RS01920	B5M19_RS03365
OG0000220	B5C39_RS01915	B5M19_RS03360
OG0000221	B5C39_RS01910	B5M19_RS03355
OG0000222	B5C39_RS01905	B5M19_RS03350
OG0000223	B5C39_RS01900	B5M19_RS03345
OG0000224	B5C39_RS01890	B5M19_RS03130
OG0000225	B5C39_RS01880	B5M19_RS03140
OG0000226	B5C39_RS01875	B5M19_RS03145
OG0000227	B5C39_RS01870	B5M19_RS03150
OG0000228	B5C39_RS03945	B5M19_RS04630
OG0000229	B5C39_RS01860	B5M19_RS03160
OG0000230	B5C39_RS01855	B5M19_RS03165
OG0000231	B5C39_RS01845	B5M19_RS03175
OG0000232	B5C39_RS01835	B5M19_RS03185
OG0000233	B5C39_RS01815	B5M19_RS02225
OG0000234	B5C39_RS01780	B5M19_RS04335
OG0000235	B5C39_RS01770	B5M19_RS02175
OG0000236	B5C39_RS01765	B5M19_RS02170
OG0000237	B5C39_RS01760	B5M19_RS02165
OG0000238	B5C39_RS01750	B5M19_RS02155
OG0000239	B5C39_RS00165	B5M19_RS01315
OG0000240	B5C39_RS00170	B5M19_RS01310
OG0000241	B5C39_RS00180	B5M19_RS01300
OG0000242	B5C39_RS00185	B5M19_RS04160
OG0000243	B5C39_RS00190	B5M19_RS01290
OG0000244	B5C39_RS00200	B5M19_RS01280
OG0000245	B5C39_RS00210	B5M19_RS01270
OG0000246	B5C39_RS00955	B5M19_RS00050
OG0000247	B5C39_RS00965	B5M19_RS00060
OG0000248	B5C39_RS00975	B5M19_RS00070
OG0000249	B5C39_RS00980	B5M19_RS00075
OG0000250	B5C39_RS00995	B5M19_RS03880
OG0000251	B5C39_RS01030	B5M19_RS00125
OG0000252	B5C39_RS01040	B5M19_RS00135
OG0000253	B5C39_RS01045	B5M19_RS00140
OG0000254	B5C39_RS01055	B5M19_RS00150
OG0000255	B5C39_RS01065	B5M19_RS00160
OG0000256	B5C39_RS01070	B5M19_RS00165
OG0000257	B5C39_RS01095	B5M19_RS00190
OG0000258	B5C39_RS01105	B5M19_RS04020
OG0000259	B5C39_RS01135	B5M19_RS00230
OG0000260	B5C39_RS01145	B5M19_RS00240
OG0000261	B5C39_RS01155	B5M19_RS00250
OG0000262	B5C39_RS01175	B5M19_RS00270
OG0000263	B5C39_RS01190	B5M19_RS00285
OG0000264	B5C39_RS01205	B5M19_RS04030
OG0000265	B5C39_RS01215	B5M19_RS00315
OG0000266	B5C39_RS01235	B5M19_RS00335
OG0000267	B5C39_RS01250	B5M19_RS04035
OG0000268	B5C39_RS02480	B5M19_RS00355
OG0000269	B5C39_RS02465	B5M19_RS03680
OG0000270	B5C39_RS00680	B5M19_RS00415
OG0000271	B5C39_RS00675	B5M19_RS00420
OG0000272	B5C39_RS00670	B5M19_RS00425
OG0000273	B5C39_RS00665	B5M19_RS00430
OG0000274	B5C39_RS00645	B5M19_RS00450
OG0000275	B5C39_RS00640	B5M19_RS00455
OG0000276	B5C39_RS00635	B5M19_RS00460
OG0000277	B5C39_RS00625	B5M19_RS00470
OG0000278	B5C39_RS00620	B5M19_RS00475
OG0000279	B5C39_RS00610	B5M19_RS00485
OG0000280	B5C39_RS00605	B5M19_RS00490
OG0000281	B5C39_RS00600	B5M19_RS00495
OG0000282	B5C39_RS00575	B5M19_RS00520
OG0000283	B5C39_RS00570	B5M19_RS00525
OG0000284	B5C39_RS00565	B5M19_RS00530
OG0000285	B5C39_RS00560	B5M19_RS00535
OG0000286	B5C39_RS02700	B5M19_RS02850
OG0000287	B5C39_RS02795	B5M19_RS01050
OG0000288	B5C39_RS02805	B5M19_RS01040
OG0000289	B5C39_RS02810	B5M19_RS01035
OG0000290	B5C39_RS02920	B5M19_RS04120
OG0000291	B5C39_RS02910	B5M19_RS00935
OG0000292	B5C39_RS02905	B5M19_RS00940
OG0000293	B5C39_RS02900	B5M19_RS00945
OG0000294	B5C39_RS02890	B5M19_RS00955
OG0000295	B5C39_RS02885	B5M19_RS00960
OG0000296	B5C39_RS02845	B5M19_RS01000
OG0000297	B5C39_RS02840	B5M19_RS01005
OG0000298	B5C39_RS00990	B5M19_RS00085
OG0000299	B5C39_RS01015	B5M19_RS00110
OG0000300	B5C39_RS01200	B5M19_RS00300
OG0000301	B5C39_RS01240	B5M19_RS00340
OG0000302	B5C39_RS01245	B5M19_RS00345
OG0000303	B5C39_RS02335	B5M19_RS02410
OG0000304	B5C39_RS01830	B5M19_RS03190
OG0000305	B5C39_RS00100	B5M19_RS01385
OG0000306	B5C39_RS03080	B5M19_RS02560
OG0000307	B5C39_RS03040	B5M19_RS02525
OG0000308	B5C39_RS02940	B5M19_RS00905
OG0000309	B5C39_RS02875	B5M19_RS00970
OG0000310	B5C39_RS02800	B5M19_RS01045
OG0000311	B5C39_RS02760	B5M19_RS02790
OG0000312	B5C39_RS02745	B5M19_RS02805
OG0000313	B5C39_RS03110	B5M19_RS03300
OG0000314	B5C39_RS03460	B5M19_RS00780
OG0000315	B5C39_RS03490	B5M19_RS00810
OG0000316	B5C39_RS03500	B5M19_RS00820
OG0000317	B5C39_RS03590	B5M19_RS02720
OG0000318	B5C39_RS03505	B5M19_RS00825
OG0000319	B5C39_RS02510	B5M19_RS02945
OG0000320	B5C39_RS02645	B5M19_RS04425
OG0000321	B5C39_RS01565	B5M19_RS01240
OG0000322	B5C39_RS01520	B5M19_RS01195
OG0000323	B5C39_RS01390	B5M19_RS01065
OG0000324	B5C39_RS02550	B5M19_RS03240
OG0000325	B5C39_RS02205	B5M19_RS01845
OG0000326	B5C39_RS02110	B5M19_RS01750
OG0000327	B5C39_RS02105	B5M19_RS01745
OG0000328	B5C39_RS02020	B5M19_RS01660
OG0000329	B5C39_RS02000	B5M19_RS01640
OG0000330	B5C39_RS01805	B5M19_RS02210
OG0000331	B5C39_RS00195	B5M19_RS01285
OG0000332	B5C39_RS00300	B5M19_RS01520
OG0000333	B5C39_RS00310	B5M19_RS01530
OG0000334	B5C39_RS00410	B5M19_RS03040
OG0000335	B5C39_RS00420	B5M19_RS03030
OG0000336	B5C39_RS00590	B5M19_RS00505
OG0000337	B5C39_RS00770	B5M19_RS01985
OG0000338	B5C39_RS00810	B5M19_RS01940
OG0000339	B5C39_RS02615	B5M19_RS03615
OG0000340	B5C39_RS01585	B5M19_RS02565
OG0000341	B5C39_RS02570	B5M19_RS03220
OG0000342	B5C39_RS02175	B5M19_RS01815
OG0000343	B5C39_RS00320	B5M19_RS04195
OG0000344	B5C39_RS02320	B5M19_RS02425
OG0000345	B5C39_RS01885	B5M19_RS03135
OG0000346	B5C39_RS03940	B5M19_RS04590
OG0000347	B5C39_RS01495	B5M19_RS01170
OG0000348	B5C39_RS02100	B5M19_RS01740
OG0000349	B5C39_RS00655	B5M19_RS00440
OG0000350	B5C39_RS03030	B5M19_RS02515
OG0000351	B5C39_RS02405	B5M19_RS03490
OG0000352	B5C39_RS03440	B5M19_RS00755
OG0000353	B5C39_RS01525	B5M19_RS01200
OG0000354	B5C39_RS02260	B5M19_RS03080
OG0000355	B5C39_RS03410	B5M19_RS00725
OG0000356	B5C39_RS03495	B5M19_RS00815
OG0000357	B5C39_RS00280	B5M19_RS01500
OG0000358	B5C39_RS00285	B5M19_RS01505
OG0000359	B5C39_RS02130	B5M19_RS01770
OG0000360	B5C39_RS01100	B5M19_RS00195
OG0000361	B5C39_RS01130	B5M19_RS00225
OG0000362	B5C39_RS02820	B5M19_RS01025
OG0000363	B5C39_RS03800	B5M19_RS01125
OG0000364	B5C39_RS03710, B5C39_RS03715	B5M19_RS00700
OG0000365	B5C39_RS03540	B5M19_RS02775
OG0000366	B5C39_RS03560	B5M19_RS02750
OG0000367	B5C39_RS03570	B5M19_RS02740
OG0000368	B5C39_RS00875	B5M19_RS04270
OG0000369	B5C39_RS00840	B5M19_RS01910
OG0000370	B5C39_RS00835	B5M19_RS01915
OG0000371	B5C39_RS00830	B5M19_RS01920
OG0000372	B5C39_RS00825	B5M19_RS01925
OG0000373	B5C39_RS00800	B5M19_RS01950
OG0000374	B5C39_RS00790	B5M19_RS01960
OG0000375	B5C39_RS02505	B5M19_RS02950
OG0000376	B5C39_RS02660	B5M19_RS02670
OG0000377	B5C39_RS02650	B5M19_RS02680
OG0000378	B5C39_RS01605	B5M19_RS02585
OG0000379	B5C39_RS01530	B5M19_RS01205
OG0000380	B5C39_RS01505	B5M19_RS01180
OG0000381	B5C39_RS01465	B5M19_RS01140
OG0000382	B5C39_RS01435	B5M19_RS01105
OG0000383	B5C39_RS01395	B5M19_RS01070
OG0000384	B5C39_RS02380	B5M19_RS02365
OG0000385	B5C39_RS02375	B5M19_RS02370
OG0000386	B5C39_RS02355	B5M19_RS02390
OG0000387	B5C39_RS02330	B5M19_RS02415
OG0000388	B5C39_RS02325	B5M19_RS02420
OG0000389	B5C39_RS02280	B5M19_RS03095
OG0000390	B5C39_RS00120	B5M19_RS01365
OG0000391	B5C39_RS00110	B5M19_RS01375
OG0000392	B5C39_RS00085	B5M19_RS01400
OG0000393	B5C39_RS00030	B5M19_RS03515
OG0000394	B5C39_RS03005	B5M19_RS02490
OG0000395	B5C39_RS03000	B5M19_RS02485
OG0000396	B5C39_RS02705	B5M19_RS02845
OG0000397	B5C39_RS03425	B5M19_RS00740
OG0000398	B5C39_RS03430	B5M19_RS00745
OG0000399	B5C39_RS03475	B5M19_RS00795
OG0000400	B5C39_RS00245	B5M19_RS01460
OG0000401	B5C39_RS00305	B5M19_RS01525
OG0000402	B5C39_RS00315	B5M19_RS01535
OG0000404	B5C39_RS00355	B5M19_RS04205
OG0000405	B5C39_RS00370	B5M19_RS01590
OG0000406	B5C39_RS00425	B5M19_RS03025
OG0000407	B5C39_RS00430	B5M19_RS03020
OG0000408	B5C39_RS00435	B5M19_RS03015
OG0000409	B5C39_RS00440	B5M19_RS03010
OG0000410	B5C39_RS00500	B5M19_RS03100
OG0000411	B5C39_RS00490	B5M19_RS03110
OG0000412	B5C39_RS00485	B5M19_RS03115
OG0000413	B5C39_RS01380	B5M19_RS03555
OG0000414	B5C39_RS01370	B5M19_RS03545
OG0000415	B5C39_RS01365	B5M19_RS03540
OG0000416	B5C39_RS01355	B5M19_RS03530
OG0000417	B5C39_RS02565	B5M19_RS03225
OG0000418	B5C39_RS02560	B5M19_RS03230
OG0000419	B5C39_RS02195	B5M19_RS01835
OG0000420	B5C39_RS02160	B5M19_RS01800
OG0000421	B5C39_RS02125	B5M19_RS01765
OG0000422	B5C39_RS02115	B5M19_RS01755
OG0000423	B5C39_RS02060	B5M19_RS01700
OG0000424	B5C39_RS02055	B5M19_RS01695
OG0000425	B5C39_RS02045	B5M19_RS01685
OG0000426	B5C39_RS02040	B5M19_RS01680
OG0000427	B5C39_RS02015	B5M19_RS01655
OG0000428	B5C39_RS01990	B5M19_RS01630
OG0000430	B5C39_RS01850	B5M19_RS03170
OG0000431	B5C39_RS01840	B5M19_RS03180
OG0000432	B5C39_RS01810	B5M19_RS04345
OG0000433	B5C39_RS01795	B5M19_RS02200
OG0000434	B5C39_RS01790	B5M19_RS02195
OG0000435	B5C39_RS01775	B5M19_RS02180
OG0000436	B5C39_RS01745	B5M19_RS02150
OG0000437	B5C39_RS01735	B5M19_RS02140
OG0000438	B5C39_RS01730	B5M19_RS02135
OG0000439	B5C39_RS01725	B5M19_RS02130
OG0000440	B5C39_RS00175	B5M19_RS04165
OG0000441	B5C39_RS00215	B5M19_RS01265
OG0000442	B5C39_RS00960	B5M19_RS00055
OG0000443	B5C39_RS01010	B5M19_RS00105
OG0000444	B5C39_RS01025	B5M19_RS00120
OG0000445	B5C39_RS01050	B5M19_RS00145
OG0000446	B5C39_RS01080	B5M19_RS00175
OG0000447	B5C39_RS01085	B5M19_RS00180
OG0000448	B5C39_RS01115	B5M19_RS00210
OG0000449	B5C39_RS01140	B5M19_RS00235
OG0000450	B5C39_RS01150	B5M19_RS00245
OG0000451	B5C39_RS01195	B5M19_RS00295
OG0000452	B5C39_RS01225	B5M19_RS00330
OG0000453	B5C39_RS02475	B5M19_RS04040
OG0000454	B5C39_RS00020	B5M19_RS03255
OG0000455	B5C39_RS00700	B5M19_RS00395
OG0000456	B5C39_RS00580	B5M19_RS00515
OG0000457	B5C39_RS00555	B5M19_RS00540
OG0000458	B5C39_RS02790	B5M19_RS01055
OG0000459	B5C39_RS02815	B5M19_RS01030
OG0000460	B5C39_RS02825	B5M19_RS01020
OG0000461	B5C39_RS02870	B5M19_RS04125
OG0000462	B5C39_RS02865	B5M19_RS00980
OG0000463	B5C39_RS02860	B5M19_RS04130
OG0000464	B5C39_RS02855	B5M19_RS00990
OG0000465	B5C39_RS02850	B5M19_RS00995
OG0000467	B5C39_RS02950	B5M19_RS00895
OG0000468	B5C39_RS03470	B5M19_RS00790
OG0000469	B5C39_RS03530	B5M19_RS00850
OG0000470	B5C39_RS03690	B5M19_RS03910
OG0000471	B5C39_RS01985	B5M19_RS01625
OG0000472	B5C39_RS00510	B5M19_RS00580
OG0000473	B5C39_RS00685	B5M19_RS00410
OG0000474	B5C39_RS00690	B5M19_RS00405
OG0000475	B5C39_RS00695	B5M19_RS00400
OG0000476	B5C39_RS01345	B5M19_RS03280
OG0000477	B5C39_RS02895	B5M19_RS00950
OG0000478	B5C39_RS00630	B5M19_RS00465
OG0000479	B5C39_RS01570	B5M19_RS04145
OG0000480	B5C39_RS03725	B5M19_RS03895
OG0000481	B5C39_RS02090	B5M19_RS01730
OG0000482	B5C39_RS01690	B5M19_RS03730
OG0000483	B5C39_RS03575	B5M19_RS02735
OG0000484	B5C39_RS01020	B5M19_RS00115
OG0000485	B5C39_RS01740	B5M19_RS02145
OG0000486	B5C39_RS02585	B5M19_RS03205
OG0000487	B5C39_RS03510	B5M19_RS00830
OG0000488	B5C39_RS03545	B5M19_RS02770
OG0000489	B5C39_RS00865	B5M19_RS01885
OG0000490	B5C39_RS00805	B5M19_RS01945
OG0000491	B5C39_RS01550	B5M19_RS01225
OG0000492	B5C39_RS01475	B5M19_RS04140
OG0000493	B5C39_RS02315	B5M19_RS02430
OG0000494	B5C39_RS02255	B5M19_RS03075
OG0000495	B5C39_RS00055	B5M19_RS01430
OG0000497	B5C39_RS00040	B5M19_RS01445
OG0000498	B5C39_RS03010	B5M19_RS02495
OG0000499	B5C39_RS02975	B5M19_RS00870
OG0000500	B5C39_RS03435	B5M19_RS00750
OG0000501	B5C39_RS00255	B5M19_RS01470
OG0000502	B5C39_RS01700	B5M19_RS02350
OG0000503	B5C39_RS02145	B5M19_RS04250
OG0000504	B5C39_RS02010	B5M19_RS01650
OG0000505	B5C39_RS01975	B5M19_RS03420
OG0000506	B5C39_RS01965	B5M19_RS03410
OG0000507	B5C39_RS01930	B5M19_RS03375
OG0000508	B5C39_RS01075	B5M19_RS00170
OG0000509	B5C39_RS01110	B5M19_RS00205
OG0000510	B5C39_RS01120	B5M19_RS00215
OG0000511	B5C39_RS02470	B5M19_RS03685
OG0000512	B5C39_RS02830	B5M19_RS01015
