HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N30.HOG0000125	OG0000040	n0																		MHP168L_RS03275	MHP168_RS03260									MHJ_RS03260													B5M19_RS02985			
N30.HOG0000126	OG0000041	n9																		MHP168L_RS00985	MHP168_RS00980									MHJ_RS00655													B5M19_RS03050			
N30.HOG0000127	OG0000041	n22																		MHP168L_RS03925	MHP168_RS03920									MHJ_RS01160													B5M19_RS04355			
N30.HOG0000128	OG0000042	n7																		MHP168L_RS02970	MHP168_RS02950									MHJ_RS02920													B5M19_RS01320			
N30.HOG0000129	OG0000043	n0																		MHP168L_RS01210, MHP168L_RS02005	MHP168_RS01205, MHP168_RS01985									MHJ_RS01865													B5M19_RS00735, B5M19_RS02270			
N30.HOG0000130	OG0000044	n1																		MHP168L_RS04140	MHP168_RS03745									MHJ_RS04020																
N30.HOG0000131	OG0000044	n6																		MHP168L_RS01900	MHP168_RS01880									MHJ_RS01745													B5M19_RS00620			
N30.HOG0000132	OG0000045	n0																		MHP168L_RS01810	MHP168_RS01795									MHJ_RS01580													B5M19_RS03325			
N30.HOG0000133	OG0000046	n36																												MHJ_RS03960																
N30.HOG0000134	OG0000046	n37																												MHJ_RS03265																
N30.HOG0000135	OG0000046	n43																		MHP168L_RS03280	MHP168_RS03265																						B5M19_RS03125			
N30.HOG0000136	OG0000047	n4																		MHP168L_RS03540	MHP168_RS03530																						B5M19_RS04440			
N30.HOG0000137	OG0000047	n17																		MHP168L_RS01680																							B5M19_RS03245			
N30.HOG0000138	OG0000047	n35																		MHP168L_RS01235	MHP168_RS01230																						B5M19_RS02295			
N30.HOG0000139	OG0000048	n0																		MHP168L_RS02210	MHP168_RS02190									MHJ_RS02050													B5M19_RS03695			
N30.HOG0000140	OG0000049	n15																		MHP168L_RS03050	MHP168_RS03035									MHJ_RS03025													B5M19_RS01455			
N30.HOG0000141	OG0000049	n26																												MHJ_RS03010																
N30.HOG0000142	OG0000050	n0																		MHP168L_RS02475	MHP168_RS02450									MHJ_RS02400													B5M19_RS02825			
N30.HOG0000143	OG0000051	n9																		MHP168L_RS04035	MHP168_RS04010									MHJ_RS02615													B5M19_RS04110			
N30.HOG0000144	OG0000051	n38																		MHP168L_RS02685	MHP168_RS02660																						B5M19_RS00915			
N30.HOG0000145	OG0000052	n0																		MHP168L_RS00075	MHP168_RS00070									MHJ_RS00075													B5M19_RS00005			
N30.HOG0000146	OG0000053	n0																		MHP168L_RS01540	MHP168_RS01535									MHJ_RS01420													B5M19_RS01120			
N30.HOG0000147	OG0000054	n0																		MHP168L_RS02500	MHP168_RS02475									MHJ_RS02425													B5M19_RS02800			
N30.HOG0000148	OG0000055	n0																		MHP168L_RS00115	MHP168_RS00110									MHJ_RS00110													B5M19_RS00045			
N30.HOG0000149	OG0000056	n11																												MHJ_RS03500																
N30.HOG0000150	OG0000056	n33																		MHP168L_RS03515	MHP168_RS03500																						B5M19_RS00375			
N30.HOG0000151	OG0000057	n0																		MHP168L_RS02955	MHP168_RS02935									MHJ_RS02900													B5M19_RS01340			
N30.HOG0000152	OG0000058	n25																		MHP168L_RS01190	MHP168_RS01190																						B5M19_RS02250			
N30.HOG0000153	OG0000058	n29																		MHP168L_RS03580	MHP168_RS03570																						B5M19_RS02905			
N30.HOG0000154	OG0000059	n18																		MHP168L_RS01200																							B5M19_RS03915			
N30.HOG0000155	OG0000059	n20																		MHP168L_RS01205	MHP168_RS03925																						B5M19_RS02265			
N30.HOG0000156	OG0000059	n40																		MHP168L_RS03570	MHP168_RS03560																						B5M19_RS03935			
N30.HOG0000157	OG0000060	n11																		MHP168L_RS01280	MHP168_RS01270																						B5M19_RS04370			
N30.HOG0000158	OG0000060	n21																		MHP168L_RS00080	MHP168_RS00075																						B5M19_RS03995			
N30.HOG0000159	OG0000061	n5																		MHP168L_RS01960	MHP168_RS01940																						B5M19_RS00680			
N30.HOG0000160	OG0000061	n16																												MHJ_RS01540																
N30.HOG0000161	OG0000061	n21																		MHP168L_RS01660	MHP168_RS01655																						B5M19_RS03265			
N30.HOG0000162	OG0000061	n24																												MHJ_RS01815																
N30.HOG0000163	OG0000062	n0																		MHP168L_RS03630	MHP168_RS03625									MHJ_RS03545													B5M19_RS01970			
N30.HOG0000164	OG0000063	n0																		MHP168L_RS03625	MHP168_RS03620									MHJ_RS03540													B5M19_RS01975			
N30.HOG0000165	OG0000064	n0																		MHP168L_RS03615	MHP168_RS03610									MHJ_RS03530													B5M19_RS01990			
N30.HOG0000166	OG0000065	n0																		MHP168L_RS04000, MHP168L_RS04005	MHP168_RS02125									MHJ_RS02200													B5M19_RS02925			
N30.HOG0000167	OG0000066	n7																		MHP168L_RS01445	MHP168_RS01440									MHJ_RS01325													B5M19_RS01220			
N30.HOG0000168	OG0000067	n13																		MHP168L_RS00510	MHP168_RS00505									MHJ_RS00510													B5M19_RS02375			
N30.HOG0000169	OG0000068	n0																		MHP168L_RS04135	MHP168_RS03810									MHJ_RS00630													B5M19_RS04480			
N30.HOG0000170	OG0000069	n0																		MHP168L_RS02845	MHP168_RS02825									MHJ_RS02785													B5M19_RS03520			
N30.HOG0000171	OG0000070	n0																		MHP168L_RS02505	MHP168_RS02480									MHJ_RS02430													B5M19_RS02795			
N30.HOG0000172	OG0000071	n0																		MHP168L_RS03265	MHP168_RS03250									MHJ_RS03250													B5M19_RS02995			
N30.HOG0000173	OG0000072	n0																		MHP168L_RS03270	MHP168_RS03255									MHJ_RS03255													B5M19_RS02990			
N30.HOG0000174	OG0000073	n0																		MHP168L_RS00955	MHP168_RS00950									MHJ_RS00685													B5M19_RS01840			
N30.HOG0000175	OG0000074	n27																		MHP168L_RS00765	MHP168_RS00760																						B5M19_RS01645			
N30.HOG0000176	OG0000076	n7																		MHP168L_RS00335	MHP168_RS00330									MHJ_RS00335													B5M19_RS00280			
N30.HOG0000177	OG0000077	n0																		MHP168L_RS00425	MHP168_RS00420									MHJ_RS00425													B5M19_RS03440			
N30.HOG0000178	OG0000078	n23																		MHP168L_RS01760	MHP168_RS01745									MHJ_RS01625													B5M19_RS02055			
N30.HOG0000179	OG0000079	n0																		MHP168L_RS02590	MHP168_RS02565									MHJ_RS02515													B5M19_RS01010			
N30.HOG0000180	OG0000080	n0																		MHP168L_RS03895	MHP168_RS03900									MHJ_RS03800													B5M19_RS03900			
N30.HOG0000181	OG0000081	n0																		MHP168L_RS00315	MHP168_RS00310									MHJ_RS00315													B5M19_RS00260			
N30.HOG0000182	OG0000082	n3																		MHP168L_RS04015	MHP168_RS03995																						B5M19_RS04420			
N30.HOG0000183	OG0000082	n11																		MHP168L_RS04020	MHP168_RS04000									MHJ_RS02340, MHJ_RS03775													B5M19_RS04415			
N30.HOG0000184	OG0000083	n0																		MHP168L_RS02110	MHP168_RS02095									MHJ_RS01975													B5M19_RS00845			
N30.HOG0000185	OG0000084	n0																		MHP168L_RS02265	MHP168_RS02245									MHJ_RS02000													B5M19_RS02760			
N30.HOG0000186	OG0000085	n0																		MHP168L_RS02260	MHP168_RS02240									MHJ_RS02005													B5M19_RS02755			
N30.HOG0000187	OG0000086	n0																		MHP168L_RS02250	MHP168_RS02230									MHJ_RS02015													B5M19_RS02745			
N30.HOG0000188	OG0000087	n0																		MHP168L_RS02235	MHP168_RS02215									MHJ_RS02030													B5M19_RS02730			
N30.HOG0000189	OG0000088	n0																		MHP168L_RS02230	MHP168_RS02210									MHJ_RS02035													B5M19_RS02725			
N30.HOG0000190	OG0000089	n0																		MHP168L_RS02215	MHP168_RS02195									MHJ_RS02045													B5M19_RS03690			
N30.HOG0000191	OG0000090	n0																		MHP168L_RS00070	MHP168_RS00065									MHJ_RS00070													B5M19_RS03775			
N30.HOG0000192	OG0000091	n0																		MHP168L_RS00055	MHP168_RS00055									MHJ_RS00055													B5M19_RS04280			
N30.HOG0000193	OG0000092	n0																		MHP168L_RS00040	MHP168_RS00040									MHJ_RS00040													B5M19_RS01895			
N30.HOG0000194	OG0000093	n0																		MHP168L_RS00035	MHP168_RS00035									MHJ_RS00035													B5M19_RS01900			
N30.HOG0000195	OG0000094	n0																		MHP168L_RS00030	MHP168_RS00030									MHJ_RS00030													B5M19_RS01905			
N30.HOG0000196	OG0000095	n0																		MHP168L_RS00005	MHP168_RS00005									MHJ_RS00005													B5M19_RS04290			
N30.HOG0000197	OG0000096	n0																		MHP168L_RS03665	MHP168_RS03660									MHJ_RS03580													B5M19_RS01935			
N30.HOG0000198	OG0000097	n0																		MHP168L_RS03645	MHP168_RS03640									MHJ_RS03560													B5M19_RS01955			
N30.HOG0000199	OG0000098	n7																		MHP168L_RS03635	MHP168_RS03630									MHJ_RS03550													B5M19_RS04295			
N30.HOG0000200	OG0000099	n0																		MHP168L_RS03520	MHP168_RS03510									MHJ_RS03505													B5M19_RS00370			
N30.HOG0000201	OG0000100	n0																		MHP168L_RS03505	MHP168_RS03490									MHJ_RS03490													B5M19_RS00385			
N30.HOG0000202	OG0000101	n0																		MHP168L_RS03500	MHP168_RS03485									MHJ_RS03485													B5M19_RS00390			
N30.HOG0000203	OG0000102	n0																		MHP168L_RS01735	MHP168_RS01720									MHJ_RS01650													B5M19_RS02080			
N30.HOG0000204	OG0000103	n0																		MHP168L_RS02175	MHP168_RS02160									MHJ_RS02165													B5M19_RS02960			
N30.HOG0000205	OG0000104	n0																		MHP168L_RS02170	MHP168_RS02155									MHJ_RS02170													B5M19_RS04460			
N30.HOG0000206	OG0000105	n0																		MHP168L_RS02155	MHP168_RS02140									MHJ_RS02185													B5M19_RS02940			
N30.HOG0000207	OG0000106	n0																		MHP168L_RS02145	MHP168_RS02130									MHJ_RS02195													B5M19_RS02930			
N30.HOG0000208	OG0000107	n0																		MHP168L_RS02135	MHP168_RS02120									MHJ_RS02205													B5M19_RS04455			
N30.HOG0000209	OG0000108	n0																		MHP168L_RS02130	MHP168_RS02115									MHJ_RS02210													B5M19_RS04620			
N30.HOG0000210	OG0000109	n0																		MHP168L_RS02125	MHP168_RS02110									MHJ_RS02215													B5M19_RS02910			
N30.HOG0000211	OG0000110	n0																		MHP168L_RS02410	MHP168_RS02385									MHJ_RS02330													B5M19_RS02660			
N30.HOG0000212	OG0000111	n0																		MHP168L_RS02405	MHP168_RS02380									MHJ_RS02325													B5M19_RS02665			
N30.HOG0000213	OG0000112	n0																		MHP168L_RS02395	MHP168_RS02370									MHJ_RS02315													B5M19_RS02675			
N30.HOG0000214	OG0000113	n0																		MHP168L_RS02375	MHP168_RS02350									MHJ_RS02295													B5M19_RS02700			
N30.HOG0000215	OG0000114	n0																		MHP168L_RS02365	MHP168_RS02340									MHJ_RS02285													B5M19_RS02710			
N30.HOG0000216	OG0000115	n0																		MHP168L_RS02350	MHP168_RS02325									MHJ_RS02275													B5M19_RS03610			
N30.HOG0000217	OG0000116	n0																		MHP168L_RS01385	MHP168_RS01380									MHJ_RS01270													B5M19_RS02580			
N30.HOG0000218	OG0000117	n0																		MHP168L_RS01390	MHP168_RS01385									MHJ_RS01275													B5M19_RS02575			
N30.HOG0000219	OG0000118	n0																		MHP168L_RS01430	MHP168_RS01425									MHJ_RS01310													B5M19_RS01235			
N30.HOG0000220	OG0000119	n0																		MHP168L_RS01435	MHP168_RS01430									MHJ_RS01315													B5M19_RS01230			
N30.HOG0000221	OG0000120	n0																		MHP168L_RS01450	MHP168_RS01445									MHJ_RS01330													B5M19_RS01215			
N30.HOG0000222	OG0000121	n0																		MHP168L_RS01475	MHP168_RS01470									MHJ_RS01355													B5M19_RS01190			
N30.HOG0000223	OG0000122	n0																		MHP168L_RS01480	MHP168_RS01475									MHJ_RS01360													B5M19_RS01185			
N30.HOG0000224	OG0000123	n0																		MHP168L_RS01500	MHP168_RS01495									MHJ_RS01380													B5M19_RS01165			
N30.HOG0000225	OG0000124	n0																		MHP168L_RS01505	MHP168_RS01500									MHJ_RS01385													B5M19_RS01160			
N30.HOG0000226	OG0000125	n0																		MHP168L_RS01510	MHP168_RS01505									MHJ_RS01390													B5M19_RS01155			
N30.HOG0000227	OG0000126	n0																		MHP168L_RS01520	MHP168_RS01515									MHJ_RS01400													B5M19_RS01145			
N30.HOG0000228	OG0000127	n0																		MHP168L_RS01530	MHP168_RS01525									MHJ_RS01410													B5M19_RS01135			
N30.HOG0000229	OG0000128	n0																		MHP168L_RS01545	MHP168_RS01540									MHJ_RS01425													B5M19_RS01115			
N30.HOG0000230	OG0000129	n0																		MHP168L_RS01550	MHP168_RS01545									MHJ_RS01430													B5M19_RS01110			
N30.HOG0000231	OG0000130	n0																		MHP168L_RS01560	MHP168_RS01555									MHJ_RS01440													B5M19_RS01100			
N30.HOG0000232	OG0000131	n0																		MHP168L_RS01590	MHP168_RS01585									MHJ_RS01470													B5M19_RS01075			
