HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N7.HOG0000157	OG0000079	n0													ABKJ22_RS02505								ABLE99_RS02455																							
N7.HOG0000158	OG0000080	n0													ABKJ22_RS02550								ABLE99_RS02500																							
N7.HOG0000159	OG0000081	n0													ABKJ22_RS00330								ABLE99_RS00335																							
N7.HOG0000160	OG0000082	n11													ABKJ22_RS02350								ABLE99_RS02300																							
N7.HOG0000161	OG0000083	n0													ABKJ22_RS01995								ABLE99_RS01935																							
N7.HOG0000162	OG0000084	n0													ABKJ22_RS02025								ABLE99_RS01965																							
N7.HOG0000163	OG0000085	n0													ABKJ22_RS02030								ABLE99_RS01970																							
N7.HOG0000164	OG0000086	n0													ABKJ22_RS02040								ABLE99_RS01980																							
N7.HOG0000165	OG0000087	n0													ABKJ22_RS02055								ABLE99_RS01995																							
N7.HOG0000166	OG0000088	n0													ABKJ22_RS02060								ABLE99_RS02000																							
N7.HOG0000167	OG0000089	n0													ABKJ22_RS02070								ABLE99_RS02010																							
N7.HOG0000168	OG0000090	n0													ABKJ22_RS00070								ABLE99_RS00070																							
N7.HOG0000169	OG0000091	n0													ABKJ22_RS00055								ABLE99_RS00055																							
N7.HOG0000170	OG0000092	n0													ABKJ22_RS00040								ABLE99_RS00040																							
N7.HOG0000171	OG0000093	n0													ABKJ22_RS00035								ABLE99_RS00035																							
N7.HOG0000172	OG0000094	n0													ABKJ22_RS00030								ABLE99_RS00030																							
N7.HOG0000173	OG0000095	n0													ABKJ22_RS00005								ABLE99_RS00005																							
N7.HOG0000174	OG0000096	n0													ABKJ22_RS03505								ABLE99_RS03480																							
N7.HOG0000175	OG0000097	n0													ABKJ22_RS03485								ABLE99_RS03460																							
N7.HOG0000176	OG0000098	n0													ABKJ22_RS03475								ABLE99_RS03450																							
N7.HOG0000177	OG0000099	n0													ABKJ22_RS03425								ABLE99_RS03400																							
N7.HOG0000178	OG0000100	n0													ABKJ22_RS03405								ABLE99_RS03385																							
N7.HOG0000179	OG0000101	n0													ABKJ22_RS03400								ABLE99_RS03380																							
N7.HOG0000180	OG0000102	n0													ABKJ22_RS01700								ABLE99_RS01655																							
N7.HOG0000181	OG0000103	n0													ABKJ22_RS02195								ABLE99_RS02050																							
N7.HOG0000182	OG0000104	n0													ABKJ22_RS02190								ABLE99_RS02055																							
N7.HOG0000183	OG0000105	n0													ABKJ22_RS02175								ABLE99_RS02070																							
N7.HOG0000184	OG0000106	n0													ABKJ22_RS02165								ABLE99_RS02080																							
N7.HOG0000185	OG0000107	n0													ABKJ22_RS02155								ABLE99_RS02090																							
N7.HOG0000186	OG0000108	n0													ABKJ22_RS02150								ABLE99_RS02095																							
N7.HOG0000187	OG0000109	n0													ABKJ22_RS02145								ABLE99_RS02100																							
N7.HOG0000188	OG0000110	n0													ABKJ22_RS02340								ABLE99_RS02290																							
N7.HOG0000189	OG0000111	n0													ABKJ22_RS02335								ABLE99_RS02285																							
N7.HOG0000190	OG0000112	n0													ABKJ22_RS02325								ABLE99_RS02275																							
N7.HOG0000191	OG0000113	n0													ABKJ22_RS02305								ABLE99_RS02255																							
N7.HOG0000192	OG0000114	n0													ABKJ22_RS02295								ABLE99_RS02245																							
N7.HOG0000193	OG0000115	n0													ABKJ22_RS02285								ABLE99_RS02235																							
N7.HOG0000194	OG0000116	n0													ABKJ22_RS01315								ABLE99_RS01265																							
N7.HOG0000195	OG0000117	n0													ABKJ22_RS01320								ABLE99_RS01270																							
N7.HOG0000196	OG0000118	n0													ABKJ22_RS01355								ABLE99_RS01305																							
N7.HOG0000197	OG0000119	n0													ABKJ22_RS01360								ABLE99_RS01310																							
N7.HOG0000198	OG0000120	n0													ABKJ22_RS01375								ABLE99_RS01325																							
N7.HOG0000199	OG0000121	n0													ABKJ22_RS01400								ABLE99_RS01350																							
N7.HOG0000200	OG0000122	n0													ABKJ22_RS01405								ABLE99_RS01355																							
N7.HOG0000201	OG0000123	n0													ABKJ22_RS01425								ABLE99_RS01375																							
N7.HOG0000202	OG0000124	n0													ABKJ22_RS01430								ABLE99_RS01380																							
N7.HOG0000203	OG0000125	n0													ABKJ22_RS01435								ABLE99_RS01385																							
N7.HOG0000204	OG0000126	n0													ABKJ22_RS01445								ABLE99_RS01395																							
N7.HOG0000205	OG0000127	n0													ABKJ22_RS01455								ABLE99_RS01405																							
N7.HOG0000206	OG0000128	n0													ABKJ22_RS01470								ABLE99_RS01420																							
N7.HOG0000207	OG0000129	n0													ABKJ22_RS01475								ABLE99_RS01425																							
N7.HOG0000208	OG0000130	n0													ABKJ22_RS01485								ABLE99_RS01435																							
N7.HOG0000209	OG0000131	n0													ABKJ22_RS01515								ABLE99_RS01465																							
N7.HOG0000210	OG0000132	n0													ABKJ22_RS01530								ABLE99_RS01480																							
N7.HOG0000211	OG0000133	n0													ABKJ22_RS00530								ABLE99_RS00525																							
N7.HOG0000212	OG0000134	n0													ABKJ22_RS00535								ABLE99_RS00530																							
N7.HOG0000213	OG0000135	n0													ABKJ22_RS00550								ABLE99_RS00545																							
N7.HOG0000214	OG0000136	n0													ABKJ22_RS00555								ABLE99_RS00550																							
N7.HOG0000215	OG0000137	n0													ABKJ22_RS00585								ABLE99_RS00580																							
N7.HOG0000216	OG0000138	n0													ABKJ22_RS01080								ABLE99_RS01040																							
N7.HOG0000217	OG0000139	n0													ABKJ22_RS01050								ABLE99_RS01010																							
N7.HOG0000218	OG0000140	n0													ABKJ22_RS01045								ABLE99_RS01005																							
N7.HOG0000219	OG0000141	n0													ABKJ22_RS02875								ABLE99_RS02825																							
N7.HOG0000220	OG0000142	n0													ABKJ22_RS02870								ABLE99_RS02820																							
N7.HOG0000221	OG0000143	n0													ABKJ22_RS02850								ABLE99_RS02800																							
N7.HOG0000222	OG0000144	n0													ABKJ22_RS02840								ABLE99_RS02790																							
N7.HOG0000223	OG0000145	n0													ABKJ22_RS02830								ABLE99_RS02780																							
N7.HOG0000224	OG0000146	n0													ABKJ22_RS02820								ABLE99_RS02770																							
N7.HOG0000225	OG0000147	n0													ABKJ22_RS02815								ABLE99_RS02765																							
N7.HOG0000226	OG0000148	n0													ABKJ22_RS02800								ABLE99_RS02750																							
N7.HOG0000227	OG0000149	n0													ABKJ22_RS02790								ABLE99_RS02740																							
N7.HOG0000228	OG0000150	n0													ABKJ22_RS02775								ABLE99_RS02725																							
N7.HOG0000229	OG0000151	n0													ABKJ22_RS02720								ABLE99_RS02675																							
N7.HOG0000230	OG0000152	n0													ABKJ22_RS02715								ABLE99_RS02670																							
N7.HOG0000231	OG0000153	n0													ABKJ22_RS02710								ABLE99_RS02665																							
N7.HOG0000232	OG0000154	n0													ABKJ22_RS02700								ABLE99_RS02655																							
N7.HOG0000233	OG0000155	n0													ABKJ22_RS02660								ABLE99_RS02615																							
N7.HOG0000234	OG0000156	n0													ABKJ22_RS02650								ABLE99_RS02610																							
N7.HOG0000235	OG0000157	n0													ABKJ22_RS02645								ABLE99_RS02600																							
N7.HOG0000236	OG0000158	n0													ABKJ22_RS02635								ABLE99_RS02590																							
N7.HOG0000237	OG0000159	n0													ABKJ22_RS02410								ABLE99_RS02365																							
N7.HOG0000238	OG0000160	n0													ABKJ22_RS02405								ABLE99_RS02360																							
N7.HOG0000239	OG0000161	n0													ABKJ22_RS02400								ABLE99_RS02355																							
N7.HOG0000240	OG0000162	n0													ABKJ22_RS02390								ABLE99_RS02345																							
N7.HOG0000241	OG0000163	n0													ABKJ22_RS02385								ABLE99_RS02340																							
N7.HOG0000242	OG0000164	n0													ABKJ22_RS01610								ABLE99_RS01560																							
N7.HOG0000243	OG0000165	n0													ABKJ22_RS01915								ABLE99_RS01855																							
N7.HOG0000244	OG0000166	n0													ABKJ22_RS01935								ABLE99_RS01875																							
N7.HOG0000245	OG0000167	n0													ABKJ22_RS01950								ABLE99_RS01890																							
N7.HOG0000246	OG0000168	n0													ABKJ22_RS01955								ABLE99_RS01895																							
N7.HOG0000247	OG0000169	n0													ABKJ22_RS02950								ABLE99_RS02935																							
N7.HOG0000248	OG0000170	n0													ABKJ22_RS02965								ABLE99_RS02950																							
N7.HOG0000249	OG0000171	n0													ABKJ22_RS02975								ABLE99_RS02960																							
N7.HOG0000250	OG0000172	n0													ABKJ22_RS02980								ABLE99_RS02965																							
N7.HOG0000251	OG0000173	n0													ABKJ22_RS02985								ABLE99_RS02970																							
N7.HOG0000252	OG0000174	n0													ABKJ22_RS02990								ABLE99_RS02975																							
N7.HOG0000253	OG0000175	n0													ABKJ22_RS03005								ABLE99_RS02990																							
N7.HOG0000254	OG0000176	n0													ABKJ22_RS03050								ABLE99_RS03040																							
N7.HOG0000255	OG0000177	n0													ABKJ22_RS03055								ABLE99_RS03045																							
N7.HOG0000256	OG0000178	n0													ABKJ22_RS03060								ABLE99_RS03050																							
N7.HOG0000257	OG0000179	n0													ABKJ22_RS03070								ABLE99_RS03060																							
N7.HOG0000258	OG0000180	n0													ABKJ22_RS03075								ABLE99_RS03065																							
N7.HOG0000259	OG0000181	n0													ABKJ22_RS03105								ABLE99_RS03105																							
N7.HOG0000260	OG0000182	n0													ABKJ22_RS03115								ABLE99_RS03115																							
N7.HOG0000261	OG0000183	n0													ABKJ22_RS03150								ABLE99_RS03150																							
N7.HOG0000262	OG0000184	n0													ABKJ22_RS03190								ABLE99_RS03175																							
N7.HOG0000263	OG0000185	n0													ABKJ22_RS03175								ABLE99_RS03190																							
N7.HOG0000264	OG0000186	n0													ABKJ22_RS01540								ABLE99_RS01490																							
N7.HOG0000265	OG0000187	n0													ABKJ22_RS01555								ABLE99_RS01505																							
N7.HOG0000266	OG0000188	n0													ABKJ22_RS01565								ABLE99_RS01515																							
N7.HOG0000267	OG0000189	n0													ABKJ22_RS02110								ABLE99_RS02135																							
N7.HOG0000268	OG0000190	n0													ABKJ22_RS02115								ABLE99_RS02130																							
N7.HOG0000269	OG0000191	n0													ABKJ22_RS02135								ABLE99_RS02110																							
N7.HOG0000270	OG0000192	n0													ABKJ22_RS01230								ABLE99_RS01185																							
N7.HOG0000271	OG0000193	n0													ABKJ22_RS01220								ABLE99_RS01170																							
N7.HOG0000272	OG0000194	n0													ABKJ22_RS01010								ABLE99_RS00985																							
N7.HOG0000273	OG0000195	n0													ABKJ22_RS01005								ABLE99_RS00980																							
N7.HOG0000274	OG0000196	n0													ABKJ22_RS00985								ABLE99_RS00960																							
N7.HOG0000275	OG0000197	n0													ABKJ22_RS00980								ABLE99_RS00955																							
N7.HOG0000276	OG0000198	n0													ABKJ22_RS00965								ABLE99_RS00940																							
N7.HOG0000277	OG0000199	n0													ABKJ22_RS00960								ABLE99_RS00935																							
N7.HOG0000278	OG0000200	n0													ABKJ22_RS00945								ABLE99_RS00920																							
N7.HOG0000279	OG0000201	n0													ABKJ22_RS00935								ABLE99_RS00910																							
N7.HOG0000280	OG0000202	n0													ABKJ22_RS00880								ABLE99_RS00855																							
N7.HOG0000281	OG0000203	n0													ABKJ22_RS00875								ABLE99_RS00850																							
N7.HOG0000282	OG0000204	n0													ABKJ22_RS00870								ABLE99_RS00845																							
N7.HOG0000283	OG0000205	n0													ABKJ22_RS00865								ABLE99_RS00840																							
N7.HOG0000284	OG0000206	n0													ABKJ22_RS00845								ABLE99_RS00820																							
N7.HOG0000285	OG0000207	n0													ABKJ22_RS00830								ABLE99_RS00805																							
N7.HOG0000286	OG0000208	n0													ABKJ22_RS00825								ABLE99_RS00800																							
N7.HOG0000287	OG0000209	n0													ABKJ22_RS00820								ABLE99_RS00795																							
N7.HOG0000288	OG0000210	n0													ABKJ22_RS00775								ABLE99_RS00750																							
N7.HOG0000289	OG0000211	n0													ABKJ22_RS00745								ABLE99_RS00740																							
N7.HOG0000290	OG0000212	n0													ABKJ22_RS00735								ABLE99_RS00730																							
N7.HOG0000291	OG0000213	n0													ABKJ22_RS00730								ABLE99_RS00725																							
N7.HOG0000292	OG0000214	n0													ABKJ22_RS00725								ABLE99_RS00720																							
N7.HOG0000293	OG0000215	n0													ABKJ22_RS00720								ABLE99_RS00715																							
N7.HOG0000294	OG0000216	n0													ABKJ22_RS00715								ABLE99_RS00710																							
N7.HOG0000295	OG0000217	n0													ABKJ22_RS00710								ABLE99_RS00705																							
N7.HOG0000296	OG0000218	n0													ABKJ22_RS00700								ABLE99_RS00695																							
N7.HOG0000297	OG0000219	n0													ABKJ22_RS00695								ABLE99_RS00690																							
N7.HOG0000298	OG0000220	n0													ABKJ22_RS00690								ABLE99_RS00685																							
N7.HOG0000299	OG0000221	n0													ABKJ22_RS00685								ABLE99_RS00680																							
N7.HOG0000300	OG0000222	n0													ABKJ22_RS00680								ABLE99_RS00675																							
N7.HOG0000301	OG0000223	n0													ABKJ22_RS00675								ABLE99_RS00670																							
N7.HOG0000302	OG0000224	n0													ABKJ22_RS00665								ABLE99_RS00660																							
N7.HOG0000303	OG0000225	n0													ABKJ22_RS00655								ABLE99_RS00650																							
N7.HOG0000304	OG0000226	n0													ABKJ22_RS00650								ABLE99_RS00645																							
N7.HOG0000305	OG0000227	n0													ABKJ22_RS00645								ABLE99_RS00640																							
N7.HOG0000306	OG0000228	n0													ABKJ22_RS00640								ABLE99_RS00635																							
N7.HOG0000307	OG0000229	n0													ABKJ22_RS00635								ABLE99_RS00630																							
N7.HOG0000308	OG0000230	n0													ABKJ22_RS00630								ABLE99_RS00625																							
N7.HOG0000309	OG0000231	n0													ABKJ22_RS00620								ABLE99_RS00615																							
N7.HOG0000310	OG0000232	n0													ABKJ22_RS00610								ABLE99_RS00605																							
N7.HOG0000311	OG0000233	n0													ABKJ22_RS01110								ABLE99_RS01065																							
N7.HOG0000312	OG0000234	n0													ABKJ22_RS01145								ABLE99_RS01100																							
