HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N21.HOG0000104	OG0000033	n45																																						DR100_RS02300						
N21.HOG0000105	OG0000034	n1																																		DR097_RS03640				DR100_RS03620						
N21.HOG0000106	OG0000034	n8																																		DR097_RS04475				DR100_RS04530						
N21.HOG0000107	OG0000034	n11																																						DR100_RS01045						
N21.HOG0000108	OG0000034	n17																																		DR097_RS03470										
N21.HOG0000109	OG0000034	n27																																		DR097_RS03790				DR100_RS03535						
N21.HOG0000110	OG0000034	n33																																						DR100_RS03600						
N21.HOG0000111	OG0000034	n34																																						DR100_RS04375						
N21.HOG0000112	OG0000035	n1																																						DR100_RS03560						
N21.HOG0000113	OG0000035	n36																																		DR097_RS04085										
N21.HOG0000114	OG0000035	n55																																		DR097_RS01335										
N21.HOG0000115	OG0000036	n21																																		DR097_RS02435				DR100_RS01080						
N21.HOG0000116	OG0000036	n27																																		DR097_RS02415				DR100_RS01065						
N21.HOG0000117	OG0000037	n3																																		DR097_RS04800				DR100_RS03435						
N21.HOG0000118	OG0000037	n34																																		DR097_RS03100										
N21.HOG0000119	OG0000037	n39																																						DR100_RS03440						
N21.HOG0000120	OG0000038	n8																																						DR100_RS03370						
N21.HOG0000121	OG0000039	n29																																		DR097_RS04950				DR100_RS04510						
N21.HOG0000122	OG0000039	n36																																						DR100_RS03660						
N21.HOG0000123	OG0000040	n35																																						DR100_RS03895						
N21.HOG0000124	OG0000040	n47																																						DR100_RS03110						
N21.HOG0000125	OG0000041	n9																																		DR097_RS03645										
N21.HOG0000126	OG0000042	n2																																						DR100_RS03115						
N21.HOG0000127	OG0000042	n36																																		DR097_RS01265										
N21.HOG0000128	OG0000043	n0																																		DR097_RS00855				DR100_RS02005						
N21.HOG0000129	OG0000044	n1																																		DR097_RS04900				DR100_RS04930						
N21.HOG0000130	OG0000045	n0																																		DR097_RS03525				DR100_RS03545						
N21.HOG0000131	OG0000046	n1																																		DR097_RS04785										
N21.HOG0000132	OG0000046	n32																																						DR100_RS04840						
N21.HOG0000133	OG0000047	n4																																		DR097_RS02010										
N21.HOG0000134	OG0000047	n17																																						DR100_RS01635						
N21.HOG0000135	OG0000048	n0																																		DR097_RS02830				DR100_RS02540						
N21.HOG0000136	OG0000049	n0																																		DR097_RS01470				DR100_RS01465						
N21.HOG0000137	OG0000050	n0																																		DR097_RS01960				DR100_RS02715						
N21.HOG0000138	OG0000051	n40																																						DR100_RS01815						
N21.HOG0000139	OG0000052	n0																																		DR097_RS02480				DR100_RS01115						
N21.HOG0000140	OG0000053	n0																																		DR097_RS04845				DR100_RS04755						
N21.HOG0000141	OG0000054	n0																																		DR097_RS01935				DR100_RS02740						
N21.HOG0000142	OG0000055	n0																																		DR097_RS00305				DR100_RS01060						
N21.HOG0000143	OG0000056	n0																																		DR097_RS00545				DR100_RS01270						
N21.HOG0000144	OG0000057	n0																																		DR097_RS01250				DR100_RS01665						
N21.HOG0000145	OG0000058	n14																																		DR097_RS02085				DR100_RS01560						
N21.HOG0000146	OG0000058	n29																																		DR097_RS02080				DR100_RS01565						
N21.HOG0000147	OG0000059	n20																																		DR097_RS04190				DR100_RS04135						
N21.HOG0000148	OG0000059	n35																																		DR097_RS02070				DR100_RS01575						
N21.HOG0000149	OG0000060	n11																																		DR097_RS00425				DR100_RS00115						
N21.HOG0000150	OG0000060	n21																																						DR100_RS01110						
N21.HOG0000151	OG0000061	n7																																		DR097_RS02500				DR100_RS02060						
N21.HOG0000152	OG0000062	n0																																		DR097_RS02590				DR100_RS01225						
N21.HOG0000153	OG0000063	n0																																		DR097_RS04735				DR100_RS04645						
N21.HOG0000154	OG0000064	n0																																		DR097_RS02605				DR100_RS01240						
N21.HOG0000155	OG0000065	n0																																		DR097_RS02745				DR100_RS03025						
N21.HOG0000156	OG0000066	n7																																		DR097_RS01675				DR100_RS00275						
N21.HOG0000157	OG0000067	n13																																		DR097_RS02405				DR100_RS02670						
N21.HOG0000158	OG0000068	n0																																		DR097_RS03055				DR100_RS00760						
N21.HOG0000159	OG0000069	n0																																		DR097_RS01725				DR100_RS01775						
N21.HOG0000160	OG0000070	n0																																		DR097_RS01930				DR100_RS02745						
N21.HOG0000161	OG0000071	n0																																		DR097_RS03575				DR100_RS03100						
N21.HOG0000162	OG0000072	n0																																		DR097_RS03580, DR097_RS04860				DR100_RS04835						
N21.HOG0000163	OG0000073	n0																																		DR097_RS01115				DR100_RS00805						
N21.HOG0000164	OG0000077	n0																																		DR097_RS03275				DR100_RS00400						
N21.HOG0000165	OG0000078	n3																																		DR097_RS01875				DR100_RS02200						
N21.HOG0000166	OG0000079	n0																																		DR097_RS02640				DR100_RS01910						
N21.HOG0000167	OG0000080	n0																																		DR097_RS04360				DR100_RS04175						
N21.HOG0000168	OG0000081	n0																																		DR097_RS00095				DR100_RS00510						
N21.HOG0000169	OG0000082	n9																																						DR100_RS04250						
N21.HOG0000170	OG0000082	n11																																		DR097_RS02165				DR100_RS02290						
N21.HOG0000171	OG0000083	n0																																		DR097_RS00750				DR100_RS02770						
N21.HOG0000172	OG0000084	n0																																		DR097_RS03685				DR100_RS02590						
N21.HOG0000173	OG0000085	n0																																		DR097_RS02875				DR100_RS02585						
N21.HOG0000174	OG0000086	n0																																		DR097_RS02865				DR100_RS02575						
N21.HOG0000175	OG0000087	n0																																		DR097_RS02850				DR100_RS02560						
N21.HOG0000176	OG0000088	n0																																		DR097_RS02845				DR100_RS02555						
N21.HOG0000177	OG0000089	n0																																		DR097_RS02835				DR100_RS02545						
N21.HOG0000178	OG0000090	n0																																		DR097_RS02485				DR100_RS01120						
N21.HOG0000179	OG0000091	n0																																		DR097_RS02775				DR100_RS01135						
N21.HOG0000180	OG0000092	n0																																		DR097_RS02790				DR100_RS01150						
N21.HOG0000181	OG0000093	n0																																		DR097_RS02795				DR100_RS01155						
N21.HOG0000182	OG0000094	n0																																		DR097_RS02800				DR100_RS01160						
N21.HOG0000183	OG0000095	n0																																		DR097_RS03550				DR100_RS01185						
N21.HOG0000184	OG0000096	n0																																		DR097_RS03545				DR100_RS01190						
N21.HOG0000185	OG0000097	n0																																		DR097_RS02575				DR100_RS01210						
N21.HOG0000186	OG0000098	n0																																		DR097_RS02585				DR100_RS01220						
N21.HOG0000187	OG0000099	n0																																		DR097_RS00540, DR097_RS03665				DR100_RS03485						
N21.HOG0000188	OG0000100	n0																																		DR097_RS00555				DR100_RS01280						
N21.HOG0000189	OG0000101	n0																																		DR097_RS00560				DR100_RS01285						
N21.HOG0000190	OG0000102	n0																																		DR097_RS01850				DR100_RS02175						
N21.HOG0000191	OG0000103	n0																																		DR097_RS02710				DR100_RS02990						
N21.HOG0000192	OG0000104	n0																																		DR097_RS02715				DR100_RS02995						
N21.HOG0000193	OG0000105	n0																																		DR097_RS02730				DR100_RS03010						
N21.HOG0000194	OG0000106	n0																																		DR097_RS02740				DR100_RS03020						
N21.HOG0000195	OG0000107	n0																																		DR097_RS02750				DR100_RS03030						
N21.HOG0000196	OG0000108	n0																																		DR097_RS02755				DR100_RS03035						
N21.HOG0000197	OG0000109	n0																																		DR097_RS02760				DR100_RS00005						
N21.HOG0000198	OG0000110	n0																																		DR097_RS02155				DR100_RS02280						
N21.HOG0000199	OG0000111	n0																																		DR097_RS02150				DR100_RS02275						
N21.HOG0000200	OG0000112	n0																																		DR097_RS02140				DR100_RS02265						
N21.HOG0000201	OG0000113	n0																																		DR097_RS04705				DR100_RS04875						
N21.HOG0000202	OG0000114	n0																																		DR097_RS02110				DR100_RS03465						
N21.HOG0000203	OG0000115	n0																																		DR097_RS02095				DR100_RS03475						
N21.HOG0000204	OG0000116	n0																																		DR097_RS00320				DR100_RS00220						
N21.HOG0000205	OG0000117	n0																																		DR097_RS00315				DR100_RS00225						
N21.HOG0000206	OG0000118	n0																																		DR097_RS01690				DR100_RS00260						
N21.HOG0000207	OG0000119	n0																																		DR097_RS01685				DR100_RS00265						
N21.HOG0000208	OG0000120	n0																																		DR097_RS01670				DR100_RS00280						
N21.HOG0000209	OG0000121	n0																																		DR097_RS01645				DR100_RS00305						
N21.HOG0000210	OG0000122	n0																																		DR097_RS01640				DR100_RS00310						
N21.HOG0000211	OG0000123	n0																																		DR097_RS01620				DR100_RS00330						
N21.HOG0000212	OG0000124	n0																																		DR097_RS01615				DR100_RS00335						
N21.HOG0000213	OG0000125	n0																																		DR097_RS01610				DR100_RS00345						
N21.HOG0000214	OG0000126	n0																																		DR097_RS01600				DR100_RS02315						
N21.HOG0000215	OG0000127	n0																																		DR097_RS01590				DR100_RS02325						
N21.HOG0000216	OG0000128	n0																																		DR097_RS03460				DR100_RS02340						
N21.HOG0000217	OG0000129	n0																																		DR097_RS03355				DR100_RS02345						
N21.HOG0000218	OG0000130	n0																																		DR097_RS03345				DR100_RS02355						
N21.HOG0000219	OG0000131	n0																																		DR097_RS04820				DR100_RS02385						
N21.HOG0000220	OG0000132	n0																																		DR097_RS04815				DR100_RS04760						
N21.HOG0000221	OG0000133	n0																																		DR097_RS02400				DR100_RS02665						
N21.HOG0000222	OG0000134	n0																																		DR097_RS02395				DR100_RS02660						
N21.HOG0000223	OG0000135	n0																																		DR097_RS02380				DR100_RS02645						
N21.HOG0000224	OG0000136	n0																																		DR097_RS02375				DR100_RS02640						
N21.HOG0000225	OG0000137	n0																																		DR097_RS02345				DR100_RS02610						
N21.HOG0000226	OG0000138	n0																																		DR097_RS03080				DR100_RS00735						
N21.HOG0000227	OG0000139	n0																																		DR097_RS03050				DR100_RS00765						
N21.HOG0000228	OG0000140	n0																																		DR097_RS03045				DR100_RS00770						
N21.HOG0000229	OG0000141	n0																																		DR097_RS01260				DR100_RS01655						
N21.HOG0000230	OG0000142	n0																																		DR097_RS04625				DR100_RS04720						
N21.HOG0000231	OG0000143	n0																																		DR097_RS01230				DR100_RS01685						
N21.HOG0000232	OG0000144	n0																																		DR097_RS01220				DR100_RS01695						
N21.HOG0000233	OG0000145	n0																																		DR097_RS01210				DR100_RS01705						
N21.HOG0000234	OG0000146	n0																																		DR097_RS01200				DR100_RS01715						
N21.HOG0000235	OG0000147	n0																																		DR097_RS01195				DR100_RS01720						
N21.HOG0000236	OG0000148	n0																																		DR097_RS01180				DR100_RS01735						
N21.HOG0000237	OG0000149	n0																																		DR097_RS01170				DR100_RS01745						
N21.HOG0000238	OG0000150	n0																																		DR097_RS01155				DR100_RS01760						
N21.HOG0000239	OG0000151	n0																																		DR097_RS01755				DR100_RS03315						
N21.HOG0000240	OG0000152	n0																																		DR097_RS01760				DR100_RS03310						
N21.HOG0000241	OG0000153	n0																																		DR097_RS01765				DR100_RS03305						
N21.HOG0000242	OG0000154	n0																																		DR097_RS01775				DR100_RS03295						
N21.HOG0000243	OG0000155	n0																																		DR097_RS01820				DR100_RS02500						
N21.HOG0000244	OG0000156	n0																																		DR097_RS01490				DR100_RS02490						
N21.HOG0000245	OG0000157	n0																																		DR097_RS04640				DR100_RS04790						
N21.HOG0000246	OG0000158	n0																																		DR097_RS04645				DR100_RS04785						
N21.HOG0000247	OG0000159	n0																																		DR097_RS04905				DR100_RS02730						
N21.HOG0000248	OG0000160	n0																																		DR097_RS01950				DR100_RS02725						
N21.HOG0000249	OG0000161	n0																																		DR097_RS01955				DR100_RS02720						
N21.HOG0000250	OG0000162	n0																																		DR097_RS01965				DR100_RS02710						
N21.HOG0000251	OG0000163	n0																																		DR097_RS01970				DR100_RS02705						
N21.HOG0000252	OG0000164	n0																																		DR097_RS03125				DR100_RS03410						
N21.HOG0000253	OG0000165	n0																																		DR097_RS00830				DR100_RS01980						
N21.HOG0000254	OG0000166	n0																																		DR097_RS00810				DR100_RS01960						
N21.HOG0000255	OG0000167	n0																																		DR097_RS00795				DR100_RS02815						
N21.HOG0000256	OG0000168	n0																																		DR097_RS00790				DR100_RS02810						
N21.HOG0000257	OG0000169	n0																																		DR097_RS01475				DR100_RS01460						
N21.HOG0000258	OG0000170	n0																																		DR097_RS01460				DR100_RS01475						
N21.HOG0000259	OG0000171	n0																																		DR097_RS01450				DR100_RS01485						
N21.HOG0000260	OG0000172	n0																																		DR097_RS01445				DR100_RS01490						
N21.HOG0000261	OG0000173	n0																																		DR097_RS01440				DR100_RS01495						
N21.HOG0000262	OG0000174	n0																																		DR097_RS01435				DR100_RS01500						
N21.HOG0000263	OG0000175	n0																																		DR097_RS01420				DR100_RS01515						
N21.HOG0000264	OG0000176	n0																																		DR097_RS01370				DR100_RS03330						
N21.HOG0000265	OG0000177	n0																																		DR097_RS01365				DR100_RS03335						
N21.HOG0000266	OG0000178	n0																																		DR097_RS01360				DR100_RS03340						
N21.HOG0000267	OG0000179	n0																																		DR097_RS01350				DR100_RS03350						
N21.HOG0000268	OG0000180	n0																																		DR097_RS01345				DR100_RS03355						
N21.HOG0000269	OG0000181	n0																																		DR097_RS04805				DR100_RS04825						
N21.HOG0000270	OG0000182	n0																																		DR097_RS03155				DR100_RS03060						
N21.HOG0000271	OG0000183	n0																																		DR097_RS03570				DR100_RS03095						
N21.HOG0000272	OG0000184	n0																																		DR097_RS02975				DR100_RS03180						
N21.HOG0000273	OG0000185	n0																																		DR097_RS02990				DR100_RS03195						
N21.HOG0000274	OG0000186	n0																																		DR097_RS04760				DR100_RS04765						
N21.HOG0000275	OG0000187	n0																																		DR097_RS02915				DR100_RS02425						
N21.HOG0000276	OG0000188	n0																																		DR097_RS02905				DR100_RS02435						
N21.HOG0000277	OG0000189	n0																																		DR097_RS04790				DR100_RS04845						
N21.HOG0000278	OG0000190	n0																																		DR097_RS03030				DR100_RS03230						
N21.HOG0000279	OG0000191	n0																																		DR097_RS03010				DR100_RS03210						
N21.HOG0000280	OG0000192	n0																																		DR097_RS00400				DR100_RS00140						
N21.HOG0000281	OG0000193	n0																																		DR097_RS00415				DR100_RS00125						
N21.HOG0000282	OG0000194	n0																																		DR097_RS01130				DR100_RS00790						
N21.HOG0000283	OG0000195	n0																																		DR097_RS01125				DR100_RS00795						
N21.HOG0000284	OG0000196	n0																																		DR097_RS01105				DR100_RS00815						
N21.HOG0000285	OG0000197	n0																																		DR097_RS01100				DR100_RS00820						
N21.HOG0000286	OG0000198	n0																																		DR097_RS01085				DR100_RS00835						
N21.HOG0000287	OG0000199	n0																																		DR097_RS01080				DR100_RS00840						
N21.HOG0000288	OG0000200	n0																																		DR097_RS01065				DR100_RS00855						
N21.HOG0000289	OG0000201	n0																																		DR097_RS01055				DR100_RS00865						
N21.HOG0000290	OG0000202	n0																																		DR097_RS01000				DR100_RS00920						
N21.HOG0000291	OG0000203	n0																																		DR097_RS00995				DR100_RS00925						
N21.HOG0000292	OG0000204	n0																																		DR097_RS00990				DR100_RS00930						
N21.HOG0000293	OG0000205	n0																																		DR097_RS00985				DR100_RS00935						
N21.HOG0000294	OG0000206	n0																																		DR097_RS00965				DR100_RS00955						
N21.HOG0000295	OG0000207	n0																																		DR097_RS00950				DR100_RS00970						
N21.HOG0000296	OG0000208	n0																																		DR097_RS00945				DR100_RS00975						
N21.HOG0000297	OG0000209	n0																																		DR097_RS00940				DR100_RS00980						
N21.HOG0000298	OG0000210	n0																																		DR097_RS04925				DR100_RS01025						
N21.HOG0000299	OG0000211	n0																																		DR097_RS02185				DR100_RS02965						
N21.HOG0000300	OG0000212	n0																																		DR097_RS02195				DR100_RS02955						
N21.HOG0000301	OG0000213	n0																																		DR097_RS02200				DR100_RS02950						
N21.HOG0000302	OG0000214	n0																																		DR097_RS02205				DR100_RS02945						
N21.HOG0000303	OG0000215	n0																																		DR097_RS02210				DR100_RS02940						
N21.HOG0000304	OG0000216	n0																																		DR097_RS02215				DR100_RS02935						
N21.HOG0000305	OG0000217	n0																																		DR097_RS02220				DR100_RS02930						
N21.HOG0000306	OG0000218	n0																																		DR097_RS02230				DR100_RS02920						
N21.HOG0000307	OG0000219	n0																																		DR097_RS02235				DR100_RS02915						
N21.HOG0000308	OG0000220	n0																																		DR097_RS02240				DR100_RS02910						
N21.HOG0000309	OG0000221	n0																																		DR097_RS02245				DR100_RS02905						
N21.HOG0000310	OG0000222	n0																																		DR097_RS02250				DR100_RS02900						
N21.HOG0000311	OG0000223	n0																																		DR097_RS02255				DR100_RS02895						
N21.HOG0000312	OG0000224	n0																																		DR097_RS02265				DR100_RS02885, DR100_RS03890						
N21.HOG0000313	OG0000225	n0																																		DR097_RS02275				DR100_RS02875						
N21.HOG0000314	OG0000226	n0																																		DR097_RS02280				DR100_RS02870						
N21.HOG0000315	OG0000227	n0																																		DR097_RS02285				DR100_RS02865						
N21.HOG0000316	OG0000228	n0																																		DR097_RS04910				DR100_RS04935						
N21.HOG0000317	OG0000229	n0																																		DR097_RS02295				DR100_RS02855						
N21.HOG0000318	OG0000230	n0																																		DR097_RS02300				DR100_RS02850						
N21.HOG0000319	OG0000231	n0																																		DR097_RS02310				DR100_RS02840						
N21.HOG0000320	OG0000232	n0																																		DR097_RS02320				DR100_RS02830						
N21.HOG0000321	OG0000233	n0																																		DR097_RS00535				DR100_RS00010						
N21.HOG0000322	OG0000234	n0																																		DR097_RS00495				DR100_RS00045						
N21.HOG0000323	OG0000235	n0																																		DR097_RS00485				DR100_RS00055						
N21.HOG0000324	OG0000236	n0																																		DR097_RS00480				DR100_RS00060						
N21.HOG0000325	OG0000237	n0																																		DR097_RS00475				DR100_RS00065						
N21.HOG0000326	OG0000238	n0																																		DR097_RS00465				DR100_RS00075						
N21.HOG0000327	OG0000239	n0																																		DR097_RS01270				DR100_RS03120						
N21.HOG0000328	OG0000240	n0																																		DR097_RS01275				DR100_RS03125						
N21.HOG0000329	OG0000241	n0																																		DR097_RS01285				DR100_RS03135						
N21.HOG0000330	OG0000242	n0																																		DR097_RS01290				DR100_RS03140						
N21.HOG0000331	OG0000243	n0																																		DR097_RS01295				DR100_RS03145						
N21.HOG0000332	OG0000244	n0																																		DR097_RS01305				DR100_RS03155						
N21.HOG0000333	OG0000245	n0																																		DR097_RS01315				DR100_RS03165						
N21.HOG0000334	OG0000246	n0																																		DR097_RS00300				DR100_RS01055						
N21.HOG0000335	OG0000247	n0																																		DR097_RS00290				DR100_RS00705						
N21.HOG0000336	OG0000248	n0																																		DR097_RS00280				DR100_RS00695						
N21.HOG0000337	OG0000249	n0																																		DR097_RS00275				DR100_RS00690						
N21.HOG0000338	OG0000250	n0																																		DR097_RS00260				DR100_RS00675						
