HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N39.HOG0000027	OG0000008	n35	MFC_RS03380						DR085_RS03145	MYF_RS01875																																				
N39.HOG0000028	OG0000011	n42								MYF_RS03310																																				
N39.HOG0000029	OG0000011	n44	MFC_RS03510						DR085_RS03875																																					
N39.HOG0000030	OG0000011	n47	MFC_RS03505						DR085_RS02795																																					
N39.HOG0000031	OG0000011	n51	MFC_RS01350						DR085_RS02805	MYF_RS01270																																				
N39.HOG0000032	OG0000013	n3	MFC_RS03175						DR085_RS00915	MYF_RS03170																																				
N39.HOG0000033	OG0000013	n10	MFC_RS02880						DR085_RS00910	MYF_RS01100																																				
N39.HOG0000034	OG0000013	n47	MFC_RS03420						DR085_RS03115	MYF_RS03400																																				
N39.HOG0000035	OG0000014	n1	MFC_RS00870						DR085_RS03650	MYF_RS00550																																				
N39.HOG0000036	OG0000015	n24	MFC_RS03450							MYF_RS03470																																				
N39.HOG0000037	OG0000016	n1	MFC_RS01050						DR085_RS00605	MYF_RS00730																																				
N39.HOG0000038	OG0000016	n66	MFC_RS02390						DR085_RS00005, DR085_RS03785	MYF_RS00130																																				
N39.HOG0000039	OG0000017	n1	MFC_RS03155						DR085_RS02380	MYF_RS03155																																				
N39.HOG0000040	OG0000017	n16	MFC_RS01040						DR085_RS00595	MYF_RS00720																																				
N39.HOG0000041	OG0000018	n64	MFC_RS00540						DR085_RS03745	MYF_RS01675																																				
N39.HOG0000042	OG0000019	n11	MFC_RS03000							MYF_RS03445																																				
N39.HOG0000043	OG0000019	n26							DR085_RS03320	MYF_RS03450																																				
N39.HOG0000044	OG0000019	n64	MFC_RS03330							MYF_RS03440																																				
N39.HOG0000045	OG0000020	n1	MFC_RS00305						DR085_RS03795	MYF_RS03080																																				
N39.HOG0000046	OG0000020	n38	MFC_RS00300						DR085_RS03790	MYF_RS03085																																				
N39.HOG0000047	OG0000022	n33	MFC_RS00360						DR085_RS03800	MYF_RS03025																																				
N39.HOG0000048	OG0000023	n9	MFC_RS00535						DR085_RS01800	MYF_RS01670																																				
N39.HOG0000049	OG0000023	n48	MFC_RS01695						DR085_RS02195	MYF_RS01880																																				
N39.HOG0000050	OG0000024	n1	MFC_RS01110						DR085_RS00665	MYF_RS00790																																				
N39.HOG0000051	OG0000025	n32	MFC_RS00355						DR085_RS02460	MYF_RS03030																																				
N39.HOG0000052	OG0000026	n1	MFC_RS00580						DR085_RS01755	MYF_RS01715																																				
N39.HOG0000053	OG0000027	n21	MFC_RS02850						DR085_RS03845	MYF_RS02825																																				
N39.HOG0000054	OG0000028	n13	MFC_RS01205						DR085_RS00930	MYF_RS01125																																				
N39.HOG0000055	OG0000028	n18	MFC_RS01200							MYF_RS01120																																				
N39.HOG0000056	OG0000029	n1	MFC_RS00875						DR085_RS00425	MYF_RS00555																																				
N39.HOG0000057	OG0000030	n1	MFC_RS02855						DR085_RS03850	MYF_RS02820																																				
N39.HOG0000058	OG0000031	n3	MFC_RS01295						DR085_RS02695	MYF_RS01215																																				
N39.HOG0000059	OG0000032	n3	MFC_RS02685							MYF_RS03490																																				
N39.HOG0000060	OG0000032	n25	MFC_RS02860						DR085_RS03940	MYF_RS02815																																				
N39.HOG0000061	OG0000033	n20	MFC_RS01210						DR085_RS00935	MYF_RS01130																																				
N39.HOG0000062	OG0000037	n3	MFC_RS03185							MYF_RS03495																																				
N39.HOG0000063	OG0000037	n38	MFC_RS03295																																											
N39.HOG0000064	OG0000037	n39	MFC_RS00375							MYF_RS03005																																				
N39.HOG0000065	OG0000039	n24	MFC_RS03135						DR085_RS00495	MYF_RS03160																																				
N39.HOG0000066	OG0000039	n26	MFC_RS00935						DR085_RS00485	MYF_RS00615																																				
N39.HOG0000067	OG0000040	n17	MFC_RS01640						DR085_RS03110	MYF_RS02770																																				
N39.HOG0000068	OG0000040	n27	MFC_RS01160						DR085_RS00715	MYF_RS00840																																				
N39.HOG0000069	OG0000040	n31	MFC_RS01165						DR085_RS00720																																					
N39.HOG0000070	OG0000042	n11	MFC_RS00930						DR085_RS00480	MYF_RS00610																																				
N39.HOG0000071	OG0000042	n18	MFC_RS01085						DR085_RS00645	MYF_RS00765																																				
N39.HOG0000072	OG0000043	n0	MFC_RS01320						DR085_RS02670	MYF_RS01240																																				
N39.HOG0000073	OG0000045	n10	MFC_RS00950							MYF_RS00630																																				
N39.HOG0000074	OG0000047	n35	MFC_RS03280						DR085_RS03120	MYF_RS03335																																				
N39.HOG0000075	OG0000048	n23	MFC_RS00140						DR085_RS02880	MYF_RS01350																																				
N39.HOG0000076	OG0000048	n33							DR085_RS03055																																					
N39.HOG0000077	OG0000049	n26	MFC_RS03220, MFC_RS03365							MYF_RS03265, MYF_RS03455																																				
N39.HOG0000078	OG0000050	n0	MFC_RS01260						DR085_RS02735	MYF_RS01180																																				
N39.HOG0000079	OG0000051	n9	MFC_RS02240						DR085_RS01290	MYF_RS02420																																				
N39.HOG0000080	OG0000052	n0	MFC_RS00160						DR085_RS03420	MYF_RS00075																																				
N39.HOG0000081	OG0000053	n0	MFC_RS00665						DR085_RS03740	MYF_RS01800																																				
N39.HOG0000082	OG0000054	n0	MFC_RS01235						DR085_RS00960	MYF_RS01155																																				
N39.HOG0000083	OG0000055	n10	MFC_RS03415							MYF_RS03395																																				
N39.HOG0000084	OG0000055	n11	MFC_RS03540							MYF_RS03525																																				
N39.HOG0000085	OG0000056	n19	MFC_RS00325						DR085_RS02435	MYF_RS03060																																				
N39.HOG0000086	OG0000057	n0	MFC_RS00965						DR085_RS00520	MYF_RS00645																																				
N39.HOG0000087	OG0000062	n0	MFC_RS00270						DR085_RS02230	MYF_RS03115																																				
N39.HOG0000088	OG0000063	n0	MFC_RS00275						DR085_RS02225	MYF_RS03110																																				
N39.HOG0000089	OG0000064	n0	MFC_RS00285						DR085_RS02215	MYF_RS03100																																				
N39.HOG0000090	OG0000065	n0	MFC_RS00440						DR085_RS01895	MYF_RS01575																																				
N39.HOG0000091	OG0000066	n4	MFC_RS00570						DR085_RS01765	MYF_RS01705																																				
N39.HOG0000092	OG0000067	n2	MFC_RS00800						DR085_RS00345	MYF_RS00480																																				
N39.HOG0000093	OG0000068	n0	MFC_RS00910						DR085_RS00460	MYF_RS00590																																				
N39.HOG0000094	OG0000069	n0	MFC_RS01075						DR085_RS00630	MYF_RS00755																																				
N39.HOG0000095	OG0000070	n0	MFC_RS01215						DR085_RS00940	MYF_RS01135																																				
N39.HOG0000096	OG0000071	n0	MFC_RS01630						DR085_RS01590	MYF_RS02760																																				
N39.HOG0000097	OG0000072	n0	MFC_RS01635						DR085_RS03730	MYF_RS02765																																				
N39.HOG0000098	OG0000073	n0	MFC_RS03390, MFC_RS03395						DR085_RS02070	MYF_RS02005																																				
N39.HOG0000099	OG0000074	n16	MFC_RS03400						DR085_RS03690	MYF_RS02195																																				
N39.HOG0000100	OG0000075	n5	MFC_RS02565						DR085_RS00175	MYF_RS00305																																				
N39.HOG0000101	OG0000076	n7	MFC_RS02580						DR085_RS00190	MYF_RS00320																																				
N39.HOG0000102	OG0000077	n0	MFC_RS02670						DR085_RS00275	MYF_RS00410																																				
N39.HOG0000103	OG0000078	n23	MFC_RS03005						DR085_RS00755	MYF_RS00880																																				
N39.HOG0000104	OG0000079	n0	MFC_RS02930, MFC_RS03120						DR085_RS00860	MYF_RS01050																																				
N39.HOG0000105	OG0000080	n0	MFC_RS03315						DR085_RS03275	MYF_RS01000, MYF_RS03365																																				
N39.HOG0000106	OG0000081	n0	MFC_RS02560, MFC_RS03430						DR085_RS00170	MYF_RS00300																																				
N39.HOG0000107	OG0000082	n29	MFC_RS02870						DR085_RS00920	MYF_RS01110																																				
N39.HOG0000108	OG0000083	n0	MFC_RS00040						DR085_RS03000	MYF_RS01430																																				
N39.HOG0000109	OG0000084	n0	MFC_RS00070						DR085_RS02830	MYF_RS01400																																				
N39.HOG0000110	OG0000085	n0	MFC_RS00075						DR085_RS02835	MYF_RS01395																																				
N39.HOG0000111	OG0000086	n0	MFC_RS00085						DR085_RS03880	MYF_RS01385																																				
N39.HOG0000112	OG0000087	n0	MFC_RS03320						DR085_RS02860	MYF_RS01370																																				
N39.HOG0000113	OG0000088	n0	MFC_RS00105						DR085_RS02865	MYF_RS01365																																				
N39.HOG0000114	OG0000089	n0	MFC_RS00115						DR085_RS02875	MYF_RS01355																																				
N39.HOG0000115	OG0000090	n0	MFC_RS00165						DR085_RS02335	MYF_RS00070																																				
N39.HOG0000116	OG0000091	n0	MFC_RS00180						DR085_RS02320	MYF_RS00055																																				
N39.HOG0000117	OG0000092	n0	MFC_RS00195						DR085_RS02305	MYF_RS00040																																				
N39.HOG0000118	OG0000093	n0	MFC_RS00200						DR085_RS02300	MYF_RS00035																																				
N39.HOG0000119	OG0000094	n0	MFC_RS00205						DR085_RS02295	MYF_RS00030																																				
N39.HOG0000120	OG0000095	n0	MFC_RS00230						DR085_RS02270	MYF_RS00005																																				
N39.HOG0000121	OG0000096	n0	MFC_RS00235						DR085_RS02265	MYF_RS03150																																				
N39.HOG0000122	OG0000097	n0	MFC_RS00255						DR085_RS02245	MYF_RS03130																																				
N39.HOG0000123	OG0000098	n7	MFC_RS00265						DR085_RS02235	MYF_RS03120																																				
N39.HOG0000124	OG0000099	n0	MFC_RS00320						DR085_RS02430	MYF_RS03065																																				
N39.HOG0000125	OG0000100	n0	MFC_RS00335						DR085_RS02440	MYF_RS03050																																				
N39.HOG0000126	OG0000101	n0	MFC_RS00340						DR085_RS02445	MYF_RS03045																																				
N39.HOG0000127	OG0000102	n0	MFC_RS00350						DR085_RS02455	MYF_RS03035																																				
N39.HOG0000128	OG0000103	n0	MFC_RS00405						DR085_RS01930	MYF_RS01540																																				
N39.HOG0000129	OG0000104	n0	MFC_RS00410						DR085_RS01925	MYF_RS01545																																				
N39.HOG0000130	OG0000105	n0	MFC_RS00425						DR085_RS01910	MYF_RS01560																																				
N39.HOG0000131	OG0000106	n0	MFC_RS00435						DR085_RS01900	MYF_RS01570																																				
N39.HOG0000132	OG0000107	n0	MFC_RS00445						DR085_RS01890	MYF_RS01580																																				
N39.HOG0000133	OG0000108	n0	MFC_RS00450						DR085_RS01885	MYF_RS01585																																				
N39.HOG0000134	OG0000109	n0	MFC_RS00455						DR085_RS01880	MYF_RS01590																																				
N39.HOG0000135	OG0000110	n0	MFC_RS00460						DR085_RS01875	MYF_RS01595																																				
N39.HOG0000136	OG0000111	n0	MFC_RS00465						DR085_RS01870	MYF_RS01600																																				
N39.HOG0000137	OG0000112	n0	MFC_RS00475						DR085_RS01860	MYF_RS01610																																				
N39.HOG0000138	OG0000113	n0	MFC_RS00490						DR085_RS03750	MYF_RS01625																																				
N39.HOG0000139	OG0000114	n0	MFC_RS00500						DR085_RS01835	MYF_RS01635																																				
N39.HOG0000140	OG0000115	n0	MFC_RS00510						DR085_RS01825	MYF_RS01645																																				
N39.HOG0000141	OG0000116	n0	MFC_RS00520						DR085_RS01815	MYF_RS01655																																				
N39.HOG0000142	OG0000117	n0	MFC_RS00525						DR085_RS01810	MYF_RS01660																																				
N39.HOG0000143	OG0000118	n0	MFC_RS00555						DR085_RS01780	MYF_RS01690																																				
N39.HOG0000144	OG0000119	n0	MFC_RS00560						DR085_RS01775	MYF_RS01695																																				
N39.HOG0000145	OG0000120	n0	MFC_RS00575						DR085_RS01760	MYF_RS01710																																				
N39.HOG0000146	OG0000121	n0	MFC_RS00600						DR085_RS01735	MYF_RS01735																																				
N39.HOG0000147	OG0000122	n0	MFC_RS00605						DR085_RS01730	MYF_RS01740																																				
N39.HOG0000148	OG0000123	n0	MFC_RS00625						DR085_RS01710	MYF_RS01760																																				
N39.HOG0000149	OG0000124	n0	MFC_RS00630						DR085_RS01705	MYF_RS01765																																				
N39.HOG0000150	OG0000125	n0	MFC_RS00635						DR085_RS01700	MYF_RS01770																																				
N39.HOG0000151	OG0000126	n0	MFC_RS00645						DR085_RS01690	MYF_RS01780																																				
N39.HOG0000152	OG0000127	n0	MFC_RS00655						DR085_RS01680	MYF_RS01790																																				
N39.HOG0000153	OG0000128	n0	MFC_RS00670						DR085_RS01665	MYF_RS01805																																				
N39.HOG0000154	OG0000129	n0	MFC_RS00675						DR085_RS01660	MYF_RS01810																																				
N39.HOG0000155	OG0000130	n0	MFC_RS00685						DR085_RS01650	MYF_RS01820																																				
N39.HOG0000156	OG0000131	n0	MFC_RS00715						DR085_RS01620	MYF_RS01850																																				
N39.HOG0000157	OG0000132	n0	MFC_RS00735						DR085_RS03735	MYF_RS01865																																				
N39.HOG0000158	OG0000133	n0	MFC_RS00805						DR085_RS00350	MYF_RS00485																																				
N39.HOG0000159	OG0000134	n0	MFC_RS00810						DR085_RS03640	MYF_RS00490																																				
N39.HOG0000160	OG0000135	n0	MFC_RS00825						DR085_RS00370	MYF_RS00505																																				
N39.HOG0000161	OG0000136	n0	MFC_RS00830						DR085_RS00375	MYF_RS00510																																				
N39.HOG0000162	OG0000137	n0	MFC_RS00860						DR085_RS00405	MYF_RS00540																																				
N39.HOG0000163	OG0000138	n0	MFC_RS00885						DR085_RS00435	MYF_RS00565																																				
N39.HOG0000164	OG0000139	n0	MFC_RS00915						DR085_RS00465	MYF_RS00595																																				
N39.HOG0000165	OG0000140	n0	MFC_RS00920						DR085_RS00470	MYF_RS00600																																				
N39.HOG0000166	OG0000141	n0	MFC_RS00955						DR085_RS00510	MYF_RS00635																																				
N39.HOG0000167	OG0000142	n0	MFC_RS00960						DR085_RS03655	MYF_RS00640																																				
N39.HOG0000168	OG0000143	n0	MFC_RS00985						DR085_RS00540	MYF_RS00665																																				
N39.HOG0000169	OG0000144	n0	MFC_RS00995						DR085_RS00550	MYF_RS00675																																				
N39.HOG0000170	OG0000145	n0	MFC_RS01005						DR085_RS00560	MYF_RS00685																																				
N39.HOG0000171	OG0000146	n0	MFC_RS01015						DR085_RS00570	MYF_RS00695																																				
N39.HOG0000172	OG0000147	n0	MFC_RS01020						DR085_RS00575	MYF_RS00700																																				
N39.HOG0000173	OG0000148	n0	MFC_RS01035						DR085_RS00590	MYF_RS00715																																				
N39.HOG0000174	OG0000149	n0	MFC_RS01045						DR085_RS00600	MYF_RS00725																																				
N39.HOG0000175	OG0000150	n0	MFC_RS01060						DR085_RS00615	MYF_RS00740																																				
N39.HOG0000176	OG0000151	n0	MFC_RS01115						DR085_RS00670	MYF_RS00795																																				
N39.HOG0000177	OG0000152	n0	MFC_RS01120						DR085_RS00675	MYF_RS00800																																				
N39.HOG0000178	OG0000153	n0	MFC_RS01125						DR085_RS00680	MYF_RS00805																																				
N39.HOG0000179	OG0000154	n0	MFC_RS01135						DR085_RS00690	MYF_RS00815																																				
N39.HOG0000180	OG0000155	n0	MFC_RS01155						DR085_RS00710	MYF_RS00835																																				
N39.HOG0000181	OG0000156	n0	MFC_RS01175						DR085_RS00730	MYF_RS00855																																				
N39.HOG0000182	OG0000157	n0	MFC_RS01180						DR085_RS03660	MYF_RS00860																																				
N39.HOG0000183	OG0000158	n0	MFC_RS01190						DR085_RS03665	MYF_RS00870																																				
N39.HOG0000184	OG0000159	n0	MFC_RS01245						DR085_RS00970	MYF_RS01165																																				
N39.HOG0000185	OG0000160	n0	MFC_RS01250						DR085_RS00975	MYF_RS01170																																				
N39.HOG0000186	OG0000161	n0	MFC_RS01255						DR085_RS00985	MYF_RS01175																																				
N39.HOG0000187	OG0000162	n0	MFC_RS01265						DR085_RS02725	MYF_RS01185																																				
N39.HOG0000188	OG0000163	n0	MFC_RS01270						DR085_RS02720	MYF_RS01190																																				
N39.HOG0000189	OG0000164	n0	MFC_RS01300						DR085_RS03860	MYF_RS01220																																				
N39.HOG0000190	OG0000165	n0	MFC_RS01345						DR085_RS02810	MYF_RS01265																																				
N39.HOG0000191	OG0000166	n0	MFC_RS01365						DR085_RS02780	MYF_RS01285																																				
N39.HOG0000192	OG0000167	n0	MFC_RS01380						DR085_RS02765	MYF_RS01300																																				
N39.HOG0000193	OG0000168	n0	MFC_RS01385						DR085_RS02760	MYF_RS01305																																				
N39.HOG0000194	OG0000169	n0	MFC_RS01430						DR085_RS01405	MYF_RS02560																																				
N39.HOG0000195	OG0000170	n0	MFC_RS01455						DR085_RS01420	MYF_RS02585																																				
N39.HOG0000196	OG0000171	n0	MFC_RS01465						DR085_RS01430	MYF_RS02595																																				
N39.HOG0000197	OG0000172	n0	MFC_RS01470						DR085_RS01435	MYF_RS02600																																				
N39.HOG0000198	OG0000173	n0	MFC_RS01475						DR085_RS01440	MYF_RS02605																																				
N39.HOG0000199	OG0000174	n0	MFC_RS01480						DR085_RS01445	MYF_RS02610																																				
N39.HOG0000200	OG0000175	n0	MFC_RS01495						DR085_RS01460	MYF_RS02625																																				
N39.HOG0000201	OG0000176	n0	MFC_RS01540						DR085_RS01500	MYF_RS02670																																				
N39.HOG0000202	OG0000177	n0	MFC_RS01545						DR085_RS01505	MYF_RS02675																																				
N39.HOG0000203	OG0000178	n0	MFC_RS01550						DR085_RS01510	MYF_RS02680																																				
N39.HOG0000204	OG0000179	n0	MFC_RS01560						DR085_RS01520	MYF_RS02690																																				
N39.HOG0000205	OG0000180	n0	MFC_RS01565						DR085_RS01525	MYF_RS02695																																				
N39.HOG0000206	OG0000181	n0	MFC_RS01580						DR085_RS03715	MYF_RS02710																																				
N39.HOG0000207	OG0000182	n0	MFC_RS01590						DR085_RS01550	MYF_RS02720																																				
N39.HOG0000208	OG0000183	n0	MFC_RS01625						DR085_RS01585	MYF_RS02755																																				
N39.HOG0000209	OG0000184	n0	MFC_RS01655						DR085_RS02950	MYF_RS02785																																				
N39.HOG0000210	OG0000185	n0	MFC_RS01670						DR085_RS02935	MYF_RS02800																																				
N39.HOG0000211	OG0000186	n0	MFC_RS01710						DR085_RS02180	MYF_RS01895																																				
N39.HOG0000212	OG0000187	n0	MFC_RS01725						DR085_RS02165	MYF_RS01910																																				
N39.HOG0000213	OG0000188	n0	MFC_RS01735						DR085_RS02155	MYF_RS01920																																				
N39.HOG0000214	OG0000189	n0	MFC_RS03385						DR085_RS03775	MYF_RS01930																																				
N39.HOG0000215	OG0000190	n0	MFC_RS01750						DR085_RS02140	MYF_RS01935																																				
N39.HOG0000216	OG0000191	n0	MFC_RS01770						DR085_RS02120	MYF_RS01955																																				
N39.HOG0000217	OG0000192	n0	MFC_RS01780						DR085_RS02110	MYF_RS01965																																				
N39.HOG0000218	OG0000193	n0	MFC_RS01795						DR085_RS02095	MYF_RS01980																																				
N39.HOG0000219	OG0000194	n0	MFC_RS01805						DR085_RS02085	MYF_RS01990																																				
N39.HOG0000220	OG0000195	n0	MFC_RS01810						DR085_RS02080	MYF_RS01995																																				
N39.HOG0000221	OG0000196	n0	MFC_RS01830						DR085_RS03770	MYF_RS02015																																				
N39.HOG0000222	OG0000197	n0	MFC_RS01835						DR085_RS02055	MYF_RS02020																																				
N39.HOG0000223	OG0000198	n0	MFC_RS01850						DR085_RS02040	MYF_RS02035																																				
N39.HOG0000224	OG0000199	n0	MFC_RS01855						DR085_RS02035	MYF_RS02040																																				
N39.HOG0000225	OG0000200	n0	MFC_RS01865						DR085_RS02020	MYF_RS02050																																				
N39.HOG0000226	OG0000201	n0	MFC_RS01875						DR085_RS02010	MYF_RS02060																																				
N39.HOG0000227	OG0000202	n0	MFC_RS01930						DR085_RS01955	MYF_RS02115																																				
N39.HOG0000228	OG0000203	n0	MFC_RS01935						DR085_RS01950	MYF_RS02120																																				
N39.HOG0000229	OG0000204	n0	MFC_RS01940						DR085_RS03675	MYF_RS02125																																				
N39.HOG0000230	OG0000205	n0	MFC_RS01945						DR085_RS00995	MYF_RS02130																																				
N39.HOG0000231	OG0000206	n0	MFC_RS01965						DR085_RS01015	MYF_RS02150																																				
N39.HOG0000232	OG0000207	n0	MFC_RS01980						DR085_RS01030	MYF_RS02165																																				
N39.HOG0000233	OG0000208	n0	MFC_RS01985						DR085_RS01035	MYF_RS02170																																				
N39.HOG0000234	OG0000209	n0	MFC_RS01990						DR085_RS01040	MYF_RS02175																																				
N39.HOG0000235	OG0000210	n0	MFC_RS02040						DR085_RS01085	MYF_RS02220																																				
N39.HOG0000236	OG0000211	n0	MFC_RS02050						DR085_RS01095	MYF_RS02230																																				
N39.HOG0000237	OG0000212	n0	MFC_RS02060						DR085_RS01105	MYF_RS02240																																				
N39.HOG0000238	OG0000213	n0	MFC_RS02065						DR085_RS01110	MYF_RS02245																																				
N39.HOG0000239	OG0000214	n0	MFC_RS02070						DR085_RS01115	MYF_RS02250																																				
N39.HOG0000240	OG0000215	n0	MFC_RS02075						DR085_RS01120	MYF_RS02255																																				
N39.HOG0000241	OG0000216	n0	MFC_RS02080						DR085_RS01125	MYF_RS02260																																				
N39.HOG0000242	OG0000217	n0	MFC_RS02085						DR085_RS01130	MYF_RS02265																																				
N39.HOG0000243	OG0000218	n0	MFC_RS02095						DR085_RS03695	MYF_RS02275																																				
N39.HOG0000244	OG0000219	n0	MFC_RS02100						DR085_RS01145	MYF_RS02280																																				
N39.HOG0000245	OG0000220	n0	MFC_RS02105						DR085_RS01150	MYF_RS02285																																				
N39.HOG0000246	OG0000221	n0	MFC_RS02110						DR085_RS01155	MYF_RS02290																																				
N39.HOG0000247	OG0000222	n0	MFC_RS03235						DR085_RS01160	MYF_RS03240																																				
N39.HOG0000248	OG0000223	n0	MFC_RS02115						DR085_RS01165	MYF_RS02295																																				
N39.HOG0000249	OG0000224	n0	MFC_RS02125						DR085_RS01175	MYF_RS02305																																				
N39.HOG0000250	OG0000225	n0	MFC_RS02135						DR085_RS01185	MYF_RS02315																																				
N39.HOG0000251	OG0000226	n0	MFC_RS02140						DR085_RS01190	MYF_RS02320																																				
N39.HOG0000252	OG0000227	n0	MFC_RS02145						DR085_RS01195	MYF_RS02325																																				
N39.HOG0000253	OG0000228	n0	MFC_RS03530						DR085_RS03930	MYF_RS03530																																				
N39.HOG0000254	OG0000229	n0	MFC_RS02155						DR085_RS01205	MYF_RS02335																																				
N39.HOG0000255	OG0000230	n0	MFC_RS02160						DR085_RS01210	MYF_RS02340																																				
N39.HOG0000256	OG0000231	n0	MFC_RS02170						DR085_RS01220	MYF_RS02350																																				
N39.HOG0000257	OG0000232	n0	MFC_RS02180						DR085_RS01230	MYF_RS02360																																				
N39.HOG0000258	OG0000233	n0	MFC_RS02190						DR085_RS01240	MYF_RS02370																																				
N39.HOG0000259	OG0000234	n0	MFC_RS02220						DR085_RS01270	MYF_RS02400																																				
N39.HOG0000260	OG0000235	n0	MFC_RS02230						DR085_RS01280	MYF_RS02410																																				
N39.HOG0000261	OG0000236	n0	MFC_RS02235						DR085_RS01285	MYF_RS02415																																				
N39.HOG0000262	OG0000237	n0	MFC_RS02250						DR085_RS01305	MYF_RS02430																																				
N39.HOG0000263	OG0000238	n0	MFC_RS02255						DR085_RS01310	MYF_RS02435																																				
N39.HOG0000264	OG0000239	n0	MFC_RS02285						DR085_RS01340	MYF_RS02465																																				
N39.HOG0000265	OG0000240	n0	MFC_RS02290						DR085_RS01345	MYF_RS02470																																				
N39.HOG0000266	OG0000241	n0	MFC_RS02300						DR085_RS01355	MYF_RS02480																																				
N39.HOG0000267	OG0000242	n0	MFC_RS02305						DR085_RS01360	MYF_RS02485																																				
N39.HOG0000268	OG0000243	n0	MFC_RS02310						DR085_RS01365	MYF_RS02490																																				
N39.HOG0000269	OG0000244	n0	MFC_RS02320						DR085_RS01375	MYF_RS02500																																				
N39.HOG0000270	OG0000245	n0	MFC_RS02330						DR085_RS01385	MYF_RS02510																																				
N39.HOG0000271	OG0000246	n0	MFC_RS02345						DR085_RS02350	MYF_RS00085																																				
