HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N33.HOG0000027	OG0000005	n92												B5C39_RS00925								MHP_RS00110																				EXC50_RS00110				
N33.HOG0000028	OG0000005	n113												B5C39_RS00940								MHP_RS00125																				EXC50_RS00125				
N33.HOG0000029	OG0000006	n3																				MHP_RS02365																								
N33.HOG0000030	OG0000006	n11												B5C39_RS03845																												EXC50_RS04025				
N33.HOG0000031	OG0000006	n36												B5C39_RS03840																												EXC50_RS04020				
N33.HOG0000032	OG0000006	n58												B5C39_RS02605								MHP_RS03575																				EXC50_RS01175				
N33.HOG0000033	OG0000006	n87												B5C39_RS02640								MHP_RS02230																				EXC50_RS01210				
N33.HOG0000034	OG0000008	n26												B5C39_RS03740								MHP_RS03725																				EXC50_RS01160				
N33.HOG0000035	OG0000008	n28												B5C39_RS03830								MHP_RS03910																				EXC50_RS04015				
N33.HOG0000036	OG0000008	n35																				MHP_RS01640																				EXC50_RS00595				
N33.HOG0000037	OG0000008	n84												B5C39_RS03850								MHP_RS03920																				EXC50_RS04030				
N33.HOG0000038	OG0000009	n2																				MHP_RS01325																				EXC50_RS03420				
N33.HOG0000039	OG0000009	n16												B5C39_RS00900								MHP_RS00085																				EXC50_RS00085				
N33.HOG0000040	OG0000009	n25												B5C39_RS03820								MHP_RS03870																				EXC50_RS04115				
N33.HOG0000041	OG0000009	n38												B5C39_RS02225								MHP_RS01315																				EXC50_RS03405				
N33.HOG0000042	OG0000010	n3												B5C39_RS03350								MHP_RS01830																				EXC50_RS00795				
N33.HOG0000043	OG0000010	n41												B5C39_RS03795								MHP_RS03845																				EXC50_RS04090				
N33.HOG0000044	OG0000010	n44												B5C39_RS01340								MHP_RS00445																				EXC50_RS02530				
N33.HOG0000045	OG0000010	n72												B5C39_RS00910								MHP_RS00095																				EXC50_RS00095				
N33.HOG0000046	OG0000011	n10												B5C39_RS03455								MHP_RS01915																				EXC50_RS00895				
N33.HOG0000047	OG0000011	n51												B5C39_RS03450								MHP_RS01910																				EXC50_RS00890				
N33.HOG0000048	OG0000012	n1												B5C39_RS01220								MHP_RS00400																				EXC50_RS01855				
N33.HOG0000049	OG0000013	n1												B5C39_RS02685								MHP_RS02275																				EXC50_RS01255				
N33.HOG0000050	OG0000013	n47												B5C39_RS03780								MHP_RS03840																				EXC50_RS03965				
N33.HOG0000051	OG0000014	n10												B5C39_RS02300																												EXC50_RS04120				
N33.HOG0000052	OG0000014	n30												B5C39_RS01820								MHP_RS00920																				EXC50_RS03000				
N33.HOG0000053	OG0000014	n57												B5C39_RS02290								MHP_RS01385																				EXC50_RS03480				
N33.HOG0000054	OG0000015	n10																				MHP_RS03975																				EXC50_RS04220				
N33.HOG0000055	OG0000015	n11												B5C39_RS03085								MHP_RS02750																				EXC50_RS03670, EXC50_RS03860, EXC50_RS04160				
N33.HOG0000056	OG0000016	n1												B5C39_RS00060								MHP_RS02785																				EXC50_RS01680				
N33.HOG0000057	OG0000016	n36												B5C39_RS00985								MHP_RS00180																				EXC50_RS00170				
N33.HOG0000058	OG0000017	n1												B5C39_RS00970								MHP_RS00165																				EXC50_RS00155				
N33.HOG0000059	OG0000017	n16												B5C39_RS00070								MHP_RS02795																				EXC50_RS01690				
N33.HOG0000060	OG0000018	n10												B5C39_RS01575								MHP_RS00680																				EXC50_RS02765				
N33.HOG0000061	OG0000018	n37												B5C39_RS03785, B5C39_RS03790								MHP_RS03940																				EXC50_RS00485, EXC50_RS03750, EXC50_RS04080, EXC50_RS04085, EXC50_RS04145, EXC50_RS04150				
N33.HOG0000062	OG0000018	n54																				MHP_RS03945																								
N33.HOG0000063	OG0000019	n4																				MHP_RS02970																								
N33.HOG0000064	OG0000019	n11																				MHP_RS02965																				EXC50_RS04065				
N33.HOG0000065	OG0000019	n26												B5C39_RS03765								MHP_RS02955																				EXC50_RS04060				
N33.HOG0000066	OG0000020	n1												B5C39_RS00735								MHP_RS03465																				EXC50_RS02390				
N33.HOG0000067	OG0000020	n58												B5C39_RS00740								MHP_RS03470																				EXC50_RS02395				
N33.HOG0000068	OG0000021	n11												B5C39_RS03275								MHP_RS01755																				EXC50_RS00715				
N33.HOG0000069	OG0000021	n33																																								EXC50_RS04125				
N33.HOG0000070	OG0000021	n54												B5C39_RS02385								MHP_RS01475																				EXC50_RS03575				
N33.HOG0000071	OG0000022	n1												B5C39_RS03170								MHP_RS01655																				EXC50_RS00615				
N33.HOG0000072	OG0000022	n33												B5C39_RS03225								MHP_RS01705																				EXC50_RS00670				
N33.HOG0000073	OG0000023	n35												B5C39_RS01580								MHP_RS00685																				EXC50_RS02770				
N33.HOG0000074	OG0000023	n52												B5C39_RS01320								MHP_RS02730																								
N33.HOG0000075	OG0000023	n71																																								EXC50_RS00495, EXC50_RS03740				
N33.HOG0000076	OG0000024	n8												B5C39_RS03015								MHP_RS02605																				EXC50_RS01585				
N33.HOG0000077	OG0000024	n33												B5C39_RS01625								MHP_RS00730																				EXC50_RS02815				
N33.HOG0000078	OG0000025	n1												B5C39_RS03175								MHP_RS01660																				EXC50_RS00620				
N33.HOG0000079	OG0000025	n32												B5C39_RS03220								MHP_RS01700																				EXC50_RS00665				
N33.HOG0000080	OG0000026	n5												B5C39_RS01535								MHP_RS00640																				EXC50_RS02725				
N33.HOG0000081	OG0000026	n19												B5C39_RS03200								MHP_RS01680																				EXC50_RS00645				
N33.HOG0000082	OG0000027	n1												B5C39_RS00530								MHP_RS03675																				EXC50_RS02185				
N33.HOG0000083	OG0000027	n21												B5C39_RS00545								MHP_RS03280																				EXC50_RS02200				
N33.HOG0000084	OG0000028	n8												B5C39_RS02695								MHP_RS02285																				EXC50_RS01265				
N33.HOG0000085	OG0000029	n9												B5C39_RS01825								MHP_RS00925																				EXC50_RS03005				
N33.HOG0000086	OG0000029	n41												B5C39_RS02285								MHP_RS01380																				EXC50_RS03475				
N33.HOG0000087	OG0000030	n8												B5C39_RS00520								MHP_RS03260																				EXC50_RS02175				
N33.HOG0000088	OG0000030	n33												B5C39_RS00540								MHP_RS03275																				EXC50_RS02195				
N33.HOG0000089	OG0000031	n12												B5C39_RS01325								MHP_RS02675																				EXC50_RS02515, EXC50_RS03805				
N33.HOG0000090	OG0000031	n23												B5C39_RS03115								MHP_RS01600																				EXC50_RS00545				
N33.HOG0000091	OG0000032	n25												B5C39_RS03770								MHP_RS03960																				EXC50_RS04070				
N33.HOG0000092	OG0000032	n55												B5C39_RS00535								MHP_RS03270																				EXC50_RS02190				
N33.HOG0000093	OG0000033	n7												B5C39_RS02690								MHP_RS02280																				EXC50_RS01260				
N33.HOG0000094	OG0000035	n1												B5C39_RS00395								MHP_RS03130																				EXC50_RS02045				
N33.HOG0000095	OG0000035	n36												B5C39_RS00375								MHP_RS03120																				EXC50_RS02025				
N33.HOG0000096	OG0000036	n11												B5C39_RS00930								MHP_RS00115																				EXC50_RS00115				
N33.HOG0000097	OG0000036	n27												B5C39_RS00945								MHP_RS00130																				EXC50_RS00130				
N33.HOG0000098	OG0000037	n3												B5C39_RS03745								MHP_RS03820																				EXC50_RS03970				
N33.HOG0000099	OG0000038	n17												B5C39_RS02400								MHP_RS01490																				EXC50_RS03585				
N33.HOG0000100	OG0000038	n27												B5C39_RS03265								MHP_RS01745																				EXC50_RS00705				
N33.HOG0000101	OG0000039	n29												B5C39_RS03875								MHP_RS03880																				EXC50_RS03975				
N33.HOG0000102	OG0000039	n36												B5C39_RS03130								MHP_RS01615																				EXC50_RS00560				
N33.HOG0000103	OG0000040	n0												B5C39_RS00465								MHP_RS03205																				EXC50_RS02120				
N33.HOG0000104	OG0000041	n9																				MHP_RS01320																				EXC50_RS03415				
N33.HOG0000105	OG0000042	n7												B5C39_RS00160								MHP_RS02885																				EXC50_RS01780				
N33.HOG0000106	OG0000043	n0												B5C39_RS03420								MHP_RS01880																				EXC50_RS00860				
N33.HOG0000107	OG0000044	n1												B5C39_RS03955																												EXC50_RS04255				
N33.HOG0000108	OG0000044	n6												B5C39_RS03305								MHP_RS01785																				EXC50_RS00745				
N33.HOG0000109	OG0000045	n0												B5C39_RS03140								MHP_RS01625																				EXC50_RS00570				
N33.HOG0000110	OG0000046	n1												B5C39_RS00475								MHP_RS03215																				EXC50_RS02130				
N33.HOG0000111	OG0000047	n4												B5C39_RS03620																												EXC50_RS00500				
N33.HOG0000112	OG0000047	n17												B5C39_RS00010								MHP_RS02735																				EXC50_RS03735, EXC50_RS03955				
N33.HOG0000113	OG0000048	n0												B5C39_RS03615								MHP_RS02060																				EXC50_RS01040				
N33.HOG0000114	OG0000049	n15												B5C39_RS00240								MHP_RS02985																				EXC50_RS01890				
N33.HOG0000115	OG0000050	n0												B5C39_RS02725								MHP_RS02315																				EXC50_RS01295, EXC50_RS04180, EXC50_RS04185, EXC50_RS04195, EXC50_RS04200, EXC50_RS04205				
N33.HOG0000116	OG0000051	n9												B5C39_RS02930								MHP_RS02520																				EXC50_RS01500				
N33.HOG0000117	OG0000052	n0												B5C39_RS00890								MHP_RS00075																				EXC50_RS00075				
N33.HOG0000118	OG0000053	n0												B5C39_RS01450								MHP_RS00555																				EXC50_RS02640				
N33.HOG0000119	OG0000054	n0												B5C39_RS02750								MHP_RS02340																				EXC50_RS04250				
N33.HOG0000120	OG0000055	n0												B5C39_RS00950								MHP_RS00145																				EXC50_RS00135				
N33.HOG0000121	OG0000056	n6												B5C39_RS00720								MHP_RS03450																				EXC50_RS02375				
N33.HOG0000122	OG0000057	n0												B5C39_RS00145								MHP_RS02870																				EXC50_RS01765				
N33.HOG0000123	OG0000058	n2																				MHP_RS00435																								
N33.HOG0000124	OG0000058	n29												B5C39_RS01330								MHP_RS02670																				EXC50_RS03810				
N33.HOG0000125	OG0000059	n1												B5C39_RS01265								MHP_RS02680																				EXC50_RS03800				
N33.HOG0000126	OG0000060	n5												B5C39_RS03775								MHP_RS03835																				EXC50_RS03960				
N33.HOG0000127	OG0000060	n11												B5C39_RS03815								MHP_RS03865																				EXC50_RS04110				
N33.HOG0000128	OG0000061	n16												B5C39_RS03095								MHP_RS01580																				EXC50_RS00525				
N33.HOG0000129	OG0000061	n24												B5C39_RS03360								MHP_RS01840																				EXC50_RS00805				
N33.HOG0000130	OG0000062	n0												B5C39_RS00780								MHP_RS03505																				EXC50_RS02425				
N33.HOG0000131	OG0000063	n0												B5C39_RS00775								MHP_RS03500																				EXC50_RS02420				
N33.HOG0000132	OG0000064	n0												B5C39_RS00765								MHP_RS03490																				EXC50_RS02410				
N33.HOG0000133	OG0000065	n0												B5C39_RS02530								MHP_RS02125																				EXC50_RS01100				
N33.HOG0000134	OG0000066	n7												B5C39_RS01545								MHP_RS00650																				EXC50_RS02735				
N33.HOG0000135	OG0000067	n13												B5C39_RS02370								MHP_RS01460																				EXC50_RS03560				
N33.HOG0000136	OG0000068	n0												B5C39_RS02250								MHP_RS03685																				EXC50_RS03440				
N33.HOG0000137	OG0000069	n0												B5C39_RS00035								MHP_RS02760																				EXC50_RS01655				
N33.HOG0000138	OG0000070	n0												B5C39_RS02755								MHP_RS02345																				EXC50_RS01325, EXC50_RS03840				
N33.HOG0000139	OG0000071	n0												B5C39_RS00455								MHP_RS03195																				EXC50_RS02110				
N33.HOG0000140	OG0000072	n0												B5C39_RS00460								MHP_RS03200																				EXC50_RS02115				
N33.HOG0000141	OG0000073	n0												B5C39_RS02200								MHP_RS01290																				EXC50_RS03380				
N33.HOG0000142	OG0000074	n4												B5C39_RS02005								MHP_RS01100																				EXC50_RS03185				
N33.HOG0000143	OG0000075	n5												B5C39_RS01170								MHP_RS00350																				EXC50_RS00355				
N33.HOG0000144	OG0000076	n24												B5C39_RS01185								MHP_RS00365																				EXC50_RS00370				
N33.HOG0000145	OG0000077	n0												B5C39_RS02455								MHP_RS01545																				EXC50_RS03640				
N33.HOG0000146	OG0000078	n23												B5C39_RS03190								MHP_RS01670																				EXC50_RS00635				
N33.HOG0000147	OG0000079	n0												B5C39_RS02835								MHP_RS02420																				EXC50_RS01405				
N33.HOG0000148	OG0000080	n0												B5C39_RS03700								MHP_RS03805																				EXC50_RS03930				
N33.HOG0000149	OG0000081	n0												B5C39_RS01165								MHP_RS00345																				EXC50_RS00350				
N33.HOG0000150	OG0000082	n29												B5C39_RS02680								MHP_RS02270																				EXC50_RS01250				
N33.HOG0000151	OG0000083	n0												B5C39_RS03525								MHP_RS01985																				EXC50_RS00965				
N33.HOG0000152	OG0000084	n0												B5C39_RS03550								MHP_RS02010																				EXC50_RS00990				
N33.HOG0000153	OG0000085	n0												B5C39_RS03555								MHP_RS02015																				EXC50_RS00995				
N33.HOG0000154	OG0000086	n0												B5C39_RS03565								MHP_RS02025																				EXC50_RS01005				
N33.HOG0000155	OG0000087	n0												B5C39_RS03580								MHP_RS02040																				EXC50_RS01020				
N33.HOG0000156	OG0000088	n0												B5C39_RS03585								MHP_RS02045																				EXC50_RS01025				
N33.HOG0000157	OG0000089	n0												B5C39_RS03595								MHP_RS02055																				EXC50_RS01035				
N33.HOG0000158	OG0000090	n0												B5C39_RS00885								MHP_RS00070																				EXC50_RS00070				
N33.HOG0000159	OG0000091	n0												B5C39_RS00870								MHP_RS00055																				EXC50_RS00055				
N33.HOG0000160	OG0000092	n0												B5C39_RS00855								MHP_RS00040																				EXC50_RS00040				
N33.HOG0000161	OG0000093	n0												B5C39_RS00850								MHP_RS00035																				EXC50_RS00035				
N33.HOG0000162	OG0000094	n0												B5C39_RS00845								MHP_RS00030																				EXC50_RS00030				
N33.HOG0000163	OG0000095	n0												B5C39_RS00820								MHP_RS00005																				EXC50_RS00005				
N33.HOG0000164	OG0000096	n0												B5C39_RS00815								MHP_RS03540																				EXC50_RS02460				
N33.HOG0000165	OG0000097	n0												B5C39_RS00795								MHP_RS03520																				EXC50_RS02440				
N33.HOG0000166	OG0000098	n7												B5C39_RS00785								MHP_RS03510																				EXC50_RS02430				
N33.HOG0000167	OG0000099	n0												B5C39_RS00725								MHP_RS03455																				EXC50_RS02380				
N33.HOG0000168	OG0000100	n0												B5C39_RS00710								MHP_RS03440																				EXC50_RS02365				
N33.HOG0000169	OG0000101	n0												B5C39_RS00705								MHP_RS03435																				EXC50_RS02360				
N33.HOG0000170	OG0000102	n0												B5C39_RS03215								MHP_RS01695																				EXC50_RS00660				
N33.HOG0000171	OG0000103	n0												B5C39_RS02495								MHP_RS02090																				EXC50_RS01065				
N33.HOG0000172	OG0000104	n0												B5C39_RS02500								MHP_RS02095																				EXC50_RS01070				
N33.HOG0000173	OG0000105	n0												B5C39_RS02515								MHP_RS02110																				EXC50_RS01085				
N33.HOG0000174	OG0000106	n0												B5C39_RS02525								MHP_RS02120																				EXC50_RS01095				
N33.HOG0000175	OG0000107	n0												B5C39_RS02535								MHP_RS02130																				EXC50_RS01105				
N33.HOG0000176	OG0000108	n0												B5C39_RS02540								MHP_RS02135																				EXC50_RS01110				
N33.HOG0000177	OG0000109	n0												B5C39_RS02545								MHP_RS02140																				EXC50_RS01115				
N33.HOG0000178	OG0000110	n0												B5C39_RS02670								MHP_RS02260																				EXC50_RS01240				
N33.HOG0000179	OG0000111	n0												B5C39_RS02665								MHP_RS02255																				EXC50_RS01235				
N33.HOG0000180	OG0000112	n0												B5C39_RS02655								MHP_RS02245																				EXC50_RS01225				
N33.HOG0000181	OG0000113	n0												B5C39_RS02635								MHP_RS02225																				EXC50_RS01205				
N33.HOG0000182	OG0000114	n0												B5C39_RS02625								MHP_RS02215																				EXC50_RS01195				
N33.HOG0000183	OG0000115	n0												B5C39_RS02610								MHP_RS02205																				EXC50_RS01180				
N33.HOG0000184	OG0000116	n0												B5C39_RS01600								MHP_RS00705																				EXC50_RS02790				
N33.HOG0000185	OG0000117	n0												B5C39_RS01595								MHP_RS00700																				EXC50_RS02785				
N33.HOG0000186	OG0000118	n0												B5C39_RS01560								MHP_RS00665																				EXC50_RS02750				
N33.HOG0000187	OG0000119	n0												B5C39_RS01555								MHP_RS00660																				EXC50_RS02745				
N33.HOG0000188	OG0000120	n0												B5C39_RS01540								MHP_RS00645																				EXC50_RS02730				
N33.HOG0000189	OG0000121	n0												B5C39_RS01515								MHP_RS00620																				EXC50_RS02705				
N33.HOG0000190	OG0000122	n0												B5C39_RS01510								MHP_RS00615																				EXC50_RS02700				
N33.HOG0000191	OG0000123	n0												B5C39_RS01490								MHP_RS00595																				EXC50_RS02680				
N33.HOG0000192	OG0000124	n0												B5C39_RS01485								MHP_RS00590																				EXC50_RS02675				
N33.HOG0000193	OG0000125	n0												B5C39_RS01480								MHP_RS00585																				EXC50_RS02670				
N33.HOG0000194	OG0000126	n0												B5C39_RS01470								MHP_RS00575																				EXC50_RS02660				
N33.HOG0000195	OG0000127	n0												B5C39_RS01460								MHP_RS00565																				EXC50_RS02650				
N33.HOG0000196	OG0000128	n0												B5C39_RS01445								MHP_RS00550																				EXC50_RS02635				
N33.HOG0000197	OG0000129	n0												B5C39_RS01440								MHP_RS00545																				EXC50_RS02630				
N33.HOG0000198	OG0000130	n0												B5C39_RS01430								MHP_RS00535																				EXC50_RS02620				
N33.HOG0000199	OG0000131	n0												B5C39_RS01400								MHP_RS00505																				EXC50_RS02590				
N33.HOG0000200	OG0000132	n0												B5C39_RS01385								MHP_RS00490																				EXC50_RS02575				
N33.HOG0000201	OG0000133	n0												B5C39_RS02365								MHP_RS01455																				EXC50_RS03555				
N33.HOG0000202	OG0000134	n0												B5C39_RS02360								MHP_RS01450																				EXC50_RS03550				
N33.HOG0000203	OG0000135	n0												B5C39_RS02345								MHP_RS01435																				EXC50_RS03535				
N33.HOG0000204	OG0000136	n0												B5C39_RS02340								MHP_RS01430																				EXC50_RS03530				
N33.HOG0000205	OG0000137	n0												B5C39_RS02310								MHP_RS01400																				EXC50_RS03500				
N33.HOG0000206	OG0000138	n0												B5C39_RS02275								MHP_RS01370																				EXC50_RS03465				
N33.HOG0000207	OG0000139	n0												B5C39_RS02245								MHP_RS01340																				EXC50_RS03435				
N33.HOG0000208	OG0000140	n0												B5C39_RS02240								MHP_RS01335																				EXC50_RS03430				
N33.HOG0000209	OG0000141	n0												B5C39_RS00155								MHP_RS02880																				EXC50_RS01775				
N33.HOG0000210	OG0000142	n0												B5C39_RS00150								MHP_RS02875																				EXC50_RS01770				
N33.HOG0000211	OG0000143	n0												B5C39_RS00125								MHP_RS02850																				EXC50_RS01745				
N33.HOG0000212	OG0000144	n0												B5C39_RS00115								MHP_RS02840																				EXC50_RS01735				
N33.HOG0000213	OG0000145	n0												B5C39_RS00105								MHP_RS02830																				EXC50_RS01725				
N33.HOG0000214	OG0000146	n0												B5C39_RS00095								MHP_RS02820																				EXC50_RS01715				
N33.HOG0000215	OG0000147	n0												B5C39_RS00090								MHP_RS02815																				EXC50_RS01710				
N33.HOG0000216	OG0000148	n0												B5C39_RS00075								MHP_RS02800																				EXC50_RS01695				
N33.HOG0000217	OG0000149	n0												B5C39_RS00065								MHP_RS02790																				EXC50_RS01685				
N33.HOG0000218	OG0000150	n0												B5C39_RS00050								MHP_RS02775																				EXC50_RS01670				
N33.HOG0000219	OG0000151	n0												B5C39_RS03055								MHP_RS02645																				EXC50_RS01625				
N33.HOG0000220	OG0000152	n0												B5C39_RS03050								MHP_RS02640																				EXC50_RS01620				
N33.HOG0000221	OG0000153	n0												B5C39_RS03045								MHP_RS02635																				EXC50_RS01615				
N33.HOG0000222	OG0000154	n0												B5C39_RS03035								MHP_RS02625																				EXC50_RS01605				
N33.HOG0000223	OG0000155	n0												B5C39_RS02995								MHP_RS02585																				EXC50_RS01565				
N33.HOG0000224	OG0000156	n0												B5C39_RS02985								MHP_RS02575																				EXC50_RS01555				
N33.HOG0000225	OG0000157	n0												B5C39_RS02980								MHP_RS02570																				EXC50_RS01550				
N33.HOG0000226	OG0000158	n0												B5C39_RS03905								MHP_RS04005																				EXC50_RS04235				
N33.HOG0000227	OG0000159	n0												B5C39_RS03950								MHP_RS04015																				EXC50_RS03825				
N33.HOG0000228	OG0000160	n0												B5C39_RS02735								MHP_RS02325																				EXC50_RS03820				
N33.HOG0000229	OG0000161	n0												B5C39_RS02730								MHP_RS02320																				EXC50_RS03815				
N33.HOG0000230	OG0000162	n0												B5C39_RS02720								MHP_RS02310																				EXC50_RS01290				
N33.HOG0000231	OG0000163	n0												B5C39_RS02715								MHP_RS02305																				EXC50_RS01285				
N33.HOG0000232	OG0000164	n0												B5C39_RS03120								MHP_RS01605																				EXC50_RS00550				
N33.HOG0000233	OG0000165	n0												B5C39_RS03445								MHP_RS01905																				EXC50_RS00885				
N33.HOG0000234	OG0000166	n0												B5C39_RS03465								MHP_RS01925																				EXC50_RS00905				
N33.HOG0000235	OG0000167	n0												B5C39_RS03480								MHP_RS01940																				EXC50_RS00920				
N33.HOG0000236	OG0000168	n0												B5C39_RS03485								MHP_RS01945																				EXC50_RS00925				
N33.HOG0000237	OG0000169	n0												B5C39_RS00235								MHP_RS02980																				EXC50_RS01885				
N33.HOG0000238	OG0000170	n0												B5C39_RS00250								MHP_RS02995																				EXC50_RS01900				
N33.HOG0000239	OG0000171	n0												B5C39_RS00260								MHP_RS03005																				EXC50_RS01910				
N33.HOG0000240	OG0000172	n0												B5C39_RS00265								MHP_RS03010																				EXC50_RS01915				
N33.HOG0000241	OG0000173	n0												B5C39_RS00270								MHP_RS03015																				EXC50_RS01920				
N33.HOG0000242	OG0000174	n0												B5C39_RS00275								MHP_RS03020																				EXC50_RS01925				
N33.HOG0000243	OG0000175	n0												B5C39_RS00290								MHP_RS03035																				EXC50_RS01940				
N33.HOG0000244	OG0000176	n0												B5C39_RS00340								MHP_RS03085																				EXC50_RS01990				
N33.HOG0000245	OG0000177	n0												B5C39_RS00345								MHP_RS03090																				EXC50_RS01995				
N33.HOG0000246	OG0000178	n0												B5C39_RS00350								MHP_RS03095																				EXC50_RS02000				
N33.HOG0000247	OG0000179	n0												B5C39_RS00360								MHP_RS03105																				EXC50_RS02010				
N33.HOG0000248	OG0000180	n0												B5C39_RS00365								MHP_RS03110																				EXC50_RS02015				
N33.HOG0000249	OG0000181	n0												B5C39_RS00405								MHP_RS03145																				EXC50_RS02060				
N33.HOG0000250	OG0000182	n0												B5C39_RS00415								MHP_RS03155																				EXC50_RS02070				
N33.HOG0000251	OG0000183	n0												B5C39_RS00450								MHP_RS03190																				EXC50_RS02105				
N33.HOG0000252	OG0000184	n0												B5C39_RS00495								MHP_RS03235																				EXC50_RS02150				
N33.HOG0000253	OG0000185	n0												B5C39_RS00480								MHP_RS03220																				EXC50_RS02135				
N33.HOG0000254	OG0000186	n0												B5C39_RS01375								MHP_RS00480																				EXC50_RS02565				
N33.HOG0000255	OG0000187	n0												B5C39_RS01360								MHP_RS00465																				EXC50_RS02550				
N33.HOG0000256	OG0000188	n0												B5C39_RS01350								MHP_RS00455																				EXC50_RS02540				
N33.HOG0000257	OG0000189	n0												B5C39_RS02580								MHP_RS02175																				EXC50_RS01150				
N33.HOG0000258	OG0000190	n0												B5C39_RS02575								MHP_RS02170																				EXC50_RS01145				
N33.HOG0000259	OG0000191	n0												B5C39_RS02555								MHP_RS02150																				EXC50_RS01125				
N33.HOG0000260	OG0000192	n0												B5C39_RS01685								MHP_RS00790																				EXC50_RS02870				
N33.HOG0000261	OG0000193	n0												B5C39_RS01695								MHP_RS00800																				EXC50_RS02880				
