HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N16.HOG0000073	OG0000020	n37																NB625_RS03695	NB624_RS03695																											
N16.HOG0000074	OG0000021	n33																NB625_RS01755	NB624_RS01760																											
N16.HOG0000075	OG0000021	n54																NB625_RS01760	NB624_RS01765																											
N16.HOG0000076	OG0000022	n1																NB625_RS01665	NB624_RS01660																											
N16.HOG0000077	OG0000022	n33																NB625_RS01720	NB624_RS01715																											
N16.HOG0000078	OG0000024	n8																NB625_RS02905	NB624_RS02910																											
N16.HOG0000079	OG0000024	n33																NB625_RS01275	NB624_RS01265																											
N16.HOG0000080	OG0000025	n1																NB625_RS01670	NB624_RS01665																											
N16.HOG0000081	OG0000025	n32																NB625_RS01715	NB624_RS01710																											
N16.HOG0000082	OG0000026	n5																NB625_RS01365	NB624_RS01355																											
N16.HOG0000083	OG0000026	n19																NB625_RS01695	NB624_RS01690																											
N16.HOG0000084	OG0000027	n1																NB625_RS03505	NB624_RS03505																											
N16.HOG0000085	OG0000028	n43																NB625_RS02565	NB624_RS02565																											
N16.HOG0000086	OG0000029	n9																NB625_RS00600																												
N16.HOG0000087	OG0000029	n41																NB625_RS01080																												
N16.HOG0000088	OG0000030	n8																NB625_RS03495	NB624_RS03495																											
N16.HOG0000089	OG0000031	n12																NB625_RS02145	NB624_RS02150																											
N16.HOG0000090	OG0000031	n23																NB625_RS01605	NB624_RS01595																											
N16.HOG0000091	OG0000032	n3																NB625_RS01585	NB624_RS01570																											
N16.HOG0000092	OG0000033	n20																NB625_RS02560	NB624_RS02560																											
N16.HOG0000093	OG0000033	n39																NB625_RS02550	NB624_RS02545																											
N16.HOG0000094	OG0000033	n59																NB625_RS02555	NB624_RS02550																											
N16.HOG0000095	OG0000034	n1																NB625_RS02250																												
N16.HOG0000096	OG0000034	n8																NB625_RS02255	NB624_RS02260																											
N16.HOG0000097	OG0000035	n1																NB625_RS03365	NB624_RS03370																											
N16.HOG0000098	OG0000036	n21																NB625_RS00110	NB624_RS00120																											
N16.HOG0000099	OG0000036	n44																NB625_RS00130	NB624_RS00125																											
N16.HOG0000100	OG0000037	n3																	NB624_RS01585																											
N16.HOG0000101	OG0000038	n8																NB625_RS01745	NB624_RS01745																											
N16.HOG0000102	OG0000038	n45																NB625_RS00500	NB624_RS00495																											
N16.HOG0000103	OG0000039	n8																NB625_RS01615	NB624_RS01605																											
N16.HOG0000104	OG0000040	n3																NB625_RS03440	NB624_RS03440																											
N16.HOG0000105	OG0000041	n9																NB625_RS01015	NB624_RS01010																											
N16.HOG0000106	OG0000041	n22																NB625_RS01195	NB624_RS01185																											
N16.HOG0000107	OG0000042	n36																NB625_RS03095	NB624_RS03095																											
N16.HOG0000108	OG0000043	n0																NB625_RS01915	NB624_RS01920																											
N16.HOG0000109	OG0000044	n1																NB625_RS01680	NB624_RS01675																											
N16.HOG0000110	OG0000044	n6																NB625_RS01790	NB624_RS01795																											
N16.HOG0000111	OG0000045	n0																NB625_RS01620	NB624_RS01610																											
N16.HOG0000112	OG0000046	n1																NB625_RS03445	NB624_RS03445, NB624_RS03450																											
N16.HOG0000113	OG0000047	n4																NB625_RS02080	NB624_RS02085																											
N16.HOG0000114	OG0000048	n0																NB625_RS02195	NB624_RS02205																											
N16.HOG0000115	OG0000049	n0																NB625_RS03205	NB624_RS03210																											
N16.HOG0000116	OG0000050	n0																NB625_RS02595	NB624_RS02595																											
N16.HOG0000117	OG0000051	n9																NB625_RS02810	NB624_RS02825																											
N16.HOG0000118	OG0000052	n0																NB625_RS00075	NB624_RS00075																											
N16.HOG0000119	OG0000053	n0																NB625_RS01450	NB624_RS01440																											
N16.HOG0000120	OG0000054	n0																NB625_RS02620	NB624_RS02620																											
N16.HOG0000121	OG0000055	n0																NB625_RS00135	NB624_RS00130																											
N16.HOG0000122	OG0000056	n0																NB625_RS03680	NB624_RS03675																											
N16.HOG0000123	OG0000057	n0																NB625_RS03080	NB624_RS03080																											
N16.HOG0000124	OG0000058	n2																NB625_RS02155	NB624_RS02160																											
N16.HOG0000125	OG0000058	n29																NB625_RS02150	NB624_RS02155																											
N16.HOG0000126	OG0000059	n11																NB625_RS02135	NB624_RS02140																											
N16.HOG0000127	OG0000059	n15																NB625_RS02125	NB624_RS02130																											
N16.HOG0000128	OG0000059	n40																NB625_RS02140	NB624_RS02145																											
N16.HOG0000129	OG0000060	n21																NB625_RS00080	NB624_RS00080																											
N16.HOG0000130	OG0000061	n7																NB625_RS01860	NB624_RS01865																											
N16.HOG0000131	OG0000062	n0																NB625_RS03725	NB624_RS03725																											
N16.HOG0000132	OG0000063	n0																NB625_RS03720	NB624_RS03720																											
N16.HOG0000133	OG0000064	n0																NB625_RS03710	NB624_RS03710																											
N16.HOG0000134	OG0000065	n0																NB625_RS02395	NB624_RS02385																											
N16.HOG0000135	OG0000066	n7																NB625_RS01355	NB624_RS01345																											
N16.HOG0000136	OG0000067	n13																NB625_RS00525	NB624_RS00520																											
N16.HOG0000137	OG0000068	n0																NB625_RS01040	NB624_RS01035																											
N16.HOG0000138	OG0000069	n0																NB625_RS02975	NB624_RS02975																											
N16.HOG0000139	OG0000070	n0																NB625_RS02625	NB624_RS02625																											
N16.HOG0000140	OG0000071	n0																NB625_RS03430	NB624_RS03430																											
N16.HOG0000141	OG0000072	n0																NB625_RS03435	NB624_RS03435																											
N16.HOG0000142	OG0000073	n0																NB625_RS00980	NB624_RS00975																											
N16.HOG0000143	OG0000074	n10																NB625_RS00780	NB624_RS00775																											
N16.HOG0000144	OG0000076	n19																NB625_RS00360	NB624_RS00355																											
N16.HOG0000145	OG0000077	n0																NB625_RS00445	NB624_RS00440																											
N16.HOG0000146	OG0000078	n12																NB625_RS01685	NB624_RS01680																											
N16.HOG0000147	OG0000079	n0																NB625_RS02710	NB624_RS02715																											
N16.HOG0000148	OG0000080	n0																NB625_RS02760	NB624_RS02770																											
N16.HOG0000149	OG0000081	n0																NB625_RS00340	NB624_RS00335																											
N16.HOG0000150	OG0000082	n3																NB625_RS02540																												
N16.HOG0000151	OG0000083	n0																NB625_RS02020	NB624_RS02025																											
N16.HOG0000152	OG0000084	n0																NB625_RS02050	NB624_RS02055																											
N16.HOG0000153	OG0000085	n0																NB625_RS02055	NB624_RS02060																											
N16.HOG0000154	OG0000086	n0																NB625_RS02160	NB624_RS02170																											
N16.HOG0000155	OG0000087	n0																NB625_RS02175	NB624_RS02185																											
N16.HOG0000156	OG0000088	n0																NB625_RS02180	NB624_RS02190																											
N16.HOG0000157	OG0000089	n0																NB625_RS02190	NB624_RS02200																											
N16.HOG0000158	OG0000090	n0																NB625_RS00070	NB624_RS00070																											
N16.HOG0000159	OG0000091	n0																NB625_RS00055	NB624_RS00055																											
N16.HOG0000160	OG0000092	n0																NB625_RS00040	NB624_RS00045																											
N16.HOG0000161	OG0000093	n0																NB625_RS00035	NB624_RS00035																											
N16.HOG0000162	OG0000094	n0																NB625_RS00030	NB624_RS00030																											
N16.HOG0000163	OG0000095	n0																NB625_RS00005	NB624_RS00005																											
N16.HOG0000164	OG0000096	n0																NB625_RS03760	NB624_RS03760																											
N16.HOG0000165	OG0000097	n0																NB625_RS03740	NB624_RS03740																											
N16.HOG0000166	OG0000098	n0																NB625_RS03730	NB624_RS03730																											
N16.HOG0000167	OG0000099	n0																NB625_RS03685	NB624_RS03680																											
N16.HOG0000168	OG0000100	n0																NB625_RS03675	NB624_RS03670																											
N16.HOG0000169	OG0000101	n0																NB625_RS03665	NB624_RS03660																											
N16.HOG0000170	OG0000102	n0																NB625_RS01710	NB624_RS01705																											
N16.HOG0000171	OG0000103	n0																NB625_RS02360	NB624_RS02350																											
N16.HOG0000172	OG0000104	n0																NB625_RS02365	NB624_RS02355																											
N16.HOG0000173	OG0000105	n0																NB625_RS02380	NB624_RS02370																											
N16.HOG0000174	OG0000106	n0																NB625_RS02390	NB624_RS02380																											
N16.HOG0000175	OG0000107	n0																NB625_RS02400	NB624_RS02390																											
N16.HOG0000176	OG0000108	n0																NB625_RS02405	NB624_RS02395																											
N16.HOG0000177	OG0000109	n0																NB625_RS02410	NB624_RS02400																											
N16.HOG0000178	OG0000110	n0																NB625_RS02530	NB624_RS02525																											
N16.HOG0000179	OG0000111	n0																NB625_RS02525	NB624_RS02520																											
N16.HOG0000180	OG0000112	n0																NB625_RS02515	NB624_RS02510																											
N16.HOG0000181	OG0000113	n0																NB625_RS02495	NB624_RS02490																											
N16.HOG0000182	OG0000114	n0																NB625_RS02485	NB624_RS02485																											
N16.HOG0000183	OG0000115	n0																NB625_RS02475	NB624_RS02470																											
N16.HOG0000184	OG0000116	n0																NB625_RS01300	NB624_RS01290																											
N16.HOG0000185	OG0000117	n0																NB625_RS01305	NB624_RS01295																											
N16.HOG0000186	OG0000118	n0																NB625_RS01340	NB624_RS01330																											
N16.HOG0000187	OG0000119	n0																NB625_RS01345	NB624_RS01335																											
N16.HOG0000188	OG0000120	n0																NB625_RS01360	NB624_RS01350																											
N16.HOG0000189	OG0000121	n0																NB625_RS01385	NB624_RS01375																											
N16.HOG0000190	OG0000122	n0																NB625_RS01390	NB624_RS01380																											
N16.HOG0000191	OG0000123	n0																NB625_RS01410	NB624_RS01400																											
N16.HOG0000192	OG0000124	n0																NB625_RS01415	NB624_RS01405																											
N16.HOG0000193	OG0000125	n0																NB625_RS01420	NB624_RS01410																											
N16.HOG0000194	OG0000126	n0																NB625_RS01430	NB624_RS01420																											
N16.HOG0000195	OG0000127	n0																NB625_RS01440	NB624_RS01430																											
N16.HOG0000196	OG0000128	n0																NB625_RS01460	NB624_RS01445																											
N16.HOG0000197	OG0000129	n0																NB625_RS01465	NB624_RS01450																											
N16.HOG0000198	OG0000130	n0																NB625_RS01475	NB624_RS01460																											
N16.HOG0000199	OG0000131	n0																NB625_RS01505	NB624_RS01490																											
N16.HOG0000200	OG0000132	n0																NB625_RS01520	NB624_RS01505																											
N16.HOG0000201	OG0000133	n0																NB625_RS00530	NB624_RS00525																											
N16.HOG0000202	OG0000134	n0																NB625_RS00535	NB624_RS00530																											
N16.HOG0000203	OG0000135	n0																NB625_RS00550	NB624_RS00545																											
N16.HOG0000204	OG0000136	n0																NB625_RS00555	NB624_RS00550																											
N16.HOG0000205	OG0000137	n0																NB625_RS00595	NB624_RS00580																											
N16.HOG0000206	OG0000138	n0																NB625_RS01065	NB624_RS01060																											
N16.HOG0000207	OG0000139	n0																NB625_RS01035	NB624_RS01030																											
N16.HOG0000208	OG0000140	n0																NB625_RS01030	NB624_RS01025																											
N16.HOG0000209	OG0000141	n0																NB625_RS03090	NB624_RS03090																											
N16.HOG0000210	OG0000142	n0																NB625_RS03085	NB624_RS03085																											
N16.HOG0000211	OG0000143	n0																NB625_RS03065	NB624_RS03070																											
N16.HOG0000212	OG0000144	n0																NB625_RS03050	NB624_RS03055																											
N16.HOG0000213	OG0000145	n0																NB625_RS03040	NB624_RS03045																											
N16.HOG0000214	OG0000146	n0																NB625_RS03030	NB624_RS03035																											
N16.HOG0000215	OG0000147	n0																NB625_RS03025	NB624_RS03030																											
N16.HOG0000216	OG0000148	n0																NB625_RS03010	NB624_RS03015																											
N16.HOG0000217	OG0000149	n0																NB625_RS03000	NB624_RS03005																											
N16.HOG0000218	OG0000150	n0																NB625_RS02985	NB624_RS02990																											
N16.HOG0000219	OG0000151	n0																NB625_RS02940	NB624_RS02945																											
N16.HOG0000220	OG0000152	n0																NB625_RS02935	NB624_RS02940																											
N16.HOG0000221	OG0000153	n0																NB625_RS02930	NB624_RS02935																											
N16.HOG0000222	OG0000154	n0																NB625_RS02920	NB624_RS02925																											
N16.HOG0000223	OG0000155	n0																NB625_RS02880	NB624_RS02885																											
N16.HOG0000224	OG0000156	n0																NB625_RS02870	NB624_RS02880																											
N16.HOG0000225	OG0000157	n0																NB625_RS02865	NB624_RS02870																											
N16.HOG0000226	OG0000158	n0																NB625_RS02855	NB624_RS02860																											
N16.HOG0000227	OG0000159	n0																NB625_RS02610	NB624_RS02610																											
N16.HOG0000228	OG0000160	n0																NB625_RS02605	NB624_RS02605																											
N16.HOG0000229	OG0000161	n0																NB625_RS02600	NB624_RS02600																											
N16.HOG0000230	OG0000162	n0																NB625_RS02590	NB624_RS02590																											
N16.HOG0000231	OG0000163	n0																NB625_RS02585	NB624_RS02585																											
N16.HOG0000232	OG0000164	n0																NB625_RS01610	NB624_RS01600																											
N16.HOG0000233	OG0000165	n0																NB625_RS01945	NB624_RS01945																											
N16.HOG0000234	OG0000166	n0																NB625_RS01960	NB624_RS01965																											
N16.HOG0000235	OG0000167	n0																NB625_RS01975	NB624_RS01980																											
N16.HOG0000236	OG0000168	n0																NB625_RS01980	NB624_RS01985																											
N16.HOG0000237	OG0000169	n0																NB625_RS03200	NB624_RS03205																											
N16.HOG0000238	OG0000170	n0																NB625_RS03215	NB624_RS03220																											
N16.HOG0000239	OG0000171	n0																NB625_RS03225	NB624_RS03230																											
N16.HOG0000240	OG0000172	n0																NB625_RS03230	NB624_RS03235																											
N16.HOG0000241	OG0000173	n0																NB625_RS03235	NB624_RS03240																											
N16.HOG0000242	OG0000174	n0																NB625_RS03240	NB624_RS03245																											
N16.HOG0000243	OG0000175	n0																NB625_RS03255	NB624_RS03265																											
N16.HOG0000244	OG0000176	n0																NB625_RS03315	NB624_RS03315																											
N16.HOG0000245	OG0000177	n0																NB625_RS03320	NB624_RS03320																											
N16.HOG0000246	OG0000178	n0																NB625_RS03330	NB624_RS03325																											
N16.HOG0000247	OG0000179	n0																NB625_RS03335	NB624_RS03335																											
N16.HOG0000248	OG0000180	n0																NB625_RS03340	NB624_RS03340																											
N16.HOG0000249	OG0000181	n0																NB625_RS03380	NB624_RS03380																											
N16.HOG0000250	OG0000182	n0																NB625_RS03390	NB624_RS03390																											
N16.HOG0000251	OG0000183	n0																NB625_RS03425	NB624_RS03425																											
N16.HOG0000252	OG0000184	n0																NB625_RS03470	NB624_RS03470																											
N16.HOG0000253	OG0000185	n0																NB625_RS03455	NB624_RS03455																											
N16.HOG0000254	OG0000186	n0																NB625_RS01530	NB624_RS01515																											
N16.HOG0000255	OG0000187	n0																NB625_RS01545	NB624_RS01530																											
N16.HOG0000256	OG0000188	n0																NB625_RS01555	NB624_RS01540																											
N16.HOG0000257	OG0000189	n0																NB625_RS02450	NB624_RS02440																											
N16.HOG0000258	OG0000190	n0																NB625_RS02445	NB624_RS02435																											
N16.HOG0000259	OG0000191	n0																NB625_RS02420	NB624_RS02410																											
N16.HOG0000260	OG0000192	n0																NB625_RS01215	NB624_RS01205																											
N16.HOG0000261	OG0000193	n0																NB625_RS01200	NB624_RS01195																											
N16.HOG0000262	OG0000194	n0																NB625_RS00995	NB624_RS00990																											
N16.HOG0000263	OG0000195	n0																NB625_RS00990	NB624_RS00985																											
N16.HOG0000264	OG0000196	n0																NB625_RS00965	NB624_RS00960																											
N16.HOG0000265	OG0000197	n0																NB625_RS00960	NB624_RS00955																											
N16.HOG0000266	OG0000198	n0																NB625_RS00945	NB624_RS00940																											
N16.HOG0000267	OG0000199	n0																NB625_RS00940	NB624_RS00935																											
N16.HOG0000268	OG0000200	n0																NB625_RS00925	NB624_RS00920																											
N16.HOG0000269	OG0000201	n0																NB625_RS00915	NB624_RS00910																											
N16.HOG0000270	OG0000202	n0																NB625_RS00860	NB624_RS00855																											
N16.HOG0000271	OG0000203	n0																NB625_RS00855	NB624_RS00850																											
N16.HOG0000272	OG0000204	n0																NB625_RS00850	NB624_RS00845																											
N16.HOG0000273	OG0000205	n0																NB625_RS00845	NB624_RS00840																											
N16.HOG0000274	OG0000206	n0																NB625_RS00825	NB624_RS00820																											
N16.HOG0000275	OG0000207	n0																NB625_RS00810	NB624_RS00805																											
N16.HOG0000276	OG0000208	n0																NB625_RS00805	NB624_RS00800																											
N16.HOG0000277	OG0000209	n0																NB625_RS00800	NB624_RS00795																											
N16.HOG0000278	OG0000210	n0																NB625_RS00755	NB624_RS00750																											
N16.HOG0000279	OG0000211	n0																NB625_RS00745	NB624_RS00740																											
N16.HOG0000280	OG0000212	n0																NB625_RS00735	NB624_RS00730																											
N16.HOG0000281	OG0000213	n0																NB625_RS00730	NB624_RS00725																											
N16.HOG0000282	OG0000214	n0																NB625_RS00725	NB624_RS00720																											
N16.HOG0000283	OG0000215	n0																NB625_RS00720	NB624_RS00715																											
N16.HOG0000284	OG0000216	n0																NB625_RS00715	NB624_RS00710																											
N16.HOG0000285	OG0000217	n0																NB625_RS00710	NB624_RS00705																											
N16.HOG0000286	OG0000218	n0																NB625_RS00700	NB624_RS00695																											
N16.HOG0000287	OG0000219	n0																NB625_RS00695	NB624_RS00690																											
N16.HOG0000288	OG0000220	n0																NB625_RS00690	NB624_RS00685																											
N16.HOG0000289	OG0000221	n0																NB625_RS00685	NB624_RS00680																											
N16.HOG0000290	OG0000222	n0																NB625_RS00680	NB624_RS00675																											
N16.HOG0000291	OG0000223	n0																NB625_RS00675	NB624_RS00670																											
N16.HOG0000292	OG0000224	n0																NB625_RS00665	NB624_RS00660																											
N16.HOG0000293	OG0000225	n0																NB625_RS00655	NB624_RS00650																											
N16.HOG0000294	OG0000226	n0																NB625_RS00650	NB624_RS00645																											
N16.HOG0000295	OG0000227	n0																NB625_RS00645	NB624_RS00640																											
N16.HOG0000296	OG0000228	n0																NB625_RS00640	NB624_RS00635																											
N16.HOG0000297	OG0000229	n0																NB625_RS00635	NB624_RS00630																											
N16.HOG0000298	OG0000230	n0																NB625_RS00630	NB624_RS00625																											
N16.HOG0000299	OG0000231	n0																NB625_RS00620	NB624_RS00615																											
N16.HOG0000300	OG0000232	n0																NB625_RS00610	NB624_RS00605																											
N16.HOG0000301	OG0000233	n0																NB625_RS01100	NB624_RS01095																											
N16.HOG0000302	OG0000234	n0																NB625_RS01135	NB624_RS01130																											
N16.HOG0000303	OG0000235	n0																NB625_RS01145	NB624_RS01140																											
N16.HOG0000304	OG0000236	n0																NB625_RS01150	NB624_RS01145																											
N16.HOG0000305	OG0000237	n0																NB625_RS01155	NB624_RS01150																											
N16.HOG0000306	OG0000238	n0																NB625_RS01160	NB624_RS01155																											
N16.HOG0000307	OG0000239	n0																NB625_RS03100	NB624_RS03100																											
N16.HOG0000308	OG0000240	n0																NB625_RS03105	NB624_RS03105																											
N16.HOG0000309	OG0000241	n0																NB625_RS03115	NB624_RS03115																											
N16.HOG0000310	OG0000242	n0																NB625_RS03120	NB624_RS03120																											
N16.HOG0000311	OG0000243	n0																NB625_RS03125	NB624_RS03125																											
N16.HOG0000312	OG0000244	n0																NB625_RS03135	NB624_RS03135																											
N16.HOG0000313	OG0000245	n0																NB625_RS03145	NB624_RS03145																											
N16.HOG0000314	OG0000246	n0																NB625_RS00145	NB624_RS00140																											
N16.HOG0000315	OG0000247	n0																NB625_RS00155	NB624_RS00150																											
N16.HOG0000316	OG0000248	n0																NB625_RS00165	NB624_RS00160																											
N16.HOG0000317	OG0000249	n0																NB625_RS00170	NB624_RS00165																											
N16.HOG0000318	OG0000250	n0																NB625_RS00185	NB624_RS00180																											
N16.HOG0000319	OG0000251	n0																NB625_RS00215	NB624_RS00210																											
N16.HOG0000320	OG0000252	n0																NB625_RS00225	NB624_RS00220																											
N16.HOG0000321	OG0000253	n0																NB625_RS00230	NB624_RS00225																											
N16.HOG0000322	OG0000254	n0																NB625_RS00240	NB624_RS00235																											
N16.HOG0000323	OG0000255	n0																NB625_RS00245	NB624_RS00240																											
N16.HOG0000324	OG0000256	n0																NB625_RS00250	NB624_RS00245																											
N16.HOG0000325	OG0000257	n0																NB625_RS00275	NB624_RS00270																											
N16.HOG0000326	OG0000258	n0																NB625_RS00285	NB624_RS00280																											
N16.HOG0000327	OG0000259	n0																NB625_RS00315	NB624_RS00310																											
N16.HOG0000328	OG0000260	n0																NB625_RS00325	NB624_RS00320																											
N16.HOG0000329	OG0000261	n0																NB625_RS00335	NB624_RS00330																											
N16.HOG0000330	OG0000262	n0																NB625_RS00350	NB624_RS00350																											
N16.HOG0000331	OG0000263	n0																NB625_RS00365	NB624_RS00360																											
N16.HOG0000332	OG0000264	n0																NB625_RS00385	NB624_RS00375																											
N16.HOG0000333	OG0000265	n0																NB625_RS00390	NB624_RS00385																											
N16.HOG0000334	OG0000266	n0																NB625_RS00405	NB624_RS00400																											
N16.HOG0000335	OG0000267	n0																NB625_RS00420	NB624_RS00415																											
N16.HOG0000336	OG0000268	n0																NB625_RS00425	NB624_RS00420																											
