HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N37.HOG0000066	OG0000028	n20			DR082_RS01105	DR094_RS00060																																								
N37.HOG0000067	OG0000029	n1	MFC_RS00875	DR093_RS00605	DR082_RS00605	DR094_RS00545		DR084_RS00420	DR085_RS00425	MYF_RS00555																																				
N37.HOG0000068	OG0000030	n1	MFC_RS02855	DR093_RS03890	DR082_RS03880	DR094_RS03655		DR084_RS03660	DR085_RS03850	MYF_RS02820																																				
N37.HOG0000069	OG0000031	n3	MFC_RS01295	DR093_RS02685	DR082_RS01195	DR094_RS02590		DR084_RS01000	DR085_RS02695	MYF_RS01215																																				
N37.HOG0000070	OG0000032	n1		DR093_RS01420	DR082_RS02570	DR094_RS01390																																								
N37.HOG0000071	OG0000032	n3	MFC_RS02685							MYF_RS03490																																				
N37.HOG0000072	OG0000032	n25	MFC_RS02860						DR085_RS03940	MYF_RS02815																																				
N37.HOG0000073	OG0000033	n20	MFC_RS01210	DR093_RS01115	DR082_RS01110	DR094_RS00055		DR084_RS00915	DR085_RS00935	MYF_RS01130																																				
N37.HOG0000074	OG0000037	n3	MFC_RS03185							MYF_RS03495																																				
N37.HOG0000075	OG0000037	n38	MFC_RS03295																																											
N37.HOG0000076	OG0000037	n39	MFC_RS00375							MYF_RS03005																																				
N37.HOG0000077	OG0000039	n18	MFC_RS00935, MFC_RS03135	DR093_RS00665	DR082_RS00665	DR094_RS00485		DR084_RS00480	DR085_RS00485, DR085_RS00495	MYF_RS00615, MYF_RS03160																																				
N37.HOG0000078	OG0000040	n17	MFC_RS01640	DR093_RS02380	DR082_RS01855	DR094_RS02025		DR084_RS02240	DR085_RS03110	MYF_RS02770																																				
N37.HOG0000079	OG0000040	n27	MFC_RS01160	DR093_RS03230					DR085_RS00715	MYF_RS00840																																				
N37.HOG0000080	OG0000040	n31	MFC_RS01165		DR082_RS00885				DR085_RS00720																																					
N37.HOG0000081	OG0000042	n11	MFC_RS00930	DR093_RS00660	DR082_RS00660	DR094_RS00490		DR084_RS00475	DR085_RS00480	MYF_RS00610																																				
N37.HOG0000082	OG0000042	n18	MFC_RS01085	DR093_RS00810, DR093_RS03365	DR082_RS00805	DR094_RS00345		DR084_RS00620	DR085_RS00645	MYF_RS00765																																				
N37.HOG0000083	OG0000043	n0	MFC_RS01320	DR093_RS02660	DR082_RS02595	DR094_RS02615		DR084_RS01025	DR085_RS02670	MYF_RS01240																																				
N37.HOG0000084	OG0000045	n10	MFC_RS00950					DR084_RS00485		MYF_RS00630																																				
N37.HOG0000085	OG0000045	n12			DR082_RS03225	DR094_RS03140																																								
N37.HOG0000086	OG0000045	n14			DR082_RS03230	DR094_RS03135																																								
N37.HOG0000087	OG0000047	n35	MFC_RS03280					DR084_RS03000	DR085_RS03120	MYF_RS03335																																				
N37.HOG0000088	OG0000047	n43		DR093_RS00840	DR082_RS00835																																									
N37.HOG0000089	OG0000048	n23	MFC_RS00140	DR093_RS03685, DR093_RS03690	DR082_RS02750, DR082_RS03010	DR094_RS02695		DR084_RS02740	DR085_RS02880	MYF_RS01350																																				
N37.HOG0000090	OG0000048	n33				DR094_RS02985			DR085_RS03055																																					
N37.HOG0000091	OG0000049	n26	MFC_RS03220, MFC_RS03365		DR082_RS01640			DR084_RS02050		MYF_RS03265, MYF_RS03455																																				
N37.HOG0000092	OG0000049	n33			DR082_RS03345																																									
N37.HOG0000093	OG0000050	n0	MFC_RS01260	DR093_RS04015	DR082_RS01160	DR094_RS03765		DR084_RS00965	DR085_RS02735	MYF_RS01180																																				
N37.HOG0000094	OG0000051	n9	MFC_RS02240	DR093_RS01745	DR082_RS01520	DR094_RS01715		DR084_RS01670	DR085_RS01290	MYF_RS02420																																				
N37.HOG0000095	OG0000052	n0	MFC_RS00160	DR093_RS00140	DR082_RS03660	DR094_RS01015		DR084_RS02375	DR085_RS03420	MYF_RS00075																																				
N37.HOG0000096	OG0000053	n0	MFC_RS00665	DR093_RS03940	DR082_RS03920	DR094_RS03805		DR084_RS03670	DR085_RS03740	MYF_RS01800																																				
N37.HOG0000097	OG0000054	n0	MFC_RS01235	DR093_RS01140	DR082_RS01135	DR094_RS00030		DR084_RS00940	DR085_RS00960	MYF_RS01155																																				
N37.HOG0000098	OG0000055	n10	MFC_RS03415			DR094_RS03580		DR084_RS03600		MYF_RS03395																																				
N37.HOG0000099	OG0000055	n11	MFC_RS03540		DR082_RS03970	DR094_RS03850		DR084_RS03710		MYF_RS03525																																				
N37.HOG0000100	OG0000056	n19	MFC_RS00325	DR093_RS01205	DR082_RS02415	DR094_RS01180		DR084_RS02515	DR085_RS02435	MYF_RS03060																																				
N37.HOG0000101	OG0000057	n0	MFC_RS00965	DR093_RS00685	DR082_RS00685	DR094_RS00465		DR084_RS00500	DR085_RS00520	MYF_RS00645																																				
N37.HOG0000102	OG0000062	n0	MFC_RS00270	DR093_RS00025	DR082_RS00025	DR094_RS01125		DR084_RS02265	DR085_RS02230	MYF_RS03115																																				
N37.HOG0000103	OG0000063	n0	MFC_RS00275	DR093_RS03775	DR082_RS00020	DR094_RS03590		DR084_RS03590	DR085_RS02225	MYF_RS03110																																				
N37.HOG0000104	OG0000064	n0	MFC_RS00285	DR093_RS00010	DR082_RS00010	DR094_RS01140		DR084_RS02250	DR085_RS02215	MYF_RS03100																																				
N37.HOG0000105	OG0000065	n0	MFC_RS00440	DR093_RS01890	DR082_RS01905	DR094_RS02075		DR084_RS01815	DR085_RS01895	MYF_RS01575																																				
N37.HOG0000106	OG0000066	n4	MFC_RS00570	DR093_RS02020	DR082_RS02035	DR094_RS02205		DR084_RS01945	DR085_RS01765	MYF_RS01705																																				
N37.HOG0000107	OG0000067	n2	MFC_RS00800	DR093_RS00530	DR082_RS00530	DR094_RS00620		DR084_RS00345	DR085_RS00345	MYF_RS00480																																				
N37.HOG0000108	OG0000068	n0	MFC_RS00910	DR093_RS00640	DR082_RS00640	DR094_RS00510		DR084_RS00455	DR085_RS00460	MYF_RS00590																																				
N37.HOG0000109	OG0000069	n0	MFC_RS01075	DR093_RS00795	DR082_RS00795	DR094_RS00355		DR084_RS00610	DR085_RS00630	MYF_RS00755																																				
N37.HOG0000110	OG0000070	n0	MFC_RS01215	DR093_RS01120	DR082_RS01115	DR094_RS00050		DR084_RS00920	DR085_RS00940	MYF_RS01135																																				
N37.HOG0000111	OG0000071	n0	MFC_RS01630	DR093_RS02370	DR082_RS01840	DR094_RS02015		DR084_RS01120, DR084_RS02230	DR085_RS01590	MYF_RS02760																																				
N37.HOG0000112	OG0000072	n0	MFC_RS01635	DR093_RS03980	DR082_RS03775	DR094_RS03725		DR084_RS03585	DR085_RS03730	MYF_RS02765																																				
N37.HOG0000113	OG0000073	n0	MFC_RS03390, MFC_RS03395	DR093_RS02505	DR082_RS02205	DR094_RS02425		DR084_RS01245	DR085_RS02070	MYF_RS02005																																				
N37.HOG0000114	OG0000074	n16	MFC_RS03400	DR093_RS03915	DR082_RS03730	DR094_RS03685		DR084_RS03540	DR085_RS03690	MYF_RS02195																																				
N37.HOG0000115	OG0000075	n5	MFC_RS02565	DR093_RS00360	DR082_RS00360	DR094_RS00790		DR084_RS00175	DR085_RS00175	MYF_RS00305																																				
N37.HOG0000116	OG0000076	n7	MFC_RS02580	DR093_RS00375	DR082_RS00375	DR094_RS00775		DR084_RS00190	DR085_RS00190	MYF_RS00320																																				
N37.HOG0000117	OG0000077	n0	MFC_RS02670	DR093_RS00460	DR082_RS00460	DR094_RS00690		DR084_RS00275	DR085_RS00275	MYF_RS00410																																				
N37.HOG0000118	OG0000078	n23	MFC_RS03005	DR093_RS00930	DR082_RS00920	DR094_RS00235		DR084_RS00725	DR085_RS00755	MYF_RS00880																																				
N37.HOG0000119	OG0000079	n0	MFC_RS02930, MFC_RS03120	DR093_RS01040	DR082_RS01035	DR094_RS00130		DR084_RS00835	DR085_RS00860	MYF_RS01050																																				
N37.HOG0000120	OG0000080	n0	MFC_RS03315	DR093_RS03415	DR082_RS03280	DR094_RS03080		DR084_RS03130	DR085_RS03275	MYF_RS01000, MYF_RS03365																																				
N37.HOG0000121	OG0000081	n0	MFC_RS02560, MFC_RS03430	DR093_RS00355	DR082_RS00355	DR094_RS00795		DR084_RS00170	DR085_RS00170	MYF_RS00300																																				
N37.HOG0000122	OG0000082	n29	MFC_RS02870	DR093_RS01100	DR082_RS01095	DR094_RS00070		DR084_RS00895	DR085_RS00920	MYF_RS01110																																				
N37.HOG0000123	OG0000083	n0	MFC_RS00040	DR093_RS02955	DR082_RS02990	DR094_RS02715		DR084_RS02845	DR085_RS03000	MYF_RS01430																																				
N37.HOG0000124	OG0000084	n0	MFC_RS00070	DR093_RS02790	DR082_RS02700	DR094_RS02645		DR084_RS02690	DR085_RS02830	MYF_RS01400																																				
N37.HOG0000125	OG0000085	n0	MFC_RS00075	DR093_RS02785	DR082_RS02705, DR082_RS03060	DR094_RS02650		DR084_RS02695	DR085_RS02835	MYF_RS01395																																				
N37.HOG0000126	OG0000086	n0	MFC_RS00085	DR093_RS04020	DR082_RS03910	DR094_RS03780		DR084_RS03665	DR085_RS03880	MYF_RS01385																																				
N37.HOG0000127	OG0000087	n0	MFC_RS03320	DR093_RS02760	DR082_RS02730	DR094_RS02675		DR084_RS02720	DR085_RS02860	MYF_RS01370																																				
N37.HOG0000128	OG0000088	n0	MFC_RS00105	DR093_RS02755	DR082_RS02735	DR094_RS02680		DR084_RS02725	DR085_RS02865	MYF_RS01365																																				
N37.HOG0000129	OG0000089	n0	MFC_RS00115	DR093_RS02745	DR082_RS02745	DR094_RS02690		DR084_RS02735	DR085_RS02875	MYF_RS01355																																				
N37.HOG0000130	OG0000090	n0	MFC_RS00165	DR093_RS00130	DR082_RS00130	DR094_RS01020		DR084_RS02370	DR085_RS02335	MYF_RS00070																																				
N37.HOG0000131	OG0000091	n0	MFC_RS00180	DR093_RS00115	DR082_RS00115	DR094_RS01035		DR084_RS02355	DR085_RS02320	MYF_RS00055																																				
N37.HOG0000132	OG0000092	n0	MFC_RS00195	DR093_RS00100	DR082_RS00100	DR094_RS01050		DR084_RS02340	DR085_RS02305	MYF_RS00040																																				
N37.HOG0000133	OG0000093	n0	MFC_RS00200	DR093_RS00095	DR082_RS00095	DR094_RS01055		DR084_RS02335	DR085_RS02300	MYF_RS00035																																				
N37.HOG0000134	OG0000094	n0	MFC_RS00205	DR093_RS04155	DR082_RS00090	DR094_RS01060		DR084_RS02330	DR085_RS02295	MYF_RS00030																																				
N37.HOG0000135	OG0000095	n0	MFC_RS00230	DR093_RS00065	DR082_RS00065	DR094_RS01085		DR084_RS02305	DR085_RS02270	MYF_RS00005																																				
N37.HOG0000136	OG0000096	n0	MFC_RS00235	DR093_RS00060	DR082_RS00060	DR094_RS01090		DR084_RS02300	DR085_RS02265	MYF_RS03150																																				
N37.HOG0000137	OG0000097	n0	MFC_RS00255	DR093_RS00040	DR082_RS00040	DR094_RS01110		DR084_RS02280	DR085_RS02245	MYF_RS03130																																				
N37.HOG0000138	OG0000098	n7	MFC_RS00265	DR093_RS00030	DR082_RS00030	DR094_RS01120		DR084_RS02270	DR085_RS02235	MYF_RS03120																																				
N37.HOG0000139	OG0000099	n0	MFC_RS00320	DR093_RS01200	DR082_RS02420	DR094_RS01175		DR084_RS02520	DR085_RS02430	MYF_RS03065																																				
N37.HOG0000140	OG0000100	n0	MFC_RS00335	DR093_RS01210	DR082_RS02410	DR094_RS01185		DR084_RS02510	DR085_RS02440	MYF_RS03050																																				
N37.HOG0000141	OG0000101	n0	MFC_RS00340	DR093_RS01215	DR082_RS02405	DR094_RS01190		DR084_RS02505	DR085_RS02445	MYF_RS03045																																				
N37.HOG0000142	OG0000102	n0	MFC_RS00350	DR093_RS01225	DR082_RS02395	DR094_RS01200		DR084_RS02495	DR085_RS02455	MYF_RS03035																																				
N37.HOG0000143	OG0000103	n0	MFC_RS00405	DR093_RS01855	DR082_RS01870	DR094_RS02040		DR084_RS01780	DR085_RS01930	MYF_RS01540																																				
N37.HOG0000144	OG0000104	n0	MFC_RS00410	DR093_RS01860	DR082_RS01875	DR094_RS02045		DR084_RS01785	DR085_RS01925	MYF_RS01545																																				
N37.HOG0000145	OG0000105	n0	MFC_RS00425	DR093_RS01875	DR082_RS01890	DR094_RS02060		DR084_RS01800	DR085_RS01910	MYF_RS01560																																				
N37.HOG0000146	OG0000106	n0	MFC_RS00435	DR093_RS01885	DR082_RS01900	DR094_RS02070		DR084_RS01810	DR085_RS01900	MYF_RS01570																																				
N37.HOG0000147	OG0000107	n0	MFC_RS00445	DR093_RS01895	DR082_RS01910	DR094_RS02080		DR084_RS01820	DR085_RS01890	MYF_RS01580																																				
N37.HOG0000148	OG0000108	n0	MFC_RS00450	DR093_RS01900	DR082_RS01915	DR094_RS02085		DR084_RS01825	DR085_RS01885	MYF_RS01585																																				
N37.HOG0000149	OG0000109	n0	MFC_RS00455	DR093_RS01905	DR082_RS01920	DR094_RS02090		DR084_RS01830	DR085_RS01880	MYF_RS01590																																				
N37.HOG0000150	OG0000110	n0	MFC_RS00460	DR093_RS01910	DR082_RS01925	DR094_RS02095		DR084_RS01835	DR085_RS01875	MYF_RS01595																																				
N37.HOG0000151	OG0000111	n0	MFC_RS00465	DR093_RS01915	DR082_RS01930	DR094_RS02100		DR084_RS01840	DR085_RS01870	MYF_RS01600																																				
N37.HOG0000152	OG0000112	n0	MFC_RS00475	DR093_RS01925	DR082_RS01940	DR094_RS02110		DR084_RS01850	DR085_RS01860	MYF_RS01610																																				
N37.HOG0000153	OG0000113	n0	MFC_RS00490	DR093_RS03930	DR082_RS03785	DR094_RS03730		DR084_RS03550	DR085_RS03750	MYF_RS01625																																				
N37.HOG0000154	OG0000114	n0	MFC_RS00500	DR093_RS01950	DR082_RS01965	DR094_RS02135		DR084_RS01875	DR085_RS01835	MYF_RS01635																																				
N37.HOG0000155	OG0000115	n0	MFC_RS00510	DR093_RS01960	DR082_RS01975	DR094_RS02145		DR084_RS01885	DR085_RS01825	MYF_RS01645																																				
N37.HOG0000156	OG0000116	n0	MFC_RS00520	DR093_RS01970	DR082_RS01985	DR094_RS02155		DR084_RS01895	DR085_RS01815	MYF_RS01655																																				
N37.HOG0000157	OG0000117	n0	MFC_RS00525	DR093_RS01975	DR082_RS01990	DR094_RS02160		DR084_RS01900	DR085_RS01810	MYF_RS01660																																				
N37.HOG0000158	OG0000118	n0	MFC_RS00555	DR093_RS02005	DR082_RS02020	DR094_RS02190		DR084_RS01930	DR085_RS01780	MYF_RS01690																																				
N37.HOG0000159	OG0000119	n0	MFC_RS00560	DR093_RS02010	DR082_RS02025	DR094_RS02195		DR084_RS01935	DR085_RS01775	MYF_RS01695																																				
N37.HOG0000160	OG0000120	n0	MFC_RS00575	DR093_RS02025	DR082_RS02040	DR094_RS02210		DR084_RS01950	DR085_RS01760	MYF_RS01710																																				
N37.HOG0000161	OG0000121	n0	MFC_RS00600	DR093_RS02050	DR082_RS02065	DR094_RS02235		DR084_RS01975	DR085_RS01735	MYF_RS01735																																				
N37.HOG0000162	OG0000122	n0	MFC_RS00605	DR093_RS02055	DR082_RS02080	DR094_RS02240		DR084_RS01980	DR085_RS01730	MYF_RS01740																																				
N37.HOG0000163	OG0000123	n0	MFC_RS00625	DR093_RS02075	DR082_RS02870	DR094_RS02260		DR084_RS02000	DR085_RS01710	MYF_RS01760																																				
N37.HOG0000164	OG0000124	n0	MFC_RS00630	DR093_RS02080	DR082_RS02865	DR094_RS02265		DR084_RS02005	DR085_RS01705	MYF_RS01765																																				
N37.HOG0000165	OG0000125	n0	MFC_RS00635	DR093_RS02085	DR082_RS02860	DR094_RS02270		DR084_RS02010	DR085_RS01700	MYF_RS01770																																				
N37.HOG0000166	OG0000126	n0	MFC_RS00645	DR093_RS02095	DR082_RS02850	DR094_RS02280		DR084_RS02020	DR085_RS01690	MYF_RS01780																																				
N37.HOG0000167	OG0000127	n0	MFC_RS00655	DR093_RS02105	DR082_RS02840	DR094_RS02290		DR084_RS02030	DR085_RS01680	MYF_RS01790																																				
N37.HOG0000168	OG0000128	n0	MFC_RS00670	DR093_RS02120	DR082_RS02820	DR094_RS02750		DR084_RS02760	DR085_RS01665	MYF_RS01805																																				
N37.HOG0000169	OG0000129	n0	MFC_RS00675	DR093_RS02125	DR082_RS02815	DR094_RS02755		DR084_RS02765	DR085_RS01660	MYF_RS01810																																				
N37.HOG0000170	OG0000130	n0	MFC_RS00685	DR093_RS02135	DR082_RS02805	DR094_RS02765		DR084_RS02775	DR085_RS01650	MYF_RS01820																																				
N37.HOG0000171	OG0000131	n0	MFC_RS00715	DR093_RS02165	DR082_RS02775	DR094_RS02795		DR084_RS02805	DR085_RS01620	MYF_RS01850																																				
N37.HOG0000172	OG0000132	n0	MFC_RS00735	DR093_RS03945	DR082_RS03915	DR094_RS03810		DR084_RS03675	DR085_RS03735	MYF_RS01865																																				
N37.HOG0000173	OG0000133	n0	MFC_RS00805	DR093_RS00535	DR082_RS00535	DR094_RS00615		DR084_RS00350	DR085_RS00350	MYF_RS00485																																				
N37.HOG0000174	OG0000134	n0	MFC_RS00810	DR093_RS03795	DR082_RS03675	DR094_RS03565		DR084_RS03455	DR085_RS03640	MYF_RS00490																																				
N37.HOG0000175	OG0000135	n0	MFC_RS00825	DR093_RS00555	DR082_RS00555	DR094_RS00595		DR084_RS00370	DR085_RS00370	MYF_RS00505																																				
N37.HOG0000176	OG0000136	n0	MFC_RS00830	DR093_RS00560	DR082_RS00560	DR094_RS00590		DR084_RS00375	DR085_RS00375	MYF_RS00510																																				
N37.HOG0000177	OG0000137	n0	MFC_RS00860	DR093_RS00590	DR082_RS00590	DR094_RS00560		DR084_RS00405	DR085_RS00405	MYF_RS00540																																				
