HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N41.HOG0000046	OG0000027	n21	MFC_RS02850							MYF_RS02825																																				
N41.HOG0000047	OG0000028	n13	MFC_RS01205							MYF_RS01125																																				
N41.HOG0000048	OG0000028	n18	MFC_RS01200							MYF_RS01120																																				
N41.HOG0000049	OG0000029	n1	MFC_RS00875							MYF_RS00555																																				
N41.HOG0000050	OG0000030	n1	MFC_RS02855							MYF_RS02820																																				
N41.HOG0000051	OG0000031	n3	MFC_RS01295							MYF_RS01215																																				
N41.HOG0000052	OG0000032	n3	MFC_RS02685							MYF_RS03490																																				
N41.HOG0000053	OG0000032	n25	MFC_RS02860							MYF_RS02815																																				
N41.HOG0000054	OG0000033	n20	MFC_RS01210							MYF_RS01130																																				
N41.HOG0000055	OG0000037	n3	MFC_RS03185							MYF_RS03495																																				
N41.HOG0000056	OG0000037	n38	MFC_RS03295																																											
N41.HOG0000057	OG0000037	n39	MFC_RS00375							MYF_RS03005																																				
N41.HOG0000058	OG0000039	n24	MFC_RS03135							MYF_RS03160																																				
N41.HOG0000059	OG0000039	n26	MFC_RS00935							MYF_RS00615																																				
N41.HOG0000060	OG0000040	n17	MFC_RS01640							MYF_RS02770																																				
N41.HOG0000061	OG0000040	n27	MFC_RS01160							MYF_RS00840																																				
N41.HOG0000062	OG0000040	n31	MFC_RS01165																																											
N41.HOG0000063	OG0000042	n11	MFC_RS00930							MYF_RS00610																																				
N41.HOG0000064	OG0000042	n18	MFC_RS01085							MYF_RS00765																																				
N41.HOG0000065	OG0000043	n0	MFC_RS01320							MYF_RS01240																																				
N41.HOG0000066	OG0000045	n10	MFC_RS00950							MYF_RS00630																																				
N41.HOG0000067	OG0000047	n35	MFC_RS03280							MYF_RS03335																																				
N41.HOG0000068	OG0000048	n23	MFC_RS00140							MYF_RS01350																																				
N41.HOG0000069	OG0000049	n31	MFC_RS03220							MYF_RS03265																																				
N41.HOG0000070	OG0000049	n32	MFC_RS03365							MYF_RS03455																																				
N41.HOG0000071	OG0000050	n0	MFC_RS01260							MYF_RS01180																																				
N41.HOG0000072	OG0000051	n9	MFC_RS02240							MYF_RS02420																																				
N41.HOG0000073	OG0000052	n0	MFC_RS00160							MYF_RS00075																																				
N41.HOG0000074	OG0000053	n0	MFC_RS00665							MYF_RS01800																																				
N41.HOG0000075	OG0000054	n0	MFC_RS01235							MYF_RS01155																																				
N41.HOG0000076	OG0000055	n10	MFC_RS03415							MYF_RS03395																																				
N41.HOG0000077	OG0000055	n11	MFC_RS03540							MYF_RS03525																																				
N41.HOG0000078	OG0000056	n19	MFC_RS00325							MYF_RS03060																																				
N41.HOG0000079	OG0000057	n0	MFC_RS00965							MYF_RS00645																																				
N41.HOG0000080	OG0000062	n0	MFC_RS00270							MYF_RS03115																																				
N41.HOG0000081	OG0000063	n0	MFC_RS00275							MYF_RS03110																																				
N41.HOG0000082	OG0000064	n0	MFC_RS00285							MYF_RS03100																																				
N41.HOG0000083	OG0000065	n0	MFC_RS00440							MYF_RS01575																																				
N41.HOG0000084	OG0000066	n4	MFC_RS00570							MYF_RS01705																																				
N41.HOG0000085	OG0000067	n2	MFC_RS00800							MYF_RS00480																																				
N41.HOG0000086	OG0000068	n0	MFC_RS00910							MYF_RS00590																																				
N41.HOG0000087	OG0000069	n0	MFC_RS01075							MYF_RS00755																																				
N41.HOG0000088	OG0000070	n0	MFC_RS01215							MYF_RS01135																																				
N41.HOG0000089	OG0000071	n0	MFC_RS01630							MYF_RS02760																																				
N41.HOG0000090	OG0000072	n0	MFC_RS01635							MYF_RS02765																																				
N41.HOG0000091	OG0000073	n0	MFC_RS03390, MFC_RS03395							MYF_RS02005																																				
N41.HOG0000092	OG0000074	n16	MFC_RS03400							MYF_RS02195																																				
N41.HOG0000093	OG0000075	n5	MFC_RS02565							MYF_RS00305																																				
N41.HOG0000094	OG0000076	n7	MFC_RS02580							MYF_RS00320																																				
N41.HOG0000095	OG0000077	n0	MFC_RS02670							MYF_RS00410																																				
N41.HOG0000096	OG0000078	n23	MFC_RS03005							MYF_RS00880																																				
N41.HOG0000097	OG0000079	n0	MFC_RS02930, MFC_RS03120							MYF_RS01050																																				
N41.HOG0000098	OG0000080	n0	MFC_RS03315							MYF_RS01000, MYF_RS03365																																				
N41.HOG0000099	OG0000081	n0	MFC_RS02560, MFC_RS03430							MYF_RS00300																																				
N41.HOG0000100	OG0000082	n29	MFC_RS02870							MYF_RS01110																																				
N41.HOG0000101	OG0000083	n0	MFC_RS00040							MYF_RS01430																																				
N41.HOG0000102	OG0000084	n0	MFC_RS00070							MYF_RS01400																																				
N41.HOG0000103	OG0000085	n0	MFC_RS00075							MYF_RS01395																																				
N41.HOG0000104	OG0000086	n0	MFC_RS00085							MYF_RS01385																																				
N41.HOG0000105	OG0000087	n0	MFC_RS03320							MYF_RS01370																																				
N41.HOG0000106	OG0000088	n0	MFC_RS00105							MYF_RS01365																																				
N41.HOG0000107	OG0000089	n0	MFC_RS00115							MYF_RS01355																																				
N41.HOG0000108	OG0000090	n0	MFC_RS00165							MYF_RS00070																																				
N41.HOG0000109	OG0000091	n0	MFC_RS00180							MYF_RS00055																																				
N41.HOG0000110	OG0000092	n0	MFC_RS00195							MYF_RS00040																																				
N41.HOG0000111	OG0000093	n0	MFC_RS00200							MYF_RS00035																																				
N41.HOG0000112	OG0000094	n0	MFC_RS00205							MYF_RS00030																																				
N41.HOG0000113	OG0000095	n0	MFC_RS00230							MYF_RS00005																																				
N41.HOG0000114	OG0000096	n0	MFC_RS00235							MYF_RS03150																																				
N41.HOG0000115	OG0000097	n0	MFC_RS00255							MYF_RS03130																																				
N41.HOG0000116	OG0000098	n7	MFC_RS00265							MYF_RS03120																																				
N41.HOG0000117	OG0000099	n0	MFC_RS00320							MYF_RS03065																																				
N41.HOG0000118	OG0000100	n0	MFC_RS00335							MYF_RS03050																																				
N41.HOG0000119	OG0000101	n0	MFC_RS00340							MYF_RS03045																																				
N41.HOG0000120	OG0000102	n0	MFC_RS00350							MYF_RS03035																																				
N41.HOG0000121	OG0000103	n0	MFC_RS00405							MYF_RS01540																																				
N41.HOG0000122	OG0000104	n0	MFC_RS00410							MYF_RS01545																																				
N41.HOG0000123	OG0000105	n0	MFC_RS00425							MYF_RS01560																																				
N41.HOG0000124	OG0000106	n0	MFC_RS00435							MYF_RS01570																																				
N41.HOG0000125	OG0000107	n0	MFC_RS00445							MYF_RS01580																																				
N41.HOG0000126	OG0000108	n0	MFC_RS00450							MYF_RS01585																																				
N41.HOG0000127	OG0000109	n0	MFC_RS00455							MYF_RS01590																																				
N41.HOG0000128	OG0000110	n0	MFC_RS00460							MYF_RS01595																																				
N41.HOG0000129	OG0000111	n0	MFC_RS00465							MYF_RS01600																																				
N41.HOG0000130	OG0000112	n0	MFC_RS00475							MYF_RS01610																																				
N41.HOG0000131	OG0000113	n0	MFC_RS00490							MYF_RS01625																																				
N41.HOG0000132	OG0000114	n0	MFC_RS00500							MYF_RS01635																																				
N41.HOG0000133	OG0000115	n0	MFC_RS00510							MYF_RS01645																																				
N41.HOG0000134	OG0000116	n0	MFC_RS00520							MYF_RS01655																																				
N41.HOG0000135	OG0000117	n0	MFC_RS00525							MYF_RS01660																																				
N41.HOG0000136	OG0000118	n0	MFC_RS00555							MYF_RS01690																																				
N41.HOG0000137	OG0000119	n0	MFC_RS00560							MYF_RS01695																																				
N41.HOG0000138	OG0000120	n0	MFC_RS00575							MYF_RS01710																																				
N41.HOG0000139	OG0000121	n0	MFC_RS00600							MYF_RS01735																																				
N41.HOG0000140	OG0000122	n0	MFC_RS00605							MYF_RS01740																																				
N41.HOG0000141	OG0000123	n0	MFC_RS00625							MYF_RS01760																																				
N41.HOG0000142	OG0000124	n0	MFC_RS00630							MYF_RS01765																																				
N41.HOG0000143	OG0000125	n0	MFC_RS00635							MYF_RS01770																																				
N41.HOG0000144	OG0000126	n0	MFC_RS00645							MYF_RS01780																																				
N41.HOG0000145	OG0000127	n0	MFC_RS00655							MYF_RS01790																																				
N41.HOG0000146	OG0000128	n0	MFC_RS00670							MYF_RS01805																																				
N41.HOG0000147	OG0000129	n0	MFC_RS00675							MYF_RS01810																																				
N41.HOG0000148	OG0000130	n0	MFC_RS00685							MYF_RS01820																																				
N41.HOG0000149	OG0000131	n0	MFC_RS00715							MYF_RS01850																																				
N41.HOG0000150	OG0000132	n0	MFC_RS00735							MYF_RS01865																																				
N41.HOG0000151	OG0000133	n0	MFC_RS00805							MYF_RS00485																																				
N41.HOG0000152	OG0000134	n0	MFC_RS00810							MYF_RS00490																																				
N41.HOG0000153	OG0000135	n0	MFC_RS00825							MYF_RS00505																																				
N41.HOG0000154	OG0000136	n0	MFC_RS00830							MYF_RS00510																																				
N41.HOG0000155	OG0000137	n0	MFC_RS00860							MYF_RS00540																																				
N41.HOG0000156	OG0000138	n0	MFC_RS00885							MYF_RS00565																																				
N41.HOG0000157	OG0000139	n0	MFC_RS00915							MYF_RS00595																																				
N41.HOG0000158	OG0000140	n0	MFC_RS00920							MYF_RS00600																																				
N41.HOG0000159	OG0000141	n0	MFC_RS00955							MYF_RS00635																																				
N41.HOG0000160	OG0000142	n0	MFC_RS00960							MYF_RS00640																																				
N41.HOG0000161	OG0000143	n0	MFC_RS00985							MYF_RS00665																																				
N41.HOG0000162	OG0000144	n0	MFC_RS00995							MYF_RS00675																																				
N41.HOG0000163	OG0000145	n0	MFC_RS01005							MYF_RS00685																																				
N41.HOG0000164	OG0000146	n0	MFC_RS01015							MYF_RS00695																																				
N41.HOG0000165	OG0000147	n0	MFC_RS01020							MYF_RS00700																																				
N41.HOG0000166	OG0000148	n0	MFC_RS01035							MYF_RS00715																																				
N41.HOG0000167	OG0000149	n0	MFC_RS01045							MYF_RS00725																																				
N41.HOG0000168	OG0000150	n0	MFC_RS01060							MYF_RS00740																																				
N41.HOG0000169	OG0000151	n0	MFC_RS01115							MYF_RS00795																																				
N41.HOG0000170	OG0000152	n0	MFC_RS01120							MYF_RS00800																																				
N41.HOG0000171	OG0000153	n0	MFC_RS01125							MYF_RS00805																																				
N41.HOG0000172	OG0000154	n0	MFC_RS01135							MYF_RS00815																																				
N41.HOG0000173	OG0000155	n0	MFC_RS01155							MYF_RS00835																																				
N41.HOG0000174	OG0000156	n0	MFC_RS01175							MYF_RS00855																																				
N41.HOG0000175	OG0000157	n0	MFC_RS01180							MYF_RS00860																																				
N41.HOG0000176	OG0000158	n0	MFC_RS01190							MYF_RS00870																																				
N41.HOG0000177	OG0000159	n0	MFC_RS01245							MYF_RS01165																																				
N41.HOG0000178	OG0000160	n0	MFC_RS01250							MYF_RS01170																																				
N41.HOG0000179	OG0000161	n0	MFC_RS01255							MYF_RS01175																																				
N41.HOG0000180	OG0000162	n0	MFC_RS01265							MYF_RS01185																																				
N41.HOG0000181	OG0000163	n0	MFC_RS01270							MYF_RS01190																																				
N41.HOG0000182	OG0000164	n0	MFC_RS01300							MYF_RS01220																																				
N41.HOG0000183	OG0000165	n0	MFC_RS01345							MYF_RS01265																																				
N41.HOG0000184	OG0000166	n0	MFC_RS01365							MYF_RS01285																																				
N41.HOG0000185	OG0000167	n0	MFC_RS01380							MYF_RS01300																																				
N41.HOG0000186	OG0000168	n0	MFC_RS01385							MYF_RS01305																																				
N41.HOG0000187	OG0000169	n0	MFC_RS01430							MYF_RS02560																																				
N41.HOG0000188	OG0000170	n0	MFC_RS01455							MYF_RS02585																																				
N41.HOG0000189	OG0000171	n0	MFC_RS01465							MYF_RS02595																																				
N41.HOG0000190	OG0000172	n0	MFC_RS01470							MYF_RS02600																																				
N41.HOG0000191	OG0000173	n0	MFC_RS01475							MYF_RS02605																																				
N41.HOG0000192	OG0000174	n0	MFC_RS01480							MYF_RS02610																																				
N41.HOG0000193	OG0000175	n0	MFC_RS01495							MYF_RS02625																																				
N41.HOG0000194	OG0000176	n0	MFC_RS01540							MYF_RS02670																																				
N41.HOG0000195	OG0000177	n0	MFC_RS01545							MYF_RS02675																																				
N41.HOG0000196	OG0000178	n0	MFC_RS01550							MYF_RS02680																																				
N41.HOG0000197	OG0000179	n0	MFC_RS01560							MYF_RS02690																																				
N41.HOG0000198	OG0000180	n0	MFC_RS01565							MYF_RS02695																																				
N41.HOG0000199	OG0000181	n0	MFC_RS01580							MYF_RS02710																																				
N41.HOG0000200	OG0000182	n0	MFC_RS01590							MYF_RS02720																																				
N41.HOG0000201	OG0000183	n0	MFC_RS01625							MYF_RS02755																																				
N41.HOG0000202	OG0000184	n0	MFC_RS01655							MYF_RS02785																																				
N41.HOG0000203	OG0000185	n0	MFC_RS01670							MYF_RS02800																																				
N41.HOG0000204	OG0000186	n0	MFC_RS01710							MYF_RS01895																																				
N41.HOG0000205	OG0000187	n0	MFC_RS01725							MYF_RS01910																																				
N41.HOG0000206	OG0000188	n0	MFC_RS01735							MYF_RS01920																																				
N41.HOG0000207	OG0000189	n0	MFC_RS03385							MYF_RS01930																																				
N41.HOG0000208	OG0000190	n0	MFC_RS01750							MYF_RS01935																																				
N41.HOG0000209	OG0000191	n0	MFC_RS01770							MYF_RS01955																																				
N41.HOG0000210	OG0000192	n0	MFC_RS01780							MYF_RS01965																																				
N41.HOG0000211	OG0000193	n0	MFC_RS01795							MYF_RS01980																																				
N41.HOG0000212	OG0000194	n0	MFC_RS01805							MYF_RS01990																																				
N41.HOG0000213	OG0000195	n0	MFC_RS01810							MYF_RS01995																																				
N41.HOG0000214	OG0000196	n0	MFC_RS01830							MYF_RS02015																																				
N41.HOG0000215	OG0000197	n0	MFC_RS01835							MYF_RS02020																																				
N41.HOG0000216	OG0000198	n0	MFC_RS01850							MYF_RS02035																																				
N41.HOG0000217	OG0000199	n0	MFC_RS01855							MYF_RS02040																																				
N41.HOG0000218	OG0000200	n0	MFC_RS01865							MYF_RS02050																																				
N41.HOG0000219	OG0000201	n0	MFC_RS01875							MYF_RS02060																																				
N41.HOG0000220	OG0000202	n0	MFC_RS01930							MYF_RS02115																																				
N41.HOG0000221	OG0000203	n0	MFC_RS01935							MYF_RS02120																																				
N41.HOG0000222	OG0000204	n0	MFC_RS01940							MYF_RS02125																																				
N41.HOG0000223	OG0000205	n0	MFC_RS01945							MYF_RS02130																																				
N41.HOG0000224	OG0000206	n0	MFC_RS01965							MYF_RS02150																																				
N41.HOG0000225	OG0000207	n0	MFC_RS01980							MYF_RS02165																																				
N41.HOG0000226	OG0000208	n0	MFC_RS01985							MYF_RS02170																																				
N41.HOG0000227	OG0000209	n0	MFC_RS01990							MYF_RS02175																																				
N41.HOG0000228	OG0000210	n0	MFC_RS02040							MYF_RS02220																																				
N41.HOG0000229	OG0000211	n0	MFC_RS02050							MYF_RS02230																																				
N41.HOG0000230	OG0000212	n0	MFC_RS02060							MYF_RS02240																																				
N41.HOG0000231	OG0000213	n0	MFC_RS02065							MYF_RS02245																																				
N41.HOG0000232	OG0000214	n0	MFC_RS02070							MYF_RS02250																																				
N41.HOG0000233	OG0000215	n0	MFC_RS02075							MYF_RS02255																																				
N41.HOG0000234	OG0000216	n0	MFC_RS02080							MYF_RS02260																																				
N41.HOG0000235	OG0000217	n0	MFC_RS02085							MYF_RS02265																																				
N41.HOG0000236	OG0000218	n0	MFC_RS02095							MYF_RS02275																																				
N41.HOG0000237	OG0000219	n0	MFC_RS02100							MYF_RS02280																																				
N41.HOG0000238	OG0000220	n0	MFC_RS02105							MYF_RS02285																																				
N41.HOG0000239	OG0000221	n0	MFC_RS02110							MYF_RS02290																																				
N41.HOG0000240	OG0000222	n0	MFC_RS03235							MYF_RS03240																																				
N41.HOG0000241	OG0000223	n0	MFC_RS02115							MYF_RS02295																																				
N41.HOG0000242	OG0000224	n0	MFC_RS02125							MYF_RS02305																																				
N41.HOG0000243	OG0000225	n0	MFC_RS02135							MYF_RS02315																																				
N41.HOG0000244	OG0000226	n0	MFC_RS02140							MYF_RS02320																																				
N41.HOG0000245	OG0000227	n0	MFC_RS02145							MYF_RS02325																																				
N41.HOG0000246	OG0000228	n0	MFC_RS03530							MYF_RS03530																																				
N41.HOG0000247	OG0000229	n0	MFC_RS02155							MYF_RS02335																																				
N41.HOG0000248	OG0000230	n0	MFC_RS02160							MYF_RS02340																																				
N41.HOG0000249	OG0000231	n0	MFC_RS02170							MYF_RS02350																																				
N41.HOG0000250	OG0000232	n0	MFC_RS02180							MYF_RS02360																																				
N41.HOG0000251	OG0000233	n0	MFC_RS02190							MYF_RS02370																																				
N41.HOG0000252	OG0000234	n0	MFC_RS02220							MYF_RS02400																																				
N41.HOG0000253	OG0000235	n0	MFC_RS02230							MYF_RS02410																																				
N41.HOG0000254	OG0000236	n0	MFC_RS02235							MYF_RS02415																																				
N41.HOG0000255	OG0000237	n0	MFC_RS02250							MYF_RS02430																																				
N41.HOG0000256	OG0000238	n0	MFC_RS02255							MYF_RS02435																																				
N41.HOG0000257	OG0000239	n0	MFC_RS02285							MYF_RS02465																																				
N41.HOG0000258	OG0000240	n0	MFC_RS02290							MYF_RS02470																																				
N41.HOG0000259	OG0000241	n0	MFC_RS02300							MYF_RS02480																																				
N41.HOG0000260	OG0000242	n0	MFC_RS02305							MYF_RS02485																																				
N41.HOG0000261	OG0000243	n0	MFC_RS02310							MYF_RS02490																																				
N41.HOG0000262	OG0000244	n0	MFC_RS02320							MYF_RS02500																																				
N41.HOG0000263	OG0000245	n0	MFC_RS02330							MYF_RS02510																																				
N41.HOG0000264	OG0000246	n0	MFC_RS02345							MYF_RS00085																																				
N41.HOG0000265	OG0000247	n0	MFC_RS02355							MYF_RS00095																																				
N41.HOG0000266	OG0000248	n0	MFC_RS02380							MYF_RS00120																																				
N41.HOG0000267	OG0000249	n0	MFC_RS02385							MYF_RS00125																																				
N41.HOG0000268	OG0000250	n0	MFC_RS02400							MYF_RS00140																																				
N41.HOG0000269	OG0000251	n0	MFC_RS02430							MYF_RS00170																																				
N41.HOG0000270	OG0000252	n0	MFC_RS02440							MYF_RS00180																																				
N41.HOG0000271	OG0000253	n0	MFC_RS02445							MYF_RS00185																																				
N41.HOG0000272	OG0000254	n0	MFC_RS02455							MYF_RS00195																																				
N41.HOG0000273	OG0000255	n0	MFC_RS02465							MYF_RS00205																																				
N41.HOG0000274	OG0000256	n0	MFC_RS02470							MYF_RS00210																																				
N41.HOG0000275	OG0000257	n0	MFC_RS02495							MYF_RS00235																																				
N41.HOG0000276	OG0000258	n0	MFC_RS02505							MYF_RS00245																																				
N41.HOG0000277	OG0000259	n0	MFC_RS02535							MYF_RS00275																																				
N41.HOG0000278	OG0000260	n0	MFC_RS02545							MYF_RS00285																																				
N41.HOG0000279	OG0000261	n0	MFC_RS02555							MYF_RS00295																																				
N41.HOG0000280	OG0000262	n0	MFC_RS02570							MYF_RS00310																																				
N41.HOG0000281	OG0000263	n0	MFC_RS02585							MYF_RS00325																																				
N41.HOG0000282	OG0000264	n0	MFC_RS02600							MYF_RS00340																																				
N41.HOG0000283	OG0000265	n0	MFC_RS02610							MYF_RS00350																																				
N41.HOG0000284	OG0000266	n0	MFC_RS02625							MYF_RS00365																																				
N41.HOG0000285	OG0000267	n0	MFC_RS02640							MYF_RS00380																																				
N41.HOG0000286	OG0000268	n0	MFC_RS02645							MYF_RS00385																																				
N41.HOG0000287	OG0000269	n0	MFC_RS02660							MYF_RS00400																																				
N41.HOG0000288	OG0000270	n0	MFC_RS02720							MYF_RS02955																																				
N41.HOG0000289	OG0000271	n0	MFC_RS02725							MYF_RS02950																																				
N41.HOG0000290	OG0000272	n0	MFC_RS02730							MYF_RS02945																																				
N41.HOG0000291	OG0000273	n0	MFC_RS02735							MYF_RS02940																																				
N41.HOG0000292	OG0000274	n0	MFC_RS02755							MYF_RS02920																																				
N41.HOG0000293	OG0000275	n0	MFC_RS03455							MYF_RS02915																																				
N41.HOG0000294	OG0000276	n0	MFC_RS02765							MYF_RS02910																																				
N41.HOG0000295	OG0000277	n0	MFC_RS02775							MYF_RS02900																																				
N41.HOG0000296	OG0000278	n0	MFC_RS02780							MYF_RS02895																																				
N41.HOG0000297	OG0000279	n0	MFC_RS02790							MYF_RS02885																																				
N41.HOG0000298	OG0000280	n0	MFC_RS02795							MYF_RS02880																																				
N41.HOG0000299	OG0000281	n0	MFC_RS03255							MYF_RS03275																																				
N41.HOG0000300	OG0000282	n0	MFC_RS02820							MYF_RS02855																																				
N41.HOG0000301	OG0000283	n0	MFC_RS02825							MYF_RS02850																																				
N41.HOG0000302	OG0000284	n0	MFC_RS02830							MYF_RS02845																																				
N41.HOG0000303	OG0000285	n0	MFC_RS02835							MYF_RS02840																																				
N41.HOG0000304	OG0000286	n0	MFC_RS02865							MYF_RS01115																																				
N41.HOG0000305	OG0000287	n0	MFC_RS02890							MYF_RS01090																																				
N41.HOG0000306	OG0000288	n0	MFC_RS02900							MYF_RS01080																																				
N41.HOG0000307	OG0000289	n0	MFC_RS02905							MYF_RS01075																																				
N41.HOG0000308	OG0000290	n0	MFC_RS03030							MYF_RS00905																																				
N41.HOG0000309	OG0000291	n0	MFC_RS03040							MYF_RS00915																																				
N41.HOG0000310	OG0000292	n0	MFC_RS03045							MYF_RS00920																																				
N41.HOG0000311	OG0000293	n0	MFC_RS03050							MYF_RS00925																																				
N41.HOG0000312	OG0000294	n0	MFC_RS03060							MYF_RS00935																																				
N41.HOG0000313	OG0000295	n0	MFC_RS03065							MYF_RS00940																																				
N41.HOG0000314	OG0000296	n0	MFC_RS03110							MYF_RS01040																																				
N41.HOG0000315	OG0000297	n0	MFC_RS03115							MYF_RS01045																																				
N41.HOG0000316	OG0000298	n0	MFC_RS02395							MYF_RS00135																																				
N41.HOG0000317	OG0000299	n0	MFC_RS02415							MYF_RS00155																																				
N41.HOG0000318	OG0000300	n0	MFC_RS02595							MYF_RS00335																																				
N41.HOG0000319	OG0000301	n0	MFC_RS02630							MYF_RS00370																																				
N41.HOG0000320	OG0000302	n0	MFC_RS02635							MYF_RS00375																																				
N41.HOG0000321	OG0000303	n0	MFC_RS00835							MYF_RS00515																																				
N41.HOG0000322	OG0000304	n0	MFC_RS00865							MYF_RS00545																																				
N41.HOG0000323	OG0000305	n0	MFC_RS01010							MYF_RS00690																																				
N41.HOG0000324	OG0000306	n0	MFC_RS01090							MYF_RS00770																																				
N41.HOG0000325	OG0000307	n0	MFC_RS01130							MYF_RS00810																																				
