HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N24.HOG0000024	OG0000001	n1	MFC_RS03350	DR093_RS00825, DR093_RS00830	DR082_RS00820, DR082_RS00825	DR094_RS00325, DR094_RS00330	DR095_RS00300, DR095_RS00305	DR084_RS03095	DR085_RS03235	MYF_RS03415																																				
N24.HOG0000025	OG0000001	n12																		MHP168L_RS01370	MHP168_RS01365						HZK19_RS03720					KUD10_RS01355											B5M19_RS02595	FEF30_RS01595	FEF31_RS00940	
N24.HOG0000026	OG0000001	n21												B5C39_RS01615, B5C39_RS01620								MHP_RS00720, MHP_RS00725																				EXC50_RS02805, EXC50_RS02810				
N24.HOG0000027	OG0000001	n25																												MHJ_RS01255																
N24.HOG0000028	OG0000001	n37																		MHP168L_RS03950	MHP168_RS03950									MHJ_RS01250		KUD10_RS01350											B5M19_RS04385	FEF30_RS01590	FEF31_RS00935	
N24.HOG0000029	OG0000001	n57												B5C39_RS03070						MHP168L_RS02830	MHP168_RS02805	MHP_RS03580					HZK19_RS02765			MHJ_RS02765		KUD10_RS02875	DR083_RS00590									EXC50_RS01640	B5M19_RS02555	FEF30_RS03180	FEF31_RS02540	
N24.HOG0000030	OG0000001	n78												B5C39_RS03865								MHP_RS03935								MHJ_RS03940												EXC50_RS04045		FEF30_RS03130	FEF31_RS02495	
N24.HOG0000031	OG0000001	n91																		MHP168L_RS02780	MHP168_RS02755																						B5M19_RS02505			
N24.HOG0000032	OG0000001	n97												B5C39_RS03020						MHP168L_RS02785	MHP168_RS02760	MHP_RS02610					HZK19_RS03840			MHJ_RS02710		KUD10_RS02830	DR083_RS00540									EXC50_RS01590	B5M19_RS02510	FEF30_RS03125	FEF31_RS02490	
N24.HOG0000033	OG0000001	n113																															DR083_RS00545													
N24.HOG0000034	OG0000002	n2	MFC_RS03355	DR093_RS02915	DR082_RS02685	DR094_RS02955	DR095_RS02820	DR084_RS01115	DR085_RS02740	MYF_RS03430																																				
N24.HOG0000035	OG0000002	n9	MFC_RS00395					DR084_RS03505		MYF_RS01530																																				
N24.HOG0000036	OG0000002	n16												B5C39_RS03825						MHP168L_RS04010	MHP168_RS03985	MHP_RS03905								MHJ_RS03585		KUD10_RS02270										EXC50_RS04010	B5M19_RS04465	FEF30_RS02580	FEF31_RS01945	
N24.HOG0000037	OG0000002	n32																		MHP168L_RS03840							HZK19_RS02175															EXC50_RS03900				
N24.HOG0000038	OG0000002	n38			DR082_RS03795	DR094_RS02550								B5C39_RS03650							MHP168_RS03895	MHP_RS03800								MHJ_RS03670		KUD10_RS02265	DR083_RS02760										B5M19_RS04625	FEF30_RS02575	FEF31_RS01940	
N24.HOG0000039	OG0000002	n56		DR093_RS03015	DR082_RS03780	DR094_RS02030, DR094_RS02975	DR095_RS03445	DR084_RS01770, DR084_RS02910	DR085_RS01945																																					
N24.HOG0000040	OG0000002	n64	MFC_RS02940	DR093_RS04025	DR082_RS02920	DR094_RS03815	DR095_RS04030		DR085_RS03895	MYF_RS01475																	HZK19_RS02110			MHJ_RS02080		KUD10_RS02210	DR083_RS04915											FEF30_RS04340	FEF31_RS04505	
N24.HOG0000041	OG0000002	n95	MFC_RS00370	DR093_RS03845	DR082_RS03830	DR094_RS03610	DR095_RS03820	DR084_RS03620	DR085_RS03805	MYF_RS03010				B5C39_RS03240						MHP168L_RS01710	MHP168_RS01665, MHP168_RS01685	MHP_RS01720					HZK19_RS01705			MHJ_RS01675		KUD10_RS01790	DR083_RS04760									EXC50_RS00680	B5M19_RS02105	FEF30_RS04295	FEF31_RS04455	
N24.HOG0000042	OG0000003	n5												B5C39_RS03270								MHP_RS01750																				EXC50_RS00710				
N24.HOG0000043	OG0000003	n12												B5C39_RS02395								MHP_RS01485																				EXC50_RS03580				
N24.HOG0000044	OG0000003	n25																		MHP168L_RS01860	MHP168_RS01845												DR083_RS04940													
N24.HOG0000045	OG0000003	n30																												MHJ_RS01710		KUD10_RS01820												FEF30_RS02165	FEF31_RS01515	
N24.HOG0000046	OG0000003	n37																		MHP168L_RS00485	MHP168_RS00480						HZK19_RS01715			MHJ_RS00485		KUD10_RS00500											B5M19_RS04550	FEF30_RS04200	FEF31_RS04365	
N24.HOG0000047	OG0000003	n80																									HZK19_RS03785			MHJ_RS03880																
N24.HOG0000048	OG0000003	n85	MFC_RS02995	DR093_RS04030	DR082_RS03925	DR094_RS03820	DR095_RS04020		DR085_RS03550	MYF_RS01515																	HZK19_RS02160			MHJ_RS03890		KUD10_RS02250	DR083_RS04460											FEF30_RS04345	FEF31_RS04510	
N24.HOG0000049	OG0000003	n110							DR085_RS03885																					MHJ_RS03885			DR083_RS04905													
N24.HOG0000050	OG0000003	n115																														KUD10_RS01900														
N24.HOG0000051	OG0000003	n118												B5C39_RS03345						MHP168L_RS03875	MHP168_RS03875	MHP_RS01825					HZK19_RS01800			MHJ_RS01795			DR083_RS03840										B5M19_RS03885		FEF31_RS01590	
N24.HOG0000052	OG0000004	n5												B5C39_RS00380						MHP168L_RS03190	MHP168_RS03180						HZK19_RS03240			MHJ_RS03175		KUD10_RS03265										EXC50_RS02030		FEF30_RS03540	FEF31_RS03760	
N24.HOG0000053	OG0000004	n25												B5C39_RS00390								MHP_RS03125					HZK19_RS03230			MHJ_RS03165												EXC50_RS02040				
N24.HOG0000054	OG0000004	n36																		MHP168L_RS03195										MHJ_RS03180			DR083_RS03460													
N24.HOG0000055	OG0000004	n51												B5C39_RS00400						MHP168L_RS03205	MHP168_RS03190	MHP_RS03135					HZK19_RS03255			MHJ_RS03190		KUD10_RS03275	DR083_RS03440									EXC50_RS02050	B5M19_RS04240	FEF30_RS03550	FEF31_RS03775	
N24.HOG0000056	OG0000004	n76								MYF_RS02520																	HZK19_RS02970					KUD10_RS03075	DR083_RS01645													
N24.HOG0000057	OG0000004	n94		DR093_RS01845	DR082_RS01625			DR084_RS02890																																						
N24.HOG0000058	OG0000004	n97												B5C39_RS03760						MHP168L_RS03030		MHP_RS02945								MHJ_RS02980												EXC50_RS01845				
N24.HOG0000059	OG0000004	n102																				MHP_RS02960								MHJ_RS02995												EXC50_RS01865				
N24.HOG0000060	OG0000004	n106																														KUD10_RS03105														
N24.HOG0000061	OG0000004	n116																														KUD10_RS03095														
N24.HOG0000062	OG0000004	n118																									HZK19_RS02980					KUD10_RS03085														
N24.HOG0000063	OG0000004	n120	MFC_RS00155			DR094_RS01820				MYF_RS02535, MYF_RS02545																																				
N24.HOG0000064	OG0000005	n1												B5C39_RS00915						MHP168L_RS00090	MHP168_RS00085	MHP_RS00100					HZK19_RS00085			MHJ_RS00090		KUD10_RS00100	DR083_RS03065									EXC50_RS00100	B5M19_RS00020	FEF30_RS00415	FEF31_RS03370	
N24.HOG0000065	OG0000005	n32												B5C39_RS00935								MHP_RS00120					HZK19_RS00105					KUD10_RS00120										EXC50_RS00120		FEF30_RS00435	FEF31_RS04665	
N24.HOG0000066	OG0000005	n52												B5C39_RS00920						MHP168L_RS00100	MHP168_RS00095	MHP_RS00105					HZK19_RS00090			MHJ_RS00095		KUD10_RS00105	DR083_RS03050									EXC50_RS00105	B5M19_RS00030	FEF30_RS04180	FEF31_RS04660	
N24.HOG0000067	OG0000005	n83																		MHP168L_RS00105	MHP168_RS00100, MHP168_RS03905												DR083_RS04870										B5M19_RS04005, B5M19_RS04010			
N24.HOG0000068	OG0000005	n92												B5C39_RS00925								MHP_RS00110					HZK19_RS00095			MHJ_RS00100		KUD10_RS00110										EXC50_RS00110		FEF30_RS00425	FEF31_RS03380	
N24.HOG0000069	OG0000005	n113												B5C39_RS00940								MHP_RS00125					HZK19_RS00110					KUD10_RS00125										EXC50_RS00125		FEF30_RS04185	FEF31_RS04670	
N24.HOG0000070	OG0000006	n3																				MHP_RS02365																								
N24.HOG0000071	OG0000006	n9																									HZK19_RS02470					KUD10_RS02585														
N24.HOG0000072	OG0000006	n11												B5C39_RS03845						MHP168L_RS02535	MHP168_RS02510									MHJ_RS03920			DR083_RS04420									EXC50_RS04025	B5M19_RS03635	FEF30_RS02880	FEF31_RS02230	
N24.HOG0000073	OG0000006	n25																		MHP168L_RS02530	MHP168_RS02505									MHJ_RS03915													B5M19_RS03630			
N24.HOG0000074	OG0000006	n36												B5C39_RS03840																												EXC50_RS04020				
N24.HOG0000075	OG0000006	n58												B5C39_RS02605						MHP168L_RS02345	MHP168_RS02320	MHP_RS03575					HZK19_RS03800					KUD10_RS02390	DR083_RS03605									EXC50_RS01175	B5M19_RS03605			
N24.HOG0000076	OG0000006	n87												B5C39_RS02640						MHP168L_RS02380	MHP168_RS02355	MHP_RS02230					HZK19_RS03805			MHJ_RS02300		KUD10_RS02420	DR083_RS03320									EXC50_RS01210	B5M19_RS02695	FEF30_RS02730	FEF31_RS02090	
N24.HOG0000077	OG0000006	n104																												MHJ_RS02270														FEF30_RS02700	FEF31_RS02060	
N24.HOG0000078	OG0000006	n110																		MHP168L_RS02525	MHP168_RS02500						HZK19_RS02465			MHJ_RS03910																
N24.HOG0000079	OG0000007	n13	MFC_RS02975	DR093_RS02845	DR082_RS02890	DR094_RS02850	DR095_RS03020		DR085_RS02890	MYF_RS01510																	HZK19_RS02155			MHJ_RS02140			DR083_RS03475											FEF30_RS02555	FEF31_RS01925	
N24.HOG0000080	OG0000007	n32	MFC_RS02970	DR093_RS02840	DR082_RS02895	DR094_RS02845	DR095_RS03025		DR085_RS02895	MYF_RS01505																	HZK19_RS02150			MHJ_RS02135			DR083_RS03470											FEF30_RS02545	FEF31_RS01915	
N24.HOG0000081	OG0000007	n45	MFC_RS02965	DR093_RS02835	DR082_RS03930	DR094_RS02840	DR095_RS03035		DR085_RS03890	MYF_RS01500																	HZK19_RS02145			MHJ_RS02130		KUD10_RS02245	DR083_RS03465											FEF30_RS02540	FEF31_RS01910	
N24.HOG0000082	OG0000008	n2												B5C39_RS03740, B5C39_RS03830						MHP168L_RS02330	MHP168_RS02310	MHP_RS03725, MHP_RS03910					HZK19_RS03790			MHJ_RS03790		KUD10_RS02375	DR083_RS04510									EXC50_RS01160, EXC50_RS04015	B5M19_RS03790	FEF30_RS02685	FEF31_RS02050	
N24.HOG0000083	OG0000008	n35	MFC_RS03380	DR093_RS03250			DR095_RS03220		DR085_RS03145	MYF_RS01875										MHP168L_RS01795	MHP168_RS01780	MHP_RS01640					HZK19_RS03745			MHJ_RS03850		KUD10_RS01700										EXC50_RS00595	B5M19_RS03340	FEF30_RS01955	FEF31_RS01300	
N24.HOG0000084	OG0000008	n68																																										FEF30_RS02885	FEF31_RS02250	
N24.HOG0000085	OG0000008	n71																												MHJ_RS03925																
N24.HOG0000086	OG0000008	n84												B5C39_RS03850								MHP_RS03920																				EXC50_RS04030				
N24.HOG0000087	OG0000008	n89																		MHP168L_RS04025	MHP168_RS04005						HZK19_RS03825						DR083_RS04540										B5M19_RS04540			
N24.HOG0000088	OG0000009	n2																		MHP168L_RS00990	MHP168_RS00985	MHP_RS01325								MHJ_RS00650			DR083_RS01225									EXC50_RS03420	B5M19_RS04475	FEF30_RS00980	FEF31_RS00325	
N24.HOG0000089	OG0000009	n16												B5C39_RS00900								MHP_RS00085										KUD10_RS00085	DR083_RS05040									EXC50_RS00085				
N24.HOG0000090	OG0000009	n25												B5C39_RS03820								MHP_RS03870								MHJ_RS03830		KUD10_RS01265	DR083_RS01930									EXC50_RS04115		FEF30_RS01500	FEF31_RS00845	
N24.HOG0000091	OG0000009	n38												B5C39_RS02225						MHP168L_RS03915	MHP168_RS00975	MHP_RS01315					HZK19_RS00655			MHJ_RS00660		KUD10_RS00675	DR083_RS01240									EXC50_RS03405	B5M19_RS04265	FEF30_RS00990	FEF31_RS00335	
N24.HOG0000092	OG0000009	n57																		MHP168L_RS03920																										
N24.HOG0000093	OG0000010	n3												B5C39_RS03350						MHP168L_RS01950	MHP168_RS01930	MHP_RS01830					HZK19_RS01810			MHJ_RS01805		KUD10_RS01910	DR083_RS02305									EXC50_RS00795	B5M19_RS00670	FEF30_RS02240	FEF31_RS01600	
N24.HOG0000094	OG0000010	n38																		MHP168L_RS01650	MHP168_RS01645																						B5M19_RS03275			
N24.HOG0000095	OG0000010	n41												B5C39_RS03795								MHP_RS03845											DR083_RS04470									EXC50_RS04090				
N24.HOG0000096	OG0000010	n44												B5C39_RS01340								MHP_RS00445					HZK19_RS03735			MHJ_RS01530			DR083_RS04910									EXC50_RS02530		FEF30_RS01880, FEF30_RS04280	FEF31_RS01225, FEF31_RS04440	
N24.HOG0000097	OG0000010	n58																									HZK19_RS03740																			
N24.HOG0000098	OG0000010	n72												B5C39_RS00910						MHP168L_RS00085	MHP168_RS00080	MHP_RS00095								MHJ_RS00085		KUD10_RS00095										EXC50_RS00095	B5M19_RS00015			
N24.HOG0000099	OG0000011	n8																									HZK19_RS01910																			
N24.HOG0000100	OG0000011	n10												B5C39_RS03455						MHP168L_RS03995	MHP168_RS04085	MHP_RS01915					HZK19_RS03920			MHJ_RS04005			DR083_RS01555									EXC50_RS00895	B5M19_RS04080	FEF30_RS02330	FEF31_RS01695	
N24.HOG0000101	OG0000011	n37																		MHP168L_RS03990	MHP168_RS02020									MHJ_RS01900													B5M19_RS00770			
N24.HOG0000102	OG0000011	n40	MFC_RS03505, MFC_RS03510	DR093_RS03025	DR082_RS03545, DR082_RS03895	DR094_RS03520	DR095_RS03235, DR095_RS03240	DR084_RS03145	DR085_RS02795, DR085_RS03875	MYF_RS03310																																				
N24.HOG0000103	OG0000011	n51	MFC_RS01350	DR093_RS03260	DR082_RS02625	DR094_RS02895	DR095_RS03230	DR084_RS01055	DR085_RS02805	MYF_RS01270				B5C39_RS03450						MHP168L_RS02035	MHP168_RS02015	MHP_RS01910								MHJ_RS01895		KUD10_RS01995	DR083_RS01550									EXC50_RS00890	B5M19_RS00765	FEF30_RS02325	FEF31_RS01690	
N24.HOG0000104	OG0000012	n1												B5C39_RS01220								MHP_RS00400																				EXC50_RS01855				
N24.HOG0000105	OG0000012	n4																												MHJ_RS02915																
N24.HOG0000106	OG0000012	n19																																										FEF30_RS03655	FEF31_RS02235	
N24.HOG0000107	OG0000012	n26																												MHJ_RS01680, MHJ_RS02630, MHJ_RS02860																
N24.HOG0000108	OG0000012	n31																		MHP168L_RS01405, MHP168L_RS02220, MHP168L_RS03040	MHP168_RS01400, MHP168_RS02105, MHP168_RS03590									MHJ_RS02345		KUD10_RS01085											B5M19_RS03815			
N24.HOG0000109	OG0000012	n41																									HZK19_RS03250			MHJ_RS01775			DR083_RS03720													
N24.HOG0000110	OG0000012	n62																									HZK19_RS01825																			
N24.HOG0000111	OG0000013	n1	MFC_RS02880, MFC_RS03175	DR093_RS01090, DR093_RS01095	DR082_RS01085, DR082_RS01090	DR094_RS00075, DR094_RS00080	DR095_RS00575, DR095_RS00580	DR084_RS00885, DR084_RS00890	DR085_RS00910, DR085_RS00915	MYF_RS01100, MYF_RS03170				B5C39_RS02685						MHP168L_RS02430	MHP168_RS02405	MHP_RS02275					HZK19_RS02370			MHJ_RS02355		KUD10_RS02465	DR083_RS05105									EXC50_RS01255	B5M19_RS02640	FEF30_RS02775	FEF31_RS02135	
N24.HOG0000112	OG0000013	n47	MFC_RS03420	DR093_RS03220	DR082_RS03095	DR094_RS03050	DR095_RS03215	DR084_RS02985	DR085_RS03115	MYF_RS03400				B5C39_RS03780						MHP168L_RS03905	MHP168_RS03910	MHP_RS03840					HZK19_RS03715			MHJ_RS03825		KUD10_RS00185	DR083_RS03885									EXC50_RS03965	B5M19_RS00100	FEF30_RS00500	FEF31_RS03455	
N24.HOG0000113	OG0000014	n1	MFC_RS00870	DR093_RS03805	DR082_RS03685	DR094_RS03555	DR095_RS03760	DR084_RS03465	DR085_RS03650	MYF_RS00550																																				
N24.HOG0000114	OG0000014	n10												B5C39_RS02300													HZK19_RS00585						DR083_RS03770									EXC50_RS04120		FEF30_RS00910	FEF31_RS00255	
N24.HOG0000115	OG0000014	n30												B5C39_RS01820						MHP168L_RS01070	MHP168_RS01070	MHP_RS00920								MHJ_RS01060		KUD10_RS01080										EXC50_RS03000	B5M19_RS03715	FEF30_RS01400	FEF31_RS00745	
N24.HOG0000116	OG0000014	n57												B5C39_RS02290						MHP168L_RS01055	MHP168_RS01055	MHP_RS01385					HZK19_RS00595			MHJ_RS00590		KUD10_RS00610, KUD10_RS00615	DR083_RS04890									EXC50_RS03480	B5M19_RS03505	FEF30_RS04210	FEF31_RS04375	
N24.HOG0000117	OG0000015	n6																		MHP168L_RS04080	MHP168_RS04045									MHJ_RS03980		KUD10_RS03700														
N24.HOG0000118	OG0000015	n10																				MHP_RS03975					HZK19_RS03870															EXC50_RS04220				
N24.HOG0000119	OG0000015	n11												B5C39_RS03085						MHP168L_RS03530	MHP168_RS03520	MHP_RS02750																				EXC50_RS03670, EXC50_RS03860, EXC50_RS04160	B5M19_RS02855			
N24.HOG0000120	OG0000015	n22																														KUD10_RS01635												FEF30_RS01950	FEF31_RS01295	
N24.HOG0000121	OG0000015	n24	MFC_RS03450				DR095_RS01695			MYF_RS03470										MHP168L_RS01270	MHP168_RS01265																						B5M19_RS02335	FEF30_RS02045	FEF31_RS01395	
N24.HOG0000122	OG0000015	n36																		MHP168L_RS01665	MHP168_RS03815						HZK19_RS01540, HZK19_RS03105																B5M19_RS03260			
N24.HOG0000123	OG0000016	n1	MFC_RS01050	DR093_RS00770	DR082_RS00770	DR094_RS00380	DR095_RS00250	DR084_RS00585	DR085_RS00605	MYF_RS00730				B5C39_RS00060						MHP168L_RS02870	MHP168_RS02850	MHP_RS02785					HZK19_RS02805			MHJ_RS02810		KUD10_RS02915	DR083_RS00630									EXC50_RS01680	B5M19_RS01425	FEF30_RS03220	FEF31_RS02580	
N24.HOG0000124	OG0000016	n36												B5C39_RS00985						MHP168L_RS00150	MHP168_RS00145	MHP_RS00180					HZK19_RS00155			MHJ_RS00145		KUD10_RS00170	DR083_RS00040									EXC50_RS00170	B5M19_RS00080, B5M19_RS04015	FEF30_RS00485	FEF31_RS03440	
N24.HOG0000125	OG0000016	n66	MFC_RS02390		DR082_RS00190	DR094_RS00960	DR095_RS00985	DR084_RS00005, DR084_RS03605	DR085_RS00005, DR085_RS03785	MYF_RS00130																																				
N24.HOG0000126	OG0000017	n1	MFC_RS03155	DR093_RS00175	DR082_RS00175	DR094_RS00975	DR095_RS01000	DR084_RS02415	DR085_RS02380	MYF_RS03155				B5C39_RS00970						MHP168L_RS00135	MHP168_RS00130	MHP_RS00165					HZK19_RS00140			MHJ_RS00130		KUD10_RS00155	DR083_RS00025									EXC50_RS00155	B5M19_RS00065	FEF30_RS00470	FEF31_RS03425	
N24.HOG0000127	OG0000017	n16	MFC_RS01040	DR093_RS00760	DR082_RS00760	DR094_RS00390	DR095_RS00240	DR084_RS00575	DR085_RS00595	MYF_RS00720				B5C39_RS00070						MHP168L_RS02880	MHP168_RS02860	MHP_RS02795					HZK19_RS02815			MHJ_RS02820		KUD10_RS02925	DR083_RS00640									EXC50_RS01690	B5M19_RS01415	FEF30_RS03230	FEF31_RS02590	
N24.HOG0000128	OG0000018	n10												B5C39_RS01575								MHP_RS00680																				EXC50_RS02765				
N24.HOG0000129	OG0000018	n14																															DR083_RS05070													
N24.HOG0000130	OG0000018	n16																														KUD10_RS01395												FEF30_RS04255	FEF31_RS04420	
N24.HOG0000131	OG0000018	n18																									HZK19_RS01290																			
N24.HOG0000132	OG0000018	n26					DR095_RS03850													MHP168L_RS01250	MHP168_RS01245																						B5M19_RS02315	FEF30_RS02065, FEF30_RS02070	FEF31_RS01415, FEF31_RS01420	
N24.HOG0000133	OG0000018	n37												B5C39_RS03785, B5C39_RS03790						MHP168L_RS04065	MHP168_RS04035	MHP_RS03940										KUD10_RS01195										EXC50_RS00485, EXC50_RS03750, EXC50_RS04080, EXC50_RS04085, EXC50_RS04145, EXC50_RS04150	B5M19_RS04450			
N24.HOG0000134	OG0000018	n54																		MHP168L_RS04060	MHP168_RS04030	MHP_RS03945					HZK19_RS03075						DR083_RS04835										B5M19_RS04445			
N24.HOG0000135	OG0000018	n64	MFC_RS00540	DR093_RS03935	DR082_RS03790	DR094_RS03735	DR095_RS03835	DR084_RS03555	DR085_RS03745	MYF_RS01675																																				
N24.HOG0000136	OG0000018	n68																		MHP168L_RS01415	MHP168_RS01410																						B5M19_RS04150			
N24.HOG0000137	OG0000019	n4																			MHP168_RS03020	MHP_RS02970																								
N24.HOG0000138	OG0000019	n11	MFC_RS03000	DR093_RS03125	DR082_RS03120	DR094_RS03350				MYF_RS03445												MHP_RS02965																				EXC50_RS04065		FEF30_RS03670	FEF31_RS04805	
N24.HOG0000139	OG0000019	n26							DR085_RS03320	MYF_RS03450				B5C39_RS03765						MHP168L_RS04055		MHP_RS02955								MHJ_RS03950												EXC50_RS04060				
N24.HOG0000140	OG0000019	n47																														KUD10_RS03100														
N24.HOG0000141	OG0000019	n48																									HZK19_RS03845					KUD10_RS03080														
N24.HOG0000142	OG0000019	n64	MFC_RS03330	DR093_RS03265						MYF_RS03440																																				
N24.HOG0000143	OG0000019	n68																														KUD10_RS03110	DR083_RS04180													
N24.HOG0000144	OG0000019	n72																									HZK19_RS03850					KUD10_RS03090														
N24.HOG0000145	OG0000019	n75					DR095_RS03740																																							
N24.HOG0000146	OG0000019	n82																			MHP168_RS03015																									
N24.HOG0000147	OG0000020	n1	MFC_RS00305	DR093_RS03835	DR082_RS03840	DR094_RS03600	DR095_RS03810		DR085_RS03795	MYF_RS03080				B5C39_RS00735						MHP168L_RS03590	MHP168_RS03580	MHP_RS03465					HZK19_RS03860, HZK19_RS03865			MHJ_RS03515		KUD10_RS03620	DR083_RS04635									EXC50_RS02390	B5M19_RS04305	FEF30_RS00265	FEF31_RS03220	
N24.HOG0000148	OG0000020	n38	MFC_RS00300	DR093_RS03830	DR082_RS03845	DR094_RS03595	DR095_RS03805	DR084_RS02530	DR085_RS03790	MYF_RS03085																																				
N24.HOG0000149	OG0000020	n55																															DR083_RS04640													
N24.HOG0000150	OG0000020	n58												B5C39_RS00740								MHP_RS03470																				EXC50_RS02395				
