HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N4.HOG0000010	OG0000000	n94							DR085_RS02920						ABKJ22_RS02260, ABKJ22_RS02265	NB627_RS02285	NB626_RS02275						ABLE99_RS02215					E5E95_RS02240				KUD10_RS02195												FEF30_RS02505	FEF31_RS01875	
N4.HOG0000011	OG0000000	n110		DR093_RS03030, DR093_RS03040		DR094_RS02820				MYF_RS03215					ABKJ22_RS02255	NB627_RS02265	NB626_RS02255															KUD10_RS02170	DR083_RS00790, DR083_RS03535, DR083_RS03820, DR083_RS04550											FEF30_RS02500	FEF31_RS01865	
N4.HOG0000012	OG0000000	n125		DR093_RS03700	DR082_RS03005		DR095_RS03160																				HZK19_RS03685	E5E95_RS04040				KUD10_RS02175, KUD10_RS02190, KUD10_RS02200														
N4.HOG0000013	OG0000000	n139				DR094_RS03835			DR085_RS03105				ABJ972_RS02090										ABLE99_RS02220					E5E95_RS03920																		
N4.HOG0000014	OG0000000	n147		DR093_RS03705			DR095_RS03065, DR095_RS04035		DR085_RS03010, DR085_RS03020							NB627_RS02275	NB626_RS02265											E5E95_RS02245																		
N4.HOG0000015	OG0000000	n154	MFC_RS00010	DR093_RS03035	DR082_RS03150	DR094_RS02970, DR094_RS03035	DR095_RS03115, DR095_RS03130, DR095_RS03185		DR085_RS03040	MYF_RS01460			ABJ972_RS02095										ABLE99_RS02225																							
N4.HOG0000016	OG0000000	n177								MYF_RS01520, MYF_RS01870, MYF_RS03370, MYF_RS03435						NB627_RS02350	NB626_RS02345											E5E95_RS04075				KUD10_RS02255												FEF30_RS04350	FEF31_RS04515	
N4.HOG0000017	OG0000000	n199														NB627_RS01855	NB626_RS01845																													
N4.HOG0000018	OG0000000	n203											ABJ972_RS02080			NB627_RS02260	NB626_RS02250			MHP168L_RS03890						GOM18_RS04045	HZK19_RS03675	E5E95_RS02230		MHJ_RS02065, MHJ_RS03895	CIB43_RS03010	KUD10_RS02165												FEF30_RS02495	FEF31_RS01860	
N4.HOG0000019	OG0000000	n214												B5C39_RS03935								MHP_RS04000																								
N4.HOG0000020	OG0000000	n217											ABJ972_RS02265	B5C39_RS02595		NB627_RS02480	NB626_RS02475			MHP168L_RS02335	MHP168_RS02315	MHP_RS02190					HZK19_RS02290	E5E95_RS02430		MHJ_RS02265		KUD10_RS02380	DR083_RS04515									EXC50_RS01165	B5M19_RS03770	FEF30_RS02690	FEF31_RS02055	
N4.HOG0000021	OG0000000	n239											ABJ972_RS02270	B5C39_RS03835		NB627_RS02485	NB626_RS02480			MHP168L_RS02340		MHP_RS03915					HZK19_RS03795	E5E95_RS04240				KUD10_RS02385	DR083_RS04520									EXC50_RS01170		FEF30_RS02695		
N4.HOG0000022	OG0000000	n254													ABKJ22_RS02275																							DR099_RS04670								
N4.HOG0000023	OG0000000	n262													ABKJ22_RS02095																							DR099_RS03530								
N4.HOG0000024	OG0000000	n274																				MHP_RS03825																DR099_RS04035								
N4.HOG0000025	OG0000000	n279																												MHJ_RS01665													B5M19_RS02095			
N4.HOG0000026	OG0000000	n283		DR093_RS03435										B5C39_RS03750			NB626_RS01835			MHP168L_RS03865							HZK19_RS01690				CIB43_RS02595											EXC50_RS03990			FEF31_RS01380	
N4.HOG0000027	OG0000000	n294	MFC_RS00365	DR093_RS03440	DR082_RS03455	DR094_RS01215	DR095_RS01240	DR084_RS02480	DR085_RS02470	MYF_RS03295						NB627_RS01850	NB626_RS01840														CIB43_RS02600	KUD10_RS01780, KUD10_RS01785	DR083_RS04210, DR083_RS04215											FEF30_RS02035	FEF31_RS01385	
N4.HOG0000028	OG0000000	n316																																				DR099_RS04030								
N4.HOG0000029	OG0000000	n317												B5C39_RS03235		NB627_RS01860	NB626_RS01850			MHP168L_RS01715	MHP168_RS01690	MHP_RS01715				GOM18_RS00685	HZK19_RS01695	E5E95_RS01835, E5E95_RS04235		MHJ_RS01670								DR099_RS04600				EXC50_RS00675	B5M19_RS02100			
N4.HOG0000030	OG0000001	n1	MFC_RS03350	DR093_RS00825, DR093_RS00830	DR082_RS00820, DR082_RS00825	DR094_RS00325, DR094_RS00330	DR095_RS00300, DR095_RS00305	DR084_RS03095	DR085_RS03235	MYF_RS03415																																				
N4.HOG0000031	OG0000001	n11											ABJ972_RS01270	B5C39_RS01615, B5C39_RS01620		NB627_RS01400, NB627_RS01405	NB626_RS01395, NB626_RS01400			MHP168L_RS01370	MHP168_RS01365	MHP_RS00720, MHP_RS00725	ABLE99_RS01250			GOM18_RS03240	HZK19_RS03720	E5E95_RS01300		MHJ_RS01255		KUD10_RS01355	DR083_RS04075					DR099_RS00885, DR099_RS00890				EXC50_RS02805, EXC50_RS02810	B5M19_RS02595	FEF30_RS01595	FEF31_RS00940	
N4.HOG0000032	OG0000001	n37											ABJ972_RS01265		ABKJ22_RS01295					MHP168L_RS03950	MHP168_RS03950					GOM18_RS03230		E5E95_RS01295		MHJ_RS01250	CIB43_RS02150	KUD10_RS01350											B5M19_RS04385	FEF30_RS01590	FEF31_RS00935	
N4.HOG0000033	OG0000001	n50											ABJ972_RS02720		ABKJ22_RS01300	NB627_RS02985	NB626_RS02980																													
N4.HOG0000034	OG0000001	n57												B5C39_RS03070						MHP168L_RS02830	MHP168_RS02805	MHP_RS03580	ABLE99_RS02690			GOM18_RS03125	HZK19_RS02765	E5E95_RS03000		MHJ_RS02765	CIB43_RS03715	KUD10_RS02875	DR083_RS00590					DR099_RS01165				EXC50_RS01640	B5M19_RS02555	FEF30_RS03180	FEF31_RS02540	
N4.HOG0000035	OG0000001	n78												B5C39_RS03865	ABKJ22_RS02690							MHP_RS03935								MHJ_RS03940								DR099_RS03675				EXC50_RS04045		FEF30_RS03130	FEF31_RS02495	
N4.HOG0000036	OG0000001	n84														NB627_RS02940	NB626_RS02935																													
N4.HOG0000037	OG0000001	n91																		MHP168L_RS02780	MHP168_RS02755					GOM18_RS04130																	B5M19_RS02505			
N4.HOG0000038	OG0000001	n97												B5C39_RS03020	ABKJ22_RS02685					MHP168L_RS02785	MHP168_RS02760	MHP_RS02610				GOM18_RS04125	HZK19_RS03840	E5E95_RS04150		MHJ_RS02710		KUD10_RS02830	DR083_RS00540					DR099_RS00045				EXC50_RS01590	B5M19_RS02510	FEF30_RS03125	FEF31_RS02490	
N4.HOG0000039	OG0000001	n113																															DR083_RS00545													
N4.HOG0000040	OG0000001	n117														NB627_RS02935	NB626_RS02930																													
N4.HOG0000041	OG0000001	n118																					ABLE99_RS02645																							
N4.HOG0000042	OG0000002	n2	MFC_RS03355	DR093_RS02915	DR082_RS02685	DR094_RS02955	DR095_RS02820	DR084_RS01115	DR085_RS02740	MYF_RS03430																																				
N4.HOG0000043	OG0000002	n9	MFC_RS00395					DR084_RS03505		MYF_RS01530																																				
N4.HOG0000044	OG0000002	n16											ABJ972_RS02150	B5C39_RS03825	ABKJ22_RS02205	NB627_RS02365	NB626_RS02360			MHP168L_RS04010	MHP168_RS03985	MHP_RS03905	ABLE99_RS02040			GOM18_RS02350		E5E95_RS02320		MHJ_RS03585	CIB43_RS03100	KUD10_RS02270						DR099_RS04270				EXC50_RS04010	B5M19_RS04465	FEF30_RS02580	FEF31_RS01945	
N4.HOG0000045	OG0000002	n32																		MHP168L_RS03840			ABLE99_RS02035				HZK19_RS02175				CIB43_RS04020							DR099_RS03485				EXC50_RS03900				
N4.HOG0000046	OG0000002	n38			DR082_RS03795	DR094_RS02550								B5C39_RS03650		NB627_RS02360	NB626_RS02355				MHP168_RS03895	MHP_RS03800				GOM18_RS02345		E5E95_RS02315		MHJ_RS03670		KUD10_RS02265	DR083_RS02760										B5M19_RS04625	FEF30_RS02575	FEF31_RS01940	
N4.HOG0000047	OG0000002	n56		DR093_RS03015	DR082_RS03780	DR094_RS02030, DR094_RS02975	DR095_RS03445	DR084_RS01770, DR084_RS02910	DR085_RS01945																																					
N4.HOG0000048	OG0000002	n64	MFC_RS02940	DR093_RS04025	DR082_RS02920	DR094_RS03815	DR095_RS04030		DR085_RS03895	MYF_RS01475			ABJ972_RS02105		ABKJ22_RS02250	NB627_RS02290	NB626_RS02280						ABLE99_RS02210				HZK19_RS02110	E5E95_RS02250		MHJ_RS02080		KUD10_RS02210	DR083_RS04915											FEF30_RS04340	FEF31_RS04505	
N4.HOG0000049	OG0000002	n95	MFC_RS00370	DR093_RS03845	DR082_RS03830	DR094_RS03610	DR095_RS03820	DR084_RS03620	DR085_RS03805	MYF_RS03010			ABJ972_RS01715	B5C39_RS03240	ABKJ22_RS01720	NB627_RS01865	NB626_RS01855			MHP168L_RS01710	MHP168_RS01665, MHP168_RS01685	MHP_RS01720	ABLE99_RS01675			GOM18_RS04550	HZK19_RS01705	E5E95_RS01840		MHJ_RS01675	CIB43_RS02610	KUD10_RS01790	DR083_RS04760					DR099_RS04605				EXC50_RS00680	B5M19_RS02105	FEF30_RS04295	FEF31_RS04455	
N4.HOG0000050	OG0000003	n5												B5C39_RS03270		NB627_RS01900	NB626_RS01890					MHP_RS01750																				EXC50_RS00710				
N4.HOG0000051	OG0000003	n10														NB627_RS00610	NB626_RS00600																													
N4.HOG0000052	OG0000003	n12											ABJ972_RS01765	B5C39_RS02395								MHP_RS01485	ABLE99_RS00505			GOM18_RS01615																EXC50_RS03580				
N4.HOG0000053	OG0000003	n20											ABJ972_RS00485															E5E95_RS00505																		
N4.HOG0000054	OG0000003	n25																		MHP168L_RS01860	MHP168_RS01845												DR083_RS04940													
N4.HOG0000055	OG0000003	n30																					ABLE99_RS01690			GOM18_RS03520		E5E95_RS01870		MHJ_RS01710		KUD10_RS01820												FEF30_RS02165	FEF31_RS01515	
N4.HOG0000056	OG0000003	n37													ABKJ22_RS01780					MHP168L_RS00485	MHP168_RS00480					GOM18_RS03425	HZK19_RS01715	E5E95_RS01915		MHJ_RS00485		KUD10_RS00500						DR099_RS04295					B5M19_RS04550	FEF30_RS04200	FEF31_RS04365	
N4.HOG0000057	OG0000003	n65													ABKJ22_RS00770	NB627_RS02330	NB626_RS02325											E5E95_RS00930																		
N4.HOG0000058	OG0000003	n80											ABJ972_RS02140														HZK19_RS03785	E5E95_RS04060		MHJ_RS03880																
N4.HOG0000059	OG0000003	n85	MFC_RS02995	DR093_RS04030	DR082_RS03925	DR094_RS03820	DR095_RS04020		DR085_RS03550	MYF_RS01515					ABKJ22_RS02215								ABLE99_RS02155				HZK19_RS02160	E5E95_RS04070		MHJ_RS03890		KUD10_RS02250	DR083_RS04460											FEF30_RS04345	FEF31_RS04510	
N4.HOG0000060	OG0000003	n110							DR085_RS03885																			E5E95_RS04065		MHJ_RS03885			DR083_RS04905													
N4.HOG0000061	OG0000003	n115											ABJ972_RS01815																		CIB43_RS02725	KUD10_RS01900														
N4.HOG0000062	OG0000003	n118												B5C39_RS03345		NB627_RS01980	NB626_RS01965, NB626_RS01970			MHP168L_RS03875	MHP168_RS03875	MHP_RS01825				GOM18_RS03375	HZK19_RS01800			MHJ_RS01795			DR083_RS03840										B5M19_RS03885		FEF31_RS01590	
N4.HOG0000063	OG0000003	n132																								GOM18_RS03370																				
N4.HOG0000064	OG0000003	n133													ABKJ22_RS01825								ABLE99_RS01760					E5E95_RS03910																		
N4.HOG0000065	OG0000004	n5											ABJ972_RS03105	B5C39_RS00380		NB627_RS03390	NB626_RS03385			MHP168L_RS03190	MHP168_RS03180		ABLE99_RS03080			GOM18_RS00895	HZK19_RS03240	E5E95_RS03410		MHJ_RS03175	CIB43_RS00290	KUD10_RS03265										EXC50_RS02030		FEF30_RS03540	FEF31_RS03760	
N4.HOG0000066	OG0000004	n25											ABJ972_RS03100	B5C39_RS00390								MHP_RS03125					HZK19_RS03230	E5E95_RS03400		MHJ_RS03165	CIB43_RS00275											EXC50_RS02040				
N4.HOG0000067	OG0000004	n36											ABJ972_RS03110			NB627_RS03395	NB626_RS03390			MHP168L_RS03195			ABLE99_RS03085			GOM18_RS00890		E5E95_RS03415		MHJ_RS03180			DR083_RS03460													
N4.HOG0000068	OG0000004	n51											ABJ972_RS03120	B5C39_RS00400		NB627_RS03405	NB626_RS03400			MHP168L_RS03205	MHP168_RS03190	MHP_RS03135	ABLE99_RS03095			GOM18_RS00880	HZK19_RS03255	E5E95_RS03425		MHJ_RS03190		KUD10_RS03275	DR083_RS03440					DR099_RS02875				EXC50_RS02050	B5M19_RS04240	FEF30_RS03550	FEF31_RS03775	
N4.HOG0000069	OG0000004	n76								MYF_RS02520						NB627_RS03205	NB626_RS03200						ABLE99_RS02895				HZK19_RS02970	E5E95_RS03215				KUD10_RS03075	DR083_RS01645													
N4.HOG0000070	OG0000004	n94		DR093_RS01845	DR082_RS01625			DR084_RS02890																																						
N4.HOG0000071	OG0000004	n97												B5C39_RS03760						MHP168L_RS03030		MHP_RS02945								MHJ_RS02980												EXC50_RS01845				
N4.HOG0000072	OG0000004	n102																				MHP_RS02960								MHJ_RS02995												EXC50_RS01865				
N4.HOG0000073	OG0000004	n106											ABJ972_RS02945			NB627_RS03225	NB626_RS03220						ABLE99_RS02925									KUD10_RS03105														
N4.HOG0000074	OG0000004	n116																													CIB43_RS00110	KUD10_RS03095														
N4.HOG0000075	OG0000004	n118																									HZK19_RS02980					KUD10_RS03085														
N4.HOG0000076	OG0000004	n120	MFC_RS00155			DR094_RS01820				MYF_RS02535, MYF_RS02545																		E5E95_RS03235										DR099_RS03340, DR099_RS03350								
N4.HOG0000077	OG0000004	n127											ABJ972_RS02940										ABLE99_RS02905																							
N4.HOG0000078	OG0000004	n134														NB627_RS03215	NB626_RS03210																													
N4.HOG0000079	OG0000005	n1											ABJ972_RS00100	B5C39_RS00915	ABKJ22_RS00095	NB627_RS00100	NB626_RS00100			MHP168L_RS00090	MHP168_RS00085	MHP_RS00100	ABLE99_RS00100			GOM18_RS03145	HZK19_RS00085	E5E95_RS00090		MHJ_RS00090	CIB43_RS00810	KUD10_RS00100	DR083_RS03065					DR099_RS03165				EXC50_RS00100	B5M19_RS00020	FEF30_RS00415	FEF31_RS03370	
N4.HOG0000080	OG0000005	n32												B5C39_RS00935	ABKJ22_RS00115	NB627_RS00120	NB626_RS00120					MHP_RS00120	ABLE99_RS00120				HZK19_RS00105	E5E95_RS00110			CIB43_RS00830	KUD10_RS00120										EXC50_RS00120		FEF30_RS00435	FEF31_RS04665	
N4.HOG0000081	OG0000005	n52											ABJ972_RS00105	B5C39_RS00920	ABKJ22_RS00100	NB627_RS00110	NB626_RS00110			MHP168L_RS00100	MHP168_RS00095	MHP_RS00105	ABLE99_RS00105			GOM18_RS03600	HZK19_RS00090	E5E95_RS00095		MHJ_RS00095		KUD10_RS00105	DR083_RS03050					DR099_RS04570				EXC50_RS00105	B5M19_RS00030	FEF30_RS04180	FEF31_RS04660	
N4.HOG0000082	OG0000005	n83																		MHP168L_RS00105	MHP168_RS00100, MHP168_RS03905					GOM18_RS04540							DR083_RS04870										B5M19_RS04005, B5M19_RS04010			
N4.HOG0000083	OG0000005	n92												B5C39_RS00925	ABKJ22_RS00105							MHP_RS00110	ABLE99_RS00110				HZK19_RS00095	E5E95_RS00100		MHJ_RS00100		KUD10_RS00110						DR099_RS03150				EXC50_RS00110		FEF30_RS00425	FEF31_RS03380	
N4.HOG0000084	OG0000005	n113												B5C39_RS00940	ABKJ22_RS00120	NB627_RS00125	NB626_RS00125					MHP_RS00125	ABLE99_RS00125				HZK19_RS00110	E5E95_RS00115				KUD10_RS00125										EXC50_RS00125		FEF30_RS04185	FEF31_RS04670	
N4.HOG0000085	OG0000006	n3																				MHP_RS02365																								
N4.HOG0000086	OG0000006	n9																									HZK19_RS02470					KUD10_RS02585														
N4.HOG0000087	OG0000006	n11												B5C39_RS03845						MHP168L_RS02535	MHP168_RS02510									MHJ_RS03920			DR083_RS04420					DR099_RS02595				EXC50_RS04025	B5M19_RS03635	FEF30_RS02880	FEF31_RS02230	
N4.HOG0000088	OG0000006	n20											ABJ972_RS02440										ABLE99_RS02400																							
N4.HOG0000089	OG0000006	n22													ABKJ22_RS02450																															
N4.HOG0000090	OG0000006	n25														NB627_RS02685, NB627_RS02690	NB626_RS02680, NB626_RS02685			MHP168L_RS02530	MHP168_RS02505									MHJ_RS03915								DR099_RS02600					B5M19_RS03630			
N4.HOG0000091	OG0000006	n34																								GOM18_RS01950		E5E95_RS02705																		
N4.HOG0000092	OG0000006	n36												B5C39_RS03840																												EXC50_RS04020				
N4.HOG0000093	OG0000006	n45														NB627_RS02680	NB626_RS02675																													
N4.HOG0000094	OG0000006	n48													ABKJ22_RS02445																															
N4.HOG0000095	OG0000006	n53														NB627_RS02490	NB626_RS02485																													
N4.HOG0000096	OG0000006	n58												B5C39_RS02605						MHP168L_RS02345	MHP168_RS02320	MHP_RS03575					HZK19_RS03800	E5E95_RS02445				KUD10_RS02390	DR083_RS03605									EXC50_RS01175	B5M19_RS03605			
N4.HOG0000097	OG0000006	n70											ABJ972_RS02305		ABKJ22_RS02310								ABLE99_RS02260			GOM18_RS02495												DR099_RS03650								
N4.HOG0000098	OG0000006	n81														NB627_RS02525	NB626_RS02520																													
N4.HOG0000099	OG0000006	n87												B5C39_RS02640		NB627_RS02520	NB626_RS02515			MHP168L_RS02380	MHP168_RS02355	MHP_RS02230					HZK19_RS03805	E5E95_RS04115, E5E95_RS04120		MHJ_RS02300		KUD10_RS02420	DR083_RS03320					DR099_RS04105				EXC50_RS01210	B5M19_RS02695	FEF30_RS02730	FEF31_RS02090	
N4.HOG0000100	OG0000006	n104											ABJ972_RS02275		ABKJ22_RS02280								ABLE99_RS02230							MHJ_RS02270														FEF30_RS02700	FEF31_RS02060	
N4.HOG0000101	OG0000006	n110																		MHP168L_RS02525	MHP168_RS02500						HZK19_RS02465			MHJ_RS03910																
N4.HOG0000102	OG0000007	n2													ABKJ22_RS00765	NB627_RS02335	NB626_RS02330											E5E95_RS00935																		
N4.HOG0000103	OG0000007	n13	MFC_RS02975	DR093_RS02845	DR082_RS02890	DR094_RS02850	DR095_RS03020		DR085_RS02890	MYF_RS01510			ABJ972_RS02135		ABKJ22_RS02220	NB627_RS02345	NB626_RS02340						ABLE99_RS02160				HZK19_RS02155	E5E95_RS02300		MHJ_RS02140	CIB43_RS03095		DR083_RS03475											FEF30_RS02555	FEF31_RS01925	
N4.HOG0000104	OG0000007	n28																										E5E95_RS00950																		
N4.HOG0000105	OG0000007	n32	MFC_RS02970	DR093_RS02840	DR082_RS02895	DR094_RS02845	DR095_RS03025		DR085_RS02895	MYF_RS01505			ABJ972_RS02130		ABKJ22_RS02225	NB627_RS02325	NB626_RS02320						ABLE99_RS02165				HZK19_RS02150	E5E95_RS02295		MHJ_RS02135	CIB43_RS03080		DR083_RS03470											FEF30_RS02545	FEF31_RS01915	
N4.HOG0000106	OG0000007	n45	MFC_RS02965	DR093_RS02835	DR082_RS03930	DR094_RS02840	DR095_RS03035		DR085_RS03890	MYF_RS01500			ABJ972_RS02125		ABKJ22_RS02230								ABLE99_RS02170				HZK19_RS02145	E5E95_RS02290		MHJ_RS02130	CIB43_RS03075	KUD10_RS02245	DR083_RS03465											FEF30_RS02540	FEF31_RS01910	
N4.HOG0000107	OG0000008	n2											ABJ972_RS02260	B5C39_RS03740, B5C39_RS03830	ABKJ22_RS02100	NB627_RS02475	NB626_RS02470			MHP168L_RS02330	MHP168_RS02310	MHP_RS03725, MHP_RS03910	ABLE99_RS02145			GOM18_RS02455	HZK19_RS03790	E5E95_RS03925, E5E95_RS04080		MHJ_RS03790	CIB43_RS03225	KUD10_RS02375	DR083_RS04510									EXC50_RS01160, EXC50_RS04015	B5M19_RS03790	FEF30_RS02685	FEF31_RS02050	
N4.HOG0000108	OG0000008	n34															NB626_RS01745																													
N4.HOG0000109	OG0000008	n35	MFC_RS03380	DR093_RS03250			DR095_RS03220		DR085_RS03145	MYF_RS01875			ABJ972_RS01615		ABKJ22_RS01635	NB627_RS01765	NB626_RS01750			MHP168L_RS01795	MHP168_RS01780	MHP_RS01640	ABLE99_RS01590				HZK19_RS03745	E5E95_RS03905		MHJ_RS03850		KUD10_RS01700						DR099_RS04050				EXC50_RS00595	B5M19_RS03340	FEF30_RS01955	FEF31_RS01300	
N4.HOG0000110	OG0000008	n68																																										FEF30_RS02885	FEF31_RS02250	
N4.HOG0000111	OG0000008	n71											ABJ972_RS02445																	MHJ_RS03925																
N4.HOG0000112	OG0000008	n73														NB627_RS02695	NB626_RS02690						ABLE99_RS02405			GOM18_RS03975																				
N4.HOG0000113	OG0000008	n84												B5C39_RS03850								MHP_RS03920																				EXC50_RS04030				
N4.HOG0000114	OG0000008	n87																										E5E95_RS03930																		
N4.HOG0000115	OG0000008	n89													ABKJ22_RS02455					MHP168L_RS04025	MHP168_RS04005						HZK19_RS03825	E5E95_RS04135					DR083_RS04540					DR099_RS04100					B5M19_RS04540			
N4.HOG0000116	OG0000009	n2											ABJ972_RS01005		ABKJ22_RS01035	NB627_RS00775	NB626_RS00765			MHP168L_RS00990	MHP168_RS00985	MHP_RS01325				GOM18_RS00095		E5E95_RS00665		MHJ_RS00650			DR083_RS01225									EXC50_RS03420	B5M19_RS04475	FEF30_RS00980	FEF31_RS00325	
N4.HOG0000117	OG0000009	n16											ABJ972_RS00085	B5C39_RS00900	ABKJ22_RS00085	NB627_RS00085	NB626_RS00085					MHP_RS00085	ABLE99_RS00085			GOM18_RS00665					CIB43_RS00790	KUD10_RS00085	DR083_RS05040					DR099_RS03180				EXC50_RS00085				
N4.HOG0000118	OG0000009	n25											ABJ972_RS01180	B5C39_RS03820	ABKJ22_RS01210							MHP_RS03870						E5E95_RS01210		MHJ_RS03830		KUD10_RS01265	DR083_RS01930									EXC50_RS04115		FEF30_RS01500	FEF31_RS00845	
N4.HOG0000119	OG0000009	n35											ABJ972_RS00990, ABJ972_RS00995	B5C39_RS02225	ABKJ22_RS01020	NB627_RS00790	NB626_RS00780			MHP168L_RS03915, MHP168L_RS03920	MHP168_RS00975	MHP_RS01315	ABLE99_RS00995			GOM18_RS00110	HZK19_RS00655	E5E95_RS00680		MHJ_RS00660	CIB43_RS01550	KUD10_RS00675	DR083_RS01240					DR099_RS01670				EXC50_RS03405	B5M19_RS04265	FEF30_RS00990	FEF31_RS00335	
N4.HOG0000120	OG0000010	n3											ABJ972_RS01825	B5C39_RS03350	ABKJ22_RS01835	NB627_RS01985	NB626_RS01975			MHP168L_RS01950	MHP168_RS01930	MHP_RS01830	ABLE99_RS01770			GOM18_RS03360	HZK19_RS01810	E5E95_RS01970		MHJ_RS01805	CIB43_RS02735	KUD10_RS01910	DR083_RS02305					DR099_RS00340				EXC50_RS00795	B5M19_RS00670	FEF30_RS02240	FEF31_RS01600	
N4.HOG0000121	OG0000010	n37												B5C39_RS01340, B5C39_RS03795						MHP168L_RS01650	MHP168_RS01645	MHP_RS00445, MHP_RS03845				GOM18_RS04460	HZK19_RS03735	E5E95_RS01575, E5E95_RS03990		MHJ_RS01530			DR083_RS04470, DR083_RS04910					DR099_RS04395				EXC50_RS02530, EXC50_RS04090	B5M19_RS03275	FEF30_RS01880, FEF30_RS04280	FEF31_RS01225, FEF31_RS04440	
N4.HOG0000122	OG0000010	n58																								GOM18_RS04060	HZK19_RS03740											DR099_RS03895								
N4.HOG0000123	OG0000010	n68																																				DR099_RS04565								
N4.HOG0000124	OG0000010	n72											ABJ972_RS00095	B5C39_RS00910						MHP168L_RS00085	MHP168_RS00080	MHP_RS00095				GOM18_RS03805				MHJ_RS00085	CIB43_RS00795	KUD10_RS00095						DR099_RS04175				EXC50_RS00095	B5M19_RS00015			
N4.HOG0000125	OG0000011	n6																										E5E95_RS02065			CIB43_RS02845															
N4.HOG0000126	OG0000011	n8																									HZK19_RS01910											DR099_RS00445								
N4.HOG0000127	OG0000011	n10												B5C39_RS03455	ABKJ22_RS01925		NB626_RS02080			MHP168L_RS03995	MHP168_RS04085	MHP_RS01915	ABLE99_RS01865			GOM18_RS03250	HZK19_RS03920	E5E95_RS02070		MHJ_RS04005	CIB43_RS02850		DR083_RS01555					DR099_RS04305				EXC50_RS00895	B5M19_RS04080	FEF30_RS02330	FEF31_RS01695	
N4.HOG0000128	OG0000011	n37																		MHP168L_RS03990	MHP168_RS02020									MHJ_RS01900													B5M19_RS00770			
