Orthogroup	MHP_MHP709_genes	MHP_LH_genes
OG0000031	DR088_RS03335	KUD10_RS01150, KUD10_RS01665
OG0000032	DR088_RS03370	KUD10_RS01640
OG0000033	DR088_RS02375	KUD10_RS02475, KUD10_RS02495, KUD10_RS02480, KUD10_RS02490
OG0000034	DR088_RS03290	KUD10_RS02225
OG0000034	DR088_RS04225	KUD10_RS02230
OG0000035	DR088_RS03395	KUD10_RS03270
OG0000035	DR088_RS01530	KUD10_RS03250
OG0000036	DR088_RS03305	KUD10_RS00115
OG0000036	DR088_RS04245	KUD10_RS00130
OG0000037	DR088_RS03355	KUD10_RS01645
OG0000038	DR088_RS01015	KUD10_RS01815, KUD10_RS00495
OG0000039	DR088_RS03410	KUD10_RS01675
OG0000040	DR088_RS02000	KUD10_RS03345
OG0000042	DR088_RS03180	KUD10_RS03010
OG0000043	DR088_RS00525	KUD10_RS01965
OG0000044	DR088_RS00390	KUD10_RS01860
OG0000045	DR088_RS03415	KUD10_RS01680
OG0000048	DR088_RS00705	KUD10_RS02150
OG0000049	DR088_RS01390	KUD10_RS03120
OG0000050	DR088_RS02980	KUD10_RS02530
OG0000051	DR088_RS00080	KUD10_RS02740
OG0000052	DR088_RS01925	KUD10_RS00075
OG0000053	DR088_RS04530	KUD10_RS01520
OG0000054	DR088_RS03005	KUD10_RS02555
OG0000055	DR088_RS03550	KUD10_RS00135
OG0000056	DR088_RS02115	KUD10_RS03605, KUD10_RS03600
OG0000057	DR088_RS00335	KUD10_RS02995
OG0000060	DR088_RS03970	KUD10_RS00080
OG0000061	DR088_RS00460	KUD10_RS01920
OG0000062	DR088_RS01815	KUD10_RS03655
OG0000063	DR088_RS01810	KUD10_RS03650
OG0000064	DR088_RS01800	KUD10_RS03640
OG0000065	DR088_RS02890	KUD10_RS02315
OG0000066	DR088_RS02630	KUD10_RS01425
OG0000067	DR088_RS03390	KUD10_RS00530
OG0000068	DR088_RS00735	KUD10_RS00655
OG0000069	DR088_RS00230	KUD10_RS02890
OG0000070	DR088_RS03010	KUD10_RS02560
OG0000071	DR088_RS01990	KUD10_RS03335
OG0000072	DR088_RS04430	KUD10_RS03340
OG0000073	DR088_RS02825	KUD10_RS00700
OG0000074	DR088_RS04395	KUD10_RS00895
OG0000075	DR088_RS01175	KUD10_RS00340
OG0000076	DR088_RS01160	KUD10_RS00355
OG0000077	DR088_RS01070	KUD10_RS00440
OG0000078	DR088_RS02335	KUD10_RS01740
OG0000079	DR088_RS03130	KUD10_RS02640
OG0000080	DR088_RS03700	KUD10_RS02690
OG0000081	DR088_RS01180	KUD10_RS00335
OG0000082	DR088_RS04120	KUD10_RS02460
OG0000083	DR088_RS00630	KUD10_RS02070
OG0000084	DR088_RS00655	KUD10_RS02100
OG0000085	DR088_RS00660	KUD10_RS02105
OG0000086	DR088_RS00670	KUD10_RS02115
OG0000087	DR088_RS00685	KUD10_RS02130
OG0000088	DR088_RS00690	KUD10_RS02135
OG0000089	DR088_RS00700	KUD10_RS02145
OG0000090	DR088_RS01920	KUD10_RS00070
OG0000091	DR088_RS01905	KUD10_RS00055
OG0000092	DR088_RS01890	KUD10_RS00040
OG0000093	DR088_RS01885	KUD10_RS00035
OG0000094	DR088_RS01880	KUD10_RS00030
OG0000095	DR088_RS01855	KUD10_RS00005
OG0000096	DR088_RS01850	KUD10_RS03690
OG0000097	DR088_RS01830	KUD10_RS03670
OG0000098	DR088_RS01820	KUD10_RS03660
OG0000099	DR088_RS04460	KUD10_RS03610
OG0000100	DR088_RS02105	KUD10_RS03590
OG0000101	DR088_RS02100	KUD10_RS03585
OG0000102	DR088_RS02310	KUD10_RS01765
OG0000103	DR088_RS02855	KUD10_RS02280
OG0000104	DR088_RS02860	KUD10_RS02285
OG0000105	DR088_RS02875	KUD10_RS02300
OG0000106	DR088_RS02885	KUD10_RS02310
OG0000107	DR088_RS02895	KUD10_RS02320
OG0000108	DR088_RS02900	KUD10_RS02325
OG0000109	DR088_RS02905	KUD10_RS02330
OG0000110	DR088_RS02395	KUD10_RS02450
OG0000111	DR088_RS02400	KUD10_RS02445
OG0000112	DR088_RS02410	KUD10_RS02435
OG0000113	DR088_RS04525	KUD10_RS02415
OG0000114	DR088_RS02440	KUD10_RS02405
OG0000115	DR088_RS02455	KUD10_RS02395
OG0000116	DR088_RS01000	KUD10_RS01370
OG0000117	DR088_RS01005	KUD10_RS01375
OG0000118	DR088_RS02615	KUD10_RS01410
OG0000119	DR088_RS02620	KUD10_RS01415
OG0000120	DR088_RS02635	KUD10_RS01430
OG0000121	DR088_RS02660	KUD10_RS01455
OG0000122	DR088_RS02665	KUD10_RS01460
OG0000123	DR088_RS02685	KUD10_RS01480
OG0000124	DR088_RS02690	KUD10_RS01485
OG0000125	DR088_RS02695	KUD10_RS01490
OG0000126	DR088_RS02465	KUD10_RS01500
OG0000127	DR088_RS02475	KUD10_RS01510
OG0000128	DR088_RS02490	KUD10_RS01525
OG0000129	DR088_RS02495	KUD10_RS01530
OG0000130	DR088_RS02505	KUD10_RS01540
OG0000131	DR088_RS04535	KUD10_RS01570
OG0000132	DR088_RS04540	KUD10_RS01585
OG0000133	DR088_RS03100	KUD10_RS00535
OG0000134	DR088_RS03095	KUD10_RS00540
OG0000135	DR088_RS03080	KUD10_RS00555
OG0000136	DR088_RS03075	KUD10_RS00560
OG0000137	DR088_RS03045	KUD10_RS00600
OG0000138	DR088_RS00760	KUD10_RS00630
OG0000139	DR088_RS00730	KUD10_RS00660
OG0000140	DR088_RS00725	KUD10_RS00665
OG0000141	DR088_RS00345	KUD10_RS03005
OG0000142	DR088_RS04315	KUD10_RS03000
OG0000143	DR088_RS00320	KUD10_RS02980
OG0000144	DR088_RS00310	KUD10_RS02970
OG0000145	DR088_RS00300	KUD10_RS02960
OG0000146	DR088_RS00290	KUD10_RS02950
OG0000147	DR088_RS00285	KUD10_RS02945
OG0000148	DR088_RS00270	KUD10_RS02930
OG0000149	DR088_RS00260	KUD10_RS02920
OG0000150	DR088_RS00245	KUD10_RS02905
OG0000151	DR088_RS00200	KUD10_RS02860
OG0000152	DR088_RS00195	KUD10_RS02855
OG0000153	DR088_RS00190	KUD10_RS02850
OG0000154	DR088_RS00180	KUD10_RS02840
OG0000155	DR088_RS00140	KUD10_RS02805
OG0000156	DR088_RS00130	KUD10_RS02795
OG0000157	DR088_RS04305	KUD10_RS02790
OG0000158	DR088_RS04300	KUD10_RS03710
OG0000159	DR088_RS02995	KUD10_RS02545
OG0000160	DR088_RS02990	KUD10_RS02540
OG0000161	DR088_RS02985	KUD10_RS02535
OG0000162	DR088_RS02975	KUD10_RS02525
OG0000163	DR088_RS02970	KUD10_RS02520
OG0000164	DR088_RS03330	KUD10_RS01670
OG0000165	DR088_RS00550	KUD10_RS01990
OG0000166	DR088_RS00570	KUD10_RS02010
OG0000167	DR088_RS00585	KUD10_RS02025
OG0000168	DR088_RS00590	KUD10_RS02030
OG0000169	DR088_RS01385	KUD10_RS03115
OG0000170	DR088_RS01400	KUD10_RS03130
OG0000171	DR088_RS01410	KUD10_RS03140
OG0000172	DR088_RS01420	KUD10_RS03145
OG0000173	DR088_RS01425	KUD10_RS03150
OG0000174	DR088_RS01430	KUD10_RS03155
OG0000175	DR088_RS01445	KUD10_RS03170
OG0000176	DR088_RS01495	KUD10_RS03215
OG0000177	DR088_RS01500	KUD10_RS03220
OG0000178	DR088_RS01505	KUD10_RS03225
OG0000179	DR088_RS01515	KUD10_RS03235
OG0000180	DR088_RS01520	KUD10_RS03240
OG0000181	DR088_RS04610	KUD10_RS03285
OG0000182	DR088_RS03500	KUD10_RS03295
OG0000183	DR088_RS01985	KUD10_RS03330
OG0000184	DR088_RS02025	KUD10_RS03375
OG0000185	DR088_RS02010	KUD10_RS03360
OG0000186	DR088_RS04545	KUD10_RS01595
OG0000187	DR088_RS02575	KUD10_RS01610
OG0000188	DR088_RS02585	KUD10_RS01620
OG0000189	DR088_RS04560	KUD10_RS02365
OG0000190	DR088_RS02935	KUD10_RS02360
OG0000191	DR088_RS02915	KUD10_RS02340
OG0000192	DR088_RS00920	KUD10_RS01290
OG0000193	DR088_RS00905	KUD10_RS01275
OG0000194	DR088_RS02840	KUD10_RS00685
OG0000195	DR088_RS02835	KUD10_RS00690
OG0000196	DR088_RS02815	KUD10_RS00710
OG0000197	DR088_RS02810	KUD10_RS00715
OG0000198	DR088_RS02795	KUD10_RS00730
OG0000199	DR088_RS02790	KUD10_RS00735
OG0000200	DR088_RS02775	KUD10_RS00750
OG0000201	DR088_RS02765	KUD10_RS00760
OG0000202	DR088_RS02710	KUD10_RS00815
OG0000203	DR088_RS02705	KUD10_RS00820
OG0000204	DR088_RS04410	KUD10_RS00825
OG0000205	DR088_RS01790	KUD10_RS00830
OG0000206	DR088_RS01770	KUD10_RS00850
OG0000207	DR088_RS01755	KUD10_RS00865
OG0000208	DR088_RS01750	KUD10_RS00870
OG0000209	DR088_RS01745	KUD10_RS00875
OG0000210	DR088_RS01700	KUD10_RS00920
OG0000211	DR088_RS01690	KUD10_RS00930
OG0000212	DR088_RS01680	KUD10_RS00940
OG0000213	DR088_RS01675	KUD10_RS00945
OG0000214	DR088_RS01670	KUD10_RS00950
OG0000215	DR088_RS01665	KUD10_RS00955
OG0000216	DR088_RS01660	KUD10_RS00960
OG0000217	DR088_RS01655	KUD10_RS00965
OG0000218	DR088_RS01645	KUD10_RS00975
OG0000219	DR088_RS01640	KUD10_RS00980
OG0000220	DR088_RS01635	KUD10_RS00985
OG0000221	DR088_RS01630	KUD10_RS00990
OG0000222	DR088_RS01625	KUD10_RS00995
OG0000223	DR088_RS01620	KUD10_RS01000
OG0000224	DR088_RS01610	KUD10_RS01010
OG0000225	DR088_RS01600	KUD10_RS01020
OG0000226	DR088_RS01595	KUD10_RS01025
OG0000227	DR088_RS01590	KUD10_RS01030
OG0000228	DR088_RS04640	KUD10_RS03740
OG0000229	DR088_RS01580	KUD10_RS01040
OG0000230	DR088_RS01575	KUD10_RS01045
OG0000231	DR088_RS01565	KUD10_RS01055
OG0000232	DR088_RS01555	KUD10_RS01065
OG0000233	DR088_RS00790	KUD10_RS01090
OG0000234	DR088_RS00825	KUD10_RS01125
OG0000235	DR088_RS00835	KUD10_RS01135
OG0000236	DR088_RS00840	KUD10_RS01140
OG0000237	DR088_RS00845	KUD10_RS01230
OG0000238	DR088_RS00855	KUD10_RS01235
OG0000239	DR088_RS03185	KUD10_RS03015
OG0000240	DR088_RS03190	KUD10_RS03020
OG0000241	DR088_RS03200	KUD10_RS03030
OG0000242	DR088_RS03205	KUD10_RS03035
OG0000243	DR088_RS03210	KUD10_RS03040
OG0000244	DR088_RS03220	KUD10_RS03050
OG0000245	DR088_RS03230	KUD10_RS03055
OG0000246	DR088_RS03555	KUD10_RS00140
OG0000247	DR088_RS03610	KUD10_RS00150
OG0000248	DR088_RS01365	KUD10_RS00160
OG0000249	DR088_RS01360	KUD10_RS00165
OG0000250	DR088_RS01345	KUD10_RS00180
OG0000251	DR088_RS01310	KUD10_RS00210
OG0000252	DR088_RS01300	KUD10_RS00220
OG0000253	DR088_RS01295	KUD10_RS00225
OG0000254	DR088_RS01285	KUD10_RS00235
OG0000255	DR088_RS01275	KUD10_RS00240
OG0000256	DR088_RS01270	KUD10_RS00245
OG0000257	DR088_RS01245	KUD10_RS00270
OG0000258	DR088_RS01235	KUD10_RS00280
OG0000259	DR088_RS01205	KUD10_RS00310
OG0000260	DR088_RS01195	KUD10_RS00320
OG0000261	DR088_RS04380	KUD10_RS00330
OG0000262	DR088_RS01170	KUD10_RS00345
OG0000263	DR088_RS01155	KUD10_RS00360
OG0000264	DR088_RS01140	KUD10_RS00375
OG0000265	DR088_RS01130	KUD10_RS00385
OG0000266	DR088_RS01115	KUD10_RS00400
OG0000267	DR088_RS01100	KUD10_RS00415
OG0000268	DR088_RS01095	KUD10_RS00420
OG0000269	DR088_RS01080	KUD10_RS00435
OG0000270	DR088_RS04455	KUD10_RS03560
OG0000271	DR088_RS02070	KUD10_RS03555
OG0000272	DR088_RS02065	KUD10_RS03550
OG0000273	DR088_RS02060	KUD10_RS03545
OG0000274	DR088_RS02160	KUD10_RS03525
OG0000275	DR088_RS04480	KUD10_RS03520
OG0000276	DR088_RS02170	KUD10_RS03515
OG0000277	DR088_RS02180	KUD10_RS03505
OG0000278	DR088_RS02185	KUD10_RS03500
OG0000279	DR088_RS02195	KUD10_RS03490
OG0000280	DR088_RS02200	KUD10_RS03485
OG0000281	DR088_RS02205	KUD10_RS03480
OG0000282	DR088_RS04490	KUD10_RS03455
OG0000283	DR088_RS02235	KUD10_RS03450
OG0000284	DR088_RS02240	KUD10_RS03445
OG0000285	DR088_RS04495	KUD10_RS03440
OG0000286	DR088_RS02955	KUD10_RS02505
OG0000287	DR088_RS03170	KUD10_RS02600
OG0000288	DR088_RS03160	KUD10_RS02610
OG0000289	DR088_RS03155	KUD10_RS02615
OG0000290	DR088_RS00070	KUD10_RS02730
OG0000291	DR088_RS00060	KUD10_RS02720
OG0000292	DR088_RS00055	KUD10_RS02715
OG0000293	DR088_RS00050	KUD10_RS02710
OG0000294	DR088_RS00040	KUD10_RS02700
OG0000295	DR088_RS00035	KUD10_RS02695
OG0000296	DR088_RS03120	KUD10_RS02650
OG0000297	DR088_RS03125	KUD10_RS02645
OG0000298	DR088_RS01350	KUD10_RS00175
OG0000299	DR088_RS01325	KUD10_RS00195
OG0000300	DR088_RS01145	KUD10_RS00370
OG0000301	DR088_RS01110	KUD10_RS00405
OG0000302	DR088_RS01105	KUD10_RS00410
OG0000303	DR088_RS03070	KUD10_RS00565
OG0000304	DR088_RS01550	KUD10_RS01070
OG0000305	DR088_RS00295	KUD10_RS02955
OG0000306	DR088_RS00220	KUD10_RS02880
OG0000307	DR088_RS00185	KUD10_RS02845
OG0000308	DR088_RS00090	KUD10_RS02750
OG0000309	DR088_RS00025	KUD10_RS02685
OG0000310	DR088_RS03165	KUD10_RS02605
OG0000311	DR088_RS03015	KUD10_RS02565
OG0000312	DR088_RS03000	KUD10_RS02550
OG0000313	DR088_RS03340	KUD10_RS01660
OG0000314	DR088_RS00565	KUD10_RS02005
OG0000315	DR088_RS00595	KUD10_RS02035
OG0000316	DR088_RS00605	KUD10_RS02045
OG0000317	DR088_RS00695	KUD10_RS02140
OG0000318	DR088_RS04330	KUD10_RS02050
OG0000319	DR088_RS02870	KUD10_RS02295
OG0000320	DR088_RS02420	KUD10_RS02425
OG0000321	DR088_RS02610	KUD10_RS01405
OG0000322	DR088_RS02655	KUD10_RS01450
OG0000323	DR088_RS02545	KUD10_RS01580
OG0000324	DR088_RS02910	KUD10_RS02335
OG0000325	DR088_RS02830	KUD10_RS00695
OG0000326	DR088_RS02735	KUD10_RS00790
OG0000327	DR088_RS02730	KUD10_RS00795
OG0000328	DR088_RS01740	KUD10_RS00880
OG0000329	DR088_RS01720	KUD10_RS00900
OG0000330	DR088_RS00800	KUD10_RS01100
OG0000331	DR088_RS03215	KUD10_RS03045
OG0000332	DR088_RS01455	KUD10_RS03180
OG0000333	DR088_RS01465	KUD10_RS03190
OG0000334	DR088_RS03505	KUD10_RS03290
OG0000335	DR088_RS01955	KUD10_RS03300
OG0000336	DR088_RS04485	KUD10_RS03470
OG0000337	DR088_RS01805	KUD10_RS03645
OG0000338	DR088_RS01845	KUD10_RS03685
OG0000339	DR088_RS02450	KUD10_RS02400
OG0000340	DR088_RS04665	KUD10_RS01385
OG0000341	DR088_RS02930	KUD10_RS02355
OG0000342	DR088_RS02800	KUD10_RS00725
OG0000343	DR088_RS01475	KUD10_RS03200
OG0000344	DR088_RS03055	KUD10_RS00580
OG0000345	DR088_RS01605	KUD10_RS01015
OG0000346	DR088_RS02210	KUD10_RS03475
OG0000347	DR088_RS02680	KUD10_RS01475
OG0000348	DR088_RS02725	KUD10_RS00800
OG0000349	DR088_RS04475	KUD10_RS03535
OG0000350	DR088_RS00175	KUD10_RS02835
OG0000351	DR088_RS01020	KUD10_RS00490
OG0000352	DR088_RS00545	KUD10_RS01985
OG0000353	DR088_RS02650	KUD10_RS01445
OG0000354	DR088_RS00745	KUD10_RS00645
OG0000355	DR088_RS04320	KUD10_RS01960
OG0000356	DR088_RS04325	KUD10_RS02040
OG0000357	DR088_RS04390	KUD10_RS03160
OG0000358	DR088_RS01440	KUD10_RS03165
OG0000359	DR088_RS04555	KUD10_RS00770
OG0000360	DR088_RS01240	KUD10_RS00275
OG0000361	DR088_RS01210	KUD10_RS00305
OG0000362	DR088_RS03145	KUD10_RS02625
OG0000363	DR088_RS02480	KUD10_RS01515
OG0000364	DR088_RS00490	KUD10_RS01940
OG0000365	DR088_RS04350	KUD10_RS02085
OG0000366	DR088_RS00665	KUD10_RS02110
OG0000367	DR088_RS00675	KUD10_RS02120
OG0000368	DR088_RS01910	KUD10_RS00060
OG0000369	DR088_RS04415	KUD10_RS00025
OG0000370	DR088_RS01870	KUD10_RS00020
OG0000371	DR088_RS01865	KUD10_RS00015
OG0000372	DR088_RS01860	KUD10_RS00010
OG0000373	DR088_RS01835	KUD10_RS03675
OG0000374	DR088_RS01825	KUD10_RS03665
OG0000375	DR088_RS02865	KUD10_RS02290
OG0000376	DR088_RS02405	KUD10_RS02440
OG0000377	DR088_RS02415	KUD10_RS02430
OG0000378	DR088_RS00995	KUD10_RS01365
OG0000379	DR088_RS02645	KUD10_RS01440
OG0000380	DR088_RS02670	KUD10_RS01465
OG0000381	DR088_RS02470	KUD10_RS01505
OG0000382	DR088_RS02500	KUD10_RS01535
OG0000383	DR088_RS02540	KUD10_RS01575
OG0000384	DR088_RS03375	KUD10_RS00520
OG0000385	DR088_RS03380	KUD10_RS00525
OG0000386	DR088_RS03090	KUD10_RS00545
OG0000387	DR088_RS03065	KUD10_RS00570
OG0000388	DR088_RS04570	KUD10_RS00575
OG0000389	DR088_RS00765	KUD10_RS00625
OG0000390	DR088_RS00315	KUD10_RS02975
OG0000391	DR088_RS00305	KUD10_RS02965
OG0000392	DR088_RS00280	KUD10_RS02940
OG0000393	DR088_RS04310	KUD10_RS02885
OG0000394	DR088_RS00150	KUD10_RS02815
OG0000395	DR088_RS00145	KUD10_RS02810
OG0000396	DR088_RS02960	KUD10_RS02510
OG0000397	DR088_RS00530	KUD10_RS01970
OG0000398	DR088_RS00535	KUD10_RS01975
OG0000399	DR088_RS00580	KUD10_RS02020
OG0000400	DR088_RS01395	KUD10_RS03125
OG0000401	DR088_RS01460	KUD10_RS03185
OG0000402	DR088_RS01470	KUD10_RS03195
OG0000403	DR088_RS01480	KUD10_RS03205
OG0000404	DR088_RS01510	KUD10_RS03230
OG0000405	DR088_RS01525	KUD10_RS03245
OG0000406	DR088_RS01960	KUD10_RS03305
OG0000407	DR088_RS04425	KUD10_RS03310
OG0000408	DR088_RS01970	KUD10_RS03315
OG0000409	DR088_RS01975	KUD10_RS03320
OG0000410	DR088_RS02030	KUD10_RS03380
OG0000411	DR088_RS02020	KUD10_RS03370
OG0000412	DR088_RS02015	KUD10_RS03365
OG0000413	DR088_RS02555	KUD10_RS01590
OG0000414	DR088_RS02565	KUD10_RS01600
OG0000415	DR088_RS02570	KUD10_RS01605
OG0000416	DR088_RS02580	KUD10_RS01615
OG0000417	DR088_RS02925	KUD10_RS02350
OG0000418	DR088_RS02920	KUD10_RS02345
OG0000419	DR088_RS02820	KUD10_RS00705
OG0000420	DR088_RS02785	KUD10_RS00740
OG0000421	DR088_RS02750	KUD10_RS00775
OG0000422	DR088_RS02740	KUD10_RS00785
OG0000423	DR088_RS01780	KUD10_RS00840
OG0000424	DR088_RS01775	KUD10_RS00845
OG0000425	DR088_RS01765	KUD10_RS00855
OG0000426	DR088_RS04405	KUD10_RS00860
OG0000427	DR088_RS04400	KUD10_RS00885
OG0000428	DR088_RS01710	KUD10_RS00910
OG0000429	DR088_RS01615	KUD10_RS01005
OG0000430	DR088_RS01570	KUD10_RS01050
OG0000431	DR088_RS01560	KUD10_RS01060
OG0000432	DR088_RS00795	KUD10_RS01095
OG0000433	DR088_RS00810	KUD10_RS01110
OG0000434	DR088_RS00815	KUD10_RS01115
OG0000435	DR088_RS00830	KUD10_RS01130
OG0000436	DR088_RS00860	KUD10_RS01240
OG0000437	DR088_RS00870	KUD10_RS01250
OG0000438	DR088_RS00875	KUD10_RS01255
OG0000439	DR088_RS04360	KUD10_RS01260
OG0000440	DR088_RS04575	KUD10_RS03025
OG0000441	DR088_RS03240	KUD10_RS03060
OG0000442	DR088_RS03560	KUD10_RS00145
OG0000443	DR088_RS01330	KUD10_RS00190
OG0000444	DR088_RS01315	KUD10_RS00205
OG0000445	DR088_RS01290	KUD10_RS00230
OG0000446	DR088_RS01260	KUD10_RS00255
OG0000447	DR088_RS01255	KUD10_RS00260
OG0000448	DR088_RS01225	KUD10_RS00290
OG0000449	DR088_RS01200	KUD10_RS00315
OG0000450	DR088_RS01190	KUD10_RS00325
OG0000451	DR088_RS01150	KUD10_RS00365
OG0000452	DR088_RS01125	KUD10_RS00390
OG0000453	DR088_RS01090	KUD10_RS00425
OG0000455	DR088_RS02095	KUD10_RS03580
OG0000456	DR088_RS02225	KUD10_RS03460
OG0000457	DR088_RS02250	KUD10_RS03435
OG0000458	DR088_RS03175	KUD10_RS02595
OG0000459	DR088_RS03150	KUD10_RS02620
OG0000460	DR088_RS03140	KUD10_RS02630
OG0000461	DR088_RS00020	KUD10_RS02680
OG0000462	DR088_RS00015	KUD10_RS02670
OG0000463	DR088_RS00010	KUD10_RS02665
OG0000464	DR088_RS03110	KUD10_RS02660
OG0000465	DR088_RS03115	KUD10_RS02655
OG0000466	DR088_RS01120	KUD10_RS00395
OG0000467	DR088_RS04290	KUD10_RS02760
OG0000468	DR088_RS00575	KUD10_RS02015
OG0000469	DR088_RS00635	KUD10_RS02075
OG0000470	DR088_RS03670	KUD10_RS00835
OG0000471	DR088_RS01705	KUD10_RS00915
OG0000472	DR088_RS02040	KUD10_RS03390
OG0000473	DR088_RS02080	KUD10_RS03565
OG0000474	DR088_RS02085	KUD10_RS03570
OG0000475	DR088_RS02090	KUD10_RS03575
OG0000476	DR088_RS02590	KUD10_RS01625
OG0000477	DR088_RS00045	KUD10_RS02705
OG0000478	DR088_RS02175	KUD10_RS03510
OG0000479	DR088_RS02605	KUD10_RS01400
OG0000480	DR088_RS03655	KUD10_RS02080
OG0000481	DR088_RS02715	KUD10_RS00810
OG0000482	DR088_RS00910	KUD10_RS01280
OG0000483	DR088_RS00680	KUD10_RS02125
OG0000484	DR088_RS04385	KUD10_RS00200
OG0000485	DR088_RS00865	KUD10_RS01245
OG0000486	DR088_RS02945	KUD10_RS02370
OG0000487	DR088_RS04335	KUD10_RS02055
OG0000488	DR088_RS00650	KUD10_RS02095
OG0000489	DR088_RS01900	KUD10_RS00050
OG0000490	DR088_RS01840	KUD10_RS03680
OG0000491	DR088_RS02625	KUD10_RS01420
OG0000492	DR088_RS02700	KUD10_RS01495
OG0000493	DR088_RS03050	KUD10_RS00585
OG0000494	DR088_RS00740	KUD10_RS00650
OG0000495	DR088_RS00250	KUD10_RS02910
OG0000496	DR088_RS00240	KUD10_RS02900
OG0000497	DR088_RS00235	KUD10_RS02895
OG0000498	DR088_RS00155	KUD10_RS02820
OG0000499	DR088_RS00120	KUD10_RS02785
OG0000500	DR088_RS00540	KUD10_RS01980
OG0000501	DR088_RS01405	KUD10_RS03135
OG0000502	DR088_RS00900	KUD10_RS01270
OG0000503	DR088_RS02770	KUD10_RS00755
OG0000504	DR088_RS01730	KUD10_RS00890
OG0000505	DR088_RS01695	KUD10_RS00925
OG0000506	DR088_RS01685	KUD10_RS00935
OG0000507	DR088_RS01650	KUD10_RS00970
OG0000508	DR088_RS01265	KUD10_RS00250
OG0000509	DR088_RS01230	KUD10_RS00285
OG0000510	DR088_RS01220	KUD10_RS00295
OG0000511	DR088_RS01085	KUD10_RS00430
OG0000512	DR088_RS03135	KUD10_RS02635
OG0000513	DR088_RS02190	KUD10_RS03495
OG0000514	DR088_RS00275	KUD10_RS02935
OG0000516	DR088_RS04340	KUD10_RS02060
OG0000517	DR088_RS01915	KUD10_RS00065
OG0000518	DR088_RS01450	KUD10_RS03175
OG0000519	DR088_RS02745	KUD10_RS00780
OG0000520	DR088_RS01715	KUD10_RS00905
OG0000521	DR088_RS01250	KUD10_RS00265
OG0000522	DR088_RS01215	KUD10_RS00300
OG0000523	DR088_RS02255	KUD10_RS03430
OG0000524	DR088_RS00095	KUD10_RS02755
OG0000525	DR088_RS04440	KUD10_RS03395
OG0000526	DR088_RS03780	KUD10_RS01895
