Orthogroup	MHP_MHP709_genes	MHP_131B_genes
OG0000103	DR088_RS02855	NB627_RS02375
OG0000104	DR088_RS02860	NB627_RS02380
OG0000105	DR088_RS02875	NB627_RS02400
OG0000106	DR088_RS02885	NB627_RS02405
OG0000107	DR088_RS02895	NB627_RS02415
OG0000108	DR088_RS02900	NB627_RS02420
OG0000109	DR088_RS02905	NB627_RS02425
OG0000110	DR088_RS02395	NB627_RS02555
OG0000111	DR088_RS02400	NB627_RS02550
OG0000112	DR088_RS02410	NB627_RS02540
OG0000113	DR088_RS04525	NB627_RS02515
OG0000114	DR088_RS02440	NB627_RS02510
OG0000115	DR088_RS02455	NB627_RS02495
OG0000116	DR088_RS01000	NB627_RS01420
OG0000117	DR088_RS01005	NB627_RS01425
OG0000118	DR088_RS02615	NB627_RS01460
OG0000119	DR088_RS02620	NB627_RS01465
OG0000120	DR088_RS02635	NB627_RS01485
OG0000121	DR088_RS02660	NB627_RS01515
OG0000122	DR088_RS02665	NB627_RS01520
OG0000123	DR088_RS02685	NB627_RS01540
OG0000124	DR088_RS02690	NB627_RS01545
OG0000125	DR088_RS02695	NB627_RS01550
OG0000126	DR088_RS02465	NB627_RS01560
OG0000127	DR088_RS02475	NB627_RS01570
OG0000128	DR088_RS02490	NB627_RS01585
OG0000129	DR088_RS02495	NB627_RS01590
OG0000130	DR088_RS02505	NB627_RS01600
OG0000131	DR088_RS04535	NB627_RS01630
OG0000132	DR088_RS04540	NB627_RS01645
OG0000133	DR088_RS03100	NB627_RS00640
OG0000134	DR088_RS03095	NB627_RS00645
OG0000135	DR088_RS03080	NB627_RS00660
OG0000136	DR088_RS03075	NB627_RS00665
OG0000137	DR088_RS03045	NB627_RS00695
OG0000138	DR088_RS00760	NB627_RS00730
OG0000139	DR088_RS00730	NB627_RS00760
OG0000140	DR088_RS00725	NB627_RS00765
OG0000141	DR088_RS00345	NB627_RS03120
OG0000142	DR088_RS04315	NB627_RS03115
OG0000143	DR088_RS00320	NB627_RS03100
OG0000144	DR088_RS00310	NB627_RS03085
OG0000145	DR088_RS00300	NB627_RS03075
OG0000146	DR088_RS00290	NB627_RS03065
OG0000147	DR088_RS00285	NB627_RS03060
OG0000148	DR088_RS00270	NB627_RS03045
OG0000149	DR088_RS00260	NB627_RS03035
OG0000150	DR088_RS00245	NB627_RS03025
OG0000151	DR088_RS00200	NB627_RS02970
OG0000152	DR088_RS00195	NB627_RS02965
OG0000153	DR088_RS00190	NB627_RS02960
OG0000154	DR088_RS00180	NB627_RS02950
OG0000155	DR088_RS00140	NB627_RS02910
OG0000156	DR088_RS00130	NB627_RS02905
OG0000157	DR088_RS04305	NB627_RS02895
OG0000158	DR088_RS04300	NB627_RS02885
OG0000159	DR088_RS02995	NB627_RS02645
OG0000160	DR088_RS02990	NB627_RS02640
OG0000161	DR088_RS02985	NB627_RS02635
OG0000162	DR088_RS02975	NB627_RS02625
OG0000163	DR088_RS02970	NB627_RS02620
OG0000164	DR088_RS03330	NB627_RS01735
OG0000165	DR088_RS00550	NB627_RS02080
OG0000166	DR088_RS00570	NB627_RS02100
OG0000167	DR088_RS00585	NB627_RS02115
OG0000168	DR088_RS00590	NB627_RS02120
OG0000169	DR088_RS01385	NB627_RS03235
OG0000170	DR088_RS01400	NB627_RS03255
OG0000171	DR088_RS01410	NB627_RS03265
OG0000172	DR088_RS01420	NB627_RS03270
OG0000173	DR088_RS01425	NB627_RS03275
OG0000174	DR088_RS01430	NB627_RS03280
OG0000175	DR088_RS01445	NB627_RS03295
OG0000176	DR088_RS01495	NB627_RS03350
OG0000177	DR088_RS01500	NB627_RS03355
OG0000178	DR088_RS01505	NB627_RS03365
OG0000179	DR088_RS01515	NB627_RS03370
OG0000180	DR088_RS01520	NB627_RS03375
OG0000181	DR088_RS04610	NB627_RS03415
OG0000182	DR088_RS03500	NB627_RS03425
OG0000183	DR088_RS01985	NB627_RS03460
OG0000184	DR088_RS02025	NB627_RS03505
OG0000185	DR088_RS02010	NB627_RS03490
OG0000186	DR088_RS04545	NB627_RS01655
OG0000187	DR088_RS02575	NB627_RS01670
OG0000188	DR088_RS02585	NB627_RS01680
OG0000189	DR088_RS04560	NB627_RS02465
OG0000190	DR088_RS02935	NB627_RS02460
OG0000191	DR088_RS02915	NB627_RS02435
OG0000192	DR088_RS00920	NB627_RS01335
OG0000193	DR088_RS00905	NB627_RS01315
OG0000194	DR088_RS02840	NB627_RS00800
OG0000195	DR088_RS02835	NB627_RS00805
OG0000196	DR088_RS02815	NB627_RS00830
OG0000197	DR088_RS02810	NB627_RS00840
OG0000198	DR088_RS02795	NB627_RS00850
OG0000199	DR088_RS02790	NB627_RS00855
OG0000200	DR088_RS02775	NB627_RS00875
OG0000201	DR088_RS02765	NB627_RS00880
OG0000202	DR088_RS02710	NB627_RS00940
OG0000203	DR088_RS02705	NB627_RS00945
OG0000204	DR088_RS04410	NB627_RS00950
OG0000205	DR088_RS01790	NB627_RS00955
OG0000206	DR088_RS01770	NB627_RS00975
OG0000207	DR088_RS01755	NB627_RS00990
OG0000208	DR088_RS01750	NB627_RS00995
OG0000209	DR088_RS01745	NB627_RS01000
OG0000210	DR088_RS01700	NB627_RS01045
OG0000211	DR088_RS01690	NB627_RS01055
OG0000212	DR088_RS01680	NB627_RS01065
OG0000213	DR088_RS01675	NB627_RS01070
OG0000214	DR088_RS01670	NB627_RS01075
OG0000215	DR088_RS01665	NB627_RS01080
OG0000216	DR088_RS01660	NB627_RS01085
OG0000217	DR088_RS01655	NB627_RS01090
OG0000218	DR088_RS01645	NB627_RS01100
OG0000219	DR088_RS01640	NB627_RS01105
OG0000220	DR088_RS01635	NB627_RS01110
OG0000221	DR088_RS01630	NB627_RS01115
OG0000222	DR088_RS01625	NB627_RS01120
OG0000223	DR088_RS01620	NB627_RS01125
OG0000224	DR088_RS01610	NB627_RS01135
OG0000225	DR088_RS01600	NB627_RS01145
OG0000226	DR088_RS01595	NB627_RS01150
OG0000227	DR088_RS01590	NB627_RS01155
OG0000228	DR088_RS04640	NB627_RS01160
OG0000229	DR088_RS01580	NB627_RS01165
OG0000230	DR088_RS01575	NB627_RS01170
OG0000231	DR088_RS01565	NB627_RS01180
OG0000232	DR088_RS01555	NB627_RS01190
OG0000233	DR088_RS00790	NB627_RS01210
OG0000234	DR088_RS00825	NB627_RS01245
OG0000235	DR088_RS00835	NB627_RS01255
OG0000236	DR088_RS00840	NB627_RS01260
OG0000237	DR088_RS00845	NB627_RS01265
OG0000238	DR088_RS00855	NB627_RS01270
OG0000239	DR088_RS03185	NB627_RS03130
OG0000240	DR088_RS03190	NB627_RS03135
OG0000241	DR088_RS03200	NB627_RS03145
OG0000242	DR088_RS03205	NB627_RS03150
OG0000243	DR088_RS03210	NB627_RS03155
OG0000244	DR088_RS03220	NB627_RS03165
OG0000245	DR088_RS03230	NB627_RS03175
OG0000246	DR088_RS03555	NB627_RS00140
OG0000247	DR088_RS03610	NB627_RS00150
OG0000248	DR088_RS01365	NB627_RS00160
OG0000249	DR088_RS01360	NB627_RS00165
OG0000250	DR088_RS01345	NB627_RS00180
OG0000251	DR088_RS01310	NB627_RS00215
OG0000252	DR088_RS01300	NB627_RS00220
OG0000253	DR088_RS01295	NB627_RS00225
OG0000254	DR088_RS01285	NB627_RS00235
OG0000255	DR088_RS01275	NB627_RS00240
OG0000256	DR088_RS01270	NB627_RS00245
OG0000257	DR088_RS01245	NB627_RS00270
OG0000258	DR088_RS01235	NB627_RS00280
OG0000259	DR088_RS01205	NB627_RS00310
OG0000260	DR088_RS01195	NB627_RS00320
OG0000261	DR088_RS04380	NB627_RS00330, NB627_RS00335
OG0000262	DR088_RS01170	NB627_RS00360
OG0000263	DR088_RS01155	NB627_RS00375
OG0000264	DR088_RS01140	NB627_RS00395
OG0000265	DR088_RS01130	NB627_RS00400
OG0000266	DR088_RS01115	NB627_RS00415
OG0000267	DR088_RS01100	NB627_RS00430
OG0000268	DR088_RS01095	NB627_RS00530
OG0000269	DR088_RS01080	NB627_RS00545
OG0000270	DR088_RS04455	NB627_RS03700
OG0000271	DR088_RS02070	NB627_RS03690
OG0000272	DR088_RS02065	NB627_RS03685
OG0000273	DR088_RS02060	NB627_RS03680
OG0000274	DR088_RS02160	NB627_RS03665
OG0000275	DR088_RS04480	NB627_RS03655
OG0000276	DR088_RS02170	NB627_RS03650
OG0000277	DR088_RS02180	NB627_RS03640
OG0000278	DR088_RS02185	NB627_RS03635
OG0000279	DR088_RS02195	NB627_RS03625
OG0000280	DR088_RS02200	NB627_RS03620
OG0000281	DR088_RS02205	NB627_RS03615
OG0000282	DR088_RS04490	NB627_RS03590
OG0000283	DR088_RS02235	NB627_RS03585
OG0000284	DR088_RS02240	NB627_RS03580
OG0000285	DR088_RS04495	NB627_RS03575
OG0000286	DR088_RS02955	NB627_RS02605
OG0000287	DR088_RS03170	NB627_RS02705
OG0000288	DR088_RS03160	NB627_RS02715
OG0000289	DR088_RS03155	NB627_RS02720
OG0000290	DR088_RS00070	NB627_RS02840
OG0000291	DR088_RS00060	NB627_RS02825
OG0000292	DR088_RS00055	NB627_RS02820
OG0000293	DR088_RS00050	NB627_RS02815
OG0000294	DR088_RS00040	NB627_RS02805
OG0000295	DR088_RS00035	NB627_RS02800
OG0000296	DR088_RS03120	NB627_RS02755
OG0000297	DR088_RS03125	NB627_RS02750
OG0000298	DR088_RS01350	NB627_RS00175
OG0000299	DR088_RS01325	NB627_RS00195
OG0000300	DR088_RS01145	NB627_RS00385
OG0000301	DR088_RS01110	NB627_RS00420
OG0000302	DR088_RS01105	NB627_RS00425
OG0000303	DR088_RS03070	NB627_RS00670
OG0000304	DR088_RS01550	NB627_RS01195
OG0000305	DR088_RS00295	NB627_RS03070
OG0000306	DR088_RS00220	NB627_RS02995
OG0000307	DR088_RS00185	NB627_RS02955
OG0000308	DR088_RS00090	NB627_RS02855
OG0000309	DR088_RS00025	NB627_RS02790
OG0000310	DR088_RS03165	NB627_RS02710
OG0000311	DR088_RS03015	NB627_RS02665
OG0000312	DR088_RS03000	NB627_RS02650
OG0000313	DR088_RS03340	NB627_RS01725
OG0000314	DR088_RS00565	NB627_RS02095
OG0000315	DR088_RS00595	NB627_RS02125
OG0000316	DR088_RS00605	NB627_RS02135
OG0000317	DR088_RS00695	NB627_RS02235
OG0000318	DR088_RS04330	NB627_RS02155
OG0000319	DR088_RS02870	NB627_RS02390
OG0000320	DR088_RS02420	NB627_RS02530
OG0000321	DR088_RS02610	NB627_RS01455
OG0000322	DR088_RS02655	NB627_RS01510
OG0000323	DR088_RS02545	NB627_RS01640
OG0000324	DR088_RS02910	NB627_RS02430
OG0000325	DR088_RS02830	NB627_RS00815
OG0000326	DR088_RS02735	NB627_RS00910
OG0000327	DR088_RS02730	NB627_RS00915
OG0000328	DR088_RS01740	NB627_RS01005
OG0000329	DR088_RS01720	NB627_RS01025
OG0000330	DR088_RS00800	NB627_RS01220
OG0000331	DR088_RS03215	NB627_RS03160
OG0000332	DR088_RS01455	NB627_RS03305
OG0000333	DR088_RS01465	NB627_RS03315
OG0000334	DR088_RS03505	NB627_RS03420
OG0000335	DR088_RS01955	NB627_RS03430
OG0000336	DR088_RS04485	NB627_RS03605
OG0000337	DR088_RS01805	NB627_RS03780
OG0000338	DR088_RS01845	NB627_RS03820
OG0000339	DR088_RS02450	NB627_RS02500
OG0000340	DR088_RS04665	NB627_RS01435
OG0000341	DR088_RS02930	NB627_RS02455
OG0000342	DR088_RS02800	NB627_RS00845
OG0000343	DR088_RS01475	NB627_RS03325
OG0000344	DR088_RS03055	NB627_RS00685
OG0000345	DR088_RS01605	NB627_RS01140
OG0000346	DR088_RS02210	NB627_RS03610
OG0000347	DR088_RS02680	NB627_RS01535
OG0000348	DR088_RS02725	NB627_RS00920
OG0000349	DR088_RS04475	NB627_RS03670
OG0000350	DR088_RS00175	NB627_RS02945
OG0000351	DR088_RS01020	NB627_RS00600
OG0000352	DR088_RS00545	NB627_RS02075
OG0000353	DR088_RS02650	NB627_RS01500
OG0000354	DR088_RS00745	NB627_RS00745
OG0000355	DR088_RS04320	NB627_RS02050
OG0000356	DR088_RS04325	NB627_RS02130
OG0000357	DR088_RS04390	NB627_RS03285
OG0000358	DR088_RS01440	NB627_RS03290
OG0000359	DR088_RS04555	NB627_RS00890
OG0000360	DR088_RS01240	NB627_RS00275
OG0000361	DR088_RS01210	NB627_RS00305
OG0000362	DR088_RS03145	NB627_RS02730
OG0000363	DR088_RS02480	NB627_RS01575
OG0000364	DR088_RS00490	NB627_RS02025
OG0000365	DR088_RS04350	NB627_RS02180
OG0000366	DR088_RS00665	NB627_RS02200
OG0000367	DR088_RS00675	NB627_RS02215
OG0000368	DR088_RS01910	NB627_RS00060
OG0000369	DR088_RS04415	NB627_RS00025
OG0000370	DR088_RS01870	NB627_RS00020
OG0000371	DR088_RS01865	NB627_RS00015
OG0000372	DR088_RS01860	NB627_RS00010
OG0000373	DR088_RS01835	NB627_RS03810
OG0000374	DR088_RS01825	NB627_RS03800
OG0000375	DR088_RS02865	NB627_RS02385
OG0000376	DR088_RS02405	NB627_RS02545
OG0000377	DR088_RS02415	NB627_RS02535
OG0000378	DR088_RS00995	NB627_RS01415
OG0000379	DR088_RS02645	NB627_RS01495
OG0000380	DR088_RS02670	NB627_RS01525
OG0000381	DR088_RS02470	NB627_RS01565
OG0000382	DR088_RS02500	NB627_RS01595
OG0000383	DR088_RS02540	NB627_RS01635
OG0000384	DR088_RS03375	NB627_RS00625
OG0000385	DR088_RS03380	NB627_RS00630
OG0000386	DR088_RS03090	NB627_RS00650
OG0000387	DR088_RS03065	NB627_RS00675
OG0000388	DR088_RS04570	NB627_RS00680
OG0000389	DR088_RS00765	NB627_RS00725
OG0000390	DR088_RS00315	NB627_RS03090
OG0000391	DR088_RS00305	NB627_RS03080
OG0000392	DR088_RS00280	NB627_RS03055
OG0000393	DR088_RS04310	NB627_RS03000
OG0000394	DR088_RS00150	NB627_RS02920
OG0000395	DR088_RS00145	NB627_RS02915
OG0000396	DR088_RS02960	NB627_RS02610
OG0000397	DR088_RS00530	NB627_RS02060
OG0000398	DR088_RS00535	NB627_RS02065
OG0000399	DR088_RS00580	NB627_RS02110
OG0000400	DR088_RS01395	NB627_RS03250
OG0000401	DR088_RS01460	NB627_RS03310
OG0000402	DR088_RS01470	NB627_RS03320
OG0000403	DR088_RS01480	NB627_RS03330
OG0000405	DR088_RS01525	NB627_RS03380
OG0000406	DR088_RS01960	NB627_RS03435
OG0000407	DR088_RS04425	NB627_RS03440
OG0000408	DR088_RS01970	NB627_RS03445
OG0000409	DR088_RS01975	NB627_RS03450
OG0000410	DR088_RS02030	NB627_RS03515
OG0000411	DR088_RS02020	NB627_RS03500
OG0000412	DR088_RS02015	NB627_RS03495
OG0000413	DR088_RS02555	NB627_RS01650
OG0000414	DR088_RS02565	NB627_RS01660
OG0000415	DR088_RS02570	NB627_RS01665
OG0000416	DR088_RS02580	NB627_RS01675
OG0000417	DR088_RS02925	NB627_RS02450
OG0000418	DR088_RS02920	NB627_RS02440
OG0000419	DR088_RS02820	NB627_RS00825
OG0000420	DR088_RS02785	NB627_RS00860
OG0000421	DR088_RS02750	NB627_RS00900
OG0000422	DR088_RS02740	NB627_RS00905
OG0000423	DR088_RS01780	NB627_RS00965
OG0000424	DR088_RS01775	NB627_RS00970
OG0000425	DR088_RS01765	NB627_RS00980
OG0000426	DR088_RS04405	NB627_RS00985
OG0000427	DR088_RS04400	NB627_RS01010
OG0000429	DR088_RS01615	NB627_RS01130
OG0000430	DR088_RS01570	NB627_RS01175
OG0000431	DR088_RS01560	NB627_RS01185
OG0000432	DR088_RS00795	NB627_RS01215
OG0000433	DR088_RS00810	NB627_RS01230
OG0000434	DR088_RS00815	NB627_RS01235
OG0000435	DR088_RS00830	NB627_RS01250
OG0000436	DR088_RS00860	NB627_RS01275
OG0000437	DR088_RS00870	NB627_RS01285
OG0000438	DR088_RS00875	NB627_RS01290
OG0000439	DR088_RS04360	NB627_RS01295
OG0000440	DR088_RS04575	NB627_RS03140
OG0000441	DR088_RS03240	NB627_RS03185
OG0000442	DR088_RS03560	NB627_RS00145
OG0000443	DR088_RS01330	NB627_RS00190
OG0000444	DR088_RS01315	NB627_RS00205
OG0000445	DR088_RS01290	NB627_RS00230
OG0000446	DR088_RS01260	NB627_RS00255
OG0000447	DR088_RS01255	NB627_RS00260
OG0000448	DR088_RS01225	NB627_RS00290
OG0000449	DR088_RS01200	NB627_RS00315
OG0000450	DR088_RS01190	NB627_RS00325
OG0000451	DR088_RS01150	NB627_RS00380
OG0000452	DR088_RS01125	NB627_RS00405
OG0000453	DR088_RS01090	NB627_RS00535
OG0000455	DR088_RS02095	NB627_RS03715
OG0000456	DR088_RS02225	NB627_RS03595
OG0000457	DR088_RS02250	NB627_RS03565
OG0000458	DR088_RS03175	NB627_RS02700
OG0000459	DR088_RS03150	NB627_RS02725
OG0000460	DR088_RS03140	NB627_RS02735
OG0000461	DR088_RS00020	NB627_RS02780
OG0000462	DR088_RS00015	NB627_RS02775
OG0000463	DR088_RS00010	NB627_RS02770
OG0000464	DR088_RS03110	NB627_RS02765
OG0000465	DR088_RS03115	NB627_RS02760
OG0000466	DR088_RS01120	NB627_RS00410
OG0000467	DR088_RS04290	NB627_RS02865
OG0000468	DR088_RS00575	NB627_RS02105
OG0000469	DR088_RS00635	NB627_RS02165
OG0000470	DR088_RS03670	NB627_RS00960
OG0000471	DR088_RS01705	NB627_RS01040
OG0000472	DR088_RS02040	NB627_RS03520
OG0000474	DR088_RS02085	NB627_RS03705
OG0000475	DR088_RS02090	NB627_RS03710
OG0000476	DR088_RS02590	NB627_RS01685
OG0000477	DR088_RS00045	NB627_RS02810
OG0000478	DR088_RS02175	NB627_RS03645
OG0000479	DR088_RS02605	NB627_RS01450
OG0000480	DR088_RS03655	NB627_RS02170
OG0000481	DR088_RS02715	NB627_RS00935
OG0000482	DR088_RS00910	NB627_RS01320
OG0000483	DR088_RS00680	NB627_RS02220
OG0000484	DR088_RS04385	NB627_RS00200
OG0000485	DR088_RS00865	NB627_RS01280
OG0000486	DR088_RS02945	NB627_RS02470
OG0000488	DR088_RS00650	NB627_RS02185
OG0000490	DR088_RS01840	NB627_RS03815
OG0000491	DR088_RS02625	NB627_RS01470
OG0000492	DR088_RS02700	NB627_RS01555
OG0000493	DR088_RS03050	NB627_RS00690
OG0000494	DR088_RS00740	NB627_RS00750
OG0000496	DR088_RS00240	NB627_RS03015
OG0000497	DR088_RS00235	NB627_RS03010
OG0000498	DR088_RS00155	NB627_RS02925
OG0000499	DR088_RS00120	NB627_RS02890
OG0000500	DR088_RS00540	NB627_RS02070
OG0000501	DR088_RS01405	NB627_RS03260
OG0000504	DR088_RS01730	NB627_RS01015
OG0000505	DR088_RS01695	NB627_RS01050
OG0000506	DR088_RS01685	NB627_RS01060
OG0000507	DR088_RS01650	NB627_RS01095
OG0000508	DR088_RS01265	NB627_RS00250
OG0000509	DR088_RS01230	NB627_RS00285
OG0000510	DR088_RS01220	NB627_RS00300
OG0000511	DR088_RS01085	NB627_RS00540
OG0000512	DR088_RS03135	NB627_RS02740
OG0000513	DR088_RS02190	NB627_RS03630
OG0000514	DR088_RS00275	NB627_RS03050
OG0000517	DR088_RS01915	NB627_RS00065
OG0000518	DR088_RS01450	NB627_RS03300
OG0000520	DR088_RS01715	NB627_RS01035
OG0000521	DR088_RS01250	NB627_RS00265
OG0000523	DR088_RS02255	NB627_RS03560
OG0000524	DR088_RS00095	NB627_RS02860
OG0000525	DR088_RS04440	NB627_RS03525
OG0000526	DR088_RS03780	NB627_RS01970, NB627_RS01965
OG0000527	DR088_RS00365	NB627_RS01910
OG0000531	DR088_RS02675	NB627_RS01530
OG0000532	DR088_RS04600	NB627_RS01750, NB627_RS01755
OG0000533	DR088_RS00780	NB627_RS00710
OG0000538	DR088_RS00820	NB627_RS01240
OG0000540	DR088_RS00065	NB627_RS02830
OG0000544	DR088_RS04370	NB627_RS01370, NB627_RS01375
OG0000545	DR088_RS00420	NB627_RS01955
OG0000546	DR088_RS03745	NB627_RS02975
OG0000551	DR088_RS03225	NB627_RS03170
OG0000552	DR088_RS01485	NB627_RS03340
OG0000553	DR088_RS04295	NB627_RS02875
OG0000554	DR088_RS02390	NB627_RS02565
OG0000555	DR088_RS03765	NB627_RS03105
OG0000557	DR088_RS00965	NB627_RS01385
OG0000558	DR088_RS00935	NB627_RS01345
OG0000559	DR088_RS02315	NB627_RS01830
OG0000560	DR088_RS00405	NB627_RS01940
OG0000561	DR088_RS00805	NB627_RS01225
OG0000562	DR088_RS00410	NB627_RS01945
OG0000563	DR088_RS00395	NB627_RS01935
OG0000564	DR088_RS03880	NB627_RS01410
OG0000565	DR088_RS00470	NB627_RS02010
OG0000566	DR088_RS00455	NB627_RS01990
OG0000567	DR088_RS00425	NB627_RS01960
OG0000568	DR088_RS02845	NB627_RS00795
OG0000569	DR088_RS00940	NB627_RS01350
OG0000570	DR088_RS04365	NB627_RS01355
OG0000571	DR088_RS00950	NB627_RS01360
OG0000572	DR088_RS00970	NB627_RS01390
