Orthogroup	MHP_F72C_genes	MHP_1257_genes
OG0000050	EHI52_RS02450	ABKJ22_RS02395
OG0000051	EHI52_RS02650	ABKJ22_RS02600
OG0000052	EHI52_RS00075	ABKJ22_RS00075
OG0000053	EHI52_RS01510	ABKJ22_RS01465
OG0000054	EHI52_RS02475	ABKJ22_RS02420
OG0000055	EHI52_RS00135	ABKJ22_RS00130
OG0000056	EHI52_RS03530	ABKJ22_RS03415
OG0000057	EHI52_RS02915	ABKJ22_RS02865
OG0000060	EHI52_RS00080	ABKJ22_RS00080
OG0000061	EHI52_RS02075	ABKJ22_RS01845
OG0000062	EHI52_RS03585	ABKJ22_RS03470
OG0000063	EHI52_RS03580	ABKJ22_RS03465
OG0000064	EHI52_RS03570	ABKJ22_RS03455
OG0000065	EHI52_RS02260	ABKJ22_RS02160
OG0000066	EHI52_RS01415	ABKJ22_RS01370
OG0000067	EHI52_RS00540	ABKJ22_RS00525
OG0000068	EHI52_RS00660	ABKJ22_RS01055
OG0000069	EHI52_RS02805	ABKJ22_RS02760
OG0000070	EHI52_RS02480	ABKJ22_RS02425
OG0000071	EHI52_RS03285	ABKJ22_RS03155
OG0000072	EHI52_RS03290	ABKJ22_RS03160
OG0000073	EHI52_RS00705	ABKJ22_RS00995
OG0000074	EHI52_RS00900	ABKJ22_RS00800
OG0000075	EHI52_RS00355	ABKJ22_RS00335
OG0000076	EHI52_RS00370	ABKJ22_RS00350
OG0000077	EHI52_RS00460	ABKJ22_RS00445
OG0000078	EHI52_RS01735	ABKJ22_RS01675
OG0000079	EHI52_RS02555	ABKJ22_RS02505
OG0000080	EHI52_RS03675	ABKJ22_RS02550
OG0000081	EHI52_RS00350	ABKJ22_RS00330
OG0000082	EHI52_RS02405	ABKJ22_RS02350
OG0000083	EHI52_RS01915	ABKJ22_RS01995
OG0000084	EHI52_RS01890	ABKJ22_RS02025
OG0000085	EHI52_RS01885	ABKJ22_RS02030
OG0000086	EHI52_RS01875	ABKJ22_RS02040
OG0000087	EHI52_RS01860	ABKJ22_RS02055
OG0000088	EHI52_RS01855	ABKJ22_RS02060
OG0000089	EHI52_RS01845	ABKJ22_RS02070
OG0000090	EHI52_RS00070	ABKJ22_RS00070
OG0000091	EHI52_RS00055	ABKJ22_RS00055
OG0000092	EHI52_RS00040	ABKJ22_RS00040
OG0000093	EHI52_RS00035	ABKJ22_RS00035
OG0000094	EHI52_RS00030	ABKJ22_RS00030
OG0000095	EHI52_RS00005	ABKJ22_RS00005
OG0000096	EHI52_RS03620	ABKJ22_RS03505
OG0000097	EHI52_RS03600	ABKJ22_RS03485
OG0000098	EHI52_RS03590	ABKJ22_RS03475
OG0000099	EHI52_RS03540	ABKJ22_RS03425
OG0000100	EHI52_RS03520	ABKJ22_RS03405
OG0000101	EHI52_RS03515	ABKJ22_RS03400
OG0000102	EHI52_RS01760	ABKJ22_RS01700
OG0000103	EHI52_RS02225	ABKJ22_RS02195
OG0000104	EHI52_RS02230	ABKJ22_RS02190
OG0000105	EHI52_RS02245	ABKJ22_RS02175
OG0000106	EHI52_RS02255	ABKJ22_RS02165
OG0000107	EHI52_RS02265	ABKJ22_RS02155
OG0000108	EHI52_RS02270	ABKJ22_RS02150
OG0000109	EHI52_RS02275	ABKJ22_RS02145
OG0000110	EHI52_RS02395	ABKJ22_RS02340
OG0000111	EHI52_RS02390	ABKJ22_RS02335
OG0000112	EHI52_RS02380	ABKJ22_RS02325
OG0000113	EHI52_RS02360	ABKJ22_RS02305
OG0000114	EHI52_RS02350	ABKJ22_RS02295
OG0000115	EHI52_RS02335	ABKJ22_RS02285
OG0000116	EHI52_RS01360	ABKJ22_RS01315
OG0000117	EHI52_RS01365	ABKJ22_RS01320
OG0000118	EHI52_RS01400	ABKJ22_RS01355
OG0000119	EHI52_RS01405	ABKJ22_RS01360
OG0000120	EHI52_RS01420	ABKJ22_RS01375
OG0000121	EHI52_RS01445	ABKJ22_RS01400
OG0000122	EHI52_RS01450	ABKJ22_RS01405
OG0000123	EHI52_RS01470	ABKJ22_RS01425
OG0000124	EHI52_RS01475	ABKJ22_RS01430
OG0000125	EHI52_RS01480	ABKJ22_RS01435
OG0000126	EHI52_RS01490	ABKJ22_RS01445
OG0000127	EHI52_RS01500	ABKJ22_RS01455
OG0000128	EHI52_RS01515	ABKJ22_RS01470
OG0000129	EHI52_RS01520	ABKJ22_RS01475
OG0000130	EHI52_RS01530	ABKJ22_RS01485
OG0000131	EHI52_RS01560	ABKJ22_RS01515
OG0000132	EHI52_RS01575	ABKJ22_RS01530
OG0000133	EHI52_RS00545	ABKJ22_RS00530
OG0000134	EHI52_RS00550	ABKJ22_RS00535
OG0000135	EHI52_RS00565	ABKJ22_RS00550
OG0000136	EHI52_RS00570	ABKJ22_RS00555
OG0000137	EHI52_RS00600	ABKJ22_RS00585
OG0000138	EHI52_RS00635	ABKJ22_RS01080
OG0000139	EHI52_RS00665	ABKJ22_RS01050
OG0000140	EHI52_RS00670	ABKJ22_RS01045
OG0000141	EHI52_RS02925	ABKJ22_RS02875
OG0000142	EHI52_RS02920	ABKJ22_RS02870
OG0000143	EHI52_RS02895	ABKJ22_RS02850
OG0000144	EHI52_RS02885	ABKJ22_RS02840
OG0000145	EHI52_RS02875	ABKJ22_RS02830
OG0000146	EHI52_RS02865	ABKJ22_RS02820
OG0000147	EHI52_RS02860	ABKJ22_RS02815
OG0000148	EHI52_RS02845	ABKJ22_RS02800
OG0000149	EHI52_RS02835	ABKJ22_RS02790
OG0000150	EHI52_RS02820	ABKJ22_RS02775
OG0000151	EHI52_RS02775	ABKJ22_RS02720
OG0000152	EHI52_RS02770	ABKJ22_RS02715
OG0000153	EHI52_RS02765	ABKJ22_RS02710
OG0000154	EHI52_RS02755	ABKJ22_RS02700
OG0000155	EHI52_RS02715	ABKJ22_RS02660
OG0000156	EHI52_RS02705	ABKJ22_RS02650
OG0000157	EHI52_RS02700	ABKJ22_RS02645
OG0000158	EHI52_RS03885	ABKJ22_RS02635
OG0000159	EHI52_RS03925	ABKJ22_RS02410
OG0000160	EHI52_RS02460	ABKJ22_RS02405
OG0000161	EHI52_RS02455	ABKJ22_RS02400
OG0000162	EHI52_RS02445	ABKJ22_RS02390
OG0000163	EHI52_RS02440	ABKJ22_RS02385
OG0000164	EHI52_RS01665	ABKJ22_RS01610
OG0000165	EHI52_RS01995	ABKJ22_RS01915
OG0000166	EHI52_RS01975	ABKJ22_RS01935
OG0000167	EHI52_RS01960	ABKJ22_RS01950
OG0000168	EHI52_RS01955	ABKJ22_RS01955
OG0000169	EHI52_RS03055	ABKJ22_RS02950
OG0000170	EHI52_RS03075	ABKJ22_RS02965
OG0000171	EHI52_RS03085	ABKJ22_RS02975
OG0000172	EHI52_RS03095	ABKJ22_RS02980
OG0000173	EHI52_RS03100	ABKJ22_RS02985
OG0000174	EHI52_RS03105	ABKJ22_RS02990
OG0000175	EHI52_RS03120	ABKJ22_RS03005
OG0000176	EHI52_RS03170	ABKJ22_RS03050
OG0000177	EHI52_RS03175	ABKJ22_RS03055
OG0000178	EHI52_RS03180	ABKJ22_RS03060
OG0000179	EHI52_RS03190	ABKJ22_RS03070
OG0000180	EHI52_RS03195	ABKJ22_RS03075
OG0000181	EHI52_RS03235	ABKJ22_RS03105
OG0000182	EHI52_RS03245	ABKJ22_RS03115
OG0000183	EHI52_RS03280	ABKJ22_RS03150
OG0000184	EHI52_RS03325	ABKJ22_RS03190
OG0000185	EHI52_RS03310	ABKJ22_RS03175
OG0000186	EHI52_RS01585	ABKJ22_RS01540
OG0000187	EHI52_RS01600	ABKJ22_RS01555
OG0000188	EHI52_RS01610	ABKJ22_RS01565
OG0000189	EHI52_RS02310	ABKJ22_RS02110
OG0000190	EHI52_RS02305	ABKJ22_RS02115
OG0000191	EHI52_RS02285	ABKJ22_RS02135
OG0000192	EHI52_RS01280	ABKJ22_RS01230
OG0000193	EHI52_RS01270	ABKJ22_RS01220
OG0000194	EHI52_RS00690	ABKJ22_RS01010
OG0000195	EHI52_RS00695	ABKJ22_RS01005
OG0000196	EHI52_RS00715	ABKJ22_RS00985
OG0000197	EHI52_RS00720	ABKJ22_RS00980
OG0000198	EHI52_RS00735	ABKJ22_RS00965
OG0000199	EHI52_RS00740	ABKJ22_RS00960
OG0000200	EHI52_RS00755	ABKJ22_RS00945
OG0000201	EHI52_RS00765	ABKJ22_RS00935
OG0000202	EHI52_RS00820	ABKJ22_RS00880
OG0000203	EHI52_RS00825	ABKJ22_RS00875
OG0000204	EHI52_RS00830	ABKJ22_RS00870
OG0000205	EHI52_RS00835	ABKJ22_RS00865
OG0000206	EHI52_RS00855	ABKJ22_RS00845
OG0000207	EHI52_RS00870	ABKJ22_RS00830
OG0000208	EHI52_RS00875	ABKJ22_RS00825
OG0000209	EHI52_RS00880	ABKJ22_RS00820
OG0000210	EHI52_RS00925	ABKJ22_RS00775
OG0000211	EHI52_RS01005	ABKJ22_RS00745
OG0000212	EHI52_RS01015	ABKJ22_RS00735
OG0000213	EHI52_RS01020	ABKJ22_RS00730
OG0000214	EHI52_RS01025	ABKJ22_RS00725
OG0000215	EHI52_RS01030	ABKJ22_RS00720
OG0000216	EHI52_RS01035	ABKJ22_RS00715
OG0000217	EHI52_RS01040	ABKJ22_RS00710
OG0000218	EHI52_RS01050	ABKJ22_RS00700
OG0000219	EHI52_RS01055	ABKJ22_RS00695
OG0000220	EHI52_RS01060	ABKJ22_RS00690
OG0000221	EHI52_RS01065	ABKJ22_RS00685
OG0000222	EHI52_RS01070	ABKJ22_RS00680
OG0000223	EHI52_RS01075	ABKJ22_RS00675
OG0000224	EHI52_RS01085	ABKJ22_RS00665
OG0000225	EHI52_RS01095	ABKJ22_RS00655
OG0000226	EHI52_RS01100	ABKJ22_RS00650
OG0000227	EHI52_RS01105	ABKJ22_RS00645
OG0000228	EHI52_RS03905	ABKJ22_RS00640
OG0000229	EHI52_RS01115	ABKJ22_RS00635
OG0000230	EHI52_RS01120	ABKJ22_RS00630
OG0000231	EHI52_RS01130	ABKJ22_RS00620
OG0000232	EHI52_RS01140	ABKJ22_RS00610
OG0000233	EHI52_RS01165	ABKJ22_RS01110
OG0000234	EHI52_RS01200	ABKJ22_RS01145
OG0000235	EHI52_RS01210	ABKJ22_RS01155
OG0000236	EHI52_RS01215	ABKJ22_RS01160
OG0000237	EHI52_RS01220	ABKJ22_RS01165
OG0000238	EHI52_RS01230	ABKJ22_RS01170
OG0000239	EHI52_RS02935	ABKJ22_RS02885
OG0000240	EHI52_RS02940	ABKJ22_RS02890
OG0000241	EHI52_RS02950	ABKJ22_RS02900
OG0000242	EHI52_RS02955	ABKJ22_RS02905
OG0000243	EHI52_RS02960	ABKJ22_RS02910
OG0000244	EHI52_RS02970	ABKJ22_RS02920
OG0000245	EHI52_RS02980	ABKJ22_RS02930
OG0000246	EHI52_RS00140	ABKJ22_RS00135
OG0000247	EHI52_RS00150	ABKJ22_RS00145
OG0000248	EHI52_RS00160	ABKJ22_RS00155
OG0000249	EHI52_RS00165	ABKJ22_RS00160
OG0000250	EHI52_RS00180	ABKJ22_RS00175
OG0000251	EHI52_RS00215	ABKJ22_RS00205
OG0000252	EHI52_RS00225	ABKJ22_RS00215
OG0000253	EHI52_RS00230	ABKJ22_RS00220
OG0000254	EHI52_RS00240	ABKJ22_RS00230
OG0000255	EHI52_RS00250	ABKJ22_RS00235
OG0000256	EHI52_RS00255	ABKJ22_RS00240
OG0000257	EHI52_RS00280	ABKJ22_RS00265
OG0000258	EHI52_RS00290	ABKJ22_RS00275
OG0000259	EHI52_RS00320	ABKJ22_RS00305
OG0000260	EHI52_RS00330	ABKJ22_RS00315
OG0000261	EHI52_RS00340	ABKJ22_RS00325
OG0000262	EHI52_RS00360	ABKJ22_RS00340
OG0000263	EHI52_RS00375	ABKJ22_RS00355
OG0000264	EHI52_RS00390	ABKJ22_RS00370
OG0000265	EHI52_RS00400	ABKJ22_RS00380
OG0000266	EHI52_RS00415	ABKJ22_RS00395
OG0000267	EHI52_RS00430	ABKJ22_RS00410
OG0000268	EHI52_RS00435	ABKJ22_RS00415
OG0000269	EHI52_RS00450	ABKJ22_RS00440
OG0000270	EHI52_RS03490	ABKJ22_RS03375
OG0000271	EHI52_RS03485	ABKJ22_RS03370
OG0000272	EHI52_RS03480	ABKJ22_RS03365
OG0000273	EHI52_RS03475	ABKJ22_RS03360
OG0000274	EHI52_RS03455	ABKJ22_RS03340
OG0000275	EHI52_RS03450	ABKJ22_RS03335
OG0000276	EHI52_RS03445	ABKJ22_RS03330
OG0000277	EHI52_RS03435	ABKJ22_RS03320
OG0000278	EHI52_RS03430	ABKJ22_RS03315
OG0000279	EHI52_RS03420	ABKJ22_RS03305
OG0000280	EHI52_RS03415	ABKJ22_RS03300
OG0000281	EHI52_RS03410	ABKJ22_RS03295
OG0000282	EHI52_RS03385	ABKJ22_RS03270
OG0000283	EHI52_RS03380	ABKJ22_RS03265
OG0000284	EHI52_RS03375	ABKJ22_RS03260
OG0000285	EHI52_RS03370	ABKJ22_RS03255
OG0000286	EHI52_RS02425	ABKJ22_RS02370
OG0000287	EHI52_RS02515	ABKJ22_RS02465
OG0000288	EHI52_RS02525	ABKJ22_RS02475
OG0000289	EHI52_RS02530	ABKJ22_RS02480
OG0000290	EHI52_RS02640	ABKJ22_RS02590
OG0000291	EHI52_RS02630	ABKJ22_RS02580
OG0000292	EHI52_RS02625	ABKJ22_RS02575
OG0000293	EHI52_RS02620	ABKJ22_RS02570
OG0000294	EHI52_RS02610	ABKJ22_RS02560
OG0000295	EHI52_RS02605	ABKJ22_RS02555
OG0000296	EHI52_RS02565	ABKJ22_RS02515
OG0000297	EHI52_RS02560	ABKJ22_RS02510
OG0000298	EHI52_RS00175	ABKJ22_RS00170
OG0000299	EHI52_RS00200	ABKJ22_RS00190
OG0000300	EHI52_RS00385	ABKJ22_RS00365
OG0000301	EHI52_RS00420	ABKJ22_RS00400
OG0000302	EHI52_RS00425	ABKJ22_RS00405
OG0000303	EHI52_RS00575	ABKJ22_RS00560
OG0000304	EHI52_RS01145	ABKJ22_RS00605
OG0000305	EHI52_RS02870	ABKJ22_RS02825
OG0000306	EHI52_RS02795	ABKJ22_RS02745
OG0000307	EHI52_RS02760	ABKJ22_RS02705
OG0000308	EHI52_RS02660	ABKJ22_RS02610
OG0000309	EHI52_RS02595	ABKJ22_RS02545
OG0000310	EHI52_RS02520	ABKJ22_RS02470
OG0000311	EHI52_RS02485	ABKJ22_RS02430
OG0000312	EHI52_RS02470	ABKJ22_RS02415
OG0000313	EHI52_RS01655	ABKJ22_RS01600
OG0000314	EHI52_RS01980	ABKJ22_RS01930
OG0000315	EHI52_RS01950	ABKJ22_RS01960
OG0000316	EHI52_RS01940	ABKJ22_RS01970
OG0000317	EHI52_RS01850	ABKJ22_RS02065
OG0000318	EHI52_RS01935	ABKJ22_RS01975
OG0000319	EHI52_RS02240	ABKJ22_RS02180
OG0000320	EHI52_RS02370	ABKJ22_RS02315
OG0000321	EHI52_RS01395	ABKJ22_RS01350
OG0000322	EHI52_RS01440	ABKJ22_RS01395
OG0000323	EHI52_RS01570	ABKJ22_RS01525
OG0000324	EHI52_RS02280	ABKJ22_RS02140
OG0000325	EHI52_RS00700	ABKJ22_RS01000
OG0000326	EHI52_RS00795	ABKJ22_RS00905
OG0000327	EHI52_RS00800	ABKJ22_RS00900
OG0000328	EHI52_RS00885	ABKJ22_RS00815
OG0000329	EHI52_RS00905	ABKJ22_RS00795
OG0000330	EHI52_RS01175	ABKJ22_RS01120
OG0000331	EHI52_RS02965	ABKJ22_RS02915
OG0000332	EHI52_RS03130	ABKJ22_RS03015
OG0000333	EHI52_RS03140	ABKJ22_RS03025
OG0000334	EHI52_RS03240	ABKJ22_RS03110
OG0000335	EHI52_RS03250	ABKJ22_RS03120
OG0000336	EHI52_RS03400	ABKJ22_RS03285
OG0000337	EHI52_RS03575	ABKJ22_RS03460
OG0000338	EHI52_RS03615	ABKJ22_RS03500
OG0000339	EHI52_RS02340	ABKJ22_RS02290
OG0000340	EHI52_RS01375	ABKJ22_RS01330
OG0000341	EHI52_RS02300	ABKJ22_RS02120
OG0000342	EHI52_RS00730	ABKJ22_RS00970
OG0000343	EHI52_RS03150	ABKJ22_RS03035
OG0000344	EHI52_RS00590	ABKJ22_RS00575
OG0000345	EHI52_RS01090	ABKJ22_RS00660
OG0000346	EHI52_RS03405	ABKJ22_RS03290
OG0000347	EHI52_RS01465	ABKJ22_RS01420
OG0000348	EHI52_RS00805	ABKJ22_RS00895
OG0000349	EHI52_RS03465	ABKJ22_RS03350
OG0000350	EHI52_RS02750	ABKJ22_RS02695
OG0000351	EHI52_RS00510	ABKJ22_RS00495
OG0000352	EHI52_RS02000	ABKJ22_RS01910
OG0000353	EHI52_RS01435	ABKJ22_RS01390
OG0000354	EHI52_RS00650	ABKJ22_RS01065
OG0000355	EHI52_RS02030	ABKJ22_RS01885
OG0000356	EHI52_RS01945	ABKJ22_RS01965
OG0000357	EHI52_RS03110	ABKJ22_RS02995
OG0000358	EHI52_RS03115	ABKJ22_RS03000
OG0000359	EHI52_RS00775	ABKJ22_RS00925
OG0000360	EHI52_RS00285	ABKJ22_RS00270
OG0000361	EHI52_RS00315	ABKJ22_RS00300
OG0000362	EHI52_RS02540	ABKJ22_RS02490
OG0000363	EHI52_RS01505	ABKJ22_RS01460
OG0000364	EHI52_RS03790, EHI52_RS02055	ABKJ22_RS01860
OG0000365	EHI52_RS01905	ABKJ22_RS02015
OG0000366	EHI52_RS01880	ABKJ22_RS02035
OG0000367	EHI52_RS01870	ABKJ22_RS02045
OG0000368	EHI52_RS00060	ABKJ22_RS00060
OG0000369	EHI52_RS00025	ABKJ22_RS00025
OG0000370	EHI52_RS00020	ABKJ22_RS00020
OG0000371	EHI52_RS00015	ABKJ22_RS00015
OG0000372	EHI52_RS00010	ABKJ22_RS00010
OG0000373	EHI52_RS03605	ABKJ22_RS03490
OG0000374	EHI52_RS03595	ABKJ22_RS03480
OG0000375	EHI52_RS02235	ABKJ22_RS02185
OG0000376	EHI52_RS02385	ABKJ22_RS02330
OG0000377	EHI52_RS02375	ABKJ22_RS02320
OG0000378	EHI52_RS01355	ABKJ22_RS01310
OG0000379	EHI52_RS01430	ABKJ22_RS01385
OG0000380	EHI52_RS01455	ABKJ22_RS01410
OG0000381	EHI52_RS01495	ABKJ22_RS01450
OG0000382	EHI52_RS01525	ABKJ22_RS01480
OG0000383	EHI52_RS01565	ABKJ22_RS01520
OG0000384	EHI52_RS00530	ABKJ22_RS00515
OG0000385	EHI52_RS00535	ABKJ22_RS00520
OG0000386	EHI52_RS00555	ABKJ22_RS00540
OG0000387	EHI52_RS00580	ABKJ22_RS00565
OG0000388	EHI52_RS00585	ABKJ22_RS00570
OG0000389	EHI52_RS00630	ABKJ22_RS01085
OG0000390	EHI52_RS02890	ABKJ22_RS02845
OG0000391	EHI52_RS02880	ABKJ22_RS02835
OG0000392	EHI52_RS02855	ABKJ22_RS02810
OG0000393	EHI52_RS02800	ABKJ22_RS02755
OG0000394	EHI52_RS02725	ABKJ22_RS02670
OG0000395	EHI52_RS02720	ABKJ22_RS02665
OG0000396	EHI52_RS02430	ABKJ22_RS02375
OG0000397	EHI52_RS02015	ABKJ22_RS01895
OG0000398	EHI52_RS02010	ABKJ22_RS01900
OG0000399	EHI52_RS01965	ABKJ22_RS01945
OG0000400	EHI52_RS03070	ABKJ22_RS02960
OG0000401	EHI52_RS03135	ABKJ22_RS03020
OG0000402	EHI52_RS03145	ABKJ22_RS03030
OG0000403	EHI52_RS03155	ABKJ22_RS03040
OG0000404	EHI52_RS03185	ABKJ22_RS03065
OG0000405	EHI52_RS03200	ABKJ22_RS03080
OG0000406	EHI52_RS03255	ABKJ22_RS03125
OG0000407	EHI52_RS03260	ABKJ22_RS03130
OG0000408	EHI52_RS03265	ABKJ22_RS03135
OG0000409	EHI52_RS03270	ABKJ22_RS03140
OG0000410	EHI52_RS03330	ABKJ22_RS03195
OG0000411	EHI52_RS03320	ABKJ22_RS03185
OG0000412	EHI52_RS03315	ABKJ22_RS03180
OG0000413	EHI52_RS01580	ABKJ22_RS01535
OG0000414	EHI52_RS01590	ABKJ22_RS01545
OG0000415	EHI52_RS01595	ABKJ22_RS01550
OG0000416	EHI52_RS01605	ABKJ22_RS01560
OG0000417	EHI52_RS02295	ABKJ22_RS02125
OG0000418	EHI52_RS02290	ABKJ22_RS02130
OG0000419	EHI52_RS00710	ABKJ22_RS00990
OG0000420	EHI52_RS00745	ABKJ22_RS00955
OG0000421	EHI52_RS00780	ABKJ22_RS00920
OG0000422	EHI52_RS00790	ABKJ22_RS00910
OG0000423	EHI52_RS00845	ABKJ22_RS00855
OG0000424	EHI52_RS00850	ABKJ22_RS00850
OG0000425	EHI52_RS00860	ABKJ22_RS00840
OG0000426	EHI52_RS00865	ABKJ22_RS00835
OG0000427	EHI52_RS00890	ABKJ22_RS00810
OG0000428	EHI52_RS00915	ABKJ22_RS00785
OG0000429	EHI52_RS01080	ABKJ22_RS00670
OG0000430	EHI52_RS01125	ABKJ22_RS00625
OG0000431	EHI52_RS01135	ABKJ22_RS00615
OG0000432	EHI52_RS01170	ABKJ22_RS01115
OG0000433	EHI52_RS01185	ABKJ22_RS01130
OG0000434	EHI52_RS01190	ABKJ22_RS01135
OG0000435	EHI52_RS01205	ABKJ22_RS01150
OG0000436	EHI52_RS01235	ABKJ22_RS01175
OG0000437	EHI52_RS01245	ABKJ22_RS01185
OG0000438	EHI52_RS01250	ABKJ22_RS01190
OG0000439	EHI52_RS01255	ABKJ22_RS01195
OG0000440	EHI52_RS02945	ABKJ22_RS02895
OG0000441	EHI52_RS02985	ABKJ22_RS02935
OG0000442	EHI52_RS00145	ABKJ22_RS00140
OG0000443	EHI52_RS00195	ABKJ22_RS00185
OG0000444	EHI52_RS00210	ABKJ22_RS00200
OG0000445	EHI52_RS00235	ABKJ22_RS00225
OG0000446	EHI52_RS00265	ABKJ22_RS00250
OG0000447	EHI52_RS00270	ABKJ22_RS00255
OG0000448	EHI52_RS00300	ABKJ22_RS00285
OG0000449	EHI52_RS00325	ABKJ22_RS00310
OG0000450	EHI52_RS00335	ABKJ22_RS00320
OG0000451	EHI52_RS00380	ABKJ22_RS00360
OG0000452	EHI52_RS00405	ABKJ22_RS00385
OG0000453	EHI52_RS00440	ABKJ22_RS00420
OG0000455	EHI52_RS03510	ABKJ22_RS03395
OG0000456	EHI52_RS03390	ABKJ22_RS03275
OG0000457	EHI52_RS03365	ABKJ22_RS03250
OG0000458	EHI52_RS02510	ABKJ22_RS02460
OG0000459	EHI52_RS02535	ABKJ22_RS02485
OG0000460	EHI52_RS02545	ABKJ22_RS02495
OG0000461	EHI52_RS02590	ABKJ22_RS02540
OG0000462	EHI52_RS02585	ABKJ22_RS02535
OG0000463	EHI52_RS02580	ABKJ22_RS02530
OG0000464	EHI52_RS02575	ABKJ22_RS02525
OG0000465	EHI52_RS02570	ABKJ22_RS02520
