Orthogroup	MHP_F72C_genes	MHP_116_genes
OG0000036	EHI52_RS00130	ABJ972_RS00115
OG0000037	EHI52_RS01640	ABJ972_RS01560
OG0000037	EHI52_RS01645	ABJ972_RS01565
OG0000039	EHI52_RS01675	ABJ972_RS01595
OG0000040	EHI52_RS03295	ABJ972_RS03190
OG0000041	EHI52_RS03655	ABJ972_RS01175, ABJ972_RS01000
OG0000042	EHI52_RS02930	ABJ972_RS02860
OG0000043	EHI52_RS02020	ABJ972_RS01880
OG0000044	EHI52_RS03910	ABJ972_RS01650
OG0000045	EHI52_RS01680	ABJ972_RS01600
OG0000046	EHI52_RS03305	ABJ972_RS03200
OG0000048	EHI52_RS01840	ABJ972_RS02065
OG0000049	EHI52_RS03065	ABJ972_RS02960
OG0000050	EHI52_RS02450	ABJ972_RS02390
OG0000051	EHI52_RS02650	ABJ972_RS02590
OG0000052	EHI52_RS00075	ABJ972_RS00075
OG0000053	EHI52_RS01510	ABJ972_RS01435
OG0000054	EHI52_RS02475	ABJ972_RS02415
OG0000055	EHI52_RS00135	ABJ972_RS00120
OG0000056	EHI52_RS03530	ABJ972_RS03435
OG0000057	EHI52_RS02915	ABJ972_RS02845
OG0000060	EHI52_RS00080	ABJ972_RS00080, ABJ972_RS01185
OG0000061	EHI52_RS02075	ABJ972_RS01835
OG0000062	EHI52_RS03585	ABJ972_RS03485, ABJ972_RS03515
OG0000063	EHI52_RS03580	ABJ972_RS03510, ABJ972_RS03480
OG0000064	EHI52_RS03570	ABJ972_RS03470
OG0000065	EHI52_RS02260	ABJ972_RS02200
OG0000066	EHI52_RS01415	ABJ972_RS01340
OG0000067	EHI52_RS00540	ABJ972_RS00510
OG0000068	EHI52_RS00660	ABJ972_RS01025
OG0000069	EHI52_RS02805	ABJ972_RS02740
OG0000070	EHI52_RS02480	ABJ972_RS02420
OG0000071	EHI52_RS03285	ABJ972_RS03180
OG0000072	EHI52_RS03290	ABJ972_RS03185
OG0000073	EHI52_RS00705	ABJ972_RS00965
OG0000074	EHI52_RS00900	ABJ972_RS00765
OG0000075	EHI52_RS00355	ABJ972_RS00325
OG0000076	EHI52_RS00370	ABJ972_RS00340
OG0000077	EHI52_RS00460	ABJ972_RS00425
OG0000078	EHI52_RS01735	ABJ972_RS01655
OG0000079	EHI52_RS02555	ABJ972_RS02495
OG0000080	EHI52_RS03675	ABJ972_RS02540
OG0000081	EHI52_RS00350	ABJ972_RS00320
OG0000082	EHI52_RS02405	ABJ972_RS02345
OG0000083	EHI52_RS01915	ABJ972_RS01985
OG0000084	EHI52_RS01890	ABJ972_RS02015
OG0000085	EHI52_RS01885	ABJ972_RS02020
OG0000086	EHI52_RS01875	ABJ972_RS02030
OG0000087	EHI52_RS01860	ABJ972_RS02045
OG0000088	EHI52_RS01855	ABJ972_RS02050
OG0000089	EHI52_RS01845	ABJ972_RS02060
OG0000090	EHI52_RS00070	ABJ972_RS00070
OG0000091	EHI52_RS00055	ABJ972_RS00055
OG0000092	EHI52_RS00040	ABJ972_RS00040
OG0000093	EHI52_RS00035	ABJ972_RS00035
OG0000094	EHI52_RS00030	ABJ972_RS00030
OG0000095	EHI52_RS00005	ABJ972_RS00005
OG0000096	EHI52_RS03620	ABJ972_RS03550
OG0000097	EHI52_RS03600	ABJ972_RS03530
OG0000098	EHI52_RS03590	ABJ972_RS03490, ABJ972_RS03520
OG0000099	EHI52_RS03540	ABJ972_RS03440
OG0000100	EHI52_RS03520	ABJ972_RS03425
OG0000101	EHI52_RS03515	ABJ972_RS03420
OG0000102	EHI52_RS01760	ABJ972_RS01680
OG0000103	EHI52_RS02225	ABJ972_RS02165
OG0000104	EHI52_RS02230	ABJ972_RS02170
OG0000105	EHI52_RS02245	ABJ972_RS02185
OG0000106	EHI52_RS02255	ABJ972_RS02195
OG0000107	EHI52_RS02265	ABJ972_RS02205
OG0000108	EHI52_RS02270	ABJ972_RS02210
OG0000109	EHI52_RS02275	ABJ972_RS02215
OG0000110	EHI52_RS02395	ABJ972_RS02335
OG0000111	EHI52_RS02390	ABJ972_RS02330
OG0000112	EHI52_RS02380	ABJ972_RS02320
OG0000113	EHI52_RS02360	ABJ972_RS02300
OG0000114	EHI52_RS02350	ABJ972_RS02290
OG0000115	EHI52_RS02335	ABJ972_RS02280
OG0000116	EHI52_RS01360	ABJ972_RS01285
OG0000117	EHI52_RS01365	ABJ972_RS01290
OG0000118	EHI52_RS01400	ABJ972_RS01325
OG0000119	EHI52_RS01405	ABJ972_RS01330
OG0000120	EHI52_RS01420	ABJ972_RS01345
OG0000121	EHI52_RS01445	ABJ972_RS01370
OG0000122	EHI52_RS01450	ABJ972_RS01375
OG0000123	EHI52_RS01470	ABJ972_RS01395
OG0000124	EHI52_RS01475	ABJ972_RS01400
OG0000125	EHI52_RS01480	ABJ972_RS01405
OG0000126	EHI52_RS01490	ABJ972_RS01415
OG0000127	EHI52_RS01500	ABJ972_RS01425
OG0000128	EHI52_RS01515	ABJ972_RS01440
OG0000129	EHI52_RS01520	ABJ972_RS01445
OG0000130	EHI52_RS01530	ABJ972_RS01455
OG0000131	EHI52_RS01560	ABJ972_RS01485
OG0000132	EHI52_RS01575	ABJ972_RS01500
OG0000133	EHI52_RS00545	ABJ972_RS00515
OG0000134	EHI52_RS00550	ABJ972_RS00520
OG0000135	EHI52_RS00565	ABJ972_RS00535
OG0000136	EHI52_RS00570	ABJ972_RS00540
OG0000137	EHI52_RS00600	ABJ972_RS00570
OG0000138	EHI52_RS00635	ABJ972_RS01050
OG0000139	EHI52_RS00665	ABJ972_RS01020
OG0000140	EHI52_RS00670	ABJ972_RS01015
OG0000141	EHI52_RS02925	ABJ972_RS02855
OG0000142	EHI52_RS02920	ABJ972_RS02850
OG0000143	EHI52_RS02895	ABJ972_RS02830
OG0000144	EHI52_RS02885	ABJ972_RS02820
OG0000145	EHI52_RS02875	ABJ972_RS02810
OG0000146	EHI52_RS02865	ABJ972_RS02800
OG0000147	EHI52_RS02860	ABJ972_RS02795
OG0000148	EHI52_RS02845	ABJ972_RS02780
OG0000149	EHI52_RS02835	ABJ972_RS02770
OG0000150	EHI52_RS02820	ABJ972_RS02755
OG0000151	EHI52_RS02775	ABJ972_RS02705
OG0000152	EHI52_RS02770	ABJ972_RS02700
OG0000153	EHI52_RS02765	ABJ972_RS02695
OG0000154	EHI52_RS02755	ABJ972_RS02685
OG0000155	EHI52_RS02715	ABJ972_RS02650
OG0000156	EHI52_RS02705	ABJ972_RS02645
OG0000157	EHI52_RS02700	ABJ972_RS02635
OG0000158	EHI52_RS03885	ABJ972_RS02625
OG0000159	EHI52_RS03925	ABJ972_RS02405
OG0000160	EHI52_RS02460	ABJ972_RS02400
OG0000161	EHI52_RS02455	ABJ972_RS02395
OG0000162	EHI52_RS02445	ABJ972_RS02385
OG0000163	EHI52_RS02440	ABJ972_RS02380
OG0000164	EHI52_RS01665	ABJ972_RS01585
OG0000165	EHI52_RS01995	ABJ972_RS01905
OG0000166	EHI52_RS01975	ABJ972_RS01925
OG0000167	EHI52_RS01960	ABJ972_RS01940
OG0000168	EHI52_RS01955	ABJ972_RS01945
OG0000169	EHI52_RS03055	ABJ972_RS02955
OG0000170	EHI52_RS03075	ABJ972_RS02970
OG0000171	EHI52_RS03085	ABJ972_RS02980
OG0000172	EHI52_RS03095	ABJ972_RS02985
OG0000173	EHI52_RS03100	ABJ972_RS02990
OG0000174	EHI52_RS03105	ABJ972_RS02995
OG0000175	EHI52_RS03120	ABJ972_RS03010
OG0000176	EHI52_RS03170	ABJ972_RS03055
OG0000177	EHI52_RS03175	ABJ972_RS03060
OG0000178	EHI52_RS03180	ABJ972_RS03065
OG0000179	EHI52_RS03190	ABJ972_RS03075
OG0000180	EHI52_RS03195	ABJ972_RS03080
OG0000181	EHI52_RS03235	ABJ972_RS03130
OG0000182	EHI52_RS03245	ABJ972_RS03140
OG0000183	EHI52_RS03280	ABJ972_RS03175
OG0000184	EHI52_RS03325	ABJ972_RS03220
OG0000185	EHI52_RS03310	ABJ972_RS03205
OG0000186	EHI52_RS01585	ABJ972_RS01510
OG0000187	EHI52_RS01600	ABJ972_RS01525
OG0000188	EHI52_RS01610	ABJ972_RS01535
OG0000189	EHI52_RS02310	ABJ972_RS02250
OG0000190	EHI52_RS02305	ABJ972_RS02245
OG0000191	EHI52_RS02285	ABJ972_RS02225
OG0000192	EHI52_RS01280	ABJ972_RS01205
OG0000193	EHI52_RS01270	ABJ972_RS01195
OG0000194	EHI52_RS00690	ABJ972_RS00980
OG0000195	EHI52_RS00695	ABJ972_RS00975
OG0000196	EHI52_RS00715	ABJ972_RS00955
OG0000197	EHI52_RS00720	ABJ972_RS00950
OG0000198	EHI52_RS00735	ABJ972_RS00930
OG0000199	EHI52_RS00740	ABJ972_RS00925
OG0000200	EHI52_RS00755	ABJ972_RS00910
OG0000201	EHI52_RS00765	ABJ972_RS00900
OG0000202	EHI52_RS00820	ABJ972_RS00845
OG0000203	EHI52_RS00825	ABJ972_RS00840
OG0000204	EHI52_RS00830	ABJ972_RS00835
OG0000205	EHI52_RS00835	ABJ972_RS00830
OG0000206	EHI52_RS00855	ABJ972_RS00810
OG0000207	EHI52_RS00870	ABJ972_RS00795
OG0000208	EHI52_RS00875	ABJ972_RS00790
OG0000209	EHI52_RS00880	ABJ972_RS00785
OG0000210	EHI52_RS00925	ABJ972_RS00740
OG0000211	EHI52_RS01005	ABJ972_RS00730
OG0000212	EHI52_RS01015	ABJ972_RS00720
OG0000213	EHI52_RS01020	ABJ972_RS00715
OG0000214	EHI52_RS01025	ABJ972_RS00710
OG0000215	EHI52_RS01030	ABJ972_RS00705
OG0000216	EHI52_RS01035	ABJ972_RS00700
OG0000217	EHI52_RS01040	ABJ972_RS00695
OG0000218	EHI52_RS01050	ABJ972_RS00685
OG0000219	EHI52_RS01055	ABJ972_RS00680
OG0000220	EHI52_RS01060	ABJ972_RS00675
OG0000221	EHI52_RS01065	ABJ972_RS00670
OG0000222	EHI52_RS01070	ABJ972_RS00665
OG0000223	EHI52_RS01075	ABJ972_RS00660
OG0000224	EHI52_RS01085	ABJ972_RS00650
OG0000225	EHI52_RS01095	ABJ972_RS00640
OG0000226	EHI52_RS01100	ABJ972_RS00635
OG0000227	EHI52_RS01105	ABJ972_RS00630
OG0000228	EHI52_RS03905	ABJ972_RS00625
OG0000229	EHI52_RS01115	ABJ972_RS00620
OG0000230	EHI52_RS01120	ABJ972_RS00615
OG0000231	EHI52_RS01130	ABJ972_RS00605
OG0000232	EHI52_RS01140	ABJ972_RS00595
OG0000233	EHI52_RS01165	ABJ972_RS01080
OG0000234	EHI52_RS01200	ABJ972_RS01115
OG0000235	EHI52_RS01210	ABJ972_RS01125
OG0000236	EHI52_RS01215	ABJ972_RS01130
OG0000237	EHI52_RS01220	ABJ972_RS01135
OG0000238	EHI52_RS01230	ABJ972_RS01140
OG0000239	EHI52_RS02935	ABJ972_RS02865
OG0000240	EHI52_RS02940	ABJ972_RS02870
OG0000241	EHI52_RS02950	ABJ972_RS02880
OG0000242	EHI52_RS02955	ABJ972_RS02885
OG0000243	EHI52_RS02960	ABJ972_RS02890
OG0000244	EHI52_RS02970	ABJ972_RS02900
OG0000245	EHI52_RS02980	ABJ972_RS02910
OG0000246	EHI52_RS00140	ABJ972_RS00125
OG0000247	EHI52_RS00150	ABJ972_RS00135
OG0000248	EHI52_RS00160	ABJ972_RS00145
OG0000249	EHI52_RS00165	ABJ972_RS00150
OG0000250	EHI52_RS00180	ABJ972_RS00165
OG0000251	EHI52_RS00215	ABJ972_RS00195
OG0000252	EHI52_RS00225	ABJ972_RS00205
OG0000253	EHI52_RS00230	ABJ972_RS00210
OG0000254	EHI52_RS00240	ABJ972_RS00220
OG0000255	EHI52_RS00250	ABJ972_RS00225
OG0000256	EHI52_RS00255	ABJ972_RS00230
OG0000257	EHI52_RS00280	ABJ972_RS00255
OG0000258	EHI52_RS00290	ABJ972_RS00265
OG0000259	EHI52_RS00320	ABJ972_RS00295
OG0000260	EHI52_RS00330	ABJ972_RS00305
OG0000261	EHI52_RS00340	ABJ972_RS00315
OG0000262	EHI52_RS00360	ABJ972_RS00330
OG0000263	EHI52_RS00375	ABJ972_RS00345
OG0000264	EHI52_RS00390	ABJ972_RS00360
OG0000265	EHI52_RS00400	ABJ972_RS00370
OG0000266	EHI52_RS00415	ABJ972_RS00385
OG0000267	EHI52_RS00430	ABJ972_RS00400
OG0000268	EHI52_RS00435	ABJ972_RS00405
OG0000269	EHI52_RS00450	ABJ972_RS00420
OG0000270	EHI52_RS03490	ABJ972_RS03395
OG0000271	EHI52_RS03485	ABJ972_RS03390
OG0000272	EHI52_RS03480	ABJ972_RS03385
OG0000273	EHI52_RS03475	ABJ972_RS03380
OG0000274	EHI52_RS03455	ABJ972_RS03360
OG0000275	EHI52_RS03450	ABJ972_RS03355
OG0000276	EHI52_RS03445	ABJ972_RS03350
OG0000277	EHI52_RS03435	ABJ972_RS03340
OG0000278	EHI52_RS03430	ABJ972_RS03335
OG0000279	EHI52_RS03420	ABJ972_RS03325
OG0000280	EHI52_RS03415	ABJ972_RS03320
OG0000281	EHI52_RS03410	ABJ972_RS03315
OG0000282	EHI52_RS03385	ABJ972_RS03290
OG0000283	EHI52_RS03380	ABJ972_RS03285
OG0000284	EHI52_RS03375	ABJ972_RS03280
OG0000285	EHI52_RS03370	ABJ972_RS03275
OG0000286	EHI52_RS02425	ABJ972_RS02365
OG0000287	EHI52_RS02515	ABJ972_RS02455
OG0000288	EHI52_RS02525	ABJ972_RS02465
OG0000289	EHI52_RS02530	ABJ972_RS02470
OG0000290	EHI52_RS02640	ABJ972_RS02580
OG0000291	EHI52_RS02630	ABJ972_RS02570
OG0000292	EHI52_RS02625	ABJ972_RS02565
OG0000293	EHI52_RS02620	ABJ972_RS02560
OG0000294	EHI52_RS02610	ABJ972_RS02550
OG0000295	EHI52_RS02605	ABJ972_RS02545
OG0000296	EHI52_RS02565	ABJ972_RS02505
OG0000297	EHI52_RS02560	ABJ972_RS02500
OG0000298	EHI52_RS00175	ABJ972_RS00160
OG0000299	EHI52_RS00200	ABJ972_RS00180
OG0000300	EHI52_RS00385	ABJ972_RS00355
OG0000301	EHI52_RS00420	ABJ972_RS00390
OG0000302	EHI52_RS00425	ABJ972_RS00395
OG0000303	EHI52_RS00575	ABJ972_RS00545
OG0000304	EHI52_RS01145	ABJ972_RS00590
OG0000305	EHI52_RS02870	ABJ972_RS02805
OG0000306	EHI52_RS02795	ABJ972_RS02730
OG0000307	EHI52_RS02760	ABJ972_RS02690
OG0000308	EHI52_RS02660	ABJ972_RS02600
OG0000309	EHI52_RS02595	ABJ972_RS02535
OG0000310	EHI52_RS02520	ABJ972_RS02460
OG0000311	EHI52_RS02485	ABJ972_RS02425
OG0000312	EHI52_RS02470	ABJ972_RS02410
OG0000313	EHI52_RS01655	ABJ972_RS01575
OG0000314	EHI52_RS01980	ABJ972_RS01920
OG0000315	EHI52_RS01950	ABJ972_RS01950
OG0000316	EHI52_RS01940	ABJ972_RS01960
OG0000317	EHI52_RS01850	ABJ972_RS02055
OG0000318	EHI52_RS01935	ABJ972_RS01965
OG0000319	EHI52_RS02240	ABJ972_RS02180
OG0000320	EHI52_RS02370	ABJ972_RS02310
OG0000321	EHI52_RS01395	ABJ972_RS01320
OG0000322	EHI52_RS01440	ABJ972_RS01365
OG0000323	EHI52_RS01570	ABJ972_RS01495
OG0000324	EHI52_RS02280	ABJ972_RS02220
OG0000325	EHI52_RS00700	ABJ972_RS00970
OG0000326	EHI52_RS00795	ABJ972_RS00870
OG0000327	EHI52_RS00800	ABJ972_RS00865
OG0000328	EHI52_RS00885	ABJ972_RS00780
OG0000329	EHI52_RS00905	ABJ972_RS00760
OG0000330	EHI52_RS01175	ABJ972_RS01090
OG0000331	EHI52_RS02965	ABJ972_RS02895
OG0000332	EHI52_RS03130	ABJ972_RS03020
OG0000333	EHI52_RS03140	ABJ972_RS03030
OG0000334	EHI52_RS03240	ABJ972_RS03135
OG0000335	EHI52_RS03250	ABJ972_RS03145
OG0000336	EHI52_RS03400	ABJ972_RS03305
OG0000337	EHI52_RS03575	ABJ972_RS03505
OG0000338	EHI52_RS03615	ABJ972_RS03545
OG0000339	EHI52_RS02340	ABJ972_RS02285
OG0000340	EHI52_RS01375	ABJ972_RS01300
OG0000341	EHI52_RS02300	ABJ972_RS02240
OG0000342	EHI52_RS00730	ABJ972_RS00935
OG0000343	EHI52_RS03150	ABJ972_RS03040
OG0000344	EHI52_RS00590	ABJ972_RS00560
OG0000345	EHI52_RS01090	ABJ972_RS00645
OG0000346	EHI52_RS03405	ABJ972_RS03310
OG0000347	EHI52_RS01465	ABJ972_RS01390
OG0000348	EHI52_RS00805	ABJ972_RS00860
OG0000349	EHI52_RS03465	ABJ972_RS03370
OG0000350	EHI52_RS02750	ABJ972_RS02680
OG0000351	EHI52_RS00510	ABJ972_RS00480
OG0000352	EHI52_RS02000	ABJ972_RS01900
OG0000353	EHI52_RS01435	ABJ972_RS01360
OG0000354	EHI52_RS00650	ABJ972_RS01035
OG0000355	EHI52_RS02030	ABJ972_RS01875
OG0000356	EHI52_RS01945	ABJ972_RS01955
OG0000357	EHI52_RS03110	ABJ972_RS03000
OG0000358	EHI52_RS03115	ABJ972_RS03005
OG0000359	EHI52_RS00775	ABJ972_RS00890
OG0000360	EHI52_RS00285	ABJ972_RS00260
OG0000361	EHI52_RS00315	ABJ972_RS00290
OG0000362	EHI52_RS02540	ABJ972_RS02480
OG0000363	EHI52_RS01505	ABJ972_RS01430
OG0000364	EHI52_RS03790, EHI52_RS02055	ABJ972_RS01855
OG0000365	EHI52_RS01905	ABJ972_RS02005
OG0000366	EHI52_RS01880	ABJ972_RS02025
OG0000367	EHI52_RS01870	ABJ972_RS02035
OG0000368	EHI52_RS00060	ABJ972_RS00060
OG0000369	EHI52_RS00025	ABJ972_RS00025
OG0000370	EHI52_RS00020	ABJ972_RS00020
OG0000371	EHI52_RS00015	ABJ972_RS00015
OG0000372	EHI52_RS00010	ABJ972_RS00010
OG0000373	EHI52_RS03605	ABJ972_RS03535
OG0000374	EHI52_RS03595	ABJ972_RS03525
OG0000375	EHI52_RS02235	ABJ972_RS02175
OG0000376	EHI52_RS02385	ABJ972_RS02325
OG0000377	EHI52_RS02375	ABJ972_RS02315
OG0000378	EHI52_RS01355	ABJ972_RS01280
OG0000379	EHI52_RS01430	ABJ972_RS01355
OG0000380	EHI52_RS01455	ABJ972_RS01380
OG0000381	EHI52_RS01495	ABJ972_RS01420
OG0000382	EHI52_RS01525	ABJ972_RS01450
OG0000383	EHI52_RS01565	ABJ972_RS01490
OG0000384	EHI52_RS00530	ABJ972_RS00500
OG0000385	EHI52_RS00535	ABJ972_RS00505
OG0000386	EHI52_RS00555	ABJ972_RS00525
OG0000387	EHI52_RS00580	ABJ972_RS00550
OG0000388	EHI52_RS00585	ABJ972_RS00555
OG0000389	EHI52_RS00630	ABJ972_RS01055
OG0000390	EHI52_RS02890	ABJ972_RS02825
OG0000391	EHI52_RS02880	ABJ972_RS02815
OG0000392	EHI52_RS02855	ABJ972_RS02790
OG0000393	EHI52_RS02800	ABJ972_RS02735
OG0000394	EHI52_RS02725	ABJ972_RS02660
OG0000395	EHI52_RS02720	ABJ972_RS02655
OG0000396	EHI52_RS02430	ABJ972_RS02370
OG0000397	EHI52_RS02015	ABJ972_RS01885
OG0000398	EHI52_RS02010	ABJ972_RS01890
OG0000399	EHI52_RS01965	ABJ972_RS01935
OG0000400	EHI52_RS03070	ABJ972_RS02965
OG0000401	EHI52_RS03135	ABJ972_RS03025
OG0000402	EHI52_RS03145	ABJ972_RS03035
OG0000403	EHI52_RS03155	ABJ972_RS03045
OG0000404	EHI52_RS03185	ABJ972_RS03070
OG0000405	EHI52_RS03200	ABJ972_RS03090
OG0000406	EHI52_RS03255	ABJ972_RS03150
OG0000407	EHI52_RS03260	ABJ972_RS03155
OG0000408	EHI52_RS03265	ABJ972_RS03160
OG0000409	EHI52_RS03270	ABJ972_RS03165
OG0000410	EHI52_RS03330	ABJ972_RS03225
OG0000411	EHI52_RS03320	ABJ972_RS03215
OG0000412	EHI52_RS03315	ABJ972_RS03210
OG0000413	EHI52_RS01580	ABJ972_RS01505
OG0000414	EHI52_RS01590	ABJ972_RS01515
OG0000415	EHI52_RS01595	ABJ972_RS01520
OG0000416	EHI52_RS01605	ABJ972_RS01530
OG0000417	EHI52_RS02295	ABJ972_RS02235
OG0000418	EHI52_RS02290	ABJ972_RS02230
OG0000419	EHI52_RS00710	ABJ972_RS00960
OG0000420	EHI52_RS00745	ABJ972_RS00920
OG0000421	EHI52_RS00780	ABJ972_RS00885
OG0000422	EHI52_RS00790	ABJ972_RS00875
OG0000423	EHI52_RS00845	ABJ972_RS00820
OG0000424	EHI52_RS00850	ABJ972_RS00815
OG0000425	EHI52_RS00860	ABJ972_RS00805
OG0000426	EHI52_RS00865	ABJ972_RS00800
OG0000427	EHI52_RS00890	ABJ972_RS00775
OG0000428	EHI52_RS00915	ABJ972_RS00750
OG0000429	EHI52_RS01080	ABJ972_RS00655
OG0000430	EHI52_RS01125	ABJ972_RS00610
OG0000431	EHI52_RS01135	ABJ972_RS00600
OG0000432	EHI52_RS01170	ABJ972_RS01085
OG0000433	EHI52_RS01185	ABJ972_RS01100
OG0000434	EHI52_RS01190	ABJ972_RS01105
OG0000435	EHI52_RS01205	ABJ972_RS01120
OG0000436	EHI52_RS01235	ABJ972_RS01145
OG0000437	EHI52_RS01245	ABJ972_RS01155
OG0000438	EHI52_RS01250	ABJ972_RS01160
OG0000439	EHI52_RS01255	ABJ972_RS01165
OG0000440	EHI52_RS02945	ABJ972_RS02875
OG0000441	EHI52_RS02985	ABJ972_RS02915
OG0000442	EHI52_RS00145	ABJ972_RS00130
OG0000443	EHI52_RS00195	ABJ972_RS00175
OG0000444	EHI52_RS00210	ABJ972_RS00190
OG0000445	EHI52_RS00235	ABJ972_RS00215
OG0000446	EHI52_RS00265	ABJ972_RS00240
OG0000447	EHI52_RS00270	ABJ972_RS00245
OG0000448	EHI52_RS00300	ABJ972_RS00275
OG0000449	EHI52_RS00325	ABJ972_RS00300
OG0000450	EHI52_RS00335	ABJ972_RS00310
OG0000451	EHI52_RS00380	ABJ972_RS00350
OG0000452	EHI52_RS00405	ABJ972_RS00375
OG0000453	EHI52_RS00440	ABJ972_RS00410
OG0000455	EHI52_RS03510	ABJ972_RS03415
OG0000456	EHI52_RS03390	ABJ972_RS03295
OG0000457	EHI52_RS03365	ABJ972_RS03270
OG0000458	EHI52_RS02510	ABJ972_RS02450
OG0000459	EHI52_RS02535	ABJ972_RS02475
OG0000460	EHI52_RS02545	ABJ972_RS02485
OG0000461	EHI52_RS02590	ABJ972_RS02530
OG0000462	EHI52_RS02585	ABJ972_RS02525
OG0000463	EHI52_RS02580	ABJ972_RS02520
OG0000464	EHI52_RS02575	ABJ972_RS02515
OG0000465	EHI52_RS02570	ABJ972_RS02510
OG0000466	EHI52_RS00410	ABJ972_RS00380
OG0000467	EHI52_RS02670	ABJ972_RS02610
OG0000468	EHI52_RS01970	ABJ972_RS01930
OG0000469	EHI52_RS01910	ABJ972_RS01990
OG0000470	EHI52_RS03650	ABJ972_RS00825
OG0000471	EHI52_RS00920	ABJ972_RS00745
OG0000472	EHI52_RS03340	ABJ972_RS03235
OG0000473	EHI52_RS03495	ABJ972_RS03400
OG0000474	EHI52_RS03500	ABJ972_RS03405
OG0000475	EHI52_RS03505	ABJ972_RS03410
OG0000476	EHI52_RS01615	ABJ972_RS01540
OG0000477	EHI52_RS02615	ABJ972_RS02555
OG0000478	EHI52_RS03440	ABJ972_RS03345
OG0000479	EHI52_RS01390	ABJ972_RS01315
OG0000480	EHI52_RS03665	ABJ972_RS01995
OG0000481	EHI52_RS00815	ABJ972_RS00850
OG0000482	EHI52_RS01275	ABJ972_RS01200
