Orthogroup	MHP_F72C_genes	MHP_7448_genes
OG0000159	EHI52_RS03925	MHP7448_RS02485
OG0000160	EHI52_RS02460	MHP7448_RS02480
OG0000161	EHI52_RS02455	MHP7448_RS02475
OG0000162	EHI52_RS02445	MHP7448_RS02465
OG0000163	EHI52_RS02440	MHP7448_RS02460
OG0000164	EHI52_RS01665	MHP7448_RS01625
OG0000165	EHI52_RS01995	MHP7448_RS01960
OG0000166	EHI52_RS01975	MHP7448_RS01980
OG0000167	EHI52_RS01960	MHP7448_RS01995
OG0000168	EHI52_RS01955	MHP7448_RS02000
OG0000169	EHI52_RS03055	MHP7448_RS03080
OG0000170	EHI52_RS03075	MHP7448_RS03095
OG0000171	EHI52_RS03085	MHP7448_RS03105
OG0000172	EHI52_RS03095	MHP7448_RS03115
OG0000173	EHI52_RS03100	MHP7448_RS03120
OG0000174	EHI52_RS03105	MHP7448_RS03125
OG0000175	EHI52_RS03120	MHP7448_RS03140
OG0000176	EHI52_RS03170	MHP7448_RS03190
OG0000177	EHI52_RS03175	MHP7448_RS03195
OG0000178	EHI52_RS03180	MHP7448_RS03200
OG0000179	EHI52_RS03190	MHP7448_RS03210
OG0000180	EHI52_RS03195	MHP7448_RS03215
OG0000181	EHI52_RS03235	MHP7448_RS03255
OG0000182	EHI52_RS03245	MHP7448_RS03265
OG0000183	EHI52_RS03280	MHP7448_RS03300
OG0000184	EHI52_RS03325	MHP7448_RS03345
OG0000185	EHI52_RS03310	MHP7448_RS03330
OG0000186	EHI52_RS01585	MHP7448_RS01540
OG0000187	EHI52_RS01600	MHP7448_RS01555
OG0000188	EHI52_RS01610	MHP7448_RS01565
OG0000189	EHI52_RS02310	MHP7448_RS02230
OG0000190	EHI52_RS02305	MHP7448_RS02225
OG0000191	EHI52_RS02285	MHP7448_RS02205
OG0000192	EHI52_RS01280	MHP7448_RS01230
OG0000193	EHI52_RS01270	MHP7448_RS01210
OG0000194	EHI52_RS00690	MHP7448_RS00700
OG0000195	EHI52_RS00695	MHP7448_RS00705
OG0000196	EHI52_RS00715	MHP7448_RS00725
OG0000197	EHI52_RS00720	MHP7448_RS00730
OG0000198	EHI52_RS00735	MHP7448_RS00745
OG0000199	EHI52_RS00740	MHP7448_RS00750
OG0000200	EHI52_RS00755	MHP7448_RS00760
OG0000201	EHI52_RS00765	MHP7448_RS00770
OG0000202	EHI52_RS00820	MHP7448_RS00825
OG0000203	EHI52_RS00825	MHP7448_RS00830
OG0000204	EHI52_RS00830	MHP7448_RS00835
OG0000205	EHI52_RS00835	MHP7448_RS00840
OG0000206	EHI52_RS00855	MHP7448_RS00860
OG0000207	EHI52_RS00870	MHP7448_RS00875
OG0000208	EHI52_RS00875	MHP7448_RS00880
OG0000209	EHI52_RS00880	MHP7448_RS00885
OG0000210	EHI52_RS00925	MHP7448_RS00930
OG0000211	EHI52_RS01005	MHP7448_RS00940
OG0000212	EHI52_RS01015	MHP7448_RS00950
OG0000213	EHI52_RS01020	MHP7448_RS00955
OG0000214	EHI52_RS01025	MHP7448_RS00960
OG0000215	EHI52_RS01030	MHP7448_RS00965
OG0000216	EHI52_RS01035	MHP7448_RS00970
OG0000217	EHI52_RS01040	MHP7448_RS00975
OG0000218	EHI52_RS01050	MHP7448_RS00985
OG0000219	EHI52_RS01055	MHP7448_RS00990
OG0000220	EHI52_RS01060	MHP7448_RS00995
OG0000221	EHI52_RS01065	MHP7448_RS01000
OG0000222	EHI52_RS01070	MHP7448_RS01005
OG0000223	EHI52_RS01075	MHP7448_RS01010
OG0000224	EHI52_RS01085	MHP7448_RS01020
OG0000225	EHI52_RS01095	MHP7448_RS01030
OG0000226	EHI52_RS01100	MHP7448_RS01035
OG0000227	EHI52_RS01105	MHP7448_RS01040
OG0000228	EHI52_RS03905	MHP7448_RS04115
OG0000229	EHI52_RS01115	MHP7448_RS01050
OG0000230	EHI52_RS01120	MHP7448_RS01055
OG0000231	EHI52_RS01130	MHP7448_RS01065
OG0000232	EHI52_RS01140	MHP7448_RS01075
OG0000233	EHI52_RS01165	MHP7448_RS01095
OG0000234	EHI52_RS01200	MHP7448_RS01130
OG0000235	EHI52_RS01210	MHP7448_RS01140
OG0000236	EHI52_RS01215	MHP7448_RS01145
OG0000237	EHI52_RS01220	MHP7448_RS01150
OG0000238	EHI52_RS01230	MHP7448_RS01160
OG0000239	EHI52_RS02935	MHP7448_RS02970
OG0000240	EHI52_RS02940	MHP7448_RS02975
OG0000241	EHI52_RS02950	MHP7448_RS02985
OG0000242	EHI52_RS02955	MHP7448_RS02990
OG0000243	EHI52_RS02960	MHP7448_RS02995
OG0000244	EHI52_RS02970	MHP7448_RS03005
OG0000245	EHI52_RS02980	MHP7448_RS04055
OG0000246	EHI52_RS00140	MHP7448_RS00140
OG0000247	EHI52_RS00150	MHP7448_RS00150
OG0000248	EHI52_RS00160	MHP7448_RS00160
OG0000249	EHI52_RS00165	MHP7448_RS00165
OG0000250	EHI52_RS00180	MHP7448_RS00180
OG0000251	EHI52_RS00215	MHP7448_RS00205
OG0000252	EHI52_RS00225	MHP7448_RS00215
OG0000253	EHI52_RS00230	MHP7448_RS00220
OG0000254	EHI52_RS00240	MHP7448_RS00230
OG0000255	EHI52_RS00250	MHP7448_RS00240
OG0000256	EHI52_RS00255	MHP7448_RS00245
OG0000257	EHI52_RS00280	MHP7448_RS00270
OG0000258	EHI52_RS00290	MHP7448_RS00280
OG0000259	EHI52_RS00320	MHP7448_RS00310
OG0000260	EHI52_RS00330	MHP7448_RS00320
OG0000261	EHI52_RS00340	MHP7448_RS00330
OG0000262	EHI52_RS00360	MHP7448_RS00345
OG0000263	EHI52_RS00375	MHP7448_RS00360
OG0000264	EHI52_RS00390	MHP7448_RS00375
OG0000265	EHI52_RS00400	MHP7448_RS00385
OG0000266	EHI52_RS00415	MHP7448_RS00400
OG0000267	EHI52_RS00430	MHP7448_RS00415
OG0000268	EHI52_RS00435	MHP7448_RS00420
OG0000269	EHI52_RS00450	MHP7448_RS00435
OG0000270	EHI52_RS03490	MHP7448_RS03525
OG0000271	EHI52_RS03485	MHP7448_RS03520
OG0000272	EHI52_RS03480	MHP7448_RS03515
OG0000273	EHI52_RS03475	MHP7448_RS03510
OG0000274	EHI52_RS03455	MHP7448_RS03490
OG0000275	EHI52_RS03450	MHP7448_RS03485
OG0000276	EHI52_RS03445	MHP7448_RS03480
OG0000277	EHI52_RS03435	MHP7448_RS03470
OG0000278	EHI52_RS03430	MHP7448_RS03465
OG0000279	EHI52_RS03420	MHP7448_RS03455
OG0000280	EHI52_RS03415	MHP7448_RS03450
OG0000281	EHI52_RS03410	MHP7448_RS03795
OG0000282	EHI52_RS03385	MHP7448_RS03420
OG0000283	EHI52_RS03380	MHP7448_RS03415
OG0000284	EHI52_RS03375	MHP7448_RS03410
OG0000285	EHI52_RS03370	MHP7448_RS03405
OG0000286	EHI52_RS02425	MHP7448_RS02445
OG0000287	EHI52_RS02515	MHP7448_RS02540
OG0000288	EHI52_RS02525	MHP7448_RS02550
OG0000289	EHI52_RS02530	MHP7448_RS02555
OG0000290	EHI52_RS02640	MHP7448_RS02665
OG0000291	EHI52_RS02630	MHP7448_RS02655
OG0000292	EHI52_RS02625	MHP7448_RS02650
OG0000293	EHI52_RS02620	MHP7448_RS02645
OG0000294	EHI52_RS02610	MHP7448_RS02635
OG0000295	EHI52_RS02605	MHP7448_RS02630
OG0000296	EHI52_RS02565	MHP7448_RS02590
OG0000297	EHI52_RS02560	MHP7448_RS02585
OG0000298	EHI52_RS00175	MHP7448_RS00175
OG0000299	EHI52_RS00200	MHP7448_RS03685
OG0000300	EHI52_RS00385	MHP7448_RS00370
OG0000301	EHI52_RS00420	MHP7448_RS00405
OG0000302	EHI52_RS00425	MHP7448_RS00410
OG0000303	EHI52_RS00575	MHP7448_RS00560
OG0000304	EHI52_RS01145	MHP7448_RS01080
OG0000305	EHI52_RS02870	MHP7448_RS02905
OG0000306	EHI52_RS02795	MHP7448_RS02825
OG0000307	EHI52_RS02760	MHP7448_RS02790
OG0000308	EHI52_RS02660	MHP7448_RS02685
OG0000309	EHI52_RS02595	MHP7448_RS02620
OG0000310	EHI52_RS02520	MHP7448_RS02545
OG0000311	EHI52_RS02485	MHP7448_RS02505
OG0000312	EHI52_RS02470	MHP7448_RS02490
OG0000313	EHI52_RS01655	MHP7448_RS01615
OG0000314	EHI52_RS01980	MHP7448_RS01975
OG0000315	EHI52_RS01950	MHP7448_RS02005
OG0000316	EHI52_RS01940	MHP7448_RS02015
OG0000317	EHI52_RS01850	MHP7448_RS02105
OG0000318	EHI52_RS01935	MHP7448_RS02020
OG0000319	EHI52_RS02240	MHP7448_RS02160
OG0000320	EHI52_RS02370	MHP7448_RS02385
OG0000321	EHI52_RS01395	MHP7448_RS01350
OG0000322	EHI52_RS01440	MHP7448_RS01395
OG0000323	EHI52_RS01570	MHP7448_RS01525
OG0000324	EHI52_RS02280	MHP7448_RS02200
OG0000325	EHI52_RS00700	MHP7448_RS00710
OG0000326	EHI52_RS00795	MHP7448_RS00800
OG0000327	EHI52_RS00800	MHP7448_RS00805
OG0000328	EHI52_RS00885	MHP7448_RS00890
OG0000329	EHI52_RS00905	MHP7448_RS00910
OG0000330	EHI52_RS01175	MHP7448_RS01105
OG0000331	EHI52_RS02965	MHP7448_RS03000
OG0000332	EHI52_RS03130	MHP7448_RS03150
OG0000333	EHI52_RS03140	MHP7448_RS03160
OG0000334	EHI52_RS03240	MHP7448_RS03260
OG0000335	EHI52_RS03250	MHP7448_RS03270
OG0000336	EHI52_RS03400	MHP7448_RS03440
OG0000337	EHI52_RS03575	MHP7448_RS03605
OG0000338	EHI52_RS03615	MHP7448_RS03650
OG0000339	EHI52_RS02340	MHP7448_RS02360
OG0000340	EHI52_RS01375	MHP7448_RS01330
OG0000341	EHI52_RS02300	MHP7448_RS02220
OG0000342	EHI52_RS00730	MHP7448_RS00740
OG0000343	EHI52_RS03150	MHP7448_RS03170
OG0000344	EHI52_RS00590	MHP7448_RS00575
OG0000345	EHI52_RS01090	MHP7448_RS01025
OG0000346	EHI52_RS03405	MHP7448_RS04140
OG0000347	EHI52_RS01465	MHP7448_RS01420
OG0000348	EHI52_RS00805	MHP7448_RS00810
OG0000349	EHI52_RS03465	MHP7448_RS03500
OG0000350	EHI52_RS02750	MHP7448_RS03675
OG0000351	EHI52_RS00510	MHP7448_RS00495
OG0000352	EHI52_RS02000	MHP7448_RS01955
OG0000353	EHI52_RS01435	MHP7448_RS01390
OG0000354	EHI52_RS00650	MHP7448_RS00645
OG0000355	EHI52_RS02030	MHP7448_RS01925
OG0000356	EHI52_RS01945	MHP7448_RS02010
OG0000357	EHI52_RS03110	MHP7448_RS03130
OG0000358	EHI52_RS03115	MHP7448_RS03135
OG0000359	EHI52_RS00775	MHP7448_RS00780
OG0000360	EHI52_RS00285	MHP7448_RS00275
OG0000361	EHI52_RS00315	MHP7448_RS00305
OG0000362	EHI52_RS02540	MHP7448_RS02565
OG0000363	EHI52_RS01505	MHP7448_RS01460
OG0000364	EHI52_RS03790, EHI52_RS02055	MHP7448_RS01905
OG0000365	EHI52_RS01905	MHP7448_RS02050
OG0000366	EHI52_RS01880	MHP7448_RS02075
OG0000367	EHI52_RS01870	MHP7448_RS02085
OG0000368	EHI52_RS00060	MHP7448_RS00060
OG0000369	EHI52_RS00025	MHP7448_RS00025
OG0000370	EHI52_RS00020	MHP7448_RS00020
OG0000371	EHI52_RS00015	MHP7448_RS00015
OG0000372	EHI52_RS00010	MHP7448_RS00010
OG0000373	EHI52_RS03605	MHP7448_RS03640
OG0000374	EHI52_RS03595	MHP7448_RS03625
OG0000375	EHI52_RS02235	MHP7448_RS02155
OG0000376	EHI52_RS02385	MHP7448_RS02400
OG0000377	EHI52_RS02375	MHP7448_RS02390
OG0000378	EHI52_RS01355	MHP7448_RS01310
OG0000379	EHI52_RS01430	MHP7448_RS01385
OG0000380	EHI52_RS01455	MHP7448_RS01410
OG0000381	EHI52_RS01495	MHP7448_RS01450
OG0000382	EHI52_RS01525	MHP7448_RS01480
OG0000383	EHI52_RS01565	MHP7448_RS01520
OG0000384	EHI52_RS00530	MHP7448_RS00515
OG0000385	EHI52_RS00535	MHP7448_RS00520
OG0000386	EHI52_RS00555	MHP7448_RS00540
OG0000387	EHI52_RS00580	MHP7448_RS00565
OG0000388	EHI52_RS00585	MHP7448_RS00570
OG0000389	EHI52_RS00630	MHP7448_RS00615
OG0000390	EHI52_RS02890	MHP7448_RS02925
OG0000391	EHI52_RS02880	MHP7448_RS02915
OG0000392	EHI52_RS02855	MHP7448_RS02890
OG0000393	EHI52_RS02800	MHP7448_RS02830
OG0000394	EHI52_RS02725	MHP7448_RS02755
OG0000395	EHI52_RS02720	MHP7448_RS02750
OG0000396	EHI52_RS02430	MHP7448_RS02450
OG0000397	EHI52_RS02015	MHP7448_RS01940
OG0000398	EHI52_RS02010	MHP7448_RS01945
OG0000399	EHI52_RS01965	MHP7448_RS01990
OG0000400	EHI52_RS03070	MHP7448_RS03090
OG0000401	EHI52_RS03135	MHP7448_RS03155
OG0000402	EHI52_RS03145	MHP7448_RS03165
OG0000403	EHI52_RS03155	MHP7448_RS03175
OG0000404	EHI52_RS03185	MHP7448_RS03205
OG0000405	EHI52_RS03200	MHP7448_RS03220
OG0000406	EHI52_RS03255	MHP7448_RS03275
OG0000407	EHI52_RS03260	MHP7448_RS03280
OG0000408	EHI52_RS03265	MHP7448_RS03285
OG0000409	EHI52_RS03270	MHP7448_RS03290
OG0000410	EHI52_RS03330	MHP7448_RS03350
OG0000411	EHI52_RS03320	MHP7448_RS03340
OG0000412	EHI52_RS03315	MHP7448_RS03335
OG0000413	EHI52_RS01580	MHP7448_RS01535
OG0000414	EHI52_RS01590	MHP7448_RS01545
OG0000415	EHI52_RS01595	MHP7448_RS01550
OG0000416	EHI52_RS01605	MHP7448_RS01560
OG0000417	EHI52_RS02295	MHP7448_RS02215
OG0000418	EHI52_RS02290	MHP7448_RS02210
OG0000419	EHI52_RS00710	MHP7448_RS00720
OG0000420	EHI52_RS00745	MHP7448_RS00755
OG0000421	EHI52_RS00780	MHP7448_RS00785
OG0000422	EHI52_RS00790	MHP7448_RS00795
OG0000423	EHI52_RS00845	MHP7448_RS00850
OG0000424	EHI52_RS00850	MHP7448_RS00855
OG0000425	EHI52_RS00860	MHP7448_RS00865
OG0000426	EHI52_RS00865	MHP7448_RS00870
OG0000427	EHI52_RS00890	MHP7448_RS00895
OG0000428	EHI52_RS00915	MHP7448_RS00920
OG0000429	EHI52_RS01080	MHP7448_RS01015
OG0000430	EHI52_RS01125	MHP7448_RS01060
OG0000431	EHI52_RS01135	MHP7448_RS01070
OG0000432	EHI52_RS01170	MHP7448_RS01100
OG0000433	EHI52_RS01185	MHP7448_RS01115
OG0000434	EHI52_RS01190	MHP7448_RS01120
OG0000435	EHI52_RS01205	MHP7448_RS01135
OG0000436	EHI52_RS01235	MHP7448_RS01165
OG0000437	EHI52_RS01245	MHP7448_RS01175
OG0000438	EHI52_RS01250	MHP7448_RS01180
OG0000439	EHI52_RS01255	MHP7448_RS01185
OG0000440	EHI52_RS02945	MHP7448_RS02980
OG0000441	EHI52_RS02985	MHP7448_RS03020
OG0000442	EHI52_RS00145	MHP7448_RS00145
OG0000443	EHI52_RS00195	MHP7448_RS00190
OG0000444	EHI52_RS00210	MHP7448_RS00200
OG0000445	EHI52_RS00235	MHP7448_RS00225
OG0000446	EHI52_RS00265	MHP7448_RS00255
OG0000447	EHI52_RS00270	MHP7448_RS00260
OG0000448	EHI52_RS00300	MHP7448_RS00290
OG0000449	EHI52_RS00325	MHP7448_RS00315
OG0000450	EHI52_RS00335	MHP7448_RS00325
OG0000451	EHI52_RS00380	MHP7448_RS00365
OG0000452	EHI52_RS00405	MHP7448_RS00390
OG0000453	EHI52_RS00440	MHP7448_RS00425
OG0000455	EHI52_RS03510	MHP7448_RS03545
OG0000456	EHI52_RS03390	MHP7448_RS03425
OG0000457	EHI52_RS03365	MHP7448_RS03400
OG0000458	EHI52_RS02510	MHP7448_RS02535
OG0000459	EHI52_RS02535	MHP7448_RS02560
OG0000460	EHI52_RS02545	MHP7448_RS02570
OG0000461	EHI52_RS02590	MHP7448_RS02615
OG0000462	EHI52_RS02585	MHP7448_RS02610
OG0000464	EHI52_RS02575	MHP7448_RS04135
OG0000465	EHI52_RS02570	MHP7448_RS02595
OG0000466	EHI52_RS00410	MHP7448_RS00395
OG0000467	EHI52_RS02670	MHP7448_RS02700
OG0000468	EHI52_RS01970	MHP7448_RS01985
OG0000469	EHI52_RS01910	MHP7448_RS02045
OG0000470	EHI52_RS03650	MHP7448_RS03850
OG0000471	EHI52_RS00920	MHP7448_RS00925
OG0000472	EHI52_RS03340	MHP7448_RS03360
OG0000473	EHI52_RS03495	MHP7448_RS03530
OG0000474	EHI52_RS03500	MHP7448_RS03535
OG0000475	EHI52_RS03505	MHP7448_RS03540
OG0000476	EHI52_RS01615	MHP7448_RS01570
OG0000477	EHI52_RS02615	MHP7448_RS02640
OG0000478	EHI52_RS03440	MHP7448_RS03475
OG0000479	EHI52_RS01390	MHP7448_RS01345
OG0000480	EHI52_RS03665	MHP7448_RS03895
OG0000481	EHI52_RS00815	MHP7448_RS00820
OG0000482	EHI52_RS01275	MHP7448_RS01215
OG0000483	EHI52_RS01865	MHP7448_RS02090
