Orthogroup	MHP_11_genes	MHP_UFV02_genes
OG0000025	B5C39_RS03175	FEF31_RS04445
OG0000025	B5C39_RS03220	FEF31_RS01370
OG0000026	B5C39_RS01535	FEF31_RS01025
OG0000026	B5C39_RS03200	FEF31_RS01350
OG0000027	B5C39_RS00530	FEF31_RS03015
OG0000027	B5C39_RS00545	FEF31_RS04605
OG0000028	B5C39_RS02695	FEF31_RS02145, FEF31_RS04525
OG0000029	B5C39_RS01825	FEF31_RS00735
OG0000029	B5C39_RS02285	FEF31_RS00270
OG0000030	B5C39_RS00520	FEF31_RS04590
OG0000030	B5C39_RS00540	FEF31_RS04600
OG0000032	B5C39_RS03770	FEF31_RS03020
OG0000033	B5C39_RS02690	FEF31_RS02140
OG0000035	B5C39_RS00395	FEF31_RS03765
OG0000036	B5C39_RS00930	FEF31_RS03385
OG0000036	B5C39_RS00945	FEF31_RS03400
OG0000038	B5C39_RS03265	FEF31_RS01510
OG0000039	B5C39_RS03875, B5C39_RS03130	FEF31_RS01275
OG0000040	B5C39_RS00465	FEF31_RS03890
OG0000042	B5C39_RS00160	FEF31_RS02675
OG0000043	B5C39_RS03420	FEF31_RS01660, FEF31_RS01455
OG0000044	B5C39_RS03955	FEF31_RS04775
OG0000044	B5C39_RS03305	FEF31_RS01545
OG0000045	B5C39_RS03140	FEF31_RS01280, FEF31_RS01285
OG0000046	B5C39_RS00475	FEF31_RS02960, FEF31_RS02245
OG0000048	B5C39_RS03615	FEF31_RS01845
OG0000049	B5C39_RS00240	FEF31_RS03620
OG0000050	B5C39_RS02725	FEF31_RS02180
OG0000051	B5C39_RS02930	FEF31_RS02395
OG0000052	B5C39_RS00890	FEF31_RS03360
OG0000053	B5C39_RS01450	FEF31_RS04425
OG0000054	B5C39_RS02750	FEF31_RS02205
OG0000055	B5C39_RS00950	FEF31_RS03405
OG0000056	B5C39_RS00720	FEF31_RS03205
OG0000057	B5C39_RS00145	FEF31_RS02660
OG0000060	B5C39_RS03815	FEF31_RS00850
OG0000061	B5C39_RS03095	FEF31_RS01245
OG0000061	B5C39_RS03360	FEF31_RS01610
OG0000062	B5C39_RS00780	FEF31_RS03250
OG0000063	B5C39_RS00775	FEF31_RS04645
OG0000064	B5C39_RS00765	FEF31_RS03235
OG0000065	B5C39_RS02530	FEF31_RS01990
OG0000066	B5C39_RS01545	FEF31_RS01015
OG0000067	B5C39_RS02370	FEF31_RS00185
OG0000068	B5C39_RS02250	FEF31_RS00305
OG0000069	B5C39_RS00035	FEF31_RS02555
OG0000070	B5C39_RS02755	FEF31_RS02210
OG0000071	B5C39_RS00455	FEF31_RS03835
OG0000072	B5C39_RS00460	FEF31_RS04700
OG0000073	B5C39_RS02200	FEF31_RS00360
OG0000074	B5C39_RS02005	FEF31_RS04395
OG0000075	B5C39_RS01170	FEF31_RS00005
OG0000076	B5C39_RS01185	FEF31_RS00020
OG0000077	B5C39_RS02455	FEF31_RS00105
OG0000079	B5C39_RS02835	FEF31_RS02300
OG0000080	B5C39_RS03700	FEF31_RS02345
OG0000081	B5C39_RS01165	FEF31_RS03610
OG0000082	B5C39_RS02680	FEF31_RS02130
OG0000083	B5C39_RS03525	FEF31_RS01765
OG0000084	B5C39_RS03550	FEF31_RS01795
OG0000085	B5C39_RS03555	FEF31_RS01800
OG0000086	B5C39_RS03565	FEF31_RS01810
OG0000087	B5C39_RS03580	FEF31_RS01825
OG0000088	B5C39_RS03585	FEF31_RS01830
OG0000089	B5C39_RS03595	FEF31_RS01840
OG0000090	B5C39_RS00885	FEF31_RS03355
OG0000091	B5C39_RS00870	FEF31_RS03340
OG0000092	B5C39_RS00855	FEF31_RS03325
OG0000093	B5C39_RS00850	FEF31_RS03320
OG0000094	B5C39_RS00845	FEF31_RS03315
OG0000095	B5C39_RS00820	FEF31_RS03290
OG0000096	B5C39_RS00815	FEF31_RS03285
OG0000097	B5C39_RS00795	FEF31_RS03265
OG0000098	B5C39_RS00785	FEF31_RS03255
OG0000099	B5C39_RS00725	FEF31_RS04640
OG0000100	B5C39_RS00710	FEF31_RS03195
OG0000101	B5C39_RS00705	FEF31_RS03190
OG0000102	B5C39_RS03215	FEF31_RS01365
OG0000103	B5C39_RS02495	FEF31_RS01955
OG0000104	B5C39_RS02500	FEF31_RS01960
OG0000105	B5C39_RS02515	FEF31_RS01975
OG0000106	B5C39_RS02525	FEF31_RS01985
OG0000107	B5C39_RS02535	FEF31_RS01995
OG0000108	B5C39_RS02540	FEF31_RS02000
OG0000109	B5C39_RS02545	FEF31_RS02005
OG0000110	B5C39_RS02670	FEF31_RS02120
OG0000111	B5C39_RS02665	FEF31_RS02115
OG0000112	B5C39_RS02655	FEF31_RS02105
OG0000113	B5C39_RS02635	FEF31_RS02085
OG0000114	B5C39_RS02625	FEF31_RS02075
OG0000115	B5C39_RS02610	FEF31_RS02065
OG0000116	B5C39_RS01600	FEF31_RS00955
OG0000117	B5C39_RS01595	FEF31_RS00960
OG0000118	B5C39_RS01560	FEF31_RS00995
OG0000119	B5C39_RS01555	FEF31_RS01000
OG0000120	B5C39_RS01540	FEF31_RS01020
OG0000121	B5C39_RS01515	FEF31_RS01045
OG0000122	B5C39_RS01510	FEF31_RS01050
OG0000123	B5C39_RS01490	FEF31_RS01070
OG0000124	B5C39_RS01485	FEF31_RS01075
OG0000125	B5C39_RS01480	FEF31_RS01080
OG0000126	B5C39_RS01470	FEF31_RS01090
OG0000127	B5C39_RS01460	FEF31_RS01100
OG0000128	B5C39_RS01445	FEF31_RS01115
OG0000129	B5C39_RS01440	FEF31_RS01120
OG0000130	B5C39_RS01430	FEF31_RS01130
OG0000131	B5C39_RS01400	FEF31_RS01160
OG0000132	B5C39_RS01385	FEF31_RS04430
OG0000133	B5C39_RS02365	FEF31_RS00190
OG0000134	B5C39_RS02360	FEF31_RS00195
OG0000135	B5C39_RS02345	FEF31_RS00210
OG0000136	B5C39_RS02340	FEF31_RS00215
OG0000137	B5C39_RS02310	FEF31_RS00245
OG0000138	B5C39_RS02275	FEF31_RS00280
OG0000139	B5C39_RS02245	FEF31_RS00310
OG0000140	B5C39_RS02240	FEF31_RS00315
OG0000141	B5C39_RS00155	FEF31_RS02670
OG0000142	B5C39_RS00150	FEF31_RS04555
OG0000143	B5C39_RS00125	FEF31_RS02645
OG0000144	B5C39_RS00115	FEF31_RS02635
OG0000145	B5C39_RS00105	FEF31_RS02625
OG0000146	B5C39_RS00095	FEF31_RS02615
OG0000147	B5C39_RS00090	FEF31_RS02610
OG0000148	B5C39_RS00075	FEF31_RS02595
OG0000149	B5C39_RS00065	FEF31_RS02585
OG0000150	B5C39_RS00050	FEF31_RS02570
OG0000151	B5C39_RS03055	FEF31_RS02525
OG0000152	B5C39_RS03050	FEF31_RS02520
OG0000153	B5C39_RS03045	FEF31_RS02515
OG0000154	B5C39_RS03035	FEF31_RS02505
OG0000155	B5C39_RS02995	FEF31_RS02465
OG0000156	B5C39_RS02985	FEF31_RS02455
OG0000157	B5C39_RS02980	FEF31_RS04545
OG0000158	B5C39_RS03905	FEF31_RS04540
OG0000159	B5C39_RS03950	FEF31_RS02195
OG0000160	B5C39_RS02735	FEF31_RS02190
OG0000161	B5C39_RS02730	FEF31_RS02185
OG0000162	B5C39_RS02720	FEF31_RS02175
OG0000163	B5C39_RS02715	FEF31_RS02170
OG0000164	B5C39_RS03120	FEF31_RS01270
OG0000165	B5C39_RS03445	FEF31_RS01685
OG0000166	B5C39_RS03465	FEF31_RS01705
OG0000167	B5C39_RS03480	FEF31_RS01720
OG0000168	B5C39_RS03485	FEF31_RS01725
OG0000169	B5C39_RS00235	FEF31_RS03615
OG0000170	B5C39_RS00250	FEF31_RS04785, FEF31_RS04795
OG0000171	B5C39_RS00260	FEF31_RS03640
OG0000172	B5C39_RS00265	FEF31_RS03645
OG0000173	B5C39_RS00270	FEF31_RS03650
OG0000174	B5C39_RS00275	FEF31_RS03655
OG0000175	B5C39_RS00290	FEF31_RS03670
OG0000176	B5C39_RS00340	FEF31_RS03715
OG0000177	B5C39_RS00345	FEF31_RS03720
OG0000178	B5C39_RS00350	FEF31_RS03725
OG0000179	B5C39_RS00360	FEF31_RS03735
OG0000180	B5C39_RS00365	FEF31_RS03740
OG0000181	B5C39_RS00405	FEF31_RS04690
OG0000182	B5C39_RS00415	FEF31_RS03795
OG0000183	B5C39_RS00450	FEF31_RS03830
OG0000184	B5C39_RS00495	FEF31_RS02980
OG0000185	B5C39_RS00480	FEF31_RS02965
OG0000186	B5C39_RS01375	FEF31_RS04435
OG0000187	B5C39_RS01360	FEF31_RS01200
OG0000188	B5C39_RS01350	FEF31_RS01210
OG0000189	B5C39_RS02580	FEF31_RS04520
OG0000190	B5C39_RS02575	FEF31_RS02035
OG0000191	B5C39_RS02555	FEF31_RS02015
OG0000192	B5C39_RS01685	FEF31_RS00875
OG0000193	B5C39_RS01695	FEF31_RS00860
OG0000194	B5C39_RS02215	FEF31_RS00345
OG0000195	B5C39_RS02210	FEF31_RS00350
OG0000196	B5C39_RS02190	FEF31_RS00370
OG0000197	B5C39_RS02185	FEF31_RS00375
OG0000198	B5C39_RS02170	FEF31_RS00390
OG0000199	B5C39_RS02165	FEF31_RS00395
OG0000200	B5C39_RS02150	FEF31_RS00410
OG0000201	B5C39_RS02140	FEF31_RS00420
OG0000202	B5C39_RS02085	FEF31_RS00475
OG0000203	B5C39_RS02080	FEF31_RS00480
OG0000204	B5C39_RS02075	FEF31_RS00485
OG0000205	B5C39_RS02070	FEF31_RS00490
OG0000206	B5C39_RS02050	FEF31_RS00510
OG0000207	B5C39_RS02035	FEF31_RS00525
OG0000208	B5C39_RS02030	FEF31_RS00530
OG0000209	B5C39_RS02025	FEF31_RS00535
OG0000210	B5C39_RS01980	FEF31_RS00580
OG0000211	B5C39_RS01970	FEF31_RS00590
OG0000212	B5C39_RS01960	FEF31_RS00600
OG0000213	B5C39_RS01955	FEF31_RS00605
OG0000214	B5C39_RS01950	FEF31_RS00610
OG0000215	B5C39_RS01945	FEF31_RS00615
OG0000216	B5C39_RS01940	FEF31_RS00620
OG0000217	B5C39_RS01935	FEF31_RS00625
OG0000218	B5C39_RS01925	FEF31_RS00635
OG0000219	B5C39_RS01920	FEF31_RS00640
OG0000220	B5C39_RS01915	FEF31_RS00645
OG0000221	B5C39_RS01910	FEF31_RS00650
OG0000222	B5C39_RS01905	FEF31_RS00655
OG0000223	B5C39_RS01900	FEF31_RS00660
OG0000224	B5C39_RS01890	FEF31_RS00670
OG0000225	B5C39_RS01880	FEF31_RS00680
OG0000226	B5C39_RS01875	FEF31_RS00685
OG0000227	B5C39_RS01870	FEF31_RS00690
OG0000228	B5C39_RS03945	FEF31_RS04770
OG0000229	B5C39_RS01860	FEF31_RS00700
OG0000230	B5C39_RS01855	FEF31_RS00705
OG0000231	B5C39_RS01845	FEF31_RS00715
OG0000232	B5C39_RS01835	FEF31_RS00725
OG0000233	B5C39_RS01815	FEF31_RS00750
OG0000234	B5C39_RS01780	FEF31_RS00785
OG0000235	B5C39_RS01770	FEF31_RS00795
OG0000236	B5C39_RS01765	FEF31_RS00800
OG0000237	B5C39_RS01760	FEF31_RS00805
OG0000238	B5C39_RS01750	FEF31_RS00810
OG0000239	B5C39_RS00165	FEF31_RS02680
OG0000240	B5C39_RS00170	FEF31_RS02685
OG0000241	B5C39_RS00180	FEF31_RS02695
OG0000242	B5C39_RS00185	FEF31_RS02700
OG0000243	B5C39_RS00190	FEF31_RS02705
OG0000244	B5C39_RS00200	FEF31_RS02715
OG0000245	B5C39_RS00210	FEF31_RS02720
OG0000246	B5C39_RS00955	FEF31_RS03410
OG0000247	B5C39_RS00965	FEF31_RS03420
OG0000248	B5C39_RS00975	FEF31_RS03430
OG0000249	B5C39_RS00980	FEF31_RS03435
OG0000250	B5C39_RS00995	FEF31_RS03450
OG0000251	B5C39_RS01030	FEF31_RS03480
OG0000252	B5C39_RS01040	FEF31_RS03490
OG0000253	B5C39_RS01045	FEF31_RS03495
OG0000254	B5C39_RS01055	FEF31_RS03505
OG0000255	B5C39_RS01065	FEF31_RS03510
OG0000256	B5C39_RS01070	FEF31_RS03515
OG0000257	B5C39_RS01095	FEF31_RS03540
OG0000258	B5C39_RS01105	FEF31_RS03550
OG0000259	B5C39_RS01135	FEF31_RS03580
OG0000260	B5C39_RS01145	FEF31_RS03590
OG0000261	B5C39_RS01155	FEF31_RS04680
OG0000262	B5C39_RS01175	FEF31_RS00010
OG0000263	B5C39_RS01190	FEF31_RS00025
OG0000264	B5C39_RS01205	FEF31_RS00040
OG0000265	B5C39_RS01215	FEF31_RS00050
OG0000266	B5C39_RS01235	FEF31_RS00065
OG0000267	B5C39_RS01250	FEF31_RS00080
OG0000268	B5C39_RS02480	FEF31_RS00085
OG0000269	B5C39_RS02465	FEF31_RS00100
OG0000270	B5C39_RS00680	FEF31_RS04635
OG0000271	B5C39_RS00675	FEF31_RS03160
OG0000272	B5C39_RS00670	FEF31_RS03155
OG0000273	B5C39_RS00665	FEF31_RS03150
OG0000274	B5C39_RS00645	FEF31_RS03130
OG0000275	B5C39_RS00640	FEF31_RS04625
OG0000276	B5C39_RS00635	FEF31_RS03120
OG0000277	B5C39_RS00625	FEF31_RS03110
OG0000278	B5C39_RS00620	FEF31_RS03105
OG0000279	B5C39_RS00610	FEF31_RS03095
OG0000280	B5C39_RS00605	FEF31_RS03090
OG0000281	B5C39_RS00600	FEF31_RS03085
OG0000282	B5C39_RS00575	FEF31_RS04615
OG0000283	B5C39_RS00570	FEF31_RS03055
OG0000284	B5C39_RS00565	FEF31_RS03050
OG0000285	B5C39_RS00560	FEF31_RS04610
OG0000286	B5C39_RS02700	FEF31_RS02155
OG0000287	B5C39_RS02795	FEF31_RS02260
OG0000288	B5C39_RS02805	FEF31_RS02270
OG0000289	B5C39_RS02810	FEF31_RS02275
OG0000290	B5C39_RS02920	FEF31_RS02385
OG0000291	B5C39_RS02910	FEF31_RS02375
OG0000292	B5C39_RS02905	FEF31_RS02370
OG0000293	B5C39_RS02900	FEF31_RS02365
OG0000294	B5C39_RS02890	FEF31_RS02355
OG0000295	B5C39_RS02885	FEF31_RS02350
OG0000296	B5C39_RS02845	FEF31_RS02310
OG0000297	B5C39_RS02840	FEF31_RS02305
OG0000298	B5C39_RS00990	FEF31_RS03445
OG0000299	B5C39_RS01015	FEF31_RS03465
OG0000300	B5C39_RS01200	FEF31_RS00035
OG0000301	B5C39_RS01240	FEF31_RS00070
OG0000302	B5C39_RS01245	FEF31_RS00075
OG0000303	B5C39_RS02335	FEF31_RS00220
OG0000304	B5C39_RS01830	FEF31_RS00730
OG0000305	B5C39_RS00100	FEF31_RS02620
OG0000306	B5C39_RS03080	FEF31_RS02545
OG0000307	B5C39_RS03040	FEF31_RS02510
OG0000308	B5C39_RS02940	FEF31_RS02405
OG0000309	B5C39_RS02875	FEF31_RS02340
OG0000310	B5C39_RS02800	FEF31_RS02265
OG0000311	B5C39_RS02760	FEF31_RS02215
OG0000312	B5C39_RS02745	FEF31_RS02200
OG0000313	B5C39_RS03110	FEF31_RS01260
OG0000314	B5C39_RS03460	FEF31_RS01700
OG0000315	B5C39_RS03490	FEF31_RS01730
OG0000316	B5C39_RS03500	FEF31_RS01740
OG0000317	B5C39_RS03590	FEF31_RS01835
OG0000318	B5C39_RS03505	FEF31_RS04480
OG0000319	B5C39_RS02510	FEF31_RS01970
OG0000320	B5C39_RS02645	FEF31_RS02095
OG0000321	B5C39_RS01565	FEF31_RS00990
OG0000322	B5C39_RS01520	FEF31_RS01040
OG0000323	B5C39_RS01390	FEF31_RS01170
OG0000324	B5C39_RS02550	FEF31_RS02010
OG0000325	B5C39_RS02205	FEF31_RS00355
OG0000326	B5C39_RS02110	FEF31_RS00450
OG0000327	B5C39_RS02105	FEF31_RS00455
OG0000328	B5C39_RS02020	FEF31_RS00540
OG0000329	B5C39_RS02000	FEF31_RS00560
OG0000330	B5C39_RS01805	FEF31_RS00760
OG0000331	B5C39_RS00195	FEF31_RS02710
OG0000332	B5C39_RS00300	FEF31_RS03680
OG0000333	B5C39_RS00310	FEF31_RS03690
OG0000334	B5C39_RS00410	FEF31_RS03790
OG0000335	B5C39_RS00420	FEF31_RS03800
OG0000336	B5C39_RS00590	FEF31_RS04620
OG0000337	B5C39_RS00770	FEF31_RS03240
OG0000338	B5C39_RS00810	FEF31_RS03280
OG0000339	B5C39_RS02615	FEF31_RS02070
OG0000340	B5C39_RS01585	FEF31_RS00970
OG0000341	B5C39_RS02570	FEF31_RS02030
OG0000342	B5C39_RS02175	FEF31_RS00385
OG0000343	B5C39_RS00320	FEF31_RS03700
OG0000344	B5C39_RS02320	FEF31_RS00235
OG0000345	B5C39_RS01885	FEF31_RS00675
OG0000346	B5C39_RS03940	FEF31_RS03080
OG0000347	B5C39_RS01495	FEF31_RS01065
OG0000348	B5C39_RS02100	FEF31_RS00460
OG0000349	B5C39_RS00655	FEF31_RS04630
OG0000350	B5C39_RS03030	FEF31_RS02500
OG0000351	B5C39_RS02405	FEF31_RS00155
OG0000352	B5C39_RS03440	FEF31_RS01680
OG0000353	B5C39_RS01525	FEF31_RS01035
OG0000354	B5C39_RS02260	FEF31_RS00295
OG0000355	B5C39_RS03410	FEF31_RS04470
OG0000356	B5C39_RS03495	FEF31_RS04475
OG0000357	B5C39_RS00280	FEF31_RS04685
OG0000358	B5C39_RS00285	FEF31_RS03665
OG0000359	B5C39_RS02130	FEF31_RS04380
OG0000360	B5C39_RS01100	FEF31_RS03545
OG0000361	B5C39_RS01130	FEF31_RS03575
OG0000362	B5C39_RS02820	FEF31_RS02285
OG0000363	B5C39_RS03800	FEF31_RS01105
OG0000364	B5C39_RS03715	FEF31_RS01635
OG0000365	B5C39_RS03540	FEF31_RS01785
OG0000366	B5C39_RS03560	FEF31_RS01805
OG0000367	B5C39_RS03570	FEF31_RS01815
OG0000368	B5C39_RS00875	FEF31_RS03345
OG0000369	B5C39_RS00840	FEF31_RS04650
OG0000370	B5C39_RS00835	FEF31_RS03305
OG0000371	B5C39_RS00830	FEF31_RS03300
OG0000372	B5C39_RS00825	FEF31_RS03295
OG0000373	B5C39_RS00800	FEF31_RS03270
OG0000374	B5C39_RS00790	FEF31_RS03260
OG0000375	B5C39_RS02505	FEF31_RS01965
OG0000376	B5C39_RS02660	FEF31_RS02110
OG0000377	B5C39_RS02650	FEF31_RS02100
OG0000378	B5C39_RS01605	FEF31_RS00950
OG0000379	B5C39_RS01530	FEF31_RS01030
OG0000380	B5C39_RS01505	FEF31_RS01055
OG0000381	B5C39_RS01465	FEF31_RS01095
OG0000382	B5C39_RS01435	FEF31_RS01125
OG0000383	B5C39_RS01395	FEF31_RS01165
OG0000384	B5C39_RS02380	FEF31_RS00175
OG0000385	B5C39_RS02375	FEF31_RS00180
OG0000386	B5C39_RS02355	FEF31_RS00200
OG0000387	B5C39_RS02330	FEF31_RS00225
OG0000388	B5C39_RS02325	FEF31_RS04370
OG0000389	B5C39_RS02280	FEF31_RS00275
OG0000390	B5C39_RS00120	FEF31_RS02640
OG0000391	B5C39_RS00110	FEF31_RS02630
OG0000392	B5C39_RS00085	FEF31_RS02605
OG0000393	B5C39_RS00030	FEF31_RS04550
OG0000394	B5C39_RS03005	FEF31_RS02475
OG0000395	B5C39_RS03000	FEF31_RS02470
OG0000396	B5C39_RS02705	FEF31_RS02160
OG0000397	B5C39_RS03425	FEF31_RS01665
OG0000398	B5C39_RS03430	FEF31_RS01670
OG0000399	B5C39_RS03475	FEF31_RS01715
OG0000400	B5C39_RS00245	FEF31_RS03625
OG0000401	B5C39_RS00305	FEF31_RS03685
OG0000402	B5C39_RS00315	FEF31_RS03695
OG0000403	B5C39_RS00325	FEF31_RS03705
OG0000404	B5C39_RS00355	FEF31_RS03730
OG0000405	B5C39_RS00370	FEF31_RS04800
OG0000406	B5C39_RS00425	FEF31_RS03805
OG0000407	B5C39_RS00430	FEF31_RS04695
OG0000408	B5C39_RS00435	FEF31_RS03815
OG0000409	B5C39_RS00440	FEF31_RS03820
OG0000410	B5C39_RS00500	FEF31_RS02985
OG0000411	B5C39_RS00490	FEF31_RS02975
OG0000412	B5C39_RS00485	FEF31_RS02970
OG0000413	B5C39_RS01380	FEF31_RS01180
OG0000414	B5C39_RS01370	FEF31_RS01190
OG0000415	B5C39_RS01365	FEF31_RS01195
OG0000416	B5C39_RS01355	FEF31_RS01205
OG0000417	B5C39_RS02565	FEF31_RS02025
OG0000418	B5C39_RS02560	FEF31_RS02020
OG0000419	B5C39_RS02195	FEF31_RS00365
OG0000420	B5C39_RS02160	FEF31_RS00400
OG0000421	B5C39_RS02125	FEF31_RS00435
OG0000422	B5C39_RS02115	FEF31_RS00445
OG0000423	B5C39_RS02060	FEF31_RS00500
OG0000424	B5C39_RS02055	FEF31_RS00505
OG0000425	B5C39_RS02045	FEF31_RS00515
OG0000426	B5C39_RS02040	FEF31_RS04385
OG0000427	B5C39_RS02015	FEF31_RS04390
OG0000428	B5C39_RS01990	FEF31_RS00570
OG0000429	B5C39_RS01895	FEF31_RS00665
OG0000430	B5C39_RS01850	FEF31_RS00710
OG0000431	B5C39_RS01840	FEF31_RS00720
OG0000432	B5C39_RS01810	FEF31_RS00755
OG0000433	B5C39_RS01795	FEF31_RS00770
OG0000434	B5C39_RS01790	FEF31_RS00775
OG0000435	B5C39_RS01775	FEF31_RS00790
OG0000436	B5C39_RS01745	FEF31_RS00815
OG0000437	B5C39_RS01735	FEF31_RS00825
OG0000438	B5C39_RS01730	FEF31_RS00830
OG0000439	B5C39_RS01725	FEF31_RS04400
OG0000440	B5C39_RS00175	FEF31_RS02690
OG0000441	B5C39_RS00215	FEF31_RS02725
OG0000442	B5C39_RS00960	FEF31_RS03415
OG0000443	B5C39_RS01010	FEF31_RS03460
OG0000444	B5C39_RS01025	FEF31_RS03475
OG0000445	B5C39_RS01050	FEF31_RS03500
OG0000446	B5C39_RS01080	FEF31_RS03525
OG0000447	B5C39_RS01085	FEF31_RS03530
OG0000448	B5C39_RS01115	FEF31_RS03560
OG0000449	B5C39_RS01140	FEF31_RS03585
OG0000450	B5C39_RS01150	FEF31_RS03595
OG0000451	B5C39_RS01195	FEF31_RS00030
OG0000452	B5C39_RS01225	FEF31_RS00055
OG0000453	B5C39_RS02475	FEF31_RS00090
OG0000455	B5C39_RS00700	FEF31_RS03185
OG0000456	B5C39_RS00580	FEF31_RS03065
OG0000457	B5C39_RS00555	FEF31_RS03040
OG0000458	B5C39_RS02790	FEF31_RS02255
OG0000459	B5C39_RS02815	FEF31_RS02280
OG0000460	B5C39_RS02825	FEF31_RS02290
OG0000461	B5C39_RS02870	FEF31_RS02335
OG0000462	B5C39_RS02865	FEF31_RS02330
OG0000463	B5C39_RS02860	FEF31_RS02325
OG0000464	B5C39_RS02855	FEF31_RS02320
OG0000465	B5C39_RS02850	FEF31_RS02315
OG0000466	B5C39_RS01230	FEF31_RS00060
OG0000467	B5C39_RS02950	FEF31_RS04530
OG0000468	B5C39_RS03470	FEF31_RS01710
OG0000469	B5C39_RS03530	FEF31_RS01770
OG0000470	B5C39_RS03690	FEF31_RS00495
OG0000471	B5C39_RS01985	FEF31_RS00575
OG0000472	B5C39_RS00510	FEF31_RS02995
OG0000473	B5C39_RS00685	FEF31_RS03170
OG0000474	B5C39_RS00690	FEF31_RS03175
OG0000475	B5C39_RS00695	FEF31_RS03180
OG0000476	B5C39_RS01345	FEF31_RS01215
OG0000477	B5C39_RS02895	FEF31_RS02360
OG0000478	B5C39_RS00630	FEF31_RS03115
OG0000479	B5C39_RS01570	FEF31_RS00985
OG0000480	B5C39_RS03725	FEF31_RS01775
OG0000481	B5C39_RS02090	FEF31_RS00470
OG0000482	B5C39_RS01690	FEF31_RS00865
OG0000483	B5C39_RS03575	FEF31_RS01820
OG0000484	B5C39_RS01020	FEF31_RS04675
OG0000485	B5C39_RS01740	FEF31_RS00820
OG0000486	B5C39_RS02585	FEF31_RS02045
OG0000487	B5C39_RS03510	FEF31_RS04485
OG0000488	B5C39_RS03545	FEF31_RS01790
OG0000489	B5C39_RS00865	FEF31_RS03335
OG0000490	B5C39_RS00805	FEF31_RS03275
OG0000491	B5C39_RS01550	FEF31_RS01005
OG0000492	B5C39_RS01475	FEF31_RS01085
OG0000493	B5C39_RS02315	FEF31_RS00240
OG0000494	B5C39_RS02255	FEF31_RS00300
OG0000495	B5C39_RS00055	FEF31_RS02575
OG0000496	B5C39_RS00045	FEF31_RS02565
OG0000497	B5C39_RS00040	FEF31_RS02560
OG0000498	B5C39_RS03010	FEF31_RS02480
OG0000499	B5C39_RS02975	FEF31_RS02445
OG0000500	B5C39_RS03435	FEF31_RS01675
OG0000502	B5C39_RS01700	FEF31_RS00855
OG0000503	B5C39_RS02145	FEF31_RS00415
OG0000504	B5C39_RS02010	FEF31_RS00550
OG0000505	B5C39_RS01975	FEF31_RS00585
OG0000506	B5C39_RS01965	FEF31_RS00595
OG0000507	B5C39_RS01930	FEF31_RS00630
OG0000508	B5C39_RS01075	FEF31_RS03520
OG0000509	B5C39_RS01110	FEF31_RS03555
OG0000510	B5C39_RS01120	FEF31_RS03565
OG0000511	B5C39_RS02470	FEF31_RS00095
OG0000512	B5C39_RS02830	FEF31_RS02295
OG0000513	B5C39_RS00615	FEF31_RS03100
