Orthogroup	MHP_11_genes	MHP_NCTC10127_genes
OG0000050	B5C39_RS02725	EXC50_RS04195, EXC50_RS04185, EXC50_RS04205, EXC50_RS01295
OG0000051	B5C39_RS02930	EXC50_RS01500
OG0000052	B5C39_RS00890	EXC50_RS00075
OG0000053	B5C39_RS01450	EXC50_RS02640
OG0000054	B5C39_RS02750	EXC50_RS04250
OG0000055	B5C39_RS00950	EXC50_RS00135
OG0000056	B5C39_RS00720	EXC50_RS02375
OG0000057	B5C39_RS00145	EXC50_RS01765
OG0000058	B5C39_RS01330	EXC50_RS03810
OG0000059	B5C39_RS01265	EXC50_RS03800
OG0000060	B5C39_RS03775	EXC50_RS03960
OG0000060	B5C39_RS03815	EXC50_RS04110
OG0000061	B5C39_RS03095	EXC50_RS00525
OG0000061	B5C39_RS03360	EXC50_RS00805
OG0000062	B5C39_RS00780	EXC50_RS02425
OG0000063	B5C39_RS00775	EXC50_RS02420
OG0000064	B5C39_RS00765	EXC50_RS02410
OG0000065	B5C39_RS02530	EXC50_RS01100
OG0000066	B5C39_RS01545	EXC50_RS02735
OG0000067	B5C39_RS02370	EXC50_RS03560
OG0000068	B5C39_RS02250	EXC50_RS03440
OG0000069	B5C39_RS00035	EXC50_RS01655
OG0000070	B5C39_RS02755	EXC50_RS03840, EXC50_RS01325
OG0000071	B5C39_RS00455	EXC50_RS02110
OG0000072	B5C39_RS00460	EXC50_RS02115
OG0000073	B5C39_RS02200	EXC50_RS03380
OG0000074	B5C39_RS02005	EXC50_RS03185
OG0000075	B5C39_RS01170	EXC50_RS00355
OG0000076	B5C39_RS01185	EXC50_RS00370
OG0000077	B5C39_RS02455	EXC50_RS03640
OG0000078	B5C39_RS03190	EXC50_RS00635
OG0000079	B5C39_RS02835	EXC50_RS01405
OG0000080	B5C39_RS03700	EXC50_RS03930
OG0000081	B5C39_RS01165	EXC50_RS00350
OG0000082	B5C39_RS02680	EXC50_RS01250
OG0000083	B5C39_RS03525	EXC50_RS00965
OG0000084	B5C39_RS03550	EXC50_RS00990
OG0000085	B5C39_RS03555	EXC50_RS00995
OG0000086	B5C39_RS03565	EXC50_RS01005
OG0000087	B5C39_RS03580	EXC50_RS01020
OG0000088	B5C39_RS03585	EXC50_RS01025
OG0000089	B5C39_RS03595	EXC50_RS01035
OG0000090	B5C39_RS00885	EXC50_RS00070
OG0000091	B5C39_RS00870	EXC50_RS00055
OG0000092	B5C39_RS00855	EXC50_RS00040
OG0000093	B5C39_RS00850	EXC50_RS00035
OG0000094	B5C39_RS00845	EXC50_RS00030
OG0000095	B5C39_RS00820	EXC50_RS00005
OG0000096	B5C39_RS00815	EXC50_RS02460
OG0000097	B5C39_RS00795	EXC50_RS02440
OG0000098	B5C39_RS00785	EXC50_RS02430
OG0000099	B5C39_RS00725	EXC50_RS02380
OG0000100	B5C39_RS00710	EXC50_RS02365
OG0000101	B5C39_RS00705	EXC50_RS02360
OG0000102	B5C39_RS03215	EXC50_RS00660
OG0000103	B5C39_RS02495	EXC50_RS01065
OG0000104	B5C39_RS02500	EXC50_RS01070
OG0000105	B5C39_RS02515	EXC50_RS01085
OG0000106	B5C39_RS02525	EXC50_RS01095
OG0000107	B5C39_RS02535	EXC50_RS01105
OG0000108	B5C39_RS02540	EXC50_RS01110
OG0000109	B5C39_RS02545	EXC50_RS01115
OG0000110	B5C39_RS02670	EXC50_RS01240
OG0000111	B5C39_RS02665	EXC50_RS01235
OG0000112	B5C39_RS02655	EXC50_RS01225
OG0000113	B5C39_RS02635	EXC50_RS01205
OG0000114	B5C39_RS02625	EXC50_RS01195
OG0000115	B5C39_RS02610	EXC50_RS01180
OG0000116	B5C39_RS01600	EXC50_RS02790
OG0000117	B5C39_RS01595	EXC50_RS02785
OG0000118	B5C39_RS01560	EXC50_RS02750
OG0000119	B5C39_RS01555	EXC50_RS02745
OG0000120	B5C39_RS01540	EXC50_RS02730
OG0000121	B5C39_RS01515	EXC50_RS02705
OG0000122	B5C39_RS01510	EXC50_RS02700
OG0000123	B5C39_RS01490	EXC50_RS02680
OG0000124	B5C39_RS01485	EXC50_RS02675
OG0000125	B5C39_RS01480	EXC50_RS02670
OG0000126	B5C39_RS01470	EXC50_RS02660
OG0000127	B5C39_RS01460	EXC50_RS02650
OG0000128	B5C39_RS01445	EXC50_RS02635
OG0000129	B5C39_RS01440	EXC50_RS02630
OG0000130	B5C39_RS01430	EXC50_RS02620
OG0000131	B5C39_RS01400	EXC50_RS02590
OG0000132	B5C39_RS01385	EXC50_RS02575
OG0000133	B5C39_RS02365	EXC50_RS03555
OG0000134	B5C39_RS02360	EXC50_RS03550
OG0000135	B5C39_RS02345	EXC50_RS03535
OG0000136	B5C39_RS02340	EXC50_RS03530
OG0000137	B5C39_RS02310	EXC50_RS03500
OG0000138	B5C39_RS02275	EXC50_RS03465
OG0000139	B5C39_RS02245	EXC50_RS03435
OG0000140	B5C39_RS02240	EXC50_RS03430
OG0000141	B5C39_RS00155	EXC50_RS01775
OG0000142	B5C39_RS00150	EXC50_RS01770
OG0000143	B5C39_RS00125	EXC50_RS01745
OG0000144	B5C39_RS00115	EXC50_RS01735
OG0000145	B5C39_RS00105	EXC50_RS01725
OG0000146	B5C39_RS00095	EXC50_RS01715
OG0000147	B5C39_RS00090	EXC50_RS01710
OG0000148	B5C39_RS00075	EXC50_RS01695
OG0000149	B5C39_RS00065	EXC50_RS01685
OG0000150	B5C39_RS00050	EXC50_RS01670
OG0000151	B5C39_RS03055	EXC50_RS01625
OG0000152	B5C39_RS03050	EXC50_RS01620
OG0000153	B5C39_RS03045	EXC50_RS01615
OG0000154	B5C39_RS03035	EXC50_RS01605
OG0000155	B5C39_RS02995	EXC50_RS01565
OG0000156	B5C39_RS02985	EXC50_RS01555
OG0000157	B5C39_RS02980	EXC50_RS01550
OG0000158	B5C39_RS03905	EXC50_RS04235
OG0000159	B5C39_RS03950	EXC50_RS03825
OG0000160	B5C39_RS02735	EXC50_RS03820
OG0000161	B5C39_RS02730	EXC50_RS03815
OG0000162	B5C39_RS02720	EXC50_RS01290
OG0000163	B5C39_RS02715	EXC50_RS01285
OG0000164	B5C39_RS03120	EXC50_RS00550
OG0000165	B5C39_RS03445	EXC50_RS00885
OG0000166	B5C39_RS03465	EXC50_RS00905
OG0000167	B5C39_RS03480	EXC50_RS00920
OG0000168	B5C39_RS03485	EXC50_RS00925
OG0000169	B5C39_RS00235	EXC50_RS01885
OG0000170	B5C39_RS00250	EXC50_RS01900
OG0000171	B5C39_RS00260	EXC50_RS01910
OG0000172	B5C39_RS00265	EXC50_RS01915
OG0000173	B5C39_RS00270	EXC50_RS01920
OG0000174	B5C39_RS00275	EXC50_RS01925
OG0000175	B5C39_RS00290	EXC50_RS01940
OG0000176	B5C39_RS00340	EXC50_RS01990
OG0000177	B5C39_RS00345	EXC50_RS01995
OG0000178	B5C39_RS00350	EXC50_RS02000
OG0000179	B5C39_RS00360	EXC50_RS02010
OG0000180	B5C39_RS00365	EXC50_RS02015
OG0000181	B5C39_RS00405	EXC50_RS02060
OG0000182	B5C39_RS00415	EXC50_RS02070
OG0000183	B5C39_RS00450	EXC50_RS02105
OG0000184	B5C39_RS00495	EXC50_RS02150
OG0000185	B5C39_RS00480	EXC50_RS02135
OG0000186	B5C39_RS01375	EXC50_RS02565
OG0000187	B5C39_RS01360	EXC50_RS02550
OG0000188	B5C39_RS01350	EXC50_RS02540
OG0000189	B5C39_RS02580	EXC50_RS01150
OG0000190	B5C39_RS02575	EXC50_RS01145
OG0000191	B5C39_RS02555	EXC50_RS01125
OG0000192	B5C39_RS01685	EXC50_RS02870
OG0000193	B5C39_RS01695	EXC50_RS02880
OG0000194	B5C39_RS02215	EXC50_RS03395
OG0000195	B5C39_RS02210	EXC50_RS03390
OG0000196	B5C39_RS02190	EXC50_RS03370
OG0000197	B5C39_RS02185	EXC50_RS03365
OG0000198	B5C39_RS02170	EXC50_RS03350
OG0000199	B5C39_RS02165	EXC50_RS03345
OG0000200	B5C39_RS02150	EXC50_RS03330
OG0000201	B5C39_RS02140	EXC50_RS03320
OG0000202	B5C39_RS02085	EXC50_RS03265
OG0000203	B5C39_RS02080	EXC50_RS03260
OG0000204	B5C39_RS02075	EXC50_RS03255
OG0000205	B5C39_RS02070	EXC50_RS03250
OG0000206	B5C39_RS02050	EXC50_RS03230
OG0000207	B5C39_RS02035	EXC50_RS03215
OG0000208	B5C39_RS02030	EXC50_RS03210
OG0000209	B5C39_RS02025	EXC50_RS03205
OG0000210	B5C39_RS01980	EXC50_RS03160
OG0000211	B5C39_RS01970	EXC50_RS03150
OG0000212	B5C39_RS01960	EXC50_RS03140
OG0000213	B5C39_RS01955	EXC50_RS03135
OG0000214	B5C39_RS01950	EXC50_RS03130
OG0000215	B5C39_RS01945	EXC50_RS03125
OG0000216	B5C39_RS01940	EXC50_RS03120
OG0000217	B5C39_RS01935	EXC50_RS03115
OG0000218	B5C39_RS01925	EXC50_RS03105
OG0000219	B5C39_RS01920	EXC50_RS03100
OG0000220	B5C39_RS01915	EXC50_RS03095
OG0000221	B5C39_RS01910	EXC50_RS03090
OG0000222	B5C39_RS01905	EXC50_RS03085
OG0000223	B5C39_RS01900	EXC50_RS03080
OG0000224	B5C39_RS01890	EXC50_RS03070
OG0000225	B5C39_RS01880	EXC50_RS03060
OG0000226	B5C39_RS01875	EXC50_RS03055
OG0000227	B5C39_RS01870	EXC50_RS03050
OG0000228	B5C39_RS03945	EXC50_RS03045
OG0000229	B5C39_RS01860	EXC50_RS03040
OG0000230	B5C39_RS01855	EXC50_RS03035
OG0000231	B5C39_RS01845	EXC50_RS03025
OG0000232	B5C39_RS01835	EXC50_RS03015
OG0000233	B5C39_RS01815	EXC50_RS02995
OG0000234	B5C39_RS01780	EXC50_RS02960
OG0000235	B5C39_RS01770	EXC50_RS02950
OG0000236	B5C39_RS01765	EXC50_RS02945
OG0000237	B5C39_RS01760	EXC50_RS02940
OG0000238	B5C39_RS01750	EXC50_RS02930
OG0000239	B5C39_RS00165	EXC50_RS01785
OG0000240	B5C39_RS00170	EXC50_RS01790
OG0000241	B5C39_RS00180	EXC50_RS01800
OG0000242	B5C39_RS00185	EXC50_RS01805
OG0000243	B5C39_RS00190	EXC50_RS01810
OG0000244	B5C39_RS00200	EXC50_RS01820
OG0000245	B5C39_RS00210	EXC50_RS01830
OG0000246	B5C39_RS00955	EXC50_RS00140
OG0000247	B5C39_RS00965	EXC50_RS00150
OG0000248	B5C39_RS00975	EXC50_RS00160
OG0000249	B5C39_RS00980	EXC50_RS00165
OG0000250	B5C39_RS00995	EXC50_RS00180
OG0000251	B5C39_RS01030	EXC50_RS00215
OG0000252	B5C39_RS01040	EXC50_RS00225
OG0000253	B5C39_RS01045	EXC50_RS00230
OG0000254	B5C39_RS01055	EXC50_RS00240
OG0000255	B5C39_RS01065	EXC50_RS00250
OG0000256	B5C39_RS01070	EXC50_RS00255
OG0000257	B5C39_RS01095	EXC50_RS00280
OG0000258	B5C39_RS01105	EXC50_RS00290
OG0000259	B5C39_RS01135	EXC50_RS00320
OG0000260	B5C39_RS01145	EXC50_RS00330
OG0000261	B5C39_RS01155	EXC50_RS00340
OG0000262	B5C39_RS01175	EXC50_RS00360
OG0000263	B5C39_RS01190	EXC50_RS00375
OG0000264	B5C39_RS01205	EXC50_RS00390
OG0000265	B5C39_RS01215	EXC50_RS00400
OG0000266	B5C39_RS01235	EXC50_RS00420
OG0000267	B5C39_RS01250	EXC50_RS00435
OG0000268	B5C39_RS02480	EXC50_RS03665
OG0000269	B5C39_RS02465	EXC50_RS03650
OG0000270	B5C39_RS00680	EXC50_RS02335
OG0000271	B5C39_RS00675	EXC50_RS02330
OG0000272	B5C39_RS00670	EXC50_RS02325
OG0000273	B5C39_RS00665	EXC50_RS02320
OG0000274	B5C39_RS00645	EXC50_RS02300
OG0000275	B5C39_RS00640	EXC50_RS02295
OG0000276	B5C39_RS00635	EXC50_RS02290
OG0000277	B5C39_RS00625	EXC50_RS02280
OG0000278	B5C39_RS00620	EXC50_RS02275
OG0000279	B5C39_RS00610	EXC50_RS02265
OG0000280	B5C39_RS00605	EXC50_RS02260
OG0000281	B5C39_RS00600	EXC50_RS02255
OG0000282	B5C39_RS00575	EXC50_RS02230
OG0000283	B5C39_RS00570	EXC50_RS02225
OG0000284	B5C39_RS00565	EXC50_RS02220
OG0000285	B5C39_RS00560	EXC50_RS02215
OG0000286	B5C39_RS02700	EXC50_RS01270
OG0000287	B5C39_RS02795	EXC50_RS01365
OG0000288	B5C39_RS02805	EXC50_RS01375
OG0000289	B5C39_RS02810	EXC50_RS01380
OG0000290	B5C39_RS02920	EXC50_RS01490
OG0000291	B5C39_RS02910	EXC50_RS01480
OG0000292	B5C39_RS02905	EXC50_RS01475
OG0000293	B5C39_RS02900	EXC50_RS01470
OG0000294	B5C39_RS02890	EXC50_RS01460
OG0000295	B5C39_RS02885	EXC50_RS01455
OG0000296	B5C39_RS02845	EXC50_RS01415
OG0000297	B5C39_RS02840	EXC50_RS01410
OG0000298	B5C39_RS00990	EXC50_RS00175
OG0000299	B5C39_RS01015	EXC50_RS00200
OG0000300	B5C39_RS01200	EXC50_RS00385
OG0000301	B5C39_RS01240	EXC50_RS00425
OG0000302	B5C39_RS01245	EXC50_RS00430
OG0000303	B5C39_RS02335	EXC50_RS03525
OG0000304	B5C39_RS01830	EXC50_RS03010
OG0000305	B5C39_RS00100	EXC50_RS01720
OG0000306	B5C39_RS03080	EXC50_RS01645
OG0000307	B5C39_RS03040	EXC50_RS01610
OG0000308	B5C39_RS02940	EXC50_RS01510
OG0000309	B5C39_RS02875	EXC50_RS01445
OG0000310	B5C39_RS02800	EXC50_RS01370
OG0000311	B5C39_RS02760	EXC50_RS01330
OG0000312	B5C39_RS02745	EXC50_RS01315
OG0000313	B5C39_RS03110	EXC50_RS00540
OG0000314	B5C39_RS03460	EXC50_RS00900
OG0000315	B5C39_RS03490	EXC50_RS00930
OG0000316	B5C39_RS03500	EXC50_RS00940
OG0000317	B5C39_RS03590	EXC50_RS01030
OG0000318	B5C39_RS03505	EXC50_RS00945
OG0000319	B5C39_RS02510	EXC50_RS01080
OG0000320	B5C39_RS02645	EXC50_RS01215
OG0000321	B5C39_RS01565	EXC50_RS02755
OG0000322	B5C39_RS01520	EXC50_RS02710
OG0000323	B5C39_RS01390	EXC50_RS02580
OG0000324	B5C39_RS02550	EXC50_RS01120
OG0000325	B5C39_RS02205	EXC50_RS03385
OG0000326	B5C39_RS02110	EXC50_RS03290
OG0000327	B5C39_RS02105	EXC50_RS03285
OG0000328	B5C39_RS02020	EXC50_RS03200
OG0000329	B5C39_RS02000	EXC50_RS03180
OG0000330	B5C39_RS01805	EXC50_RS02985
OG0000331	B5C39_RS00195	EXC50_RS01815
OG0000332	B5C39_RS00300	EXC50_RS01950
OG0000333	B5C39_RS00310	EXC50_RS01960
OG0000334	B5C39_RS00410	EXC50_RS02065
OG0000335	B5C39_RS00420	EXC50_RS02075
OG0000336	B5C39_RS00590	EXC50_RS02245
OG0000337	B5C39_RS00770	EXC50_RS02415
OG0000338	B5C39_RS00810	EXC50_RS02455
OG0000339	B5C39_RS02615	EXC50_RS01185
OG0000340	B5C39_RS01585	EXC50_RS02775
OG0000341	B5C39_RS02570	EXC50_RS01140
OG0000342	B5C39_RS02175	EXC50_RS03355
OG0000343	B5C39_RS00320	EXC50_RS01970
OG0000344	B5C39_RS02320	EXC50_RS03510
OG0000345	B5C39_RS01885	EXC50_RS03065
OG0000346	B5C39_RS03940	EXC50_RS02250
OG0000347	B5C39_RS01495	EXC50_RS02685
OG0000348	B5C39_RS02100	EXC50_RS03280
OG0000349	B5C39_RS00655	EXC50_RS02310
OG0000350	B5C39_RS03030	EXC50_RS01600
OG0000351	B5C39_RS02405	EXC50_RS03590
OG0000352	B5C39_RS03440	EXC50_RS00880
OG0000353	B5C39_RS01525	EXC50_RS02715
OG0000354	B5C39_RS02260	EXC50_RS03450
OG0000355	B5C39_RS03410	EXC50_RS00850
OG0000356	B5C39_RS03495	EXC50_RS00935
OG0000357	B5C39_RS00280	EXC50_RS01930
OG0000358	B5C39_RS00285	EXC50_RS01935
OG0000359	B5C39_RS02130	EXC50_RS03310
OG0000360	B5C39_RS01100	EXC50_RS00285
OG0000361	B5C39_RS01130	EXC50_RS00315
OG0000362	B5C39_RS02820	EXC50_RS01390
OG0000363	B5C39_RS03800	EXC50_RS02645
OG0000364	B5C39_RS03710	EXC50_RS03915
OG0000364	B5C39_RS03715	EXC50_RS03920
OG0000365	B5C39_RS03540	EXC50_RS00975
OG0000366	B5C39_RS03560	EXC50_RS01000
OG0000367	B5C39_RS03570	EXC50_RS01010
OG0000368	B5C39_RS00875	EXC50_RS00060
OG0000369	B5C39_RS00840	EXC50_RS00025
OG0000370	B5C39_RS00835	EXC50_RS00020
OG0000371	B5C39_RS00830	EXC50_RS00015
OG0000372	B5C39_RS00825	EXC50_RS00010
OG0000373	B5C39_RS00800	EXC50_RS02445
OG0000374	B5C39_RS00790	EXC50_RS02435
OG0000375	B5C39_RS02505	EXC50_RS01075
OG0000376	B5C39_RS02660	EXC50_RS01230
OG0000377	B5C39_RS02650	EXC50_RS01220
OG0000378	B5C39_RS01605	EXC50_RS02795
OG0000379	B5C39_RS01530	EXC50_RS02720
OG0000380	B5C39_RS01505	EXC50_RS02695
OG0000381	B5C39_RS01465	EXC50_RS02655
OG0000382	B5C39_RS01435	EXC50_RS02625
OG0000383	B5C39_RS01395	EXC50_RS02585
OG0000384	B5C39_RS02380	EXC50_RS03570
OG0000385	B5C39_RS02375	EXC50_RS03565
OG0000386	B5C39_RS02355	EXC50_RS03545
OG0000387	B5C39_RS02330	EXC50_RS03520
OG0000388	B5C39_RS02325	EXC50_RS03515
OG0000389	B5C39_RS02280	EXC50_RS03470
OG0000390	B5C39_RS00120	EXC50_RS01740
OG0000391	B5C39_RS00110	EXC50_RS01730
OG0000392	B5C39_RS00085	EXC50_RS01705
OG0000393	B5C39_RS00030	EXC50_RS01650
OG0000394	B5C39_RS03005	EXC50_RS01575
OG0000395	B5C39_RS03000	EXC50_RS01570
OG0000396	B5C39_RS02705	EXC50_RS01275
OG0000397	B5C39_RS03425	EXC50_RS00865
OG0000398	B5C39_RS03430	EXC50_RS00870
OG0000399	B5C39_RS03475	EXC50_RS00915
OG0000400	B5C39_RS00245	EXC50_RS01895
OG0000401	B5C39_RS00305	EXC50_RS01955
OG0000402	B5C39_RS00315	EXC50_RS01965
OG0000403	B5C39_RS00325	EXC50_RS01975
OG0000404	B5C39_RS00355	EXC50_RS02005
OG0000405	B5C39_RS00370	EXC50_RS02020
OG0000406	B5C39_RS00425	EXC50_RS02080
OG0000407	B5C39_RS00430	EXC50_RS02085
OG0000408	B5C39_RS00435	EXC50_RS02090
OG0000409	B5C39_RS00440	EXC50_RS02095
OG0000410	B5C39_RS00500	EXC50_RS02155
OG0000411	B5C39_RS00490	EXC50_RS02145
OG0000412	B5C39_RS00485	EXC50_RS02140
OG0000413	B5C39_RS01380	EXC50_RS02570
OG0000414	B5C39_RS01370	EXC50_RS02560
OG0000415	B5C39_RS01365	EXC50_RS02555
OG0000416	B5C39_RS01355	EXC50_RS02545
OG0000417	B5C39_RS02565	EXC50_RS01135
OG0000418	B5C39_RS02560	EXC50_RS01130
OG0000419	B5C39_RS02195	EXC50_RS03375
OG0000420	B5C39_RS02160	EXC50_RS03340
OG0000421	B5C39_RS02125	EXC50_RS03305
OG0000422	B5C39_RS02115	EXC50_RS03295
OG0000423	B5C39_RS02060	EXC50_RS03240
OG0000424	B5C39_RS02055	EXC50_RS03235
OG0000425	B5C39_RS02045	EXC50_RS03225
OG0000426	B5C39_RS02040	EXC50_RS03220
OG0000427	B5C39_RS02015	EXC50_RS03195
OG0000428	B5C39_RS01990	EXC50_RS03170
OG0000429	B5C39_RS01895	EXC50_RS03075
OG0000430	B5C39_RS01850	EXC50_RS03030
OG0000431	B5C39_RS01840	EXC50_RS03020
OG0000432	B5C39_RS01810	EXC50_RS02990
OG0000433	B5C39_RS01795	EXC50_RS02975
OG0000434	B5C39_RS01790	EXC50_RS02970
OG0000435	B5C39_RS01775	EXC50_RS02955
OG0000436	B5C39_RS01745	EXC50_RS02925
OG0000437	B5C39_RS01735	EXC50_RS02915
OG0000438	B5C39_RS01730	EXC50_RS02910
OG0000439	B5C39_RS01725	EXC50_RS02905
OG0000440	B5C39_RS00175	EXC50_RS01795
OG0000441	B5C39_RS00215	EXC50_RS01835
OG0000442	B5C39_RS00960	EXC50_RS00145
OG0000443	B5C39_RS01010	EXC50_RS00195
OG0000444	B5C39_RS01025	EXC50_RS00210
OG0000445	B5C39_RS01050	EXC50_RS00235
OG0000446	B5C39_RS01080	EXC50_RS00265
OG0000447	B5C39_RS01085	EXC50_RS00270
OG0000448	B5C39_RS01115	EXC50_RS00300
OG0000449	B5C39_RS01140	EXC50_RS00325
OG0000450	B5C39_RS01150	EXC50_RS00335
OG0000451	B5C39_RS01195	EXC50_RS00380
OG0000452	B5C39_RS01225	EXC50_RS00410
OG0000453	B5C39_RS02475	EXC50_RS03660
OG0000454	B5C39_RS00020	EXC50_RS03725, EXC50_RS03855, EXC50_RS03675
OG0000455	B5C39_RS00700	EXC50_RS02355
OG0000456	B5C39_RS00580	EXC50_RS02235
OG0000457	B5C39_RS00555	EXC50_RS02210
OG0000458	B5C39_RS02790	EXC50_RS01360
OG0000459	B5C39_RS02815	EXC50_RS01385
OG0000460	B5C39_RS02825	EXC50_RS01395
OG0000461	B5C39_RS02870	EXC50_RS01440
OG0000462	B5C39_RS02865	EXC50_RS01435
OG0000463	B5C39_RS02860	EXC50_RS01430
OG0000464	B5C39_RS02855	EXC50_RS01425
OG0000465	B5C39_RS02850	EXC50_RS01420
OG0000466	B5C39_RS01230	EXC50_RS00415
OG0000467	B5C39_RS02950	EXC50_RS01520
OG0000468	B5C39_RS03470	EXC50_RS00910
OG0000469	B5C39_RS03530	EXC50_RS00970
OG0000470	B5C39_RS03690	EXC50_RS03950
OG0000471	B5C39_RS01985	EXC50_RS03165
OG0000472	B5C39_RS00510	EXC50_RS02165
OG0000473	B5C39_RS00685	EXC50_RS02340
OG0000474	B5C39_RS00690	EXC50_RS02345
OG0000475	B5C39_RS00695	EXC50_RS02350
OG0000476	B5C39_RS01345	EXC50_RS02535
OG0000477	B5C39_RS02895	EXC50_RS01465
OG0000478	B5C39_RS00630	EXC50_RS02285
