Orthogroup	MFC_MF11_genes	MHP_ES2L_genes
OG0000253	DR093_RS00245	HZK19_RS00210
OG0000254	DR093_RS00255	HZK19_RS00220
OG0000255	DR093_RS00260	HZK19_RS00225
OG0000256	DR093_RS00265	HZK19_RS00230
OG0000257	DR093_RS00290	HZK19_RS00255
OG0000258	DR093_RS00300	HZK19_RS00265
OG0000259	DR093_RS00330	HZK19_RS00295
OG0000260	DR093_RS00340	HZK19_RS00305
OG0000261	DR093_RS03790	HZK19_RS00315
OG0000262	DR093_RS00365	HZK19_RS00330
OG0000263	DR093_RS00380	HZK19_RS00345
OG0000264	DR093_RS00395	HZK19_RS00360
OG0000265	DR093_RS00405	HZK19_RS00370
OG0000266	DR093_RS00420	HZK19_RS00385
OG0000267	DR093_RS00435	HZK19_RS00400
OG0000268	DR093_RS00440	HZK19_RS00405
OG0000269	DR093_RS00455	HZK19_RS00420
OG0000270	DR093_RS03855	HZK19_RS03540
OG0000271	DR093_RS01280	HZK19_RS03535
OG0000272	DR093_RS01285	HZK19_RS03530
OG0000273	DR093_RS01290	HZK19_RS03525
OG0000274	DR093_RS01310	HZK19_RS03505
OG0000275	DR093_RS03860	HZK19_RS03500
OG0000276	DR093_RS01320	HZK19_RS03495
OG0000277	DR093_RS03865	HZK19_RS03485
OG0000278	DR093_RS01335	HZK19_RS03480
OG0000279	DR093_RS01345	HZK19_RS03470
OG0000280	DR093_RS01350	HZK19_RS03465
OG0000281	DR093_RS01355	HZK19_RS03460
OG0000282	DR093_RS01380	HZK19_RS03435
OG0000283	DR093_RS01385	HZK19_RS03430
OG0000284	DR093_RS01390	HZK19_RS03425
OG0000285	DR093_RS03880	HZK19_RS03420
OG0000286	DR093_RS01105	HZK19_RS02390
OG0000287	DR093_RS01080	HZK19_RS02485
OG0000288	DR093_RS01070	HZK19_RS02495
OG0000289	DR093_RS01065	HZK19_RS02500
OG0000290	DR093_RS03410	HZK19_RS02610
OG0000291	DR093_RS00965	HZK19_RS02600
OG0000292	DR093_RS00970	HZK19_RS02595
OG0000293	DR093_RS00975	HZK19_RS02590
OG0000294	DR093_RS00985	HZK19_RS02580
OG0000295	DR093_RS00990	HZK19_RS02575
OG0000296	DR093_RS01030	HZK19_RS02535
OG0000297	DR093_RS01035	HZK19_RS02530
OG0000298	DR093_RS00195	HZK19_RS00160
OG0000299	DR093_RS00215	HZK19_RS00180
OG0000300	DR093_RS00390	HZK19_RS00355
OG0000301	DR093_RS00425	HZK19_RS00390
OG0000302	DR093_RS00430	HZK19_RS00395
OG0000303	DR093_RS00565	HZK19_RS00550
OG0000304	DR093_RS00600	HZK19_RS01055
OG0000305	DR093_RS00730	HZK19_RS02845
OG0000306	DR093_RS00815	HZK19_RS02770
OG0000307	DR093_RS00860	HZK19_RS02735
OG0000308	DR093_RS00945	HZK19_RS02635
OG0000309	DR093_RS01000	HZK19_RS02565
OG0000310	DR093_RS01075	HZK19_RS02490
OG0000311	DR093_RS01125	HZK19_RS02450
OG0000312	DR093_RS01145	HZK19_RS02435
OG0000313	DR093_RS02690	HZK19_RS01565
OG0000314	DR093_RS02975	HZK19_RS01920
OG0000315	DR093_RS02900	HZK19_RS01950
OG0000316	DR093_RS02910	HZK19_RS01960
OG0000317	DR093_RS02750	HZK19_RS02055
OG0000318	DR093_RS04040	HZK19_RS01965
OG0000319	DR093_RS01870	HZK19_RS02200
OG0000320	DR093_RS01935	HZK19_RS02330
OG0000321	DR093_RS02000	HZK19_RS01300
OG0000322	DR093_RS02045	HZK19_RS01345
OG0000323	DR093_RS02175	HZK19_RS01475
OG0000324	DR093_RS02550	HZK19_RS02240
OG0000325	DR093_RS02510	HZK19_RS00675
OG0000326	DR093_RS02415	HZK19_RS00770
OG0000327	DR093_RS02410	HZK19_RS00775
OG0000328	DR093_RS01500	HZK19_RS00860
OG0000329	DR093_RS01520	HZK19_RS00880
OG0000330	DR093_RS01705	HZK19_RS01080
OG0000331	DR093_RS01820	HZK19_RS02935
OG0000332	DR093_RS02250	HZK19_RS03150
OG0000333	DR093_RS02260	HZK19_RS03160
OG0000334	DR093_RS02325	HZK19_RS03270
OG0000335	DR093_RS03970	HZK19_RS03280
OG0000336	DR093_RS03875	HZK19_RS03450
OG0000337	DR093_RS00015	HZK19_RS03620
OG0000338	DR093_RS00055	HZK19_RS03660
OG0000339	DR093_RS01955	HZK19_RS02305
OG0000340	DR093_RS01980	HZK19_RS01280
OG0000341	DR093_RS02570	HZK19_RS02260
OG0000342	DR093_RS02480	HZK19_RS00705
OG0000343	DR093_RS02270	HZK19_RS03170
OG0000344	DR093_RS00580	HZK19_RS00565
OG0000345	DR093_RS01635	HZK19_RS00995
OG0000346	DR093_RS03870	HZK19_RS03455
OG0000347	DR093_RS02070	HZK19_RS01370
OG0000348	DR093_RS03985	HZK19_RS00780
OG0000349	DR093_RS01300	HZK19_RS03515
OG0000350	DR093_RS00820	HZK19_RS02725
OG0000351	DR093_RS00515	HZK19_RS00480
OG0000352	DR093_RS02990	HZK19_RS01895
OG0000353	DR093_RS02040	HZK19_RS01340
OG0000354	DR093_RS00630	HZK19_RS00625
OG0000355	DR093_RS04005	HZK19_RS01870
OG0000356	DR093_RS04035	HZK19_RS01955
OG0000357	DR093_RS03955	HZK19_RS03130
OG0000358	DR093_RS02235	HZK19_RS03135
OG0000359	DR093_RS03990	HZK19_RS00750
OG0000360	DR093_RS00295	HZK19_RS00260
OG0000361	DR093_RS00325	HZK19_RS00290
OG0000362	DR093_RS01055	HZK19_RS02510
OG0000363	DR093_RS02110	HZK19_RS03730
OG0000365	DR093_RS04055	HZK19_RS02000
OG0000366	DR093_RS02780	HZK19_RS02025
OG0000367	DR093_RS02770	HZK19_RS02035
OG0000368	DR093_RS00120	HZK19_RS00060
OG0000370	DR093_RS04150	HZK19_RS00020
OG0000371	DR093_RS00075	HZK19_RS00015
OG0000372	DR093_RS00070	HZK19_RS00010
OG0000373	DR093_RS00045	HZK19_RS03650
OG0000374	DR093_RS00035	HZK19_RS03640
OG0000375	DR093_RS01865	HZK19_RS02195
OG0000376	DR093_RS01920	HZK19_RS02345
OG0000377	DR093_RS01930	HZK19_RS02335
OG0000378	DR093_RS01965	HZK19_RS01260
OG0000379	DR093_RS02035	HZK19_RS01335
OG0000380	DR093_RS02060	HZK19_RS01360
OG0000381	DR093_RS02100	HZK19_RS01400
OG0000382	DR093_RS02130	HZK19_RS01430
OG0000383	DR093_RS02170	HZK19_RS01470
OG0000384	DR093_RS00520	HZK19_RS00505
OG0000385	DR093_RS00525	HZK19_RS00510
OG0000386	DR093_RS00545	HZK19_RS00530
OG0000387	DR093_RS00570	HZK19_RS00555
OG0000388	DR093_RS03800	HZK19_RS00560
OG0000389	DR093_RS00610	HZK19_RS00605
OG0000390	DR093_RS00710	HZK19_RS02865
OG0000391	DR093_RS00720	HZK19_RS02855
OG0000392	DR093_RS00745	HZK19_RS02830
OG0000393	DR093_RS00800	HZK19_RS02775
OG0000394	DR093_RS00875	HZK19_RS02700
OG0000395	DR093_RS00880	HZK19_RS02695
OG0000396	DR093_RS02700	HZK19_RS02395
OG0000397	DR093_RS02655	HZK19_RS01880
OG0000398	DR093_RS02650	HZK19_RS01885
OG0000399	DR093_RS02885	HZK19_RS01935
OG0000400	DR093_RS02195	HZK19_RS03000
OG0000401	DR093_RS02255	HZK19_RS03155
OG0000402	DR093_RS02265	HZK19_RS03165
OG0000403	DR093_RS02275	HZK19_RS03175
OG0000404	DR093_RS03960	HZK19_RS03205
OG0000405	DR093_RS02310	HZK19_RS03220
OG0000406	DR093_RS02340	HZK19_RS03285
OG0000407	DR093_RS03975	HZK19_RS03290
OG0000408	DR093_RS02350	HZK19_RS03295
OG0000409	DR093_RS02355	HZK19_RS03300
OG0000410	DR093_RS02860	HZK19_RS03360
OG0000411	DR093_RS02870	HZK19_RS03350
OG0000412	DR093_RS02875	HZK19_RS03345
OG0000413	DR093_RS04170	HZK19_RS01485
OG0000414	DR093_RS02610	HZK19_RS01495
OG0000415	DR093_RS02605	HZK19_RS01500
OG0000416	DR093_RS02595	HZK19_RS01510
OG0000417	DR093_RS02565	HZK19_RS02255
OG0000418	DR093_RS02560	HZK19_RS02250
OG0000419	DR093_RS02500	HZK19_RS00685
OG0000420	DR093_RS02465	HZK19_RS00720
OG0000421	DR093_RS02430	HZK19_RS00755
OG0000422	DR093_RS02420	HZK19_RS00765
OG0000423	DR093_RS01460	HZK19_RS00820
OG0000424	DR093_RS01465	HZK19_RS00825
OG0000425	DR093_RS01475	HZK19_RS00835
OG0000426	DR093_RS03905	HZK19_RS00840
OG0000427	DR093_RS03910	HZK19_RS00865
OG0000428	DR093_RS01530	HZK19_RS00890
OG0000429	DR093_RS01625	HZK19_RS00985
OG0000430	DR093_RS01670	HZK19_RS01030
OG0000431	DR093_RS01680	HZK19_RS01040
OG0000432	DR093_RS01700	HZK19_RS01075
OG0000433	DR093_RS01710	HZK19_RS01090
OG0000434	DR093_RS01715	HZK19_RS01095
OG0000435	DR093_RS01730	HZK19_RS01110
OG0000436	DR093_RS01765	HZK19_RS01135
OG0000437	DR093_RS01775	HZK19_RS01145
OG0000438	DR093_RS03925	HZK19_RS01150
OG0000439	DR093_RS01785	HZK19_RS01155
OG0000440	DR093_RS01800	HZK19_RS02915
OG0000441	DR093_RS01840	HZK19_RS02955
OG0000442	DR093_RS00150	HZK19_RS00130
OG0000443	DR093_RS00210	HZK19_RS00175
OG0000444	DR093_RS00225	HZK19_RS00190
OG0000445	DR093_RS00250	HZK19_RS00215
OG0000446	DR093_RS00275	HZK19_RS00240
OG0000447	DR093_RS00280	HZK19_RS00245
OG0000448	DR093_RS00310	HZK19_RS00275
OG0000449	DR093_RS00335	HZK19_RS00300
OG0000450	DR093_RS00345	HZK19_RS00310
OG0000451	DR093_RS00385	HZK19_RS00350
OG0000452	DR093_RS00410	HZK19_RS00375
OG0000453	DR093_RS00445	HZK19_RS00410
OG0000455	DR093_RS03850	HZK19_RS03560
OG0000456	DR093_RS01375	HZK19_RS03440
OG0000457	DR093_RS01400	HZK19_RS03415
OG0000458	DR093_RS01085	HZK19_RS02480
OG0000459	DR093_RS01060	HZK19_RS02505
OG0000460	DR093_RS01050	HZK19_RS02520
OG0000461	DR093_RS01005	HZK19_RS02560
OG0000462	DR093_RS01010	HZK19_RS02555
OG0000463	DR093_RS01015	HZK19_RS02550
OG0000465	DR093_RS01025	HZK19_RS02545
OG0000466	DR093_RS00415	HZK19_RS00380
OG0000467	DR093_RS03825	HZK19_RS02645
OG0000468	DR093_RS02985	HZK19_RS01930
OG0000469	DR093_RS02960	HZK19_RS01990
OG0000470	DR093_RS01455	HZK19_RS00815
OG0000471	DR093_RS01535	HZK19_RS00895
OG0000472	DR093_RS01435	HZK19_RS03370
OG0000473	DR093_RS01270	HZK19_RS03545
OG0000474	DR093_RS01265	HZK19_RS03550
OG0000475	DR093_RS01260	HZK19_RS03555
OG0000476	DR093_RS01220	HZK19_RS01520
OG0000477	DR093_RS00980	HZK19_RS02585
OG0000478	DR093_RS01325	HZK19_RS03490
OG0000479	DR093_RS01995	HZK19_RS01295
OG0000480	DR093_RS03255	HZK19_RS01995
OG0000481	DR093_RS02395	HZK19_RS00790
OG0000483	DR093_RS02765	HZK19_RS02040
OG0000484	DR093_RS03785	HZK19_RS00185
OG0000485	DR093_RS01770	HZK19_RS01140
OG0000486	DR093_RS02585	HZK19_RS02275
OG0000487	DR093_RS04045	HZK19_RS01970
OG0000488	DR093_RS02795	HZK19_RS02010
OG0000489	DR093_RS00110	HZK19_RS00050
OG0000490	DR093_RS00050	HZK19_RS03655
OG0000491	DR093_RS02015	HZK19_RS01315
OG0000492	DR093_RS02090	HZK19_RS01390
OG0000493	DR093_RS00585	HZK19_RS00570
OG0000494	DR093_RS00635	HZK19_RS00630
OG0000495	DR093_RS00775	HZK19_RS02800
OG0000496	DR093_RS00785	HZK19_RS02790
OG0000497	DR093_RS00790	HZK19_RS02785
OG0000498	DR093_RS00870	HZK19_RS02705
OG0000499	DR093_RS00915	HZK19_RS02670
OG0000500	DR093_RS02645	HZK19_RS01890
OG0000501	DR093_RS02205	HZK19_RS03010
OG0000502	DR093_RS02525	HZK19_RS01165
OG0000503	DR093_RS02450	HZK19_RS00735
OG0000504	DR093_RS01510	HZK19_RS00870
OG0000505	DR093_RS01545	HZK19_RS00905
OG0000506	DR093_RS01555	HZK19_RS00915
OG0000507	DR093_RS01590	HZK19_RS00950
OG0000508	DR093_RS00270	HZK19_RS00235
OG0000509	DR093_RS00305	HZK19_RS00270
OG0000510	DR093_RS00315	HZK19_RS00280
OG0000511	DR093_RS00450	HZK19_RS00415
OG0000513	DR093_RS01340	HZK19_RS03475
OG0000514	DR093_RS00750	HZK19_RS02825
OG0000516	DR093_RS02940	HZK19_RS01975
OG0000517	DR093_RS00125	HZK19_RS00065
OG0000518	DR093_RS02245	HZK19_RS03145
OG0000519	DR093_RS02425	HZK19_RS00760
OG0000520	DR093_RS01525	HZK19_RS00885
OG0000521	DR093_RS00285	HZK19_RS00250
OG0000522	DR093_RS00320	HZK19_RS00285
OG0000523	DR093_RS01405	HZK19_RS03410
OG0000524	DR093_RS00940	HZK19_RS02640
OG0000525	DR093_RS03895	HZK19_RS03375
OG0000528	DR093_RS02950	HZK19_RS01980
OG0000529	DR093_RS01880	HZK19_RS02210
OG0000530	DR093_RS01945	HZK19_RS02315
OG0000531	DR093_RS02065	HZK19_RS01365
OG0000533	DR093_RS01690	HZK19_RS00590
OG0000534	DR093_RS00400	HZK19_RS00365
OG0000535	DR093_RS00105	HZK19_RS00045
OG0000536	DR093_RS01195	HZK19_RS03590
OG0000537	DR093_RS02485	HZK19_RS00700
OG0000538	DR093_RS01720	HZK19_RS01100
OG0000539	DR093_RS00235	HZK19_RS00200
OG0000541	DR093_RS00900	HZK19_RS02685
OG0000542	DR093_RS00370	HZK19_RS00335
OG0000547	DR093_RS00700	HZK19_RS02875
OG0000548	DR093_RS02695	HZK19_RS01560
OG0000549	DR093_RS01440	HZK19_RS03365
OG0000550	DR093_RS01305	HZK19_RS03510
OG0000551	DR093_RS01830	HZK19_RS02945
OG0000555	DR093_RS03360	HZK19_RS02880
OG0000589	DR093_RS02830	HZK19_RS02120
OG0000602	DR093_RS02805	HZK19_RS02005
