Orthogroup	MHP_MHP709_proteins	MHP_133A_proteins
OG0000319	WP_160588280.1	WP_135618880.1
OG0000320	WP_160588217.1	WP_404924234.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_160588227.1	WP_160588227.1
OG0000324	WP_160588283.1	WP_011290222.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_160588270.1	WP_404924411.1
OG0000327	WP_146379506.1	WP_160584807.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_011206056.1	WP_225973017.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_146379704.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_044272637.1	WP_020835889.1
OG0000335	WP_160588128.1	WP_041361699.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011290441.1	WP_050195472.1
OG0000338	WP_160584861.1	WP_014580051.1
OG0000339	WP_160585719.1	WP_404924230.1
OG0000340	WP_160588380.1	WP_146379551.1
OG0000341	WP_160588289.1	WP_011290226.1
OG0000342	WP_011290029.1	WP_011290029.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160588307.1	WP_404924394.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_225973015.1	WP_404924412.1
OG0000349	WP_160588173.1	WP_404924332.1
OG0000350	WP_258555238.1	WP_404924274.1
OG0000351	WP_160588011.1	WP_011206131.1
OG0000352	WP_160587896.1	WP_404924481.1
OG0000353	WP_160588248.1	WP_404924440.1
OG0000354	WP_308507053.1	WP_404924402.1
OG0000355	WP_020835708.1	WP_011206194.1
OG0000356	WP_308507057.1	WP_308507057.1
OG0000357	WP_011206427.1	WP_228366113.1
OG0000358	WP_160588052.1	WP_404924299.1
OG0000359	WP_308507100.1	WP_404924408.1
OG0000360	WP_225973008.1	WP_404924361.1
OG0000361	WP_011289979.1	WP_011289979.1
OG0000362	WP_160588317.1	WP_094521719.1
OG0000363	WP_233417364.1	WP_233417364.1
OG0000364	WP_160587890.1	WP_044272453.1
OG0000365	WP_160587919.1	WP_404924207.1
OG0000366	WP_011206224.1	WP_146379594.1
OG0000367	WP_220190703.1	WP_404924210.1
OG0000368	WP_160588120.1	WP_011289935.1
OG0000369	WP_160588112.1	WP_404924349.1
OG0000370	WP_160588110.1	WP_044272260.1
OG0000371	WP_160588108.1	WP_044272256.1
OG0000372	WP_160588106.1	WP_135618439.1
OG0000373	WP_160588104.1	WP_404924348.1
OG0000374	WP_160588102.1	WP_404924346.1
OG0000375	WP_146379628.1	WP_146379628.1
OG0000376	WP_160585724.1	WP_404924237.1
OG0000377	WP_011206271.1	WP_404924235.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_160588252.1	WP_404924442.1
OG0000381	WP_160588219.1	WP_404924443.1
OG0000382	WP_160588223.1	WP_404924447.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_041361727.1	WP_404924391.1
OG0000385	WP_044272311.1	WP_044272311.1
OG0000386	WP_011290004.1	WP_011290004.1
OG0000387	WP_160588311.1	WP_404924392.1
OG0000388	WP_160588309.1	WP_404924393.1
OG0000389	WP_160587959.1	WP_020835565.1
OG0000390	WP_011284284.1	WP_011290340.1
OG0000391	WP_020835843.1	WP_404924283.1
OG0000392	WP_020835840.1	WP_404924281.1
OG0000393	WP_160587848.1	WP_404924279.1
OG0000394	WP_011290313.1	WP_011284253.1
OG0000395	WP_146379682.1	WP_404924270.1
OG0000396	WP_160585153.1	WP_020835781.1
OG0000397	WP_011206196.1	WP_011206196.1
OG0000398	WP_160587892.1	WP_146379611.1
OG0000399	WP_160587906.1	WP_348571612.1
OG0000400	WP_044272610.1	WP_243216310.1
OG0000401	WP_135619070.1	WP_404924302.1
OG0000402	WP_160588059.1	WP_404924303.1
OG0000403	WP_020835873.1	WP_404924022.1
OG0000404	WP_160588064.1	WP_146379727.1
OG0000405	WP_160585278.1	WP_160585278.1
OG0000406	WP_160588130.1	WP_404924308.1
OG0000407	WP_160588132.1	WP_404924309.1
OG0000408	WP_044284717.1	WP_404924310.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_404924318.1
OG0000411	WP_146379742.1	WP_404924317.1
OG0000412	WP_011290399.1	WP_404924316.1
OG0000413	WP_011290129.1	WP_146379568.1
OG0000414	WP_011290131.1	WP_011290131.1
OG0000415	WP_020835657.1	WP_404924448.1
OG0000416	WP_160588231.1	WP_404924449.1
OG0000417	WP_160588287.1	WP_404924226.1
OG0000418	WP_160588285.1	WP_348571647.1
OG0000419	WP_160588274.1	WP_020835572.1
OG0000420	WP_020835574.1	WP_020835574.1
OG0000421	WP_011206080.1	WP_011290034.1
OG0000422	WP_146379504.1	WP_020835580.1
OG0000423	WP_135618585.1	WP_404924415.1
OG0000424	WP_135618587.1	WP_135618587.1
OG0000425	WP_011206065.1	WP_011283949.1
OG0000426	WP_011206064.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_135618593.1
OG0000428	WP_011206054.1	WP_011206054.1
OG0000429	WP_011290062.1	WP_011206036.1
OG0000431	WP_011290067.1	WP_146379524.1
OG0000432	WP_160587974.1	WP_404924424.1
OG0000433	WP_011206014.1	WP_160606761.1
OG0000434	WP_160585569.1	WP_160606763.1
OG0000435	WP_011283987.1	WP_011290077.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_044272373.1	WP_020835616.1
OG0000438	WP_160587984.1	WP_404924427.1
OG0000439	WP_020835619.1	WP_404924428.1
OG0000440	WP_160588325.1	WP_020835852.1
OG0000441	WP_011284299.1	WP_404924290.1
OG0000442	WP_258555380.1	WP_404924355.1
OG0000443	WP_160588036.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_404924360.1
OG0000446	WP_135618497.1	WP_135618497.1
OG0000447	WP_160588031.1	WP_044284573.1
OG0000448	WP_146379469.1	WP_404924362.1
OG0000449	WP_011289981.1	WP_348571941.1
OG0000450	WP_160588027.1	WP_404924074.1
OG0000451	WP_160585531.1	WP_404924370.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_011206136.1	WP_404924386.1
OG0000455	WP_146379761.1	WP_404924337.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_160588187.1	WP_404924500.1
OG0000458	WP_160588321.1	WP_020835790.1
OG0000459	WP_011206301.1	WP_404924252.1
OG0000460	WP_044272549.1	WP_404924253.1
OG0000461	WP_160587811.1	WP_404924496.1
OG0000462	WP_160587809.1	WP_011206311.1
OG0000463	WP_160587807.1	WP_011206310.1
OG0000464	WP_011206309.1	WP_011206309.1
OG0000465	WP_160585762.1	WP_404924256.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160587829.1	WP_404924266.1
OG0000468	WP_160587904.1	WP_404924484.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_044272348.1
OG0000472	WP_160588144.1	WP_404924319.1
OG0000473	WP_160588156.1	WP_020835917.1
OG0000474	WP_160588158.1	WP_404924336.1
OG0000475	WP_160588160.1	WP_160584892.1
OG0000476	WP_011205931.1	WP_011205931.1
OG0000477	WP_160587815.1	WP_135618962.1
OG0000478	WP_146379753.1	WP_404924331.1
OG0000479	WP_160588237.1	WP_404924439.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_308507052.1	WP_044272343.1
OG0000482	WP_160587986.1	WP_404924431.1
OG0000483	WP_160587946.1	WP_404924211.1
OG0000484	WP_225973007.1	WP_404924359.1
OG0000485	WP_020835615.1	WP_020835615.1
OG0000486	WP_160588293.1	WP_011290228.1
OG0000487	WP_220191052.1	WP_404924490.1
OG0000488	WP_160587923.1	WP_020835728.1
OG0000489	WP_011205849.1	WP_404924350.1
OG0000490	WP_160584863.1	WP_011206527.1
OG0000491	WP_160588241.1	WP_160588241.1
OG0000492	WP_160588262.1	WP_146379559.1
OG0000493	WP_146379488.1	WP_404924395.1
OG0000494	WP_052269169.1	WP_404924403.1
OG0000496	WP_011206375.1	WP_011206375.1
OG0000497	WP_160587850.1	WP_014579936.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_020835817.1
OG0000501	WP_220190663.1	WP_404924297.1
OG0000502	WP_094521609.1	WP_404924430.1
OG0000503	WP_016340193.1	WP_404924406.1
OG0000504	WP_146379513.1	WP_404924485.1
OG0000505	WP_011290053.1	WP_146379519.1
OG0000507	WP_160588078.1	WP_020835590.1
OG0000509	WP_020835518.1	WP_020835518.1
OG0000510	WP_011289977.1	WP_404924363.1
OG0000511	WP_160588017.1	WP_011206135.1
OG0000512	WP_160585006.1	WP_404924254.1
OG0000513	WP_160585582.1	WP_160585582.1
OG0000514	WP_160587856.1	WP_404924280.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_160588057.1	WP_404924301.1
OG0000519	WP_020835579.1	WP_020835579.1
OG0000522	WP_135618505.1	WP_135618505.1
OG0000523	WP_020835906.1	WP_404924324.1
OG0000524	WP_160587827.1	WP_404924265.1
OG0000525	WP_160588146.1	WP_404924320.1
OG0000526	WP_225972970.1	WP_404924477.1, WP_011290177.1
OG0000527	WP_258555253.1	WP_404924472.1
OG0000530	WP_160585722.1	WP_011284186.1
OG0000532	WP_308507102.1	WP_404924453.1, WP_404924454.1
OG0000533	WP_011206110.1	WP_404924398.1
OG0000534	WP_160588021.1	WP_014579573.1
OG0000536	WP_160588166.1	WP_404924342.1
OG0000540	WP_160587822.1	WP_404924262.1
OG0000541	WP_160587840.1	WP_404924269.1
OG0000544	WP_308507054.1	WP_308507042.1
OG0000545	WP_160587882.1	WP_404924475.1
OG0000546	WP_258555239.1	WP_160585684.1
OG0000551	WP_011206407.1	WP_404924287.1
OG0000552	WP_044284704.1	WP_404924304.1
OG0000553	WP_160587832.1	WP_404924267.1
OG0000554	WP_160585727.1	WP_404924240.1
OG0000555	WP_228366107.1	WP_308507032.1
OG0000557	WP_011205983.1	WP_146379545.1
OG0000558	WP_160587995.1	WP_404924432.1
OG0000559	WP_011206161.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_160584672.1	WP_011290073.1
OG0000562	WP_146379618.1	WP_146379618.1
OG0000563	WP_160587877.1	WP_160587877.1
OG0000564	WP_258555275.1	WP_041361605.1
OG0000565	WP_011290181.1	WP_011290181.1
OG0000566	WP_258555256.1	WP_404924480.1
OG0000567	WP_258555255.1	WP_404924476.1
OG0000568	WP_044272325.1	WP_044272325.1
OG0000569	WP_160587997.1	WP_404924433.1
OG0000570	WP_160587999.1	WP_011290093.1
OG0000571	WP_135618664.1	WP_011205986.1
OG0000572	WP_160588001.1	WP_160585558.1
OG0000573	WP_135618777.1	WP_404924463.1
