Orthogroup	MHP_168_proteins	MHP_MHP679_proteins
OG0000092	WP_011205847.1	WP_011205847.1
OG0000093	WP_011205846.1	WP_020835484.1
OG0000094	WP_014579519.1	WP_014579519.1
OG0000095	WP_014579516.1	WP_044272251.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_228365398.1	WP_146379771.1
OG0000098	WP_014580046.1	WP_146379769.1
OG0000099	WP_014580030.1	WP_160590366.1
OG0000100	WP_014580027.1	WP_011290432.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_044277991.1	WP_135619192.1
OG0000103	WP_014579835.1	WP_160590311.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_014579832.1	WP_160588282.1
OG0000106	WP_014579830.1	WP_146379631.1
OG0000107	WP_014579828.1	WP_011284169.1
OG0000108	WP_011206247.1	WP_192894278.1
OG0000109	WP_014579826.1	WP_160590309.1
OG0000110	WP_014579870.1	WP_146379648.1
OG0000111	WP_044278012.1	WP_258555712.1
OG0000112	WP_228365385.1	WP_258555585.1
OG0000113	WP_014579864.1	WP_160590507.1
OG0000114	WP_044278010.1	WP_258555347.1
OG0000115	WP_014579859.1	WP_011290245.1
OG0000116	WP_014579712.1	WP_160590505.1
OG0000117	WP_014579713.1	WP_160590503.1
OG0000118	WP_011284023.1	WP_179696056.1
OG0000119	WP_044277984.1	WP_135618686.1
OG0000120	WP_011284027.1	WP_160590292.1
OG0000121	WP_011290114.1	WP_011284032.1
OG0000122	WP_014579725.1	WP_020835643.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_014579726.1	WP_011205953.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_011290120.1	WP_011290120.1
OG0000127	WP_011284040.1	WP_160590282.1
OG0000128	WP_014579731.1	WP_160590278.1
OG0000129	WP_014579732.1	WP_014579732.1
OG0000130	WP_011284046.1	WP_160590274.1
OG0000131	WP_014579734.1	WP_146379566.1
OG0000132	WP_014579737.1	WP_160590270.1
OG0000133	WP_014579589.1	WP_014579589.1
OG0000134	WP_228365407.1	WP_233688635.1
OG0000135	WP_011206120.1	WP_011206120.1
OG0000136	WP_014579592.1	WP_135618546.1
OG0000137	WP_014579598.1	WP_011206113.1
OG0000138	WP_014579656.1	WP_160584793.1
OG0000139	WP_011206102.1	WP_011206102.1
OG0000140	WP_011206101.1	WP_160584795.1
OG0000141	WP_014579951.1	WP_011290345.1
OG0000142	WP_011206395.1	WP_160587865.1
OG0000143	WP_011206391.1	WP_135619026.1
OG0000144	WP_014579946.1	WP_044272582.1
OG0000145	WP_228365394.1	WP_258555674.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_014579939.1	WP_160587854.1
OG0000149	WP_011290331.1	WP_011290331.1
OG0000150	WP_011206376.1	WP_160590153.1
OG0000151	WP_014579931.1	WP_160590464.1
OG0000152	WP_228365391.1	WP_160590462.1
OG0000153	WP_014579929.1	WP_011206347.1
OG0000154	WP_044278028.1	WP_160587842.1
OG0000155	WP_011206337.1	WP_020835820.1
OG0000156	WP_011206335.1	WP_011206335.1
OG0000157	WP_014579918.1	WP_014579918.1
OG0000158	WP_014579917.1	WP_160590424.1
OG0000159	WP_011206289.1	WP_160590317.1
OG0000160	WP_044278019.1	WP_160590318.1
OG0000161	WP_014579880.1	WP_011206287.1
OG0000162	WP_081450704.1	WP_135619210.1
OG0000163	WP_014579877.1	WP_160590321.1
OG0000164	WP_014579775.1	WP_146379571.1
OG0000165	WP_014579808.1	WP_011206200.1
OG0000166	WP_014579811.1	WP_160590029.1
OG0000167	WP_014579814.1	WP_011206207.1
OG0000168	WP_014579815.1	WP_160585173.1
OG0000169	WP_002557698.1	WP_160585654.1
OG0000170	WP_014579964.1	WP_160585651.1
OG0000171	WP_014579966.1	WP_160590197.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011206425.1	WP_160585649.1
OG0000174	WP_014579967.1	WP_160590195.1
OG0000175	WP_014579969.1	WP_160590193.1
OG0000176	WP_014579976.1	WP_160590187.1
OG0000177	WP_014579977.1	WP_160585273.1
OG0000178	WP_011206441.1	WP_044272620.1
OG0000179	WP_014579979.1	WP_160590183.1
OG0000180	WP_011206445.1	WP_160590181.1
OG0000181	WP_014579985.1	WP_160590523.1
OG0000182	WP_014579987.1	WP_011206453.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_011206468.1	WP_011206468.1
OG0000185	WP_011206465.1	WP_020835897.1
OG0000186	WP_014579739.1	WP_160590268.1
OG0000187	WP_014579741.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_014579854.1	WP_160590301.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_014579850.1	WP_135619204.1
OG0000192	WP_011284001.1	WP_011284001.1
OG0000193	WP_011283999.1	WP_011283999.1
OG0000194	WP_011283923.1	WP_160590430.1
OG0000195	WP_011283924.1	WP_011290024.1
OG0000196	WP_014579648.1	WP_179695841.1
OG0000197	WP_014579647.1	WP_041361572.1
OG0000198	WP_014579645.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_014579644.1	WP_020835575.1
OG0000201	WP_014579642.1	WP_011283934.1
OG0000202	WP_014579634.1	WP_160590491.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_014579633.1	WP_308704708.1
OG0000205	WP_014579632.1	WP_160585610.1
OG0000206	WP_011206066.1	WP_011290044.1
OG0000207	WP_014579629.1	WP_094521594.1
OG0000208	WP_011206062.1	WP_160590413.1
OG0000209	WP_014579628.1	WP_011206061.1
OG0000210	WP_014579621.1	WP_011206052.1
OG0000211	WP_011206050.1	WP_011206050.1
OG0000212	WP_014579618.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_014579617.1	WP_011290055.1
OG0000216	WP_014579616.1	WP_160590389.1
OG0000217	WP_011206044.1	WP_011206044.1
OG0000218	WP_014579615.1	WP_011290058.1
OG0000219	WP_020835591.1	WP_011206041.1
OG0000220	WP_011206040.1	WP_160590391.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_014579610.1	WP_160590395.1
OG0000226	WP_014579609.1	WP_011206032.1
OG0000227	WP_014579608.1	WP_011206031.1
OG0000228	WP_014579607.1	WP_094521599.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_014579605.1	WP_160585185.1
OG0000231	WP_014579603.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_011290071.1
OG0000234	WP_014579664.1	WP_160590255.1
OG0000235	WP_014579665.1	WP_011290078.1
OG0000236	WP_014579666.1	WP_011283989.1
OG0000237	WP_014579667.1	WP_160590257.1
OG0000238	WP_014579669.1	WP_011283991.1
OG0000239	WP_011206399.1	WP_146379700.1
OG0000240	WP_011206400.1	WP_020835851.1
OG0000241	WP_011206402.1	WP_044272588.1
OG0000242	WP_044278032.1	WP_146379702.1
OG0000243	WP_014579955.1	WP_146379703.1
OG0000244	WP_014579956.1	WP_011206406.1
OG0000245	WP_011206408.1	WP_135619044.1
OG0000246	WP_014579532.1	WP_258555717.1
OG0000247	WP_014579534.1	WP_308704696.1
OG0000248	WP_014579535.1	WP_160585552.1
OG0000249	WP_014579536.1	WP_160589978.1
OG0000250	WP_011289957.1	WP_011289957.1
OG0000251	WP_014579544.1	WP_146379462.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_014579546.1	WP_160589983.1
OG0000254	WP_014579548.1	WP_160589986.1
OG0000255	WP_014579550.1	WP_014579550.1
OG0000256	WP_011283865.1	WP_011205889.1
OG0000257	WP_014579555.1	WP_011289973.1
OG0000258	WP_011283871.1	WP_011289974.1
OG0000259	WP_014579562.1	WP_020835520.1
OG0000260	WP_011205903.1	WP_011289982.1
OG0000261	WP_014579565.1	WP_160589998.1
OG0000262	WP_014579569.1	WP_135618519.1
OG0000263	WP_011283885.1	WP_160590002.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_014579574.1	WP_044284579.1
OG0000266	WP_044277957.1	WP_011205923.1
OG0000267	WP_014579577.1	WP_146379477.1
OG0000268	WP_011283894.1	WP_146379478.1
OG0000269	WP_014579579.1	WP_011206134.1
OG0000270	WP_014580022.1	WP_160590356.1
OG0000271	WP_014580021.1	WP_160590354.1
OG0000272	WP_011284373.1	WP_146379758.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_014580018.1	WP_160590207.1
OG0000275	WP_044278043.1	WP_228366117.1
OG0000276	WP_011284368.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_011206493.1
OG0000279	WP_014580014.1	WP_011290418.1
OG0000280	WP_014580013.1	WP_011206490.1
OG0000281	WP_014580012.1	WP_011290416.1
OG0000282	WP_014580010.1	WP_160590212.1
OG0000283	WP_014580009.1	WP_160590214.1
OG0000284	WP_014580008.1	WP_160590216.1
OG0000285	WP_014580007.1	WP_160584909.1
OG0000286	WP_014579875.1	WP_146379652.1
OG0000287	WP_011206297.1	WP_160590143.1
OG0000288	WP_011284218.1	WP_011206299.1
OG0000289	WP_014579889.1	WP_160590139.1
OG0000290	WP_014579908.1	WP_160590123.1
OG0000291	WP_014579906.1	WP_011206320.1
OG0000292	WP_014579905.1	WP_160590127.1
OG0000293	WP_014579904.1	WP_160590129.1
OG0000294	WP_014579902.1	WP_160590133.1
OG0000295	WP_014579901.1	WP_160590135.1
OG0000296	WP_014579894.1	WP_041361673.1
OG0000297	WP_014579893.1	WP_011284225.1
OG0000298	WP_014579538.1	WP_160589980.1
OG0000299	WP_011205878.1	WP_011205878.1
OG0000300	WP_014579572.1	WP_041361533.1
OG0000301	WP_011283891.1	WP_160590003.1
OG0000302	WP_014579576.1	WP_011205925.1
OG0000303	WP_014579593.1	WP_011206118.1
OG0000304	WP_044277963.1	WP_011283978.1
OG0000305	WP_014579943.1	WP_160590159.1
OG0000306	WP_014579934.1	WP_160590147.1
OG0000307	WP_014579928.1	WP_160590460.1
OG0000308	WP_014579911.1	WP_160590117.1
OG0000309	WP_011206313.1	WP_160590137.1
OG0000310	WP_011206298.1	WP_160590141.1
OG0000311	WP_014579885.1	WP_011206293.1
OG0000312	WP_014579882.1	WP_160590316.1
OG0000313	WP_014579776.1	WP_011206141.1
OG0000314	WP_014579810.1	WP_160590026.1
OG0000315	WP_014579816.1	WP_160585171.1
OG0000316	WP_014579818.1	WP_160590036.1
OG0000317	WP_011290211.1	WP_146379589.1
OG0000318	WP_228365380.1	WP_220190711.1
OG0000319	WP_014579833.1	WP_308704706.1
OG0000320	WP_014579866.1	WP_160590446.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_014579724.1	WP_020835642.1
OG0000323	WP_014579736.1	WP_160590272.1
OG0000324	WP_014579849.1	WP_094521693.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_014579637.1	WP_160590495.1
OG0000327	WP_011206076.1	WP_160590493.1
OG0000328	WP_014579627.1	WP_041361583.1
OG0000329	WP_011206056.1	WP_011206056.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_011206405.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_014579986.1	WP_160590521.1
OG0000335	WP_014579988.1	WP_160590338.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011206520.1	WP_011290441.1
OG0000338	WP_014580051.1	WP_011284394.1
OG0000339	WP_014579860.1	WP_160590509.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_014579853.1	WP_160590303.1
OG0000342	WP_014579646.1	WP_094521586.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_014579596.1	WP_160590335.1
OG0000345	WP_014579611.1	WP_160590393.1
OG0000346	WP_014580011.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_225973015.1	WP_240536364.1
OG0000349	WP_014580020.1	WP_094521522.1
OG0000350	WP_228365390.1	WP_160590468.1
OG0000351	WP_044277958.1	WP_308704698.1
OG0000352	WP_014579807.1	WP_160590018.1
OG0000353	WP_014579723.1	WP_160590290.1
OG0000354	WP_044277974.1	WP_308507047.1
OG0000355	WP_011206194.1	WP_011206194.1
OG0000356	WP_228365379.1	WP_308704699.1
OG0000357	WP_011206427.1	WP_228366113.1
OG0000358	WP_014579968.1	WP_160588052.1
OG0000359	WP_228365410.1	WP_308704713.1
OG0000360	WP_228365406.1	WP_225973008.1
OG0000361	WP_014579561.1	WP_160589992.1
OG0000362	WP_011206302.1	WP_011290282.1
OG0000363	WP_233417364.1	WP_308704679.1
OG0000364	WP_014579799.1	WP_160590015.1
OG0000365	WP_014579848.1	WP_160590046.1
OG0000366	WP_011206224.1	WP_146379594.1
OG0000367	WP_044278006.1	WP_220200603.1
OG0000368	WP_011283833.1	WP_160590170.1
OG0000369	WP_011205844.1	WP_160588112.1
OG0000370	WP_011205843.1	WP_044272260.1
OG0000371	WP_014579518.1	WP_044272256.1
OG0000372	WP_044277943.1	WP_160590172.1
OG0000373	WP_014580049.1	WP_160585758.1
OG0000374	WP_014580047.1	WP_160590174.1
OG0000375	WP_014579834.1	WP_146379628.1
OG0000376	WP_014579868.1	WP_160590440.1
OG0000377	WP_011206271.1	WP_160590444.1
OG0000378	WP_014579711.1	WP_011290102.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_011205957.1	WP_146379558.1
OG0000381	WP_014579728.1	WP_160590284.1
OG0000382	WP_014579733.1	WP_160590276.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_014579586.1	WP_041361727.1
OG0000385	WP_014579587.1	WP_160590327.1
OG0000386	WP_014579591.1	WP_011206121.1
OG0000387	WP_014579594.1	WP_160590331.1
OG0000388	WP_014579595.1	WP_160590333.1
OG0000389	WP_014579657.1	WP_160590407.1
OG0000390	WP_011206390.1	WP_160590163.1
OG0000391	WP_014579945.1	WP_160590161.1
OG0000392	WP_014579942.1	WP_020835840.1
OG0000393	WP_014579935.1	WP_160590149.1
OG0000394	WP_014579921.1	WP_160590539.1
OG0000395	WP_014579920.1	WP_160585121.1
OG0000396	WP_014579876.1	WP_160585153.1
OG0000397	WP_014579805.1	WP_160585022.1
OG0000398	WP_011206197.1	WP_146379611.1
OG0000399	WP_014579813.1	WP_160590031.1
OG0000400	WP_014579962.1	WP_160590199.1
OG0000401	WP_014579971.1	WP_135619070.1
OG0000402	WP_014579972.1	WP_160590189.1
OG0000403	WP_187286312.1	WP_220200769.1
OG0000404	WP_014579978.1	WP_160590185.1
OG0000405	WP_014579980.1	WP_160590179.1
OG0000406	WP_014579989.1	WP_160590340.1
OG0000407	WP_014579990.1	WP_160590342.1
OG0000408	WP_011206457.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_014579996.1	WP_160590352.1
OG0000412	WP_014579995.1	WP_160590350.1
OG0000413	WP_014579738.1	WP_146379568.1
OG0000414	WP_011284053.1	WP_011290131.1
OG0000415	WP_014579740.1	WP_160590266.1
OG0000416	WP_011284056.1	WP_011284056.1
OG0000417	WP_014579852.1	WP_160590305.1
OG0000418	WP_228365384.1	WP_258555694.1
OG0000419	WP_014579649.1	WP_160590432.1
OG0000420	WP_011206085.1	WP_020835574.1
OG0000421	WP_044277971.1	WP_011206080.1
OG0000422	WP_014579638.1	WP_146379504.1
OG0000423	WP_014579631.1	WP_135618585.1
OG0000424	WP_011206067.1	WP_135618587.1
OG0000425	WP_044277967.1	WP_011206065.1
OG0000426	WP_011206064.1	WP_011206064.1
OG0000427	WP_014579626.1	WP_160590415.1
OG0000428	WP_014579623.1	WP_011206054.1
OG0000429	WP_011290062.1	WP_011206036.1
OG0000430	WP_014579604.1	WP_094521600.1
OG0000431	WP_014579602.1	WP_160590397.1
OG0000432	WP_014579662.1	WP_160590251.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_011206013.1	WP_160590253.1
OG0000435	WP_011283987.1	WP_160584678.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_014579672.1	WP_160590259.1
OG0000438	WP_014579673.1	WP_160590261.1
OG0000439	WP_014579674.1	WP_160590263.1
OG0000440	WP_014579953.1	WP_160585229.1
OG0000441	WP_044278034.1	WP_135619046.1
OG0000442	WP_014579533.1	WP_258555718.1
OG0000443	WP_014579542.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_014579547.1	WP_044284571.1
OG0000446	WP_014579552.1	WP_135618497.1
OG0000447	WP_014579553.1	WP_014579553.1
OG0000448	WP_044277955.1	WP_011205897.1
OG0000449	WP_014579563.1	WP_160584763.1
OG0000450	WP_044277956.1	WP_160589995.1
OG0000451	WP_014579571.1	WP_011205913.1
OG0000452	WP_011205921.1	WP_160584747.1
OG0000453	WP_014579578.1	WP_160590005.1
OG0000454	WP_014579769.1	WP_160590247.1
OG0000455	WP_014580026.1	WP_160590360.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_014580006.1	WP_160590218.1
OG0000458	WP_014579888.1	WP_020835790.1
OG0000459	WP_014579890.1	WP_014579890.1
OG0000460	WP_014579891.1	WP_044272549.1
OG0000461	WP_014579899.1	WP_220200762.1
OG0000462	WP_014579898.1	WP_011284228.1
OG0000463	WP_014579897.1	WP_011206310.1
OG0000464	WP_044278026.1	WP_011206309.1
OG0000465	WP_014579895.1	WP_011284227.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_014579913.1	WP_160590113.1
OG0000468	WP_014579812.1	WP_011290194.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_014579622.1	WP_014579622.1
OG0000472	WP_044278039.1	WP_160590454.1
OG0000473	WP_014580023.1	WP_160588156.1
OG0000474	WP_011284377.1	WP_041361711.1
OG0000475	WP_044278045.1	WP_160590358.1
OG0000476	WP_014579742.1	WP_011205931.1
OG0000477	WP_014579903.1	WP_160590131.1
OG0000478	WP_011284367.1	WP_160590209.1
OG0000479	WP_014579718.1	WP_160590295.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044277969.1	WP_308704712.1
OG0000482	WP_014579695.1	WP_160590377.1
OG0000483	WP_014579841.1	WP_160590070.1
OG0000484	WP_228365405.1	WP_225973007.1
OG0000485	WP_014579671.1	WP_020835615.1
OG0000486	WP_044278009.1	WP_160585249.1
OG0000487	WP_014579820.1	WP_220200751.1
OG0000488	WP_014579846.1	WP_011206221.1
OG0000489	WP_011205849.1	WP_160584852.1
OG0000490	WP_014580050.1	WP_146379773.1
OG0000491	WP_014579721.1	WP_160588241.1
OG0000492	WP_014579727.1	WP_160590286.1
OG0000493	WP_044277961.1	WP_160585737.1
OG0000494	WP_014579654.1	WP_160590403.1
OG0000495	WP_011284272.1	WP_146379689.1
OG0000496	WP_011206375.1	WP_160590151.1
OG0000497	WP_014579936.1	WP_160585682.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_011206333.1
OG0000500	WP_014579806.1	WP_146379610.1
OG0000501	WP_014579965.1	WP_220200770.1
OG0000502	WP_014579694.1	WP_160590375.1
OG0000503	WP_014579643.1	WP_020835576.1
OG0000505	WP_044277964.1	WP_011290053.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_011206043.1	WP_160585191.1
OG0000508	WP_044277952.1	WP_094521758.1
OG0000509	WP_187286314.1	WP_020835518.1
OG0000510	WP_014579560.1	WP_011289977.1
OG0000511	WP_011206135.1	WP_160590007.1
OG0000512	WP_014579892.1	WP_160585006.1
OG0000513	WP_014580015.1	WP_041361708.1
OG0000514	WP_014579941.1	WP_160590157.1
OG0000516	WP_014579821.1	WP_011206214.1
OG0000518	WP_014579970.1	WP_160590191.1
OG0000519	WP_014579639.1	WP_160590497.1
OG0000520	WP_011283957.1	WP_146379514.1
OG0000521	WP_014579554.1	WP_146379468.1
OG0000522	WP_011205899.1	WP_135618505.1
OG0000523	WP_044278116.1	WP_258555679.1
OG0000524	WP_014579912.1	WP_160590115.1
OG0000525	WP_014579999.1	WP_160590456.1
OG0000526	WP_228365426.1	WP_258555664.1
OG0000527	WP_228365424.1	WP_258555658.1
OG0000528	WP_014579822.1	WP_160590040.1
OG0000529	WP_014579831.1	WP_014579831.1
OG0000530	WP_011284186.1	WP_146379640.1
OG0000531	WP_011205956.1	WP_160590288.1
OG0000532	WP_014579771.1	WP_160590479.1
OG0000533	WP_011206110.1	WP_160584784.1
OG0000534	WP_014579573.1	WP_020835528.1
OG0000535	WP_014579521.1	WP_160584854.1
OG0000536	WP_014580031.1	WP_160590368.1
OG0000537	WP_011206089.1	WP_011290028.1
OG0000538	WP_014579663.1	WP_146379532.1
OG0000539	WP_011205882.1	WP_146379463.1
OG0000540	WP_014579907.1	WP_160590125.1
OG0000541	WP_014579919.1	WP_160590426.1
OG0000542	WP_011289986.1	WP_011289986.1
OG0000543	WP_167513696.1, WP_014580033.1	WP_220191275.1
OG0000544	WP_014579703.1	WP_308507054.1
OG0000545	WP_014579790.1	WP_160590087.1
OG0000546	WP_014579932.1	WP_258555239.1
OG0000547	WP_014579948.1	WP_011284286.1
OG0000548	WP_014579777.1	WP_135618730.1
OG0000549	WP_014579997.1	WP_160590452.1
OG0000550	WP_014580019.1	WP_220191147.1
OG0000551	WP_011206407.1	WP_135619042.1
OG0000553	WP_014579915.1	WP_160590422.1
OG0000554	WP_014579871.1	WP_160590436.1
OG0000556	WP_014579679.1	WP_160590095.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_014579699.1	WP_160590381.1
OG0000559	WP_014579758.1	WP_014579758.1
OG0000560	WP_011206182.1	WP_011284100.1
OG0000561	WP_011206015.1	WP_011290073.1
OG0000562	WP_014579789.1	WP_160585755.1
OG0000563	WP_014579786.1	WP_160590085.1
OG0000564	WP_228365418.1	WP_258555724.1
OG0000565	WP_014579797.1	WP_146379612.1
OG0000566	WP_228365427.1	WP_258555665.1
OG0000567	WP_228365425.1	WP_308704700.1
OG0000568	WP_011206097.1	WP_160590428.1
OG0000569	WP_014579700.1	WP_160590383.1
OG0000570	WP_014579701.1	WP_160590385.1
OG0000571	WP_014579702.1	WP_011205986.1
