Orthogroup	MHP_7448_proteins	MHP_168_proteins
OG0000022	WP_011290156.1	WP_014579755.1
OG0000023	WP_228366095.1	WP_228365414.1
OG0000024	WP_011290315.1	WP_014579922.1
OG0000024	WP_011290098.1	WP_044277983.1, WP_014579707.1
OG0000025	WP_011290147.1	WP_011284074.1
OG0000025	WP_011290155.1	WP_014579756.1
OG0000026	WP_044272393.1	WP_044277987.1
OG0000026	WP_011290151.1	WP_014579760.1
OG0000027	WP_020835902.1	WP_011206475.1
OG0000027	WP_011290410.1	WP_014580004.1
OG0000029	WP_011290069.1	WP_014579599.1
OG0000029	WP_011290012.1	WP_014579659.1
OG0000030	WP_044272656.1	WP_228365396.1
OG0000030	WP_044272658.1	WP_014580003.1
OG0000031	WP_011290238.1	WP_011290238.1
OG0000032	WP_228366115.1	WP_014580002.1
OG0000035	WP_044272631.1	WP_014579983.1
OG0000035	WP_011290382.1	WP_014579981.1
OG0000036	WP_020835495.1, WP_020835498.1	WP_014579530.1
OG0000037	WP_081420841.1	WP_014579778.1
OG0000039	WP_011290139.1	WP_187286318.1
OG0000040	WP_044272644.1	WP_014579993.1
OG0000041	WP_011290019.1	WP_014579652.1
OG0000041	WP_228366127.1	WP_228365413.1
OG0000042	WP_044272729.1	WP_014579952.1
OG0000043	WP_014579804.1	WP_014579804.1
OG0000043	WP_011290239.1	WP_014579681.1
OG0000044	WP_225973034.1	WP_225973034.1
OG0000045	WP_020835667.1	WP_228365422.1
OG0000047	WP_020835556.1	WP_014579684.1
OG0000048	WP_011290213.1	WP_014579838.1
OG0000049	WP_011290363.1	WP_014579961.1
OG0000050	WP_044272534.1	WP_014579879.1
OG0000051	WP_011290299.1	WP_044278027.1
OG0000052	WP_011289937.1	WP_014579524.1
OG0000053	WP_044272405.1	WP_014579730.1
OG0000054	WP_044272538.1	WP_014579883.1
OG0000055	WP_011205867.1	WP_014579531.1
OG0000056	WP_081420855.1	WP_148218555.1
OG0000057	WP_011290343.1	WP_228365395.1
OG0000058	WP_011290242.1	WP_014579678.1
OG0000059	WP_148174331.1	WP_014579680.1
OG0000060	WP_020835489.1	WP_228365399.1
OG0000062	WP_011290443.1	WP_014580045.1
OG0000063	WP_044272678.1	WP_014580044.1
OG0000064	WP_011290440.1	WP_014580043.1
OG0000065	WP_011290219.1	WP_228365381.1
OG0000066	WP_011205965.1	WP_011205965.1
OG0000067	WP_044272314.1	WP_014579588.1
OG0000068	WP_011206103.1	WP_011206103.1
OG0000069	WP_011206373.1	WP_011284269.1
OG0000070	WP_011206292.1	WP_014579884.1
OG0000071	WP_044272640.1	WP_014579991.1
OG0000072	WP_044272642.1	WP_014579992.1
OG0000073	WP_011206093.1	WP_011206093.1
OG0000074	WP_228366126.1	WP_014579624.1
OG0000075	WP_014579568.1	WP_014579568.1
OG0000076	WP_011289987.1	WP_011289987.1
OG0000077	WP_011289996.1	WP_014579581.1
OG0000079	WP_011206305.1	WP_011206305.1
OG0000080	WP_011206314.1	WP_179695988.1
OG0000081	WP_011289985.1	WP_014579567.1
OG0000082	WP_081420852.1	WP_228365386.1, WP_228365387.1
OG0000083	WP_014579823.1	WP_014579823.1
OG0000084	WP_011284142.1	WP_014579845.1
OG0000085	WP_011206223.1	WP_014579844.1
OG0000086	WP_011290207.1	WP_014579843.1
OG0000087	WP_044272477.1	WP_014579840.1
OG0000088	WP_044272480.1	WP_014579839.1
OG0000089	WP_011290212.1	WP_011206231.1
OG0000090	WP_011289936.1	WP_044278048.1
OG0000091	WP_020835487.1	WP_014579522.1
OG0000092	WP_011205847.1	WP_011205847.1
OG0000093	WP_044272266.1	WP_011205846.1
OG0000094	WP_020835483.1	WP_014579519.1
OG0000095	WP_044272251.1	WP_014579516.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_228366118.1	WP_228365398.1
OG0000098	WP_011290444.1	WP_014580046.1
OG0000099	WP_044272675.1	WP_014580030.1
OG0000100	WP_011290432.1	WP_014580027.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_044272430.1	WP_044277991.1
OG0000103	WP_011290214.1	WP_014579835.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_011290216.1	WP_014579832.1
OG0000106	WP_011290218.1	WP_014579830.1
OG0000107	WP_011284169.1	WP_014579828.1
OG0000108	WP_011206247.1	WP_011206247.1
OG0000109	WP_020835754.1	WP_014579826.1
OG0000110	WP_011290256.1	WP_014579870.1
OG0000111	WP_044272514.1	WP_044278012.1
OG0000112	WP_228366098.1	WP_228365385.1
OG0000113	WP_014579864.1	WP_014579864.1
OG0000114	WP_044272509.1	WP_044278010.1
OG0000115	WP_011290245.1	WP_014579859.1
OG0000116	WP_011290103.1	WP_014579712.1
OG0000117	WP_044272388.1	WP_014579713.1
OG0000118	WP_011290108.1	WP_011284023.1
OG0000119	WP_011290109.1	WP_044277984.1
OG0000120	WP_011284027.1	WP_011284027.1
OG0000121	WP_011290114.1	WP_011290114.1
OG0000122	WP_044272399.1	WP_014579725.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_011290118.1	WP_014579726.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_011290120.1	WP_011290120.1
OG0000127	WP_011290122.1	WP_011284040.1
OG0000128	WP_044272408.1	WP_014579731.1
OG0000129	WP_014579732.1	WP_014579732.1
OG0000130	WP_011284046.1	WP_011284046.1
OG0000131	WP_011284047.1	WP_014579734.1
OG0000132	WP_044272410.1	WP_014579737.1
OG0000133	WP_014579589.1	WP_014579589.1
OG0000134	WP_228366123.1	WP_228365407.1
OG0000135	WP_011206120.1	WP_011206120.1
OG0000136	WP_011290005.1	WP_014579592.1
OG0000137	WP_011206113.1	WP_014579598.1
OG0000138	WP_011290014.1	WP_014579656.1
OG0000139	WP_011290017.1	WP_011206102.1
OG0000140	WP_011206101.1	WP_011206101.1
OG0000141	WP_011290345.1	WP_014579951.1
OG0000142	WP_011290344.1	WP_011206395.1
OG0000143	WP_011206391.1	WP_011206391.1
OG0000144	WP_044272582.1	WP_014579946.1
OG0000145	WP_225972996.1	WP_228365394.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_011290333.1	WP_014579939.1
OG0000149	WP_011290331.1	WP_011290331.1
OG0000150	WP_011290328.1	WP_011206376.1
OG0000151	WP_020835828.1	WP_014579931.1
OG0000152	WP_228366106.1	WP_228365391.1
OG0000153	WP_011206347.1	WP_014579929.1
OG0000154	WP_011290318.1	WP_044278028.1
OG0000155	WP_011290311.1	WP_011206337.1
OG0000156	WP_011206335.1	WP_011206335.1
OG0000157	WP_011290309.1	WP_014579918.1
OG0000158	WP_044272559.1	WP_014579917.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_011290271.1	WP_044278019.1
OG0000161	WP_011206287.1	WP_014579880.1
OG0000162	WP_044272532.1	WP_081450704.1
OG0000163	WP_044272529.1	WP_014579877.1
OG0000164	WP_011290138.1	WP_014579775.1
OG0000165	WP_011206200.1	WP_014579808.1
OG0000166	WP_011290193.1	WP_014579811.1
OG0000167	WP_011206207.1	WP_014579814.1
OG0000168	WP_044272464.1	WP_014579815.1
OG0000169	WP_002557698.1	WP_002557698.1
OG0000170	WP_020835862.1	WP_014579964.1
OG0000171	WP_011290367.1	WP_014579966.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011290368.1	WP_011206425.1
OG0000174	WP_011290369.1	WP_014579967.1
OG0000175	WP_011206429.1	WP_014579969.1
OG0000176	WP_011290377.1	WP_014579976.1
OG0000177	WP_020835877.1	WP_014579977.1
OG0000178	WP_044272620.1	WP_011206441.1
OG0000179	WP_014579979.1	WP_014579979.1
OG0000180	WP_011206445.1	WP_011206445.1
OG0000181	WP_044272634.1	WP_014579985.1
OG0000182	WP_011290389.1	WP_014579987.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_011290401.1	WP_011206468.1
OG0000185	WP_011290398.1	WP_011206465.1
OG0000186	WP_020835656.1	WP_014579739.1
OG0000187	WP_011284055.1	WP_014579741.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_044272496.1	WP_014579854.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_020835755.1	WP_014579850.1
OG0000192	WP_011290088.1	WP_011284001.1
OG0000193	WP_011283999.1	WP_011283999.1
OG0000194	WP_011290023.1	WP_011283923.1
OG0000195	WP_011290024.1	WP_011283924.1
OG0000196	WP_179695841.1	WP_014579648.1
OG0000197	WP_044272328.1	WP_014579647.1
OG0000198	WP_011283930.1	WP_014579645.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_044272334.1	WP_014579644.1
OG0000201	WP_011283934.1	WP_014579642.1
OG0000202	WP_011290039.1	WP_014579634.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_011206071.1	WP_014579633.1
OG0000205	WP_020835584.1	WP_014579632.1
OG0000206	WP_011290044.1	WP_011206066.1
OG0000207	WP_011206063.1	WP_014579629.1
OG0000208	WP_011290046.1	WP_011206062.1
OG0000209	WP_011206061.1	WP_014579628.1
OG0000210	WP_011206052.1	WP_014579621.1
OG0000211	WP_011290054.1	WP_011206050.1
OG0000212	WP_011206048.1	WP_014579618.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_011290055.1	WP_014579617.1
OG0000216	WP_011290056.1	WP_014579616.1
OG0000217	WP_011206044.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_014579615.1
OG0000219	WP_011206041.1	WP_020835591.1
OG0000220	WP_011290060.1	WP_011206040.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_020835596.1	WP_014579610.1
OG0000226	WP_011206032.1	WP_014579609.1
OG0000227	WP_011290064.1	WP_014579608.1
OG0000228	WP_041361593.1	WP_014579607.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_011206027.1	WP_014579605.1
OG0000231	WP_011206025.1	WP_014579603.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_011290071.1
OG0000234	WP_011290076.1	WP_014579664.1
OG0000235	WP_011290078.1	WP_014579665.1
OG0000236	WP_011283989.1	WP_014579666.1
OG0000237	WP_044272366.1	WP_014579667.1
OG0000238	WP_011283991.1	WP_014579669.1
OG0000239	WP_011290347.1	WP_011206399.1
OG0000240	WP_020835851.1	WP_011206400.1
OG0000241	WP_044272588.1	WP_011206402.1
OG0000242	WP_011290351.1	WP_044278032.1
OG0000243	WP_011290352.1	WP_014579955.1
OG0000244	WP_041361690.1	WP_014579956.1
OG0000245	WP_228366108.1	WP_011206408.1
OG0000246	WP_041361522.1	WP_014579532.1
OG0000247	WP_011289951.1	WP_014579534.1
OG0000248	WP_014579535.1	WP_014579535.1
OG0000249	WP_020835502.1	WP_014579536.1
OG0000250	WP_011289957.1	WP_011289957.1
OG0000251	WP_020835507.1	WP_014579544.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_011289964.1	WP_014579546.1
OG0000254	WP_044272285.1	WP_014579548.1
OG0000255	WP_020835511.1	WP_014579550.1
OG0000256	WP_011289968.1	WP_011283865.1
OG0000257	WP_011289973.1	WP_014579555.1
OG0000258	WP_011289974.1	WP_011283871.1
OG0000259	WP_228366122.1	WP_014579562.1
OG0000260	WP_011289982.1	WP_011205903.1
OG0000261	WP_044272293.1	WP_014579565.1
OG0000262	WP_041361531.1	WP_014579569.1
OG0000263	WP_011283885.1	WP_011283885.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_044272298.1	WP_014579574.1
OG0000266	WP_011205923.1	WP_044277957.1
OG0000267	WP_020835532.1	WP_014579577.1
OG0000268	WP_011289993.1	WP_011283894.1
OG0000269	WP_011206134.1	WP_014579579.1
OG0000270	WP_044272669.1	WP_014580022.1
OG0000271	WP_020835915.1	WP_014580021.1
OG0000272	WP_011284373.1	WP_011284373.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_011290423.1	WP_014580018.1
OG0000275	WP_228366117.1	WP_044278043.1
OG0000276	WP_011290421.1	WP_011284368.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_011206493.1
OG0000279	WP_011290418.1	WP_014580014.1
OG0000280	WP_011206490.1	WP_014580013.1
OG0000281	WP_011290416.1	WP_014580012.1
OG0000282	WP_044272665.1	WP_014580010.1
OG0000283	WP_044272663.1	WP_014580009.1
OG0000284	WP_011206484.1	WP_014580008.1
OG0000285	WP_011290413.1	WP_014580007.1
OG0000286	WP_044272526.1	WP_014579875.1
OG0000287	WP_011290278.1	WP_011206297.1
OG0000288	WP_011206299.1	WP_011284218.1
OG0000289	WP_020835793.1	WP_014579889.1
OG0000290	WP_011290297.1	WP_014579908.1
OG0000291	WP_011206320.1	WP_014579906.1
OG0000292	WP_044272553.1	WP_014579905.1
OG0000293	WP_020835805.1	WP_014579904.1
OG0000294	WP_041361676.1	WP_014579902.1
OG0000295	WP_011206315.1	WP_014579901.1
OG0000296	WP_044272552.1	WP_014579894.1
OG0000297	WP_011290285.1	WP_014579893.1
OG0000298	WP_011289956.1	WP_014579538.1
OG0000299	WP_011205878.1	WP_011205878.1
OG0000300	WP_041361533.1	WP_014579572.1
OG0000301	WP_011289991.1	WP_011283891.1
OG0000302	WP_014579576.1	WP_014579576.1
OG0000303	WP_011206118.1	WP_014579593.1
OG0000304	WP_011290068.1	WP_044277963.1
OG0000305	WP_044272575.1	WP_014579943.1
OG0000306	WP_044272563.1	WP_014579934.1
OG0000307	WP_044272560.1	WP_014579928.1
OG0000308	WP_044272554.1	WP_014579911.1
OG0000309	WP_011290290.1	WP_011206313.1
OG0000310	WP_044272546.1	WP_011206298.1
OG0000311	WP_011206293.1	WP_014579885.1
OG0000312	WP_041361671.1	WP_014579882.1
OG0000313	WP_011206141.1	WP_014579776.1
OG0000314	WP_011290192.1	WP_014579810.1
OG0000315	WP_011290197.1	WP_014579816.1
OG0000316	WP_014579818.1	WP_014579818.1
OG0000317	WP_011290211.1	WP_011290211.1
OG0000318	WP_228366137.1	WP_228365380.1
OG0000319	WP_044272490.1	WP_014579833.1
OG0000320	WP_011290251.1	WP_014579866.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_011205960.1	WP_014579724.1
OG0000323	WP_011290127.1	WP_014579736.1
OG0000324	WP_011290222.1	WP_014579849.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_044272340.1	WP_014579637.1
OG0000327	WP_011206076.1	WP_011206076.1
OG0000328	WP_041361583.1	WP_014579627.1
OG0000329	WP_225973017.1	WP_011206056.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_011206405.1	WP_011206405.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_044272637.1	WP_014579986.1
OG0000335	WP_044272639.1	WP_014579988.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011290441.1	WP_011206520.1
OG0000338	WP_011284394.1	WP_014580051.1
OG0000339	WP_011290246.1	WP_014579860.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_011290226.1	WP_014579853.1
OG0000342	WP_011290029.1	WP_014579646.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_052269168.1	WP_014579596.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_014580011.1
OG0000347	WP_011290117.1	WP_011205955.1
OG0000348	WP_225973015.1	WP_225973015.1
OG0000349	WP_011290425.1	WP_014580020.1
OG0000350	WP_228366105.1	WP_228365390.1
OG0000351	WP_011289997.1	WP_044277958.1
OG0000352	WP_011290189.1	WP_014579807.1
OG0000353	WP_044272395.1	WP_014579723.1
OG0000354	WP_228366124.1	WP_044277974.1
OG0000355	WP_020835708.1	WP_011206194.1
OG0000356	WP_228366136.1	WP_228365379.1
OG0000357	WP_228366113.1	WP_011206427.1
OG0000358	WP_011290370.1	WP_014579968.1
OG0000359	WP_228366125.1	WP_228365410.1
OG0000360	WP_225973008.1	WP_228365406.1
OG0000361	WP_011289979.1	WP_014579561.1
OG0000362	WP_011290282.1	WP_011206302.1
OG0000363	WP_269076322.1	WP_233417364.1
OG0000364	WP_044272453.1	WP_014579799.1
OG0000365	WP_011290204.1	WP_014579848.1
OG0000366	WP_011206224.1	WP_011206224.1
OG0000367	WP_044272474.1	WP_044278006.1
OG0000368	WP_011289935.1	WP_011283833.1
OG0000369	WP_011289930.1	WP_011205844.1
OG0000370	WP_044272260.1	WP_011205843.1
OG0000371	WP_044272256.1	WP_014579518.1
OG0000372	WP_011289927.1	WP_044277943.1
OG0000373	WP_044272680.1	WP_014580049.1
OG0000374	WP_011290445.1	WP_014580047.1
OG0000375	WP_011284163.1	WP_014579834.1
OG0000376	WP_011290254.1	WP_014579868.1
OG0000377	WP_011206271.1	WP_011206271.1
OG0000378	WP_011290102.1	WP_014579711.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_044272699.1	WP_011205957.1
OG0000381	WP_044272402.1	WP_014579728.1
OG0000382	WP_011290126.1	WP_014579733.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_041361727.1	WP_014579586.1
OG0000385	WP_044272311.1	WP_014579587.1
OG0000386	WP_011290004.1	WP_014579591.1
OG0000387	WP_011290006.1	WP_014579594.1
OG0000388	WP_044272317.1	WP_014579595.1
OG0000389	WP_011290013.1	WP_014579657.1
OG0000390	WP_011290340.1	WP_011206390.1
OG0000391	WP_044272578.1	WP_014579945.1
OG0000392	WP_011290335.1	WP_014579942.1
OG0000393	WP_044272566.1	WP_014579935.1
OG0000394	WP_011290313.1	WP_014579921.1
OG0000395	WP_011290312.1	WP_014579920.1
OG0000396	WP_020835781.1	WP_014579876.1
OG0000397	WP_011206196.1	WP_014579805.1
OG0000398	WP_011290187.1	WP_011206197.1
OG0000399	WP_011290195.1	WP_014579813.1
OG0000400	WP_044272610.1	WP_014579962.1
OG0000401	WP_011290373.1	WP_014579971.1
OG0000402	WP_044272614.1	WP_014579972.1
OG0000403	WP_187145658.1	WP_187286312.1
OG0000404	WP_044272624.1	WP_014579978.1
OG0000405	WP_011290381.1	WP_014579980.1
OG0000406	WP_014579989.1	WP_014579989.1
OG0000407	WP_011290391.1	WP_014579990.1
OG0000408	WP_011206457.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_011290402.1	WP_011206469.1
OG0000411	WP_011290400.1	WP_014579996.1
OG0000412	WP_011290399.1	WP_014579995.1
OG0000413	WP_011290129.1	WP_014579738.1
OG0000414	WP_011290131.1	WP_011284053.1
OG0000415	WP_020835657.1	WP_014579740.1
OG0000416	WP_011284056.1	WP_011284056.1
OG0000417	WP_011290225.1	WP_014579852.1
OG0000418	WP_020835756.1	WP_228365384.1
OG0000419	WP_020835572.1	WP_014579649.1
OG0000420	WP_020835574.1	WP_011206085.1
OG0000421	WP_011290034.1	WP_044277971.1
OG0000422	WP_020835580.1	WP_014579638.1
OG0000423	WP_020835585.1	WP_014579631.1
OG0000424	WP_011290043.1	WP_011206067.1
OG0000425	WP_011206065.1	WP_044277967.1
OG0000426	WP_011290045.1	WP_011206064.1
OG0000427	WP_011290048.1	WP_014579626.1
OG0000428	WP_011206054.1	WP_014579623.1
OG0000429	WP_011290062.1	WP_011290062.1
OG0000430	WP_011290066.1	WP_014579604.1
OG0000431	WP_011290067.1	WP_014579602.1
OG0000432	WP_044272360.1	WP_014579662.1
OG0000433	WP_011290074.1	WP_011206014.1
OG0000434	WP_020835607.1	WP_011206013.1
OG0000435	WP_011290077.1	WP_011283987.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_044272373.1	WP_014579672.1
OG0000438	WP_044272375.1	WP_014579673.1
OG0000439	WP_044272377.1	WP_014579674.1
OG0000440	WP_011290349.1	WP_014579953.1
OG0000441	WP_011284299.1	WP_044278034.1
OG0000442	WP_020835499.1	WP_014579533.1
OG0000443	WP_044272282.1	WP_014579542.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_020835509.1	WP_014579547.1
OG0000446	WP_044272289.1	WP_014579552.1
OG0000447	WP_014579553.1	WP_014579553.1
OG0000448	WP_011289976.1	WP_044277955.1
OG0000449	WP_011289981.1	WP_014579563.1
OG0000450	WP_011289983.1	WP_044277956.1
OG0000451	WP_044272294.1	WP_014579571.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_011289994.1	WP_014579578.1
OG0000455	WP_011290431.1	WP_014580026.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_044272660.1	WP_014580006.1
OG0000458	WP_044272542.1	WP_014579888.1
OG0000459	WP_014579890.1	WP_014579890.1
OG0000460	WP_044272549.1	WP_014579891.1
OG0000461	WP_041361674.1	WP_014579899.1
OG0000462	WP_011284228.1	WP_014579898.1
OG0000464	WP_011290288.1	WP_044278026.1
OG0000465	WP_011290287.1	WP_014579895.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_011290304.1	WP_014579913.1
OG0000468	WP_011290194.1	WP_014579812.1
OG0000469	WP_011290203.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_014579622.1
OG0000472	WP_044272653.1	WP_044278039.1
OG0000473	WP_044272671.1	WP_014580023.1
OG0000474	WP_011290429.1	WP_011284377.1
OG0000475	WP_011290430.1	WP_044278045.1
OG0000476	WP_011205931.1	WP_014579742.1
OG0000477	WP_011290293.1	WP_014579903.1
OG0000478	WP_011290420.1	WP_011284367.1
OG0000479	WP_011290107.1	WP_014579718.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_044277969.1
OG0000482	WP_081420839.1	WP_014579695.1
OG0000483	WP_011206227.1	WP_014579841.1
OG0000484	WP_228366121.1	WP_228365405.1
OG0000485	WP_044272370.1	WP_014579671.1
OG0000486	WP_011290228.1	WP_044278009.1
OG0000487	WP_044272470.1	WP_014579820.1
OG0000488	WP_011290206.1	WP_014579846.1
OG0000489	WP_011205849.1	WP_011205849.1
OG0000490	WP_011290449.1	WP_014580050.1
OG0000491	WP_020835639.1	WP_014579721.1
OG0000492	WP_020835646.1	WP_014579727.1
OG0000493	WP_011290009.1	WP_044277961.1
OG0000494	WP_052269169.1	WP_014579654.1
OG0000495	WP_011290329.1	WP_011284272.1
OG0000496	WP_011290327.1	WP_011206375.1
OG0000497	WP_044272567.1	WP_014579936.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_011206333.1
OG0000500	WP_044272458.1	WP_014579806.1
OG0000501	WP_081420854.1	WP_014579965.1
OG0000502	WP_044272382.1	WP_014579694.1
OG0000503	WP_020835576.1	WP_014579643.1
OG0000505	WP_011290053.1	WP_044277964.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_044272353.1	WP_011206043.1
OG0000508	WP_044272682.1	WP_044277952.1
OG0000509	WP_020835518.1	WP_187286314.1
OG0000510	WP_011289977.1	WP_014579560.1
OG0000511	WP_011206135.1	WP_011206135.1
OG0000512	WP_011290284.1	WP_014579892.1
OG0000513	WP_041361708.1	WP_014580015.1
OG0000514	WP_011290334.1	WP_014579941.1
OG0000516	WP_011290200.1	WP_014579821.1
OG0000518	WP_044272613.1	WP_014579970.1
OG0000519	WP_020835579.1	WP_014579639.1
OG0000520	WP_011290050.1	WP_011283957.1
OG0000521	WP_011289972.1	WP_014579554.1
OG0000522	WP_020835519.1	WP_011205899.1
OG0000523	WP_020835906.1	WP_044278116.1
OG0000524	WP_011290303.1	WP_014579912.1
OG0000525	WP_011290405.1	WP_014579999.1
OG0000526	WP_228366134.1	WP_228365426.1
OG0000527	WP_020835689.1	WP_228365424.1
OG0000528	WP_011290201.1	WP_014579822.1
OG0000529	WP_044272492.1	WP_014579831.1
OG0000530	WP_011290248.1	WP_011284186.1
OG0000531	WP_011205956.1	WP_011205956.1
OG0000532	WP_011290141.1	WP_014579771.1
OG0000533	WP_011290010.1	WP_011206110.1
OG0000534	WP_011289989.1	WP_014579573.1
OG0000535	WP_020835486.1	WP_014579521.1
OG0000536	WP_011290436.1	WP_014580031.1
OG0000537	WP_011290028.1	WP_011206089.1
OG0000538	WP_020835608.1	WP_014579663.1
OG0000539	WP_011289963.1	WP_011205882.1
OG0000540	WP_011290296.1	WP_014579907.1
OG0000541	WP_011290310.1	WP_014579919.1
OG0000542	WP_011289986.1	WP_011289986.1
OG0000543	WP_041361748.1	WP_167513696.1, WP_014580033.1
OG0000544	WP_228366128.1	WP_014579703.1
OG0000546	WP_020835829.1	WP_014579932.1
OG0000547	WP_011290341.1	WP_014579948.1
OG0000548	WP_011290136.1	WP_014579777.1
OG0000549	WP_044272652.1	WP_014579997.1
OG0000550	WP_187145660.1	WP_014580019.1
OG0000551	WP_011206407.1	WP_011206407.1
OG0000552	WP_044272617.1	WP_014579974.1
OG0000553	WP_011290306.1	WP_014579915.1
OG0000554	WP_044272517.1	WP_014579871.1
OG0000555	WP_228366107.1	WP_014579949.1
OG0000556	WP_044272507.1	WP_014579679.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_020835624.1	WP_014579699.1
OG0000559	WP_011290153.1	WP_014579758.1
OG0000560	WP_011284100.1	WP_011206182.1
