Orthogroup	MHP_MHP699_genes	MFC_MF33_genes
OG0000248	DR100_RS00695	DR085_RS02385
OG0000249	DR100_RS00690	DR085_RS02390
OG0000250	DR100_RS00675	DR085_RS00015
OG0000251	DR100_RS00640	DR085_RS00045
OG0000252	DR100_RS00630	DR085_RS00055
OG0000253	DR100_RS00625	DR085_RS00060
OG0000254	DR100_RS00615	DR085_RS00070
OG0000255	DR100_RS00605	DR085_RS00075
OG0000256	DR100_RS00600	DR085_RS00080
OG0000257	DR100_RS00575	DR085_RS00105
OG0000258	DR100_RS00565	DR085_RS00115
OG0000259	DR100_RS00535	DR085_RS00145
OG0000260	DR100_RS00525	DR085_RS00155
OG0000261	DR100_RS04575	DR085_RS03635
OG0000262	DR100_RS00500	DR085_RS00180
OG0000263	DR100_RS00485	DR085_RS00195
OG0000264	DR100_RS00470	DR085_RS00210
OG0000265	DR100_RS00460	DR085_RS00220
OG0000266	DR100_RS00445	DR085_RS00235
OG0000267	DR100_RS00430	DR085_RS00250
OG0000268	DR100_RS00425	DR085_RS00255
OG0000269	DR100_RS00410	DR085_RS00270
OG0000270	DR100_RS04660	DR085_RS03815
OG0000271	DR100_RS01315	DR085_RS02505
OG0000272	DR100_RS01320	DR085_RS02510
OG0000273	DR100_RS01325	DR085_RS02515
OG0000274	DR100_RS01345	DR085_RS02530
OG0000275	DR100_RS04670	DR085_RS03820
OG0000276	DR100_RS01355	DR085_RS02540
OG0000277	DR100_RS01365	DR085_RS03825
OG0000278	DR100_RS01370	DR085_RS02555
OG0000279	DR100_RS01380	DR085_RS02565
OG0000280	DR100_RS01385	DR085_RS02570
OG0000281	DR100_RS01390	DR085_RS02575
OG0000282	DR100_RS04680	DR085_RS02600
OG0000283	DR100_RS01420	DR085_RS02605
OG0000284	DR100_RS01425	DR085_RS02610
OG0000285	DR100_RS04685	DR085_RS03840
OG0000286	DR100_RS02690	DR085_RS00925
OG0000287	DR100_RS01950	DR085_RS00900
OG0000288	DR100_RS01940	DR085_RS00890
OG0000289	DR100_RS01935	DR085_RS00885
OG0000290	DR100_RS01825	DR085_RS03270
OG0000291	DR100_RS01835	DR085_RS00785
OG0000292	DR100_RS01840	DR085_RS00790
OG0000293	DR100_RS01845	DR085_RS00795
OG0000294	DR100_RS01855	DR085_RS00805
OG0000295	DR100_RS01860	DR085_RS00810
OG0000296	DR100_RS01900	DR085_RS00850
OG0000297	DR100_RS01905	DR085_RS00855
OG0000298	DR100_RS00680	DR085_RS00010
OG0000299	DR100_RS00655	DR085_RS00030
OG0000300	DR100_RS00475	DR085_RS00205
OG0000301	DR100_RS00440	DR085_RS00240
OG0000302	DR100_RS00435	DR085_RS00245
OG0000303	DR100_RS02635	DR085_RS00380
OG0000304	DR100_RS03515	DR085_RS00415
OG0000305	DR100_RS01710	DR085_RS00565
OG0000306	DR100_RS01785	DR085_RS00650
OG0000307	DR100_RS03300	DR085_RS00685
OG0000308	DR100_RS01805	DR085_RS00765
OG0000309	DR100_RS01870	DR085_RS00820
OG0000310	DR100_RS01945	DR085_RS00895
OG0000311	DR100_RS02750	DR085_RS00945
OG0000312	DR100_RS02735	DR085_RS00965
OG0000313	DR100_RS03420	DR085_RS02700
OG0000314	DR100_RS01965	DR085_RS02785
OG0000315	DR100_RS02805	DR085_RS02755
OG0000316	DR100_RS02795	DR085_RS02745
OG0000317	DR100_RS02550	DR085_RS02870
OG0000318	DR100_RS04815	DR085_RS03900
OG0000319	DR100_RS03005	DR085_RS01915
OG0000320	DR100_RS02255	DR085_RS01850
OG0000321	DR100_RS00255	DR085_RS01785
OG0000322	DR100_RS00300	DR085_RS01740
OG0000323	DR100_RS02395	DR085_RS01610
OG0000324	DR100_RS03205	DR085_RS02115
OG0000325	DR100_RS00800	DR085_RS02075
OG0000326	DR100_RS00895	DR085_RS01980
OG0000327	DR100_RS00900	DR085_RS01975
OG0000328	DR100_RS00985	DR085_RS01045
OG0000329	DR100_RS01005	DR085_RS01065
OG0000330	DR100_RS00020	DR085_RS01250
OG0000331	DR100_RS03150	DR085_RS01370
OG0000332	DR100_RS01525	DR085_RS01470
OG0000333	DR100_RS01535	DR085_RS01480
OG0000334	DR100_RS03055	DR085_RS01545
OG0000335	DR100_RS03065	DR085_RS03720
OG0000336	DR100_RS04675	DR085_RS03835
OG0000337	DR100_RS01235	DR085_RS02220
OG0000338	DR100_RS01195	DR085_RS02260
OG0000339	DR100_RS03470	DR085_RS01830
OG0000340	DR100_RS00235	DR085_RS01805
OG0000341	DR100_RS03225	DR085_RS02135
OG0000342	DR100_RS00830	DR085_RS02045
OG0000343	DR100_RS01545	DR085_RS01490
OG0000344	DR100_RS02620	DR085_RS00395
OG0000345	DR100_RS02880	DR085_RS01180
OG0000346	DR100_RS01395	DR085_RS03830
OG0000347	DR100_RS00325	DR085_RS01715
OG0000348	DR100_RS00905	DR085_RS03760
OG0000349	DR100_RS04665	DR085_RS02520
OG0000350	DR100_RS03290	DR085_RS00655
OG0000351	DR100_RS00350	DR085_RS00330
OG0000352	DR100_RS01985	DR085_RS02815
OG0000353	DR100_RS00295	DR085_RS01745
OG0000354	DR100_RS00750	DR085_RS00450
OG0000355	DR100_RS04730	DR085_RS03855
OG0000356	DR100_RS04820	DR085_RS03870
OG0000357	DR100_RS04705	DR085_RS03705
OG0000358	DR100_RS01510	DR085_RS01455
OG0000359	DR100_RS04590	DR085_RS03765
OG0000360	DR100_RS00570	DR085_RS00110
OG0000361	DR100_RS00540	DR085_RS00140
OG0000362	DR100_RS01925	DR085_RS00875
OG0000363	DR100_RS02330	DR085_RS03935
OG0000365	DR100_RS04795	DR085_RS03915
OG0000366	DR100_RS02580	DR085_RS02840
OG0000367	DR100_RS02570	DR085_RS02850
OG0000368	DR100_RS01130	DR085_RS02325
OG0000369	DR100_RS04640	DR085_RS03780
OG0000370	DR100_RS01170	DR085_RS02285
OG0000371	DR100_RS01175	DR085_RS02280
OG0000372	DR100_RS01180	DR085_RS02275
OG0000373	DR100_RS01205	DR085_RS02250
OG0000374	DR100_RS01215	DR085_RS02240
OG0000375	DR100_RS03000	DR085_RS01920
OG0000376	DR100_RS02270	DR085_RS01865
OG0000377	DR100_RS02260	DR085_RS01855
OG0000378	DR100_RS00215	DR085_RS01820
OG0000379	DR100_RS00290	DR085_RS01750
OG0000380	DR100_RS00315	DR085_RS01725
OG0000381	DR100_RS02320	DR085_RS01685
OG0000382	DR100_RS02350	DR085_RS01655
OG0000383	DR100_RS02390	DR085_RS01615
OG0000384	DR100_RS02680	DR085_RS00335
OG0000385	DR100_RS02675	DR085_RS00340
OG0000386	DR100_RS02655	DR085_RS00360
OG0000387	DR100_RS02630	DR085_RS00385
OG0000388	DR100_RS04800	DR085_RS03645
OG0000389	DR100_RS00730	DR085_RS00430
OG0000390	DR100_RS01690	DR085_RS00545
OG0000391	DR100_RS01700	DR085_RS00555
OG0000392	DR100_RS01725	DR085_RS00580
OG0000393	DR100_RS04725	DR085_RS00635
OG0000394	DR100_RS02510	DR085_RS00700
OG0000395	DR100_RS02505	DR085_RS00705
OG0000396	DR100_RS02695	DR085_RS02710
OG0000397	DR100_RS02000	DR085_RS02665
OG0000398	DR100_RS01995	DR085_RS02660
OG0000399	DR100_RS02820	DR085_RS02770
OG0000400	DR100_RS01470	DR085_RS01415
OG0000401	DR100_RS01530	DR085_RS01475
OG0000402	DR100_RS01540	DR085_RS01485
OG0000403	DR100_RS01550	DR085_RS01495
OG0000404	DR100_RS03345	DR085_RS03710
OG0000405	DR100_RS03365	DR085_RS01530
OG0000406	DR100_RS03070	DR085_RS01560
OG0000407	DR100_RS04830	DR085_RS03725
OG0000408	DR100_RS03080	DR085_RS01570
OG0000409	DR100_RS03085	DR085_RS01575
OG0000410	DR100_RS03175	DR085_RS02955
OG0000411	DR100_RS03185	DR085_RS02945
OG0000412	DR100_RS03190	DR085_RS02940
OG0000413	DR100_RS02405	DR085_RS02185
OG0000414	DR100_RS02415	DR085_RS02175
OG0000415	DR100_RS02420	DR085_RS02170
OG0000416	DR100_RS02430	DR085_RS02160
OG0000417	DR100_RS03220	DR085_RS02130
OG0000418	DR100_RS03215	DR085_RS02125
OG0000419	DR100_RS00810	DR085_RS02065
OG0000420	DR100_RS00845	DR085_RS02030
OG0000421	DR100_RS00880	DR085_RS01995
OG0000422	DR100_RS00890	DR085_RS01985
OG0000423	DR100_RS00945	DR085_RS01005
OG0000424	DR100_RS00950	DR085_RS01010
OG0000425	DR100_RS00960	DR085_RS01020
OG0000426	DR100_RS04595	DR085_RS03680
OG0000427	DR100_RS04600	DR085_RS03685
OG0000428	DR100_RS01015	DR085_RS01075
OG0000429	DR100_RS02890	DR085_RS01170
OG0000430	DR100_RS02845	DR085_RS01215
OG0000431	DR100_RS02835	DR085_RS01225
OG0000432	DR100_RS00015	DR085_RS01245
OG0000433	DR100_RS00030	DR085_RS01255
OG0000434	DR100_RS00035	DR085_RS01260
OG0000435	DR100_RS00050	DR085_RS01275
OG0000436	DR100_RS00080	DR085_RS01315
OG0000437	DR100_RS00090	DR085_RS01325
OG0000438	DR100_RS00095	DR085_RS03700
OG0000439	DR100_RS04550	DR085_RS01335
OG0000440	DR100_RS03130	DR085_RS01350
OG0000441	DR100_RS03170	DR085_RS01390
OG0000442	DR100_RS01050	DR085_RS02355
OG0000443	DR100_RS00660	DR085_RS00025
OG0000444	DR100_RS00645	DR085_RS00040
OG0000445	DR100_RS00620	DR085_RS00065
OG0000446	DR100_RS00590	DR085_RS00090
OG0000447	DR100_RS00585	DR085_RS00095
OG0000448	DR100_RS00555	DR085_RS00125
OG0000449	DR100_RS00530	DR085_RS00150
OG0000450	DR100_RS00520	DR085_RS00160
OG0000451	DR100_RS00480	DR085_RS00200
OG0000452	DR100_RS00455	DR085_RS00225
OG0000453	DR100_RS00420	DR085_RS00260
OG0000455	DR100_RS01290	DR085_RS03810
OG0000456	DR100_RS01410	DR085_RS02595
OG0000457	DR100_RS01435	DR085_RS02620
OG0000458	DR100_RS01955	DR085_RS00905
OG0000459	DR100_RS01930	DR085_RS00880
OG0000460	DR100_RS01920	DR085_RS00870
OG0000461	DR100_RS01875	DR085_RS00825
OG0000462	DR100_RS01880	DR085_RS00830
OG0000463	DR100_RS01885	DR085_RS00835
OG0000464	DR100_RS01890	DR085_RS00840
OG0000465	DR100_RS01895	DR085_RS00845
OG0000466	DR100_RS00450	DR085_RS00230
OG0000467	DR100_RS04775	DR085_RS03670
OG0000468	DR100_RS02825	DR085_RS02775
OG0000469	DR100_RS02765	DR085_RS02995
OG0000470	DR100_RS03815	DR085_RS01000
OG0000471	DR100_RS01020	DR085_RS01080
OG0000472	DR100_RS03260	DR085_RS02645
OG0000473	DR100_RS01305	DR085_RS02495
OG0000474	DR100_RS01300	DR085_RS02490
OG0000475	DR100_RS01295	DR085_RS02485
OG0000476	DR100_RS02440	DR085_RS02450
OG0000477	DR100_RS01850	DR085_RS00800
OG0000478	DR100_RS01360	DR085_RS02545
OG0000479	DR100_RS00250	DR085_RS01790
OG0000480	DR100_RS03855	DR085_RS03170
OG0000481	DR100_RS00915	DR085_RS01960
OG0000482	DR100_RS00130	DR085_RS02100
OG0000483	DR100_RS02565	DR085_RS02855
OG0000484	DR100_RS04580	DR085_RS03630
OG0000485	DR100_RS00085	DR085_RS01320
OG0000486	DR100_RS03240	DR085_RS02150
OG0000487	DR100_RS04810	DR085_RS03905
OG0000488	DR100_RS02600	DR085_RS02825
OG0000489	DR100_RS01140	DR085_RS02315
OG0000490	DR100_RS01200	DR085_RS02255
OG0000491	DR100_RS00270	DR085_RS01770
OG0000493	DR100_RS02615	DR085_RS00400
OG0000494	DR100_RS00755	DR085_RS00455
OG0000495	DR100_RS01755	DR085_RS00610
OG0000496	DR100_RS01765	DR085_RS00620
OG0000497	DR100_RS01770	DR085_RS00625
OG0000498	DR100_RS03270	DR085_RS00695
OG0000499	DR100_RS02480	DR085_RS00740
OG0000500	DR100_RS01990	DR085_RS02655
OG0000501	DR100_RS01480	DR085_RS01425
OG0000502	DR100_RS00120	DR085_RS02090
OG0000503	DR100_RS00860	DR085_RS02015
OG0000504	DR100_RS00995	DR085_RS01055
OG0000505	DR100_RS02970	DR085_RS01090
OG0000506	DR100_RS02960	DR085_RS01100
OG0000507	DR100_RS02925	DR085_RS01135
OG0000508	DR100_RS00595	DR085_RS00085
OG0000509	DR100_RS00560	DR085_RS00120
OG0000510	DR100_RS00550	DR085_RS00130
OG0000511	DR100_RS00415	DR085_RS00265
OG0000512	DR100_RS01915	DR085_RS00865
OG0000513	DR100_RS01375	DR085_RS02560
OG0000514	DR100_RS01730	DR085_RS00585
OG0000516	DR100_RS04805	DR085_RS02970
OG0000517	DR100_RS01125	DR085_RS02330
OG0000518	DR100_RS01520	DR085_RS01465
OG0000519	DR100_RS00885	DR085_RS01990
OG0000520	DR100_RS01010	DR085_RS01070
OG0000521	DR100_RS00580	DR085_RS00100
OG0000522	DR100_RS00545	DR085_RS00135
OG0000523	DR100_RS01440	DR085_RS02625
OG0000524	DR100_RS02455	DR085_RS00760
OG0000528	DR100_RS02775	DR085_RS02980
OG0000529	DR100_RS03015	DR085_RS01905
OG0000530	DR100_RS03460	DR085_RS01840
OG0000531	DR100_RS00320	DR085_RS01720
OG0000532	DR100_RS03540	DR085_RS00490
OG0000533	DR100_RS00715	DR085_RS01235
OG0000534	DR100_RS00465	DR085_RS00215
OG0000535	DR100_RS04635	DR085_RS02310
OG0000537	DR100_RS00825	DR085_RS02050
OG0000538	DR100_RS00040	DR085_RS01265
OG0000539	DR100_RS00635	DR085_RS00050
OG0000541	DR100_RS02495	DR085_RS00725
OG0000542	DR100_RS00495	DR085_RS00185
OG0000547	DR100_RS01680	DR085_RS00535
OG0000548	DR100_RS03425	DR085_RS02705
OG0000549	DR100_RS04865	DR085_RS02650
OG0000550	DR100_RS01340	DR085_RS02525
OG0000551	DR100_RS03160	DR085_RS01380
OG0000555	DR100_RS04155	DR085_RS03230
OG0000589	DR100_RS03530	DR085_RS02910
OG0000596	DR100_RS02145	DR085_RS02375
OG0000598	DR100_RS02140	DR085_RS02370
OG0000599	DR100_RS02135	DR085_RS02365
OG0000647	DR100_RS04505	DR085_RS00500
