ID,GO
GC_00000560,GO:0003924
GC_00000560,GO:0005525
GC_00000560,GO:0043022
GC_00000560,GO:0045727
GC_00000561,GO:0004748
GC_00000561,GO:0005524
GC_00000561,GO:0005971
GC_00000561,GO:0009263
GC_00000564,GO:0005654
GC_00000564,GO:0005730
GC_00000564,GO:0005737
GC_00000565,GO:0006355
GC_00000567,GO:0003676
GC_00000567,GO:0006479
GC_00000567,GO:0008168
GC_00000567,GO:0008276
GC_00000567,GO:0032259
GC_00000568,GO:0005886
GC_00000568,GO:0008982
GC_00000568,GO:0009401
GC_00000568,GO:0015764
GC_00000568,GO:0016020
GC_00000568,GO:0090563
GC_00000569,GO:0003723
GC_00000569,GO:0008168
GC_00000569,GO:0032259
GC_00000571,GO:0000725
GC_00000571,GO:0003677
GC_00000571,GO:0003678
GC_00000571,GO:0005524
GC_00000571,GO:0005634
GC_00000571,GO:0043138
GC_00000573,GO:0016310
GC_00000573,GO:0047590
GC_00000574,GO:0003677
GC_00000574,GO:0003916
GC_00000574,GO:0003918
GC_00000574,GO:0005524
GC_00000574,GO:0005737
GC_00000574,GO:0006259
GC_00000574,GO:0006265
GC_00000574,GO:0009330
GC_00000576,GO:0005524
GC_00000576,GO:0016887
GC_00000576,GO:0043190
GC_00000576,GO:0055052
GC_00000578,GO:0000453
GC_00000578,GO:0008168
GC_00000580,GO:0003676
GC_00000580,GO:0008168
GC_00000580,GO:0032259
GC_00000581,GO:0002143
GC_00000581,GO:0008033
GC_00000581,GO:0016740
GC_00000581,GO:0016783
GC_00000582,GO:0005524
GC_00000582,GO:0015421
GC_00000582,GO:0016020
GC_00000582,GO:0016887
GC_00000582,GO:0055085
GC_00000582,GO:0140359
GC_00000583,GO:0004176
GC_00000583,GO:0004222
GC_00000583,GO:0005524
GC_00000583,GO:0005886
GC_00000583,GO:0006508
GC_00000583,GO:0016020
GC_00000583,GO:0016887
GC_00000583,GO:0030163
GC_00000585,GO:0000166
GC_00000585,GO:0000287
GC_00000585,GO:0003924
GC_00000585,GO:0005525
GC_00000588,GO:0005524
GC_00000588,GO:0006457
GC_00000588,GO:0051082
GC_00000588,GO:0140662
GC_00000590,GO:0003677
GC_00000590,GO:0005515
GC_00000590,GO:0005524
GC_00000590,GO:0006289
GC_00000590,GO:0009380
GC_00000590,GO:0016787
GC_00000590,GO:0016887
GC_00000595,GO:0005524
GC_00000595,GO:0005525
GC_00000595,GO:0005737
GC_00000595,GO:0016887
GC_00000596,GO:0005524
GC_00000596,GO:0016887
GC_00000596,GO:0022857
GC_00000596,GO:0043190
GC_00000596,GO:0055085
GC_00000601,GO:0003677
GC_00000601,GO:0008170
GC_00000615,GO:0003677
GC_00000615,GO:0005524
GC_00000615,GO:0005829
GC_00000615,GO:0016787
GC_00000619,GO:0004252
GC_00000619,GO:0006508
GC_00000619,GO:0008236
GC_00000624,GO:0000166
GC_00000624,GO:0004812
GC_00000624,GO:0004816
GC_00000624,GO:0005524
GC_00000624,GO:0006418
GC_00000624,GO:0006421
GC_00000628,GO:0003697
GC_00000641,GO:0005524
GC_00000641,GO:0016020
GC_00000641,GO:0016887
GC_00000642,GO:0003677
GC_00000642,GO:0004803
GC_00000642,GO:0006313
GC_00000643,GO:0003677
GC_00000643,GO:0003916
GC_00000643,GO:0005524
GC_00000643,GO:0006265
GC_00000653,GO:0003697
GC_00000659,GO:0003677
GC_00000659,GO:0004803
GC_00000659,GO:0006313
GC_00000676,GO:0004672
GC_00000676,GO:0005524
GC_00000676,GO:0006468
GC_00000679,GO:0003677
GC_00000679,GO:0004803
GC_00000679,GO:0006313
GC_00000682,GO:0003697
GC_00000687,GO:0000287
GC_00000687,GO:0005975
GC_00000687,GO:0008801
GC_00000694,GO:0004553
GC_00000694,GO:0005975
