ID,GO
GC_00000105,GO:0046104
GC_00000106,GO:0003824
GC_00000106,GO:0004126
GC_00000106,GO:0005829
GC_00000106,GO:0008270
GC_00000106,GO:0009972
GC_00000107,GO:0003746
GC_00000107,GO:0003924
GC_00000107,GO:0005525
GC_00000107,GO:0005829
GC_00000107,GO:0006414
GC_00000109,GO:0000287
GC_00000109,GO:0005829
GC_00000109,GO:0016787
GC_00000109,GO:0016791
GC_00000110,GO:0003723
GC_00000110,GO:0003735
GC_00000110,GO:0005840
GC_00000110,GO:0006412
GC_00000111,GO:0003735
GC_00000111,GO:0005840
GC_00000111,GO:0006412
GC_00000111,GO:0015935
GC_00000112,GO:0003735
GC_00000112,GO:0005840
GC_00000112,GO:0006412
GC_00000113,GO:0006813
GC_00000113,GO:0008324
GC_00000114,GO:0002055
GC_00000114,GO:0003999
GC_00000114,GO:0005737
GC_00000114,GO:0006168
GC_00000114,GO:0016208
GC_00000114,GO:0044209
GC_00000115,GO:0003924
GC_00000115,GO:0005525
GC_00000115,GO:0043022
GC_00000115,GO:0045727
GC_00000116,GO:0003735
GC_00000116,GO:0005840
GC_00000116,GO:0006412
GC_00000119,GO:0003735
GC_00000119,GO:0005840
GC_00000119,GO:0006412
GC_00000119,GO:0022625
GC_00000120,GO:0000166
GC_00000120,GO:0000287
GC_00000120,GO:0003924
GC_00000120,GO:0005525
GC_00000121,GO:0000287
GC_00000121,GO:0003824
GC_00000121,GO:0004743
GC_00000121,GO:0006096
GC_00000121,GO:0030955
GC_00000123,GO:0004385
GC_00000123,GO:0005829
GC_00000123,GO:0006163
GC_00000124,GO:0051304
GC_00000125,GO:0003735
GC_00000125,GO:0005840
GC_00000125,GO:0006412
GC_00000125,GO:0022625
GC_00000126,GO:0015078
GC_00000126,GO:0015986
GC_00000126,GO:0033177
GC_00000126,GO:0045259
GC_00000126,GO:0045263
GC_00000126,GO:1902600
GC_00000130,GO:0016746
GC_00000133,GO:0003735
GC_00000133,GO:0005840
GC_00000133,GO:0006412
GC_00000134,GO:0000287
GC_00000134,GO:0002189
GC_00000134,GO:0004749
GC_00000134,GO:0005737
GC_00000134,GO:0006015
GC_00000134,GO:0006164
GC_00000134,GO:0009165
GC_00000135,GO:0004798
GC_00000135,GO:0005524
GC_00000135,GO:0005737
GC_00000135,GO:0005829
GC_00000135,GO:0006227
GC_00000135,GO:0006233
GC_00000135,GO:0006235
GC_00000136,GO:0004252
GC_00000136,GO:0006508
GC_00000138,GO:0003678
GC_00000138,GO:0005524
GC_00000138,GO:0006281
GC_00000138,GO:0006310
GC_00000138,GO:0009378
GC_00000138,GO:0009379
GC_00000142,GO:0003677
GC_00000142,GO:0003918
GC_00000142,GO:0005524
GC_00000142,GO:0006265
GC_00000144,GO:0003746
GC_00000144,GO:0003924
GC_00000144,GO:0005525
GC_00000144,GO:0006414
GC_00000144,GO:0032790
GC_00000146,GO:0008982
GC_00000146,GO:0009401
GC_00000147,GO:0003723
GC_00000147,GO:0003735
GC_00000147,GO:0005840
GC_00000147,GO:0006412
GC_00000147,GO:0015935
GC_00000147,GO:0022627
GC_00000148,GO:0001522
GC_00000148,GO:0003723
GC_00000148,GO:0006396
GC_00000148,GO:0006400
GC_00000148,GO:0009451
GC_00000148,GO:0009982
GC_00000148,GO:1990481
GC_00000149,GO:0002939
GC_00000149,GO:0005829
GC_00000149,GO:0008033
GC_00000149,GO:0052906
GC_00000150,GO:0006364
GC_00000150,GO:0008168
GC_00000151,GO:0005737
GC_00000151,GO:0008168
GC_00000151,GO:0070475
GC_00000151,GO:0071424
GC_00000153,GO:0000455
GC_00000153,GO:0001522
GC_00000153,GO:0003723
GC_00000153,GO:0009451
GC_00000153,GO:0009982
GC_00000155,GO:0003735
GC_00000155,GO:0005840
GC_00000155,GO:0006412
GC_00000156,GO:0003735
GC_00000156,GO:0005840
GC_00000156,GO:0006412
GC_00000157,GO:0006812
GC_00000157,GO:0008324
GC_00000157,GO:0055085
GC_00000158,GO:0006006
GC_00000158,GO:0016620
GC_00000158,GO:0050661
GC_00000158,GO:0051287
GC_00000159,GO:0004618
GC_00000159,GO:0005524
GC_00000159,GO:0005829
GC_00000159,GO:0006094
GC_00000159,GO:0006096
GC_00000159,GO:0043531
GC_00000160,GO:0005737
GC_00000160,GO:0006979
GC_00000160,GO:0016671
GC_00000160,GO:0030091
GC_00000160,GO:0033743
GC_00000161,GO:0003677
GC_00000161,GO:0003697
GC_00000161,GO:0005524
GC_00000161,GO:0005829
GC_00000161,GO:0006259
GC_00000161,GO:0006281
GC_00000161,GO:0008094
GC_00000161,GO:0016887
GC_00000161,GO:0140664
GC_00000162,GO:0003735
GC_00000162,GO:0005840
GC_00000162,GO:0006412
GC_00000162,GO:0015934
GC_00000162,GO:0022625
GC_00000162,GO:0070180
GC_00000163,GO:0004844
GC_00000163,GO:0006281
GC_00000163,GO:0006284
GC_00000163,GO:0016799
GC_00000163,GO:0097510
GC_00000164,GO:0005737
GC_00000164,GO:0005829
GC_00000164,GO:0006364
GC_00000164,GO:0008649
GC_00000164,GO:0070043
GC_00000165,GO:0016491
GC_00000166,GO:0006364
GC_00000167,GO:0016020
GC_00000167,GO:0055085
GC_00000169,GO:0004113
GC_00000170,GO:0002181
GC_00000170,GO:0003735
GC_00000170,GO:0005840
GC_00000170,GO:0006412
GC_00000170,GO:0019843
GC_00000172,GO:0003883
GC_00000172,GO:0006221
GC_00000172,GO:0006241
GC_00000172,GO:0019856
GC_00000172,GO:0042802
GC_00000173,GO:0016020
GC_00000173,GO:0022857
GC_00000173,GO:0055085
GC_00000174,GO:0005886
GC_00000174,GO:0046942
GC_00000174,GO:0046943
GC_00000175,GO:0000453
GC_00000175,GO:0008168
GC_00000176,GO:0006082
GC_00000176,GO:0006083
GC_00000176,GO:0008776
GC_00000176,GO:0016301
GC_00000176,GO:0016310
GC_00000176,GO:0016774
GC_00000177,GO:0003677
GC_00000177,GO:0003899
GC_00000177,GO:0006351
GC_00000178,GO:0006450
GC_00000179,GO:0005829
GC_00000179,GO:0006508
GC_00000179,GO:0070006
GC_00000179,GO:0070084
GC_00000180,GO:0005737
GC_00000180,GO:0015035
GC_00000181,GO:0000049
GC_00000181,GO:0004526
GC_00000181,GO:0008033
GC_00000181,GO:0030677
GC_00000181,GO:0042780
GC_00000181,GO:0042781
GC_00000182,GO:0003735
GC_00000182,GO:0006412
GC_00000182,GO:0015934
GC_00000182,GO:0022625
GC_00000183,GO:0000287
GC_00000183,GO:0005829
GC_00000183,GO:0016787
GC_00000183,GO:0016791
GC_00000185,GO:0015078
GC_00000185,GO:0015986
GC_00000185,GO:0045259
GC_00000185,GO:0045263
GC_00000185,GO:0046961
GC_00000186,GO:0005737
GC_00000187,GO:0002181
GC_00000187,GO:0003723
GC_00000187,GO:0003735
GC_00000187,GO:0005840
GC_00000187,GO:0006412
GC_00000187,GO:0015934
GC_00000187,GO:0016740
GC_00000188,GO:0004016
GC_00000188,GO:0006171
GC_00000189,GO:0010181
GC_00000189,GO:0016655
GC_00000191,GO:0003735
GC_00000191,GO:0005840
GC_00000191,GO:0006412
GC_00000191,GO:0019843
GC_00000191,GO:0022625
GC_00000192,GO:0005737
GC_00000193,GO:0003676
GC_00000193,GO:0006479
GC_00000193,GO:0008168
GC_00000193,GO:0008276
GC_00000193,GO:0032259
GC_00000194,GO:0009435
GC_00000194,GO:0016763
GC_00000195,GO:0004176
GC_00000195,GO:0004252
GC_00000195,GO:0005524
GC_00000195,GO:0006508
GC_00000195,GO:0016887
GC_00000195,GO:0030163
GC_00000196,GO:0003723
GC_00000196,GO:0005829
GC_00000196,GO:0006396
GC_00000196,GO:0008168
GC_00000196,GO:0008173
GC_00000198,GO:0003824
GC_00000198,GO:0004459
GC_00000198,GO:0005737
GC_00000198,GO:0006089
GC_00000198,GO:0006090
GC_00000198,GO:0016491
GC_00000198,GO:0016616
GC_00000198,GO:0019752
GC_00000199,GO:0003723
GC_00000199,GO:0003735
GC_00000199,GO:0005840
GC_00000199,GO:0006412
GC_00000202,GO:0009294
GC_00000203,GO:0003677
GC_00000203,GO:0003688
GC_00000203,GO:0005524
GC_00000203,GO:0005886
GC_00000203,GO:0006260
GC_00000203,GO:0006270
GC_00000203,GO:0006275
GC_00000203,GO:0016887
GC_00000203,GO:0043565
GC_00000204,GO:0003735
GC_00000204,GO:0005840
GC_00000204,GO:0006412
GC_00000204,GO:0015934
GC_00000204,GO:0022625
GC_00000205,GO:0001522
GC_00000205,GO:0003723
GC_00000205,GO:0009451
GC_00000205,GO:0009982
GC_00000205,GO:0016866
GC_00000206,GO:0016020
GC_00000206,GO:0055085
GC_00000207,GO:0005524
GC_00000207,GO:0016020
GC_00000207,GO:0016887
GC_00000207,GO:0042626
GC_00000207,GO:0043190
GC_00000207,GO:0055085
GC_00000208,GO:0004590
GC_00000208,GO:0006207
GC_00000208,GO:0019854
GC_00000208,GO:0033982
GC_00000209,GO:0003723
GC_00000209,GO:0003735
GC_00000209,GO:0006412
GC_00000209,GO:0015934
GC_00000210,GO:0003924
GC_00000210,GO:0005047
GC_00000210,GO:0005525
GC_00000210,GO:0005886
GC_00000210,GO:0006605
GC_00000210,GO:0006614
GC_00000210,GO:0016020
GC_00000210,GO:0016887
GC_00000211,GO:0004807
GC_00000211,GO:0005829
GC_00000211,GO:0006094
GC_00000211,GO:0006096
GC_00000211,GO:0019563
GC_00000211,GO:0046166
GC_00000213,GO:0005524
GC_00000213,GO:0016887
GC_00000217,GO:0003677
GC_00000217,GO:0003824
GC_00000217,GO:0008409
GC_00000217,GO:0017108
GC_00000217,GO:0033567
GC_00000218,GO:0005524
GC_00000218,GO:0005737
GC_00000218,GO:0006457
GC_00000218,GO:0009408
GC_00000218,GO:0031072
GC_00000218,GO:0042026
GC_00000218,GO:0051082
GC_00000218,GO:0051085
GC_00000219,GO:0002949
GC_00000220,GO:0003735
GC_00000220,GO:0005840
GC_00000220,GO:0006412
GC_00000220,GO:0015935
GC_00000221,GO:0005737
GC_00000221,GO:0016407
GC_00000221,GO:0016746
GC_00000221,GO:0031405
GC_00000222,GO:0004127
GC_00000222,GO:0005524
GC_00000222,GO:0005829
GC_00000222,GO:0006139
GC_00000222,GO:0015949
GC_00000223,GO:0000166
GC_00000223,GO:0004812
GC_00000223,GO:0004820
GC_00000223,GO:0005524
GC_00000223,GO:0005737
GC_00000223,GO:0006418
GC_00000223,GO:0006426
GC_00000224,GO:0003677
GC_00000224,GO:0005524
GC_00000224,GO:0006281
GC_00000224,GO:0006310
GC_00000224,GO:0009378
GC_00000224,GO:0016887
GC_00000225,GO:0005524
GC_00000225,GO:0006457
GC_00000225,GO:0051082
GC_00000225,GO:0140662
GC_00000226,GO:0006353
GC_00000227,GO:0003824
GC_00000228,GO:0003735
GC_00000228,GO:0005840
GC_00000228,GO:0006412
GC_00000228,GO:0015934
GC_00000228,GO:0022625
GC_00000229,GO:0005886
GC_00000229,GO:0016020
GC_00000229,GO:0032977
GC_00000229,GO:0051205
GC_00000230,GO:0004332
GC_00000230,GO:0005975
GC_00000230,GO:0006096
GC_00000230,GO:0008270
GC_00000230,GO:0016832
GC_00000230,GO:0030388
GC_00000232,GO:0000287
GC_00000232,GO:0004427
GC_00000232,GO:0005737
GC_00000232,GO:0006796
GC_00000233,GO:0003677
GC_00000233,GO:0003916
GC_00000233,GO:0003917
GC_00000233,GO:0005694
GC_00000233,GO:0006265
GC_00000234,GO:0005524
GC_00000234,GO:0016020
GC_00000234,GO:0016887
GC_00000234,GO:0042626
GC_00000234,GO:0043190
GC_00000234,GO:0055085
GC_00000238,GO:0043937
GC_00000239,GO:0003824
GC_00000239,GO:0004619
GC_00000239,GO:0005737
GC_00000239,GO:0005829
GC_00000239,GO:0005975
GC_00000239,GO:0006007
GC_00000239,GO:0030145
GC_00000239,GO:0046537
GC_00000239,GO:0046872
GC_00000241,GO:0003743
GC_00000241,GO:0003924
GC_00000241,GO:0005525
GC_00000241,GO:0005737
GC_00000241,GO:0005829
GC_00000241,GO:0006413
GC_00000242,GO:0003824
GC_00000242,GO:0003919
GC_00000242,GO:0009058
GC_00000242,GO:0009231
GC_00000243,GO:0003723
GC_00000243,GO:0003735
GC_00000243,GO:0005840
GC_00000243,GO:0006412
GC_00000244,GO:0005524
GC_00000244,GO:0016887
GC_00000244,GO:0022857
GC_00000244,GO:0043190
GC_00000244,GO:0055085
GC_00000248,GO:0000166
GC_00000248,GO:0004812
GC_00000248,GO:0004830
GC_00000248,GO:0005524
GC_00000248,GO:0005829
GC_00000248,GO:0006418
GC_00000248,GO:0006436
GC_00000249,GO:0005886
GC_00000249,GO:0008961
GC_00000249,GO:0042158
GC_00000250,GO:0002143
GC_00000250,GO:0008033
GC_00000250,GO:0016740
GC_00000250,GO:0016783
GC_00000251,GO:0000967
GC_00000251,GO:0005829
GC_00000251,GO:0006139
GC_00000251,GO:0006364
GC_00000252,GO:0003735
GC_00000252,GO:0005840
GC_00000252,GO:0006412
GC_00000252,GO:0022627
GC_00000253,GO:0005524
GC_00000253,GO:0016887
GC_00000254,GO:0000287
GC_00000254,GO:0004422
GC_00000254,GO:0005829
GC_00000254,GO:0006166
GC_00000254,GO:0006178
GC_00000254,GO:0032263
GC_00000254,GO:0032264
GC_00000254,GO:0046100
GC_00000255,GO:0006812
GC_00000255,GO:0008324
GC_00000255,GO:0015095
GC_00000255,GO:0015693
GC_00000255,GO:0016020
GC_00000256,GO:0005524
GC_00000256,GO:0006508
GC_00000256,GO:0008233
GC_00000256,GO:0016020
GC_00000256,GO:0016887
GC_00000256,GO:0042626
GC_00000256,GO:0055085
GC_00000256,GO:0140359
GC_00000259,GO:0016020
GC_00000260,GO:0003677
GC_00000260,GO:0006354
GC_00000260,GO:0032784
GC_00000260,GO:0070063
GC_00000261,GO:0004342
GC_00000261,GO:0005737
GC_00000261,GO:0005975
GC_00000261,GO:0006043
GC_00000261,GO:0006044
GC_00000261,GO:0006046
GC_00000261,GO:0019262
GC_00000261,GO:0042802
GC_00000263,GO:0015109
GC_00000263,GO:0015703
GC_00000264,GO:0003676
GC_00000264,GO:0006281
GC_00000265,GO:0003677
GC_00000265,GO:0003906
GC_00000265,GO:0006281
GC_00000265,GO:0006284
GC_00000265,GO:0008081
GC_00000265,GO:0008270
GC_00000266,GO:0005886
GC_00000266,GO:0008982
GC_00000266,GO:0009401
GC_00000266,GO:0016020
GC_00000266,GO:0090563
GC_00000267,GO:0000049
GC_00000267,GO:0000166
GC_00000267,GO:0004812
GC_00000267,GO:0004818
GC_00000267,GO:0005524
GC_00000267,GO:0005829
GC_00000267,GO:0006418
GC_00000267,GO:0006424
GC_00000267,GO:0008270
GC_00000267,GO:0043039
GC_00000269,GO:0000166
GC_00000269,GO:0003723
GC_00000269,GO:0004812
GC_00000269,GO:0004831
GC_00000269,GO:0005524
GC_00000269,GO:0005739
GC_00000269,GO:0005829
GC_00000269,GO:0006418
GC_00000269,GO:0006437
GC_00000269,GO:0043039
GC_00000270,GO:0016020
GC_00000271,GO:0003735
GC_00000271,GO:0005840
GC_00000271,GO:0006412
GC_00000272,GO:0009401
GC_00000272,GO:0016020
GC_00000273,GO:0003677
GC_00000273,GO:0005524
GC_00000273,GO:0006289
GC_00000273,GO:0009380
GC_00000273,GO:0016887
GC_00000274,GO:0005737
GC_00000274,GO:0009249
GC_00000274,GO:0017118
GC_00000274,GO:0036211
GC_00000275,GO:0016746
GC_00000276,GO:0004017
GC_00000276,GO:0005524
GC_00000276,GO:0006139
GC_00000276,GO:0016776
GC_00000276,GO:0019205
GC_00000277,GO:0006400
GC_00000277,GO:0008176
GC_00000277,GO:0030488
GC_00000277,GO:0036265
GC_00000277,GO:0043527
GC_00000278,GO:0000287
GC_00000278,GO:0003824
GC_00000278,GO:0005737
GC_00000278,GO:0005829
GC_00000278,GO:0008973
GC_00000278,GO:0009117
GC_00000278,GO:0043094
GC_00000278,GO:0046872
GC_00000279,GO:0006355
GC_00000280,GO:0001510
GC_00000280,GO:0002130
GC_00000280,GO:0003723
GC_00000280,GO:0006396
GC_00000280,GO:0008168
GC_00000280,GO:0008173
GC_00000281,GO:0005975
GC_00000281,GO:0016861
GC_00000281,GO:0019852
GC_00000281,GO:0034015
GC_00000282,GO:0002098
GC_00000282,GO:0005829
GC_00000282,GO:0008033
GC_00000282,GO:0030488
GC_00000282,GO:0050660
GC_00000283,GO:0005975
GC_00000283,GO:0008270
GC_00000283,GO:0016832
GC_00000284,GO:0000049
GC_00000284,GO:0004812
GC_00000284,GO:0004826
GC_00000284,GO:0005524
GC_00000284,GO:0005737
GC_00000284,GO:0006432
GC_00000284,GO:0043039
GC_00000285,GO:0003677
GC_00000285,GO:0006355
GC_00000285,GO:0045892
GC_00000286,GO:0003723
GC_00000286,GO:0003735
GC_00000286,GO:0006412
GC_00000286,GO:0015935
GC_00000286,GO:0019843
GC_00000286,GO:0042274
GC_00000289,GO:0005524
GC_00000289,GO:0005737
GC_00000289,GO:0016887
GC_00000289,GO:0034605
GC_00000290,GO:0000166
GC_00000290,GO:0005524
GC_00000290,GO:0008033
GC_00000290,GO:0016879
GC_00000291,GO:0015986
GC_00000291,GO:0045259
GC_00000291,GO:0045261
GC_00000291,GO:0046933
GC_00000292,GO:0003924
GC_00000292,GO:0005525
GC_00000292,GO:0006614
GC_00000292,GO:0008312
GC_00000292,GO:0016887
GC_00000292,GO:0048500
GC_00000293,GO:0003924
GC_00000293,GO:0005525
GC_00000293,GO:0005737
GC_00000293,GO:0032153
GC_00000293,GO:0051301
GC_00000295,GO:0005829
GC_00000295,GO:0008926
GC_00000295,GO:0016491
GC_00000295,GO:0019592
GC_00000297,GO:0005524
GC_00000297,GO:0016887
GC_00000298,GO:0005886
GC_00000298,GO:0009401
GC_00000298,GO:0090563
GC_00000299,GO:0003735
GC_00000299,GO:0006412
GC_00000299,GO:0015934
GC_00000300,GO:0005886
GC_00000301,GO:0005524
GC_00000301,GO:0016887
GC_00000301,GO:0022857
GC_00000301,GO:0043190
GC_00000301,GO:0055052
GC_00000301,GO:0055085
GC_00000302,GO:0004139
GC_00000302,GO:0005737
GC_00000302,GO:0009264
GC_00000302,GO:0016052
GC_00000302,GO:0016829
GC_00000303,GO:0003747
GC_00000303,GO:0006415
GC_00000303,GO:0016149
GC_00000304,GO:0006044
GC_00000304,GO:0006046
GC_00000304,GO:0008448
GC_00000304,GO:0016787
GC_00000304,GO:0016810
GC_00000305,GO:0000725
GC_00000305,GO:0003677
GC_00000305,GO:0003678
GC_00000305,GO:0005524
GC_00000305,GO:0005829
GC_00000305,GO:0016787
GC_00000305,GO:0033202
GC_00000305,GO:0043138
GC_00000306,GO:0006364
GC_00000306,GO:0008168
GC_00000306,GO:0070042
GC_00000306,GO:0070475
GC_00000308,GO:0005525
GC_00000308,GO:0043022
GC_00000310,GO:0000287
GC_00000310,GO:0005829
GC_00000310,GO:0016787
GC_00000310,GO:0016791
GC_00000311,GO:0003735
GC_00000311,GO:0005840
GC_00000311,GO:0006412
GC_00000313,GO:0003677
GC_00000313,GO:0003916
GC_00000313,GO:0003918
GC_00000313,GO:0005524
GC_00000313,GO:0005737
GC_00000313,GO:0006259
GC_00000313,GO:0006265
GC_00000313,GO:0009330
GC_00000314,GO:0003676
GC_00000314,GO:0003723
GC_00000314,GO:0004518
GC_00000314,GO:0004540
GC_00000314,GO:0005829
GC_00000314,GO:0006402
GC_00000314,GO:0016070
GC_00000315,GO:0003824
GC_00000315,GO:0008965
