ID,GO
GC_00000103,GO:0008233
GC_00000103,GO:0015421
GC_00000103,GO:0016020
GC_00000103,GO:0016887
GC_00000103,GO:0042626
GC_00000103,GO:0055085
GC_00000103,GO:0140359
GC_00000106,GO:0002938
GC_00000106,GO:0003723
GC_00000106,GO:0005829
GC_00000106,GO:0006396
GC_00000106,GO:0008168
GC_00000106,GO:0008173
GC_00000106,GO:0009020
GC_00000106,GO:0030488
GC_00000108,GO:0005737
GC_00000108,GO:0006457
GC_00000108,GO:0042026
GC_00000108,GO:0044183
GC_00000108,GO:0051082
GC_00000109,GO:0022857
GC_00000110,GO:0010181
GC_00000110,GO:0016655
GC_00000112,GO:0005886
GC_00000112,GO:0008982
GC_00000112,GO:0009401
GC_00000112,GO:0015764
GC_00000112,GO:0090563
GC_00000113,GO:0004751
GC_00000113,GO:0005975
GC_00000113,GO:0009052
GC_00000113,GO:0016853
GC_00000113,GO:0019316
GC_00000114,GO:0003677
GC_00000114,GO:0006354
GC_00000114,GO:0032784
GC_00000114,GO:0070063
GC_00000116,GO:0006044
GC_00000116,GO:0006046
GC_00000116,GO:0008448
GC_00000116,GO:0016787
GC_00000116,GO:0016810
GC_00000117,GO:0006812
GC_00000117,GO:0008324
GC_00000117,GO:0055085
GC_00000118,GO:0003676
GC_00000118,GO:0003700
GC_00000118,GO:0003723
GC_00000118,GO:0005829
GC_00000118,GO:0006353
GC_00000118,GO:0031554
GC_00000118,GO:0031564
GC_00000119,GO:0005524
GC_00000119,GO:0016887
GC_00000120,GO:0003676
GC_00000120,GO:0003723
GC_00000120,GO:0004523
GC_00000120,GO:0006298
GC_00000120,GO:0032299
GC_00000120,GO:0043137
GC_00000121,GO:0022857
GC_00000121,GO:0055085
GC_00000122,GO:0004342
GC_00000122,GO:0005737
GC_00000122,GO:0005975
GC_00000122,GO:0006043
GC_00000122,GO:0006044
GC_00000122,GO:0006046
GC_00000122,GO:0019262
GC_00000122,GO:0042802
GC_00000123,GO:0003676
GC_00000123,GO:0003684
GC_00000123,GO:0003906
GC_00000123,GO:0006281
GC_00000123,GO:0006284
GC_00000123,GO:0008270
GC_00000123,GO:0008534
GC_00000123,GO:0016799
GC_00000123,GO:0019104
GC_00000123,GO:0034039
GC_00000126,GO:0016020
GC_00000126,GO:0055085
GC_00000127,GO:0003677
GC_00000127,GO:0003887
GC_00000127,GO:0006260
GC_00000127,GO:0006271
GC_00000127,GO:0008408
GC_00000127,GO:0009360
GC_00000128,GO:0009401
GC_00000128,GO:0016301
GC_00000130,GO:0000154
GC_00000130,GO:0000179
GC_00000130,GO:0005829
GC_00000130,GO:0006364
GC_00000130,GO:0031167
GC_00000131,GO:0009401
GC_00000131,GO:0016020
GC_00000133,GO:0003684
GC_00000133,GO:0003887
GC_00000133,GO:0005829
GC_00000133,GO:0006281
GC_00000133,GO:0009432
GC_00000133,GO:0042276
GC_00000134,GO:0000166
GC_00000134,GO:0004812
GC_00000134,GO:0004829
GC_00000134,GO:0005524
GC_00000134,GO:0005737
GC_00000134,GO:0006418
GC_00000134,GO:0006435
GC_00000134,GO:0043039
GC_00000137,GO:0000049
GC_00000137,GO:0000166
GC_00000137,GO:0002161
GC_00000137,GO:0004812
GC_00000137,GO:0004822
GC_00000137,GO:0005524
GC_00000137,GO:0005829
GC_00000137,GO:0006418
GC_00000137,GO:0006428
GC_00000138,GO:0005886
GC_00000139,GO:0016788
GC_00000140,GO:0016020
GC_00000140,GO:0022857
GC_00000140,GO:0055085
GC_00000144,GO:0005515
GC_00000146,GO:0004386
GC_00000149,GO:0000166
GC_00000149,GO:0002161
GC_00000149,GO:0003676
GC_00000149,GO:0004812
GC_00000149,GO:0004813
GC_00000149,GO:0005524
GC_00000149,GO:0005737
GC_00000149,GO:0005829
GC_00000149,GO:0006419
GC_00000149,GO:0043039
GC_00000151,GO:0005783
GC_00000151,GO:0005795
GC_00000151,GO:0006886
GC_00000151,GO:0006888
GC_00000151,GO:0012507
GC_00000151,GO:0048193
GC_00000151,GO:0048211
GC_00000151,GO:0061025
GC_00000152,GO:0004622
GC_00000152,GO:0016788
GC_00000155,GO:0003735
GC_00000155,GO:0005840
GC_00000155,GO:0006412
GC_00000155,GO:0022625
GC_00000156,GO:0003735
GC_00000156,GO:0005840
GC_00000156,GO:0006412
GC_00000158,GO:0003735
GC_00000158,GO:0005840
GC_00000158,GO:0006412
GC_00000160,GO:0003735
GC_00000160,GO:0005840
GC_00000160,GO:0006412
GC_00000160,GO:0015935
GC_00000161,GO:0003723
GC_00000161,GO:0003735
GC_00000161,GO:0005840
GC_00000161,GO:0006412
GC_00000162,GO:0004016
GC_00000162,GO:0006171
GC_00000163,GO:0006412
GC_00000163,GO:0043023
GC_00000164,GO:0003735
GC_00000164,GO:0005840
GC_00000164,GO:0006412
GC_00000164,GO:0015935
GC_00000166,GO:0000976
GC_00000166,GO:0003677
GC_00000166,GO:0003700
GC_00000166,GO:0006355
GC_00000166,GO:2000143
GC_00000167,GO:0003735
GC_00000167,GO:0005840
GC_00000167,GO:0006412
GC_00000167,GO:0022627
GC_00000168,GO:0003735
GC_00000168,GO:0006412
GC_00000168,GO:0015934
GC_00000169,GO:0003676
GC_00000169,GO:0003723
GC_00000169,GO:0003735
GC_00000169,GO:0005829
GC_00000169,GO:0005840
GC_00000169,GO:0006412
GC_00000169,GO:0015935
GC_00000170,GO:0000028
GC_00000170,GO:0003723
GC_00000170,GO:0003735
GC_00000170,GO:0005840
GC_00000170,GO:0006412
GC_00000170,GO:0015935
GC_00000171,GO:0005737
GC_00000171,GO:0006221
GC_00000171,GO:0006225
GC_00000171,GO:0009041
GC_00000171,GO:0033862
GC_00000172,GO:0003676
GC_00000172,GO:0003723
GC_00000172,GO:0003743
GC_00000172,GO:0005829
GC_00000172,GO:0006413
GC_00000172,GO:0043022
GC_00000173,GO:0003723
GC_00000173,GO:0003725
GC_00000173,GO:0004525
GC_00000173,GO:0006364
GC_00000173,GO:0006396
GC_00000173,GO:0010468
GC_00000174,GO:0003735
GC_00000174,GO:0005840
GC_00000174,GO:0006412
GC_00000174,GO:0022627
GC_00000174,GO:0070181
GC_00000175,GO:0003735
GC_00000175,GO:0005840
GC_00000175,GO:0006412
GC_00000175,GO:0015934
GC_00000175,GO:0022625
GC_00000176,GO:0003723
GC_00000176,GO:0003735
GC_00000176,GO:0005840
GC_00000176,GO:0006412
GC_00000176,GO:0015935
GC_00000176,GO:0022627
GC_00000177,GO:0003677
GC_00000177,GO:0003697
GC_00000177,GO:0005524
GC_00000177,GO:0005829
GC_00000177,GO:0006259
GC_00000177,GO:0006281
GC_00000177,GO:0008094
GC_00000177,GO:0016887
GC_00000177,GO:0140664
GC_00000178,GO:0004222
GC_00000178,GO:0006364
GC_00000179,GO:0003735
GC_00000179,GO:0005840
GC_00000179,GO:0006412
GC_00000179,GO:0019843
GC_00000179,GO:0022625
GC_00000180,GO:0003723
GC_00000180,GO:0003735
GC_00000180,GO:0006412
GC_00000180,GO:0015935
GC_00000181,GO:0003735
GC_00000181,GO:0005840
GC_00000181,GO:0006412
GC_00000183,GO:0000967
GC_00000183,GO:0005829
GC_00000183,GO:0006139
GC_00000183,GO:0006364
GC_00000185,GO:0005886
GC_00000186,GO:0003735
GC_00000186,GO:0005840
GC_00000186,GO:0006412
GC_00000187,GO:0003746
GC_00000187,GO:0003924
GC_00000187,GO:0005525
GC_00000187,GO:0006414
GC_00000187,GO:0032790
GC_00000188,GO:0003735
GC_00000188,GO:0005840
GC_00000188,GO:0006412
GC_00000188,GO:0015935
GC_00000189,GO:0005524
GC_00000189,GO:0016887
GC_00000190,GO:0005524
GC_00000190,GO:0016020
GC_00000190,GO:0016887
GC_00000190,GO:0042626
GC_00000190,GO:0043190
GC_00000190,GO:0055085
GC_00000191,GO:0003735
GC_00000191,GO:0005840
GC_00000191,GO:0006412
GC_00000192,GO:0003735
GC_00000192,GO:0005840
GC_00000192,GO:0006412
GC_00000193,GO:0003824
GC_00000193,GO:0004459
GC_00000193,GO:0005737
GC_00000193,GO:0006089
GC_00000193,GO:0006090
GC_00000193,GO:0016491
GC_00000193,GO:0016616
GC_00000193,GO:0019752
GC_00000194,GO:0004045
GC_00000195,GO:0002949
GC_00000196,GO:0003677
GC_00000196,GO:0005524
GC_00000196,GO:0006281
GC_00000196,GO:0006310
GC_00000196,GO:0009378
GC_00000196,GO:0016887
GC_00000197,GO:0005829
GC_00000197,GO:0006354
GC_00000197,GO:0006355
GC_00000197,GO:0032784
GC_00000197,GO:0140673
GC_00000199,GO:0000287
GC_00000199,GO:0005829
GC_00000199,GO:0016787
GC_00000199,GO:0016791
GC_00000200,GO:0003677
GC_00000200,GO:0005829
GC_00000200,GO:0030527
GC_00000201,GO:0003824
GC_00000201,GO:0009117
GC_00000202,GO:0003723
GC_00000202,GO:0003735
GC_00000202,GO:0005829
GC_00000202,GO:0005840
GC_00000202,GO:0006412
GC_00000202,GO:0015935
GC_00000202,GO:0070181
GC_00000203,GO:0015078
GC_00000203,GO:0015986
GC_00000203,GO:0033177
GC_00000203,GO:0045259
GC_00000203,GO:0045263
GC_00000203,GO:1902600
GC_00000204,GO:0000287
GC_00000204,GO:0004422
GC_00000204,GO:0005829
GC_00000204,GO:0006166
GC_00000204,GO:0006178
GC_00000204,GO:0032263
GC_00000204,GO:0032264
GC_00000204,GO:0046100
GC_00000206,GO:0003723
GC_00000206,GO:0003735
GC_00000206,GO:0005840
GC_00000206,GO:0006412
GC_00000207,GO:0008982
GC_00000207,GO:0009401
GC_00000208,GO:0006605
GC_00000208,GO:0006886
GC_00000208,GO:0008320
GC_00000208,GO:0009306
GC_00000208,GO:0016020
GC_00000209,GO:0003677
GC_00000210,GO:0005737
GC_00000210,GO:0006979
GC_00000210,GO:0016671
GC_00000210,GO:0030091
GC_00000210,GO:0033743
GC_00000211,GO:0003735
GC_00000211,GO:0005840
GC_00000211,GO:0006412
GC_00000211,GO:0022625
GC_00000212,GO:0003735
GC_00000212,GO:0005840
GC_00000212,GO:0006412
GC_00000212,GO:0015934
GC_00000212,GO:0022625
GC_00000212,GO:0070180
GC_00000214,GO:0005737
GC_00000214,GO:0005829
GC_00000214,GO:0015035
GC_00000214,GO:0045454
GC_00000216,GO:0003677
GC_00000216,GO:0006281
GC_00000216,GO:0006310
GC_00000216,GO:0046872
GC_00000217,GO:0015986
GC_00000218,GO:0016020
GC_00000218,GO:0055085
GC_00000220,GO:0016020
GC_00000220,GO:0055085
GC_00000221,GO:0008379
GC_00000221,GO:0016209
GC_00000225,GO:0003924
GC_00000225,GO:0005047
GC_00000225,GO:0005525
GC_00000225,GO:0005886
GC_00000225,GO:0006605
GC_00000225,GO:0006614
GC_00000225,GO:0016020
GC_00000225,GO:0016887
GC_00000226,GO:0003735
GC_00000226,GO:0005840
GC_00000226,GO:0006412
GC_00000227,GO:0016020
GC_00000227,GO:0055085
GC_00000229,GO:0003677
GC_00000229,GO:0003899
GC_00000229,GO:0006351
GC_00000229,GO:0046983
GC_00000231,GO:0005886
GC_00000231,GO:0015078
GC_00000231,GO:0015986
GC_00000231,GO:0042777
GC_00000231,GO:0045259
GC_00000231,GO:0045263
GC_00000231,GO:0046933
GC_00000233,GO:0006281
GC_00000233,GO:0006302
GC_00000233,GO:0006310
GC_00000233,GO:0043590
GC_00000235,GO:0002939
GC_00000235,GO:0005829
GC_00000235,GO:0008033
GC_00000235,GO:0052906
GC_00000236,GO:0003723
GC_00000236,GO:0003735
GC_00000236,GO:0005840
GC_00000236,GO:0006412
GC_00000236,GO:0015935
GC_00000240,GO:0009083
GC_00000240,GO:0016624
GC_00000241,GO:0000049
GC_00000241,GO:0004812
GC_00000241,GO:0004826
GC_00000241,GO:0005524
GC_00000241,GO:0005737
GC_00000241,GO:0006432
GC_00000241,GO:0043039
GC_00000242,GO:0004252
GC_00000242,GO:0006508
GC_00000244,GO:0008270
GC_00000244,GO:0009056
GC_00000245,GO:0003676
GC_00000245,GO:0006281
GC_00000248,GO:0004798
GC_00000248,GO:0005524
GC_00000248,GO:0005737
GC_00000248,GO:0005829
GC_00000248,GO:0006227
GC_00000248,GO:0006233
GC_00000248,GO:0006235
GC_00000249,GO:0003735
GC_00000249,GO:0005840
GC_00000249,GO:0006412
GC_00000250,GO:0005524
GC_00000250,GO:0016887
GC_00000251,GO:0005524
GC_00000251,GO:0015986
GC_00000251,GO:0016887
GC_00000251,GO:0045259
GC_00000251,GO:0045261
GC_00000251,GO:0046034
GC_00000251,GO:0046933
GC_00000251,GO:1902600
GC_00000253,GO:0015031
GC_00000253,GO:0016020
GC_00000254,GO:0003735
GC_00000254,GO:0005840
GC_00000254,GO:0006412
GC_00000256,GO:0016020
GC_00000256,GO:0055085
GC_00000257,GO:0005829
GC_00000257,GO:0008926
GC_00000257,GO:0016491
GC_00000257,GO:0019592
GC_00000258,GO:0000287
GC_00000258,GO:0003824
GC_00000258,GO:0004743
GC_00000258,GO:0006096
GC_00000258,GO:0030955
GC_00000259,GO:0006364
GC_00000259,GO:0008168
GC_00000259,GO:0070042
GC_00000259,GO:0070475
GC_00000262,GO:0006353
GC_00000263,GO:0010181
GC_00000263,GO:0036211
GC_00000264,GO:0005886
GC_00000264,GO:0009401
GC_00000264,GO:0090563
GC_00000265,GO:0003729
GC_00000265,GO:0003735
GC_00000265,GO:0005840
GC_00000265,GO:0006412
GC_00000265,GO:0017148
GC_00000265,GO:0022625
GC_00000267,GO:0005737
GC_00000267,GO:0016407
GC_00000267,GO:0016746
GC_00000267,GO:0031405
GC_00000268,GO:0004385
GC_00000268,GO:0005829
GC_00000268,GO:0006163
GC_00000269,GO:0003743
GC_00000269,GO:0005829
GC_00000269,GO:0006413
GC_00000269,GO:0016020
GC_00000269,GO:0032790
GC_00000269,GO:0043022
GC_00000270,GO:0016020
GC_00000272,GO:0005886
GC_00000272,GO:0016020
GC_00000272,GO:0022857
GC_00000272,GO:0055085
GC_00000273,GO:0008168
GC_00000273,GO:0031167
GC_00000274,GO:0003735
GC_00000274,GO:0005840
GC_00000274,GO:0006412
GC_00000275,GO:0003677
GC_00000275,GO:0003896
GC_00000275,GO:0003899
GC_00000275,GO:0005737
GC_00000275,GO:0006260
GC_00000275,GO:0006269
GC_00000275,GO:0008270
GC_00000280,GO:0003676
GC_00000281,GO:0009401
GC_00000281,GO:0016020
GC_00000282,GO:0000166
GC_00000282,GO:0005524
GC_00000282,GO:0015833
GC_00000282,GO:0016887
GC_00000284,GO:0006006
GC_00000284,GO:0016620
GC_00000284,GO:0050661
GC_00000284,GO:0051287
GC_00000285,GO:0003735
GC_00000285,GO:0005840
GC_00000285,GO:0006412
GC_00000285,GO:0019843
GC_00000286,GO:0006450
GC_00000287,GO:0005524
GC_00000287,GO:0015986
GC_00000287,GO:0032559
GC_00000287,GO:0043531
GC_00000287,GO:0045259
GC_00000287,GO:0045261
GC_00000287,GO:0046034
GC_00000287,GO:0046933
GC_00000287,GO:1902600
GC_00000290,GO:0003676
GC_00000290,GO:0003723
GC_00000290,GO:0004518
GC_00000290,GO:0004540
GC_00000290,GO:0005829
GC_00000290,GO:0006402
GC_00000290,GO:0016070
GC_00000291,GO:0009306
GC_00000291,GO:0015450
GC_00000291,GO:0016020
GC_00000292,GO:0004127
GC_00000292,GO:0005524
GC_00000292,GO:0006139
GC_00000293,GO:0003676
GC_00000293,GO:0003723
GC_00000293,GO:0003735
GC_00000293,GO:0006412
GC_00000293,GO:0022627
GC_00000294,GO:0001510
GC_00000294,GO:0002130
GC_00000294,GO:0003723
GC_00000294,GO:0006396
GC_00000294,GO:0008168
GC_00000294,GO:0008173
GC_00000296,GO:0003700
GC_00000296,GO:0006352
GC_00000296,GO:0006355
GC_00000297,GO:0016491
GC_00000299,GO:0005524
GC_00000299,GO:0016020
GC_00000299,GO:0016887
GC_00000299,GO:0042626
GC_00000299,GO:0043190
GC_00000299,GO:0055085
GC_00000300,GO:0030246
GC_00000300,GO:0030288
GC_00000302,GO:0003678
GC_00000302,GO:0005524
GC_00000302,GO:0006281
GC_00000302,GO:0006310
GC_00000302,GO:0009378
GC_00000302,GO:0009379
GC_00000303,GO:0004017
GC_00000303,GO:0005524
GC_00000303,GO:0006139
GC_00000303,GO:0016776
GC_00000303,GO:0019205
GC_00000304,GO:0003723
GC_00000304,GO:0005829
GC_00000304,GO:0070930
GC_00000305,GO:0019310
GC_00000305,GO:0030145
GC_00000305,GO:0050114
GC_00000306,GO:0003735
GC_00000306,GO:0005840
GC_00000306,GO:0006412
GC_00000307,GO:0005886
GC_00000307,GO:0008961
GC_00000307,GO:0042158
GC_00000310,GO:0000049
GC_00000310,GO:0000166
GC_00000310,GO:0004812
GC_00000310,GO:0004818
GC_00000310,GO:0005524
GC_00000310,GO:0005829
GC_00000310,GO:0006418
GC_00000310,GO:0006424
GC_00000310,GO:0008270
GC_00000310,GO:0043039
GC_00000312,GO:0015109
GC_00000312,GO:0015703
GC_00000313,GO:0000774
GC_00000313,GO:0006457
GC_00000313,GO:0042803
GC_00000313,GO:0051082
GC_00000313,GO:0051087
GC_00000314,GO:0003729
GC_00000314,GO:0003735
GC_00000314,GO:0005840
GC_00000314,GO:0006412
GC_00000314,GO:0022625
GC_00000315,GO:0003677
GC_00000315,GO:0003916
GC_00000315,GO:0003917
GC_00000315,GO:0005694
GC_00000315,GO:0006265
GC_00000316,GO:0003747
GC_00000316,GO:0006415
GC_00000316,GO:0016149
GC_00000317,GO:0003883
GC_00000317,GO:0006221
GC_00000317,GO:0006241
GC_00000317,GO:0019856
GC_00000317,GO:0042802
GC_00000318,GO:0000166
GC_00000318,GO:0004812
GC_00000318,GO:0004814
GC_00000318,GO:0005524
GC_00000318,GO:0005737
GC_00000318,GO:0006418
GC_00000318,GO:0006420
GC_00000319,GO:0006813
GC_00000319,GO:0008324
GC_00000320,GO:0003824
GC_00000320,GO:0003910
GC_00000320,GO:0005524
GC_00000320,GO:0006281
GC_00000320,GO:0006310
GC_00000321,GO:0002181
GC_00000321,GO:0003723
GC_00000321,GO:0003735
GC_00000321,GO:0005840
GC_00000321,GO:0006412
GC_00000321,GO:0015934
GC_00000321,GO:0016740
GC_00000322,GO:0003735
GC_00000322,GO:0005840
GC_00000322,GO:0006412
GC_00000322,GO:0022625
GC_00000323,GO:0015986
GC_00000323,GO:0045259
GC_00000323,GO:0046933
GC_00000325,GO:0016020
GC_00000325,GO:0055085
GC_00000326,GO:0005829
GC_00000326,GO:0006508
GC_00000326,GO:0070006
GC_00000326,GO:0070084
GC_00000328,GO:0005737
GC_00000328,GO:0009249
GC_00000328,GO:0017118
GC_00000328,GO:0036211
GC_00000329,GO:0000028
GC_00000329,GO:0003723
GC_00000329,GO:0005525
GC_00000329,GO:0005829
GC_00000329,GO:0019843
GC_00000329,GO:0043024
GC_00000331,GO:0005524
GC_00000331,GO:0015986
GC_00000331,GO:0043531
GC_00000331,GO:0045259
GC_00000331,GO:0045261
GC_00000331,GO:0046933
GC_00000332,GO:0008444
GC_00000332,GO:0008654
GC_00000332,GO:0016020
GC_00000332,GO:0016780
GC_00000332,GO:0046474
GC_00000334,GO:0000049
GC_00000334,GO:0004526
GC_00000334,GO:0008033
GC_00000334,GO:0030677
GC_00000334,GO:0042780
GC_00000334,GO:0042781
GC_00000335,GO:0003697
GC_00000335,GO:0006260
GC_00000336,GO:0000166
GC_00000336,GO:0003676
GC_00000336,GO:0004812
GC_00000336,GO:0004816
GC_00000336,GO:0005524
GC_00000336,GO:0006418
GC_00000336,GO:0006421
GC_00000337,GO:0005524
GC_00000337,GO:0016887
GC_00000338,GO:0005737
GC_00000338,GO:0006446
GC_00000339,GO:0003746
GC_00000339,GO:0005515
GC_00000339,GO:0006414
GC_00000341,GO:0002181
GC_00000341,GO:0003735
GC_00000341,GO:0005840
GC_00000341,GO:0006412
GC_00000341,GO:0019843
GC_00000342,GO:0003746
GC_00000342,GO:0005737
GC_00000342,GO:0006414
GC_00000342,GO:0043043
GC_00000343,GO:0001522
GC_00000343,GO:0003723
GC_00000343,GO:0009451
GC_00000343,GO:0009982
GC_00000343,GO:0016866
GC_00000344,GO:0016020
GC_00000344,GO:0055085
GC_00000345,GO:0015109
GC_00000345,GO:0015703
GC_00000346,GO:0003676
GC_00000347,GO:0000166
GC_00000347,GO:0004812
GC_00000347,GO:0004825
GC_00000347,GO:0005524
GC_00000347,GO:0006418
GC_00000347,GO:0006431
GC_00000348,GO:0003677
GC_00000348,GO:0003906
GC_00000348,GO:0006281
GC_00000348,GO:0006284
GC_00000348,GO:0008081
GC_00000348,GO:0008270
GC_00000349,GO:0002098
GC_00000349,GO:0005829
GC_00000349,GO:0008033
GC_00000349,GO:0030488
GC_00000349,GO:0050660
GC_00000350,GO:0003676
GC_00000352,GO:0051304
GC_00000353,GO:0016020
GC_00000353,GO:0055085
GC_00000354,GO:0002949
GC_00000356,GO:0003677
GC_00000356,GO:0003678
GC_00000356,GO:0005524
GC_00000356,GO:0005829
GC_00000356,GO:0006260
GC_00000356,GO:0006268
GC_00000357,GO:0004190
GC_00000357,GO:0006508
GC_00000357,GO:0016020
GC_00000358,GO:0006261
GC_00000360,GO:0016020
GC_00000360,GO:0055085
GC_00000361,GO:0003952
