A0A0R3U694	A0A0R3U694	A0A0R3U694_MESCO	MCOS_LOCUS2281	Signal recognition particle 19 kDa protein	291697	285148	263106	490963		233221			174584	414052			720364	517622	206356	137575	121451							
A0A0R3U6I3	A0A0R3U6I3	A0A0R3U6I3_MESCO	MCOS_LOCUS2385	Ras-associating domain-containing protein	105442		77203.6	89299.6	167897	73919.3			110612	155249	299847			95486.4	63796.6	55255.3	44827.4	91332.3				56829.3		
A0A0R3U6K2	A0A0R3U6K2	A0A0R3U6K2_MESCO	MCOS_LOCUS2411	BPTI/Kunitz inhibitor domain-containing protein	2,18E+11	203956	1,95E+11	1,56E+11	2,86E+10	746967	2,48E+11	849235	350860	159245	1,79E+11		6,48E+11	2,45E+11	911299	1,10E+11	146705							
A0A0R3U731	A0A0R3U731	A0A0R3U731_MESCO	MCOS_LOCUS2622	WD_REPEATS_REGION domain-containing protein	253367		166614	136791	131689	202545		134875	173192		230452	330490	95117.8		254112	127085	70542.2							
A0A0R3U780	A0A0R3U780	A0A0R3U780_MESCO	MCOS_LOCUS2675	Heat shock protein 70 family		93025.3	339647	259983					70399.2			31028.1												
A0A0R3U7D6	A0A0R3U7D6	A0A0R3U7D6_MESCO	MCOS_LOCUS2736	G_PROTEIN_RECEP_F2_4 domain-containing protein	506357	554918	601451	715601	1,06E+11	733516	436255	945317	759080	932320	1,07E+11	442623	1,15E+11	1,33E+11	782638	386674	356518	616828	1,13E+11	691075	909724	344700	339585	837293
A0A0R3U804	A0A0R3U804	A0A0R3U804_MESCO	MCOS_LOCUS2980	OCIA domain-containing protein	337257	142726	159166	91381	107098	125132	222332	199171	454129	222170	173546	175579	131710	75337.4	215873	108349	42820.7		94468.6	129367	127738	40916.9	98459.6	106580
A0A0R3U855	A0A0R3U855	A0A0R3U855_MESCO	MCOS_LOCUS3039	Large ribosomal subunit protein uL4m	211051	90710.8	155810		285807	91692.8		175320	60505.4	61700.9	127617		144840		59156									
A0A0R3U8S1	A0A0R3U8S1	A0A0R3U8S1_MESCO	MCOS_LOCUS3296	Uncharacterized protein	1,42E+11		2,52E+11	2,04E+11	3,11E+10		2,31E+11						5,00E+11	4,78E+11	1,39E+11		1,13E+11							
A0A0R3U8Y3	A0A0R3U8Y3	A0A0R3U8Y3_MESCO	MCOS_LOCUS3369	DNA replication licensing factor MCM2	137155		148023	103164	230500																			
A0A0R3U932	A0A0R3U932	A0A0R3U932_MESCO	MCOS_LOCUS3424	Uncharacterized protein		7852.86	13786.8	9609.89			11261.5	9419.15	20295.3	12085	17587	11649.1		14593.1	10559.2	8181.49						10594.8		4614.53
A0A0R3U958	A0A0R3U958	A0A0R3U958_MESCO	MCOS_LOCUS3452	Phosphatidylserine synthase	2,24E+10	779277	1,48E+11	1,24E+10	715063	664982	1,14E+11	767807	1,04E+11	725575	971601	784946	1,15E+11	1,73E+11	797350	916420	457343			2,32E+10		759367		725317
A0A0R3U9S4	A0A0R3U9S4	A0A0R3U9S4_MESCO	MCOS_LOCUS3673	uS12 prolyl 3-hydroxylase	53378.2	74756.3	49016.5	42403.1	55854.2	69404.5		40757.5	75459.6	81300.7	40273.6	51086.7	40400.9	62543.2	76122.2	57226.3	37351.8		85527.2		94769.9	84789.9		99931.7
A0A0R3U9W4	A0A0R3U9W4	A0A0R3U9W4_MESCO	MCOS_LOCUS3713	DUF1794 domain-containing protein	140994	182656	194256		150059		141695	301127	527751	662632	209135	123236			108807	137014	108950							
A0A0R3U9X5	A0A0R3U9X5;A0A5K3FTI0;A0A5K3FU53	A0A0R3U9X5_MESCO	MCOS_LOCUS3724	Mediator of RNA polymerase II transcription subunit 7		5410.26	8016.93	11558.2		5873.35	15612.8	5853.2	7481.77	7839.87	8154.54	5260.62		13160.7										
A0A0R3UAA5	A0A0R3UAA5;A0A5K3FV72;A0A5K3G127	A0A0R3UAA5_MESCO	MCOS_LOCUS3854	RRM domain-containing protein	734633	358132	908358	817759	1,30E+11	715726	1,31E+11	1,53E+11	450601	445259	1,34E+11	846785	906338	1,29E+11	1,44E+11	364420	244721				486134		290490	368006
A0A0R3UAK5	A0A0R3UAK5	A0A0R3UAK5_MESCO	MCOS_LOCUS3954	DNA-directed RNA polymerase subunit		20505.6	13089.8			9192.18	36403.4		7899.92	21201.9	15405.6			17564.8	14635.8	8018.52								
A0A0R3UAZ3	A0A0R3UAZ3	A0A0R3UAZ3_MESCO	MCOS_LOCUS4092	Serine/arginine repetitive matrix protein 2-like	116906	43663	72976.1	70164.4	85073.7		139177	32951.2	32961.5	30164			142801	109831		29130.4	42659	173049	117246					92060.8
A0A0R3UB29	A0A0R3UB29	A0A0R3UB29_MESCO	MCOS_LOCUS4128	Secreted protein	265151	111570	147902	238745	379845	187341			157347	188598	194470		366530	157958	227243	113526								
A0A0R3UBJ0	A0A0R3UBJ0	A0A0R3UBJ0_MESCO	MCOS_LOCUS4289	Secreted protein		307043	625682	368349		358376			372919	476027		657104	812062	894893	845208	1,14E+11	538716						263071	
A0A0R3UBP0	A0A0R3UBP0	A0A0R3UBP0_MESCO	MCOS_LOCUS4339	RPAP3_C domain-containing protein	223465	199697	160733	262140	235899	169723	362932	228735	226353	105515	279620	138934	181437	159763	177373	197325	123061		158945				204854	117657
A0A0R3UCJ7	A0A0R3UCJ7	A0A0R3UCJ7_MESCO	MCOS_LOCUS4646	PID domain-containing protein	147981	70316.2	98109.2	200467	149613	112451	415145	78123.4	57729.5	82649.1	83081	60580.3		267778	93186.7	111076	97249.7		98007.2		97416.5	73858.9		
A0A0R3UCK5	A0A0R3UCK5	A0A0R3UCK5_MESCO	MCOS_LOCUS4654	Neuropeptide	319092	365094	536354	323942	263670	268526			150912	191877			410322			256265					174747			
A0A0R3UCZ8	A0A0R3UCZ8	A0A0R3UCZ8_MESCO	MCOS_LOCUS4797	Beta-mannosidase	398884	744882		286154		794689	508014	466208	1,03E+11		271808	39803.6		223119	222698	571020	168552		507781	479597		194149		570854
A0A0R3UD76	A0A0R3UD76;A0A0R3UDQ9	A0A0R3UD76_MESCO	MCOS_LOCUS4874	Uncharacterized protein	144321	107335	232360	190815	237587	52843.4	189692	92753.9			94511.9		396081	161138	139756		92146.9							
A0A0R3UDX9	A0A0R3UDX9	A0A0R3UDX9_MESCO	MCOS_LOCUS5143	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		121831	94687	50971.4		128258		107107	272356	175089						163278								
A0A0R3UE21	A0A0R3UE21	A0A0R3UE21_MESCO	MCOS_LOCUS5199	Uncharacterized protein	274686	86787	393748	294530	383486	184771	335391	110759	145780	115489	140754	228671	329940	337843	141227	288835			264288	374047		207340		499830
A0A0R3UE95	A0A0R3UE95	A0A0R3UE95_MESCO	MCOS_LOCUS5295	Ribonuclease P protein subunit p30	153868	177701	78004.4	346253		133428	118237	147936		91679.2	233998	55240.3	114753	98839.6	111705	220306						100347	161631	
A0A0R3UEC1	A0A0R3UEC1	A0A0R3UEC1_MESCO	MCOS_LOCUS5333	DUF1992 domain-containing protein	36475.4		16272.2	9538.61	18236.2			7676.78			9155.52	5197.36	54997.1			2973.64								
A0A0R3UEM1	A0A0R3UEM1	A0A0R3UEM1_MESCO	MCOS_LOCUS5470	Barrier to autointegration factor	90902	100219		61103.4		332073			251864	397859					197457	140418	232091	354948	304576		249187	319628	130113	336093
A0A0R3UEX6	A0A0R3UEX6;A0A5K3EJA1	A0A0R3UEX6_MESCO	MCOS_LOCUS5606	BTB_3 domain-containing protein	1,39E+11		782592	1,46E+10	594227		1,39E+11						903587	1,81E+11	478969									
A0A0R3UF63	A0A0R3UF63	A0A0R3UF63_MESCO	MCOS_LOCUS5709	ATP-synt_DE_N domain-containing protein	1,78E+11		598234	548504	1,22E+11		349975						803805	384233										
A0A0R3UFC4	A0A0R3UFC4	A0A0R3UFC4_MESCO	MCOS_LOCUS5799	ATP synthase subunit e, mitochondrial	98836.4	408915	105506	95459.8	119502	214104	221164	77954	223309	476661	111283		80480.4	72479.2	115004	260864	352768		254491		208423	124168	327314	
A0A0R3UFT0	A0A0R3UFT0	A0A0R3UFT0_MESCO	MCOS_LOCUS6002	Uncharacterized protein	182311	86207.9	140541	36478.2	150080	85486.5		136543	87014.2	134141	69378.9	56661.5	115978		127382	46081.7	53269		65922.3					
A0A0R3UFZ1	A0A0R3UFZ1	A0A0R3UFZ1_MESCO	MCOS_LOCUS6086	Zinc finger protein	377154	128692	248197	520065		141938	424296	224530	33579.1		117290	139749	652377	281945	285583	117872	135448						157799	
A0A0R3UG07	A0A0R3UG07	A0A0R3UG07_MESCO	MCOS_LOCUS6106	Replication stress response regulator SDE2	169486	246539	354861	469850	421356	336487	241321	180797	328376	133403	218235	132833		368017	399333	114591	161625			345249	338788	294458		748229
A0A0R3UH08	A0A0R3UH08;A0A5K3EPU2;A0A5K3ERP3;A0A5K3EQ13	A0A0R3UH08_MESCO	MCOS_LOCUS6565	RNA helicase		29449.5	27598.8	80640.8	104302	61030.8		26075.1	50536.3	38870.4	51396.4	44062.6			64796.8	126659	53459.3		45947.2			50585.6		150198
A0A0R3UH73	A0A0R3UH73	A0A0R3UH73_MESCO	MCOS_LOCUS6658	E2 ubiquitin-conjugating enzyme		68921.4				46788			38288.4	60878.5	39555.9	280177			37780.1	49257.4	23850.9							
A0A0R3UHB9	A0A0R3UHB9	A0A0R3UHB9_MESCO	MCOS_LOCUS6713	Uncharacterized protein	591012	402470	560322	555850	475572	153091		258889		162439	504169	236081	1,07E+11	610280	599396	326381	72745.2			104202				
A0A0R3UHE2	A0A0R3UHE2;A0A5K3ET25	A0A0R3UHE2_MESCO	MCOS_LOCUS6746	SpoU_methylase domain-containing protein	1,22E+11	236917		851343	2,75E+11	406574	1,99E+11	530385	531778	153948		476865		813473		148968								
A0A0R3UHI3	A0A0R3UHI3;A0A5K3ES30;A0A5K3ETV4	A0A0R3UHI3_MESCO	MCOS_LOCUS6801	Disintegrin domain-containing protein	20055.1	40377.8	26888	13172.5	25291	28319.2	61892.8	40631.4	33500.9	45169.3	35924.8			26606.8	25353.2	22249.6								
A0A0R3UHY0	A0A0R3UHY0	A0A0R3UHY0_MESCO	MCOS_LOCUS6987	TPR_REGION domain-containing protein	218708	238121	298054	179520	362257	192329	161188	366109	233634	214340	336119	256157	235760	337359	174647	189784	177697		185324		167464			143081
A0A0R3UI53	A0A0R3UI53	A0A0R3UI53_MESCO	MCOS_LOCUS7073	FGFR1 oncogene partner 2	299728	176401	197846	193186	279115	167449	532555	361337	196127	307251	139295		319430	315361	169130	281288	245396		184067		237205	180985		
A0A0R3UIE7	A0A0R3UIE7	A0A0R3UIE7_MESCO	MCOS_LOCUS7196	COX assembly mitochondrial protein		93879.1	15335.8				27680.3	12142.1	81711.7	121873	12293.6		297638	34758.7	5082.03									
A0A0R3UIF2	A0A0R3UIF2	A0A0R3UIF2_MESCO	MCOS_LOCUS7203	Matrin-type domain-containing protein	443042	177758	150342	299471	562583	212519	369073	186353		118835	268080	146264	390804	433678	274774	151931	102603		118912	204936	226366	159711	123977	163742
A0A0R3UIY0	A0A0R3UIY0	A0A0R3UIY0_MESCO	MCOS_LOCUS7423	Venom peptide	1,33E+11	716555	1,34E+11	1,29E+11	1,06E+11	813768		903246	390274	413526	797023	227885	1,35E+10	1,90E+11	811281	215994								
A0A0R3UIZ0	A0A0R3UIZ0	A0A0R3UIZ0_MESCO	MCOS_LOCUS7440	Not3 domain-containing protein	193473	185234	99416.6	148425	298796	62818.8		88083.3		112139	135791	99370.5	303646	197079	53502.6	110565						94095.9	308431	
A0A0R3UJ34	A0A0R3UJ34	A0A0R3UJ34_MESCO	MCOS_LOCUS7489	Neuropeptide F	775743	262735	927421	845318	507843	278989		376881	341810	158953	490648	379338	1,43E+11	772637	302805	331522	197163							
A0A0R3UJ63	A0A0R3UJ63;A0A5K3EXV5;A0A5K3EYF5	A0A0R3UJ63_MESCO	MCOS_LOCUS7525	Crooked neck-like protein 1	113710	112634	118998	131359	120398	54398.3			163082	157567	180980			99366.3	156083	96635	183799	112098				136355		
A0A0R3UJA7	A0A0R3UJA7	A0A0R3UJA7_MESCO	MCOS_LOCUS7580	CRC domain-containing protein	590290	158926	462021	211973	513228	177600	257024	279308	155688	220545	144066	126734	540449	347279	169964	218416	176151	147656			119310			118139
A0A0R3UJF3	A0A0R3UJF3	A0A0R3UJF3_MESCO	MCOS_LOCUS7636	V-type proton ATPase subunit F	196528	67918	76339.9	98878.4	165460					210791			683267	249402										
A0A0R3UJK4	A0A0R3UJK4;A0A5K3F208	A0A0R3UJK4_MESCO	MCOS_LOCUS7698	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	27703.9	34200.2	42752.9	29181.7	47472.4	29843.6	49397.1	24821.5		16079.7	20729.1	15896.7			15285.7	22356.3								
A0A0R3UJR0	A0A0R3UJR0	A0A0R3UJR0_MESCO	MCOS_LOCUS7765	RMI1_C domain-containing protein		846168	473283	601050	1,35E+11	1,07E+11			1,09E+11	726533	2,49E+11	1,36E+11			1,28E+11	635409	1,19E+11				1,04E+11	1,82E+11	5,24E+11	750584
A0A0R3UK97	A0A0R3UK97	A0A0R3UK97_MESCO	MCOS_LOCUS7991	Ufm1-specific protease 2		100339	52109.2	49923.2				57568.1	113311	102935	50212.1	201710				50437.7								
A0A0R3UKD2	A0A0R3UKD2;A0A5K3F5E2	A0A0R3UKD2_MESCO	MCOS_LOCUS8037	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	301883	135119	324647	137804	395148	196729	116127	148479	395711	256312	269851	233118	722111	351067	141651	44338.5	183366	336160	155336	390947			234688	363028
A0A0R3UKG1	A0A0R3UKG1	A0A0R3UKG1_MESCO	MCOS_LOCUS8079	BRCT domain-containing protein	2,03E+11	3,43E+11	3,31E+11	4,26E+11	4,67E+11	3,10E+11	3,76E+11	5,17E+10	2,10E+11	2,34E+11	3,28E+11	4,10E+11	869616	1,53E+11	3,15E+11	3,60E+11	2,57E+11	1,76E+11	2,19E+11	1,68E+11	1,55E+11	2,87E+11	2,36E+11	2,02E+11
A0A0R3UKK0	A0A0R3UKK0	A0A0R3UKK0_MESCO	MCOS_LOCUS8126	PDZ domain-containing protein	307904	173258	240895	177025		265820	532186	209991	178486	173992	228463	251445	77445.4	31354.1	155638	119478							310697	
A0A0R3UKW4	A0A0R3UKW4;A0A5K3F509;A0A5K3F592	A0A0R3UKW4_MESCO	MCOS_LOCUS8274	Negative elongation factor B		36823.7	121583	90018.5	161015	43739.2		38703.7	44503		19069.5	52946			57789.8	51595.2								
A0A0R3UKY1	A0A0R3UJD8;A0A0R3UKY1	A0A0R3UKY1_MESCO	MCOS_LOCUS8300	Enolase	319593	6116.63	349027	8460.07		14992.3		7894.39		12339.9	8454.01	13596.5	306367		13680.4	8528.19								
A0A0R3UL17	A0A0R3UL17	A0A0R3UL17_MESCO	MCOS_LOCUS8345	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	234902	313529	312315	207158	232323	652313		509046	506676	761298	645452	352921		343388	330442	156388								
A0A0R3UL98	A0A0R3UL98	A0A0R3UL98_MESCO		ADP-ribosylation factor-like protein 6-interacting protein 4	529056	268465	419175	317325	1,12E+11	485764	505178	442065	311827	292099	232472	167034	407731	286320	197445	194863	280364	249582	392243	303139	474754	370813		358754
A0A0R3ULH5	A0A0R3ULH5	A0A0R3ULH5_MESCO	MCOS_LOCUS8529	Single-strand DNA-binding protein	256049		113526	141648		230401	198534	183114	163865	96649.8	190624	129324			246996	207607			81583.8				113326	
A0A0R3ULK7	A0A0R3ULK7;A0A5K3FAE6	A0A0R3ULK7_MESCO	MCOS_LOCUS8565	AGC-kinase C-terminal domain-containing protein	255811	458005	265554	315080	323277	748966			881349	841008			375592	309379	450457	172918			629423					807076
A0A0R3ULN0	A0A0R3ULN0	A0A0R3ULN0_MESCO		Cyclin-dependent kinase 2-associated protein 1	198527	81246.6	201030	132289	167948	34730.7	206476	83125.2	48267.8	44648.8	68062.2	28592.5	171536	217330	100021	42135.4								
A0A0R3ULN8	A0A0R3ULN8	A0A0R3ULN8_MESCO	MCOS_LOCUS8602	BSD domain-containing protein	145300		135478	83170.3	245629	133332			145593		181426		512112	367575		120950	50894			151836		218724		109793
A0A0R3ULQ5	A0A0R3ULQ5;A0A5K3F8J0	A0A0R3ULQ5_MESCO	MCOS_LOCUS8623	Uncharacterized protein	80573.5		109112	106798	116622	83320.9		63470.9	59740.6	82483.2	67535.3	36452.9	158362	80212.1	26714.5	37301.6	36274.5						40361.6	
A0A0R3ULR7	A0A0R3ULR7	A0A0R3ULR7_MESCO	MCOS_LOCUS8639	Transmembrane protein 45B		377586	136072	126554		181748	222866	170565	378746	325968	160529	271490			302502	128763	174891		264059	370630			161921	231352
A0A0R3ULW4	A0A0R3ULW4	A0A0R3ULW4_MESCO	MCOS_LOCUS8694	Calponin-homology (CH) domain-containing protein	142431	116072	46602.5	76351.2	106107	68195	88888.3	43972.8	94806.7	60498.2	58204.2	60265.7	114160	76016.8	60371.4	42643.2								
A0A0R3UM13	A0A0R3UM13;A0A5K3F9S2	A0A0R3UM13_MESCO	MCOS_LOCUS8757	Cleavage and polyadenylation specificity factor subunit 4	156519		98724.3	116697	201760			56043.1	41656.7	44485.2	68316.4		139305		47076.5									
A0A0R3UMB6;A0A5K3FCD8	A0A0R3UMB6;A0A5K3FCD8	A0A0R3UMB6_MESCO;A0A5K3FCD8_MESCO		Robo		88377.8	82114.2	80657	282323	123957	156237	137152	103944	62720.8	155340	134912		198612	107413	96216.8								
A0A0R3UMD1	A0A0R3UMD1	A0A0R3UMD1_MESCO	MCOS_LOCUS8899	DUF5736 domain-containing protein	68628.3	36518.9		60505.3	137398	33356.5			55737.8	46882.6	28855.7	41503.6	110750			30291.1	23214.9			48607.7	77026.3			38538
A0A0R3UMG7	A0A0R3UMG7	A0A0R3UMG7_MESCO	MCOS_LOCUS8941	Protein shisa-6	5606.81	6752.09	8622.39	6529.78	7640.84			7951.4	9953.85	9084.64	9920.31	7838.32		14976.7	10858.2	7230.62	6329.87		10709.6	17518		9480.62	19021.9	11356.1
A0A0R3UMS6	A0A0R3UMS6	A0A0R3UMS6_MESCO	MCOS_LOCUS9065	Phage protein	24699.4	21723.8	36507.4	46354.3	42818.8	78956.5	88594.4	73366.5	21277.5	29780.6	57085.6	36016.1	142831		97814.3	38173.6						36334.9	41590.1	
A0A0R3UMU7	A0A0R3UMU7	A0A0R3UMU7_MESCO	MCOS_LOCUS9086	Pre-mRNA-splicing factor RBM22	559210	158736	263402	310031	425887	93466.6		144303	161510	154436		113063	319641	633411	147993	109337						211810	159769	
A0A0R3UN54	A0A0R3UN54	A0A0R3UN54_MESCO	MCOS_LOCUS9210	Ribosomal_L2_C domain-containing protein		75488.3	54753.7	46652.9	35746.3			110867			47908.3	22835.4					25312.4			34376.3	27654.3		45199.6	42690.9
A0A0R3UN72	A0A0R3UN72	A0A0R3UN72_MESCO	MCOS_LOCUS9232	EF-hand domain-containing protein					12856.4				8551.02	7192.11	10070.1		25192.3	5801.23		2130.89								
A0A0R3UN78	A0A0R3UN78	A0A0R3UN78_MESCO	MCOS_LOCUS9239	Uncharacterized protein		108153	137709	147773	152774	43861.3		180239	63972.6	75348.3				192652	120356	55036.5								
A0A0R3UNB1	A0A0R3UNB1	A0A0R3UNB1_MESCO	MCOS_LOCUS9279	Secretory carrier-associated membrane protein	999922	1,01E+11	1,63E+11	1,50E+11	2,59E+11	1,52E+11	2,06E+11	2,18E+11	1,52E+11	3,03E+11	2,44E+11	1,93E+11	3,49E+11	2,61E+11	1,87E+11	1,46E+10	1,57E+11		3,31E+11	3,34E+11		3,92E+11	1,72E+11	3,45E+11
A0A0R3UNC5	A0A0R3UNC5	A0A0R3UNC5_MESCO	MCOS_LOCUS9294	Ribos_L4_asso_C domain-containing protein	251004	152522	301452	209675	244394	124612	264190	180240	99839.6	148569	176513	110262	262225	194128	246623	385398	76132.4		76315.5	69171.1		69420.6	76457.4	58959.5
A0A0R3UNS4	A0A0R3UNS4	A0A0R3UNS4_MESCO	MCOS_LOCUS9463	Transcription factor BTF3	1,28E+11	1,04E+11	481022	334738	1,56E+11	921567	1,11E+11	416102	1,31E+11	1,98E+11	2,00E+11	619104	7,56E+11	1,39E+11	678722	705124	290762							
