HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N35.HOG0000145	OG0000078	n23																			MHP168_RS01745																						B5M19_RS02055			
N35.HOG0000146	OG0000079	n0																			MHP168_RS02565																						B5M19_RS01010			
N35.HOG0000147	OG0000080	n0																			MHP168_RS03900																						B5M19_RS03900			
N35.HOG0000148	OG0000081	n0																			MHP168_RS00310																						B5M19_RS00260			
N35.HOG0000149	OG0000082	n3																			MHP168_RS03995																						B5M19_RS04420			
N35.HOG0000150	OG0000082	n11																			MHP168_RS04000																						B5M19_RS04415			
N35.HOG0000151	OG0000083	n0																			MHP168_RS02095																						B5M19_RS00845			
N35.HOG0000152	OG0000084	n0																			MHP168_RS02245																						B5M19_RS02760			
N35.HOG0000153	OG0000085	n0																			MHP168_RS02240																						B5M19_RS02755			
N35.HOG0000154	OG0000086	n0																			MHP168_RS02230																						B5M19_RS02745			
N35.HOG0000155	OG0000087	n0																			MHP168_RS02215																						B5M19_RS02730			
N35.HOG0000156	OG0000088	n0																			MHP168_RS02210																						B5M19_RS02725			
N35.HOG0000157	OG0000089	n0																			MHP168_RS02195																						B5M19_RS03690			
N35.HOG0000158	OG0000090	n0																			MHP168_RS00065																						B5M19_RS03775			
N35.HOG0000159	OG0000091	n0																			MHP168_RS00055																						B5M19_RS04280			
N35.HOG0000160	OG0000092	n0																			MHP168_RS00040																						B5M19_RS01895			
N35.HOG0000161	OG0000093	n0																			MHP168_RS00035																						B5M19_RS01900			
N35.HOG0000162	OG0000094	n0																			MHP168_RS00030																						B5M19_RS01905			
N35.HOG0000163	OG0000095	n0																			MHP168_RS00005																						B5M19_RS04290			
N35.HOG0000164	OG0000096	n0																			MHP168_RS03660																						B5M19_RS01935			
N35.HOG0000165	OG0000097	n0																			MHP168_RS03640																						B5M19_RS01955			
N35.HOG0000166	OG0000098	n7																			MHP168_RS03630																						B5M19_RS04295			
N35.HOG0000167	OG0000099	n0																			MHP168_RS03510																						B5M19_RS00370			
N35.HOG0000168	OG0000100	n0																			MHP168_RS03490																						B5M19_RS00385			
N35.HOG0000169	OG0000101	n0																			MHP168_RS03485																						B5M19_RS00390			
N35.HOG0000170	OG0000102	n0																			MHP168_RS01720																						B5M19_RS02080			
N35.HOG0000171	OG0000103	n0																			MHP168_RS02160																						B5M19_RS02960			
N35.HOG0000172	OG0000104	n0																			MHP168_RS02155																						B5M19_RS04460			
N35.HOG0000173	OG0000105	n0																			MHP168_RS02140																						B5M19_RS02940			
N35.HOG0000174	OG0000106	n0																			MHP168_RS02130																						B5M19_RS02930			
N35.HOG0000175	OG0000107	n0																			MHP168_RS02120																						B5M19_RS04455			
N35.HOG0000176	OG0000108	n0																			MHP168_RS02115																						B5M19_RS04620			
N35.HOG0000177	OG0000109	n0																			MHP168_RS02110																						B5M19_RS02910			
N35.HOG0000178	OG0000110	n0																			MHP168_RS02385																						B5M19_RS02660			
N35.HOG0000179	OG0000111	n0																			MHP168_RS02380																						B5M19_RS02665			
N35.HOG0000180	OG0000112	n0																			MHP168_RS02370																						B5M19_RS02675			
N35.HOG0000181	OG0000113	n0																			MHP168_RS02350																						B5M19_RS02700			
N35.HOG0000182	OG0000114	n0																			MHP168_RS02340																						B5M19_RS02710			
N35.HOG0000183	OG0000115	n0																			MHP168_RS02325																						B5M19_RS03610			
N35.HOG0000184	OG0000116	n0																			MHP168_RS01380																						B5M19_RS02580			
N35.HOG0000185	OG0000117	n0																			MHP168_RS01385																						B5M19_RS02575			
N35.HOG0000186	OG0000118	n0																			MHP168_RS01425																						B5M19_RS01235			
N35.HOG0000187	OG0000119	n0																			MHP168_RS01430																						B5M19_RS01230			
N35.HOG0000188	OG0000120	n0																			MHP168_RS01445																						B5M19_RS01215			
N35.HOG0000189	OG0000121	n0																			MHP168_RS01470																						B5M19_RS01190			
N35.HOG0000190	OG0000122	n0																			MHP168_RS01475																						B5M19_RS01185			
N35.HOG0000191	OG0000123	n0																			MHP168_RS01495																						B5M19_RS01165			
N35.HOG0000192	OG0000124	n0																			MHP168_RS01500																						B5M19_RS01160			
N35.HOG0000193	OG0000125	n0																			MHP168_RS01505																						B5M19_RS01155			
N35.HOG0000194	OG0000126	n0																			MHP168_RS01515																						B5M19_RS01145			
N35.HOG0000195	OG0000127	n0																			MHP168_RS01525																						B5M19_RS01135			
N35.HOG0000196	OG0000128	n0																			MHP168_RS01540																						B5M19_RS01115			
N35.HOG0000197	OG0000129	n0																			MHP168_RS01545																						B5M19_RS01110			
N35.HOG0000198	OG0000130	n0																			MHP168_RS01555																						B5M19_RS01100			
N35.HOG0000199	OG0000131	n0																			MHP168_RS01585																						B5M19_RS01075			
N35.HOG0000200	OG0000132	n0																			MHP168_RS01600																						B5M19_RS01060			
N35.HOG0000201	OG0000133	n0																			MHP168_RS00510																						B5M19_RS02380			
N35.HOG0000202	OG0000134	n0																			MHP168_RS00515																						B5M19_RS02385			
N35.HOG0000203	OG0000135	n0																			MHP168_RS00530																						B5M19_RS02400			
N35.HOG0000204	OG0000136	n0																			MHP168_RS00535																						B5M19_RS02405			
N35.HOG0000205	OG0000137	n0																			MHP168_RS00570																						B5M19_RS02445			
N35.HOG0000206	OG0000138	n0																			MHP168_RS01030																						B5M19_RS03090			
N35.HOG0000207	OG0000139	n0																			MHP168_RS01000																						B5M19_RS03070			
N35.HOG0000208	OG0000140	n0																			MHP168_RS00995																						B5M19_RS03065			
N35.HOG0000209	OG0000141	n0																			MHP168_RS02945																						B5M19_RS01330			
N35.HOG0000210	OG0000142	n0																			MHP168_RS02940																						B5M19_RS01335			
N35.HOG0000211	OG0000143	n0																			MHP168_RS02915																						B5M19_RS01360			
N35.HOG0000212	OG0000144	n0																			MHP168_RS02905																						B5M19_RS01370			
N35.HOG0000213	OG0000145	n0																			MHP168_RS02895																						B5M19_RS01380			
N35.HOG0000214	OG0000146	n0																			MHP168_RS02885																						B5M19_RS01390			
N35.HOG0000215	OG0000147	n0																			MHP168_RS02880																						B5M19_RS01395			
N35.HOG0000216	OG0000148	n0																			MHP168_RS02865																						B5M19_RS01410			
N35.HOG0000217	OG0000149	n0																			MHP168_RS02855																						B5M19_RS01420			
N35.HOG0000218	OG0000150	n0																			MHP168_RS02840																						B5M19_RS04180			
N35.HOG0000219	OG0000151	n0																			MHP168_RS02790																						B5M19_RS02540			
N35.HOG0000220	OG0000152	n0																			MHP168_RS02785																						B5M19_RS02535			
N35.HOG0000221	OG0000153	n0																			MHP168_RS02780																						B5M19_RS02530			
N35.HOG0000222	OG0000154	n0																			MHP168_RS02770																						B5M19_RS02520			
N35.HOG0000223	OG0000155	n0																			MHP168_RS02730																						B5M19_RS02480			
N35.HOG0000224	OG0000156	n0																			MHP168_RS02720																						B5M19_RS00860			
N35.HOG0000225	OG0000157	n0																			MHP168_RS02715																						B5M19_RS00865			
N35.HOG0000226	OG0000158	n0																			MHP168_RS04090																						B5M19_RS04580			
N35.HOG0000227	OG0000159	n0																			MHP168_RS02465																						B5M19_RS02810			
N35.HOG0000228	OG0000160	n0																			MHP168_RS02460																						B5M19_RS02815			
N35.HOG0000229	OG0000161	n0																			MHP168_RS02455																						B5M19_RS02820			
N35.HOG0000230	OG0000162	n0																			MHP168_RS02445																						B5M19_RS02830			
N35.HOG0000231	OG0000163	n0																			MHP168_RS02440																						B5M19_RS02835			
N35.HOG0000232	OG0000164	n0																			MHP168_RS01810																						B5M19_RS04495			
N35.HOG0000233	OG0000165	n0																			MHP168_RS02010																						B5M19_RS00760			
N35.HOG0000234	OG0000166	n0																			MHP168_RS02035																						B5M19_RS00785			
N35.HOG0000235	OG0000167	n0																			MHP168_RS02050																						B5M19_RS00800			
N35.HOG0000236	OG0000168	n0																			MHP168_RS02055																						B5M19_RS00805			
N35.HOG0000237	OG0000169	n0																			MHP168_RS03030																						B5M19_RS01450			
N35.HOG0000238	OG0000170	n0																			MHP168_RS03045																						B5M19_RS01465			
N35.HOG0000239	OG0000171	n0																			MHP168_RS03055																						B5M19_RS01475			
N35.HOG0000240	OG0000172	n0																			MHP168_RS03060																						B5M19_RS01480			
N35.HOG0000241	OG0000173	n0																			MHP168_RS03065																						B5M19_RS01490			
N35.HOG0000242	OG0000174	n0																			MHP168_RS03070																						B5M19_RS01495			
N35.HOG0000243	OG0000175	n0																			MHP168_RS03085																						B5M19_RS01510			
N35.HOG0000244	OG0000176	n0																			MHP168_RS03135																						B5M19_RS01560			
N35.HOG0000245	OG0000177	n0																			MHP168_RS03140																						B5M19_RS01565			
N35.HOG0000246	OG0000178	n0																			MHP168_RS03145																						B5M19_RS04200			
N35.HOG0000247	OG0000179	n0																			MHP168_RS03155																						B5M19_RS01580			
N35.HOG0000248	OG0000180	n0																			MHP168_RS03160																						B5M19_RS01585			
N35.HOG0000249	OG0000181	n0																			MHP168_RS03200																						B5M19_RS03045			
N35.HOG0000250	OG0000182	n0																			MHP168_RS03210																						B5M19_RS03035			
N35.HOG0000251	OG0000183	n0																			MHP168_RS03245																						B5M19_RS03000			
N35.HOG0000252	OG0000184	n0																			MHP168_RS03285																						B5M19_RS03105			
N35.HOG0000253	OG0000185	n0																			MHP168_RS03270																						B5M19_RS03120			
N35.HOG0000254	OG0000186	n0																			MHP168_RS01610																						B5M19_RS03550			
N35.HOG0000255	OG0000187	n0																			MHP168_RS01625																						B5M19_RS03535			
N35.HOG0000256	OG0000188	n0																			MHP168_RS01635																						B5M19_RS03525			
N35.HOG0000257	OG0000189	n0																			MHP168_RS02300																						B5M19_RS03210			
N35.HOG0000258	OG0000190	n0																			MHP168_RS02295																						B5M19_RS03215			
N35.HOG0000259	OG0000191	n0																			MHP168_RS02275																						B5M19_RS03235			
N35.HOG0000260	OG0000192	n0																			MHP168_RS01290																						B5M19_RS03675			
N35.HOG0000261	OG0000193	n0																			MHP168_RS01280																						B5M19_RS02360			
N35.HOG0000262	OG0000194	n0																			MHP168_RS00965																						B5M19_RS01855			
N35.HOG0000263	OG0000195	n0																			MHP168_RS00960																						B5M19_RS01850			
N35.HOG0000264	OG0000196	n0																			MHP168_RS00940																						B5M19_RS01830			
N35.HOG0000265	OG0000197	n0																			MHP168_RS00935																						B5M19_RS01825			
N35.HOG0000266	OG0000198	n0																			MHP168_RS00920																						B5M19_RS01810			
N35.HOG0000267	OG0000199	n0																			MHP168_RS00915																						B5M19_RS01805			
N35.HOG0000268	OG0000200	n0																			MHP168_RS00905																						B5M19_RS01790			
N35.HOG0000269	OG0000201	n0																			MHP168_RS00895																						B5M19_RS01780			
N35.HOG0000270	OG0000202	n0																			MHP168_RS00840																						B5M19_RS01725			
N35.HOG0000271	OG0000203	n0																			MHP168_RS00835																						B5M19_RS01720			
N35.HOG0000272	OG0000204	n0																			MHP168_RS00830																						B5M19_RS01715			
N35.HOG0000273	OG0000205	n0																			MHP168_RS00825																						B5M19_RS01710			
N35.HOG0000274	OG0000206	n0																			MHP168_RS00805																						B5M19_RS01690			
N35.HOG0000275	OG0000207	n0																			MHP168_RS00790																						B5M19_RS01675			
N35.HOG0000276	OG0000208	n0																			MHP168_RS00785																						B5M19_RS01670			
N35.HOG0000277	OG0000209	n0																			MHP168_RS00780																						B5M19_RS01665			
N35.HOG0000278	OG0000210	n0																			MHP168_RS00730																						B5M19_RS01620			
N35.HOG0000279	OG0000211	n0																			MHP168_RS00715																						B5M19_RS03415			
N35.HOG0000280	OG0000212	n0																			MHP168_RS00705																						B5M19_RS03405			
N35.HOG0000281	OG0000213	n0																			MHP168_RS03705																						B5M19_RS03400			
N35.HOG0000282	OG0000214	n0																			MHP168_RS00700																						B5M19_RS03395			
N35.HOG0000283	OG0000215	n0																			MHP168_RS00695																						B5M19_RS03390			
N35.HOG0000284	OG0000216	n0																			MHP168_RS00690																						B5M19_RS03385			
N35.HOG0000285	OG0000217	n0																			MHP168_RS00685																						B5M19_RS03380			
N35.HOG0000286	OG0000218	n0																			MHP168_RS00675																						B5M19_RS03370			
N35.HOG0000287	OG0000219	n0																			MHP168_RS00670																						B5M19_RS03365			
N35.HOG0000288	OG0000220	n0																			MHP168_RS00665																						B5M19_RS03360			
N35.HOG0000289	OG0000221	n0																			MHP168_RS00660																						B5M19_RS03355			
N35.HOG0000290	OG0000222	n0																			MHP168_RS00655																						B5M19_RS03350			
N35.HOG0000291	OG0000223	n0																			MHP168_RS00650																						B5M19_RS03345			
N35.HOG0000292	OG0000224	n0																			MHP168_RS00640																						B5M19_RS03130			
N35.HOG0000293	OG0000225	n0																			MHP168_RS00630																						B5M19_RS03140			
N35.HOG0000294	OG0000226	n0																			MHP168_RS00625																						B5M19_RS03145			
N35.HOG0000295	OG0000227	n0																			MHP168_RS00620																						B5M19_RS03150			
N35.HOG0000296	OG0000228	n0																			MHP168_RS04100																						B5M19_RS04630			
N35.HOG0000297	OG0000229	n0																			MHP168_RS00610																						B5M19_RS03160			
N35.HOG0000298	OG0000230	n0																			MHP168_RS00605																						B5M19_RS03165			
N35.HOG0000299	OG0000231	n0																			MHP168_RS00595																						B5M19_RS03175			
N35.HOG0000300	OG0000232	n0																			MHP168_RS00585																						B5M19_RS03185			
N35.HOG0000301	OG0000233	n0																			MHP168_RS01075																						B5M19_RS02225			
N35.HOG0000302	OG0000234	n0																			MHP168_RS01110																						B5M19_RS04335			
N35.HOG0000303	OG0000235	n0																			MHP168_RS01120																						B5M19_RS02175			
N35.HOG0000304	OG0000236	n0																			MHP168_RS01125																						B5M19_RS02170			
N35.HOG0000305	OG0000237	n0																			MHP168_RS01130																						B5M19_RS02165			
N35.HOG0000306	OG0000238	n0																			MHP168_RS01140																						B5M19_RS02155			
N35.HOG0000307	OG0000239	n0																			MHP168_RS02955																						B5M19_RS01315			
N35.HOG0000308	OG0000240	n0																			MHP168_RS02960																						B5M19_RS01310			
N35.HOG0000309	OG0000241	n0																			MHP168_RS02970																						B5M19_RS01300			
N35.HOG0000310	OG0000242	n0																			MHP168_RS02975																						B5M19_RS04160			
N35.HOG0000311	OG0000243	n0																			MHP168_RS02980																						B5M19_RS01290			
N35.HOG0000312	OG0000244	n0																			MHP168_RS02990																						B5M19_RS01280			
