HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N10.HOG0000197	OG0000083	n0									NB623_RS02075	NBX26_RS02080						NB625_RS02020	NB624_RS02025																											
N10.HOG0000198	OG0000084	n0									NB623_RS02045	NBX26_RS02050						NB625_RS02050	NB624_RS02055																											
N10.HOG0000199	OG0000085	n0									NB623_RS02040	NBX26_RS02045						NB625_RS02055	NB624_RS02060																											
N10.HOG0000200	OG0000086	n0									NB623_RS02030	NBX26_RS02030						NB625_RS02160	NB624_RS02170																											
N10.HOG0000201	OG0000087	n0									NB623_RS02015	NBX26_RS02015						NB625_RS02175	NB624_RS02185																											
N10.HOG0000202	OG0000088	n0									NB623_RS02010	NBX26_RS02010						NB625_RS02180	NB624_RS02190																											
N10.HOG0000203	OG0000089	n0									NB623_RS02000	NBX26_RS02000						NB625_RS02190	NB624_RS02200																											
N10.HOG0000204	OG0000090	n0									NB623_RS00070	NBX26_RS00070						NB625_RS00070	NB624_RS00070																											
N10.HOG0000205	OG0000091	n0									NB623_RS00055	NBX26_RS00055						NB625_RS00055	NB624_RS00055																											
N10.HOG0000206	OG0000092	n0									NB623_RS00050	NBX26_RS00040						NB625_RS00040	NB624_RS00045																											
N10.HOG0000207	OG0000093	n0									NB623_RS00035	NBX26_RS00035						NB625_RS00035	NB624_RS00035																											
N10.HOG0000208	OG0000094	n0									NB623_RS00030	NBX26_RS00030						NB625_RS00030	NB624_RS00030																											
N10.HOG0000209	OG0000095	n0									NB623_RS00005	NBX26_RS00005						NB625_RS00005	NB624_RS00005																											
N10.HOG0000210	OG0000096	n0									NB623_RS03810	NBX26_RS03810						NB625_RS03760	NB624_RS03760																											
N10.HOG0000211	OG0000097	n0									NB623_RS03790	NBX26_RS03790						NB625_RS03740	NB624_RS03740																											
N10.HOG0000212	OG0000098	n0									NB623_RS03780	NBX26_RS03780						NB625_RS03730	NB624_RS03730																											
N10.HOG0000213	OG0000099	n0									NB623_RS03730	NBX26_RS03735						NB625_RS03685	NB624_RS03680																											
N10.HOG0000214	OG0000100	n0									NB623_RS03715	NBX26_RS03720						NB625_RS03675	NB624_RS03670																											
N10.HOG0000215	OG0000101	n0									NB623_RS03710	NBX26_RS03715						NB625_RS03665	NB624_RS03660																											
N10.HOG0000216	OG0000102	n0									NB623_RS01830	NBX26_RS01835						NB625_RS01710	NB624_RS01705																											
N10.HOG0000217	OG0000103	n0									NB623_RS02355	NBX26_RS02365						NB625_RS02360	NB624_RS02350																											
N10.HOG0000218	OG0000104	n0									NB623_RS02360	NBX26_RS02370						NB625_RS02365	NB624_RS02355																											
N10.HOG0000219	OG0000105	n0									NB623_RS02380	NBX26_RS02390						NB625_RS02380	NB624_RS02370																											
N10.HOG0000220	OG0000106	n0									NB623_RS02385	NBX26_RS02395						NB625_RS02390	NB624_RS02380																											
N10.HOG0000221	OG0000107	n0									NB623_RS02395	NBX26_RS02405						NB625_RS02400	NB624_RS02390																											
N10.HOG0000222	OG0000108	n0									NB623_RS02400	NBX26_RS02410						NB625_RS02405	NB624_RS02395																											
N10.HOG0000223	OG0000109	n0									NB623_RS02405	NBX26_RS02415						NB625_RS02410	NB624_RS02400																											
N10.HOG0000224	OG0000110	n0									NB623_RS02525	NBX26_RS02535						NB625_RS02530	NB624_RS02525																											
N10.HOG0000225	OG0000111	n0									NB623_RS02520	NBX26_RS02530						NB625_RS02525	NB624_RS02520																											
N10.HOG0000226	OG0000112	n0									NB623_RS02510	NBX26_RS02520						NB625_RS02515	NB624_RS02510																											
N10.HOG0000227	OG0000113	n0									NB623_RS02490	NBX26_RS02500						NB625_RS02495	NB624_RS02490																											
N10.HOG0000228	OG0000114	n0									NB623_RS02485	NBX26_RS02490						NB625_RS02485	NB624_RS02485																											
N10.HOG0000229	OG0000115	n0									NB623_RS02470	NBX26_RS02480						NB625_RS02475	NB624_RS02470																											
N10.HOG0000230	OG0000116	n0									NB623_RS01415	NBX26_RS01420						NB625_RS01300	NB624_RS01290																											
N10.HOG0000231	OG0000117	n0									NB623_RS01420	NBX26_RS01425						NB625_RS01305	NB624_RS01295																											
N10.HOG0000232	OG0000118	n0									NB623_RS01455	NBX26_RS01460						NB625_RS01340	NB624_RS01330																											
N10.HOG0000233	OG0000119	n0									NB623_RS01465	NBX26_RS01470						NB625_RS01345	NB624_RS01335																											
N10.HOG0000234	OG0000120	n0									NB623_RS01475	NBX26_RS01485						NB625_RS01360	NB624_RS01350																											
N10.HOG0000235	OG0000121	n0									NB623_RS01505	NBX26_RS01515						NB625_RS01385	NB624_RS01375																											
N10.HOG0000236	OG0000122	n0									NB623_RS01510	NBX26_RS01520						NB625_RS01390	NB624_RS01380																											
N10.HOG0000237	OG0000123	n0									NB623_RS01530	NBX26_RS01540						NB625_RS01410	NB624_RS01400																											
N10.HOG0000238	OG0000124	n0									NB623_RS01535	NBX26_RS01545						NB625_RS01415	NB624_RS01405																											
N10.HOG0000239	OG0000125	n0									NB623_RS01545	NBX26_RS01550						NB625_RS01420	NB624_RS01410																											
N10.HOG0000240	OG0000126	n0									NB623_RS01550	NBX26_RS01560						NB625_RS01430	NB624_RS01420																											
N10.HOG0000241	OG0000127	n0									NB623_RS01560	NBX26_RS01570						NB625_RS01440	NB624_RS01430																											
N10.HOG0000242	OG0000128	n0									NB623_RS01575	NBX26_RS01585						NB625_RS01460	NB624_RS01445																											
N10.HOG0000243	OG0000129	n0									NB623_RS01580	NBX26_RS01590						NB625_RS01465	NB624_RS01450																											
N10.HOG0000244	OG0000130	n0									NB623_RS01590	NBX26_RS01600						NB625_RS01475	NB624_RS01460																											
N10.HOG0000245	OG0000131	n0									NB623_RS01620	NBX26_RS01630						NB625_RS01505	NB624_RS01490																											
N10.HOG0000246	OG0000132	n0									NB623_RS01635	NBX26_RS01645						NB625_RS01520	NB624_RS01505																											
N10.HOG0000247	OG0000133	n0									NB623_RS00525	NBX26_RS00530						NB625_RS00530	NB624_RS00525																											
N10.HOG0000248	OG0000134	n0									NB623_RS00530	NBX26_RS00535						NB625_RS00535	NB624_RS00530																											
N10.HOG0000249	OG0000135	n0									NB623_RS00545	NBX26_RS00550						NB625_RS00550	NB624_RS00545																											
N10.HOG0000250	OG0000136	n0									NB623_RS00550	NBX26_RS00555						NB625_RS00555	NB624_RS00550																											
N10.HOG0000251	OG0000137	n0									NB623_RS00590	NBX26_RS00595						NB625_RS00595	NB624_RS00580																											
N10.HOG0000252	OG0000138	n0									NB623_RS00615	NBX26_RS00620						NB625_RS01065	NB624_RS01060																											
N10.HOG0000253	OG0000139	n0									NB623_RS00645	NBX26_RS00650						NB625_RS01035	NB624_RS01030																											
