HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N31.HOG0000030	OG0000002	n56		DR093_RS03015	DR082_RS03780	DR094_RS02030, DR094_RS02975	DR095_RS03445	DR084_RS01770, DR084_RS02910	DR085_RS01945																																					
N31.HOG0000031	OG0000002	n64	MFC_RS02940	DR093_RS04025	DR082_RS02920	DR094_RS03815	DR095_RS04030		DR085_RS03895	MYF_RS01475																																				
N31.HOG0000032	OG0000002	n95	MFC_RS00370	DR093_RS03845	DR082_RS03830	DR094_RS03610	DR095_RS03820	DR084_RS03620	DR085_RS03805	MYF_RS03010				B5C39_RS03240								MHP_RS01720																				EXC50_RS00680				
N31.HOG0000033	OG0000003	n5												B5C39_RS03270								MHP_RS01750																				EXC50_RS00710				
N31.HOG0000034	OG0000003	n12												B5C39_RS02395								MHP_RS01485																				EXC50_RS03580				
N31.HOG0000035	OG0000003	n85	MFC_RS02995	DR093_RS04030	DR082_RS03925	DR094_RS03820	DR095_RS04020		DR085_RS03550	MYF_RS01515																																				
N31.HOG0000036	OG0000003	n110							DR085_RS03885																																					
N31.HOG0000037	OG0000003	n118												B5C39_RS03345								MHP_RS01825																								
N31.HOG0000038	OG0000004	n5												B5C39_RS00380																												EXC50_RS02030				
N31.HOG0000039	OG0000004	n25												B5C39_RS00390								MHP_RS03125																				EXC50_RS02040				
N31.HOG0000040	OG0000004	n51												B5C39_RS00400								MHP_RS03135																				EXC50_RS02050				
N31.HOG0000041	OG0000004	n76								MYF_RS02520																																				
N31.HOG0000042	OG0000004	n94		DR093_RS01845	DR082_RS01625			DR084_RS02890																																						
N31.HOG0000043	OG0000004	n97												B5C39_RS03760								MHP_RS02945																				EXC50_RS01845				
N31.HOG0000044	OG0000004	n102																				MHP_RS02960																				EXC50_RS01865				
N31.HOG0000045	OG0000004	n120	MFC_RS00155			DR094_RS01820				MYF_RS02535, MYF_RS02545																																				
N31.HOG0000046	OG0000005	n1												B5C39_RS00915								MHP_RS00100																				EXC50_RS00100				
N31.HOG0000047	OG0000005	n32												B5C39_RS00935								MHP_RS00120																				EXC50_RS00120				
N31.HOG0000048	OG0000005	n52												B5C39_RS00920								MHP_RS00105																				EXC50_RS00105				
N31.HOG0000049	OG0000005	n92												B5C39_RS00925								MHP_RS00110																				EXC50_RS00110				
N31.HOG0000050	OG0000005	n113												B5C39_RS00940								MHP_RS00125																				EXC50_RS00125				
N31.HOG0000051	OG0000006	n3																				MHP_RS02365																								
N31.HOG0000052	OG0000006	n11												B5C39_RS03845																												EXC50_RS04025				
N31.HOG0000053	OG0000006	n36												B5C39_RS03840																												EXC50_RS04020				
N31.HOG0000054	OG0000006	n58												B5C39_RS02605								MHP_RS03575																				EXC50_RS01175				
N31.HOG0000055	OG0000006	n87												B5C39_RS02640								MHP_RS02230																				EXC50_RS01210				
N31.HOG0000056	OG0000007	n13	MFC_RS02975	DR093_RS02845	DR082_RS02890	DR094_RS02850	DR095_RS03020		DR085_RS02890	MYF_RS01510																																				
N31.HOG0000057	OG0000007	n32	MFC_RS02970	DR093_RS02840	DR082_RS02895	DR094_RS02845	DR095_RS03025		DR085_RS02895	MYF_RS01505																																				
N31.HOG0000058	OG0000007	n45	MFC_RS02965	DR093_RS02835	DR082_RS03930	DR094_RS02840	DR095_RS03035		DR085_RS03890	MYF_RS01500																																				
N31.HOG0000059	OG0000008	n2												B5C39_RS03740, B5C39_RS03830								MHP_RS03725, MHP_RS03910																				EXC50_RS01160, EXC50_RS04015				
N31.HOG0000060	OG0000008	n35	MFC_RS03380	DR093_RS03250			DR095_RS03220		DR085_RS03145	MYF_RS01875												MHP_RS01640																				EXC50_RS00595				
N31.HOG0000061	OG0000008	n84												B5C39_RS03850								MHP_RS03920																				EXC50_RS04030				
N31.HOG0000062	OG0000009	n2																				MHP_RS01325																				EXC50_RS03420				
N31.HOG0000063	OG0000009	n16												B5C39_RS00900								MHP_RS00085																				EXC50_RS00085				
N31.HOG0000064	OG0000009	n25												B5C39_RS03820								MHP_RS03870																				EXC50_RS04115				
N31.HOG0000065	OG0000009	n38												B5C39_RS02225								MHP_RS01315																				EXC50_RS03405				
N31.HOG0000066	OG0000010	n3												B5C39_RS03350								MHP_RS01830																				EXC50_RS00795				
N31.HOG0000067	OG0000010	n41												B5C39_RS03795								MHP_RS03845																				EXC50_RS04090				
N31.HOG0000068	OG0000010	n44												B5C39_RS01340								MHP_RS00445																				EXC50_RS02530				
N31.HOG0000069	OG0000010	n72												B5C39_RS00910								MHP_RS00095																				EXC50_RS00095				
N31.HOG0000070	OG0000011	n10												B5C39_RS03455								MHP_RS01915																				EXC50_RS00895				
N31.HOG0000071	OG0000011	n40	MFC_RS03505, MFC_RS03510	DR093_RS03025	DR082_RS03545, DR082_RS03895	DR094_RS03520	DR095_RS03235, DR095_RS03240	DR084_RS03145	DR085_RS02795, DR085_RS03875	MYF_RS03310																																				
N31.HOG0000072	OG0000011	n51	MFC_RS01350	DR093_RS03260	DR082_RS02625	DR094_RS02895	DR095_RS03230	DR084_RS01055	DR085_RS02805	MYF_RS01270				B5C39_RS03450								MHP_RS01910																				EXC50_RS00890				
N31.HOG0000073	OG0000012	n1												B5C39_RS01220								MHP_RS00400																				EXC50_RS01855				
N31.HOG0000074	OG0000013	n1	MFC_RS02880, MFC_RS03175	DR093_RS01090, DR093_RS01095	DR082_RS01085, DR082_RS01090	DR094_RS00075, DR094_RS00080	DR095_RS00575, DR095_RS00580	DR084_RS00885, DR084_RS00890	DR085_RS00910, DR085_RS00915	MYF_RS01100, MYF_RS03170				B5C39_RS02685								MHP_RS02275																				EXC50_RS01255				
N31.HOG0000075	OG0000013	n47	MFC_RS03420	DR093_RS03220	DR082_RS03095	DR094_RS03050	DR095_RS03215	DR084_RS02985	DR085_RS03115	MYF_RS03400				B5C39_RS03780								MHP_RS03840																				EXC50_RS03965				
N31.HOG0000076	OG0000014	n1	MFC_RS00870	DR093_RS03805	DR082_RS03685	DR094_RS03555	DR095_RS03760	DR084_RS03465	DR085_RS03650	MYF_RS00550																																				
N31.HOG0000077	OG0000014	n10												B5C39_RS02300																												EXC50_RS04120				
N31.HOG0000078	OG0000014	n30												B5C39_RS01820								MHP_RS00920																				EXC50_RS03000				
N31.HOG0000079	OG0000014	n57												B5C39_RS02290								MHP_RS01385																				EXC50_RS03480				
N31.HOG0000080	OG0000015	n10																				MHP_RS03975																				EXC50_RS04220				
N31.HOG0000081	OG0000015	n11												B5C39_RS03085								MHP_RS02750																				EXC50_RS03670, EXC50_RS03860, EXC50_RS04160				
N31.HOG0000082	OG0000015	n24	MFC_RS03450				DR095_RS01695			MYF_RS03470																																				
N31.HOG0000083	OG0000016	n1	MFC_RS01050	DR093_RS00770	DR082_RS00770	DR094_RS00380	DR095_RS00250	DR084_RS00585	DR085_RS00605	MYF_RS00730				B5C39_RS00060								MHP_RS02785																				EXC50_RS01680				
N31.HOG0000084	OG0000016	n36												B5C39_RS00985								MHP_RS00180																				EXC50_RS00170				
N31.HOG0000085	OG0000016	n66	MFC_RS02390		DR082_RS00190	DR094_RS00960	DR095_RS00985	DR084_RS00005, DR084_RS03605	DR085_RS00005, DR085_RS03785	MYF_RS00130																																				
N31.HOG0000086	OG0000017	n1	MFC_RS03155	DR093_RS00175	DR082_RS00175	DR094_RS00975	DR095_RS01000	DR084_RS02415	DR085_RS02380	MYF_RS03155				B5C39_RS00970								MHP_RS00165																				EXC50_RS00155				
N31.HOG0000087	OG0000017	n16	MFC_RS01040	DR093_RS00760	DR082_RS00760	DR094_RS00390	DR095_RS00240	DR084_RS00575	DR085_RS00595	MYF_RS00720				B5C39_RS00070								MHP_RS02795																				EXC50_RS01690				
N31.HOG0000088	OG0000018	n10												B5C39_RS01575								MHP_RS00680																				EXC50_RS02765				
N31.HOG0000089	OG0000018	n26					DR095_RS03850																																							
N31.HOG0000090	OG0000018	n37												B5C39_RS03785, B5C39_RS03790								MHP_RS03940																				EXC50_RS00485, EXC50_RS03750, EXC50_RS04080, EXC50_RS04085, EXC50_RS04145, EXC50_RS04150				
N31.HOG0000091	OG0000018	n54																				MHP_RS03945																								
N31.HOG0000092	OG0000018	n64	MFC_RS00540	DR093_RS03935	DR082_RS03790	DR094_RS03735	DR095_RS03835	DR084_RS03555	DR085_RS03745	MYF_RS01675																																				
N31.HOG0000093	OG0000019	n4																				MHP_RS02970																								
N31.HOG0000094	OG0000019	n11	MFC_RS03000	DR093_RS03125	DR082_RS03120	DR094_RS03350				MYF_RS03445												MHP_RS02965																				EXC50_RS04065				
N31.HOG0000095	OG0000019	n26							DR085_RS03320	MYF_RS03450				B5C39_RS03765								MHP_RS02955																				EXC50_RS04060				
N31.HOG0000096	OG0000019	n64	MFC_RS03330	DR093_RS03265						MYF_RS03440																																				
N31.HOG0000097	OG0000019	n75					DR095_RS03740																																							
N31.HOG0000098	OG0000020	n1	MFC_RS00305	DR093_RS03835	DR082_RS03840	DR094_RS03600	DR095_RS03810		DR085_RS03795	MYF_RS03080				B5C39_RS00735								MHP_RS03465																				EXC50_RS02390				
N31.HOG0000099	OG0000020	n38	MFC_RS00300	DR093_RS03830	DR082_RS03845	DR094_RS03595	DR095_RS03805	DR084_RS02530	DR085_RS03790	MYF_RS03085																																				
N31.HOG0000100	OG0000020	n58												B5C39_RS00740								MHP_RS03470																				EXC50_RS02395				
N31.HOG0000101	OG0000021	n11												B5C39_RS03275								MHP_RS01755																				EXC50_RS00715				
N31.HOG0000102	OG0000021	n33																																								EXC50_RS04125				
N31.HOG0000103	OG0000021	n54												B5C39_RS02385								MHP_RS01475																				EXC50_RS03575				
N31.HOG0000104	OG0000022	n1												B5C39_RS03170								MHP_RS01655																				EXC50_RS00615				
N31.HOG0000105	OG0000022	n33	MFC_RS00360	DR093_RS03840	DR082_RS03835	DR094_RS03605	DR095_RS03815	DR084_RS03625	DR085_RS03800	MYF_RS03025				B5C39_RS03225								MHP_RS01705																				EXC50_RS00670				
N31.HOG0000106	OG0000023	n4		DR093_RS01985	DR082_RS02000	DR094_RS02170																																								
N31.HOG0000107	OG0000023	n9	MFC_RS00535				DR095_RS01405	DR084_RS01910	DR085_RS01800	MYF_RS01670																																				
N31.HOG0000108	OG0000023	n35												B5C39_RS01580								MHP_RS00685																				EXC50_RS02770				
N31.HOG0000109	OG0000023	n37					DR095_RS03490																																							
N31.HOG0000110	OG0000023	n48	MFC_RS01695				DR095_RS01955		DR085_RS02195	MYF_RS01880																																				
N31.HOG0000111	OG0000023	n52												B5C39_RS01320								MHP_RS02730																								
N31.HOG0000112	OG0000023	n71																																								EXC50_RS00495, EXC50_RS03740				
N31.HOG0000113	OG0000024	n1	MFC_RS01110	DR093_RS00835	DR082_RS00830	DR094_RS00320	DR095_RS00310	DR084_RS00640	DR085_RS00665	MYF_RS00790																																				
N31.HOG0000114	OG0000024	n8												B5C39_RS03015								MHP_RS02605																				EXC50_RS01585				
N31.HOG0000115	OG0000024	n33												B5C39_RS01625								MHP_RS00730																				EXC50_RS02815				
N31.HOG0000116	OG0000025	n1												B5C39_RS03175								MHP_RS01660																				EXC50_RS00620				
N31.HOG0000117	OG0000025	n32	MFC_RS00355	DR093_RS01230	DR082_RS02390	DR094_RS01205	DR095_RS01230	DR084_RS02490	DR085_RS02460	MYF_RS03030				B5C39_RS03220								MHP_RS01700																				EXC50_RS00665				
N31.HOG0000118	OG0000026	n1	MFC_RS00580	DR093_RS02030	DR082_RS02045	DR094_RS02215	DR095_RS01450	DR084_RS01955	DR085_RS01755	MYF_RS01715																																				
N31.HOG0000119	OG0000026	n5												B5C39_RS01535								MHP_RS00640																				EXC50_RS02725				
N31.HOG0000120	OG0000026	n19												B5C39_RS03200								MHP_RS01680																				EXC50_RS00645				
N31.HOG0000121	OG0000027	n1		DR093_RS01425	DR082_RS02575	DR094_RS01395								B5C39_RS00530								MHP_RS03675																				EXC50_RS02185				
N31.HOG0000122	OG0000027	n21	MFC_RS02850	DR093_RS03885	DR082_RS03875	DR094_RS03650	DR095_RS03960	DR084_RS03655	DR085_RS03845	MYF_RS02825				B5C39_RS00545								MHP_RS03280																				EXC50_RS02200				
N31.HOG0000123	OG0000028	n8	MFC_RS01200, MFC_RS01205	DR093_RS01110	DR082_RS01105	DR094_RS00060	DR095_RS00595	DR084_RS00905, DR084_RS00910	DR085_RS00930	MYF_RS01120, MYF_RS01125				B5C39_RS02695								MHP_RS02285																				EXC50_RS01265				
N31.HOG0000124	OG0000029	n1	MFC_RS00875	DR093_RS00605	DR082_RS00605	DR094_RS00545	DR095_RS00085	DR084_RS00420	DR085_RS00425	MYF_RS00555																																				
N31.HOG0000125	OG0000029	n9												B5C39_RS01825								MHP_RS00925																				EXC50_RS03005				
N31.HOG0000126	OG0000029	n41												B5C39_RS02285								MHP_RS01380																				EXC50_RS03475				
N31.HOG0000127	OG0000030	n1	MFC_RS02855	DR093_RS03890	DR082_RS03880	DR094_RS03655	DR095_RS03965	DR084_RS03660	DR085_RS03850	MYF_RS02820																																				
N31.HOG0000128	OG0000030	n8												B5C39_RS00520								MHP_RS03260																				EXC50_RS02175				
N31.HOG0000129	OG0000030	n33												B5C39_RS00540								MHP_RS03275																				EXC50_RS02195				
N31.HOG0000130	OG0000031	n3	MFC_RS01295	DR093_RS02685	DR082_RS01195	DR094_RS02590		DR084_RS01000	DR085_RS02695	MYF_RS01215																																				
N31.HOG0000131	OG0000031	n12												B5C39_RS01325								MHP_RS02675																				EXC50_RS02515, EXC50_RS03805				
N31.HOG0000132	OG0000031	n22					DR095_RS01640																																							
N31.HOG0000133	OG0000031	n23					DR095_RS02710							B5C39_RS03115								MHP_RS01600																				EXC50_RS00545				
N31.HOG0000134	OG0000032	n1		DR093_RS01420	DR082_RS02570	DR094_RS01390																																								
N31.HOG0000135	OG0000032	n3	MFC_RS02685							MYF_RS03490																																				
N31.HOG0000136	OG0000032	n25	MFC_RS02860						DR085_RS03940	MYF_RS02815				B5C39_RS03770								MHP_RS03960																				EXC50_RS04070				
N31.HOG0000137	OG0000032	n55												B5C39_RS00535								MHP_RS03270																				EXC50_RS02190				
N31.HOG0000138	OG0000033	n7												B5C39_RS02690								MHP_RS02280																				EXC50_RS01260				
N31.HOG0000139	OG0000033	n20	MFC_RS01210	DR093_RS01115	DR082_RS01110	DR094_RS00055	DR095_RS00600, DR095_RS03210	DR084_RS00915	DR085_RS00935	MYF_RS01130																																				
N31.HOG0000140	OG0000035	n1												B5C39_RS00395								MHP_RS03130																				EXC50_RS02045				
N31.HOG0000141	OG0000035	n36												B5C39_RS00375								MHP_RS03120																				EXC50_RS02025				
N31.HOG0000142	OG0000036	n11												B5C39_RS00930								MHP_RS00115																				EXC50_RS00115				
N31.HOG0000143	OG0000036	n27												B5C39_RS00945								MHP_RS00130																				EXC50_RS00130				
N31.HOG0000144	OG0000037	n3	MFC_RS03185							MYF_RS03495				B5C39_RS03745								MHP_RS03820																				EXC50_RS03970				
N31.HOG0000145	OG0000037	n38	MFC_RS03295																																											
N31.HOG0000146	OG0000037	n39	MFC_RS00375							MYF_RS03005																																				
N31.HOG0000147	OG0000038	n17												B5C39_RS02400								MHP_RS01490																				EXC50_RS03585				
N31.HOG0000148	OG0000038	n27												B5C39_RS03265								MHP_RS01745																				EXC50_RS00705				
N31.HOG0000149	OG0000039	n18	MFC_RS00935, MFC_RS03135	DR093_RS00665	DR082_RS00665	DR094_RS00485	DR095_RS00145	DR084_RS00480	DR085_RS00485, DR085_RS00495	MYF_RS00615, MYF_RS03160																																				
N31.HOG0000150	OG0000039	n29												B5C39_RS03875								MHP_RS03880																				EXC50_RS03975				
N31.HOG0000151	OG0000039	n36												B5C39_RS03130								MHP_RS01615																				EXC50_RS00560				
N31.HOG0000152	OG0000040	n0	MFC_RS01160, MFC_RS01165, MFC_RS01640	DR093_RS02380, DR093_RS03230	DR082_RS00885, DR082_RS01855	DR094_RS00270, DR094_RS02025	DR095_RS00375, DR095_RS00380, DR095_RS01945	DR084_RS00690, DR084_RS02240	DR085_RS00715, DR085_RS00720, DR085_RS03110	MYF_RS00840, MYF_RS02770				B5C39_RS00465								MHP_RS03205																				EXC50_RS02120				
N31.HOG0000153	OG0000041	n9																				MHP_RS01320																				EXC50_RS03415				
N31.HOG0000154	OG0000042	n7	MFC_RS00930, MFC_RS01085	DR093_RS00660, DR093_RS00810, DR093_RS03365	DR082_RS00660, DR082_RS00805	DR094_RS00345, DR094_RS00490	DR095_RS00140, DR095_RS00285	DR084_RS00475, DR084_RS00620	DR085_RS00480, DR085_RS00645	MYF_RS00610, MYF_RS00765				B5C39_RS00160								MHP_RS02885																				EXC50_RS01780				
N31.HOG0000155	OG0000043	n0	MFC_RS01320	DR093_RS02660	DR082_RS02595	DR094_RS02615	DR095_RS02735	DR084_RS01025	DR085_RS02670	MYF_RS01240				B5C39_RS03420								MHP_RS01880																				EXC50_RS00860				
N31.HOG0000156	OG0000044	n1												B5C39_RS03955																												EXC50_RS04255				
N31.HOG0000157	OG0000044	n6												B5C39_RS03305								MHP_RS01785																				EXC50_RS00745				
N31.HOG0000158	OG0000045	n0	MFC_RS00950	DR093_RS00670	DR082_RS03225, DR082_RS03230	DR094_RS03135, DR094_RS03140	DR095_RS03295, DR095_RS03300	DR084_RS00485	DR085_RS00505	MYF_RS00630				B5C39_RS03140								MHP_RS01625																				EXC50_RS00570				
N31.HOG0000159	OG0000046	n1												B5C39_RS00475								MHP_RS03215																				EXC50_RS02130				
N31.HOG0000160	OG0000047	n4												B5C39_RS03620																												EXC50_RS00500				
N31.HOG0000161	OG0000047	n17												B5C39_RS00010								MHP_RS02735																				EXC50_RS03735, EXC50_RS03955				
N31.HOG0000162	OG0000047	n35	MFC_RS03280				DR095_RS03200	DR084_RS03000	DR085_RS03120	MYF_RS03335																																				
N31.HOG0000163	OG0000047	n43		DR093_RS00840	DR082_RS00835																																									
N31.HOG0000164	OG0000048	n0	MFC_RS00140	DR093_RS03685, DR093_RS03690	DR082_RS02750, DR082_RS03010	DR094_RS02695, DR094_RS02985	DR095_RS02830, DR095_RS03095	DR084_RS02740	DR085_RS02880, DR085_RS03055	MYF_RS01350				B5C39_RS03615								MHP_RS02060																				EXC50_RS01040				
N31.HOG0000165	OG0000049	n15												B5C39_RS00240								MHP_RS02985																				EXC50_RS01890				
N31.HOG0000166	OG0000049	n26	MFC_RS03220, MFC_RS03365		DR082_RS01640		DR095_RS01755	DR084_RS02050		MYF_RS03265, MYF_RS03455																																				
N31.HOG0000167	OG0000049	n33			DR082_RS03345																																									
N31.HOG0000168	OG0000050	n0	MFC_RS01260	DR093_RS04015	DR082_RS01160	DR094_RS03765	DR095_RS03970	DR084_RS00965	DR085_RS02735	MYF_RS01180				B5C39_RS02725								MHP_RS02315																				EXC50_RS01295, EXC50_RS04180, EXC50_RS04185, EXC50_RS04195, EXC50_RS04200, EXC50_RS04205				
N31.HOG0000169	OG0000051	n9	MFC_RS02240	DR093_RS01745	DR082_RS01520	DR094_RS01715	DR095_RS01545	DR084_RS01670	DR085_RS01290	MYF_RS02420				B5C39_RS02930								MHP_RS02520																				EXC50_RS01500				
N31.HOG0000170	OG0000052	n0	MFC_RS00160	DR093_RS00140	DR082_RS03660	DR094_RS01015	DR095_RS01040	DR084_RS02375	DR085_RS03420	MYF_RS00075				B5C39_RS00890								MHP_RS00075																				EXC50_RS00075				
N31.HOG0000171	OG0000053	n0	MFC_RS00665	DR093_RS03940	DR082_RS03920	DR094_RS03805	DR095_RS01535, DR095_RS03995	DR084_RS03670	DR085_RS03740	MYF_RS01800				B5C39_RS01450								MHP_RS00555																				EXC50_RS02640				
N31.HOG0000172	OG0000054	n0	MFC_RS01235	DR093_RS01140	DR082_RS01135	DR094_RS00030	DR095_RS00625	DR084_RS00940	DR085_RS00960	MYF_RS01155				B5C39_RS02750								MHP_RS02340																				EXC50_RS04250				
N31.HOG0000173	OG0000055	n0	MFC_RS03415, MFC_RS03540		DR082_RS03970	DR094_RS03580, DR094_RS03850	DR095_RS01035	DR084_RS03600, DR084_RS03710		MYF_RS03395, MYF_RS03525				B5C39_RS00950								MHP_RS00145																				EXC50_RS00135				
N31.HOG0000174	OG0000056	n6												B5C39_RS00720								MHP_RS03450																				EXC50_RS02375				
N31.HOG0000175	OG0000056	n19	MFC_RS00325	DR093_RS01205	DR082_RS02415	DR094_RS01180	DR095_RS01205	DR084_RS02515	DR085_RS02435	MYF_RS03060																																				
N31.HOG0000176	OG0000057	n0	MFC_RS00965	DR093_RS00685	DR082_RS00685	DR094_RS00465	DR095_RS00165	DR084_RS00500	DR085_RS00520	MYF_RS00645				B5C39_RS00145								MHP_RS02870																				EXC50_RS01765				
N31.HOG0000177	OG0000058	n2																				MHP_RS00435																								
N31.HOG0000178	OG0000058	n25					DR095_RS01620																																							
N31.HOG0000179	OG0000058	n29												B5C39_RS01330								MHP_RS02670																				EXC50_RS03810				
N31.HOG0000180	OG0000059	n1												B5C39_RS01265								MHP_RS02680																				EXC50_RS03800				
N31.HOG0000181	OG0000059	n20					DR095_RS03480																																							
N31.HOG0000182	OG0000060	n5												B5C39_RS03775								MHP_RS03835																				EXC50_RS03960				
N31.HOG0000183	OG0000060	n11												B5C39_RS03815								MHP_RS03865																				EXC50_RS04110				
N31.HOG0000184	OG0000061	n16												B5C39_RS03095								MHP_RS01580																				EXC50_RS00525				
N31.HOG0000185	OG0000061	n24												B5C39_RS03360								MHP_RS01840																				EXC50_RS00805				
N31.HOG0000186	OG0000062	n0	MFC_RS00270	DR093_RS00025	DR082_RS00025	DR094_RS01125	DR095_RS01150	DR084_RS02265	DR085_RS02230	MYF_RS03115				B5C39_RS00780								MHP_RS03505																				EXC50_RS02425				
N31.HOG0000187	OG0000063	n0	MFC_RS00275	DR093_RS03775	DR082_RS00020	DR094_RS03590	DR095_RS01155	DR084_RS03590	DR085_RS02225	MYF_RS03110				B5C39_RS00775								MHP_RS03500																				EXC50_RS02420				
N31.HOG0000188	OG0000064	n0	MFC_RS00285	DR093_RS00010	DR082_RS00010	DR094_RS01140	DR095_RS01165	DR084_RS02250	DR085_RS02215	MYF_RS03100				B5C39_RS00765								MHP_RS03490																				EXC50_RS02410				
N31.HOG0000189	OG0000065	n0	MFC_RS00440	DR093_RS01890	DR082_RS01905	DR094_RS02075	DR095_RS01310	DR084_RS01815	DR085_RS01895	MYF_RS01575				B5C39_RS02530								MHP_RS02125																				EXC50_RS01100				
