HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N29.HOG0000074	OG0000025	n32																																										FEF30_RS02025	FEF31_RS01370	
N29.HOG0000075	OG0000026	n5																																										FEF30_RS01680	FEF31_RS01025	
N29.HOG0000076	OG0000026	n19																																										FEF30_RS02005	FEF31_RS01350	
N29.HOG0000077	OG0000027	n1																																										FEF30_RS00060	FEF31_RS03015	
N29.HOG0000078	OG0000027	n21																																										FEF30_RS04125	FEF31_RS04605	
N29.HOG0000079	OG0000028	n24																																										FEF30_RS02785	FEF31_RS02145	
N29.HOG0000080	OG0000028	n25																																										FEF30_RS02790	FEF31_RS04525	
N29.HOG0000081	OG0000029	n9																																										FEF30_RS01390	FEF31_RS00735	
N29.HOG0000082	OG0000029	n41																																										FEF30_RS00925	FEF31_RS00270	
N29.HOG0000083	OG0000030	n8																																										FEF30_RS04110	FEF31_RS04590	
N29.HOG0000084	OG0000030	n33																																										FEF30_RS04120	FEF31_RS04600	
N29.HOG0000085	OG0000031	n22																																										FEF30_RS02100	FEF31_RS01450	
N29.HOG0000086	OG0000032	n25																																										FEF30_RS00065	FEF31_RS03020	
N29.HOG0000087	OG0000033	n7																																										FEF30_RS02780	FEF31_RS02140	
N29.HOG0000088	OG0000034	n1																																										FEF30_RS02525	FEF31_RS01895	
N29.HOG0000089	OG0000035	n1																																										FEF30_RS03545	FEF31_RS03765	
N29.HOG0000090	OG0000036	n11																																										FEF30_RS00430	FEF31_RS03385	
N29.HOG0000091	OG0000036	n27																																										FEF30_RS00445	FEF31_RS03400	
N29.HOG0000092	OG0000038	n27																																										FEF30_RS02160	FEF31_RS01510	
N29.HOG0000093	OG0000038	n45																																										FEF30_RS00810	FEF31_RS00160	
N29.HOG0000094	OG0000039	n8																																										FEF30_RS01930	FEF31_RS01275	
N29.HOG0000095	OG0000040	n0																																										FEF30_RS03620	FEF31_RS03890	
N29.HOG0000096	OG0000041	n9																																										FEF30_RS00985	FEF31_RS00330	
N29.HOG0000097	OG0000042	n48																																										FEF30_RS03315	FEF31_RS02675	
N29.HOG0000098	OG0000043	n9																																										FEF30_RS02295	FEF31_RS01660	
N29.HOG0000099	OG0000043	n10																																										FEF30_RS02105	FEF31_RS01455	
N29.HOG0000100	OG0000044	n1																																										FEF30_RS04460	FEF31_RS04775	
N29.HOG0000101	OG0000044	n6																																										FEF30_RS02200	FEF31_RS01545	
N29.HOG0000102	OG0000045	n21																																										FEF30_RS01935	FEF31_RS01280	
N29.HOG0000103	OG0000045	n22																																										FEF30_RS01940	FEF31_RS01285	
N29.HOG0000104	OG0000046	n1																																										FEF30_RS04495	FEF31_RS02245, FEF31_RS02960	
N29.HOG0000105	OG0000047	n35																																										FEF30_RS02085	FEF31_RS01435	
N29.HOG0000106	OG0000048	n0																																										FEF30_RS02480	FEF31_RS01845	
N29.HOG0000107	OG0000049	n4																																										FEF30_RS03400	FEF31_RS03620	
N29.HOG0000108	OG0000050	n0																																										FEF30_RS02820	FEF31_RS02180	
N29.HOG0000109	OG0000051	n9																																										FEF30_RS03030	FEF31_RS02395	
N29.HOG0000110	OG0000052	n0																																										FEF30_RS00405	FEF31_RS03360	
N29.HOG0000111	OG0000053	n0																																										FEF30_RS04260	FEF31_RS04425	
N29.HOG0000112	OG0000054	n0																																										FEF30_RS02845	FEF31_RS02205	
N29.HOG0000113	OG0000055	n0																																										FEF30_RS00450	FEF31_RS03405	
N29.HOG0000114	OG0000056	n28																																										FEF30_RS00250	FEF31_RS03205	
N29.HOG0000115	OG0000057	n0																																										FEF30_RS03300	FEF31_RS02660	
N29.HOG0000116	OG0000058	n9																																										FEF30_RS02120	FEF31_RS01470	
N29.HOG0000117	OG0000059	n20																																										FEF30_RS02110	FEF31_RS01460	
N29.HOG0000118	OG0000060	n11																																										FEF30_RS01505	FEF31_RS00850	
N29.HOG0000119	OG0000061	n16																																										FEF30_RS01900	FEF31_RS01245	
N29.HOG0000120	OG0000061	n24																																										FEF30_RS02250	FEF31_RS01610	
N29.HOG0000121	OG0000062	n0																																										FEF30_RS00295	FEF31_RS03250	
N29.HOG0000122	OG0000063	n0																																										FEF30_RS04165	FEF31_RS04645	
N29.HOG0000123	OG0000064	n0																																										FEF30_RS00280	FEF31_RS03235	
N29.HOG0000124	OG0000065	n0																																										FEF30_RS02625	FEF31_RS01990	
N29.HOG0000125	OG0000066	n13																																										FEF30_RS01670	FEF31_RS01015	
N29.HOG0000126	OG0000067	n13																																										FEF30_RS00835	FEF31_RS00185	
N29.HOG0000127	OG0000068	n0																																										FEF30_RS00960	FEF31_RS00305	
N29.HOG0000128	OG0000069	n0																																										FEF30_RS03195	FEF31_RS02555	
N29.HOG0000129	OG0000070	n0																																										FEF30_RS02850	FEF31_RS02210	
N29.HOG0000130	OG0000071	n0																																										FEF30_RS03610	FEF31_RS03835	
N29.HOG0000131	OG0000072	n0																																										FEF30_RS04405	FEF31_RS04700	
N29.HOG0000132	OG0000073	n0																																										FEF30_RS01015	FEF31_RS00360	
N29.HOG0000133	OG0000074	n27																																										FEF30_RS04230	FEF31_RS04395	
N29.HOG0000134	OG0000075	n5																																										FEF30_RS00655	FEF31_RS00005	
N29.HOG0000135	OG0000076	n7																																										FEF30_RS00670	FEF31_RS00020	
N29.HOG0000136	OG0000077	n0																																										FEF30_RS00755	FEF31_RS00105	
N29.HOG0000137	OG0000078	n12																																										FEF30_RS01995	FEF31_RS01340	
N29.HOG0000138	OG0000079	n0																																										FEF30_RS02935	FEF31_RS02300	
N29.HOG0000139	OG0000080	n0																																										FEF30_RS02980	FEF31_RS02345	
N29.HOG0000140	OG0000081	n0																																										FEF30_RS00650	FEF31_RS03610	
N29.HOG0000141	OG0000082	n11																																										FEF30_RS02770	FEF31_RS02130	
N29.HOG0000142	OG0000083	n0																																										FEF30_RS02400	FEF31_RS01765	
N29.HOG0000143	OG0000084	n0																																										FEF30_RS02430	FEF31_RS01795	
N29.HOG0000144	OG0000085	n0																																										FEF30_RS02435	FEF31_RS01800	
N29.HOG0000145	OG0000086	n0																																										FEF30_RS02445	FEF31_RS01810	
N29.HOG0000146	OG0000087	n0																																										FEF30_RS02460	FEF31_RS01825	
N29.HOG0000147	OG0000088	n0																																										FEF30_RS02465	FEF31_RS01830	
N29.HOG0000148	OG0000089	n0																																										FEF30_RS02475	FEF31_RS01840	
N29.HOG0000149	OG0000090	n0																																										FEF30_RS00400	FEF31_RS03355	
N29.HOG0000150	OG0000091	n0																																										FEF30_RS00385	FEF31_RS03340	
N29.HOG0000151	OG0000092	n0																																										FEF30_RS00370	FEF31_RS03325	
N29.HOG0000152	OG0000093	n0																																										FEF30_RS00365	FEF31_RS03320	
N29.HOG0000153	OG0000094	n0																																										FEF30_RS00360	FEF31_RS03315	
N29.HOG0000154	OG0000095	n0																																										FEF30_RS00335	FEF31_RS03290	
N29.HOG0000155	OG0000096	n0																																										FEF30_RS00330	FEF31_RS03285	
N29.HOG0000156	OG0000097	n0																																										FEF30_RS00310	FEF31_RS03265	
N29.HOG0000157	OG0000098	n7																																										FEF30_RS00300	FEF31_RS03255	
N29.HOG0000158	OG0000099	n0																																										FEF30_RS04160	FEF31_RS04640	
N29.HOG0000159	OG0000100	n0																																										FEF30_RS00240	FEF31_RS03195	
N29.HOG0000160	OG0000101	n0																																										FEF30_RS00235	FEF31_RS03190	
N29.HOG0000161	OG0000102	n0																																										FEF30_RS02020	FEF31_RS01365	
N29.HOG0000162	OG0000103	n0																																										FEF30_RS02590	FEF31_RS01955	
N29.HOG0000163	OG0000104	n0																																										FEF30_RS02595	FEF31_RS01960	
N29.HOG0000164	OG0000105	n0																																										FEF30_RS02610	FEF31_RS01975	
N29.HOG0000165	OG0000106	n0																																										FEF30_RS02620	FEF31_RS01985	
N29.HOG0000166	OG0000107	n0																																										FEF30_RS02630	FEF31_RS01995	
N29.HOG0000167	OG0000108	n0																																										FEF30_RS02635	FEF31_RS02000	
N29.HOG0000168	OG0000109	n0																																										FEF30_RS02640	FEF31_RS02005	
N29.HOG0000169	OG0000110	n0																																										FEF30_RS02760	FEF31_RS02120	
N29.HOG0000170	OG0000111	n0																																										FEF30_RS02755	FEF31_RS02115	
N29.HOG0000171	OG0000112	n0																																										FEF30_RS02745	FEF31_RS02105	
N29.HOG0000172	OG0000113	n0																																										FEF30_RS02725	FEF31_RS02085	
N29.HOG0000173	OG0000114	n0																																										FEF30_RS02715	FEF31_RS02075	
N29.HOG0000174	OG0000115	n0																																										FEF30_RS02705	FEF31_RS02065	
N29.HOG0000175	OG0000116	n0																																										FEF30_RS01610	FEF31_RS00955	
N29.HOG0000176	OG0000117	n0																																										FEF30_RS01615	FEF31_RS00960	
N29.HOG0000177	OG0000118	n0																																										FEF30_RS01650	FEF31_RS00995	
N29.HOG0000178	OG0000119	n0																																										FEF30_RS01655	FEF31_RS01000	
N29.HOG0000179	OG0000120	n0																																										FEF30_RS01675	FEF31_RS01020	
N29.HOG0000180	OG0000121	n0																																										FEF30_RS01700	FEF31_RS01045	
N29.HOG0000181	OG0000122	n0																																										FEF30_RS01705	FEF31_RS01050	
N29.HOG0000182	OG0000123	n0																																										FEF30_RS01725	FEF31_RS01070	
N29.HOG0000183	OG0000124	n0																																										FEF30_RS01730	FEF31_RS01075	
N29.HOG0000184	OG0000125	n0																																										FEF30_RS01735	FEF31_RS01080	
N29.HOG0000185	OG0000126	n0																																										FEF30_RS01745	FEF31_RS01090	
N29.HOG0000186	OG0000127	n0																																										FEF30_RS01755	FEF31_RS01100	
N29.HOG0000187	OG0000128	n0																																										FEF30_RS01770	FEF31_RS01115	
N29.HOG0000188	OG0000129	n0																																										FEF30_RS01775	FEF31_RS01120	
N29.HOG0000189	OG0000130	n0																																										FEF30_RS01785	FEF31_RS01130	
N29.HOG0000190	OG0000131	n0																																										FEF30_RS04265	FEF31_RS01160	
N29.HOG0000191	OG0000132	n0																																										FEF30_RS04270	FEF31_RS04430	
N29.HOG0000192	OG0000133	n0																																										FEF30_RS00840	FEF31_RS00190	
N29.HOG0000193	OG0000134	n0																																										FEF30_RS00845	FEF31_RS00195	
N29.HOG0000194	OG0000135	n0																																										FEF30_RS00860	FEF31_RS00210	
N29.HOG0000195	OG0000136	n0																																										FEF30_RS00865	FEF31_RS00215	
N29.HOG0000196	OG0000137	n0																																										FEF30_RS00905	FEF31_RS00245	
N29.HOG0000197	OG0000138	n0																																										FEF30_RS00935	FEF31_RS00280	
N29.HOG0000198	OG0000139	n0																																										FEF30_RS00965	FEF31_RS00310	
N29.HOG0000199	OG0000140	n0																																										FEF30_RS00970	FEF31_RS00315	
N29.HOG0000200	OG0000141	n0																																										FEF30_RS03310	FEF31_RS02670	
N29.HOG0000201	OG0000142	n0																																										FEF30_RS04385	FEF31_RS04555	
N29.HOG0000202	OG0000143	n0																																										FEF30_RS03285	FEF31_RS02645	
N29.HOG0000203	OG0000144	n0																																										FEF30_RS03275	FEF31_RS02635	
N29.HOG0000204	OG0000145	n0																																										FEF30_RS03265	FEF31_RS02625	
N29.HOG0000205	OG0000146	n0																																										FEF30_RS03255	FEF31_RS02615	
N29.HOG0000206	OG0000147	n0																																										FEF30_RS03250	FEF31_RS02610	
N29.HOG0000207	OG0000148	n0																																										FEF30_RS03235	FEF31_RS02595	
N29.HOG0000208	OG0000149	n0																																										FEF30_RS03225	FEF31_RS02585	
N29.HOG0000209	OG0000150	n0																																										FEF30_RS03210	FEF31_RS02570	
N29.HOG0000210	OG0000151	n0																																										FEF30_RS03160	FEF31_RS02525	
N29.HOG0000211	OG0000152	n0																																										FEF30_RS03155	FEF31_RS02520	
N29.HOG0000212	OG0000153	n0																																										FEF30_RS03150	FEF31_RS02515	
N29.HOG0000213	OG0000154	n0																																										FEF30_RS03140	FEF31_RS02505	
N29.HOG0000214	OG0000155	n0																																										FEF30_RS03100	FEF31_RS02465	
N29.HOG0000215	OG0000156	n0																																										FEF30_RS03090	FEF31_RS02455	
N29.HOG0000216	OG0000157	n0																																										FEF30_RS04375	FEF31_RS04545	
N29.HOG0000217	OG0000158	n0																																										FEF30_RS04370	FEF31_RS04540	
N29.HOG0000218	OG0000159	n0																																										FEF30_RS02835	FEF31_RS02195	
N29.HOG0000219	OG0000160	n0																																										FEF30_RS02830	FEF31_RS02190	
N29.HOG0000220	OG0000161	n0																																										FEF30_RS02825	FEF31_RS02185	
N29.HOG0000221	OG0000162	n0																																										FEF30_RS02815	FEF31_RS02175	
N29.HOG0000222	OG0000163	n0																																										FEF30_RS02810	FEF31_RS02170	
N29.HOG0000223	OG0000164	n0																																										FEF30_RS01925	FEF31_RS01270	
N29.HOG0000224	OG0000165	n0																																										FEF30_RS02320	FEF31_RS01685	
N29.HOG0000225	OG0000166	n0																																										FEF30_RS02340	FEF31_RS01705	
N29.HOG0000226	OG0000167	n0																																										FEF30_RS02355	FEF31_RS01720	
N29.HOG0000227	OG0000168	n0																																										FEF30_RS02360	FEF31_RS01725	
N29.HOG0000228	OG0000169	n0																																										FEF30_RS03395	FEF31_RS03615	
N29.HOG0000229	OG0000170	n0																																										FEF30_RS04475	FEF31_RS04785, FEF31_RS04795	
N29.HOG0000230	OG0000171	n0																																										FEF30_RS03420	FEF31_RS03640	
N29.HOG0000231	OG0000172	n0																																										FEF30_RS03425	FEF31_RS03645	
N29.HOG0000232	OG0000173	n0																																										FEF30_RS03430	FEF31_RS03650	
N29.HOG0000233	OG0000174	n0																																										FEF30_RS03435	FEF31_RS03655	
N29.HOG0000234	OG0000175	n0																																										FEF30_RS03450	FEF31_RS03670	
N29.HOG0000235	OG0000176	n0																																										FEF30_RS03495	FEF31_RS03715	
N29.HOG0000236	OG0000177	n0																																										FEF30_RS03500	FEF31_RS03720	
N29.HOG0000237	OG0000178	n0																																										FEF30_RS03505	FEF31_RS03725	
N29.HOG0000238	OG0000179	n0																																										FEF30_RS03515	FEF31_RS03735	
N29.HOG0000239	OG0000180	n0																																										FEF30_RS03520	FEF31_RS03740	
N29.HOG0000240	OG0000181	n0																																										FEF30_RS04395	FEF31_RS04690	
N29.HOG0000241	OG0000182	n0																																										FEF30_RS03570	FEF31_RS03795	
N29.HOG0000242	OG0000183	n0																																										FEF30_RS03605	FEF31_RS03830	
N29.HOG0000243	OG0000184	n0																																										FEF30_RS00025	FEF31_RS02980	
N29.HOG0000244	OG0000185	n0																																										FEF30_RS00010	FEF31_RS02965	
N29.HOG0000245	OG0000186	n0																																										FEF30_RS04275	FEF31_RS04435	
N29.HOG0000246	OG0000187	n0																																										FEF30_RS01855	FEF31_RS01200	
N29.HOG0000247	OG0000188	n0																																										FEF30_RS01865	FEF31_RS01210	
N29.HOG0000248	OG0000189	n0																																										FEF30_RS04355	FEF31_RS04520	
N29.HOG0000249	OG0000190	n0																																										FEF30_RS02670	FEF31_RS02035	
N29.HOG0000250	OG0000191	n0																																										FEF30_RS02650	FEF31_RS02015	
N29.HOG0000251	OG0000192	n0																																										FEF30_RS01530	FEF31_RS00875	
N29.HOG0000252	OG0000193	n0																																										FEF30_RS01515	FEF31_RS00860	
N29.HOG0000253	OG0000194	n0																																										FEF30_RS01000	FEF31_RS00345	
N29.HOG0000254	OG0000195	n0																																										FEF30_RS01005	FEF31_RS00350	
N29.HOG0000255	OG0000196	n0																																										FEF30_RS01025	FEF31_RS00370	
N29.HOG0000256	OG0000197	n0																																										FEF30_RS01030	FEF31_RS00375	
N29.HOG0000257	OG0000198	n0																																										FEF30_RS01045	FEF31_RS00390	
N29.HOG0000258	OG0000199	n0																																										FEF30_RS01050	FEF31_RS00395	
N29.HOG0000259	OG0000200	n0																																										FEF30_RS01065	FEF31_RS00410	
N29.HOG0000260	OG0000201	n0																																										FEF30_RS01075	FEF31_RS00420	
N29.HOG0000261	OG0000202	n0																																										FEF30_RS01130	FEF31_RS00475	
N29.HOG0000262	OG0000203	n0																																										FEF30_RS01135	FEF31_RS00480	
N29.HOG0000263	OG0000204	n0																																										FEF30_RS01140	FEF31_RS00485	
N29.HOG0000264	OG0000205	n0																																										FEF30_RS01145	FEF31_RS00490	
N29.HOG0000265	OG0000206	n0																																										FEF30_RS01165	FEF31_RS00510	
N29.HOG0000266	OG0000207	n0																																										FEF30_RS01180	FEF31_RS00525	
N29.HOG0000267	OG0000208	n0																																										FEF30_RS01185	FEF31_RS00530	
N29.HOG0000268	OG0000209	n0																																										FEF30_RS01190	FEF31_RS00535	
N29.HOG0000269	OG0000210	n0																																										FEF30_RS01235	FEF31_RS00580	
N29.HOG0000270	OG0000211	n0																																										FEF30_RS01245	FEF31_RS00590	
N29.HOG0000271	OG0000212	n0																																										FEF30_RS01255	FEF31_RS00600	
N29.HOG0000272	OG0000213	n0																																										FEF30_RS01260	FEF31_RS00605	
N29.HOG0000273	OG0000214	n0																																										FEF30_RS01265	FEF31_RS00610	
N29.HOG0000274	OG0000215	n0																																										FEF30_RS01270	FEF31_RS00615	
N29.HOG0000275	OG0000216	n0																																										FEF30_RS01275	FEF31_RS00620	
N29.HOG0000276	OG0000217	n0																																										FEF30_RS01280	FEF31_RS00625	
N29.HOG0000277	OG0000218	n0																																										FEF30_RS01290	FEF31_RS00635	
N29.HOG0000278	OG0000219	n0																																										FEF30_RS01295	FEF31_RS00640	
N29.HOG0000279	OG0000220	n0																																										FEF30_RS01300	FEF31_RS00645	
N29.HOG0000280	OG0000221	n0																																										FEF30_RS01305	FEF31_RS00650	
N29.HOG0000281	OG0000222	n0																																										FEF30_RS01310	FEF31_RS00655	
N29.HOG0000282	OG0000223	n0																																										FEF30_RS01315	FEF31_RS00660	
N29.HOG0000283	OG0000224	n0																																										FEF30_RS01325	FEF31_RS00670	
N29.HOG0000284	OG0000225	n0																																										FEF30_RS01335	FEF31_RS00680	
N29.HOG0000285	OG0000226	n0																																										FEF30_RS01340	FEF31_RS00685	
N29.HOG0000286	OG0000227	n0																																										FEF30_RS01345	FEF31_RS00690	
N29.HOG0000287	OG0000228	n0																																										FEF30_RS04410	FEF31_RS04770	
N29.HOG0000288	OG0000229	n0																																										FEF30_RS01355	FEF31_RS00700	
N29.HOG0000289	OG0000230	n0																																										FEF30_RS01360	FEF31_RS00705	
N29.HOG0000290	OG0000231	n0																																										FEF30_RS01370	FEF31_RS00715	
N29.HOG0000291	OG0000232	n0																																										FEF30_RS01380	FEF31_RS00725	
N29.HOG0000292	OG0000233	n0																																										FEF30_RS01405	FEF31_RS00750	
N29.HOG0000293	OG0000234	n0																																										FEF30_RS01440	FEF31_RS00785	
N29.HOG0000294	OG0000235	n0																																										FEF30_RS01450	FEF31_RS00795	
N29.HOG0000295	OG0000236	n0																																										FEF30_RS01455	FEF31_RS00800	
N29.HOG0000296	OG0000237	n0																																										FEF30_RS01460	FEF31_RS00805	
N29.HOG0000297	OG0000238	n0																																										FEF30_RS01465	FEF31_RS00810	
N29.HOG0000298	OG0000239	n0																																										FEF30_RS03320	FEF31_RS02680	
N29.HOG0000299	OG0000240	n0																																										FEF30_RS03325	FEF31_RS02685	
N29.HOG0000300	OG0000241	n0																																										FEF30_RS03335	FEF31_RS02695	
N29.HOG0000301	OG0000242	n0																																										FEF30_RS03340	FEF31_RS02700	
N29.HOG0000302	OG0000243	n0																																										FEF30_RS03345	FEF31_RS02705	
N29.HOG0000303	OG0000244	n0																																										FEF30_RS03355	FEF31_RS02715	
N29.HOG0000304	OG0000245	n0																																										FEF30_RS03365	FEF31_RS02720	
N29.HOG0000305	OG0000246	n0																																										FEF30_RS00455	FEF31_RS03410	
N29.HOG0000306	OG0000247	n0																																										FEF30_RS00465	FEF31_RS03420	
N29.HOG0000307	OG0000248	n0																																										FEF30_RS00475	FEF31_RS03430	
N29.HOG0000308	OG0000249	n0																																										FEF30_RS00480, FEF30_RS03675	FEF31_RS03435	
N29.HOG0000309	OG0000250	n0																																										FEF30_RS00495	FEF31_RS03450	
