HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N17.HOG0000253	OG0000109	n0																																	DR086_RS02065	DR097_RS02760	DR087_RS00230			DR100_RS00005						
N17.HOG0000254	OG0000110	n0																																	DR086_RS03120	DR097_RS02155	DR087_RS01695			DR100_RS02280						
N17.HOG0000255	OG0000111	n0																																	DR086_RS03125	DR097_RS02150	DR087_RS01700			DR100_RS02275						
N17.HOG0000256	OG0000112	n0																																	DR086_RS03135	DR097_RS02140	DR087_RS01710			DR100_RS02265						
N17.HOG0000257	OG0000113	n0																																	DR086_RS05050	DR097_RS04705	DR087_RS04610			DR100_RS04875						
N17.HOG0000258	OG0000114	n0																																	DR086_RS03455	DR097_RS02110	DR087_RS01740			DR100_RS03465						
N17.HOG0000259	OG0000115	n0																																	DR086_RS03475	DR097_RS02095	DR087_RS01750			DR100_RS03475						
N17.HOG0000260	OG0000116	n0																																	DR086_RS03410	DR097_RS00320	DR087_RS03310			DR100_RS00220						
N17.HOG0000261	OG0000117	n0																																	DR086_RS03405	DR097_RS00315	DR087_RS03305			DR100_RS00225						
N17.HOG0000262	OG0000118	n0																																	DR086_RS01995	DR097_RS01690	DR087_RS01190			DR100_RS00260						
N17.HOG0000263	OG0000119	n0																																	DR086_RS01990	DR097_RS01685	DR087_RS01185			DR100_RS00265						
N17.HOG0000264	OG0000120	n0																																	DR086_RS01975	DR097_RS01670	DR087_RS01170			DR100_RS00280						
N17.HOG0000265	OG0000121	n0																																	DR086_RS01950	DR097_RS01645	DR087_RS01145			DR100_RS00305						
N17.HOG0000266	OG0000122	n0																																	DR086_RS01945	DR097_RS01640	DR087_RS01140			DR100_RS00310						
N17.HOG0000267	OG0000123	n0																																	DR086_RS01925	DR097_RS01620	DR087_RS01120			DR100_RS00330						
N17.HOG0000268	OG0000124	n0																																	DR086_RS01920	DR097_RS01615	DR087_RS01115			DR100_RS00335						
N17.HOG0000269	OG0000125	n0																																	DR086_RS01915	DR097_RS01610	DR087_RS01110			DR100_RS00345						
N17.HOG0000270	OG0000126	n0																																	DR086_RS01900	DR097_RS01600	DR087_RS01100			DR100_RS02315						
N17.HOG0000271	OG0000127	n0																																	DR086_RS01890	DR097_RS01590	DR087_RS01090			DR100_RS02325						
N17.HOG0000272	OG0000128	n0																																	DR086_RS01875	DR097_RS03460	DR087_RS01075			DR100_RS02340						
N17.HOG0000273	OG0000129	n0																																	DR086_RS01870	DR097_RS03355	DR087_RS01070			DR100_RS02345						
N17.HOG0000274	OG0000130	n0																																	DR086_RS01860	DR097_RS03345	DR087_RS01060			DR100_RS02355						
N17.HOG0000275	OG0000131	n0																																	DR086_RS01830	DR097_RS04820	DR087_RS04535			DR100_RS02385						
N17.HOG0000276	OG0000132	n0																																	DR086_RS04900	DR097_RS04815	DR087_RS04530			DR100_RS04760						
N17.HOG0000277	OG0000133	n0																																	DR086_RS02245	DR097_RS02400	DR087_RS02865			DR100_RS02665						
N17.HOG0000278	OG0000134	n0																																	DR086_RS02250	DR097_RS02395	DR087_RS02870			DR100_RS02660						
N17.HOG0000279	OG0000135	n0																																	DR086_RS02265	DR097_RS02380	DR087_RS02885			DR100_RS02645						
N17.HOG0000280	OG0000136	n0																																	DR086_RS02270	DR097_RS02375	DR087_RS02890			DR100_RS02640						
