HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_genes	MFC_MF11_genes	MFC_MF18_genes	MFC_MF22_genes	MFC_MF29_genes	MFC_MF30_genes	MFC_MF33_genes	MFC_Ms42_genes	MHP_111A_genes	MHP_112B_genes	MHP_116_genes	MHP_11_genes	MHP_1257_genes	MHP_131B_genes	MHP_133A_genes	MHP_153B_genes	MHP_154B_genes	MHP_168L_genes	MHP_168_genes	MHP_232_genes	MHP_4284_genes	MHP_7422_genes	MHP_7448_genes	MHP_98_genes	MHP_ES2L_genes	MHP_ES2_genes	MHP_F72C_genes	MHP_J_genes	MHP_KM014_genes	MHP_LH_genes	MHP_MHP650_genes	MHP_MHP653_genes	MHP_MHP679_genes	MHP_MHP682_genes	MHP_MHP691_genes	MHP_MHP694_genes	MHP_MHP696_genes	MHP_MHP699_genes	MHP_MHP709_genes	MHP_NCTC10127_genes	MHP_TB1_genes	MHP_UFV01_genes	MHP_UFV02_genes	MHP_Ue273_genes
N13.HOG0000017	OG0000000	n317														NB627_RS01860	NB626_RS01850																					DR099_RS04600								
N13.HOG0000018	OG0000001	n21														NB627_RS01400	NB626_RS01395																					DR099_RS00885, DR099_RS00890								
N13.HOG0000019	OG0000001	n25														NB627_RS01405	NB626_RS01400																													
N13.HOG0000020	OG0000001	n50														NB627_RS02985	NB626_RS02980																													
N13.HOG0000021	OG0000001	n57																																				DR099_RS01165								
N13.HOG0000022	OG0000001	n78																																				DR099_RS03675								
N13.HOG0000023	OG0000001	n84														NB627_RS02940	NB626_RS02935																													
N13.HOG0000024	OG0000001	n97																																				DR099_RS00045								
N13.HOG0000025	OG0000001	n117														NB627_RS02935	NB626_RS02930																													
N13.HOG0000026	OG0000002	n16														NB627_RS02365	NB626_RS02360																					DR099_RS04270								
N13.HOG0000027	OG0000002	n32																																				DR099_RS03485								
N13.HOG0000028	OG0000002	n38														NB627_RS02360	NB626_RS02355																													
N13.HOG0000029	OG0000002	n64														NB627_RS02290	NB626_RS02280																													
N13.HOG0000030	OG0000002	n95														NB627_RS01865	NB626_RS01855																					DR099_RS04605								
N13.HOG0000031	OG0000003	n5														NB627_RS01900	NB626_RS01890																													
N13.HOG0000032	OG0000003	n10														NB627_RS00610	NB626_RS00600																													
N13.HOG0000033	OG0000003	n37																																				DR099_RS04295								
N13.HOG0000034	OG0000003	n65														NB627_RS02330	NB626_RS02325																													
N13.HOG0000035	OG0000003	n118														NB627_RS01980	NB626_RS01965, NB626_RS01970																													
N13.HOG0000036	OG0000004	n5														NB627_RS03390	NB626_RS03385																													
N13.HOG0000037	OG0000004	n36														NB627_RS03395	NB626_RS03390																													
N13.HOG0000038	OG0000004	n51														NB627_RS03405	NB626_RS03400																					DR099_RS02875								
N13.HOG0000039	OG0000004	n76														NB627_RS03205	NB626_RS03200																													
N13.HOG0000040	OG0000004	n106														NB627_RS03225	NB626_RS03220																													
N13.HOG0000041	OG0000004	n120																																				DR099_RS03340, DR099_RS03350								
N13.HOG0000042	OG0000004	n134														NB627_RS03215	NB626_RS03210																													
N13.HOG0000043	OG0000005	n1														NB627_RS00100	NB626_RS00100																					DR099_RS03165								
N13.HOG0000044	OG0000005	n32														NB627_RS00120	NB626_RS00120																													
N13.HOG0000045	OG0000005	n52														NB627_RS00110	NB626_RS00110																					DR099_RS04570								
N13.HOG0000046	OG0000005	n92																																				DR099_RS03150								
N13.HOG0000047	OG0000005	n113														NB627_RS00125	NB626_RS00125																													
N13.HOG0000048	OG0000006	n11																																				DR099_RS02595								
N13.HOG0000049	OG0000006	n25														NB627_RS02685, NB627_RS02690	NB626_RS02680, NB626_RS02685																					DR099_RS02600								
N13.HOG0000050	OG0000006	n45														NB627_RS02680	NB626_RS02675																													
N13.HOG0000051	OG0000006	n53														NB627_RS02490	NB626_RS02485																													
N13.HOG0000052	OG0000006	n70																																				DR099_RS03650								
N13.HOG0000053	OG0000006	n81														NB627_RS02525	NB626_RS02520																													
N13.HOG0000054	OG0000006	n87														NB627_RS02520	NB626_RS02515																					DR099_RS04105								
N13.HOG0000055	OG0000007	n2														NB627_RS02335	NB626_RS02330																													
N13.HOG0000056	OG0000007	n13														NB627_RS02345	NB626_RS02340																													
N13.HOG0000057	OG0000007	n32														NB627_RS02325	NB626_RS02320																													
N13.HOG0000058	OG0000008	n2														NB627_RS02475	NB626_RS02470																													
N13.HOG0000059	OG0000008	n34															NB626_RS01745																													
N13.HOG0000060	OG0000008	n35														NB627_RS01765	NB626_RS01750																					DR099_RS04050								
N13.HOG0000061	OG0000008	n73														NB627_RS02695	NB626_RS02690																													
N13.HOG0000062	OG0000008	n89																																				DR099_RS04100								
N13.HOG0000063	OG0000009	n2														NB627_RS00775	NB626_RS00765																													
N13.HOG0000064	OG0000009	n16														NB627_RS00085	NB626_RS00085																					DR099_RS03180								
N13.HOG0000065	OG0000009	n35														NB627_RS00790	NB626_RS00780																					DR099_RS01670								
N13.HOG0000066	OG0000010	n3														NB627_RS01985	NB626_RS01975																					DR099_RS00340								
N13.HOG0000067	OG0000010	n37																																				DR099_RS04395								
N13.HOG0000068	OG0000010	n58																																				DR099_RS03895								
N13.HOG0000069	OG0000010	n68																																				DR099_RS04565								
N13.HOG0000070	OG0000010	n72																																				DR099_RS04175								
N13.HOG0000071	OG0000011	n8																																				DR099_RS00445								
N13.HOG0000072	OG0000011	n10															NB626_RS02080																					DR099_RS04305								
N13.HOG0000073	OG0000011	n51														NB627_RS02090																						DR099_RS00440								
N13.HOG0000074	OG0000012	n31																																				DR099_RS03555								
N13.HOG0000075	OG0000012	n64														NB627_RS01310	NB626_RS01310																													
N13.HOG0000076	OG0000012	n66														NB627_RS02000	NB626_RS01990																													
N13.HOG0000077	OG0000013	n1														NB627_RS02570	NB626_RS02565																					DR099_RS02140								
N13.HOG0000078	OG0000013	n47														NB627_RS00185	NB626_RS00185																					DR099_RS03795								
N13.HOG0000079	OG0000014	n10														NB627_RS00705	NB626_RS00695																													
N13.HOG0000080	OG0000014	n30														NB627_RS01205	NB626_RS01210																					DR099_RS03510								
N13.HOG0000081	OG0000014	n57														NB627_RS00715	NB626_RS00705																													
N13.HOG0000082	OG0000015	n6																																				DR099_RS02515								
N13.HOG0000083	OG0000015	n22														NB627_RS01760	NB626_RS01740																													
N13.HOG0000084	OG0000015	n36														NB627_RS00525	NB626_RS00515																													
N13.HOG0000085	OG0000016	n1														NB627_RS03030																						DR099_RS01125								
N13.HOG0000086	OG0000016	n36														NB627_RS00170	NB626_RS00170																					DR099_RS00825								
N13.HOG0000087	OG0000016	n66																																				DR099_RS03630								
N13.HOG0000088	OG0000017	n1														NB627_RS00155	NB626_RS00155																					DR099_RS00840								
N13.HOG0000089	OG0000017	n16														NB627_RS03040	NB626_RS03035																					DR099_RS01115								
N13.HOG0000090	OG0000018	n4														NB627_RS01445	NB626_RS01440																													
N13.HOG0000091	OG0000018	n18																																				DR099_RS04345								
N13.HOG0000092	OG0000018	n54														NB627_RS00490	NB626_RS00480																													
N13.HOG0000093	OG0000019	n33														NB627_RS03210, NB627_RS03220	NB626_RS03205, NB626_RS03215																													
N13.HOG0000094	OG0000019	n75														NB627_RS03230	NB626_RS03225																													
N13.HOG0000095	OG0000020	n1														NB627_RS03755																						DR099_RS04585								
N13.HOG0000096	OG0000020	n50														NB627_RS03760	NB626_RS03760																													
N13.HOG0000097	OG0000020	n60																																				DR099_RS00590								
N13.HOG0000098	OG0000020	n70																																				DR099_RS03315								
N13.HOG0000099	OG0000021	n3														NB627_RS01905	NB626_RS01895																													
N13.HOG0000100	OG0000021	n20																																				DR099_RS04660								
N13.HOG0000101	OG0000021	n24														NB627_RS00620	NB626_RS00610																													
N13.HOG0000102	OG0000021	n33														NB627_RS00615	NB626_RS00605																													
N13.HOG0000103	OG0000022	n1														NB627_RS01790	NB626_RS01775																					DR099_RS02480								
N13.HOG0000104	OG0000022	n33														NB627_RS01845	NB626_RS01830																					DR099_RS04500								
N13.HOG0000105	OG0000023	n21														NB627_RS01440	NB626_RS01435																													
N13.HOG0000106	OG0000023	n60														NB627_RS00500	NB626_RS00490																													
N13.HOG0000107	OG0000024	n8														NB627_RS02930	NB626_RS02925																					DR099_RS00050								
N13.HOG0000108	OG0000024	n33														NB627_RS01395	NB626_RS01390																					DR099_RS00880								
N13.HOG0000109	OG0000025	n1														NB627_RS01795	NB626_RS01780																					DR099_RS04505								
N13.HOG0000110	OG0000025	n32														NB627_RS01840	NB626_RS01825																					DR099_RS02430								
N13.HOG0000111	OG0000026	n5														NB627_RS01490	NB626_RS01480																					DR099_RS00970								
N13.HOG0000112	OG0000026	n19														NB627_RS01820	NB626_RS01805																					DR099_RS02450								
N13.HOG0000113	OG0000027	n1														NB627_RS03540	NB626_RS03540																					DR099_RS04510								
N13.HOG0000114	OG0000027	n21														NB627_RS03555	NB626_RS03555																					DR099_RS04465								
N13.HOG0000115	OG0000028	n46														NB627_RS02595, NB627_RS02600	NB626_RS02595																													
N13.HOG0000116	OG0000028	n64																																				DR099_RS02680								
N13.HOG0000117	OG0000028	n66																																				DR099_RS02130								
N13.HOG0000118	OG0000029	n9														NB627_RS01200	NB626_RS01205																					DR099_RS01730								
N13.HOG0000119	OG0000029	n41														NB627_RS00720	NB626_RS00710																					DR099_RS01725								
N13.HOG0000120	OG0000030	n8														NB627_RS03530	NB626_RS03530																					DR099_RS04515								
N13.HOG0000121	OG0000030	n33														NB627_RS03550	NB626_RS03550																					DR099_RS04460								
N13.HOG0000122	OG0000031	n12														NB627_RS00445	NB626_RS00435																													
N13.HOG0000123	OG0000031	n23														NB627_RS01730	NB626_RS01710																					DR099_RS01355								
N13.HOG0000124	OG0000032	n3														NB627_RS01700	NB626_RS01690																													
N13.HOG0000125	OG0000032	n24														NB627_RS03545	NB626_RS03545																					DR099_RS02185								
N13.HOG0000126	OG0000033	n3																																				DR099_RS03980								
N13.HOG0000127	OG0000033	n20															NB626_RS02590																													
N13.HOG0000128	OG0000033	n39																																				DR099_RS04640								
N13.HOG0000129	OG0000033	n53														NB627_RS02575	NB626_RS02570																													
N13.HOG0000130	OG0000033	n59														NB627_RS02580, NB627_RS02590	NB626_RS02580																													
N13.HOG0000131	OG0000035	n1														NB627_RS03400	NB626_RS03395																					DR099_RS02870								
N13.HOG0000132	OG0000035	n36														NB627_RS03385	NB626_RS03380																													
N13.HOG0000133	OG0000036	n11														NB627_RS00115	NB626_RS00115																													
N13.HOG0000134	OG0000036	n44														NB627_RS00130	NB626_RS00130																													
N13.HOG0000135	OG0000037	n3														NB627_RS01710	NB626_RS01700																													
N13.HOG0000136	OG0000037	n25														NB627_RS01720																						DR099_RS01370								
N13.HOG0000137	OG0000038	n3																																				DR099_RS03410								
N13.HOG0000138	OG0000038	n17														NB627_RS00605	NB626_RS00595																													
N13.HOG0000139	OG0000038	n27														NB627_RS01895	NB626_RS01885																													
N13.HOG0000140	OG0000039	n43																																				DR099_RS01340								
N13.HOG0000141	OG0000039	n46														NB627_RS01740	NB626_RS01720																													
N13.HOG0000142	OG0000040	n0														NB627_RS03475	NB626_RS03470																					DR099_RS02585								
N13.HOG0000143	OG0000041	n9														NB627_RS00780	NB626_RS00770																													
N13.HOG0000144	OG0000041	n22														NB627_RS01300	NB626_RS01305																					DR099_RS02405								
N13.HOG0000145	OG0000042	n36														NB627_RS03125	NB626_RS03120																													
N13.HOG0000146	OG0000042	n43																																				DR099_RS03125								
N13.HOG0000147	OG0000043	n0														NB627_RS02055	NB626_RS02045																					DR099_RS00410								
N13.HOG0000148	OG0000044	n1														NB627_RS01805	NB626_RS01790																					DR099_RS04650								
N13.HOG0000149	OG0000044	n6														NB627_RS01925	NB626_RS01915																													
N13.HOG0000150	OG0000045	n0														NB627_RS01745	NB626_RS01725																					DR099_RS01335								
N13.HOG0000151	OG0000046	n1														NB627_RS03485	NB626_RS03480																					DR099_RS04530								
N13.HOG0000152	OG0000046	n37														NB627_RS03480	NB626_RS03475																													
N13.HOG0000153	OG0000047	n17														NB627_RS00510	NB626_RS00500																													
N13.HOG0000154	OG0000048	n0														NB627_RS02245	NB626_RS02235																					DR099_RS01315								
N13.HOG0000155	OG0000049	n15																																				DR099_RS02120								
N13.HOG0000156	OG0000049	n23																																				DR099_RS04655								
N13.HOG0000157	OG0000050	n0														NB627_RS02630	NB626_RS02625																					DR099_RS02650								
N13.HOG0000158	OG0000051	n9														NB627_RS02845	NB626_RS02835																													
N13.HOG0000159	OG0000052	n0														NB627_RS00075	NB626_RS00075																					DR099_RS03190								
N13.HOG0000160	OG0000053	n0														NB627_RS01580	NB626_RS01570																					DR099_RS04415								
N13.HOG0000161	OG0000054	n0														NB627_RS02655	NB626_RS02650																					DR099_RS02625								
N13.HOG0000162	OG0000055	n0														NB627_RS00135	NB626_RS00135																					DR099_RS03140								
N13.HOG0000163	OG0000056	n0														NB627_RS03735	NB626_RS03740																					DR099_RS03335								
N13.HOG0000164	OG0000057	n0														NB627_RS03110	NB626_RS03105																					DR099_RS01045								
N13.HOG0000165	OG0000058	n14														NB627_RS00435	NB626_RS00425																													
N13.HOG0000166	OG0000058	n29														NB627_RS00440	NB626_RS00430																													
N13.HOG0000167	OG0000059	n11														NB627_RS00450	NB626_RS00440																													
N13.HOG0000168	OG0000059	n20														NB627_RS00465	NB626_RS00455																													
N13.HOG0000169	OG0000060	n5																																				DR099_RS04180								
N13.HOG0000170	OG0000060	n21														NB627_RS00080	NB626_RS00080																													
N13.HOG0000171	OG0000061	n20															NB626_RS01985																					DR099_RS00350								
N13.HOG0000172	OG0000061	n21																																				DR099_RS01375								
N13.HOG0000173	OG0000061	n23														NB627_RS01995																														
N13.HOG0000174	OG0000062	n0														NB627_RS03790	NB626_RS03790																					DR099_RS00560								
N13.HOG0000175	OG0000063	n0														NB627_RS03785	NB626_RS03785																					DR099_RS04320								
N13.HOG0000176	OG0000064	n0														NB627_RS03775	NB626_RS03775																					DR099_RS00575								
N13.HOG0000177	OG0000065	n0														NB627_RS02410	NB626_RS02405																					DR099_RS02825								
N13.HOG0000178	OG0000066	n7														NB627_RS01480	NB626_RS01470																					DR099_RS00960								
N13.HOG0000179	OG0000066	n12														NB627_RS01475																														
N13.HOG0000180	OG0000067	n13														NB627_RS00635																						DR099_RS02695								
N13.HOG0000181	OG0000068	n0														NB627_RS00755	NB626_RS00745																					DR099_RS01690								
N13.HOG0000182	OG0000069	n0														NB627_RS03005	NB626_RS03000																					DR099_RS01150								
N13.HOG0000183	OG0000070	n0														NB627_RS02660	NB626_RS02655																					DR099_RS02620								
N13.HOG0000184	OG0000071	n0														NB627_RS03465	NB626_RS03460																					DR099_RS02935								
N13.HOG0000185	OG0000072	n0														NB627_RS03470	NB626_RS03465																					DR099_RS02940								
N13.HOG0000186	OG0000073	n0														NB627_RS00820	NB626_RS00810																					DR099_RS01645								
N13.HOG0000187	OG0000074	n10														NB627_RS01020	NB626_RS01020																													
N13.HOG0000188	OG0000074	n16															NB626_RS01025																													
N13.HOG0000189	OG0000075	n16														NB627_RS00350	NB626_RS00340																													
N13.HOG0000190	OG0000076	n7														NB627_RS00365	NB626_RS00355																													
N13.HOG0000191	OG0000076	n19														NB627_RS00370	NB626_RS00360																													
N13.HOG0000192	OG0000077	n0														NB627_RS00550	NB626_RS00540																					DR099_RS03000								
N13.HOG0000193	OG0000078	n12														NB627_RS01810	NB626_RS01795																													
N13.HOG0000194	OG0000078	n40																																				DR099_RS02460								
N13.HOG0000195	OG0000079	n0														NB627_RS02745	NB626_RS02740																					DR099_RS00230								
N13.HOG0000196	OG0000080	n0														NB627_RS02795	NB626_RS02790																					DR099_RS03705								
N13.HOG0000197	OG0000081	n0														NB627_RS00340	NB626_RS00335																					DR099_RS00650								
N13.HOG0000198	OG0000082	n3																																				DR099_RS02145								
N13.HOG0000199	OG0000083	n0														NB627_RS02160	NB626_RS02155																					DR099_RS01240								
N13.HOG0000200	OG0000084	n0														NB627_RS02190	NB626_RS02185																					DR099_RS01265								
N13.HOG0000201	OG0000085	n0														NB627_RS02195	NB626_RS02190																					DR099_RS01270								
N13.HOG0000202	OG0000086	n0														NB627_RS02210	NB626_RS02200																					DR099_RS01280								
N13.HOG0000203	OG0000087	n0														NB627_RS02225	NB626_RS02215																					DR099_RS01295								
N13.HOG0000204	OG0000088	n0														NB627_RS02230	NB626_RS02220																					DR099_RS03880								
N13.HOG0000205	OG0000089	n0														NB627_RS02240	NB626_RS02230																					DR099_RS01310								
N13.HOG0000206	OG0000090	n0														NB627_RS00070	NB626_RS00070																					DR099_RS03200								
N13.HOG0000207	OG0000091	n0														NB627_RS00055	NB626_RS00055																					DR099_RS00470								
N13.HOG0000208	OG0000092	n0														NB627_RS00050	NB626_RS00045																					DR099_RS00485								
N13.HOG0000209	OG0000093	n0														NB627_RS00035	NB626_RS00035																					DR099_RS00490								
N13.HOG0000210	OG0000094	n0														NB627_RS00030	NB626_RS00030																					DR099_RS00495								
N13.HOG0000211	OG0000095	n0														NB627_RS00005	NB626_RS00005																					DR099_RS00520								
N13.HOG0000212	OG0000096	n0														NB627_RS03825	NB626_RS03825																					DR099_RS00525								
N13.HOG0000213	OG0000097	n0														NB627_RS03805	NB626_RS03805																					DR099_RS00545								
N13.HOG0000214	OG0000098	n0														NB627_RS03795	NB626_RS03795																					DR099_RS00555								
N13.HOG0000215	OG0000099	n0														NB627_RS03745	NB626_RS03745																					DR099_RS04590								
N13.HOG0000216	OG0000100	n0														NB627_RS03725	NB626_RS03730																					DR099_RS03210								
N13.HOG0000217	OG0000101	n0														NB627_RS03720	NB626_RS03725																					DR099_RS03215								
N13.HOG0000218	OG0000102	n0														NB627_RS01835	NB626_RS01820																					DR099_RS02435								
N13.HOG0000219	OG0000103	n0														NB627_RS02375	NB626_RS02370																					DR099_RS02865								
N13.HOG0000220	OG0000104	n0														NB627_RS02380	NB626_RS02375																					DR099_RS02855								
N13.HOG0000221	OG0000105	n0														NB627_RS02400	NB626_RS02395																					DR099_RS02840								
N13.HOG0000222	OG0000106	n0														NB627_RS02405	NB626_RS02400																					DR099_RS02830								
N13.HOG0000223	OG0000107	n0														NB627_RS02415	NB626_RS02410																					DR099_RS02820								
N13.HOG0000224	OG0000108	n0														NB627_RS02420	NB626_RS02415																					DR099_RS02815								
N13.HOG0000225	OG0000109	n0														NB627_RS02425	NB626_RS02420																					DR099_RS02810								
N13.HOG0000226	OG0000110	n0														NB627_RS02555	NB626_RS02550																					DR099_RS02155								
N13.HOG0000227	OG0000111	n0														NB627_RS02550	NB626_RS02545																					DR099_RS02160								
N13.HOG0000228	OG0000112	n0														NB627_RS02540	NB626_RS02535																					DR099_RS02170								
N13.HOG0000229	OG0000113	n0														NB627_RS02515	NB626_RS02510																					DR099_RS04615								
N13.HOG0000230	OG0000114	n0														NB627_RS02510	NB626_RS02500																					DR099_RS03460								
N13.HOG0000231	OG0000115	n0														NB627_RS02495	NB626_RS02490																					DR099_RS00280								
N13.HOG0000232	OG0000116	n0														NB627_RS01420	NB626_RS01415																					DR099_RS00905								
N13.HOG0000233	OG0000117	n0														NB627_RS01425	NB626_RS01420																					DR099_RS00910								
N13.HOG0000234	OG0000118	n0														NB627_RS01460	NB626_RS01455																					DR099_RS00945								
N13.HOG0000235	OG0000119	n0														NB627_RS01465	NB626_RS01460																					DR099_RS00950								
N13.HOG0000236	OG0000120	n0														NB627_RS01485	NB626_RS01475																					DR099_RS00965								
N13.HOG0000237	OG0000121	n0														NB627_RS01515	NB626_RS01505																					DR099_RS00990								
N13.HOG0000238	OG0000122	n0														NB627_RS01520	NB626_RS01510																					DR099_RS00995								
N13.HOG0000239	OG0000123	n0														NB627_RS01540	NB626_RS01530																					DR099_RS01015								
N13.HOG0000240	OG0000124	n0														NB627_RS01545	NB626_RS01535																					DR099_RS01020								
N13.HOG0000241	OG0000125	n0														NB627_RS01550	NB626_RS01540																					DR099_RS01025								
N13.HOG0000242	OG0000126	n0														NB627_RS01560	NB626_RS01550																					DR099_RS01515								
N13.HOG0000243	OG0000127	n0														NB627_RS01570	NB626_RS01560																					DR099_RS01505								
N13.HOG0000244	OG0000128	n0														NB627_RS01585	NB626_RS01575																					DR099_RS01490								
N13.HOG0000245	OG0000129	n0														NB627_RS01590	NB626_RS01580																					DR099_RS01485								
N13.HOG0000246	OG0000130	n0														NB627_RS01600	NB626_RS01590																					DR099_RS01475								
N13.HOG0000247	OG0000131	n0														NB627_RS01630	NB626_RS01620																					DR099_RS04410								
N13.HOG0000248	OG0000132	n0														NB627_RS01645	NB626_RS01635																					DR099_RS04405								
N13.HOG0000249	OG0000133	n0														NB627_RS00640	NB626_RS00630																					DR099_RS02700								
N13.HOG0000250	OG0000134	n0														NB627_RS00645	NB626_RS00635																					DR099_RS02705								
N13.HOG0000251	OG0000135	n0														NB627_RS00660	NB626_RS00650																					DR099_RS02720								
N13.HOG0000252	OG0000136	n0														NB627_RS00665	NB626_RS00655																					DR099_RS02725								
N13.HOG0000253	OG0000137	n0														NB627_RS00695	NB626_RS00685																					DR099_RS02765								
N13.HOG0000254	OG0000138	n0														NB627_RS00730	NB626_RS00720																					DR099_RS01715								
N13.HOG0000255	OG0000139	n0														NB627_RS00760	NB626_RS00750																					DR099_RS01685								
N13.HOG0000256	OG0000140	n0														NB627_RS00765	NB626_RS00755																					DR099_RS01680								
N13.HOG0000257	OG0000141	n0														NB627_RS03120	NB626_RS03115																					DR099_RS01035								
N13.HOG0000258	OG0000142	n0														NB627_RS03115	NB626_RS03110																					DR099_RS04350								
N13.HOG0000259	OG0000143	n0														NB627_RS03100	NB626_RS03095																					DR099_RS01060								
N13.HOG0000260	OG0000144	n0														NB627_RS03085	NB626_RS03080																					DR099_RS01070								
N13.HOG0000261	OG0000145	n0														NB627_RS03075	NB626_RS03070																					DR099_RS01080								
N13.HOG0000262	OG0000146	n0														NB627_RS03065	NB626_RS03060																					DR099_RS01090								
N13.HOG0000263	OG0000147	n0														NB627_RS03060	NB626_RS03055																					DR099_RS01095								
N13.HOG0000264	OG0000148	n0														NB627_RS03045	NB626_RS03040																					DR099_RS01110								
N13.HOG0000265	OG0000149	n0														NB627_RS03035	NB626_RS03030																					DR099_RS01120								
N13.HOG0000266	OG0000150	n0														NB627_RS03025	NB626_RS03025																					DR099_RS01135								
N13.HOG0000267	OG0000151	n0														NB627_RS02970	NB626_RS02965																					DR099_RS00010								
N13.HOG0000268	OG0000152	n0														NB627_RS02965	NB626_RS02960																					DR099_RS00015								
N13.HOG0000269	OG0000153	n0														NB627_RS02960	NB626_RS02955																					DR099_RS00020								
N13.HOG0000270	OG0000154	n0														NB627_RS02950	NB626_RS02945																					DR099_RS00030								
N13.HOG0000271	OG0000155	n0														NB627_RS02910	NB626_RS02905																					DR099_RS00070								
N13.HOG0000272	OG0000156	n0														NB627_RS02905	NB626_RS02895																					DR099_RS00080								
N13.HOG0000273	OG0000157	n0														NB627_RS02895	NB626_RS02890																					DR099_RS04275								
N13.HOG0000274	OG0000158	n0														NB627_RS02885	NB626_RS02880																					DR099_RS04280								
N13.HOG0000275	OG0000159	n0														NB627_RS02645	NB626_RS02640																					DR099_RS02635								
N13.HOG0000276	OG0000160	n0														NB627_RS02640	NB626_RS02635																					DR099_RS02640								
N13.HOG0000277	OG0000161	n0														NB627_RS02635	NB626_RS02630																					DR099_RS02645								
N13.HOG0000278	OG0000162	n0														NB627_RS02625	NB626_RS02620																					DR099_RS02655								
N13.HOG0000279	OG0000163	n0														NB627_RS02620	NB626_RS02615																					DR099_RS02660								
N13.HOG0000280	OG0000164	n0														NB627_RS01735	NB626_RS01715																					DR099_RS01350								
N13.HOG0000281	OG0000165	n0														NB627_RS02080	NB626_RS02075																					DR099_RS00435								
N13.HOG0000282	OG0000166	n0														NB627_RS02100	NB626_RS02090																					DR099_RS01185								
N13.HOG0000283	OG0000167	n0														NB627_RS02115	NB626_RS02105																					DR099_RS01195								
N13.HOG0000284	OG0000168	n0														NB627_RS02120	NB626_RS02110																					DR099_RS01200								
N13.HOG0000285	OG0000169	n0														NB627_RS03235	NB626_RS03230																					DR099_RS03360								
N13.HOG0000286	OG0000170	n0														NB627_RS03255	NB626_RS03245																					DR099_RS02110								
N13.HOG0000287	OG0000171	n0														NB627_RS03265	NB626_RS03255																					DR099_RS02100								
N13.HOG0000288	OG0000172	n0														NB627_RS03270	NB626_RS03260																					DR099_RS02095								
N13.HOG0000289	OG0000173	n0														NB627_RS03275	NB626_RS03265																					DR099_RS02090								
N13.HOG0000290	OG0000174	n0														NB627_RS03280	NB626_RS03270																					DR099_RS02085								
N13.HOG0000291	OG0000175	n0														NB627_RS03295	NB626_RS03290																					DR099_RS02070								
N13.HOG0000292	OG0000176	n0														NB627_RS03350	NB626_RS03345																					DR099_RS02020								
N13.HOG0000293	OG0000177	n0														NB627_RS03355	NB626_RS03350																					DR099_RS02015								
N13.HOG0000294	OG0000178	n0														NB627_RS03365	NB626_RS03355																					DR099_RS02010								
N13.HOG0000295	OG0000179	n0														NB627_RS03370	NB626_RS03365																					DR099_RS02000								
N13.HOG0000296	OG0000180	n0														NB627_RS03375	NB626_RS03370																					DR099_RS01995								
N13.HOG0000297	OG0000181	n0														NB627_RS03415	NB626_RS03410																					DR099_RS04545								
N13.HOG0000298	OG0000182	n0														NB627_RS03425	NB626_RS03420																					DR099_RS02895								
N13.HOG0000299	OG0000183	n0														NB627_RS03460	NB626_RS03455																					DR099_RS02930								
N13.HOG0000300	OG0000184	n0														NB627_RS03505	NB626_RS03500																					DR099_RS02550								
