Orthogroup	MHP_133A_proteins	MHP_MHP694_proteins
OG0000083	WP_014579823.1	WP_014579823.1
OG0000084	WP_011284142.1	WP_011284142.1
OG0000085	WP_404924208.1	WP_160606605.1
OG0000086	WP_404924209.1	WP_160606607.1
OG0000087	WP_020835732.1	WP_020835732.1
OG0000088	WP_020835733.1	WP_258555428.1
OG0000089	WP_011206231.1	WP_011290212.1
OG0000090	WP_404924351.1	WP_094521535.1
OG0000091	WP_020835487.1	WP_020835487.1
OG0000092	WP_011205847.1	WP_160606483.1
OG0000093	WP_160584856.1	WP_160584856.1
OG0000094	WP_160606485.1	WP_160606485.1
OG0000095	WP_044272251.1	WP_044272251.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_404924347.1	WP_160606491.1
OG0000098	WP_404924345.1	WP_160588100.1
OG0000099	WP_404924341.1	WP_160606925.1
OG0000100	WP_404924338.1	WP_160606905.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_404924487.1	WP_020835678.1
OG0000103	WP_404924223.1	WP_160606854.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_146379630.1	WP_146379630.1
OG0000106	WP_146379631.1	WP_160606852.1
OG0000107	WP_011284169.1	WP_011284169.1
OG0000108	WP_011206247.1	WP_192894278.1
OG0000109	WP_404924224.1	WP_160606848.1
OG0000110	WP_404924239.1	WP_094521705.1
OG0000111	WP_404924238.1	WP_258555455.1
OG0000112	WP_404924236.1	WP_258555456.1
OG0000113	WP_404924231.1	WP_160606955.1
OG0000114	WP_404923958.1	WP_258555507.1
OG0000115	WP_011290245.1	WP_160606959.1
OG0000116	WP_404924436.1	WP_011290103.1
OG0000117	WP_160590503.1	WP_160606554.1
OG0000118	WP_011290108.1	WP_011290108.1
OG0000119	WP_135618686.1	WP_160585678.1
OG0000120	WP_011284027.1	WP_011284027.1
OG0000121	WP_011284032.1	WP_011284032.1
OG0000122	WP_020835643.1	WP_020835643.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_011290118.1	WP_011290118.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_160585089.1	WP_160606641.1
OG0000127	WP_404924444.1	WP_011205948.1
OG0000128	WP_404924446.1	WP_160600834.1
OG0000129	WP_014579732.1	WP_160606633.1
OG0000130	WP_011284046.1	WP_011284046.1
OG0000131	WP_160588225.1	WP_160606629.1
OG0000132	WP_011205939.1	WP_044272410.1
OG0000133	WP_094521764.1	WP_094521764.1
OG0000134	WP_308507044.1	WP_308704615.1
OG0000135	WP_160585148.1	WP_160606832.1
OG0000136	WP_011206119.1	WP_011206119.1
OG0000137	WP_404924396.1	WP_011206113.1
OG0000138	WP_404924401.1	WP_160606670.1
OG0000139	WP_011290017.1	WP_011206102.1
OG0000140	WP_011206101.1	WP_011206101.1
OG0000141	WP_146379698.1	WP_160606564.1
OG0000142	WP_011284289.1	WP_094521740.1
OG0000143	WP_011206391.1	WP_011206391.1
OG0000144	WP_404924284.1	WP_160606570.1
OG0000145	WP_225972996.1	WP_258555421.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_041361684.1	WP_160587854.1
OG0000149	WP_011290331.1	WP_011206379.1
OG0000150	WP_135619006.1	WP_011206376.1
OG0000151	WP_404924277.1	WP_135618994.1
OG0000152	WP_404924276.1	WP_160606405.1
OG0000153	WP_233688497.1	WP_011206347.1
OG0000154	WP_160587842.1	WP_011206345.1
OG0000155	WP_020835820.1	WP_020835820.1
OG0000156	WP_011206335.1	WP_011206335.1
OG0000157	WP_011206334.1	WP_011206334.1
OG0000158	WP_404924268.1	WP_160606413.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_179221158.1	WP_160590318.1
OG0000161	WP_011206287.1	WP_160606813.1
OG0000162	WP_135619210.1	WP_160606827.1
OG0000163	WP_404924246.1	WP_160606817.1
OG0000164	WP_348572081.1	WP_160606619.1
OG0000165	WP_011206200.1	WP_011206200.1
OG0000166	WP_160590029.1	WP_011290193.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_404924203.1	WP_160606591.1
OG0000169	WP_002557698.1	WP_160606931.1
OG0000170	WP_020835862.1	WP_044284702.1
OG0000171	WP_404924298.1	WP_050195447.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011206425.1	WP_011284312.1
OG0000174	WP_160600929.1	WP_160606711.1
OG0000175	WP_404924300.1	WP_160606707.1
OG0000176	WP_160585271.1	WP_160606699.1
OG0000177	WP_160585273.1	WP_160606697.1
OG0000178	WP_160585275.1	WP_020835878.1
OG0000179	WP_020835880.1	WP_014579979.1
OG0000180	WP_081642895.1	WP_011206445.1
OG0000181	WP_020835888.1	WP_160606860.1
OG0000182	WP_011206453.1	WP_160585211.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_160585238.1	WP_011206468.1
OG0000185	WP_146379740.1	WP_146379740.1
OG0000186	WP_020835656.1	WP_020835656.1
OG0000187	WP_011284055.1	WP_011284055.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_160607686.1	WP_160606844.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_020835755.1	WP_020835755.1
OG0000192	WP_160587990.1	WP_011284001.1
OG0000193	WP_094521610.1	WP_011283999.1
OG0000194	WP_011290023.1	WP_160606664.1
OG0000195	WP_094521583.1	WP_011283924.1
OG0000196	WP_020835573.1	WP_020835573.1
OG0000197	WP_404924405.1	WP_041361572.1
OG0000198	WP_011283930.1	WP_011206087.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_160588272.1	WP_160588272.1
OG0000201	WP_404924407.1	WP_011283934.1
OG0000202	WP_011290039.1	WP_011290039.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_011206071.1	WP_308704603.1
OG0000205	WP_404924414.1	WP_160606691.1
OG0000206	WP_011290044.1	WP_011290044.1
OG0000207	WP_011206063.1	WP_160606687.1
OG0000208	WP_011290046.1	WP_135618591.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_404924418.1	WP_160606686.1
OG0000211	WP_011290054.1	WP_011206050.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_011283963.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_011290055.1	WP_011290055.1
OG0000216	WP_014579616.1	WP_160606684.1
OG0000217	WP_404924419.1	WP_011206044.1
OG0000218	WP_011290058.1	WP_011290058.1
OG0000219	WP_011206041.1	WP_011206041.1
OG0000220	WP_020835592.1	WP_160606682.1
OG0000221	WP_011206039.1	WP_011206039.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_404924420.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_020835596.1	WP_044284599.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011290064.1	WP_011206031.1
OG0000228	WP_404924421.1	WP_041361593.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_011206027.1	WP_011206027.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_233688672.1	WP_011290071.1
OG0000234	WP_404924425.1	WP_146379533.1
OG0000235	WP_011290078.1	WP_020835611.1
OG0000236	WP_011283989.1	WP_020835612.1
OG0000237	WP_404924426.1	WP_160606765.1
OG0000238	WP_011206006.1	WP_011283991.1
OG0000239	WP_011290347.1	WP_146379700.1
OG0000240	WP_020835851.1	WP_020835851.1
OG0000241	WP_135619036.1	WP_160585231.1
OG0000242	WP_020835854.1	WP_160606881.1
OG0000243	WP_011290352.1	WP_160606879.1
OG0000244	WP_041361690.1	WP_258555484.1
OG0000245	WP_404924288.1	WP_146379707.1
OG0000246	WP_050195463.1	WP_160606885.1
OG0000247	WP_404924356.1	WP_258555412.1
OG0000248	WP_146379774.1	WP_052259122.1
OG0000249	WP_404924357.1	WP_160606537.1
OG0000250	WP_011289957.1	WP_160584772.1
OG0000251	WP_347952354.1	WP_014579544.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_160606527.1	WP_160606527.1
OG0000254	WP_160584767.1	WP_160600665.1
OG0000255	WP_014579550.1	WP_160600667.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_011289973.1
OG0000258	WP_011283871.1	WP_011289974.1
OG0000259	WP_404924364.1	WP_258555282.1
OG0000260	WP_404924365.1	WP_094521550.1
OG0000261	WP_404924366.1	WP_160606519.1
OG0000262	WP_135618519.1	WP_041361531.1
OG0000263	WP_011283885.1	WP_160606511.1
OG0000264	WP_404924371.1	WP_011283887.1
OG0000265	WP_404924372.1	WP_160606505.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_146379477.1	WP_014579577.1
OG0000268	WP_404924385.1	WP_011283894.1
OG0000269	WP_011206134.1	WP_160606874.1
OG0000270	WP_404924335.1	WP_020835916.1
OG0000271	WP_404924334.1	WP_020835915.1
OG0000272	WP_011284373.1	WP_011284373.1
OG0000273	WP_404924333.1	WP_011206502.1
OG0000274	WP_011290423.1	WP_094521521.1
OG0000275	WP_228366117.1	WP_228366117.1
OG0000276	WP_011290421.1	WP_160606755.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_160588182.1	WP_011206493.1
OG0000279	WP_404924330.1	WP_258555459.1
OG0000280	WP_011206490.1	WP_011206490.1
OG0000281	WP_014580012.1	WP_081430772.1
OG0000282	WP_404924327.1	WP_160606749.1
OG0000283	WP_160584907.1	WP_044272663.1
OG0000284	WP_404924501.1	WP_160585585.1
OG0000285	WP_404924325.1	WP_160606747.1
OG0000286	WP_146379652.1	WP_160606821.1
OG0000287	WP_011206297.1	WP_011284216.1
OG0000288	WP_011206299.1	WP_011284218.1
OG0000289	WP_404924251.1	WP_160606443.1
OG0000290	WP_011290297.1	WP_011284237.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_404924261.1	WP_044284681.1
OG0000293	WP_404924260.1	WP_160606429.1
OG0000294	WP_404924259.1	WP_160587813.1
OG0000295	WP_404924258.1	WP_011206315.1
OG0000296	WP_404924255.1	WP_160606437.1
OG0000297	WP_146379664.1	WP_011284225.1
OG0000298	WP_160606533.1	WP_160606533.1
OG0000299	WP_094521545.1	WP_160606529.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_135618529.1	WP_011283891.1
OG0000302	WP_011205925.1	WP_014579576.1
OG0000303	WP_146379484.1	WP_146379484.1
OG0000304	WP_220190741.1	WP_011283978.1
OG0000305	WP_404924282.1	WP_014579943.1
OG0000306	WP_146379686.1	WP_160606583.1
OG0000307	WP_404924275.1	WP_011206346.1
OG0000308	WP_404911934.1	WP_020835811.1
OG0000309	WP_011206313.1	WP_011206313.1
OG0000310	WP_011206298.1	WP_160606445.1
OG0000311	WP_011206293.1	WP_160606809.1
OG0000312	WP_041361671.1	WP_041361671.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_404924483.1	WP_160606479.1
OG0000315	WP_011290197.1	WP_160606593.1
OG0000316	WP_404924204.1	WP_160606597.1
OG0000317	WP_135618864.1	WP_146379589.1
OG0000318	WP_404924205.1	WP_220200697.1
OG0000319	WP_135618880.1	WP_044272490.1
OG0000320	WP_404924234.1	WP_160606735.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_160588227.1	WP_160606645.1
OG0000324	WP_011290222.1	WP_094521693.1
OG0000325	WP_011206094.1	WP_160606662.1
OG0000326	WP_404924411.1	WP_160588270.1
OG0000327	WP_160584807.1	WP_160584807.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_225973017.1	WP_225973017.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_146379704.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_020835889.1	WP_160606862.1
OG0000335	WP_041361699.1	WP_160606864.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_050195472.1	WP_050195472.1
OG0000338	WP_014580051.1	WP_011284394.1
OG0000339	WP_404924230.1	WP_160606957.1
OG0000340	WP_146379551.1	WP_011205973.1
OG0000341	WP_011290226.1	WP_011290226.1
OG0000342	WP_011290029.1	WP_160606656.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_404924394.1	WP_160606838.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_308507030.1
OG0000347	WP_011205955.1	WP_160606560.1
OG0000348	WP_404924412.1	WP_240536364.1
OG0000349	WP_404924332.1	WP_160606759.1
OG0000350	WP_404924274.1	WP_160606407.1
OG0000351	WP_011206131.1	WP_308704616.1
OG0000352	WP_404924481.1	WP_160606475.1
OG0000353	WP_404924440.1	WP_160584724.1
OG0000354	WP_404924402.1	WP_308704602.1
OG0000355	WP_011206194.1	WP_011206194.1
OG0000356	WP_308507057.1	WP_308704593.1
OG0000357	WP_228366113.1	WP_228366113.1
OG0000358	WP_404924299.1	WP_160606709.1
OG0000359	WP_404924408.1	WP_308704599.1
OG0000360	WP_404924361.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_011289979.1
OG0000362	WP_094521719.1	WP_160606441.1
OG0000363	WP_233417364.1	WP_308704597.1
OG0000364	WP_044272453.1	WP_160606467.1
OG0000365	WP_404924207.1	WP_160606601.1
OG0000366	WP_146379594.1	WP_011206224.1
OG0000367	WP_404924210.1	WP_225973040.1
OG0000368	WP_011289935.1	WP_011289935.1
OG0000369	WP_404924349.1	WP_011289930.1
OG0000370	WP_044272260.1	WP_044272260.1
OG0000371	WP_044272256.1	WP_044272256.1
OG0000372	WP_135618439.1	WP_135618439.1
OG0000373	WP_404924348.1	WP_160606489.1
OG0000374	WP_404924346.1	WP_160606493.1
OG0000375	WP_146379628.1	WP_146379628.1
OG0000376	WP_404924237.1	WP_160606729.1
OG0000377	WP_404924235.1	WP_160606733.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_404924442.1	WP_160588252.1
OG0000381	WP_404924443.1	WP_160606639.1
OG0000382	WP_404924447.1	WP_160606631.1
OG0000383	WP_014579735.1	WP_160606627.1
OG0000384	WP_404924391.1	WP_041361727.1
OG0000385	WP_044272311.1	WP_044272311.1
OG0000386	WP_011290004.1	WP_011290004.1
OG0000387	WP_404924392.1	WP_160606834.1
OG0000388	WP_404924393.1	WP_160606836.1
OG0000389	WP_020835565.1	WP_160606672.1
OG0000390	WP_011290340.1	WP_011206390.1
OG0000391	WP_404924283.1	WP_160606572.1
OG0000392	WP_404924281.1	WP_160606574.1
OG0000393	WP_404924279.1	WP_160606581.1
OG0000394	WP_011284253.1	WP_014579921.1
OG0000395	WP_404924270.1	WP_160606409.1
OG0000396	WP_020835781.1	WP_160606819.1
OG0000397	WP_011206196.1	WP_160606471.1
OG0000398	WP_146379611.1	WP_020835709.1
OG0000399	WP_348571612.1	WP_160606589.1
OG0000400	WP_243216310.1	WP_160606713.1
OG0000401	WP_404924302.1	WP_160606703.1
OG0000402	WP_404924303.1	WP_160606701.1
OG0000403	WP_404924022.1	WP_220200714.1
OG0000404	WP_146379727.1	WP_160606695.1
OG0000405	WP_160585278.1	WP_011284327.1
OG0000406	WP_404924308.1	WP_160606872.1
OG0000407	WP_404924309.1	WP_160606866.1
OG0000408	WP_404924310.1	WP_160606868.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_404924318.1	WP_011206469.1
OG0000411	WP_404924317.1	WP_160606799.1
OG0000412	WP_404924316.1	WP_011290399.1
OG0000413	WP_146379568.1	WP_146379568.1
OG0000414	WP_011290131.1	WP_160606625.1
OG0000415	WP_404924448.1	WP_020835657.1
OG0000416	WP_404924449.1	WP_011284056.1
OG0000417	WP_404924226.1	WP_160585790.1
OG0000418	WP_348571647.1	WP_160606846.1
OG0000419	WP_020835572.1	WP_160606658.1
OG0000420	WP_020835574.1	WP_160606655.1
OG0000421	WP_011290034.1	WP_160606650.1
OG0000422	WP_020835580.1	WP_160606648.1
OG0000423	WP_404924415.1	WP_020835585.1
OG0000424	WP_135618587.1	WP_135618587.1
OG0000425	WP_011283949.1	WP_011206065.1
OG0000426	WP_011206064.1	WP_160606689.1
OG0000427	WP_135618593.1	WP_135618593.1
OG0000428	WP_011206054.1	WP_011206054.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000431	WP_146379524.1	WP_146379524.1
OG0000432	WP_404924424.1	WP_044272360.1
OG0000433	WP_160606761.1	WP_160606761.1
OG0000434	WP_160606763.1	WP_160606763.1
OG0000435	WP_011290077.1	WP_020835610.1
OG0000436	WP_011206005.1	WP_160606767.1
OG0000437	WP_020835616.1	WP_044272373.1
OG0000438	WP_404924427.1	WP_160606769.1
OG0000439	WP_404924428.1	WP_020835619.1
OG0000440	WP_020835852.1	WP_160588325.1
OG0000441	WP_404924290.1	WP_011284299.1
OG0000442	WP_404924355.1	WP_258555485.1
OG0000443	WP_044272282.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_404924360.1	WP_044284571.1
OG0000446	WP_135618497.1	WP_020835513.1
OG0000447	WP_044284573.1	WP_014579553.1
OG0000448	WP_404924362.1	WP_146379469.1
OG0000449	WP_348571941.1	WP_160606523.1
OG0000450	WP_404924074.1	WP_160606521.1
OG0000451	WP_404924370.1	WP_160606509.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_404924386.1	WP_011206136.1
OG0000455	WP_404924337.1	WP_146379761.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_404924500.1	WP_160606745.1
OG0000458	WP_020835790.1	WP_160606447.1
OG0000459	WP_404924252.1	WP_011206301.1
OG0000460	WP_404924253.1	WP_011206303.1
OG0000461	WP_404924496.1	WP_220200668.1
OG0000462	WP_011206311.1	WP_160606431.1
OG0000463	WP_011206310.1	WP_160606433.1
OG0000464	WP_011206309.1	WP_094521720.1
OG0000465	WP_404924256.1	WP_160606435.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_404924266.1	WP_160606417.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_044272348.1
OG0000472	WP_404924319.1	WP_160606795.1
OG0000473	WP_020835917.1	WP_160588156.1
OG0000474	WP_404924336.1	WP_011284377.1
OG0000475	WP_160584892.1	WP_160606907.1
OG0000476	WP_011205931.1	WP_160606623.1
OG0000477	WP_135618962.1	WP_160587815.1
OG0000478	WP_404924331.1	WP_160606753.1
OG0000479	WP_404924439.1	WP_160606558.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_308704598.1
OG0000482	WP_404924431.1	WP_160606911.1
OG0000483	WP_404924211.1	WP_160606609.1
OG0000484	WP_404924359.1	WP_228365405.1
OG0000485	WP_020835615.1	WP_020835615.1
OG0000486	WP_011290228.1	WP_160588293.1
OG0000487	WP_404924490.1	WP_220200698.1
OG0000488	WP_020835728.1	WP_020835728.1
OG0000489	WP_404924350.1	WP_011205849.1
OG0000490	WP_011206527.1	WP_160606487.1
OG0000491	WP_160588241.1	WP_020835639.1
OG0000492	WP_146379559.1	WP_160606562.1
OG0000493	WP_404924395.1	WP_160606840.1
OG0000494	WP_404924403.1	WP_160606666.1
OG0000496	WP_011206375.1	WP_011284271.1
OG0000497	WP_014579936.1	WP_160606579.1
OG0000498	WP_011290314.1	WP_011206340.1
OG0000499	WP_020835817.1	WP_011284249.1
OG0000501	WP_404924297.1	WP_148166908.1
OG0000502	WP_404924430.1	WP_160606909.1
OG0000503	WP_404924406.1	WP_160606653.1
OG0000504	WP_404924485.1	WP_146379513.1
OG0000505	WP_146379519.1	WP_011290053.1
OG0000507	WP_020835590.1	WP_020835590.1
OG0000509	WP_020835518.1	WP_220200685.1
OG0000510	WP_404924363.1	WP_011289977.1
OG0000511	WP_011206135.1	WP_011206135.1
OG0000512	WP_404924254.1	WP_160606439.1
OG0000513	WP_160585582.1	WP_160606751.1
OG0000514	WP_404924280.1	WP_160606575.1
OG0000517	WP_011283834.1	WP_011283834.1
OG0000518	WP_404924301.1	WP_160606705.1
OG0000519	WP_020835579.1	WP_135618573.1
OG0000522	WP_135618505.1	WP_135618505.1
OG0000523	WP_404924324.1	WP_160606743.1
OG0000524	WP_404924265.1	WP_160606419.1
OG0000525	WP_404924320.1	WP_160606793.1
OG0000527	WP_404924472.1	WP_258555505.1
OG0000530	WP_011284186.1	WP_160585298.1
OG0000532	WP_404924453.1, WP_404924454.1	WP_308507102.1
OG0000534	WP_014579573.1	WP_160606507.1
OG0000536	WP_404924342.1	WP_160606923.1
OG0000540	WP_404924262.1	WP_160606427.1
OG0000541	WP_404924269.1	WP_160606411.1
OG0000544	WP_308507042.1	WP_014579703.1
OG0000545	WP_404924475.1	WP_160606457.1
OG0000546	WP_160585684.1	WP_258555239.1
OG0000551	WP_404924287.1	WP_146379706.1
OG0000552	WP_404924304.1	WP_094521504.1
OG0000553	WP_404924267.1	WP_011206330.1
OG0000554	WP_404924240.1	WP_160606725.1
OG0000555	WP_308507032.1	WP_228366107.1
OG0000557	WP_146379545.1	WP_160606544.1
OG0000558	WP_404924432.1	WP_160606915.1
OG0000559	WP_011206161.1	WP_020835677.1
OG0000560	WP_011284100.1	WP_160606454.1
OG0000561	WP_011290073.1	WP_011290073.1
OG0000562	WP_146379618.1	WP_146379618.1
OG0000563	WP_160587877.1	WP_011290172.1
OG0000564	WP_041361605.1	WP_160606552.1
OG0000565	WP_011290181.1	WP_160606463.1
OG0000566	WP_404924480.1	WP_160606461.1
OG0000567	WP_404924476.1	WP_225972971.1
OG0000568	WP_044272325.1	WP_044272325.1
OG0000569	WP_404924433.1	WP_160587997.1
OG0000570	WP_011290093.1	WP_160606917.1
OG0000571	WP_011205986.1	WP_160606542.1
OG0000572	WP_160585558.1	WP_160606546.1
OG0000573	WP_404924463.1	WP_020835676.1
OG0000574	WP_014579714.1	WP_011284018.1
OG0000575	WP_146379542.1	WP_160606913.1
OG0000576	WP_011290145.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_258555388.1
OG0000578	WP_160585659.1	WP_160606415.1
OG0000579	WP_146379623.1	WP_146379623.1
OG0000580	WP_041361798.1	WP_135619214.1
OG0000581	WP_404924473.1	WP_160606949.1
OG0000582	WP_404924434.1	WP_308704591.1
OG0000583	WP_404924462.1	WP_160606779.1
OG0000585	WP_146379626.1	WP_160588364.1
OG0000586	WP_404924460.1	WP_044272424.1
OG0000587	WP_258555257.1	WP_258555257.1
OG0000588	WP_404924457.1	WP_243216079.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000593	WP_404924339.1	WP_160606903.1
OG0000595	WP_404924292.1	WP_308704618.1, WP_308704617.1
OG0000596	WP_014579752.1	WP_258555501.1
OG0000597	WP_404924291.1	WP_044272591.1, WP_220200744.1
OG0000598	WP_404924468.1	WP_258555502.1
OG0000599	WP_011206170.1	WP_011206170.1
OG0000604	WP_258555242.1	WP_258555422.1
OG0000607	WP_160587988.1	WP_158209054.1
OG0000608	WP_404924474.1	WP_160606456.1
OG0000611	WP_225973003.1	WP_258555488.1
OG0000612	WP_225973036.1	WP_220200746.1
OG0000615	WP_044272557.1	WP_011206331.1
