NZ_CP098237.1	+	1	1392	ID154B	+	1	1392
NZ_CP098237.1	-	99232	99612	seqID	strand	start	end
NZ_CP098237.1	-	99616	100128	seqID	strand	start	end
NZ_CP098237.1	-	100119	100619	seqID	strand	start	end
NZ_CP098237.1	+	100884	102257	seqID	strand	start	end
NZ_CP098237.1	+	102444	103826	seqID	strand	start	end
NZ_CP098237.1	-	104009	105292	seqID	strand	start	end
NZ_CP098237.1	-	105297	105995	seqID	strand	start	end
NZ_CP098237.1	-	106712	109663	seqID	strand	start	end
NZ_CP098237.1	-	109974	110049	seqID	strand	start	end
NZ_CP098237.1	-	110051	110126	seqID	strand	start	end
NZ_CP098237.1	-	110129	110203	seqID	strand	start	end
NZ_CP098237.1	-	110255	110345	seqID	strand	start	end
NZ_CP098237.1	-	110350	110425	seqID	strand	start	end
NZ_CP098237.1	-	110486	110562	seqID	strand	start	end
NZ_CP098237.1	-	110567	110643	seqID	strand	start	end
NZ_CP098237.1	-	110650	110726	seqID	strand	start	end
NZ_CP098237.1	-	110808	110884	seqID	strand	start	end
NZ_CP098237.1	+	110962	111753	seqID	strand	start	end
NZ_CP098237.1	-	112037	113509	seqID	strand	start	end
NZ_CP098237.1	-	113499	114128	seqID	strand	start	end
NZ_CP098237.1	+	114434	114695	seqID	strand	start	end
NZ_CP098237.1	+	114969	115685	seqID	strand	start	end
NZ_CP098237.1	-	116076	118919	seqID	strand	start	end
NZ_CP098237.1	-	118912	121407	seqID	strand	start	end
NZ_CP098237.1	-	121603	121935	seqID	strand	start	end
NZ_CP098237.1	+	122091	123656	seqID	strand	start	end
NZ_CP098237.1	-	123679	124266	seqID	strand	start	end
NZ_CP098237.1	+	124423	124496	seqID	strand	start	end
NZ_CP098237.1	+	124636	125127	seqID	strand	start	end
NZ_CP098237.1	+	125651	126637	seqID	strand	start	end
NZ_CP098237.1	+	126774	127691	seqID	strand	start	end
NZ_CP098237.1	+	127716	131150	seqID	strand	start	end
NZ_CP098237.1	+	131159	134089	seqID	strand	start	end
NZ_CP098237.1	-	134094	136172	seqID	strand	start	end
NZ_CP098237.1	+	136355	137083	seqID	strand	start	end
NZ_CP098237.1	+	137206	137472	seqID	strand	start	end
NZ_CP098237.1	+	137603	137985	seqID	strand	start	end
NZ_CP098237.1	-	138129	141056	seqID	strand	start	end
NZ_CP098237.1	-	141077	144278	seqID	strand	start	end
NZ_CP098237.1	-	144692	145120	seqID	strand	start	end
NZ_CP098237.1	+	145690	146010	seqID	strand	start	end
NZ_CP098237.1	+	146012	146704	seqID	strand	start	end
NZ_CP098237.1	+	146697	147341	seqID	strand	start	end
NZ_CP098237.1	+	147345	147848	seqID	strand	start	end
NZ_CP098237.1	+	147969	148817	seqID	strand	start	end
NZ_CP098237.1	+	148817	149089	seqID	strand	start	end
NZ_CP098237.1	+	149103	149714	seqID	strand	start	end
NZ_CP098237.1	+	149714	150397	seqID	strand	start	end
NZ_CP098237.1	+	150400	150810	seqID	strand	start	end
NZ_CP098237.1	+	150818	151183	seqID	strand	start	end
NZ_CP098237.1	+	151176	151463	seqID	strand	start	end
NZ_CP098237.1	+	151465	151833	seqID	strand	start	end
NZ_CP098237.1	+	151838	152161	seqID	strand	start	end
NZ_CP098237.1	+	152165	152710	seqID	strand	start	end
NZ_CP098237.1	+	152756	152941	seqID	strand	start	end
NZ_CP098237.1	+	152947	153342	seqID	strand	start	end
NZ_CP098237.1	+	153349	153888	seqID	strand	start	end
NZ_CP098237.1	+	153891	154256	seqID	strand	start	end
NZ_CP098237.1	+	154258	154908	seqID	strand	start	end
NZ_CP098237.1	+	155020	155463	seqID	strand	start	end
NZ_CP098237.1	+	155463	156884	seqID	strand	start	end
NZ_CP098237.1	+	156930	157568	seqID	strand	start	end
NZ_CP098237.1	+	157559	158311	seqID	strand	start	end
NZ_CP098237.1	+	158312	158539	seqID	strand	start	end
NZ_CP098237.1	+	158585	158698	seqID	strand	start	end
NZ_CP098237.1	+	158843	159256	seqID	strand	start	end
NZ_CP098237.1	+	159259	159663	seqID	strand	start	end
NZ_CP098237.1	+	159670	160668	seqID	strand	start	end
NZ_CP098237.1	+	160671	161033	seqID	strand	start	end
NZ_CP098237.1	-	161240	161962	seqID	strand	start	end
NZ_CP098237.1	-	161943	162371	seqID	strand	start	end
NZ_CP098237.1	-	162364	163509	seqID	strand	start	end
NZ_CP098237.1	-	163502	164215	seqID	strand	start	end
NZ_CP098237.1	-	164216	164677	seqID	strand	start	end
NZ_CP098237.1	-	164649	165299	seqID	strand	start	end
NZ_CP098237.1	-	165632	166828	seqID	strand	start	end
NZ_CP098237.1	+	166906	168945	seqID	strand	start	end
NZ_CP098237.1	+	168917	169300	seqID	strand	start	end
NZ_CP098237.1	+	169318	169770	seqID	strand	start	end
NZ_CP098237.1	+	169770	170165	seqID	strand	start	end
NZ_CP098237.1	+	170172	171053	seqID	strand	start	end
NZ_CP098237.1	+	171533	172213	seqID	strand	start	end
NZ_CP098237.1	+	172240	172800	seqID	strand	start	end
NZ_CP098237.1	+	172781	173374	seqID	strand	start	end
NZ_CP098237.1	+	173375	174232	seqID	strand	start	end
NZ_CP098237.1	+	174213	174863	seqID	strand	start	end
NZ_CP098237.1	-	174943	175365	seqID	strand	start	end
NZ_CP098237.1	-	175510	176838	seqID	strand	start	end
NZ_CP098237.1	-	177034	178269	seqID	strand	start	end
NZ_CP098237.1	-	178285	179097	seqID	strand	start	end
NZ_CP098237.1	-	179107	179757	seqID	strand	start	end
NZ_CP098237.1	-	179741	180346	seqID	strand	start	end
NZ_CP098237.1	+	180405	180479	seqID	strand	start	end
NZ_CP098237.1	-	180486	181244	seqID	strand	start	end
NZ_CP098237.1	-	181231	181755	seqID	strand	start	end
NZ_CP098237.1	-	181748	182188	seqID	strand	start	end
NZ_CP098237.1	-	182179	183582	seqID	strand	start	end
NZ_CP098237.1	-	183643	184359	seqID	strand	start	end
NZ_CP098237.1	-	184346	185431	seqID	strand	start	end
NZ_CP098237.1	-	185476	188316	seqID	strand	start	end
NZ_CP098237.1	+	188378	188461	seqID	strand	start	end
NZ_CP098237.1	-	188721	189668	seqID	strand	start	end
NZ_CP098237.1	-	189794	191248	seqID	strand	start	end
NZ_CP098237.1	-	191461	192564	seqID	strand	start	end
NZ_CP098237.1	-	192592	192688	seqID	strand	start	end
NZ_CP098237.1	+	192818	193642	seqID	strand	start	end
NZ_CP098237.1	-	193901	194155	seqID	strand	start	end
NZ_CP098237.1	-	194164	194463	seqID	strand	start	end
NZ_CP098237.1	+	194615	195274	seqID	strand	start	end
NZ_CP098237.1	+	195326	196396	seqID	strand	start	end
NZ_CP098237.1	-	196425	196700	seqID	strand	start	end
NZ_CP098237.1	+	196775	197566	seqID	strand	start	end
NZ_CP098237.1	+	197673	199109	seqID	strand	start	end
NZ_CP098237.1	+	199338	199676	seqID	strand	start	end
NZ_CP098237.1	+	199691	199831	seqID	strand	start	end
NZ_CP098237.1	+	199983	200177	seqID	strand	start	end
NZ_CP098237.1	+	200222	200575	seqID	strand	start	end
NZ_CP098237.1	+	200631	200825	seqID	strand	start	end
NZ_CP098237.1	-	200990	201691	seqID	strand	start	end
NZ_CP098237.1	-	201660	202532	seqID	strand	start	end
NZ_CP098237.1	+	203098	203223	seqID	strand	start	end
NZ_CP098237.1	-	203313	204062	seqID	strand	start	end
NZ_CP098237.1	-	204071	204898	seqID	strand	start	end
NZ_CP098237.1	+	205530	205605	seqID	strand	start	end
NZ_CP098237.1	-	205725	206729	seqID	strand	start	end
NZ_CP098237.1	-	206729	207853	seqID	strand	start	end
NZ_CP098237.1	-	208044	208559	seqID	strand	start	end
NZ_CP098237.1	-	208572	210161	seqID	strand	start	end
NZ_CP098237.1	-	210246	211463	seqID	strand	start	end
NZ_CP098237.1	+	211688	211773	seqID	strand	start	end
NZ_CP098237.1	+	211777	211852	seqID	strand	start	end
NZ_CP098237.1	+	211914	212882	seqID	strand	start	end
NZ_CP098237.1	+	213354	215273	seqID	strand	start	end
NZ_CP098237.1	+	215543	217201	seqID	strand	start	end
NZ_CP098237.1	+	217473	220632	seqID	strand	start	end
NZ_CP098237.1	+	220653	223502	seqID	strand	start	end
NZ_CP098237.1	+	223728	224327	seqID	strand	start	end
NZ_CP098237.1	+	224563	227280	seqID	strand	start	end
NZ_CP098237.1	-	227597	228280	seqID	strand	start	end
NZ_CP098237.1	+	228355	231006	seqID	strand	start	end
NZ_CP098237.1	+	230982	231413	seqID	strand	start	end
NZ_CP098237.1	+	231419	231847	seqID	strand	start	end
NZ_CP098237.1	+	231881	232435	seqID	strand	start	end
NZ_CP098237.1	+	232413	233306	seqID	strand	start	end
NZ_CP098237.1	+	233346	235492	seqID	strand	start	end
NZ_CP098237.1	+	235616	237082	seqID	strand	start	end
NZ_CP098237.1	+	237084	237914	seqID	strand	start	end
NZ_CP098237.1	-	237903	239231	seqID	strand	start	end
NZ_CP098237.1	-	239275	240891	seqID	strand	start	end
NZ_CP098237.1	+	241061	242113	seqID	strand	start	end
NZ_CP098237.1	+	242573	243673	seqID	strand	start	end
NZ_CP098237.1	+	243673	244638	seqID	strand	start	end
NZ_CP098237.1	+	244640	246052	seqID	strand	start	end
NZ_CP098237.1	+	246042	247373	seqID	strand	start	end
NZ_CP098237.1	+	247360	253503	seqID	strand	start	end
NZ_CP098237.1	+	253514	256192	seqID	strand	start	end
NZ_CP098237.1	-	256283	256954	seqID	strand	start	end
NZ_CP098237.1	-	257889	260051	seqID	strand	start	end
NZ_CP098237.1	-	260107	260559	seqID	strand	start	end
NZ_CP098237.1	-	260563	261582	seqID	strand	start	end
NZ_CP098237.1	-	262293	263549	seqID	strand	start	end
NZ_CP098237.1	+	264046	265515	seqID	strand	start	end
NZ_CP098237.1	+	265515	266531	seqID	strand	start	end
NZ_CP098237.1	+	266515	267321	seqID	strand	start	end
NZ_CP098237.1	+	267311	268330	seqID	strand	start	end
NZ_CP098237.1	+	268330	270300	seqID	strand	start	end
NZ_CP098237.1	+	270300	271202	seqID	strand	start	end
NZ_CP098237.1	+	271214	272743	seqID	strand	start	end
NZ_CP098237.1	+	272756	273352	seqID	strand	start	end
NZ_CP098237.1	+	273484	274569	seqID	strand	start	end
NZ_CP098237.1	+	274592	275797	seqID	strand	start	end
NZ_CP098237.1	+	275820	276863	seqID	strand	start	end
NZ_CP098237.1	-	276974	278035	seqID	strand	start	end
NZ_CP098237.1	-	278039	278548	seqID	strand	start	end
NZ_CP098237.1	-	278851	279429	seqID	strand	start	end
NZ_CP098237.1	-	279410	279961	seqID	strand	start	end
NZ_CP098237.1	+	280866	283463	seqID	strand	start	end
NZ_CP098237.1	+	283553	284839	seqID	strand	start	end
NZ_CP098237.1	+	284832	286535	seqID	strand	start	end
NZ_CP098237.1	+	286610	287065	seqID	strand	start	end
NZ_CP098237.1	+	287207	287479	seqID	strand	start	end
NZ_CP098237.1	-	287643	291275	seqID	strand	start	end
NZ_CP098237.1	-	291275	293917	seqID	strand	start	end
NZ_CP098237.1	-	293950	296163	seqID	strand	start	end
NZ_CP098237.1	-	296196	296504	seqID	strand	start	end
NZ_CP098237.1	-	296504	297283	seqID	strand	start	end
NZ_CP098237.1	+	297577	298935	seqID	strand	start	end
NZ_CP098237.1	+	298944	300185	seqID	strand	start	end
NZ_CP098237.1	+	300311	300847	seqID	strand	start	end
NZ_CP098237.1	-	300850	301650	seqID	strand	start	end
NZ_CP098237.1	-	301651	302649	seqID	strand	start	end
NZ_CP098237.1	-	302666	303001	seqID	strand	start	end
NZ_CP098237.1	+	303122	305275	seqID	strand	start	end
NZ_CP098237.1	+	305338	305619	seqID	strand	start	end
NZ_CP098237.1	+	305622	306206	seqID	strand	start	end
NZ_CP098237.1	+	306209	306844	seqID	strand	start	end
NZ_CP098237.1	+	306825	307697	seqID	strand	start	end
NZ_CP098237.1	+	307701	308434	seqID	strand	start	end
NZ_CP098237.1	+	308466	309002	seqID	strand	start	end
NZ_CP098237.1	+	309027	309845	seqID	strand	start	end
NZ_CP098237.1	+	309818	310720	seqID	strand	start	end
NZ_CP098237.1	+	310710	311672	seqID	strand	start	end
NZ_CP098237.1	+	311676	313754	seqID	strand	start	end
NZ_CP098237.1	+	313824	314777	seqID	strand	start	end
NZ_CP098237.1	-	314774	317389	seqID	strand	start	end
NZ_CP098237.1	+	317479	317916	seqID	strand	start	end
NZ_CP098237.1	+	318189	318542	seqID	strand	start	end
NZ_CP098237.1	-	318662	321694	seqID	strand	start	end
NZ_CP098237.1	-	321745	324843	seqID	strand	start	end
NZ_CP098237.1	+	325342	326022	seqID	strand	start	end
NZ_CP098237.1	+	326033	328189	seqID	strand	start	end
NZ_CP098237.1	+	328248	328445	seqID	strand	start	end
NZ_CP098237.1	+	328566	328640	seqID	strand	start	end
NZ_CP098237.1	+	328644	328719	seqID	strand	start	end
NZ_CP098237.1	+	328727	328802	seqID	strand	start	end
NZ_CP098237.1	+	328807	328883	seqID	strand	start	end
NZ_CP098237.1	+	328919	329002	seqID	strand	start	end
NZ_CP098237.1	+	329057	329899	seqID	strand	start	end
NZ_CP098237.1	+	329913	330722	seqID	strand	start	end
NZ_CP098237.1	+	330724	331560	seqID	strand	start	end
NZ_CP098237.1	-	331557	332372	seqID	strand	start	end
NZ_CP098237.1	+	332882	334486	seqID	strand	start	end
NZ_CP098237.1	-	334491	335078	seqID	strand	start	end
NZ_CP098237.1	-	335060	335707	seqID	strand	start	end
NZ_CP098237.1	-	335738	337648	seqID	strand	start	end
NZ_CP098237.1	-	337653	338018	seqID	strand	start	end
NZ_CP098237.1	-	338071	338754	seqID	strand	start	end
NZ_CP098237.1	-	338776	339042	seqID	strand	start	end
NZ_CP098237.1	-	339298	339750	seqID	strand	start	end
NZ_CP098237.1	-	339910	342230	seqID	strand	start	end
NZ_CP098237.1	-	342217	344013	seqID	strand	start	end
NZ_CP098237.1	-	344535	344876	seqID	strand	start	end
NZ_CP098237.1	+	344998	345333	seqID	strand	start	end
NZ_CP098237.1	+	345462	347471	seqID	strand	start	end
NZ_CP098237.1	+	347543	348136	seqID	strand	start	end
NZ_CP098237.1	+	348021	348779	seqID	strand	start	end
NZ_CP098237.1	-	349410	350512	seqID	strand	start	end
NZ_CP098237.1	-	350522	350785	seqID	strand	start	end
NZ_CP098237.1	-	350803	351363	seqID	strand	start	end
NZ_CP098237.1	-	351381	352106	seqID	strand	start	end
NZ_CP098237.1	-	352848	353990	seqID	strand	start	end
NZ_CP098237.1	-	354029	354793	seqID	strand	start	end
NZ_CP098237.1	+	354948	355700	seqID	strand	start	end
NZ_CP098237.1	-	356067	356246	seqID	strand	start	end
NZ_CP098237.1	+	356816	357388	seqID	strand	start	end
NZ_CP098237.1	+	357688	358014	seqID	strand	start	end
NZ_CP098237.1	+	357995	358939	seqID	strand	start	end
NZ_CP098237.1	+	359073	360506	seqID	strand	start	end
NZ_CP098237.1	+	360499	361232	seqID	strand	start	end
NZ_CP098237.1	+	361270	361323	seqID	strand	start	end
NZ_CP098237.1	+	361336	361488	seqID	strand	start	end
NZ_CP098237.1	-	361805	363757	seqID	strand	start	end
NZ_CP098237.1	-	363834	366116	seqID	strand	start	end
NZ_CP098237.1	-	366082	366966	seqID	strand	start	end
NZ_CP098237.1	-	367190	367339	seqID	strand	start	end
NZ_CP098237.1	+	367471	373398	seqID	strand	start	end
NZ_CP098237.1	-	373704	374876	seqID	strand	start	end
NZ_CP098237.1	-	374879	375910	seqID	strand	start	end
NZ_CP098237.1	-	375913	376776	seqID	strand	start	end
NZ_CP098237.1	-	376757	377089	seqID	strand	start	end
NZ_CP098237.1	+	377496	378332	seqID	strand	start	end
NZ_CP098237.1	+	378335	380653	seqID	strand	start	end
NZ_CP098237.1	+	380745	382697	seqID	strand	start	end
NZ_CP098237.1	+	382845	383225	seqID	strand	start	end
NZ_CP098237.1	+	383279	384529	seqID	strand	start	end
NZ_CP098237.1	+	384534	386948	seqID	strand	start	end
NZ_CP098237.1	-	387279	387440	seqID	strand	start	end
NZ_CP098237.1	-	387739	389397	seqID	strand	start	end
NZ_CP098237.1	-	389731	391203	seqID	strand	start	end
NZ_CP098237.1	-	391193	392722	ID154B	+	387739	389397
NZ_CP098237.1	-	393012	393275	ID154B	-	683123	684781
NZ_CP098237.1	+	393459	393665	ID154B	+	389731	391203
NZ_CP098237.1	+	393673	393927	ID154B	+	391193	392722
NZ_CP098237.1	-	394059	394847	ID154B	+	393012	393275
NZ_CP098237.1	-	394848	396269	ID154B	+	393459	393665
NZ_CP098237.1	-	396438	397325	ID154B	+	393673	393927
NZ_CP098237.1	-	397428	398357	ID154B	+	394059	394847
NZ_CP098237.1	-	398426	399268	ID154B	+	394848	396269
NZ_CP098237.1	-	399461	399688	ID154B	+	396438	397325
NZ_CP098237.1	-	399891	400523	ID154B	+	397428	398357
NZ_CP098237.1	+	400937	402000	ID154B	+	398426	399268
NZ_CP098237.1	+	402071	402718	ID154B	+	399461	399688
NZ_CP098237.1	-	403200	403646	ID154B	+	399891	400523
NZ_CP098237.1	+	404141	404938	ID154B	+	400937	402000
NZ_CP098237.1	-	405549	407021	ID154B	+	402071	402718
NZ_CP098237.1	-	407023	408465	ID154B	+	403200	403646
NZ_CP098237.1	-	408452	408847	ID154B	+	404141	404938
NZ_CP098237.1	+	408939	409103	ID154B	+	405549	407021
NZ_CP098237.1	-	409139	409366	ID154B	+	407023	408465
NZ_CP098237.1	-	409384	410034	ID154B	+	408452	408847
NZ_CP098237.1	-	409979	411772	ID154B	+	408939	409103
NZ_CP098237.1	-	411759	413648	ID154B	+	409139	409366
NZ_CP098237.1	-	413651	414319	ID154B	+	409384	410034
NZ_CP098237.1	+	415194	415331	ID154B	+	409979	411772
NZ_CP098237.1	+	415687	415779	ID154B	+	411759	413648
NZ_CP098237.1	-	415921	416934	ID154B	+	413651	414319
NZ_CP098237.1	-	417520	417714	ID154B	+	415194	415331
NZ_CP098237.1	+	417927	418844	ID154B	+	415687	415779
NZ_CP098237.1	-	419698	419820	ID154B	+	415921	416934
NZ_CP098237.1	-	420404	420529	ID154B	+	417520	417714
NZ_CP098237.1	-	420845	420921	ID154B	+	417927	418844
NZ_CP098237.1	-	420931	421005	ID154B	+	419698	419820
NZ_CP098237.1	-	421073	421909	ID154B	+	420404	420529
NZ_CP098237.1	-	422926	423717	ID154B	+	420845	420921
NZ_CP098237.1	-	423916	424887	ID154B	+	420931	421005
NZ_CP098237.1	-	424908	426248	ID154B	+	421073	421909
NZ_CP098237.1	+	426408	428513	ID154B	+	422926	423717
NZ_CP098237.1	+	428529	430127	ID154B	+	423916	424887
NZ_CP098237.1	+	430159	430491	ID154B	+	424908	426248
NZ_CP098237.1	-	430546	432201	ID154B	+	426408	428513
NZ_CP098237.1	-	432315	433874	ID154B	+	428529	430127
NZ_CP098237.1	+	433988	435565	ID154B	+	430159	430491
NZ_CP098237.1	-	435959	436705	ID154B	+	430546	432201
NZ_CP098237.1	-	436719	438251	ID154B	+	432315	433874
NZ_CP098237.1	+	438590	439855	ID154B	+	433988	435565
NZ_CP098237.1	+	439839	440609	ID154B	+	435959	436705
NZ_CP098237.1	+	440602	442308	ID154B	+	436719	438251
NZ_CP098237.1	+	442416	442892	ID154B	+	438590	439855
NZ_CP098237.1	+	443060	444073	ID154B	+	439839	440609
NZ_CP098237.1	+	444119	445048	ID154B	+	440602	442308
NZ_CP098237.1	+	445357	447570	ID154B	+	442416	442892
NZ_CP098237.1	+	447591	448415	ID154B	+	443060	444073
NZ_CP098237.1	+	448431	449702	ID154B	+	444119	445048
NZ_CP098237.1	+	450674	452851	ID154B	+	445357	447570
NZ_CP098237.1	+	452851	453861	ID154B	+	447591	448415
NZ_CP098237.1	+	453824	454789	ID154B	+	448431	449702
NZ_CP098237.1	+	454793	454960	ID154B	+	450674	452851
NZ_CP098237.1	-	455119	457992	ID154B	+	452851	453861
NZ_CP098237.1	-	458005	460965	ID154B	+	453824	454789
NZ_CP098237.1	-	461128	461607	ID154B	+	454793	454960
NZ_CP098237.1	-	461632	461922	ID154B	+	455119	457992
NZ_CP098237.1	-	462357	464126	ID154B	+	458005	460965
NZ_CP098237.1	-	464225	465277	ID154B	+	461128	461607
NZ_CP098237.1	-	465746	466963	ID154B	+	461632	461922
NZ_CP098237.1	+	467084	467290	ID154B	+	462357	464126
NZ_CP098237.1	+	467271	468890	ID154B	+	464225	465277
NZ_CP098237.1	-	468985	472646	ID154B	+	465746	466963
NZ_CP098237.1	-	472668	473495	ID154B	+	467084	467290
NZ_CP098237.1	-	473488	476187	ID154B	+	467271	468890
NZ_CP098237.1	-	476165	477865	ID154B	+	468985	472646
NZ_CP098237.1	-	477884	478273	ID154B	+	472668	473495
NZ_CP098237.1	-	478275	478466	ID154B	+	473488	476187
NZ_CP098237.1	-	478596	478742	ID154B	+	476165	477865
NZ_CP098237.1	-	479684	481924	ID154B	+	477884	478273
NZ_CP098237.1	-	481965	482231	ID154B	+	478275	478466
NZ_CP098237.1	-	482545	483648	ID154B	+	478596	478742
NZ_CP098237.1	-	483641	483829	ID154B	+	479684	481924
NZ_CP098237.1	-	483855	484649	ID154B	+	481965	482231
NZ_CP098237.1	-	484556	484894	ID154B	+	482545	483648
NZ_CP098237.1	-	484901	485353	ID154B	+	483641	483829
NZ_CP098237.1	-	485371	486189	ID154B	+	483855	484649
NZ_CP098237.1	-	486264	486767	ID154B	+	484556	484894
NZ_CP098237.1	-	486930	487121	ID154B	+	484901	485353
NZ_CP098237.1	-	487196	488743	ID154B	+	485371	486189
NZ_CP098237.1	+	488887	490047	ID154B	+	486264	486767
NZ_CP098237.1	+	489992	490972	ID154B	+	486930	487121
NZ_CP098237.1	+	490956	491795	ID154B	+	487196	488743
NZ_CP098237.1	+	491805	492371	ID154B	+	488887	490047
NZ_CP098237.1	+	492482	494782	ID154B	+	489992	490972
NZ_CP098237.1	-	494878	495210	ID154B	+	490956	491795
NZ_CP098237.1	-	495277	496716	ID154B	+	491805	492371
NZ_CP098237.1	-	496761	496835	ID154B	+	492482	494782
NZ_CP098237.1	-	496840	496923	ID154B	+	494878	495210
NZ_CP098237.1	+	497212	499032	ID154B	+	495277	496716
NZ_CP098237.1	+	499105	499473	ID154B	+	496761	496835
NZ_CP098237.1	+	499473	500804	ID154B	+	496840	496923
NZ_CP098237.1	+	500877	501239	ID154B	+	497212	499032
NZ_CP098237.1	+	501239	502576	ID154B	+	499105	499473
NZ_CP098237.1	+	502595	505027	ID154B	+	499473	500804
NZ_CP098237.1	+	505205	505588	ID154B	+	500877	501239
NZ_CP098237.1	-	505818	507240	ID154B	+	501239	502576
NZ_CP098237.1	-	507568	507984	ID154B	+	502595	505027
NZ_CP098237.1	+	508320	508958	ID154B	+	505205	505588
NZ_CP098237.1	-	509029	510492	ID154B	+	505818	507240
NZ_CP098237.1	+	510617	512275	ID154B	+	507568	507984
NZ_CP098237.1	+	512483	513220	ID154B	+	508320	508958
