Orthogroup	Duplications (all)	Duplications (50% support)
OG0000618	0	0
OG0000619	0	0
OG0000620	0	0
OG0000621	3	1
OG0000622	1	0
OG0000623	1	0
OG0000624	1	1
OG0000625	0	0
OG0000626	1	0
OG0000627	0	0
OG0000628	1	0
OG0000629	0	0
OG0000630	0	0
OG0000631	2	1
OG0000632	3	0
OG0000633	1	1
OG0000634	0	0
OG0000635	2	0
OG0000636	0	0
OG0000637	1	0
OG0000638	1	0
OG0000639	0	0
OG0000640	0	0
OG0000641	2	1
OG0000642	0	0
OG0000643	0	0
OG0000644	0	0
OG0000645	0	0
OG0000646	0	0
OG0000647	0	0
OG0000648	0	0
OG0000649	0	0
OG0000650	0	0
OG0000651	0	0
OG0000652	1	0
OG0000653	2	1
OG0000654	0	0
OG0000655	0	0
OG0000656	0	0
OG0000657	0	0
OG0000658	0	0
OG0000659	1	0
OG0000660	1	0
OG0000661	0	0
OG0000662	0	0
OG0000663	1	0
OG0000664	0	0
OG0000665	0	0
OG0000666	0	0
OG0000667	0	0
OG0000668	0	0
OG0000669	0	0
OG0000670	0	0
OG0000671	0	0
OG0000672	0	0
OG0000673	0	0
OG0000674	0	0
OG0000675	4	4
OG0000676	0	0
OG0000677	3	3
OG0000678	0	0
OG0000679	0	0
OG0000680	0	0
OG0000681	0	0
OG0000682	0	0
OG0000683	0	0
OG0000684	0	0
OG0000685	0	0
OG0000686	0	0
OG0000687	1	1
