Orthogroup	MHP_Ue273_genes	MFC_MF33_genes
OG0000049	VQY17_RS03040	DR085_RS01410
OG0000050	VQY17_RS02445	DR085_RS02735
OG0000051	VQY17_RS02645	DR085_RS01290
OG0000052	VQY17_RS00075	DR085_RS03420
OG0000053	VQY17_RS01470	DR085_RS03740
OG0000054	VQY17_RS02470	DR085_RS00960
OG0000056	VQY17_RS03535	DR085_RS02435
OG0000057	VQY17_RS02900, VQY17_RS02905	DR085_RS00520
OG0000062	VQY17_RS03585	DR085_RS02230
OG0000063	VQY17_RS03580	DR085_RS02225
OG0000064	VQY17_RS03570	DR085_RS02215
OG0000065	VQY17_RS02255	DR085_RS01895
OG0000066	VQY17_RS01370	DR085_RS01765
OG0000067	VQY17_RS00525	DR085_RS00345
OG0000068	VQY17_RS00645	DR085_RS00460
OG0000069	VQY17_RS02795	DR085_RS00630
OG0000070	VQY17_RS02475	DR085_RS00940
OG0000071	VQY17_RS03260	DR085_RS01590
OG0000072	VQY17_RS03265	DR085_RS03730
OG0000073	VQY17_RS00705	DR085_RS02070
OG0000074	VQY17_RS00910	DR085_RS03690
OG0000077	VQY17_RS00445	DR085_RS00275
OG0000078	VQY17_RS01715	DR085_RS00755
OG0000079	VQY17_RS02550	DR085_RS00860
OG0000080	VQY17_RS02595	DR085_RS03275
OG0000081	VQY17_RS00340	DR085_RS00170
OG0000082	VQY17_RS02400	DR085_RS00920
OG0000083	VQY17_RS02095	DR085_RS03000
OG0000084	VQY17_RS02125	DR085_RS02830
OG0000085	VQY17_RS02135	DR085_RS02835
OG0000086	VQY17_RS02145	DR085_RS03880
OG0000087	VQY17_RS02160	DR085_RS02860
OG0000088	VQY17_RS02165	DR085_RS02865
OG0000089	VQY17_RS02175	DR085_RS02875
OG0000090	VQY17_RS00070	DR085_RS02335
OG0000091	VQY17_RS00055	DR085_RS02320
OG0000092	VQY17_RS00040	DR085_RS02305
OG0000093	VQY17_RS00035	DR085_RS02300
OG0000094	VQY17_RS00030	DR085_RS02295
OG0000095	VQY17_RS00005	DR085_RS02270
OG0000096	VQY17_RS03620	DR085_RS02265
OG0000097	VQY17_RS03600	DR085_RS02245
OG0000098	VQY17_RS03590	DR085_RS02235
OG0000099	VQY17_RS03540	DR085_RS02430
OG0000100	VQY17_RS03525	DR085_RS02440
OG0000101	VQY17_RS03520	DR085_RS02445
OG0000102	VQY17_RS01750	DR085_RS02455
OG0000103	VQY17_RS02220	DR085_RS01930
OG0000104	VQY17_RS02225	DR085_RS01925
OG0000105	VQY17_RS02240	DR085_RS01910
OG0000106	VQY17_RS02250	DR085_RS01900
OG0000107	VQY17_RS02260	DR085_RS01890
OG0000108	VQY17_RS02265	DR085_RS01885
OG0000109	VQY17_RS02270	DR085_RS01880
OG0000110	VQY17_RS02390	DR085_RS01875
OG0000111	VQY17_RS02385	DR085_RS01870
OG0000112	VQY17_RS02375	DR085_RS01860
OG0000113	VQY17_RS02355	DR085_RS03750
OG0000114	VQY17_RS02345	DR085_RS01835
OG0000115	VQY17_RS02335	DR085_RS01825
OG0000116	VQY17_RS01315	DR085_RS01815
OG0000117	VQY17_RS01320	DR085_RS01810
OG0000118	VQY17_RS01355	DR085_RS01780
OG0000119	VQY17_RS01360	DR085_RS01775
OG0000120	VQY17_RS01375	DR085_RS01760
OG0000121	VQY17_RS01405	DR085_RS01735
OG0000122	VQY17_RS01410	DR085_RS01730
OG0000123	VQY17_RS01430	DR085_RS01710
OG0000124	VQY17_RS01435	DR085_RS01705
OG0000125	VQY17_RS01440	DR085_RS01700
OG0000126	VQY17_RS01455	DR085_RS01690
OG0000127	VQY17_RS01460	DR085_RS01680
OG0000128	VQY17_RS01475	DR085_RS01665
OG0000129	VQY17_RS01480	DR085_RS01660
OG0000130	VQY17_RS01490	DR085_RS01650
OG0000131	VQY17_RS01520	DR085_RS01620
OG0000132	VQY17_RS01535	DR085_RS03735
OG0000133	VQY17_RS00530	DR085_RS00350
OG0000134	VQY17_RS00535	DR085_RS03640
OG0000135	VQY17_RS00550	DR085_RS00370
OG0000136	VQY17_RS00555	DR085_RS00375
OG0000137	VQY17_RS00595	DR085_RS00405
OG0000138	VQY17_RS00620	DR085_RS00435
OG0000139	VQY17_RS00650	DR085_RS00465
OG0000140	VQY17_RS00655	DR085_RS00470
OG0000141	VQY17_RS02915	DR085_RS00510
OG0000142	VQY17_RS02910	DR085_RS03655
OG0000143	VQY17_RS02885	DR085_RS00540
OG0000144	VQY17_RS02875	DR085_RS00550
OG0000145	VQY17_RS02865	DR085_RS00560
OG0000146	VQY17_RS02855	DR085_RS00570
OG0000147	VQY17_RS02850	DR085_RS00575
OG0000148	VQY17_RS02835	DR085_RS00590
OG0000149	VQY17_RS02825	DR085_RS00600
OG0000150	VQY17_RS02810	DR085_RS00615
OG0000151	VQY17_RS02760	DR085_RS00670
OG0000152	VQY17_RS02755	DR085_RS00675
OG0000153	VQY17_RS02750	DR085_RS00680
OG0000154	VQY17_RS02740	DR085_RS00690
OG0000155	VQY17_RS02705	DR085_RS00710
OG0000156	VQY17_RS02695	DR085_RS00730
OG0000157	VQY17_RS02690	DR085_RS03660
OG0000158	VQY17_RS02680	DR085_RS03665
OG0000159	VQY17_RS02460	DR085_RS00970
OG0000160	VQY17_RS02455	DR085_RS00975
OG0000161	VQY17_RS02450	DR085_RS00985
OG0000162	VQY17_RS02440	DR085_RS02725
OG0000163	VQY17_RS02435	DR085_RS02720
OG0000164	VQY17_RS01640	DR085_RS03860
OG0000165	VQY17_RS02015	DR085_RS02810
OG0000166	VQY17_RS02035	DR085_RS02780
OG0000167	VQY17_RS02050	DR085_RS02765
OG0000168	VQY17_RS02055	DR085_RS02760
OG0000169	VQY17_RS03035	DR085_RS01405
OG0000170	VQY17_RS03050	DR085_RS01420
OG0000171	VQY17_RS03060	DR085_RS01430
OG0000172	VQY17_RS03065	DR085_RS01435
OG0000173	VQY17_RS03070	DR085_RS01440
OG0000174	VQY17_RS03075	DR085_RS01445
OG0000175	VQY17_RS03090	DR085_RS01460
OG0000176	VQY17_RS03135	DR085_RS01500
OG0000177	VQY17_RS03140	DR085_RS01505
OG0000178	VQY17_RS03145	DR085_RS01510
OG0000179	VQY17_RS03155	DR085_RS01520
OG0000180	VQY17_RS03160	DR085_RS01525
OG0000181	VQY17_RS03210	DR085_RS03715
OG0000182	VQY17_RS03220	DR085_RS01550
OG0000183	VQY17_RS03255	DR085_RS01585
OG0000184	VQY17_RS03305	DR085_RS02950
OG0000185	VQY17_RS03290	DR085_RS02935
OG0000186	VQY17_RS01545	DR085_RS02180
OG0000187	VQY17_RS01560	DR085_RS02165
OG0000188	VQY17_RS01570	DR085_RS02155
OG0000189	VQY17_RS02305	DR085_RS03775
OG0000190	VQY17_RS02300	DR085_RS02140
OG0000191	VQY17_RS02280	DR085_RS02120
OG0000192	VQY17_RS01240	DR085_RS02110
OG0000193	VQY17_RS01230	DR085_RS02095
OG0000194	VQY17_RS00690	DR085_RS02085
OG0000195	VQY17_RS00695	DR085_RS02080
OG0000196	VQY17_RS00715	DR085_RS03770
OG0000197	VQY17_RS00720	DR085_RS02055
OG0000198	VQY17_RS00735	DR085_RS02040
OG0000199	VQY17_RS00740	DR085_RS02035
OG0000200	VQY17_RS00755	DR085_RS02020
OG0000201	VQY17_RS00765	DR085_RS02010
OG0000202	VQY17_RS00825	DR085_RS01955
OG0000203	VQY17_RS00830	DR085_RS01950
OG0000204	VQY17_RS00835	DR085_RS03675
OG0000205	VQY17_RS00840	DR085_RS00995
OG0000206	VQY17_RS00860	DR085_RS01015
OG0000207	VQY17_RS00875	DR085_RS01030
OG0000208	VQY17_RS00880	DR085_RS01035
OG0000209	VQY17_RS00885	DR085_RS01040
OG0000210	VQY17_RS00935	DR085_RS01085
OG0000211	VQY17_RS00970	DR085_RS01095
OG0000212	VQY17_RS00980	DR085_RS01105
OG0000213	VQY17_RS00985	DR085_RS01110
OG0000214	VQY17_RS00990	DR085_RS01115
OG0000215	VQY17_RS00995	DR085_RS01120
OG0000216	VQY17_RS01000	DR085_RS01125
OG0000217	VQY17_RS01005	DR085_RS01130
OG0000218	VQY17_RS01015	DR085_RS03695
OG0000219	VQY17_RS01020	DR085_RS01145
OG0000220	VQY17_RS01025	DR085_RS01150
OG0000221	VQY17_RS01030	DR085_RS01155
OG0000222	VQY17_RS01035	DR085_RS01160
OG0000223	VQY17_RS01040	DR085_RS01165
OG0000224	VQY17_RS01050	DR085_RS01175
OG0000225	VQY17_RS01060	DR085_RS01185
OG0000226	VQY17_RS01065	DR085_RS01190
OG0000227	VQY17_RS01070	DR085_RS01195
OG0000228	VQY17_RS01075	DR085_RS03930
OG0000229	VQY17_RS01080	DR085_RS01205
OG0000230	VQY17_RS01085	DR085_RS01210
OG0000231	VQY17_RS01095	DR085_RS01220
OG0000232	VQY17_RS01105	DR085_RS01230
OG0000233	VQY17_RS01125	DR085_RS01240
OG0000234	VQY17_RS01165	DR085_RS01270
OG0000235	VQY17_RS01175	DR085_RS01280
OG0000236	VQY17_RS01180	DR085_RS01285
OG0000237	VQY17_RS01185	DR085_RS01305
OG0000238	VQY17_RS01190	DR085_RS01310
OG0000239	VQY17_RS02930	DR085_RS01340
OG0000240	VQY17_RS02935	DR085_RS01345
OG0000241	VQY17_RS02945	DR085_RS01355
OG0000242	VQY17_RS02950	DR085_RS01360
OG0000243	VQY17_RS02955	DR085_RS01365
OG0000244	VQY17_RS02965	DR085_RS01375
OG0000245	VQY17_RS02970	DR085_RS01385
OG0000246	VQY17_RS00140	DR085_RS02350
OG0000247	VQY17_RS00150	DR085_RS02360
OG0000248	VQY17_RS00160	DR085_RS02385
OG0000249	VQY17_RS00165	DR085_RS02390
OG0000250	VQY17_RS00180	DR085_RS00015
OG0000251	VQY17_RS00210	DR085_RS00045
OG0000252	VQY17_RS00220	DR085_RS00055
OG0000253	VQY17_RS00225	DR085_RS00060
OG0000254	VQY17_RS00235	DR085_RS00070
OG0000255	VQY17_RS00245	DR085_RS00075
OG0000256	VQY17_RS00250	DR085_RS00080
OG0000257	VQY17_RS00275	DR085_RS00105
OG0000258	VQY17_RS00285	DR085_RS00115
OG0000259	VQY17_RS00315	DR085_RS00145
OG0000260	VQY17_RS00325	DR085_RS00155
OG0000261	VQY17_RS00335	DR085_RS03635
OG0000262	VQY17_RS00350	DR085_RS00180
OG0000263	VQY17_RS00365	DR085_RS00195
OG0000264	VQY17_RS00380	DR085_RS00210
OG0000265	VQY17_RS00390	DR085_RS00220
OG0000266	VQY17_RS00405	DR085_RS00235
OG0000267	VQY17_RS00420	DR085_RS00250
OG0000268	VQY17_RS00425	DR085_RS00255
OG0000269	VQY17_RS00440	DR085_RS00270
OG0000270	VQY17_RS03495	DR085_RS03815
OG0000271	VQY17_RS03490	DR085_RS02505
OG0000272	VQY17_RS03485	DR085_RS02510
OG0000273	VQY17_RS03480	DR085_RS02515
OG0000274	VQY17_RS03460	DR085_RS02530
OG0000275	VQY17_RS03455	DR085_RS03820
OG0000276	VQY17_RS03450	DR085_RS02540
OG0000277	VQY17_RS03435	DR085_RS03825
OG0000278	VQY17_RS03430	DR085_RS02555
OG0000279	VQY17_RS03420	DR085_RS02565
OG0000280	VQY17_RS03415	DR085_RS02570
OG0000281	VQY17_RS03410	DR085_RS02575
OG0000282	VQY17_RS03380	DR085_RS02600
OG0000283	VQY17_RS03375	DR085_RS02605
OG0000284	VQY17_RS03370	DR085_RS02610
OG0000285	VQY17_RS03365	DR085_RS03840
OG0000286	VQY17_RS02420	DR085_RS00925
OG0000287	VQY17_RS02510	DR085_RS00900
OG0000288	VQY17_RS02520	DR085_RS00890
OG0000289	VQY17_RS02525	DR085_RS00885
OG0000290	VQY17_RS02635	DR085_RS03270
OG0000291	VQY17_RS02625	DR085_RS00785
OG0000292	VQY17_RS02620	DR085_RS00790
OG0000293	VQY17_RS02615	DR085_RS00795
OG0000294	VQY17_RS02605	DR085_RS00805
OG0000295	VQY17_RS02600	DR085_RS00810
OG0000296	VQY17_RS02560	DR085_RS00850
OG0000297	VQY17_RS02555	DR085_RS00855
OG0000298	VQY17_RS00175	DR085_RS00010
OG0000299	VQY17_RS00195	DR085_RS00030
OG0000300	VQY17_RS00375	DR085_RS00205
OG0000301	VQY17_RS00410	DR085_RS00240
OG0000302	VQY17_RS00415	DR085_RS00245
OG0000303	VQY17_RS00560	DR085_RS00380
OG0000304	VQY17_RS01110	DR085_RS00415
OG0000305	VQY17_RS02860	DR085_RS00565
OG0000306	VQY17_RS02785	DR085_RS00650
OG0000307	VQY17_RS02745	DR085_RS00685
OG0000308	VQY17_RS02655	DR085_RS00765
OG0000309	VQY17_RS02590	DR085_RS00820
OG0000310	VQY17_RS02515	DR085_RS00895
OG0000311	VQY17_RS02480	DR085_RS00945
OG0000312	VQY17_RS02465	DR085_RS00965
OG0000313	VQY17_RS01630	DR085_RS02700
OG0000314	VQY17_RS02030	DR085_RS02785
OG0000315	VQY17_RS02060	DR085_RS02755
OG0000316	VQY17_RS02070	DR085_RS02745
OG0000317	VQY17_RS02170	DR085_RS02870
OG0000318	VQY17_RS02075	DR085_RS03900
OG0000319	VQY17_RS02235	DR085_RS01915
OG0000320	VQY17_RS02365	DR085_RS01850
OG0000321	VQY17_RS01350	DR085_RS01785
OG0000322	VQY17_RS01400	DR085_RS01740
OG0000323	VQY17_RS01530	DR085_RS01610
OG0000324	VQY17_RS02275	DR085_RS02115
OG0000325	VQY17_RS00700	DR085_RS02075
OG0000326	VQY17_RS00800	DR085_RS01980
OG0000327	VQY17_RS00805	DR085_RS01975
OG0000328	VQY17_RS00890	DR085_RS01045
OG0000329	VQY17_RS00915	DR085_RS01065
OG0000330	VQY17_RS01135	DR085_RS01250
OG0000331	VQY17_RS02960	DR085_RS01370
OG0000332	VQY17_RS03100	DR085_RS01470
OG0000333	VQY17_RS03110	DR085_RS01480
OG0000334	VQY17_RS03215	DR085_RS01545
OG0000335	VQY17_RS03225	DR085_RS03720
OG0000336	VQY17_RS03400	DR085_RS03835
OG0000337	VQY17_RS03575	DR085_RS02220
OG0000338	VQY17_RS03615	DR085_RS02260
OG0000339	VQY17_RS02340	DR085_RS01830
OG0000340	VQY17_RS01330	DR085_RS01805
OG0000341	VQY17_RS02295	DR085_RS02135
OG0000342	VQY17_RS00730	DR085_RS02045
OG0000343	VQY17_RS03120	DR085_RS01490
OG0000344	VQY17_RS00575	DR085_RS00395
OG0000345	VQY17_RS01055	DR085_RS01180
OG0000346	VQY17_RS03405	DR085_RS03830
OG0000347	VQY17_RS01425	DR085_RS01715
OG0000348	VQY17_RS00810	DR085_RS03760
OG0000349	VQY17_RS03470	DR085_RS02520
OG0000350	VQY17_RS02735	DR085_RS00655
OG0000351	VQY17_RS00495	DR085_RS00330
OG0000352	VQY17_RS02010	DR085_RS02815
OG0000353	VQY17_RS01390	DR085_RS01745
OG0000354	VQY17_RS00635	DR085_RS00450
OG0000355	VQY17_RS01985	DR085_RS03855
OG0000356	VQY17_RS02065	DR085_RS03870
OG0000357	VQY17_RS03080	DR085_RS03705
OG0000358	VQY17_RS03085	DR085_RS01455
OG0000359	VQY17_RS00780	DR085_RS03765
OG0000360	VQY17_RS00280	DR085_RS00110
OG0000361	VQY17_RS00310	DR085_RS00140
OG0000362	VQY17_RS02535	DR085_RS00875
OG0000363	VQY17_RS01465	DR085_RS03935
OG0000365	VQY17_RS02110	DR085_RS03915
OG0000366	VQY17_RS02140	DR085_RS02840
OG0000367	VQY17_RS02150	DR085_RS02850
OG0000368	VQY17_RS00060	DR085_RS02325
OG0000369	VQY17_RS00025	DR085_RS03780
OG0000370	VQY17_RS00020	DR085_RS02285
OG0000371	VQY17_RS00015	DR085_RS02280
OG0000372	VQY17_RS00010	DR085_RS02275
OG0000373	VQY17_RS03605	DR085_RS02250
OG0000374	VQY17_RS03595	DR085_RS02240
OG0000375	VQY17_RS02230	DR085_RS01920
OG0000376	VQY17_RS02380	DR085_RS01865
OG0000377	VQY17_RS02370	DR085_RS01855
OG0000378	VQY17_RS01310	DR085_RS01820
OG0000379	VQY17_RS01385	DR085_RS01750
OG0000380	VQY17_RS01415	DR085_RS01725
OG0000382	VQY17_RS01485	DR085_RS01655
OG0000383	VQY17_RS01525	DR085_RS01615
OG0000384	VQY17_RS00515	DR085_RS00335
OG0000385	VQY17_RS00520	DR085_RS00340
OG0000386	VQY17_RS00540	DR085_RS00360
OG0000387	VQY17_RS00565	DR085_RS00385
OG0000388	VQY17_RS00570	DR085_RS03645
OG0000389	VQY17_RS00615	DR085_RS00430
OG0000390	VQY17_RS02880	DR085_RS00545
OG0000391	VQY17_RS02870	DR085_RS00555
OG0000392	VQY17_RS02845	DR085_RS00580
OG0000393	VQY17_RS02790	DR085_RS00635
OG0000394	VQY17_RS02715	DR085_RS00700
OG0000395	VQY17_RS02710	DR085_RS00705
OG0000396	VQY17_RS02425	DR085_RS02710
OG0000397	VQY17_RS01995	DR085_RS02665
OG0000398	VQY17_RS02000	DR085_RS02660
OG0000399	VQY17_RS02045	DR085_RS02770
OG0000400	VQY17_RS03045	DR085_RS01415
OG0000401	VQY17_RS03105	DR085_RS01475
OG0000402	VQY17_RS03115	DR085_RS01485
OG0000403	VQY17_RS03125	DR085_RS01495
OG0000404	VQY17_RS03150	DR085_RS03710
OG0000405	VQY17_RS03165	DR085_RS01530
OG0000406	VQY17_RS03230	DR085_RS01560
OG0000407	VQY17_RS03235	DR085_RS03725
OG0000408	VQY17_RS03240	DR085_RS01570
OG0000409	VQY17_RS03245	DR085_RS01575
OG0000410	VQY17_RS03310	DR085_RS02955
OG0000411	VQY17_RS03300	DR085_RS02945
OG0000412	VQY17_RS03295	DR085_RS02940
OG0000413	VQY17_RS01540	DR085_RS02185
OG0000414	VQY17_RS01550	DR085_RS02175
OG0000415	VQY17_RS01555	DR085_RS02170
OG0000416	VQY17_RS01565	DR085_RS02160
OG0000417	VQY17_RS02290	DR085_RS02130
OG0000418	VQY17_RS02285	DR085_RS02125
OG0000419	VQY17_RS00710	DR085_RS02065
OG0000420	VQY17_RS00745	DR085_RS02030
OG0000421	VQY17_RS00785	DR085_RS01995
OG0000422	VQY17_RS00795	DR085_RS01985
OG0000423	VQY17_RS00850	DR085_RS01005
OG0000424	VQY17_RS00855	DR085_RS01010
OG0000425	VQY17_RS00865	DR085_RS01020
OG0000426	VQY17_RS00870	DR085_RS03680
OG0000427	VQY17_RS00900	DR085_RS03685
OG0000428	VQY17_RS00925	DR085_RS01075
OG0000429	VQY17_RS01045	DR085_RS01170
OG0000430	VQY17_RS01090	DR085_RS01215
OG0000431	VQY17_RS01100	DR085_RS01225
OG0000432	VQY17_RS01130	DR085_RS01245
OG0000433	VQY17_RS01145	DR085_RS01255
OG0000434	VQY17_RS01150	DR085_RS01260
OG0000435	VQY17_RS01170	DR085_RS01275
OG0000436	VQY17_RS01195	DR085_RS01315
OG0000438	VQY17_RS01210	DR085_RS03700
OG0000439	VQY17_RS01215	DR085_RS01335
OG0000440	VQY17_RS02940	DR085_RS01350
OG0000441	VQY17_RS02975	DR085_RS01390
OG0000442	VQY17_RS00145	DR085_RS02355
OG0000443	VQY17_RS00190	DR085_RS00025
OG0000444	VQY17_RS00205	DR085_RS00040
OG0000445	VQY17_RS00230	DR085_RS00065
OG0000446	VQY17_RS00260	DR085_RS00090
OG0000447	VQY17_RS00265	DR085_RS00095
OG0000448	VQY17_RS00295	DR085_RS00125
OG0000449	VQY17_RS00320	DR085_RS00150
OG0000450	VQY17_RS00330	DR085_RS00160
OG0000451	VQY17_RS00370	DR085_RS00200
OG0000452	VQY17_RS00395	DR085_RS00225
OG0000453	VQY17_RS00430	DR085_RS00260
OG0000455	VQY17_RS03515	DR085_RS03810
OG0000456	VQY17_RS03390	DR085_RS02595
OG0000458	VQY17_RS02505	DR085_RS00905
OG0000459	VQY17_RS02530	DR085_RS00880
OG0000460	VQY17_RS02540	DR085_RS00870
OG0000461	VQY17_RS02585	DR085_RS00825
OG0000462	VQY17_RS02580	DR085_RS00830
OG0000463	VQY17_RS02575	DR085_RS00835
OG0000464	VQY17_RS02570	DR085_RS00840
OG0000465	VQY17_RS02565	DR085_RS00845
OG0000466	VQY17_RS00400	DR085_RS00230
OG0000467	VQY17_RS02665	DR085_RS03670
OG0000468	VQY17_RS02040	DR085_RS02775
OG0000469	VQY17_RS02100	DR085_RS02995
OG0000470	VQY17_RS00845	DR085_RS01000
OG0000471	VQY17_RS00930	DR085_RS01080
OG0000472	VQY17_RS03320	DR085_RS02645
OG0000473	VQY17_RS03500	DR085_RS02495
OG0000474	VQY17_RS03505	DR085_RS02490
OG0000475	VQY17_RS03510	DR085_RS02485
OG0000476	VQY17_RS01575	DR085_RS02450
OG0000477	VQY17_RS02610	DR085_RS00800
OG0000478	VQY17_RS03445	DR085_RS02545
OG0000479	VQY17_RS01345	DR085_RS01790
OG0000480	VQY17_RS02105	DR085_RS03170
OG0000481	VQY17_RS00820	DR085_RS01960
OG0000482	VQY17_RS01235	DR085_RS02100
OG0000483	VQY17_RS02155	DR085_RS02855
OG0000484	VQY17_RS00200	DR085_RS03630
OG0000485	VQY17_RS01205	DR085_RS01320
OG0000486	VQY17_RS02310	DR085_RS02150
OG0000487	VQY17_RS02080	DR085_RS03905
OG0000488	VQY17_RS02120	DR085_RS02825
OG0000489	VQY17_RS00050	DR085_RS02315
OG0000490	VQY17_RS03610	DR085_RS02255
OG0000491	VQY17_RS01365	DR085_RS01770
OG0000492	VQY17_RS01445	DR085_RS01695
OG0000493	VQY17_RS00580	DR085_RS00400
OG0000494	VQY17_RS00640	DR085_RS00455
OG0000495	VQY17_RS02815	DR085_RS00610
OG0000496	VQY17_RS02805	DR085_RS00620
OG0000497	VQY17_RS02800	DR085_RS00625
OG0000498	VQY17_RS02720	DR085_RS00695
OG0000499	VQY17_RS02685	DR085_RS00740
OG0000500	VQY17_RS02005	DR085_RS02655
OG0000501	VQY17_RS03055	DR085_RS01425
OG0000502	VQY17_RS01225	DR085_RS02090
OG0000503	VQY17_RS00760	DR085_RS02015
OG0000504	VQY17_RS00905	DR085_RS01055
OG0000505	VQY17_RS00965	DR085_RS01090
OG0000506	VQY17_RS00975	DR085_RS01100
OG0000507	VQY17_RS01010	DR085_RS01135
OG0000508	VQY17_RS00255	DR085_RS00085
OG0000509	VQY17_RS00290	DR085_RS00120
OG0000510	VQY17_RS00305	DR085_RS00130
OG0000511	VQY17_RS00435	DR085_RS00265
OG0000512	VQY17_RS02545	DR085_RS00865
OG0000513	VQY17_RS03425	DR085_RS02560
OG0000514	VQY17_RS02840	DR085_RS00585
OG0000516	VQY17_RS02085	DR085_RS02970
OG0000517	VQY17_RS00065	DR085_RS02330
OG0000518	VQY17_RS03095	DR085_RS01465
OG0000519	VQY17_RS00790	DR085_RS01990
OG0000520	VQY17_RS00920	DR085_RS01070
OG0000521	VQY17_RS00270	DR085_RS00100
OG0000523	VQY17_RS03360	DR085_RS02625
OG0000524	VQY17_RS02660	DR085_RS00760
OG0000528	VQY17_RS02090	DR085_RS02980
OG0000529	VQY17_RS02245	DR085_RS01905
OG0000530	VQY17_RS02350	DR085_RS01840
OG0000531	VQY17_RS01420	DR085_RS01720
OG0000532	VQY17_RS01660	DR085_RS00490
OG0000533	VQY17_RS00600	DR085_RS01235
OG0000534	VQY17_RS00385	DR085_RS00215
OG0000535	VQY17_RS00045	DR085_RS02310
OG0000536	VQY17_RS03545	DR085_RS02425
OG0000537	VQY17_RS00725	DR085_RS02050
OG0000538	VQY17_RS01160	DR085_RS01265
OG0000539	VQY17_RS00215	DR085_RS00050
OG0000541	VQY17_RS02700	DR085_RS00725
OG0000542	VQY17_RS00355	DR085_RS00185
OG0000547	VQY17_RS02895	DR085_RS00535
OG0000548	VQY17_RS01625	DR085_RS02705
OG0000549	VQY17_RS03315	DR085_RS02650
OG0000550	VQY17_RS03465	DR085_RS02525
OG0000596	VQY17_RS01785	DR085_RS02375
OG0000598	VQY17_RS01790	DR085_RS02370
OG0000599	VQY17_RS01795	DR085_RS02365
OG0000602	VQY17_RS02115	DR085_RS02820
