Orthogroup	MHP_Ue273_genes	MHP_7448_genes
OG0000073	VQY17_RS00705	MHP7448_RS00715
OG0000074	VQY17_RS00910	MHP7448_RS03660
OG0000075	VQY17_RS00345	MHP7448_RS00340
OG0000077	VQY17_RS00445	MHP7448_RS00445
OG0000078	VQY17_RS01715	MHP7448_RS01695
OG0000079	VQY17_RS02550	MHP7448_RS02580
OG0000080	VQY17_RS02595	MHP7448_RS03915
OG0000081	VQY17_RS00340	MHP7448_RS00335
OG0000082	VQY17_RS02400	MHP7448_RS02425
OG0000083	VQY17_RS02095	MHP7448_RS02040
OG0000084	VQY17_RS02125	MHP7448_RS02065
OG0000085	VQY17_RS02135	MHP7448_RS02070
OG0000086	VQY17_RS02145	MHP7448_RS02080
OG0000087	VQY17_RS02160	MHP7448_RS02095
OG0000088	VQY17_RS02165	MHP7448_RS02100
OG0000089	VQY17_RS02175	MHP7448_RS02110
OG0000090	VQY17_RS00070	MHP7448_RS00070
OG0000091	VQY17_RS00055	MHP7448_RS00055
OG0000092	VQY17_RS00040	MHP7448_RS00040
OG0000093	VQY17_RS00035	MHP7448_RS00035
OG0000094	VQY17_RS00030	MHP7448_RS00030
OG0000095	VQY17_RS00005	MHP7448_RS00005
OG0000096	VQY17_RS03620	MHP7448_RS03655
OG0000097	VQY17_RS03600	MHP7448_RS03635
OG0000098	VQY17_RS03590	MHP7448_RS03620
OG0000099	VQY17_RS03540	MHP7448_RS03570
OG0000100	VQY17_RS03525	MHP7448_RS03555
OG0000101	VQY17_RS03520	MHP7448_RS03550
OG0000102	VQY17_RS01750	MHP7448_RS01720
OG0000103	VQY17_RS02220	MHP7448_RS02145
OG0000104	VQY17_RS02225	MHP7448_RS02150
OG0000105	VQY17_RS02240	MHP7448_RS02165
OG0000106	VQY17_RS02250	MHP7448_RS02175
OG0000107	VQY17_RS02260	MHP7448_RS02185
OG0000108	VQY17_RS02265	MHP7448_RS02190
OG0000109	VQY17_RS02270	MHP7448_RS02195
OG0000110	VQY17_RS02390	MHP7448_RS02410
OG0000111	VQY17_RS02385	MHP7448_RS02405
OG0000112	VQY17_RS02375	MHP7448_RS02395
OG0000113	VQY17_RS02355	MHP7448_RS02375
OG0000114	VQY17_RS02345	MHP7448_RS02365
OG0000115	VQY17_RS02335	MHP7448_RS02355
OG0000116	VQY17_RS01315	MHP7448_RS01315
OG0000117	VQY17_RS01320	MHP7448_RS01320
OG0000118	VQY17_RS01355	MHP7448_RS01355
OG0000119	VQY17_RS01360	MHP7448_RS01360
OG0000120	VQY17_RS01375	MHP7448_RS01375
OG0000121	VQY17_RS01405	MHP7448_RS01400
OG0000122	VQY17_RS01410	MHP7448_RS01405
OG0000123	VQY17_RS01430	MHP7448_RS01425
OG0000124	VQY17_RS01435	MHP7448_RS01430
OG0000125	VQY17_RS01440	MHP7448_RS01435
OG0000126	VQY17_RS01455	MHP7448_RS01445
OG0000127	VQY17_RS01460	MHP7448_RS01455
OG0000128	VQY17_RS01475	MHP7448_RS01470
OG0000129	VQY17_RS01480	MHP7448_RS01475
OG0000130	VQY17_RS01490	MHP7448_RS01485
OG0000131	VQY17_RS01520	MHP7448_RS01515
OG0000132	VQY17_RS01535	MHP7448_RS01530
OG0000133	VQY17_RS00530	MHP7448_RS00530
OG0000134	VQY17_RS00535	MHP7448_RS00535
OG0000135	VQY17_RS00550	MHP7448_RS00550
OG0000136	VQY17_RS00555	MHP7448_RS00555
OG0000137	VQY17_RS00595	MHP7448_RS00590
OG0000138	VQY17_RS00620	MHP7448_RS00630
OG0000139	VQY17_RS00650	MHP7448_RS00660
OG0000140	VQY17_RS00655	MHP7448_RS00665
OG0000141	VQY17_RS02915	MHP7448_RS02960
OG0000142	VQY17_RS02910	MHP7448_RS02955
OG0000143	VQY17_RS02885	MHP7448_RS02930
OG0000144	VQY17_RS02875	MHP7448_RS02920
OG0000145	VQY17_RS02865	MHP7448_RS02910
OG0000146	VQY17_RS02855	MHP7448_RS02900
OG0000147	VQY17_RS02850	MHP7448_RS02895
OG0000148	VQY17_RS02835	MHP7448_RS02880
OG0000149	VQY17_RS02825	MHP7448_RS02870
OG0000150	VQY17_RS02810	MHP7448_RS02850
OG0000151	VQY17_RS02760	MHP7448_RS02805
OG0000152	VQY17_RS02755	MHP7448_RS02800
OG0000153	VQY17_RS02750	MHP7448_RS02795
OG0000154	VQY17_RS02740	MHP7448_RS02785
OG0000155	VQY17_RS02705	MHP7448_RS02745
OG0000156	VQY17_RS02695	MHP7448_RS02735
OG0000157	VQY17_RS02690	MHP7448_RS02730
OG0000158	VQY17_RS02680	MHP7448_RS04110
OG0000159	VQY17_RS02460	MHP7448_RS02485
OG0000160	VQY17_RS02455	MHP7448_RS02480
OG0000161	VQY17_RS02450	MHP7448_RS02475
OG0000162	VQY17_RS02440	MHP7448_RS02465
OG0000163	VQY17_RS02435	MHP7448_RS02460
OG0000164	VQY17_RS01640	MHP7448_RS01625
OG0000165	VQY17_RS02015	MHP7448_RS01960
OG0000166	VQY17_RS02035	MHP7448_RS01980
OG0000167	VQY17_RS02050	MHP7448_RS01995
OG0000168	VQY17_RS02055	MHP7448_RS02000
OG0000169	VQY17_RS03035	MHP7448_RS03080
OG0000170	VQY17_RS03050	MHP7448_RS03095
OG0000171	VQY17_RS03060	MHP7448_RS03105
OG0000172	VQY17_RS03065	MHP7448_RS03115
OG0000173	VQY17_RS03070	MHP7448_RS03120
OG0000174	VQY17_RS03075	MHP7448_RS03125
OG0000175	VQY17_RS03090	MHP7448_RS03140
OG0000176	VQY17_RS03135	MHP7448_RS03190
OG0000177	VQY17_RS03140	MHP7448_RS03195
OG0000178	VQY17_RS03145	MHP7448_RS03200
OG0000179	VQY17_RS03155	MHP7448_RS03210
OG0000180	VQY17_RS03160	MHP7448_RS03215
OG0000181	VQY17_RS03210	MHP7448_RS03255
OG0000182	VQY17_RS03220	MHP7448_RS03265
OG0000183	VQY17_RS03255	MHP7448_RS03300
OG0000184	VQY17_RS03305	MHP7448_RS03345
OG0000185	VQY17_RS03290	MHP7448_RS03330
OG0000186	VQY17_RS01545	MHP7448_RS01540
OG0000187	VQY17_RS01560	MHP7448_RS01555
OG0000188	VQY17_RS01570	MHP7448_RS01565
OG0000189	VQY17_RS02305	MHP7448_RS02230
OG0000190	VQY17_RS02300	MHP7448_RS02225
OG0000191	VQY17_RS02280	MHP7448_RS02205
OG0000192	VQY17_RS01240	MHP7448_RS01230
OG0000193	VQY17_RS01230	MHP7448_RS01210
OG0000194	VQY17_RS00690	MHP7448_RS00700
OG0000195	VQY17_RS00695	MHP7448_RS00705
OG0000196	VQY17_RS00715	MHP7448_RS00725
OG0000197	VQY17_RS00720	MHP7448_RS00730
OG0000198	VQY17_RS00735	MHP7448_RS00745
OG0000199	VQY17_RS00740	MHP7448_RS00750
OG0000200	VQY17_RS00755	MHP7448_RS00760
OG0000201	VQY17_RS00765	MHP7448_RS00770
OG0000202	VQY17_RS00825	MHP7448_RS00825
OG0000203	VQY17_RS00830	MHP7448_RS00830
OG0000204	VQY17_RS00835	MHP7448_RS00835
OG0000205	VQY17_RS00840	MHP7448_RS00840
OG0000206	VQY17_RS00860	MHP7448_RS00860
OG0000207	VQY17_RS00875	MHP7448_RS00875
OG0000208	VQY17_RS00880	MHP7448_RS00880
OG0000209	VQY17_RS00885	MHP7448_RS00885
OG0000210	VQY17_RS00935	MHP7448_RS00930
OG0000211	VQY17_RS00970	MHP7448_RS00940
OG0000212	VQY17_RS00980	MHP7448_RS00950
OG0000213	VQY17_RS00985	MHP7448_RS00955
OG0000214	VQY17_RS00990	MHP7448_RS00960
OG0000215	VQY17_RS00995	MHP7448_RS00965
OG0000216	VQY17_RS01000	MHP7448_RS00970
OG0000217	VQY17_RS01005	MHP7448_RS00975
OG0000218	VQY17_RS01015	MHP7448_RS00985
OG0000219	VQY17_RS01020	MHP7448_RS00990
OG0000220	VQY17_RS01025	MHP7448_RS00995
OG0000221	VQY17_RS01030	MHP7448_RS01000
OG0000222	VQY17_RS01035	MHP7448_RS01005
OG0000223	VQY17_RS01040	MHP7448_RS01010
OG0000224	VQY17_RS01050	MHP7448_RS01020
OG0000225	VQY17_RS01060	MHP7448_RS01030
OG0000226	VQY17_RS01065	MHP7448_RS01035
OG0000227	VQY17_RS01070	MHP7448_RS01040
OG0000228	VQY17_RS01075	MHP7448_RS04115
OG0000229	VQY17_RS01080	MHP7448_RS01050
OG0000230	VQY17_RS01085	MHP7448_RS01055
OG0000231	VQY17_RS01095	MHP7448_RS01065
OG0000232	VQY17_RS01105	MHP7448_RS01075
OG0000233	VQY17_RS01125	MHP7448_RS01095
OG0000234	VQY17_RS01165	MHP7448_RS01130
OG0000235	VQY17_RS01175	MHP7448_RS01140
OG0000236	VQY17_RS01180	MHP7448_RS01145
OG0000237	VQY17_RS01185	MHP7448_RS01150
OG0000238	VQY17_RS01190	MHP7448_RS01160
OG0000239	VQY17_RS02930	MHP7448_RS02970
OG0000240	VQY17_RS02935	MHP7448_RS02975
OG0000241	VQY17_RS02945	MHP7448_RS02985
OG0000242	VQY17_RS02950	MHP7448_RS02990
OG0000243	VQY17_RS02955	MHP7448_RS02995
OG0000244	VQY17_RS02965	MHP7448_RS03005
OG0000245	VQY17_RS02970	MHP7448_RS04055
OG0000246	VQY17_RS00140	MHP7448_RS00140
OG0000247	VQY17_RS00150	MHP7448_RS00150
OG0000248	VQY17_RS00160	MHP7448_RS00160
OG0000249	VQY17_RS00165	MHP7448_RS00165
OG0000250	VQY17_RS00180	MHP7448_RS00180
OG0000251	VQY17_RS00210	MHP7448_RS00205
OG0000252	VQY17_RS00220	MHP7448_RS00215
OG0000253	VQY17_RS00225	MHP7448_RS00220
OG0000254	VQY17_RS00235	MHP7448_RS00230
OG0000255	VQY17_RS00245	MHP7448_RS00240
OG0000256	VQY17_RS00250	MHP7448_RS00245
OG0000257	VQY17_RS00275	MHP7448_RS00270
OG0000258	VQY17_RS00285	MHP7448_RS00280
OG0000259	VQY17_RS00315	MHP7448_RS00310
OG0000260	VQY17_RS00325	MHP7448_RS00320
OG0000261	VQY17_RS00335	MHP7448_RS00330
OG0000262	VQY17_RS00350	MHP7448_RS00345
OG0000263	VQY17_RS00365	MHP7448_RS00360
OG0000264	VQY17_RS00380	MHP7448_RS00375
OG0000265	VQY17_RS00390	MHP7448_RS00385
OG0000266	VQY17_RS00405	MHP7448_RS00400
OG0000267	VQY17_RS00420	MHP7448_RS00415
OG0000268	VQY17_RS00425	MHP7448_RS00420
OG0000269	VQY17_RS00440	MHP7448_RS00435
OG0000270	VQY17_RS03495	MHP7448_RS03525
OG0000271	VQY17_RS03490	MHP7448_RS03520
OG0000272	VQY17_RS03485	MHP7448_RS03515
OG0000273	VQY17_RS03480	MHP7448_RS03510
OG0000274	VQY17_RS03460	MHP7448_RS03490
OG0000275	VQY17_RS03455	MHP7448_RS03485
OG0000276	VQY17_RS03450	MHP7448_RS03480
OG0000277	VQY17_RS03435	MHP7448_RS03470
OG0000278	VQY17_RS03430	MHP7448_RS03465
OG0000279	VQY17_RS03420	MHP7448_RS03455
OG0000280	VQY17_RS03415	MHP7448_RS03450
OG0000281	VQY17_RS03410	MHP7448_RS03795
OG0000282	VQY17_RS03380	MHP7448_RS03420
OG0000283	VQY17_RS03375	MHP7448_RS03415
OG0000284	VQY17_RS03370	MHP7448_RS03410
OG0000285	VQY17_RS03365	MHP7448_RS03405
OG0000286	VQY17_RS02420	MHP7448_RS02445
OG0000287	VQY17_RS02510	MHP7448_RS02540
OG0000288	VQY17_RS02520	MHP7448_RS02550
OG0000289	VQY17_RS02525	MHP7448_RS02555
OG0000290	VQY17_RS02635	MHP7448_RS02665
OG0000291	VQY17_RS02625	MHP7448_RS02655
OG0000292	VQY17_RS02620	MHP7448_RS02650
OG0000293	VQY17_RS02615	MHP7448_RS02645
OG0000294	VQY17_RS02605	MHP7448_RS02635
OG0000295	VQY17_RS02600	MHP7448_RS02630
OG0000296	VQY17_RS02560	MHP7448_RS02590
OG0000297	VQY17_RS02555	MHP7448_RS02585
OG0000298	VQY17_RS00175	MHP7448_RS00175
OG0000299	VQY17_RS00195	MHP7448_RS03685
OG0000300	VQY17_RS00375	MHP7448_RS00370
OG0000301	VQY17_RS00410	MHP7448_RS00405
OG0000302	VQY17_RS00415	MHP7448_RS00410
OG0000303	VQY17_RS00560	MHP7448_RS00560
OG0000304	VQY17_RS01110	MHP7448_RS01080
OG0000305	VQY17_RS02860	MHP7448_RS02905
OG0000306	VQY17_RS02785	MHP7448_RS02825
OG0000307	VQY17_RS02745	MHP7448_RS02790
OG0000308	VQY17_RS02655	MHP7448_RS02685
OG0000309	VQY17_RS02590	MHP7448_RS02620
OG0000310	VQY17_RS02515	MHP7448_RS02545
OG0000311	VQY17_RS02480	MHP7448_RS02505
OG0000312	VQY17_RS02465	MHP7448_RS02490
OG0000313	VQY17_RS01630	MHP7448_RS01615
OG0000314	VQY17_RS02030	MHP7448_RS01975
OG0000315	VQY17_RS02060	MHP7448_RS02005
OG0000316	VQY17_RS02070	MHP7448_RS02015
OG0000317	VQY17_RS02170	MHP7448_RS02105
OG0000318	VQY17_RS02075	MHP7448_RS02020
OG0000319	VQY17_RS02235	MHP7448_RS02160
OG0000320	VQY17_RS02365	MHP7448_RS02385
OG0000321	VQY17_RS01350	MHP7448_RS01350
OG0000322	VQY17_RS01400	MHP7448_RS01395
OG0000323	VQY17_RS01530	MHP7448_RS01525
OG0000324	VQY17_RS02275	MHP7448_RS02200
OG0000325	VQY17_RS00700	MHP7448_RS00710
OG0000326	VQY17_RS00800	MHP7448_RS00800
OG0000327	VQY17_RS00805	MHP7448_RS00805
OG0000328	VQY17_RS00890	MHP7448_RS00890
OG0000329	VQY17_RS00915	MHP7448_RS00910
OG0000330	VQY17_RS01135	MHP7448_RS01105
OG0000331	VQY17_RS02960	MHP7448_RS03000
OG0000332	VQY17_RS03100	MHP7448_RS03150
OG0000333	VQY17_RS03110	MHP7448_RS03160
OG0000334	VQY17_RS03215	MHP7448_RS03260
OG0000335	VQY17_RS03225	MHP7448_RS03270
OG0000336	VQY17_RS03400	MHP7448_RS03440
OG0000337	VQY17_RS03575	MHP7448_RS03605
OG0000338	VQY17_RS03615	MHP7448_RS03650
OG0000339	VQY17_RS02340	MHP7448_RS02360
OG0000340	VQY17_RS01330	MHP7448_RS01330
OG0000341	VQY17_RS02295	MHP7448_RS02220
OG0000342	VQY17_RS00730	MHP7448_RS00740
OG0000343	VQY17_RS03120	MHP7448_RS03170
OG0000344	VQY17_RS00575	MHP7448_RS00575
OG0000345	VQY17_RS01055	MHP7448_RS01025
OG0000346	VQY17_RS03405	MHP7448_RS04140
OG0000347	VQY17_RS01425	MHP7448_RS01420
OG0000348	VQY17_RS00810	MHP7448_RS00810
OG0000349	VQY17_RS03470	MHP7448_RS03500
OG0000350	VQY17_RS02735	MHP7448_RS03675
OG0000351	VQY17_RS00495	MHP7448_RS00495
OG0000352	VQY17_RS02010	MHP7448_RS01955
OG0000353	VQY17_RS01390	MHP7448_RS01390
OG0000354	VQY17_RS00635	MHP7448_RS00645
OG0000355	VQY17_RS01985	MHP7448_RS01925
OG0000356	VQY17_RS02065	MHP7448_RS02010
OG0000357	VQY17_RS03080	MHP7448_RS03130
OG0000358	VQY17_RS03085	MHP7448_RS03135
OG0000359	VQY17_RS00780	MHP7448_RS00780
OG0000360	VQY17_RS00280	MHP7448_RS00275
OG0000361	VQY17_RS00310	MHP7448_RS00305
OG0000362	VQY17_RS02535	MHP7448_RS02565
OG0000363	VQY17_RS01465	MHP7448_RS01460
OG0000364	VQY17_RS01955, VQY17_RS01960	MHP7448_RS01905
OG0000365	VQY17_RS02110	MHP7448_RS02050
OG0000366	VQY17_RS02140	MHP7448_RS02075
OG0000367	VQY17_RS02150	MHP7448_RS02085
OG0000368	VQY17_RS00060	MHP7448_RS00060
OG0000369	VQY17_RS00025	MHP7448_RS00025
OG0000370	VQY17_RS00020	MHP7448_RS00020
OG0000371	VQY17_RS00015	MHP7448_RS00015
OG0000372	VQY17_RS00010	MHP7448_RS00010
OG0000373	VQY17_RS03605	MHP7448_RS03640
OG0000374	VQY17_RS03595	MHP7448_RS03625
OG0000375	VQY17_RS02230	MHP7448_RS02155
OG0000376	VQY17_RS02380	MHP7448_RS02400
OG0000377	VQY17_RS02370	MHP7448_RS02390
OG0000378	VQY17_RS01310	MHP7448_RS01310
OG0000379	VQY17_RS01385	MHP7448_RS01385
OG0000380	VQY17_RS01415	MHP7448_RS01410
OG0000382	VQY17_RS01485	MHP7448_RS01480
OG0000383	VQY17_RS01525	MHP7448_RS01520
OG0000384	VQY17_RS00515	MHP7448_RS00515
OG0000385	VQY17_RS00520	MHP7448_RS00520
OG0000386	VQY17_RS00540	MHP7448_RS00540
OG0000387	VQY17_RS00565	MHP7448_RS00565
OG0000388	VQY17_RS00570	MHP7448_RS00570
OG0000389	VQY17_RS00615	MHP7448_RS00615
OG0000390	VQY17_RS02880	MHP7448_RS02925
OG0000391	VQY17_RS02870	MHP7448_RS02915
OG0000392	VQY17_RS02845	MHP7448_RS02890
OG0000393	VQY17_RS02790	MHP7448_RS02830
OG0000394	VQY17_RS02715	MHP7448_RS02755
OG0000395	VQY17_RS02710	MHP7448_RS02750
OG0000396	VQY17_RS02425	MHP7448_RS02450
OG0000397	VQY17_RS01995	MHP7448_RS01940
OG0000398	VQY17_RS02000	MHP7448_RS01945
OG0000399	VQY17_RS02045	MHP7448_RS01990
OG0000400	VQY17_RS03045	MHP7448_RS03090
OG0000401	VQY17_RS03105	MHP7448_RS03155
OG0000402	VQY17_RS03115	MHP7448_RS03165
OG0000403	VQY17_RS03125	MHP7448_RS03175
OG0000404	VQY17_RS03150	MHP7448_RS03205
OG0000405	VQY17_RS03165	MHP7448_RS03220
OG0000406	VQY17_RS03230	MHP7448_RS03275
OG0000407	VQY17_RS03235	MHP7448_RS03280
OG0000408	VQY17_RS03240	MHP7448_RS03285
OG0000409	VQY17_RS03245	MHP7448_RS03290
OG0000410	VQY17_RS03310	MHP7448_RS03350
OG0000411	VQY17_RS03300	MHP7448_RS03340
OG0000412	VQY17_RS03295	MHP7448_RS03335
OG0000413	VQY17_RS01540	MHP7448_RS01535
OG0000414	VQY17_RS01550	MHP7448_RS01545
OG0000415	VQY17_RS01555	MHP7448_RS01550
OG0000416	VQY17_RS01565	MHP7448_RS01560
OG0000417	VQY17_RS02290	MHP7448_RS02215
OG0000418	VQY17_RS02285	MHP7448_RS02210
OG0000419	VQY17_RS00710	MHP7448_RS00720
OG0000420	VQY17_RS00745	MHP7448_RS00755
OG0000421	VQY17_RS00785	MHP7448_RS00785
OG0000422	VQY17_RS00795	MHP7448_RS00795
OG0000423	VQY17_RS00850	MHP7448_RS00850
OG0000424	VQY17_RS00855	MHP7448_RS00855
OG0000425	VQY17_RS00865	MHP7448_RS00865
OG0000426	VQY17_RS00870	MHP7448_RS00870
OG0000427	VQY17_RS00900	MHP7448_RS00895
OG0000428	VQY17_RS00925	MHP7448_RS00920
OG0000429	VQY17_RS01045	MHP7448_RS01015
OG0000430	VQY17_RS01090	MHP7448_RS01060
OG0000431	VQY17_RS01100	MHP7448_RS01070
OG0000432	VQY17_RS01130	MHP7448_RS01100
OG0000433	VQY17_RS01145	MHP7448_RS01115
OG0000434	VQY17_RS01150	MHP7448_RS01120
OG0000435	VQY17_RS01170	MHP7448_RS01135
OG0000436	VQY17_RS01195	MHP7448_RS01165
OG0000438	VQY17_RS01210	MHP7448_RS01180
OG0000439	VQY17_RS01215	MHP7448_RS01185
OG0000440	VQY17_RS02940	MHP7448_RS02980
OG0000441	VQY17_RS02975	MHP7448_RS03020
OG0000442	VQY17_RS00145	MHP7448_RS00145
OG0000443	VQY17_RS00190	MHP7448_RS00190
OG0000444	VQY17_RS00205	MHP7448_RS00200
OG0000445	VQY17_RS00230	MHP7448_RS00225
OG0000446	VQY17_RS00260	MHP7448_RS00255
OG0000447	VQY17_RS00265	MHP7448_RS00260
OG0000448	VQY17_RS00295	MHP7448_RS00290
OG0000449	VQY17_RS00320	MHP7448_RS00315
OG0000450	VQY17_RS00330	MHP7448_RS00325
OG0000451	VQY17_RS00370	MHP7448_RS00365
OG0000452	VQY17_RS00395	MHP7448_RS00390
OG0000453	VQY17_RS00430	MHP7448_RS00425
OG0000454	VQY17_RS01595	MHP7448_RS01580
OG0000455	VQY17_RS03515	MHP7448_RS03545
OG0000456	VQY17_RS03390	MHP7448_RS03425
OG0000458	VQY17_RS02505	MHP7448_RS02535
OG0000459	VQY17_RS02530	MHP7448_RS02560
OG0000460	VQY17_RS02540	MHP7448_RS02570
OG0000461	VQY17_RS02585	MHP7448_RS02615
OG0000462	VQY17_RS02580	MHP7448_RS02610
OG0000464	VQY17_RS02570	MHP7448_RS04135
OG0000465	VQY17_RS02565	MHP7448_RS02595
OG0000466	VQY17_RS00400	MHP7448_RS00395
OG0000467	VQY17_RS02665	MHP7448_RS02700
OG0000468	VQY17_RS02040	MHP7448_RS01985
OG0000469	VQY17_RS02100	MHP7448_RS02045
OG0000470	VQY17_RS00845	MHP7448_RS03850
OG0000471	VQY17_RS00930	MHP7448_RS00925
OG0000472	VQY17_RS03320	MHP7448_RS03360
OG0000473	VQY17_RS03500	MHP7448_RS03530
OG0000474	VQY17_RS03505	MHP7448_RS03535
OG0000475	VQY17_RS03510	MHP7448_RS03540
OG0000476	VQY17_RS01575	MHP7448_RS01570
OG0000477	VQY17_RS02610	MHP7448_RS02640
OG0000478	VQY17_RS03445	MHP7448_RS03475
OG0000479	VQY17_RS01345	MHP7448_RS01345
OG0000480	VQY17_RS02105	MHP7448_RS03895
OG0000481	VQY17_RS00820	MHP7448_RS00820
OG0000482	VQY17_RS01235	MHP7448_RS01215
OG0000483	VQY17_RS02155	MHP7448_RS02090
OG0000484	VQY17_RS00200	MHP7448_RS00195
OG0000485	VQY17_RS01205	MHP7448_RS01170
OG0000486	VQY17_RS02310	MHP7448_RS02235
OG0000487	VQY17_RS02080	MHP7448_RS02025
OG0000488	VQY17_RS02120	MHP7448_RS02060
