Orthogroup	MHP_Ue273_genes	MHP_116_genes
OG0000065	VQY17_RS02255	ABJ972_RS02200
OG0000066	VQY17_RS01370	ABJ972_RS01340
OG0000067	VQY17_RS00525	ABJ972_RS00510
OG0000068	VQY17_RS00645	ABJ972_RS01025
OG0000069	VQY17_RS02795	ABJ972_RS02740
OG0000070	VQY17_RS02475	ABJ972_RS02420
OG0000071	VQY17_RS03260	ABJ972_RS03180
OG0000072	VQY17_RS03265	ABJ972_RS03185
OG0000073	VQY17_RS00705	ABJ972_RS00965
OG0000074	VQY17_RS00910	ABJ972_RS00765
OG0000075	VQY17_RS00345	ABJ972_RS00325
OG0000076	VQY17_RS00360	ABJ972_RS00340
OG0000077	VQY17_RS00445	ABJ972_RS00425
OG0000078	VQY17_RS01715	ABJ972_RS01655
OG0000079	VQY17_RS02550	ABJ972_RS02495
OG0000080	VQY17_RS02595	ABJ972_RS02540
OG0000081	VQY17_RS00340	ABJ972_RS00320
OG0000082	VQY17_RS02400	ABJ972_RS02345
OG0000083	VQY17_RS02095	ABJ972_RS01985
OG0000084	VQY17_RS02125	ABJ972_RS02015
OG0000085	VQY17_RS02135	ABJ972_RS02020
OG0000086	VQY17_RS02145	ABJ972_RS02030
OG0000087	VQY17_RS02160	ABJ972_RS02045
OG0000088	VQY17_RS02165	ABJ972_RS02050
OG0000089	VQY17_RS02175	ABJ972_RS02060
OG0000090	VQY17_RS00070	ABJ972_RS00070
OG0000091	VQY17_RS00055	ABJ972_RS00055
OG0000092	VQY17_RS00040	ABJ972_RS00040
OG0000093	VQY17_RS00035	ABJ972_RS00035
OG0000094	VQY17_RS00030	ABJ972_RS00030
OG0000095	VQY17_RS00005	ABJ972_RS00005
OG0000096	VQY17_RS03620	ABJ972_RS03550
OG0000097	VQY17_RS03600	ABJ972_RS03530
OG0000098	VQY17_RS03590	ABJ972_RS03490, ABJ972_RS03520
OG0000099	VQY17_RS03540	ABJ972_RS03440
OG0000100	VQY17_RS03525	ABJ972_RS03425
OG0000101	VQY17_RS03520	ABJ972_RS03420
OG0000102	VQY17_RS01750	ABJ972_RS01680
OG0000103	VQY17_RS02220	ABJ972_RS02165
OG0000104	VQY17_RS02225	ABJ972_RS02170
OG0000105	VQY17_RS02240	ABJ972_RS02185
OG0000106	VQY17_RS02250	ABJ972_RS02195
OG0000107	VQY17_RS02260	ABJ972_RS02205
OG0000108	VQY17_RS02265	ABJ972_RS02210
OG0000109	VQY17_RS02270	ABJ972_RS02215
OG0000110	VQY17_RS02390	ABJ972_RS02335
OG0000111	VQY17_RS02385	ABJ972_RS02330
OG0000112	VQY17_RS02375	ABJ972_RS02320
OG0000113	VQY17_RS02355	ABJ972_RS02300
OG0000114	VQY17_RS02345	ABJ972_RS02290
OG0000115	VQY17_RS02335	ABJ972_RS02280
OG0000116	VQY17_RS01315	ABJ972_RS01285
OG0000117	VQY17_RS01320	ABJ972_RS01290
OG0000118	VQY17_RS01355	ABJ972_RS01325
OG0000119	VQY17_RS01360	ABJ972_RS01330
OG0000120	VQY17_RS01375	ABJ972_RS01345
OG0000121	VQY17_RS01405	ABJ972_RS01370
OG0000122	VQY17_RS01410	ABJ972_RS01375
OG0000123	VQY17_RS01430	ABJ972_RS01395
OG0000124	VQY17_RS01435	ABJ972_RS01400
OG0000125	VQY17_RS01440	ABJ972_RS01405
OG0000126	VQY17_RS01455	ABJ972_RS01415
OG0000127	VQY17_RS01460	ABJ972_RS01425
OG0000128	VQY17_RS01475	ABJ972_RS01440
OG0000129	VQY17_RS01480	ABJ972_RS01445
OG0000130	VQY17_RS01490	ABJ972_RS01455
OG0000131	VQY17_RS01520	ABJ972_RS01485
OG0000132	VQY17_RS01535	ABJ972_RS01500
OG0000133	VQY17_RS00530	ABJ972_RS00515
OG0000134	VQY17_RS00535	ABJ972_RS00520
OG0000135	VQY17_RS00550	ABJ972_RS00535
OG0000136	VQY17_RS00555	ABJ972_RS00540
OG0000137	VQY17_RS00595	ABJ972_RS00570
OG0000138	VQY17_RS00620	ABJ972_RS01050
OG0000139	VQY17_RS00650	ABJ972_RS01020
OG0000140	VQY17_RS00655	ABJ972_RS01015
OG0000141	VQY17_RS02915	ABJ972_RS02855
OG0000142	VQY17_RS02910	ABJ972_RS02850
OG0000143	VQY17_RS02885	ABJ972_RS02830
OG0000144	VQY17_RS02875	ABJ972_RS02820
OG0000145	VQY17_RS02865	ABJ972_RS02810
OG0000146	VQY17_RS02855	ABJ972_RS02800
OG0000147	VQY17_RS02850	ABJ972_RS02795
OG0000148	VQY17_RS02835	ABJ972_RS02780
OG0000149	VQY17_RS02825	ABJ972_RS02770
OG0000150	VQY17_RS02810	ABJ972_RS02755
OG0000151	VQY17_RS02760	ABJ972_RS02705
OG0000152	VQY17_RS02755	ABJ972_RS02700
OG0000153	VQY17_RS02750	ABJ972_RS02695
OG0000154	VQY17_RS02740	ABJ972_RS02685
OG0000155	VQY17_RS02705	ABJ972_RS02650
OG0000156	VQY17_RS02695	ABJ972_RS02645
OG0000157	VQY17_RS02690	ABJ972_RS02635
OG0000158	VQY17_RS02680	ABJ972_RS02625
OG0000159	VQY17_RS02460	ABJ972_RS02405
OG0000160	VQY17_RS02455	ABJ972_RS02400
OG0000161	VQY17_RS02450	ABJ972_RS02395
OG0000162	VQY17_RS02440	ABJ972_RS02385
OG0000163	VQY17_RS02435	ABJ972_RS02380
OG0000164	VQY17_RS01640	ABJ972_RS01585
OG0000165	VQY17_RS02015	ABJ972_RS01905
OG0000166	VQY17_RS02035	ABJ972_RS01925
OG0000167	VQY17_RS02050	ABJ972_RS01940
OG0000168	VQY17_RS02055	ABJ972_RS01945
OG0000169	VQY17_RS03035	ABJ972_RS02955
OG0000170	VQY17_RS03050	ABJ972_RS02970
OG0000171	VQY17_RS03060	ABJ972_RS02980
OG0000172	VQY17_RS03065	ABJ972_RS02985
OG0000173	VQY17_RS03070	ABJ972_RS02990
OG0000174	VQY17_RS03075	ABJ972_RS02995
OG0000175	VQY17_RS03090	ABJ972_RS03010
OG0000176	VQY17_RS03135	ABJ972_RS03055
OG0000177	VQY17_RS03140	ABJ972_RS03060
OG0000178	VQY17_RS03145	ABJ972_RS03065
OG0000179	VQY17_RS03155	ABJ972_RS03075
OG0000180	VQY17_RS03160	ABJ972_RS03080
OG0000181	VQY17_RS03210	ABJ972_RS03130
OG0000182	VQY17_RS03220	ABJ972_RS03140
OG0000183	VQY17_RS03255	ABJ972_RS03175
OG0000184	VQY17_RS03305	ABJ972_RS03220
OG0000185	VQY17_RS03290	ABJ972_RS03205
OG0000186	VQY17_RS01545	ABJ972_RS01510
OG0000187	VQY17_RS01560	ABJ972_RS01525
OG0000188	VQY17_RS01570	ABJ972_RS01535
OG0000189	VQY17_RS02305	ABJ972_RS02250
OG0000190	VQY17_RS02300	ABJ972_RS02245
OG0000191	VQY17_RS02280	ABJ972_RS02225
OG0000192	VQY17_RS01240	ABJ972_RS01205
OG0000193	VQY17_RS01230	ABJ972_RS01195
OG0000194	VQY17_RS00690	ABJ972_RS00980
OG0000195	VQY17_RS00695	ABJ972_RS00975
OG0000196	VQY17_RS00715	ABJ972_RS00955
OG0000197	VQY17_RS00720	ABJ972_RS00950
OG0000198	VQY17_RS00735	ABJ972_RS00930
OG0000199	VQY17_RS00740	ABJ972_RS00925
OG0000200	VQY17_RS00755	ABJ972_RS00910
OG0000201	VQY17_RS00765	ABJ972_RS00900
OG0000202	VQY17_RS00825	ABJ972_RS00845
OG0000203	VQY17_RS00830	ABJ972_RS00840
OG0000204	VQY17_RS00835	ABJ972_RS00835
OG0000205	VQY17_RS00840	ABJ972_RS00830
OG0000206	VQY17_RS00860	ABJ972_RS00810
OG0000207	VQY17_RS00875	ABJ972_RS00795
OG0000208	VQY17_RS00880	ABJ972_RS00790
OG0000209	VQY17_RS00885	ABJ972_RS00785
OG0000210	VQY17_RS00935	ABJ972_RS00740
OG0000211	VQY17_RS00970	ABJ972_RS00730
OG0000212	VQY17_RS00980	ABJ972_RS00720
OG0000213	VQY17_RS00985	ABJ972_RS00715
OG0000214	VQY17_RS00990	ABJ972_RS00710
OG0000215	VQY17_RS00995	ABJ972_RS00705
OG0000216	VQY17_RS01000	ABJ972_RS00700
OG0000217	VQY17_RS01005	ABJ972_RS00695
OG0000218	VQY17_RS01015	ABJ972_RS00685
OG0000219	VQY17_RS01020	ABJ972_RS00680
OG0000220	VQY17_RS01025	ABJ972_RS00675
OG0000221	VQY17_RS01030	ABJ972_RS00670
OG0000222	VQY17_RS01035	ABJ972_RS00665
OG0000223	VQY17_RS01040	ABJ972_RS00660
OG0000224	VQY17_RS01050	ABJ972_RS00650
OG0000225	VQY17_RS01060	ABJ972_RS00640
OG0000226	VQY17_RS01065	ABJ972_RS00635
OG0000227	VQY17_RS01070	ABJ972_RS00630
OG0000228	VQY17_RS01075	ABJ972_RS00625
OG0000229	VQY17_RS01080	ABJ972_RS00620
OG0000230	VQY17_RS01085	ABJ972_RS00615
OG0000231	VQY17_RS01095	ABJ972_RS00605
OG0000232	VQY17_RS01105	ABJ972_RS00595
OG0000233	VQY17_RS01125	ABJ972_RS01080
OG0000234	VQY17_RS01165	ABJ972_RS01115
OG0000235	VQY17_RS01175	ABJ972_RS01125
OG0000236	VQY17_RS01180	ABJ972_RS01130
OG0000237	VQY17_RS01185	ABJ972_RS01135
OG0000238	VQY17_RS01190	ABJ972_RS01140
OG0000239	VQY17_RS02930	ABJ972_RS02865
OG0000240	VQY17_RS02935	ABJ972_RS02870
OG0000241	VQY17_RS02945	ABJ972_RS02880
OG0000242	VQY17_RS02950	ABJ972_RS02885
OG0000243	VQY17_RS02955	ABJ972_RS02890
OG0000244	VQY17_RS02965	ABJ972_RS02900
OG0000245	VQY17_RS02970	ABJ972_RS02910
OG0000246	VQY17_RS00140	ABJ972_RS00125
OG0000247	VQY17_RS00150	ABJ972_RS00135
OG0000248	VQY17_RS00160	ABJ972_RS00145
OG0000249	VQY17_RS00165	ABJ972_RS00150
OG0000250	VQY17_RS00180	ABJ972_RS00165
OG0000251	VQY17_RS00210	ABJ972_RS00195
OG0000252	VQY17_RS00220	ABJ972_RS00205
OG0000253	VQY17_RS00225	ABJ972_RS00210
OG0000254	VQY17_RS00235	ABJ972_RS00220
OG0000255	VQY17_RS00245	ABJ972_RS00225
OG0000256	VQY17_RS00250	ABJ972_RS00230
OG0000257	VQY17_RS00275	ABJ972_RS00255
OG0000258	VQY17_RS00285	ABJ972_RS00265
OG0000259	VQY17_RS00315	ABJ972_RS00295
OG0000260	VQY17_RS00325	ABJ972_RS00305
OG0000261	VQY17_RS00335	ABJ972_RS00315
OG0000262	VQY17_RS00350	ABJ972_RS00330
OG0000263	VQY17_RS00365	ABJ972_RS00345
OG0000264	VQY17_RS00380	ABJ972_RS00360
OG0000265	VQY17_RS00390	ABJ972_RS00370
OG0000266	VQY17_RS00405	ABJ972_RS00385
OG0000267	VQY17_RS00420	ABJ972_RS00400
OG0000268	VQY17_RS00425	ABJ972_RS00405
OG0000269	VQY17_RS00440	ABJ972_RS00420
OG0000270	VQY17_RS03495	ABJ972_RS03395
OG0000271	VQY17_RS03490	ABJ972_RS03390
OG0000272	VQY17_RS03485	ABJ972_RS03385
OG0000273	VQY17_RS03480	ABJ972_RS03380
OG0000274	VQY17_RS03460	ABJ972_RS03360
OG0000275	VQY17_RS03455	ABJ972_RS03355
OG0000276	VQY17_RS03450	ABJ972_RS03350
OG0000277	VQY17_RS03435	ABJ972_RS03340
OG0000278	VQY17_RS03430	ABJ972_RS03335
OG0000279	VQY17_RS03420	ABJ972_RS03325
OG0000280	VQY17_RS03415	ABJ972_RS03320
OG0000281	VQY17_RS03410	ABJ972_RS03315
OG0000282	VQY17_RS03380	ABJ972_RS03290
OG0000283	VQY17_RS03375	ABJ972_RS03285
OG0000284	VQY17_RS03370	ABJ972_RS03280
OG0000285	VQY17_RS03365	ABJ972_RS03275
OG0000286	VQY17_RS02420	ABJ972_RS02365
OG0000287	VQY17_RS02510	ABJ972_RS02455
OG0000288	VQY17_RS02520	ABJ972_RS02465
OG0000289	VQY17_RS02525	ABJ972_RS02470
OG0000290	VQY17_RS02635	ABJ972_RS02580
OG0000291	VQY17_RS02625	ABJ972_RS02570
OG0000292	VQY17_RS02620	ABJ972_RS02565
OG0000293	VQY17_RS02615	ABJ972_RS02560
OG0000294	VQY17_RS02605	ABJ972_RS02550
OG0000295	VQY17_RS02600	ABJ972_RS02545
OG0000296	VQY17_RS02560	ABJ972_RS02505
OG0000297	VQY17_RS02555	ABJ972_RS02500
OG0000298	VQY17_RS00175	ABJ972_RS00160
OG0000299	VQY17_RS00195	ABJ972_RS00180
OG0000300	VQY17_RS00375	ABJ972_RS00355
OG0000301	VQY17_RS00410	ABJ972_RS00390
OG0000302	VQY17_RS00415	ABJ972_RS00395
OG0000303	VQY17_RS00560	ABJ972_RS00545
OG0000304	VQY17_RS01110	ABJ972_RS00590
OG0000305	VQY17_RS02860	ABJ972_RS02805
OG0000306	VQY17_RS02785	ABJ972_RS02730
OG0000307	VQY17_RS02745	ABJ972_RS02690
OG0000308	VQY17_RS02655	ABJ972_RS02600
OG0000309	VQY17_RS02590	ABJ972_RS02535
OG0000310	VQY17_RS02515	ABJ972_RS02460
OG0000311	VQY17_RS02480	ABJ972_RS02425
OG0000312	VQY17_RS02465	ABJ972_RS02410
OG0000313	VQY17_RS01630	ABJ972_RS01575
OG0000314	VQY17_RS02030	ABJ972_RS01920
OG0000315	VQY17_RS02060	ABJ972_RS01950
OG0000316	VQY17_RS02070	ABJ972_RS01960
OG0000317	VQY17_RS02170	ABJ972_RS02055
OG0000318	VQY17_RS02075	ABJ972_RS01965
OG0000319	VQY17_RS02235	ABJ972_RS02180
OG0000320	VQY17_RS02365	ABJ972_RS02310
OG0000321	VQY17_RS01350	ABJ972_RS01320
OG0000322	VQY17_RS01400	ABJ972_RS01365
OG0000323	VQY17_RS01530	ABJ972_RS01495
OG0000324	VQY17_RS02275	ABJ972_RS02220
OG0000325	VQY17_RS00700	ABJ972_RS00970
OG0000326	VQY17_RS00800	ABJ972_RS00870
OG0000327	VQY17_RS00805	ABJ972_RS00865
OG0000328	VQY17_RS00890	ABJ972_RS00780
OG0000329	VQY17_RS00915	ABJ972_RS00760
OG0000330	VQY17_RS01135	ABJ972_RS01090
OG0000331	VQY17_RS02960	ABJ972_RS02895
OG0000332	VQY17_RS03100	ABJ972_RS03020
OG0000333	VQY17_RS03110	ABJ972_RS03030
OG0000334	VQY17_RS03215	ABJ972_RS03135
OG0000335	VQY17_RS03225	ABJ972_RS03145
OG0000336	VQY17_RS03400	ABJ972_RS03305
OG0000337	VQY17_RS03575	ABJ972_RS03505
OG0000338	VQY17_RS03615	ABJ972_RS03545
OG0000339	VQY17_RS02340	ABJ972_RS02285
OG0000340	VQY17_RS01330	ABJ972_RS01300
OG0000341	VQY17_RS02295	ABJ972_RS02240
OG0000342	VQY17_RS00730	ABJ972_RS00935
OG0000343	VQY17_RS03120	ABJ972_RS03040
OG0000344	VQY17_RS00575	ABJ972_RS00560
OG0000345	VQY17_RS01055	ABJ972_RS00645
OG0000346	VQY17_RS03405	ABJ972_RS03310
OG0000347	VQY17_RS01425	ABJ972_RS01390
OG0000348	VQY17_RS00810	ABJ972_RS00860
OG0000349	VQY17_RS03470	ABJ972_RS03370
OG0000350	VQY17_RS02735	ABJ972_RS02680
OG0000351	VQY17_RS00495	ABJ972_RS00480
OG0000352	VQY17_RS02010	ABJ972_RS01900
OG0000353	VQY17_RS01390	ABJ972_RS01360
OG0000354	VQY17_RS00635	ABJ972_RS01035
OG0000355	VQY17_RS01985	ABJ972_RS01875
OG0000356	VQY17_RS02065	ABJ972_RS01955
OG0000357	VQY17_RS03080	ABJ972_RS03000
OG0000358	VQY17_RS03085	ABJ972_RS03005
OG0000359	VQY17_RS00780	ABJ972_RS00890
OG0000360	VQY17_RS00280	ABJ972_RS00260
OG0000361	VQY17_RS00310	ABJ972_RS00290
OG0000362	VQY17_RS02535	ABJ972_RS02480
OG0000363	VQY17_RS01465	ABJ972_RS01430
OG0000364	VQY17_RS01955	ABJ972_RS01855
OG0000365	VQY17_RS02110	ABJ972_RS02005
OG0000366	VQY17_RS02140	ABJ972_RS02025
OG0000367	VQY17_RS02150	ABJ972_RS02035
OG0000368	VQY17_RS00060	ABJ972_RS00060
OG0000369	VQY17_RS00025	ABJ972_RS00025
OG0000370	VQY17_RS00020	ABJ972_RS00020
OG0000371	VQY17_RS00015	ABJ972_RS00015
OG0000372	VQY17_RS00010	ABJ972_RS00010
OG0000373	VQY17_RS03605	ABJ972_RS03535
OG0000374	VQY17_RS03595	ABJ972_RS03525
OG0000375	VQY17_RS02230	ABJ972_RS02175
OG0000376	VQY17_RS02380	ABJ972_RS02325
OG0000377	VQY17_RS02370	ABJ972_RS02315
OG0000378	VQY17_RS01310	ABJ972_RS01280
OG0000379	VQY17_RS01385	ABJ972_RS01355
OG0000380	VQY17_RS01415	ABJ972_RS01380
OG0000382	VQY17_RS01485	ABJ972_RS01450
OG0000383	VQY17_RS01525	ABJ972_RS01490
OG0000384	VQY17_RS00515	ABJ972_RS00500
OG0000385	VQY17_RS00520	ABJ972_RS00505
OG0000386	VQY17_RS00540	ABJ972_RS00525
OG0000387	VQY17_RS00565	ABJ972_RS00550
OG0000388	VQY17_RS00570	ABJ972_RS00555
OG0000389	VQY17_RS00615	ABJ972_RS01055
OG0000390	VQY17_RS02880	ABJ972_RS02825
OG0000391	VQY17_RS02870	ABJ972_RS02815
OG0000392	VQY17_RS02845	ABJ972_RS02790
OG0000393	VQY17_RS02790	ABJ972_RS02735
OG0000394	VQY17_RS02715	ABJ972_RS02660
OG0000395	VQY17_RS02710	ABJ972_RS02655
OG0000396	VQY17_RS02425	ABJ972_RS02370
OG0000397	VQY17_RS01995	ABJ972_RS01885
OG0000398	VQY17_RS02000	ABJ972_RS01890
OG0000399	VQY17_RS02045	ABJ972_RS01935
OG0000400	VQY17_RS03045	ABJ972_RS02965
OG0000401	VQY17_RS03105	ABJ972_RS03025
OG0000402	VQY17_RS03115	ABJ972_RS03035
OG0000403	VQY17_RS03125	ABJ972_RS03045
OG0000404	VQY17_RS03150	ABJ972_RS03070
OG0000405	VQY17_RS03165	ABJ972_RS03090
OG0000406	VQY17_RS03230	ABJ972_RS03150
OG0000407	VQY17_RS03235	ABJ972_RS03155
OG0000408	VQY17_RS03240	ABJ972_RS03160
OG0000409	VQY17_RS03245	ABJ972_RS03165
OG0000410	VQY17_RS03310	ABJ972_RS03225
OG0000411	VQY17_RS03300	ABJ972_RS03215
OG0000412	VQY17_RS03295	ABJ972_RS03210
OG0000413	VQY17_RS01540	ABJ972_RS01505
OG0000414	VQY17_RS01550	ABJ972_RS01515
OG0000415	VQY17_RS01555	ABJ972_RS01520
OG0000416	VQY17_RS01565	ABJ972_RS01530
OG0000417	VQY17_RS02290	ABJ972_RS02235
OG0000418	VQY17_RS02285	ABJ972_RS02230
OG0000419	VQY17_RS00710	ABJ972_RS00960
OG0000420	VQY17_RS00745	ABJ972_RS00920
OG0000421	VQY17_RS00785	ABJ972_RS00885
OG0000422	VQY17_RS00795	ABJ972_RS00875
OG0000423	VQY17_RS00850	ABJ972_RS00820
OG0000424	VQY17_RS00855	ABJ972_RS00815
OG0000425	VQY17_RS00865	ABJ972_RS00805
OG0000426	VQY17_RS00870	ABJ972_RS00800
OG0000427	VQY17_RS00900	ABJ972_RS00775
OG0000428	VQY17_RS00925	ABJ972_RS00750
OG0000429	VQY17_RS01045	ABJ972_RS00655
OG0000430	VQY17_RS01090	ABJ972_RS00610
OG0000431	VQY17_RS01100	ABJ972_RS00600
OG0000432	VQY17_RS01130	ABJ972_RS01085
OG0000433	VQY17_RS01145	ABJ972_RS01100
OG0000434	VQY17_RS01150	ABJ972_RS01105
OG0000435	VQY17_RS01170	ABJ972_RS01120
OG0000436	VQY17_RS01195	ABJ972_RS01145
OG0000438	VQY17_RS01210	ABJ972_RS01160
OG0000439	VQY17_RS01215	ABJ972_RS01165
OG0000440	VQY17_RS02940	ABJ972_RS02875
OG0000441	VQY17_RS02975	ABJ972_RS02915
OG0000442	VQY17_RS00145	ABJ972_RS00130
OG0000443	VQY17_RS00190	ABJ972_RS00175
OG0000444	VQY17_RS00205	ABJ972_RS00190
OG0000445	VQY17_RS00230	ABJ972_RS00215
OG0000446	VQY17_RS00260	ABJ972_RS00240
OG0000447	VQY17_RS00265	ABJ972_RS00245
OG0000448	VQY17_RS00295	ABJ972_RS00275
OG0000449	VQY17_RS00320	ABJ972_RS00300
OG0000450	VQY17_RS00330	ABJ972_RS00310
OG0000451	VQY17_RS00370	ABJ972_RS00350
OG0000452	VQY17_RS00395	ABJ972_RS00375
OG0000453	VQY17_RS00430	ABJ972_RS00410
OG0000454	VQY17_RS01595	ABJ972_RS01550
OG0000455	VQY17_RS03515	ABJ972_RS03415
OG0000456	VQY17_RS03390	ABJ972_RS03295
OG0000458	VQY17_RS02505	ABJ972_RS02450
OG0000459	VQY17_RS02530	ABJ972_RS02475
OG0000460	VQY17_RS02540	ABJ972_RS02485
OG0000461	VQY17_RS02585	ABJ972_RS02530
OG0000462	VQY17_RS02580	ABJ972_RS02525
OG0000463	VQY17_RS02575	ABJ972_RS02520
OG0000464	VQY17_RS02570	ABJ972_RS02515
OG0000465	VQY17_RS02565	ABJ972_RS02510
OG0000466	VQY17_RS00400	ABJ972_RS00380
OG0000467	VQY17_RS02665	ABJ972_RS02610
OG0000468	VQY17_RS02040	ABJ972_RS01930
OG0000469	VQY17_RS02100	ABJ972_RS01990
OG0000470	VQY17_RS00845	ABJ972_RS00825
OG0000471	VQY17_RS00930	ABJ972_RS00745
OG0000472	VQY17_RS03320	ABJ972_RS03235
OG0000473	VQY17_RS03500	ABJ972_RS03400
OG0000474	VQY17_RS03505	ABJ972_RS03405
OG0000475	VQY17_RS03510	ABJ972_RS03410
OG0000476	VQY17_RS01575	ABJ972_RS01540
OG0000477	VQY17_RS02610	ABJ972_RS02555
OG0000478	VQY17_RS03445	ABJ972_RS03345
OG0000479	VQY17_RS01345	ABJ972_RS01315
OG0000480	VQY17_RS02105	ABJ972_RS01995
OG0000481	VQY17_RS00820	ABJ972_RS00850
OG0000482	VQY17_RS01235	ABJ972_RS01200
OG0000483	VQY17_RS02155	ABJ972_RS02040
OG0000484	VQY17_RS00200	ABJ972_RS00185
OG0000485	VQY17_RS01205	ABJ972_RS01150
OG0000486	VQY17_RS02310	ABJ972_RS02255
OG0000487	VQY17_RS02080	ABJ972_RS01970
OG0000488	VQY17_RS02120	ABJ972_RS02010
OG0000489	VQY17_RS00050	ABJ972_RS00050
OG0000490	VQY17_RS03610	ABJ972_RS03540
OG0000491	VQY17_RS01365	ABJ972_RS01335
OG0000492	VQY17_RS01445	ABJ972_RS01410
OG0000493	VQY17_RS00580	ABJ972_RS00565
OG0000494	VQY17_RS00640	ABJ972_RS01030
OG0000495	VQY17_RS02815	ABJ972_RS02760
