Orthogroup	MHP_Ue273_genes	MHP_11_genes
OG0000226	VQY17_RS01065	B5C39_RS01875
OG0000227	VQY17_RS01070	B5C39_RS01870
OG0000228	VQY17_RS01075	B5C39_RS03945
OG0000229	VQY17_RS01080	B5C39_RS01860
OG0000230	VQY17_RS01085	B5C39_RS01855
OG0000231	VQY17_RS01095	B5C39_RS01845
OG0000232	VQY17_RS01105	B5C39_RS01835
OG0000233	VQY17_RS01125	B5C39_RS01815
OG0000234	VQY17_RS01165	B5C39_RS01780
OG0000235	VQY17_RS01175	B5C39_RS01770
OG0000236	VQY17_RS01180	B5C39_RS01765
OG0000237	VQY17_RS01185	B5C39_RS01760
OG0000238	VQY17_RS01190	B5C39_RS01750
OG0000239	VQY17_RS02930	B5C39_RS00165
OG0000240	VQY17_RS02935	B5C39_RS00170
OG0000241	VQY17_RS02945	B5C39_RS00180
OG0000242	VQY17_RS02950	B5C39_RS00185
OG0000243	VQY17_RS02955	B5C39_RS00190
OG0000244	VQY17_RS02965	B5C39_RS00200
OG0000245	VQY17_RS02970	B5C39_RS00210
OG0000246	VQY17_RS00140	B5C39_RS00955
OG0000247	VQY17_RS00150	B5C39_RS00965
OG0000248	VQY17_RS00160	B5C39_RS00975
OG0000249	VQY17_RS00165	B5C39_RS00980
OG0000250	VQY17_RS00180	B5C39_RS00995
OG0000251	VQY17_RS00210	B5C39_RS01030
OG0000252	VQY17_RS00220	B5C39_RS01040
OG0000253	VQY17_RS00225	B5C39_RS01045
OG0000254	VQY17_RS00235	B5C39_RS01055
OG0000255	VQY17_RS00245	B5C39_RS01065
OG0000256	VQY17_RS00250	B5C39_RS01070
OG0000257	VQY17_RS00275	B5C39_RS01095
OG0000258	VQY17_RS00285	B5C39_RS01105
OG0000259	VQY17_RS00315	B5C39_RS01135
OG0000260	VQY17_RS00325	B5C39_RS01145
OG0000261	VQY17_RS00335	B5C39_RS01155
OG0000262	VQY17_RS00350	B5C39_RS01175
OG0000263	VQY17_RS00365	B5C39_RS01190
OG0000264	VQY17_RS00380	B5C39_RS01205
OG0000265	VQY17_RS00390	B5C39_RS01215
OG0000266	VQY17_RS00405	B5C39_RS01235
OG0000267	VQY17_RS00420	B5C39_RS01250
OG0000268	VQY17_RS00425	B5C39_RS02480
OG0000269	VQY17_RS00440	B5C39_RS02465
OG0000270	VQY17_RS03495	B5C39_RS00680
OG0000271	VQY17_RS03490	B5C39_RS00675
OG0000272	VQY17_RS03485	B5C39_RS00670
OG0000273	VQY17_RS03480	B5C39_RS00665
OG0000274	VQY17_RS03460	B5C39_RS00645
OG0000275	VQY17_RS03455	B5C39_RS00640
OG0000276	VQY17_RS03450	B5C39_RS00635
OG0000277	VQY17_RS03435	B5C39_RS00625
OG0000278	VQY17_RS03430	B5C39_RS00620
OG0000279	VQY17_RS03420	B5C39_RS00610
OG0000280	VQY17_RS03415	B5C39_RS00605
OG0000281	VQY17_RS03410	B5C39_RS00600
OG0000282	VQY17_RS03380	B5C39_RS00575
OG0000283	VQY17_RS03375	B5C39_RS00570
OG0000284	VQY17_RS03370	B5C39_RS00565
OG0000285	VQY17_RS03365	B5C39_RS00560
OG0000286	VQY17_RS02420	B5C39_RS02700
OG0000287	VQY17_RS02510	B5C39_RS02795
OG0000288	VQY17_RS02520	B5C39_RS02805
OG0000289	VQY17_RS02525	B5C39_RS02810
OG0000290	VQY17_RS02635	B5C39_RS02920
OG0000291	VQY17_RS02625	B5C39_RS02910
OG0000292	VQY17_RS02620	B5C39_RS02905
OG0000293	VQY17_RS02615	B5C39_RS02900
OG0000294	VQY17_RS02605	B5C39_RS02890
OG0000295	VQY17_RS02600	B5C39_RS02885
OG0000296	VQY17_RS02560	B5C39_RS02845
OG0000297	VQY17_RS02555	B5C39_RS02840
OG0000298	VQY17_RS00175	B5C39_RS00990
OG0000299	VQY17_RS00195	B5C39_RS01015
OG0000300	VQY17_RS00375	B5C39_RS01200
OG0000301	VQY17_RS00410	B5C39_RS01240
OG0000302	VQY17_RS00415	B5C39_RS01245
OG0000303	VQY17_RS00560	B5C39_RS02335
OG0000304	VQY17_RS01110	B5C39_RS01830
OG0000305	VQY17_RS02860	B5C39_RS00100
OG0000306	VQY17_RS02785	B5C39_RS03080
OG0000307	VQY17_RS02745	B5C39_RS03040
OG0000308	VQY17_RS02655	B5C39_RS02940
OG0000309	VQY17_RS02590	B5C39_RS02875
OG0000310	VQY17_RS02515	B5C39_RS02800
OG0000311	VQY17_RS02480	B5C39_RS02760
OG0000312	VQY17_RS02465	B5C39_RS02745
OG0000313	VQY17_RS01630	B5C39_RS03110
OG0000314	VQY17_RS02030	B5C39_RS03460
OG0000315	VQY17_RS02060	B5C39_RS03490
OG0000316	VQY17_RS02070	B5C39_RS03500
OG0000317	VQY17_RS02170	B5C39_RS03590
OG0000318	VQY17_RS02075	B5C39_RS03505
OG0000319	VQY17_RS02235	B5C39_RS02510
OG0000320	VQY17_RS02365	B5C39_RS02645
OG0000321	VQY17_RS01350	B5C39_RS01565
OG0000322	VQY17_RS01400	B5C39_RS01520
OG0000323	VQY17_RS01530	B5C39_RS01390
OG0000324	VQY17_RS02275	B5C39_RS02550
OG0000325	VQY17_RS00700	B5C39_RS02205
OG0000326	VQY17_RS00800	B5C39_RS02110
OG0000327	VQY17_RS00805	B5C39_RS02105
OG0000328	VQY17_RS00890	B5C39_RS02020
OG0000329	VQY17_RS00915	B5C39_RS02000
OG0000330	VQY17_RS01135	B5C39_RS01805
OG0000331	VQY17_RS02960	B5C39_RS00195
OG0000332	VQY17_RS03100	B5C39_RS00300
OG0000333	VQY17_RS03110	B5C39_RS00310
OG0000334	VQY17_RS03215	B5C39_RS00410
OG0000335	VQY17_RS03225	B5C39_RS00420
OG0000336	VQY17_RS03400	B5C39_RS00590
OG0000337	VQY17_RS03575	B5C39_RS00770
OG0000338	VQY17_RS03615	B5C39_RS00810
OG0000339	VQY17_RS02340	B5C39_RS02615
OG0000340	VQY17_RS01330	B5C39_RS01585
OG0000341	VQY17_RS02295	B5C39_RS02570
OG0000342	VQY17_RS00730	B5C39_RS02175
OG0000343	VQY17_RS03120	B5C39_RS00320
OG0000344	VQY17_RS00575	B5C39_RS02320
OG0000345	VQY17_RS01055	B5C39_RS01885
OG0000346	VQY17_RS03405	B5C39_RS03940
OG0000347	VQY17_RS01425	B5C39_RS01495
OG0000348	VQY17_RS00810	B5C39_RS02100
OG0000349	VQY17_RS03470	B5C39_RS00655
OG0000350	VQY17_RS02735	B5C39_RS03030
OG0000351	VQY17_RS00495	B5C39_RS02405
OG0000352	VQY17_RS02010	B5C39_RS03440
OG0000353	VQY17_RS01390	B5C39_RS01525
OG0000354	VQY17_RS00635	B5C39_RS02260
OG0000355	VQY17_RS01985	B5C39_RS03410
OG0000356	VQY17_RS02065	B5C39_RS03495
OG0000357	VQY17_RS03080	B5C39_RS00280
OG0000358	VQY17_RS03085	B5C39_RS00285
OG0000359	VQY17_RS00780	B5C39_RS02130
OG0000360	VQY17_RS00280	B5C39_RS01100
OG0000361	VQY17_RS00310	B5C39_RS01130
OG0000362	VQY17_RS02535	B5C39_RS02820
OG0000363	VQY17_RS01465	B5C39_RS03800
OG0000364	VQY17_RS01960	B5C39_RS03715
OG0000365	VQY17_RS02110	B5C39_RS03540
OG0000366	VQY17_RS02140	B5C39_RS03560
OG0000367	VQY17_RS02150	B5C39_RS03570
OG0000368	VQY17_RS00060	B5C39_RS00875
OG0000369	VQY17_RS00025	B5C39_RS00840
OG0000370	VQY17_RS00020	B5C39_RS00835
OG0000371	VQY17_RS00015	B5C39_RS00830
OG0000372	VQY17_RS00010	B5C39_RS00825
OG0000373	VQY17_RS03605	B5C39_RS00800
OG0000374	VQY17_RS03595	B5C39_RS00790
OG0000375	VQY17_RS02230	B5C39_RS02505
OG0000376	VQY17_RS02380	B5C39_RS02660
OG0000377	VQY17_RS02370	B5C39_RS02650
OG0000378	VQY17_RS01310	B5C39_RS01605
OG0000379	VQY17_RS01385	B5C39_RS01530
OG0000380	VQY17_RS01415	B5C39_RS01505
OG0000382	VQY17_RS01485	B5C39_RS01435
OG0000383	VQY17_RS01525	B5C39_RS01395
OG0000384	VQY17_RS00515	B5C39_RS02380
OG0000385	VQY17_RS00520	B5C39_RS02375
OG0000386	VQY17_RS00540	B5C39_RS02355
OG0000387	VQY17_RS00565	B5C39_RS02330
OG0000388	VQY17_RS00570	B5C39_RS02325
OG0000389	VQY17_RS00615	B5C39_RS02280
OG0000390	VQY17_RS02880	B5C39_RS00120
OG0000391	VQY17_RS02870	B5C39_RS00110
OG0000392	VQY17_RS02845	B5C39_RS00085
OG0000393	VQY17_RS02790	B5C39_RS00030
OG0000394	VQY17_RS02715	B5C39_RS03005
OG0000395	VQY17_RS02710	B5C39_RS03000
OG0000396	VQY17_RS02425	B5C39_RS02705
OG0000397	VQY17_RS01995	B5C39_RS03425
OG0000398	VQY17_RS02000	B5C39_RS03430
OG0000399	VQY17_RS02045	B5C39_RS03475
OG0000400	VQY17_RS03045	B5C39_RS00245
OG0000401	VQY17_RS03105	B5C39_RS00305
OG0000402	VQY17_RS03115	B5C39_RS00315
OG0000403	VQY17_RS03125	B5C39_RS00325
OG0000404	VQY17_RS03150	B5C39_RS00355
OG0000405	VQY17_RS03165	B5C39_RS00370
OG0000406	VQY17_RS03230	B5C39_RS00425
OG0000407	VQY17_RS03235	B5C39_RS00430
OG0000408	VQY17_RS03240	B5C39_RS00435
OG0000409	VQY17_RS03245	B5C39_RS00440
OG0000410	VQY17_RS03310	B5C39_RS00500
OG0000411	VQY17_RS03300	B5C39_RS00490
OG0000412	VQY17_RS03295	B5C39_RS00485
OG0000413	VQY17_RS01540	B5C39_RS01380
OG0000414	VQY17_RS01550	B5C39_RS01370
OG0000415	VQY17_RS01555	B5C39_RS01365
OG0000416	VQY17_RS01565	B5C39_RS01355
OG0000417	VQY17_RS02290	B5C39_RS02565
OG0000418	VQY17_RS02285	B5C39_RS02560
OG0000419	VQY17_RS00710	B5C39_RS02195
OG0000420	VQY17_RS00745	B5C39_RS02160
OG0000421	VQY17_RS00785	B5C39_RS02125
OG0000422	VQY17_RS00795	B5C39_RS02115
OG0000423	VQY17_RS00850	B5C39_RS02060
OG0000424	VQY17_RS00855	B5C39_RS02055
OG0000425	VQY17_RS00865	B5C39_RS02045
OG0000426	VQY17_RS00870	B5C39_RS02040
OG0000427	VQY17_RS00900	B5C39_RS02015
OG0000428	VQY17_RS00925	B5C39_RS01990
OG0000429	VQY17_RS01045	B5C39_RS01895
OG0000430	VQY17_RS01090	B5C39_RS01850
OG0000431	VQY17_RS01100	B5C39_RS01840
OG0000432	VQY17_RS01130	B5C39_RS01810
OG0000433	VQY17_RS01145	B5C39_RS01795
OG0000434	VQY17_RS01150	B5C39_RS01790
OG0000435	VQY17_RS01170	B5C39_RS01775
OG0000436	VQY17_RS01195	B5C39_RS01745
OG0000438	VQY17_RS01210	B5C39_RS01730
OG0000439	VQY17_RS01215	B5C39_RS01725
OG0000440	VQY17_RS02940	B5C39_RS00175
OG0000441	VQY17_RS02975	B5C39_RS00215
OG0000442	VQY17_RS00145	B5C39_RS00960
OG0000443	VQY17_RS00190	B5C39_RS01010
OG0000444	VQY17_RS00205	B5C39_RS01025
OG0000445	VQY17_RS00230	B5C39_RS01050
OG0000446	VQY17_RS00260	B5C39_RS01080
OG0000447	VQY17_RS00265	B5C39_RS01085
OG0000448	VQY17_RS00295	B5C39_RS01115
OG0000449	VQY17_RS00320	B5C39_RS01140
OG0000450	VQY17_RS00330	B5C39_RS01150
OG0000451	VQY17_RS00370	B5C39_RS01195
OG0000452	VQY17_RS00395	B5C39_RS01225
OG0000453	VQY17_RS00430	B5C39_RS02475
OG0000454	VQY17_RS01670	B5C39_RS03150
OG0000454	VQY17_RS01595	B5C39_RS00020
OG0000455	VQY17_RS03515	B5C39_RS00700
OG0000456	VQY17_RS03390	B5C39_RS00580
OG0000458	VQY17_RS02505	B5C39_RS02790
OG0000459	VQY17_RS02530	B5C39_RS02815
OG0000460	VQY17_RS02540	B5C39_RS02825
OG0000461	VQY17_RS02585	B5C39_RS02870
OG0000462	VQY17_RS02580	B5C39_RS02865
OG0000463	VQY17_RS02575	B5C39_RS02860
OG0000464	VQY17_RS02570	B5C39_RS02855
OG0000465	VQY17_RS02565	B5C39_RS02850
OG0000466	VQY17_RS00400	B5C39_RS01230
OG0000467	VQY17_RS02665	B5C39_RS02950
OG0000468	VQY17_RS02040	B5C39_RS03470
OG0000469	VQY17_RS02100	B5C39_RS03530
OG0000470	VQY17_RS00845	B5C39_RS03690
OG0000471	VQY17_RS00930	B5C39_RS01985
OG0000472	VQY17_RS03320	B5C39_RS00510
OG0000473	VQY17_RS03500	B5C39_RS00685
OG0000474	VQY17_RS03505	B5C39_RS00690
OG0000475	VQY17_RS03510	B5C39_RS00695
OG0000476	VQY17_RS01575	B5C39_RS01345
OG0000477	VQY17_RS02610	B5C39_RS02895
OG0000478	VQY17_RS03445	B5C39_RS00630
OG0000479	VQY17_RS01345	B5C39_RS01570
OG0000480	VQY17_RS02105	B5C39_RS03725
OG0000481	VQY17_RS00820	B5C39_RS02090
OG0000482	VQY17_RS01235	B5C39_RS01690
OG0000483	VQY17_RS02155	B5C39_RS03575
OG0000484	VQY17_RS00200	B5C39_RS01020
OG0000485	VQY17_RS01205	B5C39_RS01740
OG0000486	VQY17_RS02310	B5C39_RS02585
OG0000487	VQY17_RS02080	B5C39_RS03510
OG0000488	VQY17_RS02120	B5C39_RS03545
OG0000489	VQY17_RS00050	B5C39_RS00865
OG0000490	VQY17_RS03610	B5C39_RS00805
OG0000491	VQY17_RS01365	B5C39_RS01550
OG0000492	VQY17_RS01445	B5C39_RS01475
OG0000493	VQY17_RS00580	B5C39_RS02315
OG0000494	VQY17_RS00640	B5C39_RS02255
OG0000495	VQY17_RS02815	B5C39_RS00055
OG0000496	VQY17_RS02805	B5C39_RS00045
OG0000497	VQY17_RS02800	B5C39_RS00040
OG0000498	VQY17_RS02720	B5C39_RS03010
OG0000499	VQY17_RS02685	B5C39_RS02975
OG0000500	VQY17_RS02005	B5C39_RS03435
OG0000501	VQY17_RS03055	B5C39_RS00255
OG0000502	VQY17_RS01225	B5C39_RS01700
OG0000503	VQY17_RS00760	B5C39_RS02145
OG0000504	VQY17_RS00905	B5C39_RS02010
OG0000505	VQY17_RS00965	B5C39_RS01975
OG0000506	VQY17_RS00975	B5C39_RS01965
OG0000507	VQY17_RS01010	B5C39_RS01930
OG0000508	VQY17_RS00255	B5C39_RS01075
OG0000509	VQY17_RS00290	B5C39_RS01110
OG0000510	VQY17_RS00305	B5C39_RS01120
OG0000511	VQY17_RS00435	B5C39_RS02470
OG0000512	VQY17_RS02545	B5C39_RS02830
OG0000513	VQY17_RS03425	B5C39_RS00615
OG0000514	VQY17_RS02840	B5C39_RS00080
OG0000516	VQY17_RS02085	B5C39_RS03515
OG0000517	VQY17_RS00065	B5C39_RS00880
