Orthogroup	MHP_Ue273_genes	MFC_MF11_genes
OG0000194	VQY17_RS00690	DR093_RS02520
OG0000195	VQY17_RS00695	DR093_RS02515
OG0000196	VQY17_RS00715	DR093_RS03995
OG0000197	VQY17_RS00720	DR093_RS02490
OG0000198	VQY17_RS00735	DR093_RS02475
OG0000199	VQY17_RS00740	DR093_RS02470
OG0000200	VQY17_RS00755	DR093_RS02455
OG0000201	VQY17_RS00765	DR093_RS02445
OG0000202	VQY17_RS00825	DR093_RS02390
OG0000203	VQY17_RS00830	DR093_RS02385
OG0000204	VQY17_RS00835	DR093_RS03900
OG0000205	VQY17_RS00840	DR093_RS01450
OG0000206	VQY17_RS00860	DR093_RS01470
OG0000207	VQY17_RS00875	DR093_RS01485
OG0000208	VQY17_RS00880	DR093_RS01490
OG0000209	VQY17_RS00885	DR093_RS01495
OG0000210	VQY17_RS00935	DR093_RS01540
OG0000211	VQY17_RS00970	DR093_RS01550
OG0000212	VQY17_RS00980	DR093_RS01560
OG0000213	VQY17_RS00985	DR093_RS01565
OG0000214	VQY17_RS00990	DR093_RS01570
OG0000215	VQY17_RS00995	DR093_RS01575
OG0000216	VQY17_RS01000	DR093_RS01580
OG0000217	VQY17_RS01005	DR093_RS01585
OG0000218	VQY17_RS01015	DR093_RS03920
OG0000219	VQY17_RS01020	DR093_RS01600
OG0000220	VQY17_RS01025	DR093_RS01605
OG0000221	VQY17_RS01030	DR093_RS01610
OG0000222	VQY17_RS01035	DR093_RS01615
OG0000223	VQY17_RS01040	DR093_RS01620
OG0000224	VQY17_RS01050	DR093_RS01630
OG0000225	VQY17_RS01060	DR093_RS01640
OG0000226	VQY17_RS01065	DR093_RS01645
OG0000227	VQY17_RS01070	DR093_RS01650
OG0000228	VQY17_RS01075	DR093_RS04160
OG0000229	VQY17_RS01080	DR093_RS01660
OG0000230	VQY17_RS01085	DR093_RS01665
OG0000231	VQY17_RS01095	DR093_RS01675
OG0000232	VQY17_RS01105	DR093_RS01685
OG0000233	VQY17_RS01125	DR093_RS01695
OG0000234	VQY17_RS01165	DR093_RS01725
OG0000235	VQY17_RS01175	DR093_RS01735
OG0000236	VQY17_RS01180	DR093_RS01740
OG0000237	VQY17_RS01185	DR093_RS01755
OG0000238	VQY17_RS01190	DR093_RS01760
OG0000239	VQY17_RS02930	DR093_RS01790
OG0000240	VQY17_RS02935	DR093_RS01795
OG0000241	VQY17_RS02945	DR093_RS01805
OG0000242	VQY17_RS02950	DR093_RS01810
OG0000243	VQY17_RS02955	DR093_RS01815
OG0000244	VQY17_RS02965	DR093_RS01825
OG0000245	VQY17_RS02970	DR093_RS01835
OG0000246	VQY17_RS00140	DR093_RS00145
OG0000247	VQY17_RS00150	DR093_RS00155
OG0000248	VQY17_RS00160	DR093_RS00180
OG0000249	VQY17_RS00165	DR093_RS00185
OG0000250	VQY17_RS00180	DR093_RS00200
OG0000251	VQY17_RS00210	DR093_RS00230
OG0000252	VQY17_RS00220	DR093_RS00240
OG0000253	VQY17_RS00225	DR093_RS00245
OG0000254	VQY17_RS00235	DR093_RS00255
OG0000255	VQY17_RS00245	DR093_RS00260
OG0000256	VQY17_RS00250	DR093_RS00265
OG0000257	VQY17_RS00275	DR093_RS00290
OG0000258	VQY17_RS00285	DR093_RS00300
OG0000259	VQY17_RS00315	DR093_RS00330
OG0000260	VQY17_RS00325	DR093_RS00340
OG0000261	VQY17_RS00335	DR093_RS03790
OG0000262	VQY17_RS00350	DR093_RS00365
OG0000263	VQY17_RS00365	DR093_RS00380
OG0000264	VQY17_RS00380	DR093_RS00395
OG0000265	VQY17_RS00390	DR093_RS00405
OG0000266	VQY17_RS00405	DR093_RS00420
OG0000267	VQY17_RS00420	DR093_RS00435
OG0000268	VQY17_RS00425	DR093_RS00440
OG0000269	VQY17_RS00440	DR093_RS00455
OG0000270	VQY17_RS03495	DR093_RS03855
OG0000271	VQY17_RS03490	DR093_RS01280
OG0000272	VQY17_RS03485	DR093_RS01285
OG0000273	VQY17_RS03480	DR093_RS01290
OG0000274	VQY17_RS03460	DR093_RS01310
OG0000275	VQY17_RS03455	DR093_RS03860
OG0000276	VQY17_RS03450	DR093_RS01320
OG0000277	VQY17_RS03435	DR093_RS03865
OG0000278	VQY17_RS03430	DR093_RS01335
OG0000279	VQY17_RS03420	DR093_RS01345
OG0000280	VQY17_RS03415	DR093_RS01350
OG0000281	VQY17_RS03410	DR093_RS01355
OG0000282	VQY17_RS03380	DR093_RS01380
OG0000283	VQY17_RS03375	DR093_RS01385
OG0000284	VQY17_RS03370	DR093_RS01390
OG0000285	VQY17_RS03365	DR093_RS03880
OG0000286	VQY17_RS02420	DR093_RS01105
OG0000287	VQY17_RS02510	DR093_RS01080
OG0000288	VQY17_RS02520	DR093_RS01070
OG0000289	VQY17_RS02525	DR093_RS01065
OG0000290	VQY17_RS02635	DR093_RS03410
OG0000291	VQY17_RS02625	DR093_RS00965
OG0000292	VQY17_RS02620	DR093_RS00970
OG0000293	VQY17_RS02615	DR093_RS00975
OG0000294	VQY17_RS02605	DR093_RS00985
OG0000295	VQY17_RS02600	DR093_RS00990
OG0000296	VQY17_RS02560	DR093_RS01030
OG0000297	VQY17_RS02555	DR093_RS01035
OG0000298	VQY17_RS00175	DR093_RS00195
OG0000299	VQY17_RS00195	DR093_RS00215
OG0000300	VQY17_RS00375	DR093_RS00390
OG0000301	VQY17_RS00410	DR093_RS00425
OG0000302	VQY17_RS00415	DR093_RS00430
OG0000303	VQY17_RS00560	DR093_RS00565
OG0000304	VQY17_RS01110	DR093_RS00600
OG0000305	VQY17_RS02860	DR093_RS00730
OG0000306	VQY17_RS02785	DR093_RS00815
OG0000307	VQY17_RS02745	DR093_RS00860
OG0000308	VQY17_RS02655	DR093_RS00945
OG0000309	VQY17_RS02590	DR093_RS01000
OG0000310	VQY17_RS02515	DR093_RS01075
OG0000311	VQY17_RS02480	DR093_RS01125
OG0000312	VQY17_RS02465	DR093_RS01145
OG0000313	VQY17_RS01630	DR093_RS02690
OG0000314	VQY17_RS02030	DR093_RS02975
OG0000315	VQY17_RS02060	DR093_RS02900
OG0000316	VQY17_RS02070	DR093_RS02910
OG0000317	VQY17_RS02170	DR093_RS02750
OG0000318	VQY17_RS02075	DR093_RS04040
OG0000319	VQY17_RS02235	DR093_RS01870
OG0000320	VQY17_RS02365	DR093_RS01935
OG0000321	VQY17_RS01350	DR093_RS02000
OG0000322	VQY17_RS01400	DR093_RS02045
OG0000323	VQY17_RS01530	DR093_RS02175
OG0000324	VQY17_RS02275	DR093_RS02550
OG0000325	VQY17_RS00700	DR093_RS02510
OG0000326	VQY17_RS00800	DR093_RS02415
OG0000327	VQY17_RS00805	DR093_RS02410
OG0000328	VQY17_RS00890	DR093_RS01500
OG0000329	VQY17_RS00915	DR093_RS01520
OG0000330	VQY17_RS01135	DR093_RS01705
OG0000331	VQY17_RS02960	DR093_RS01820
OG0000332	VQY17_RS03100	DR093_RS02250
OG0000333	VQY17_RS03110	DR093_RS02260
OG0000334	VQY17_RS03215	DR093_RS02325
OG0000335	VQY17_RS03225	DR093_RS03970
OG0000336	VQY17_RS03400	DR093_RS03875
OG0000337	VQY17_RS03575	DR093_RS00015
OG0000338	VQY17_RS03615	DR093_RS00055
OG0000339	VQY17_RS02340	DR093_RS01955
OG0000340	VQY17_RS01330	DR093_RS01980
OG0000341	VQY17_RS02295	DR093_RS02570
OG0000342	VQY17_RS00730	DR093_RS02480
OG0000343	VQY17_RS03120	DR093_RS02270
OG0000344	VQY17_RS00575	DR093_RS00580
OG0000345	VQY17_RS01055	DR093_RS01635
OG0000346	VQY17_RS03405	DR093_RS03870
OG0000347	VQY17_RS01425	DR093_RS02070
OG0000348	VQY17_RS00810	DR093_RS03985
OG0000349	VQY17_RS03470	DR093_RS01300
OG0000350	VQY17_RS02735	DR093_RS00820
OG0000351	VQY17_RS00495	DR093_RS00515
OG0000352	VQY17_RS02010	DR093_RS02990
OG0000353	VQY17_RS01390	DR093_RS02040
OG0000354	VQY17_RS00635	DR093_RS00630
OG0000355	VQY17_RS01985	DR093_RS04005
OG0000356	VQY17_RS02065	DR093_RS04035
OG0000357	VQY17_RS03080	DR093_RS03955
OG0000358	VQY17_RS03085	DR093_RS02235
OG0000359	VQY17_RS00780	DR093_RS03990
OG0000360	VQY17_RS00280	DR093_RS00295
OG0000361	VQY17_RS00310	DR093_RS00325
OG0000362	VQY17_RS02535	DR093_RS01055
OG0000363	VQY17_RS01465	DR093_RS02110
OG0000365	VQY17_RS02110	DR093_RS04055
OG0000366	VQY17_RS02140	DR093_RS02780
OG0000367	VQY17_RS02150	DR093_RS02770
OG0000368	VQY17_RS00060	DR093_RS00120
OG0000370	VQY17_RS00020	DR093_RS04150
OG0000371	VQY17_RS00015	DR093_RS00075
OG0000372	VQY17_RS00010	DR093_RS00070
OG0000373	VQY17_RS03605	DR093_RS00045
OG0000374	VQY17_RS03595	DR093_RS00035
OG0000375	VQY17_RS02230	DR093_RS01865
OG0000376	VQY17_RS02380	DR093_RS01920
OG0000377	VQY17_RS02370	DR093_RS01930
OG0000378	VQY17_RS01310	DR093_RS01965
OG0000379	VQY17_RS01385	DR093_RS02035
OG0000380	VQY17_RS01415	DR093_RS02060
OG0000382	VQY17_RS01485	DR093_RS02130
OG0000383	VQY17_RS01525	DR093_RS02170
OG0000384	VQY17_RS00515	DR093_RS00520
OG0000385	VQY17_RS00520	DR093_RS00525
OG0000386	VQY17_RS00540	DR093_RS00545
OG0000387	VQY17_RS00565	DR093_RS00570
OG0000388	VQY17_RS00570	DR093_RS03800
OG0000389	VQY17_RS00615	DR093_RS00610
OG0000390	VQY17_RS02880	DR093_RS00710
OG0000391	VQY17_RS02870	DR093_RS00720
OG0000392	VQY17_RS02845	DR093_RS00745
OG0000393	VQY17_RS02790	DR093_RS00800
OG0000394	VQY17_RS02715	DR093_RS00875
OG0000395	VQY17_RS02710	DR093_RS00880
OG0000396	VQY17_RS02425	DR093_RS02700
OG0000397	VQY17_RS01995	DR093_RS02655
OG0000398	VQY17_RS02000	DR093_RS02650
OG0000399	VQY17_RS02045	DR093_RS02885
OG0000400	VQY17_RS03045	DR093_RS02195
OG0000401	VQY17_RS03105	DR093_RS02255
OG0000402	VQY17_RS03115	DR093_RS02265
OG0000403	VQY17_RS03125	DR093_RS02275
OG0000404	VQY17_RS03150	DR093_RS03960
OG0000405	VQY17_RS03165	DR093_RS02310
OG0000406	VQY17_RS03230	DR093_RS02340
OG0000407	VQY17_RS03235	DR093_RS03975
OG0000408	VQY17_RS03240	DR093_RS02350
OG0000409	VQY17_RS03245	DR093_RS02355
OG0000410	VQY17_RS03310	DR093_RS02860
OG0000411	VQY17_RS03300	DR093_RS02870
OG0000412	VQY17_RS03295	DR093_RS02875
OG0000413	VQY17_RS01540	DR093_RS04170
OG0000414	VQY17_RS01550	DR093_RS02610
OG0000415	VQY17_RS01555	DR093_RS02605
OG0000416	VQY17_RS01565	DR093_RS02595
OG0000417	VQY17_RS02290	DR093_RS02565
OG0000418	VQY17_RS02285	DR093_RS02560
OG0000419	VQY17_RS00710	DR093_RS02500
OG0000420	VQY17_RS00745	DR093_RS02465
OG0000421	VQY17_RS00785	DR093_RS02430
OG0000422	VQY17_RS00795	DR093_RS02420
OG0000423	VQY17_RS00850	DR093_RS01460
OG0000424	VQY17_RS00855	DR093_RS01465
OG0000425	VQY17_RS00865	DR093_RS01475
OG0000426	VQY17_RS00870	DR093_RS03905
OG0000427	VQY17_RS00900	DR093_RS03910
OG0000428	VQY17_RS00925	DR093_RS01530
OG0000429	VQY17_RS01045	DR093_RS01625
OG0000430	VQY17_RS01090	DR093_RS01670
OG0000431	VQY17_RS01100	DR093_RS01680
OG0000432	VQY17_RS01130	DR093_RS01700
OG0000433	VQY17_RS01145	DR093_RS01710
OG0000434	VQY17_RS01150	DR093_RS01715
OG0000435	VQY17_RS01170	DR093_RS01730
OG0000436	VQY17_RS01195	DR093_RS01765
OG0000438	VQY17_RS01210	DR093_RS03925
OG0000439	VQY17_RS01215	DR093_RS01785
OG0000440	VQY17_RS02940	DR093_RS01800
OG0000441	VQY17_RS02975	DR093_RS01840
OG0000442	VQY17_RS00145	DR093_RS00150
OG0000443	VQY17_RS00190	DR093_RS00210
OG0000444	VQY17_RS00205	DR093_RS00225
OG0000445	VQY17_RS00230	DR093_RS00250
OG0000446	VQY17_RS00260	DR093_RS00275
OG0000447	VQY17_RS00265	DR093_RS00280
OG0000448	VQY17_RS00295	DR093_RS00310
OG0000449	VQY17_RS00320	DR093_RS00335
OG0000450	VQY17_RS00330	DR093_RS00345
OG0000451	VQY17_RS00370	DR093_RS00385
OG0000452	VQY17_RS00395	DR093_RS00410
OG0000453	VQY17_RS00430	DR093_RS00445
OG0000455	VQY17_RS03515	DR093_RS03850
OG0000456	VQY17_RS03390	DR093_RS01375
OG0000458	VQY17_RS02505	DR093_RS01085
OG0000459	VQY17_RS02530	DR093_RS01060
OG0000460	VQY17_RS02540	DR093_RS01050
OG0000461	VQY17_RS02585	DR093_RS01005
OG0000462	VQY17_RS02580	DR093_RS01010
OG0000463	VQY17_RS02575	DR093_RS01015
OG0000464	VQY17_RS02570	DR093_RS01020
OG0000465	VQY17_RS02565	DR093_RS01025
OG0000466	VQY17_RS00400	DR093_RS00415
OG0000467	VQY17_RS02665	DR093_RS03825
OG0000468	VQY17_RS02040	DR093_RS02985
OG0000469	VQY17_RS02100	DR093_RS02960
OG0000470	VQY17_RS00845	DR093_RS01455
OG0000471	VQY17_RS00930	DR093_RS01535
OG0000472	VQY17_RS03320	DR093_RS01435
OG0000473	VQY17_RS03500	DR093_RS01270
OG0000474	VQY17_RS03505	DR093_RS01265
OG0000475	VQY17_RS03510	DR093_RS01260
OG0000476	VQY17_RS01575	DR093_RS01220
OG0000477	VQY17_RS02610	DR093_RS00980
OG0000478	VQY17_RS03445	DR093_RS01325
OG0000479	VQY17_RS01345	DR093_RS01995
OG0000480	VQY17_RS02105	DR093_RS03255
OG0000481	VQY17_RS00820	DR093_RS02395
OG0000482	VQY17_RS01235	DR093_RS02535
OG0000483	VQY17_RS02155	DR093_RS02765
OG0000484	VQY17_RS00200	DR093_RS03785
OG0000485	VQY17_RS01205	DR093_RS01770
OG0000486	VQY17_RS02310	DR093_RS02585
OG0000487	VQY17_RS02080	DR093_RS04045
OG0000488	VQY17_RS02120	DR093_RS02795
OG0000489	VQY17_RS00050	DR093_RS00110
OG0000490	VQY17_RS03610	DR093_RS00050
OG0000491	VQY17_RS01365	DR093_RS02015
OG0000492	VQY17_RS01445	DR093_RS02090
OG0000493	VQY17_RS00580	DR093_RS00585
OG0000494	VQY17_RS00640	DR093_RS00635
OG0000495	VQY17_RS02815	DR093_RS00775
OG0000496	VQY17_RS02805	DR093_RS00785
OG0000497	VQY17_RS02800	DR093_RS00790
OG0000498	VQY17_RS02720	DR093_RS00870
OG0000499	VQY17_RS02685	DR093_RS00915
OG0000500	VQY17_RS02005	DR093_RS02645
OG0000501	VQY17_RS03055	DR093_RS02205
OG0000502	VQY17_RS01225	DR093_RS02525
OG0000503	VQY17_RS00760	DR093_RS02450
OG0000504	VQY17_RS00905	DR093_RS01510
OG0000505	VQY17_RS00965	DR093_RS01545
OG0000506	VQY17_RS00975	DR093_RS01555
OG0000507	VQY17_RS01010	DR093_RS01590
OG0000508	VQY17_RS00255	DR093_RS00270
OG0000509	VQY17_RS00290	DR093_RS00305
OG0000510	VQY17_RS00305	DR093_RS00315
OG0000511	VQY17_RS00435	DR093_RS00450
OG0000512	VQY17_RS02545	DR093_RS01045
OG0000513	VQY17_RS03425	DR093_RS01340
OG0000514	VQY17_RS02840	DR093_RS00750
OG0000516	VQY17_RS02085	DR093_RS02940
OG0000517	VQY17_RS00065	DR093_RS00125
OG0000518	VQY17_RS03095	DR093_RS02245
OG0000519	VQY17_RS00790	DR093_RS02425
OG0000520	VQY17_RS00920	DR093_RS01525
OG0000521	VQY17_RS00270	DR093_RS00285
OG0000523	VQY17_RS03360	DR093_RS01405
OG0000524	VQY17_RS02660	DR093_RS00940
OG0000525	VQY17_RS03325	DR093_RS03895
OG0000528	VQY17_RS02090	DR093_RS02950
OG0000529	VQY17_RS02245	DR093_RS01880
OG0000530	VQY17_RS02350	DR093_RS01945
OG0000531	VQY17_RS01420	DR093_RS02065
OG0000533	VQY17_RS00600	DR093_RS01690
OG0000534	VQY17_RS00385	DR093_RS00400
OG0000535	VQY17_RS00045	DR093_RS00105
OG0000536	VQY17_RS03545	DR093_RS01195
OG0000537	VQY17_RS00725	DR093_RS02485
OG0000538	VQY17_RS01160	DR093_RS01720
OG0000539	VQY17_RS00215	DR093_RS00235
OG0000541	VQY17_RS02700	DR093_RS00900
OG0000542	VQY17_RS00355	DR093_RS00370
OG0000547	VQY17_RS02895	DR093_RS00700
OG0000548	VQY17_RS01625	DR093_RS02695
OG0000549	VQY17_RS03315	DR093_RS01440
OG0000550	VQY17_RS03465	DR093_RS01305
OG0000596	VQY17_RS01785	DR093_RS00170
OG0000598	VQY17_RS01790	DR093_RS00165
OG0000599	VQY17_RS01795	DR093_RS00160
OG0000602	VQY17_RS02115	DR093_RS02805
