Orthogroup	MHP_131B_proteins	MHP_168_proteins
OG0000360	WP_404924361.1	WP_228365406.1
OG0000361	WP_011289979.1	WP_014579561.1
OG0000362	WP_094521719.1	WP_011206302.1
OG0000363	WP_233417364.1	WP_233417364.1
OG0000364	WP_044272453.1	WP_014579799.1
OG0000365	WP_404924207.1	WP_014579848.1
OG0000366	WP_146379594.1	WP_011206224.1
OG0000367	WP_404924210.1	WP_044278006.1
OG0000368	WP_011289935.1	WP_011283833.1
OG0000369	WP_404924349.1	WP_011205844.1
OG0000370	WP_044272260.1	WP_011205843.1
OG0000371	WP_044272256.1	WP_014579518.1
OG0000372	WP_135618439.1	WP_044277943.1
OG0000373	WP_404924348.1	WP_014580049.1
OG0000374	WP_404924346.1	WP_014580047.1
OG0000375	WP_146379628.1	WP_014579834.1
OG0000376	WP_404924237.1	WP_014579868.1
OG0000377	WP_011206271.1	WP_011206271.1
OG0000378	WP_404924557.1	WP_014579711.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_404924442.1	WP_011205957.1
OG0000381	WP_404924443.1	WP_014579728.1
OG0000382	WP_404924558.1	WP_014579733.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_404924391.1	WP_014579586.1
OG0000385	WP_044272311.1	WP_014579587.1
OG0000386	WP_011290004.1	WP_014579591.1
OG0000387	WP_404924392.1	WP_014579594.1
OG0000388	WP_404924393.1	WP_014579595.1
OG0000389	WP_020835565.1	WP_014579657.1
OG0000390	WP_011290340.1	WP_011206390.1
OG0000391	WP_404924283.1	WP_014579945.1
OG0000392	WP_404924281.1	WP_014579942.1
OG0000393	WP_404924279.1	WP_014579935.1
OG0000394	WP_011284253.1	WP_014579921.1
OG0000395	WP_404924270.1	WP_014579920.1
OG0000396	WP_020835781.1	WP_014579876.1
OG0000397	WP_011206196.1	WP_014579805.1
OG0000398	WP_146379611.1	WP_011206197.1
OG0000399	WP_348571612.1	WP_014579813.1
OG0000400	WP_404924530.1	WP_014579962.1
OG0000401	WP_404924302.1	WP_014579971.1
OG0000402	WP_404924303.1	WP_014579972.1
OG0000403	WP_404924022.1	WP_187286312.1
OG0000405	WP_160585278.1	WP_014579980.1
OG0000406	WP_404924308.1	WP_014579989.1
OG0000407	WP_404924309.1	WP_014579990.1
OG0000408	WP_404924310.1	WP_011206457.1
OG0000409	WP_011206458.1	WP_011206458.1
OG0000410	WP_404924318.1	WP_011206469.1
OG0000411	WP_404924317.1	WP_014579996.1
OG0000412	WP_404924316.1	WP_014579995.1
OG0000413	WP_146379568.1	WP_014579738.1
OG0000414	WP_011290131.1	WP_011284053.1
OG0000415	WP_404924448.1	WP_014579740.1
OG0000416	WP_404924449.1	WP_011284056.1
OG0000417	WP_404924514.1	WP_014579852.1
OG0000418	WP_404924512.1	WP_228365384.1
OG0000419	WP_020835572.1	WP_014579649.1
OG0000420	WP_020835574.1	WP_011206085.1
OG0000421	WP_011290034.1	WP_044277971.1
OG0000422	WP_020835580.1	WP_014579638.1
OG0000423	WP_404924415.1	WP_014579631.1
OG0000424	WP_135618587.1	WP_011206067.1
OG0000425	WP_011283949.1	WP_044277967.1
OG0000426	WP_011206064.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_014579626.1
OG0000429	WP_011206036.1	WP_011290062.1
OG0000430	WP_146379523.1	WP_014579604.1
OG0000431	WP_146379524.1	WP_014579602.1
OG0000432	WP_404924424.1	WP_014579662.1
OG0000433	WP_160606761.1	WP_011206014.1
OG0000434	WP_160606763.1	WP_011206013.1
OG0000435	WP_011290077.1	WP_011283987.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_020835616.1	WP_014579672.1
OG0000438	WP_404924427.1	WP_014579673.1
OG0000439	WP_404924428.1	WP_014579674.1
OG0000440	WP_020835852.1	WP_014579953.1
OG0000441	WP_404924290.1	WP_044278034.1
OG0000442	WP_404924355.1	WP_014579533.1
OG0000443	WP_044272282.1	WP_014579542.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_404924360.1	WP_014579547.1
OG0000446	WP_135618497.1	WP_014579552.1
OG0000447	WP_044284573.1	WP_014579553.1
OG0000448	WP_404924362.1	WP_044277955.1
OG0000449	WP_348571941.1	WP_014579563.1
OG0000450	WP_404924074.1	WP_044277956.1
OG0000451	WP_404924370.1	WP_014579571.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_404924386.1	WP_014579578.1
OG0000455	WP_404924337.1	WP_014580026.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_404924500.1	WP_014580006.1
OG0000458	WP_020835790.1	WP_014579888.1
OG0000459	WP_404924252.1	WP_014579890.1
OG0000460	WP_404924253.1	WP_014579891.1
OG0000461	WP_404924496.1	WP_014579899.1
OG0000462	WP_011206311.1	WP_014579898.1
OG0000463	WP_011206310.1	WP_014579897.1
OG0000464	WP_011206309.1	WP_044278026.1
OG0000465	WP_404924256.1	WP_014579895.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_404924266.1	WP_014579913.1
OG0000468	WP_404924484.1	WP_014579812.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_044272348.1	WP_014579622.1
OG0000472	WP_404924319.1	WP_044278039.1
OG0000474	WP_404924336.1	WP_011284377.1
OG0000475	WP_160584892.1	WP_044278045.1
OG0000476	WP_011205931.1	WP_014579742.1
OG0000477	WP_135618962.1	WP_014579903.1
OG0000478	WP_404924331.1	WP_011284367.1
OG0000479	WP_404924439.1	WP_014579718.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_044272343.1	WP_044277969.1
OG0000482	WP_404924553.1	WP_014579695.1
OG0000483	WP_404924211.1	WP_014579841.1
OG0000484	WP_404924359.1	WP_228365405.1
OG0000485	WP_020835615.1	WP_014579671.1
OG0000486	WP_011290228.1	WP_044278009.1
OG0000488	WP_020835728.1	WP_014579846.1
OG0000490	WP_011206527.1	WP_014580050.1
OG0000491	WP_160588241.1	WP_014579721.1
OG0000492	WP_146379559.1	WP_014579727.1
OG0000493	WP_404924395.1	WP_044277961.1
OG0000494	WP_404924551.1	WP_014579654.1
OG0000496	WP_011206375.1	WP_011206375.1
OG0000497	WP_014579936.1	WP_014579936.1
OG0000498	WP_011290314.1	WP_011290314.1
OG0000499	WP_020835817.1	WP_011206333.1
OG0000500	WP_146379610.1	WP_014579806.1
OG0000501	WP_404924297.1	WP_014579965.1
OG0000505	WP_146379519.1	WP_044277964.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_011206043.1
OG0000508	WP_404924540.1	WP_044277952.1
OG0000509	WP_020835518.1	WP_187286314.1
OG0000510	WP_404924363.1	WP_014579560.1
OG0000511	WP_011206135.1	WP_011206135.1
OG0000512	WP_404924254.1	WP_014579892.1
OG0000513	WP_160585582.1	WP_014580015.1
OG0000514	WP_404924527.1	WP_014579941.1
OG0000518	WP_404924301.1	WP_014579970.1
OG0000520	WP_404924090.1	WP_011283957.1
OG0000521	WP_404924541.1	WP_014579554.1
OG0000523	WP_404924324.1	WP_044278116.1
OG0000524	WP_404924265.1	WP_014579912.1
OG0000525	WP_404924320.1	WP_014579999.1
OG0000526	WP_404924477.1	WP_228365426.1
OG0000527	WP_404924472.1	WP_228365424.1
OG0000531	WP_020835645.1	WP_011205956.1
OG0000532	WP_404924454.1	WP_014579771.1
OG0000533	WP_404924398.1	WP_011206110.1
OG0000538	WP_020835608.1	WP_014579663.1
OG0000540	WP_404924523.1	WP_014579907.1
OG0000543	WP_044889050.1	WP_014580033.1
OG0000544	WP_404924555.1	WP_014579703.1
OG0000545	WP_404924475.1	WP_014579790.1
OG0000546	WP_160585684.1	WP_014579932.1
OG0000551	WP_404924287.1	WP_011206407.1
OG0000553	WP_404924267.1	WP_014579915.1
OG0000554	WP_404924240.1	WP_014579871.1
OG0000555	WP_308507032.1	WP_014579949.1
OG0000556	WP_404924376.1	WP_014580037.1
OG0000557	WP_146379545.1	WP_011205983.1
OG0000558	WP_404924432.1	WP_014579699.1
OG0000559	WP_011206161.1	WP_014579758.1
OG0000560	WP_011284100.1	WP_011206182.1
OG0000561	WP_011290073.1	WP_011206015.1
OG0000562	WP_146379618.1	WP_014579789.1
OG0000563	WP_160587877.1	WP_014579786.1
OG0000564	WP_041361605.1	WP_228365418.1
OG0000565	WP_011290181.1	WP_014579797.1
OG0000566	WP_404924480.1	WP_228365427.1
OG0000567	WP_404924476.1	WP_228365425.1
OG0000568	WP_044272325.1	WP_011206097.1
OG0000569	WP_404924433.1	WP_014579700.1
OG0000570	WP_011290093.1	WP_014579701.1
OG0000571	WP_011205986.1	WP_014579702.1
OG0000572	WP_160585558.1	WP_014579705.1
OG0000573	WP_404924463.1	WP_014579759.1
OG0000574	WP_014579714.1	WP_014579714.1
OG0000576	WP_011290145.1	WP_014579765.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_160585659.1	WP_014579914.1
OG0000579	WP_146379623.1	WP_014579785.1
OG0000580	WP_041361798.1	WP_228365392.1
OG0000581	WP_404924473.1	WP_014579782.1
OG0000582	WP_404924434.1	WP_228365416.1
OG0000583	WP_404924462.1	WP_014579761.1
OG0000584	WP_160584947.1	WP_014579687.1
OG0000585	WP_146379626.1	WP_044278005.1
OG0000586	WP_404924460.1	WP_228365421.1
OG0000587	WP_258555257.1	WP_269076332.1
