Orthogroup	MHP_232_genes	MHP_168L_genes
OG0000066	MHP_RS00650	MHP168L_RS01445
OG0000067	MHP_RS01460	MHP168L_RS00510
OG0000068	MHP_RS03685	MHP168L_RS04135
OG0000069	MHP_RS02760	MHP168L_RS02845
OG0000070	MHP_RS02345	MHP168L_RS02505
OG0000071	MHP_RS03195	MHP168L_RS03265
OG0000072	MHP_RS03200	MHP168L_RS03270
OG0000073	MHP_RS01290	MHP168L_RS00955
OG0000074	MHP_RS01100	MHP168L_RS00765
OG0000075	MHP_RS00350	MHP168L_RS00320
OG0000076	MHP_RS00365	MHP168L_RS00335
OG0000077	MHP_RS01545	MHP168L_RS00425
OG0000078	MHP_RS01670	MHP168L_RS01760
OG0000079	MHP_RS02420	MHP168L_RS02590
OG0000080	MHP_RS03805	MHP168L_RS03895
OG0000081	MHP_RS00345	MHP168L_RS00315
OG0000082	MHP_RS02270	MHP168L_RS04015, MHP168L_RS04020
OG0000083	MHP_RS01985	MHP168L_RS02110
OG0000084	MHP_RS02010	MHP168L_RS02265
OG0000085	MHP_RS02015	MHP168L_RS02260
OG0000086	MHP_RS02025	MHP168L_RS02250
OG0000087	MHP_RS02040	MHP168L_RS02235
OG0000088	MHP_RS02045	MHP168L_RS02230
OG0000089	MHP_RS02055	MHP168L_RS02215
OG0000090	MHP_RS00070	MHP168L_RS00070
OG0000091	MHP_RS00055	MHP168L_RS00055
OG0000092	MHP_RS00040	MHP168L_RS00040
OG0000093	MHP_RS00035	MHP168L_RS00035
OG0000094	MHP_RS00030	MHP168L_RS00030
OG0000095	MHP_RS00005	MHP168L_RS00005
OG0000096	MHP_RS03540	MHP168L_RS03665
OG0000097	MHP_RS03520	MHP168L_RS03645
OG0000098	MHP_RS03510	MHP168L_RS03635
OG0000099	MHP_RS03455	MHP168L_RS03520
OG0000100	MHP_RS03440	MHP168L_RS03505
OG0000101	MHP_RS03435	MHP168L_RS03500
OG0000102	MHP_RS01695	MHP168L_RS01735
OG0000103	MHP_RS02090	MHP168L_RS02175
OG0000104	MHP_RS02095	MHP168L_RS02170
OG0000105	MHP_RS02110	MHP168L_RS02155
OG0000106	MHP_RS02120	MHP168L_RS02145
OG0000107	MHP_RS02130	MHP168L_RS02135
OG0000108	MHP_RS02135	MHP168L_RS02130
OG0000109	MHP_RS02140	MHP168L_RS02125
OG0000110	MHP_RS02260	MHP168L_RS02410
OG0000111	MHP_RS02255	MHP168L_RS02405
OG0000112	MHP_RS02245	MHP168L_RS02395
OG0000113	MHP_RS02225	MHP168L_RS02375
OG0000114	MHP_RS02215	MHP168L_RS02365
OG0000115	MHP_RS02205	MHP168L_RS02350
OG0000116	MHP_RS00705	MHP168L_RS01385
OG0000117	MHP_RS00700	MHP168L_RS01390
OG0000118	MHP_RS00665	MHP168L_RS01430
OG0000119	MHP_RS00660	MHP168L_RS01435
OG0000120	MHP_RS00645	MHP168L_RS01450
OG0000121	MHP_RS00620	MHP168L_RS01475
OG0000122	MHP_RS00615	MHP168L_RS01480
OG0000123	MHP_RS00595	MHP168L_RS01500
OG0000124	MHP_RS00590	MHP168L_RS01505
OG0000125	MHP_RS00585	MHP168L_RS01510
OG0000126	MHP_RS00575	MHP168L_RS01520
OG0000127	MHP_RS00565	MHP168L_RS01530
OG0000128	MHP_RS00550	MHP168L_RS01545
OG0000129	MHP_RS00545	MHP168L_RS01550
OG0000130	MHP_RS00535	MHP168L_RS01560
OG0000131	MHP_RS00505	MHP168L_RS01590
OG0000132	MHP_RS00490	MHP168L_RS01605
OG0000133	MHP_RS01455	MHP168L_RS00515
OG0000134	MHP_RS01450	MHP168L_RS00520
OG0000135	MHP_RS01435	MHP168L_RS00535
OG0000136	MHP_RS01430	MHP168L_RS00540
OG0000137	MHP_RS01400	MHP168L_RS00575
OG0000138	MHP_RS01370	MHP168L_RS01030
OG0000139	MHP_RS01340	MHP168L_RS01005
OG0000140	MHP_RS01335	MHP168L_RS01000
OG0000141	MHP_RS02880	MHP168L_RS02965
OG0000142	MHP_RS02875	MHP168L_RS02960
OG0000143	MHP_RS02850	MHP168L_RS02935
OG0000144	MHP_RS02840	MHP168L_RS02925
OG0000145	MHP_RS02830	MHP168L_RS02915
OG0000146	MHP_RS02820	MHP168L_RS02905
OG0000147	MHP_RS02815	MHP168L_RS02900
OG0000148	MHP_RS02800	MHP168L_RS02885
OG0000149	MHP_RS02790	MHP168L_RS02875
OG0000150	MHP_RS02775	MHP168L_RS02860
OG0000151	MHP_RS02645	MHP168L_RS02815
OG0000152	MHP_RS02640	MHP168L_RS02810
OG0000153	MHP_RS02635	MHP168L_RS02805
OG0000154	MHP_RS02625	MHP168L_RS02795
OG0000155	MHP_RS02585	MHP168L_RS02755
OG0000156	MHP_RS02575	MHP168L_RS02745
OG0000157	MHP_RS02570	MHP168L_RS02740
OG0000158	MHP_RS04005	MHP168L_RS04120
OG0000159	MHP_RS04015	MHP168L_RS04145
OG0000160	MHP_RS02325	MHP168L_RS02485
OG0000161	MHP_RS02320	MHP168L_RS02480
OG0000162	MHP_RS02310	MHP168L_RS02470
OG0000163	MHP_RS02305	MHP168L_RS02465
OG0000164	MHP_RS01605	MHP168L_RS01825
OG0000165	MHP_RS01905	MHP168L_RS02030
OG0000166	MHP_RS01925	MHP168L_RS02050
OG0000167	MHP_RS01940	MHP168L_RS02065
OG0000168	MHP_RS01945	MHP168L_RS02070
OG0000169	MHP_RS02980	MHP168L_RS03045
OG0000170	MHP_RS02995	MHP168L_RS03060
OG0000171	MHP_RS03005	MHP168L_RS03070
OG0000172	MHP_RS03010	MHP168L_RS03075
OG0000173	MHP_RS03015	MHP168L_RS03080
OG0000174	MHP_RS03020	MHP168L_RS03085
OG0000175	MHP_RS03035	MHP168L_RS03100
OG0000176	MHP_RS03085	MHP168L_RS03150
OG0000177	MHP_RS03090	MHP168L_RS03155
OG0000178	MHP_RS03095	MHP168L_RS03160
OG0000179	MHP_RS03105	MHP168L_RS03170
OG0000180	MHP_RS03110	MHP168L_RS03175
OG0000181	MHP_RS03145	MHP168L_RS03215
OG0000182	MHP_RS03155	MHP168L_RS03225
OG0000183	MHP_RS03190	MHP168L_RS03260
OG0000184	MHP_RS03235	MHP168L_RS03300
OG0000185	MHP_RS03220	MHP168L_RS03285
OG0000186	MHP_RS00480	MHP168L_RS01615
OG0000187	MHP_RS00465	MHP168L_RS01630
OG0000188	MHP_RS00455	MHP168L_RS01640
OG0000189	MHP_RS02175	MHP168L_RS02320
OG0000190	MHP_RS02170	MHP168L_RS02315
OG0000191	MHP_RS02150	MHP168L_RS02295
OG0000192	MHP_RS00790	MHP168L_RS01300
OG0000193	MHP_RS00800	MHP168L_RS01290
OG0000194	MHP_RS01305	MHP168L_RS00970
OG0000195	MHP_RS01300	MHP168L_RS00965
OG0000196	MHP_RS01280	MHP168L_RS00945
OG0000197	MHP_RS01275	MHP168L_RS00940
OG0000198	MHP_RS01260	MHP168L_RS00925
OG0000199	MHP_RS01255	MHP168L_RS00920
OG0000200	MHP_RS01245	MHP168L_RS00910
OG0000201	MHP_RS01235	MHP168L_RS00900
OG0000202	MHP_RS01180	MHP168L_RS00845
OG0000203	MHP_RS01175	MHP168L_RS00840
OG0000204	MHP_RS01170	MHP168L_RS00835
OG0000205	MHP_RS01165	MHP168L_RS00830
OG0000206	MHP_RS01145	MHP168L_RS00810
OG0000207	MHP_RS01130	MHP168L_RS00795
OG0000208	MHP_RS01125	MHP168L_RS00790
OG0000209	MHP_RS01120	MHP168L_RS00785
OG0000210	MHP_RS01075	MHP168L_RS00735
OG0000211	MHP_RS01065	MHP168L_RS00720
OG0000212	MHP_RS01055	MHP168L_RS00710
OG0000213	MHP_RS03600	MHP168L_RS03705
OG0000214	MHP_RS01050	MHP168L_RS00705
OG0000215	MHP_RS01045	MHP168L_RS00700
OG0000216	MHP_RS01040	MHP168L_RS00695
OG0000217	MHP_RS01035	MHP168L_RS00690
OG0000218	MHP_RS01025	MHP168L_RS00680
OG0000219	MHP_RS01020	MHP168L_RS00675
OG0000220	MHP_RS01015	MHP168L_RS00670
OG0000221	MHP_RS01010	MHP168L_RS00665
OG0000222	MHP_RS01005	MHP168L_RS00660
OG0000223	MHP_RS01000	MHP168L_RS00655
OG0000224	MHP_RS00990	MHP168L_RS00645
OG0000225	MHP_RS00980	MHP168L_RS00635
OG0000226	MHP_RS00975	MHP168L_RS00630
OG0000227	MHP_RS00970	MHP168L_RS00625
OG0000228	MHP_RS04010	MHP168L_RS04125
OG0000229	MHP_RS00960	MHP168L_RS00615
OG0000230	MHP_RS00955	MHP168L_RS00610
OG0000231	MHP_RS00945	MHP168L_RS00600
OG0000232	MHP_RS00935	MHP168L_RS00590
OG0000233	MHP_RS00915	MHP168L_RS01075
OG0000234	MHP_RS00880	MHP168L_RS01110
OG0000235	MHP_RS00870	MHP168L_RS01120
OG0000236	MHP_RS00865	MHP168L_RS01125
OG0000237	MHP_RS00860	MHP168L_RS01130
OG0000238	MHP_RS00850	MHP168L_RS01140
OG0000239	MHP_RS02890	MHP168L_RS02975
OG0000240	MHP_RS02895	MHP168L_RS02980
OG0000241	MHP_RS02905	MHP168L_RS02990
OG0000242	MHP_RS02910	MHP168L_RS02995
OG0000243	MHP_RS02915	MHP168L_RS03000
OG0000244	MHP_RS02925	MHP168L_RS03010
OG0000245	MHP_RS02935	MHP168L_RS03020
OG0000246	MHP_RS00150	MHP168L_RS00120
OG0000247	MHP_RS00160	MHP168L_RS00130
OG0000248	MHP_RS00170	MHP168L_RS00140
OG0000249	MHP_RS00175	MHP168L_RS00145
OG0000250	MHP_RS00190	MHP168L_RS00160
OG0000251	MHP_RS00215	MHP168L_RS00185
OG0000252	MHP_RS00225	MHP168L_RS00195
OG0000253	MHP_RS00230	MHP168L_RS00200
OG0000254	MHP_RS00240	MHP168L_RS00210
OG0000255	MHP_RS00250	MHP168L_RS00220
OG0000256	MHP_RS00255	MHP168L_RS00225
OG0000257	MHP_RS00280	MHP168L_RS00250
OG0000258	MHP_RS00290	MHP168L_RS00260
OG0000259	MHP_RS00320	MHP168L_RS00290
OG0000260	MHP_RS00330	MHP168L_RS00300
OG0000261	MHP_RS00340	MHP168L_RS00310
OG0000262	MHP_RS00355	MHP168L_RS00325
OG0000263	MHP_RS00370	MHP168L_RS00340
OG0000264	MHP_RS00385	MHP168L_RS00355
OG0000265	MHP_RS00395	MHP168L_RS00365
OG0000266	MHP_RS00415	MHP168L_RS00380
OG0000267	MHP_RS00430	MHP168L_RS00395
OG0000268	MHP_RS01570	MHP168L_RS00400
OG0000269	MHP_RS01555	MHP168L_RS00415
OG0000270	MHP_RS03410	MHP168L_RS03475
OG0000271	MHP_RS03405	MHP168L_RS03470
OG0000272	MHP_RS03400	MHP168L_RS03465
OG0000273	MHP_RS03395	MHP168L_RS03460
OG0000274	MHP_RS03375	MHP168L_RS03440
OG0000275	MHP_RS03370	MHP168L_RS03435
OG0000276	MHP_RS03365	MHP168L_RS03430
OG0000277	MHP_RS03355	MHP168L_RS03420
OG0000278	MHP_RS03350	MHP168L_RS03415
OG0000279	MHP_RS03340	MHP168L_RS03405
OG0000280	MHP_RS03335	MHP168L_RS03400
OG0000281	MHP_RS03680	MHP168L_RS03780
OG0000282	MHP_RS03310	MHP168L_RS03375
OG0000283	MHP_RS03305	MHP168L_RS03370
OG0000284	MHP_RS03300	MHP168L_RS03365
OG0000285	MHP_RS03295	MHP168L_RS03360
OG0000286	MHP_RS02290	MHP168L_RS02450
OG0000287	MHP_RS02380	MHP168L_RS02550
OG0000288	MHP_RS02390	MHP168L_RS02560
OG0000289	MHP_RS02395	MHP168L_RS02565
OG0000290	MHP_RS02510	MHP168L_RS02675
OG0000291	MHP_RS02500	MHP168L_RS02665
OG0000292	MHP_RS02495	MHP168L_RS02660
OG0000293	MHP_RS02490	MHP168L_RS02655
OG0000294	MHP_RS02475	MHP168L_RS02645
OG0000295	MHP_RS02470	MHP168L_RS02640
OG0000296	MHP_RS02430	MHP168L_RS02600
OG0000297	MHP_RS02425	MHP168L_RS02595
OG0000298	MHP_RS00185	MHP168L_RS00155
OG0000299	MHP_RS03590	MHP168L_RS03690
OG0000300	MHP_RS00380	MHP168L_RS00350
OG0000301	MHP_RS00420	MHP168L_RS00385
OG0000302	MHP_RS00425	MHP168L_RS00390
OG0000303	MHP_RS01425	MHP168L_RS00545
OG0000304	MHP_RS00930	MHP168L_RS00585
OG0000305	MHP_RS02825	MHP168L_RS02910
OG0000306	MHP_RS02665	MHP168L_RS02835
OG0000307	MHP_RS02630	MHP168L_RS02800
OG0000308	MHP_RS02530	MHP168L_RS02700
OG0000309	MHP_RS02460	MHP168L_RS02630
OG0000310	MHP_RS02385	MHP168L_RS02555
OG0000311	MHP_RS02350	MHP168L_RS02510
OG0000312	MHP_RS02335	MHP168L_RS02495
OG0000313	MHP_RS01595	MHP168L_RS01835
OG0000314	MHP_RS01920	MHP168L_RS02045
OG0000315	MHP_RS01950	MHP168L_RS02075
OG0000316	MHP_RS01960	MHP168L_RS02085
OG0000317	MHP_RS02050	MHP168L_RS02225
OG0000318	MHP_RS01965	MHP168L_RS02090
OG0000319	MHP_RS02105	MHP168L_RS02160
OG0000320	MHP_RS02235	MHP168L_RS02385
OG0000321	MHP_RS00670	MHP168L_RS01425
OG0000322	MHP_RS00625	MHP168L_RS01470
OG0000323	MHP_RS00495	MHP168L_RS01600
OG0000324	MHP_RS02145	MHP168L_RS02290
OG0000325	MHP_RS01295	MHP168L_RS00960
OG0000326	MHP_RS01205	MHP168L_RS00870
OG0000327	MHP_RS01200	MHP168L_RS00865
OG0000328	MHP_RS01115	MHP168L_RS00780
OG0000329	MHP_RS01095	MHP168L_RS00755
OG0000330	MHP_RS00905	MHP168L_RS01085
OG0000331	MHP_RS02920	MHP168L_RS03005
OG0000332	MHP_RS03045	MHP168L_RS03110
OG0000333	MHP_RS03055	MHP168L_RS03120
OG0000334	MHP_RS03150	MHP168L_RS03220
OG0000335	MHP_RS03160	MHP168L_RS03230
OG0000336	MHP_RS03325	MHP168L_RS03390
OG0000337	MHP_RS03495	MHP168L_RS03620
OG0000338	MHP_RS03535	MHP168L_RS03660
OG0000339	MHP_RS02210	MHP168L_RS02355
OG0000340	MHP_RS00690	MHP168L_RS01400
OG0000341	MHP_RS02165	MHP168L_RS02310
OG0000342	MHP_RS01265	MHP168L_RS00930
OG0000343	MHP_RS03065	MHP168L_RS03130
OG0000344	MHP_RS01410	MHP168L_RS00560
OG0000345	MHP_RS00985	MHP168L_RS00640
OG0000346	MHP_RS03330	MHP168L_RS03395
OG0000347	MHP_RS00600	MHP168L_RS01495
OG0000348	MHP_RS01195	MHP168L_RS00860
OG0000349	MHP_RS03385	MHP168L_RS03450
OG0000350	MHP_RS02620	MHP168L_RS02790
OG0000351	MHP_RS01495	MHP168L_RS00475
OG0000352	MHP_RS01900	MHP168L_RS02025
OG0000353	MHP_RS00630	MHP168L_RS01465
OG0000354	MHP_RS01355	MHP168L_RS01015
OG0000355	MHP_RS01875	MHP168L_RS01995
OG0000356	MHP_RS01955	MHP168L_RS02080
OG0000357	MHP_RS03025	MHP168L_RS03090
OG0000358	MHP_RS03030	MHP168L_RS03095
OG0000359	MHP_RS01225	MHP168L_RS00890
OG0000360	MHP_RS00285	MHP168L_RS00255
OG0000361	MHP_RS00315	MHP168L_RS00285
OG0000362	MHP_RS02405	MHP168L_RS02575
OG0000363	MHP_RS03990	MHP168L_RS03960
OG0000364	MHP_RS03780, MHP_RS03785	MHP168L_RS01970
OG0000365	MHP_RS01995	MHP168L_RS02280
OG0000366	MHP_RS02020	MHP168L_RS02255
OG0000367	MHP_RS02030	MHP168L_RS02245
OG0000368	MHP_RS00060	MHP168L_RS00060
OG0000369	MHP_RS00025	MHP168L_RS00025
OG0000370	MHP_RS00020	MHP168L_RS00020
OG0000371	MHP_RS00015	MHP168L_RS00015
OG0000372	MHP_RS00010	MHP168L_RS00010
OG0000373	MHP_RS03525	MHP168L_RS03650
OG0000374	MHP_RS03515	MHP168L_RS03640
OG0000375	MHP_RS02100	MHP168L_RS02165
OG0000376	MHP_RS02250	MHP168L_RS02400
OG0000377	MHP_RS02240	MHP168L_RS02390
OG0000378	MHP_RS00710	MHP168L_RS01380
OG0000379	MHP_RS00635	MHP168L_RS01460
OG0000380	MHP_RS00610	MHP168L_RS01485
OG0000381	MHP_RS00570	MHP168L_RS01525
OG0000382	MHP_RS00540	MHP168L_RS01555
OG0000383	MHP_RS00500	MHP168L_RS01595
OG0000384	MHP_RS01470	MHP168L_RS00500
OG0000385	MHP_RS01465	MHP168L_RS00505
OG0000386	MHP_RS01445	MHP168L_RS00525
OG0000387	MHP_RS01420	MHP168L_RS00550
OG0000388	MHP_RS01415	MHP168L_RS00555
OG0000389	MHP_RS01375	MHP168L_RS01035
OG0000390	MHP_RS02845	MHP168L_RS02930
OG0000391	MHP_RS02835	MHP168L_RS02920
OG0000392	MHP_RS02810	MHP168L_RS02895
OG0000393	MHP_RS02755	MHP168L_RS02840
OG0000394	MHP_RS02595	MHP168L_RS02765
OG0000395	MHP_RS02590	MHP168L_RS02760
OG0000396	MHP_RS02295	MHP168L_RS02455
OG0000397	MHP_RS01885	MHP168L_RS02010
OG0000398	MHP_RS01890	MHP168L_RS02015
OG0000399	MHP_RS01935	MHP168L_RS02060
OG0000400	MHP_RS02990	MHP168L_RS03055
OG0000401	MHP_RS03050	MHP168L_RS03115
OG0000402	MHP_RS03060	MHP168L_RS03125
OG0000403	MHP_RS03070	MHP168L_RS03135
OG0000404	MHP_RS03100	MHP168L_RS03165
OG0000405	MHP_RS03115	MHP168L_RS03180
OG0000406	MHP_RS03165	MHP168L_RS03235
OG0000407	MHP_RS03170	MHP168L_RS03240
OG0000408	MHP_RS03175	MHP168L_RS03245
OG0000409	MHP_RS03180	MHP168L_RS03250
OG0000410	MHP_RS03240	MHP168L_RS03305
OG0000411	MHP_RS03230	MHP168L_RS03295
OG0000412	MHP_RS03225	MHP168L_RS03290
OG0000413	MHP_RS00485	MHP168L_RS01610
OG0000414	MHP_RS00475	MHP168L_RS01620
OG0000415	MHP_RS00470	MHP168L_RS01625
OG0000416	MHP_RS00460	MHP168L_RS01635
OG0000417	MHP_RS02160	MHP168L_RS02305
OG0000418	MHP_RS02155	MHP168L_RS02300
OG0000419	MHP_RS01285	MHP168L_RS00950
OG0000420	MHP_RS01250	MHP168L_RS00915
OG0000421	MHP_RS01220	MHP168L_RS00885
OG0000422	MHP_RS01210	MHP168L_RS00875
OG0000423	MHP_RS01155	MHP168L_RS00820
OG0000424	MHP_RS01150	MHP168L_RS00815
OG0000425	MHP_RS01140	MHP168L_RS00805
OG0000426	MHP_RS01135	MHP168L_RS00800
OG0000427	MHP_RS01110	MHP168L_RS00775
OG0000428	MHP_RS01085	MHP168L_RS00745
OG0000429	MHP_RS00995	MHP168L_RS00650
OG0000430	MHP_RS00950	MHP168L_RS00605
OG0000431	MHP_RS00940	MHP168L_RS00595
OG0000432	MHP_RS00910	MHP168L_RS01080
OG0000433	MHP_RS00895	MHP168L_RS01095
OG0000434	MHP_RS00890	MHP168L_RS01100
OG0000435	MHP_RS00875	MHP168L_RS01115
OG0000436	MHP_RS00845	MHP168L_RS01145
OG0000437	MHP_RS00835	MHP168L_RS01155
OG0000438	MHP_RS00830	MHP168L_RS01160
OG0000439	MHP_RS00825	MHP168L_RS01165
OG0000440	MHP_RS02900	MHP168L_RS02985
OG0000441	MHP_RS02940	MHP168L_RS03025
OG0000442	MHP_RS00155	MHP168L_RS00125
OG0000443	MHP_RS00200	MHP168L_RS00170
OG0000444	MHP_RS00210	MHP168L_RS00180
OG0000445	MHP_RS00235	MHP168L_RS00205
OG0000446	MHP_RS00265	MHP168L_RS00235
OG0000447	MHP_RS00270	MHP168L_RS00240
OG0000448	MHP_RS00300	MHP168L_RS00270
OG0000449	MHP_RS00325	MHP168L_RS00295
OG0000450	MHP_RS00335	MHP168L_RS00305
OG0000451	MHP_RS00375	MHP168L_RS00345
OG0000452	MHP_RS00405	MHP168L_RS00370
OG0000453	MHP_RS01565	MHP168L_RS00405
OG0000454	MHP_RS02745	MHP168L_RS01670
OG0000455	MHP_RS03430	MHP168L_RS03495
OG0000456	MHP_RS03315	MHP168L_RS03380
OG0000457	MHP_RS03290	MHP168L_RS03355
OG0000458	MHP_RS02375	MHP168L_RS02545
OG0000459	MHP_RS02400	MHP168L_RS02570
OG0000460	MHP_RS02410	MHP168L_RS02580
OG0000461	MHP_RS02455	MHP168L_RS02625
OG0000462	MHP_RS02450	MHP168L_RS02620
OG0000463	MHP_RS02445	MHP168L_RS02615
OG0000464	MHP_RS02440	MHP168L_RS02610
OG0000465	MHP_RS02435	MHP168L_RS02605
OG0000466	MHP_RS00410	MHP168L_RS00375
OG0000467	MHP_RS02540	MHP168L_RS02710
OG0000468	MHP_RS01930	MHP168L_RS02055
OG0000469	MHP_RS01990	MHP168L_RS02115
OG0000470	MHP_RS03750	MHP168L_RS03850
OG0000471	MHP_RS01080	MHP168L_RS00740
OG0000472	MHP_RS03250	MHP168L_RS03315
OG0000473	MHP_RS03415	MHP168L_RS03485
OG0000475	MHP_RS03425	MHP168L_RS03490
OG0000476	MHP_RS00450	MHP168L_RS01645
OG0000477	MHP_RS02485	MHP168L_RS02650
OG0000478	MHP_RS03360	MHP168L_RS03425
OG0000479	MHP_RS00675	MHP168L_RS01420
OG0000480	MHP_RS03795	MHP168L_RS03885
OG0000481	MHP_RS01185	MHP168L_RS00850
OG0000482	MHP_RS00795	MHP168L_RS01295
OG0000483	MHP_RS02035	MHP168L_RS02240
OG0000484	MHP_RS00205	MHP168L_RS00175
OG0000485	MHP_RS00840	MHP168L_RS01150
OG0000486	MHP_RS02180	MHP168L_RS02325
OG0000487	MHP_RS01970	MHP168L_RS02095
OG0000488	MHP_RS02005	MHP168L_RS02270
OG0000489	MHP_RS00050	MHP168L_RS00050
OG0000490	MHP_RS03530	MHP168L_RS03655
OG0000491	MHP_RS00655	MHP168L_RS01440
OG0000492	MHP_RS00580	MHP168L_RS01515
OG0000493	MHP_RS01405	MHP168L_RS00565
OG0000495	MHP_RS02780	MHP168L_RS02865
OG0000496	MHP_RS02770	MHP168L_RS02855
OG0000497	MHP_RS02765	MHP168L_RS02850
OG0000498	MHP_RS02600	MHP168L_RS02770
OG0000499	MHP_RS02565	MHP168L_RS02735
OG0000500	MHP_RS01895	MHP168L_RS02020
OG0000501	MHP_RS03000	MHP168L_RS03065
