Orthogroup	MHP_232_genes	MHP_F72C_genes
OG0000055	MHP_RS00145	EHI52_RS00135
OG0000056	MHP_RS03450	EHI52_RS03530
OG0000057	MHP_RS02870	EHI52_RS02915
OG0000060	MHP_RS03835, MHP_RS03865	EHI52_RS00080
OG0000061	MHP_RS01580	EHI52_RS02075
OG0000062	MHP_RS03505	EHI52_RS03585
OG0000063	MHP_RS03500	EHI52_RS03580
OG0000064	MHP_RS03490	EHI52_RS03570
OG0000065	MHP_RS02125	EHI52_RS02260
OG0000066	MHP_RS00650	EHI52_RS01415
OG0000067	MHP_RS01460	EHI52_RS00540
OG0000068	MHP_RS03685	EHI52_RS00660
OG0000069	MHP_RS02760	EHI52_RS02805
OG0000070	MHP_RS02345	EHI52_RS02480
OG0000071	MHP_RS03195	EHI52_RS03285
OG0000072	MHP_RS03200	EHI52_RS03290
OG0000073	MHP_RS01290	EHI52_RS00705
OG0000074	MHP_RS01100	EHI52_RS00900
OG0000076	MHP_RS00365	EHI52_RS00370
OG0000077	MHP_RS01545	EHI52_RS00460
OG0000078	MHP_RS01670	EHI52_RS01735
OG0000079	MHP_RS02420	EHI52_RS02555
OG0000080	MHP_RS03805	EHI52_RS03675
OG0000081	MHP_RS00345	EHI52_RS00350
OG0000082	MHP_RS02270	EHI52_RS02405
OG0000083	MHP_RS01985	EHI52_RS01915
OG0000084	MHP_RS02010	EHI52_RS01890
OG0000085	MHP_RS02015	EHI52_RS01885
OG0000086	MHP_RS02025	EHI52_RS01875
OG0000087	MHP_RS02040	EHI52_RS01860
OG0000088	MHP_RS02045	EHI52_RS01855
OG0000089	MHP_RS02055	EHI52_RS01845
OG0000090	MHP_RS00070	EHI52_RS00070
OG0000091	MHP_RS00055	EHI52_RS00055
OG0000092	MHP_RS00040	EHI52_RS00040
OG0000093	MHP_RS00035	EHI52_RS00035
OG0000094	MHP_RS00030	EHI52_RS00030
OG0000095	MHP_RS00005	EHI52_RS00005
OG0000096	MHP_RS03540	EHI52_RS03620
OG0000097	MHP_RS03520	EHI52_RS03600
OG0000098	MHP_RS03510	EHI52_RS03590
OG0000099	MHP_RS03455	EHI52_RS03540
OG0000100	MHP_RS03440	EHI52_RS03520
OG0000101	MHP_RS03435	EHI52_RS03515
OG0000102	MHP_RS01695	EHI52_RS01760
OG0000103	MHP_RS02090	EHI52_RS02225
OG0000104	MHP_RS02095	EHI52_RS02230
OG0000105	MHP_RS02110	EHI52_RS02245
OG0000106	MHP_RS02120	EHI52_RS02255
OG0000107	MHP_RS02130	EHI52_RS02265
OG0000108	MHP_RS02135	EHI52_RS02270
OG0000109	MHP_RS02140	EHI52_RS02275
OG0000110	MHP_RS02260	EHI52_RS02395
OG0000111	MHP_RS02255	EHI52_RS02390
OG0000112	MHP_RS02245	EHI52_RS02380
OG0000113	MHP_RS02225	EHI52_RS02360
OG0000114	MHP_RS02215	EHI52_RS02350
OG0000115	MHP_RS02205	EHI52_RS02335
OG0000116	MHP_RS00705	EHI52_RS01360
OG0000117	MHP_RS00700	EHI52_RS01365
OG0000118	MHP_RS00665	EHI52_RS01400
OG0000119	MHP_RS00660	EHI52_RS01405
OG0000120	MHP_RS00645	EHI52_RS01420
OG0000121	MHP_RS00620	EHI52_RS01445
OG0000122	MHP_RS00615	EHI52_RS01450
OG0000123	MHP_RS00595	EHI52_RS01470
OG0000124	MHP_RS00590	EHI52_RS01475
OG0000125	MHP_RS00585	EHI52_RS01480
OG0000126	MHP_RS00575	EHI52_RS01490
OG0000127	MHP_RS00565	EHI52_RS01500
OG0000128	MHP_RS00550	EHI52_RS01515
OG0000129	MHP_RS00545	EHI52_RS01520
OG0000130	MHP_RS00535	EHI52_RS01530
OG0000131	MHP_RS00505	EHI52_RS01560
OG0000132	MHP_RS00490	EHI52_RS01575
OG0000133	MHP_RS01455	EHI52_RS00545
OG0000134	MHP_RS01450	EHI52_RS00550
OG0000135	MHP_RS01435	EHI52_RS00565
OG0000136	MHP_RS01430	EHI52_RS00570
OG0000137	MHP_RS01400	EHI52_RS00600
OG0000138	MHP_RS01370	EHI52_RS00635
OG0000139	MHP_RS01340	EHI52_RS00665
OG0000140	MHP_RS01335	EHI52_RS00670
OG0000141	MHP_RS02880	EHI52_RS02925
OG0000142	MHP_RS02875	EHI52_RS02920
OG0000143	MHP_RS02850	EHI52_RS02895
OG0000144	MHP_RS02840	EHI52_RS02885
OG0000145	MHP_RS02830	EHI52_RS02875
OG0000146	MHP_RS02820	EHI52_RS02865
OG0000147	MHP_RS02815	EHI52_RS02860
OG0000148	MHP_RS02800	EHI52_RS02845
OG0000149	MHP_RS02790	EHI52_RS02835
OG0000150	MHP_RS02775	EHI52_RS02820
OG0000151	MHP_RS02645	EHI52_RS02775
OG0000152	MHP_RS02640	EHI52_RS02770
OG0000153	MHP_RS02635	EHI52_RS02765
OG0000154	MHP_RS02625	EHI52_RS02755
OG0000155	MHP_RS02585	EHI52_RS02715
OG0000156	MHP_RS02575	EHI52_RS02705
OG0000157	MHP_RS02570	EHI52_RS02700
OG0000158	MHP_RS04005	EHI52_RS03885
OG0000159	MHP_RS04015	EHI52_RS03925
OG0000160	MHP_RS02325	EHI52_RS02460
OG0000161	MHP_RS02320	EHI52_RS02455
OG0000162	MHP_RS02310	EHI52_RS02445
OG0000163	MHP_RS02305	EHI52_RS02440
OG0000164	MHP_RS01605	EHI52_RS01665
OG0000165	MHP_RS01905	EHI52_RS01995
OG0000166	MHP_RS01925	EHI52_RS01975
OG0000167	MHP_RS01940	EHI52_RS01960
OG0000168	MHP_RS01945	EHI52_RS01955
OG0000169	MHP_RS02980	EHI52_RS03055
OG0000170	MHP_RS02995	EHI52_RS03075
OG0000171	MHP_RS03005	EHI52_RS03085
OG0000172	MHP_RS03010	EHI52_RS03095
OG0000173	MHP_RS03015	EHI52_RS03100
OG0000174	MHP_RS03020	EHI52_RS03105
OG0000175	MHP_RS03035	EHI52_RS03120
OG0000176	MHP_RS03085	EHI52_RS03170
OG0000177	MHP_RS03090	EHI52_RS03175
OG0000178	MHP_RS03095	EHI52_RS03180
OG0000179	MHP_RS03105	EHI52_RS03190
OG0000180	MHP_RS03110	EHI52_RS03195
OG0000181	MHP_RS03145	EHI52_RS03235
OG0000182	MHP_RS03155	EHI52_RS03245
OG0000183	MHP_RS03190	EHI52_RS03280
OG0000184	MHP_RS03235	EHI52_RS03325
OG0000185	MHP_RS03220	EHI52_RS03310
OG0000186	MHP_RS00480	EHI52_RS01585
OG0000187	MHP_RS00465	EHI52_RS01600
OG0000188	MHP_RS00455	EHI52_RS01610
OG0000189	MHP_RS02175	EHI52_RS02310
OG0000190	MHP_RS02170	EHI52_RS02305
OG0000191	MHP_RS02150	EHI52_RS02285
OG0000192	MHP_RS00790	EHI52_RS01280
OG0000193	MHP_RS00800	EHI52_RS01270
OG0000194	MHP_RS01305	EHI52_RS00690
OG0000195	MHP_RS01300	EHI52_RS00695
OG0000196	MHP_RS01280	EHI52_RS00715
OG0000197	MHP_RS01275	EHI52_RS00720
OG0000198	MHP_RS01260	EHI52_RS00735
OG0000199	MHP_RS01255	EHI52_RS00740
OG0000200	MHP_RS01245	EHI52_RS00755
OG0000201	MHP_RS01235	EHI52_RS00765
OG0000202	MHP_RS01180	EHI52_RS00820
OG0000203	MHP_RS01175	EHI52_RS00825
OG0000204	MHP_RS01170	EHI52_RS00830
OG0000205	MHP_RS01165	EHI52_RS00835
OG0000206	MHP_RS01145	EHI52_RS00855
OG0000207	MHP_RS01130	EHI52_RS00870
OG0000208	MHP_RS01125	EHI52_RS00875
OG0000209	MHP_RS01120	EHI52_RS00880
OG0000210	MHP_RS01075	EHI52_RS00925
OG0000211	MHP_RS01065	EHI52_RS01005
OG0000212	MHP_RS01055	EHI52_RS01015
OG0000213	MHP_RS03600	EHI52_RS01020
OG0000214	MHP_RS01050	EHI52_RS01025
OG0000215	MHP_RS01045	EHI52_RS01030
OG0000216	MHP_RS01040	EHI52_RS01035
OG0000217	MHP_RS01035	EHI52_RS01040
OG0000218	MHP_RS01025	EHI52_RS01050
OG0000219	MHP_RS01020	EHI52_RS01055
OG0000220	MHP_RS01015	EHI52_RS01060
OG0000221	MHP_RS01010	EHI52_RS01065
OG0000222	MHP_RS01005	EHI52_RS01070
OG0000223	MHP_RS01000	EHI52_RS01075
OG0000224	MHP_RS00990	EHI52_RS01085
OG0000225	MHP_RS00980	EHI52_RS01095
OG0000226	MHP_RS00975	EHI52_RS01100
OG0000227	MHP_RS00970	EHI52_RS01105
OG0000228	MHP_RS04010	EHI52_RS03905
OG0000229	MHP_RS00960	EHI52_RS01115
OG0000230	MHP_RS00955	EHI52_RS01120
OG0000231	MHP_RS00945	EHI52_RS01130
OG0000232	MHP_RS00935	EHI52_RS01140
OG0000233	MHP_RS00915	EHI52_RS01165
OG0000234	MHP_RS00880	EHI52_RS01200
OG0000235	MHP_RS00870	EHI52_RS01210
OG0000236	MHP_RS00865	EHI52_RS01215
OG0000237	MHP_RS00860	EHI52_RS01220
OG0000238	MHP_RS00850	EHI52_RS01230
OG0000239	MHP_RS02890	EHI52_RS02935
OG0000240	MHP_RS02895	EHI52_RS02940
OG0000241	MHP_RS02905	EHI52_RS02950
OG0000242	MHP_RS02910	EHI52_RS02955
OG0000243	MHP_RS02915	EHI52_RS02960
OG0000244	MHP_RS02925	EHI52_RS02970
OG0000245	MHP_RS02935	EHI52_RS02980
OG0000246	MHP_RS00150	EHI52_RS00140
OG0000247	MHP_RS00160	EHI52_RS00150
OG0000248	MHP_RS00170	EHI52_RS00160
OG0000249	MHP_RS00175	EHI52_RS00165
OG0000250	MHP_RS00190	EHI52_RS00180
OG0000251	MHP_RS00215	EHI52_RS00215
OG0000252	MHP_RS00225	EHI52_RS00225
OG0000253	MHP_RS00230	EHI52_RS00230
OG0000254	MHP_RS00240	EHI52_RS00240
OG0000255	MHP_RS00250	EHI52_RS00250
OG0000256	MHP_RS00255	EHI52_RS00255
OG0000257	MHP_RS00280	EHI52_RS00280
OG0000258	MHP_RS00290	EHI52_RS00290
OG0000259	MHP_RS00320	EHI52_RS00320
OG0000260	MHP_RS00330	EHI52_RS00330
OG0000261	MHP_RS00340	EHI52_RS00340
OG0000262	MHP_RS00355	EHI52_RS00360
OG0000263	MHP_RS00370	EHI52_RS00375
OG0000264	MHP_RS00385	EHI52_RS00390
OG0000265	MHP_RS00395	EHI52_RS00400
OG0000266	MHP_RS00415	EHI52_RS00415
OG0000267	MHP_RS00430	EHI52_RS00430
OG0000268	MHP_RS01570	EHI52_RS00435
OG0000269	MHP_RS01555	EHI52_RS00450
OG0000270	MHP_RS03410	EHI52_RS03490
OG0000271	MHP_RS03405	EHI52_RS03485
OG0000272	MHP_RS03400	EHI52_RS03480
OG0000273	MHP_RS03395	EHI52_RS03475
OG0000274	MHP_RS03375	EHI52_RS03455
OG0000275	MHP_RS03370	EHI52_RS03450
OG0000276	MHP_RS03365	EHI52_RS03445
OG0000277	MHP_RS03355	EHI52_RS03435
OG0000278	MHP_RS03350	EHI52_RS03430
OG0000279	MHP_RS03340	EHI52_RS03420
OG0000280	MHP_RS03335	EHI52_RS03415
OG0000281	MHP_RS03680	EHI52_RS03410
OG0000282	MHP_RS03310	EHI52_RS03385
OG0000283	MHP_RS03305	EHI52_RS03380
OG0000284	MHP_RS03300	EHI52_RS03375
OG0000285	MHP_RS03295	EHI52_RS03370
OG0000286	MHP_RS02290	EHI52_RS02425
OG0000287	MHP_RS02380	EHI52_RS02515
OG0000288	MHP_RS02390	EHI52_RS02525
OG0000289	MHP_RS02395	EHI52_RS02530
OG0000290	MHP_RS02510	EHI52_RS02640
OG0000291	MHP_RS02500	EHI52_RS02630
OG0000292	MHP_RS02495	EHI52_RS02625
OG0000293	MHP_RS02490	EHI52_RS02620
OG0000294	MHP_RS02475	EHI52_RS02610
OG0000295	MHP_RS02470	EHI52_RS02605
OG0000296	MHP_RS02430	EHI52_RS02565
OG0000297	MHP_RS02425	EHI52_RS02560
OG0000298	MHP_RS00185	EHI52_RS00175
OG0000299	MHP_RS03590	EHI52_RS00200
OG0000300	MHP_RS00380	EHI52_RS00385
OG0000301	MHP_RS00420	EHI52_RS00420
OG0000302	MHP_RS00425	EHI52_RS00425
OG0000303	MHP_RS01425	EHI52_RS00575
OG0000304	MHP_RS00930	EHI52_RS01145
OG0000305	MHP_RS02825	EHI52_RS02870
OG0000306	MHP_RS02665	EHI52_RS02795
OG0000307	MHP_RS02630	EHI52_RS02760
OG0000308	MHP_RS02530	EHI52_RS02660
OG0000309	MHP_RS02460	EHI52_RS02595
OG0000310	MHP_RS02385	EHI52_RS02520
OG0000311	MHP_RS02350	EHI52_RS02485
OG0000312	MHP_RS02335	EHI52_RS02470
OG0000313	MHP_RS01595	EHI52_RS01655
OG0000314	MHP_RS01920	EHI52_RS01980
OG0000315	MHP_RS01950	EHI52_RS01950
OG0000316	MHP_RS01960	EHI52_RS01940
OG0000317	MHP_RS02050	EHI52_RS01850
OG0000318	MHP_RS01965	EHI52_RS01935
OG0000319	MHP_RS02105	EHI52_RS02240
OG0000320	MHP_RS02235	EHI52_RS02370
OG0000321	MHP_RS00670	EHI52_RS01395
OG0000322	MHP_RS00625	EHI52_RS01440
OG0000323	MHP_RS00495	EHI52_RS01570
OG0000324	MHP_RS02145	EHI52_RS02280
OG0000325	MHP_RS01295	EHI52_RS00700
OG0000326	MHP_RS01205	EHI52_RS00795
OG0000327	MHP_RS01200	EHI52_RS00800
OG0000328	MHP_RS01115	EHI52_RS00885
OG0000329	MHP_RS01095	EHI52_RS00905
OG0000330	MHP_RS00905	EHI52_RS01175
OG0000331	MHP_RS02920	EHI52_RS02965
OG0000332	MHP_RS03045	EHI52_RS03130
OG0000333	MHP_RS03055	EHI52_RS03140
OG0000334	MHP_RS03150	EHI52_RS03240
OG0000335	MHP_RS03160	EHI52_RS03250
OG0000336	MHP_RS03325	EHI52_RS03400
OG0000337	MHP_RS03495	EHI52_RS03575
OG0000338	MHP_RS03535	EHI52_RS03615
OG0000339	MHP_RS02210	EHI52_RS02340
OG0000340	MHP_RS00690	EHI52_RS01375
OG0000341	MHP_RS02165	EHI52_RS02300
OG0000342	MHP_RS01265	EHI52_RS00730
OG0000343	MHP_RS03065	EHI52_RS03150
OG0000344	MHP_RS01410	EHI52_RS00590
OG0000345	MHP_RS00985	EHI52_RS01090
OG0000346	MHP_RS03330	EHI52_RS03405
OG0000347	MHP_RS00600	EHI52_RS01465
OG0000348	MHP_RS01195	EHI52_RS00805
OG0000349	MHP_RS03385	EHI52_RS03465
OG0000350	MHP_RS02620	EHI52_RS02750
OG0000351	MHP_RS01495	EHI52_RS00510
OG0000352	MHP_RS01900	EHI52_RS02000
OG0000353	MHP_RS00630	EHI52_RS01435
OG0000354	MHP_RS01355	EHI52_RS00650
OG0000355	MHP_RS01875	EHI52_RS02030
OG0000356	MHP_RS01955	EHI52_RS01945
OG0000357	MHP_RS03025	EHI52_RS03110
OG0000358	MHP_RS03030	EHI52_RS03115
OG0000359	MHP_RS01225	EHI52_RS00775
OG0000360	MHP_RS00285	EHI52_RS00285
OG0000361	MHP_RS00315	EHI52_RS00315
OG0000362	MHP_RS02405	EHI52_RS02540
OG0000363	MHP_RS03990	EHI52_RS01505
OG0000364	MHP_RS03780	EHI52_RS02055
OG0000365	MHP_RS01995	EHI52_RS01905
OG0000366	MHP_RS02020	EHI52_RS01880
OG0000367	MHP_RS02030	EHI52_RS01870
OG0000368	MHP_RS00060	EHI52_RS00060
OG0000369	MHP_RS00025	EHI52_RS00025
OG0000370	MHP_RS00020	EHI52_RS00020
OG0000371	MHP_RS00015	EHI52_RS00015
OG0000372	MHP_RS00010	EHI52_RS00010
OG0000373	MHP_RS03525	EHI52_RS03605
OG0000374	MHP_RS03515	EHI52_RS03595
OG0000375	MHP_RS02100	EHI52_RS02235
OG0000376	MHP_RS02250	EHI52_RS02385
OG0000377	MHP_RS02240	EHI52_RS02375
OG0000378	MHP_RS00710	EHI52_RS01355
OG0000379	MHP_RS00635	EHI52_RS01430
OG0000380	MHP_RS00610	EHI52_RS01455
OG0000381	MHP_RS00570	EHI52_RS01495
OG0000382	MHP_RS00540	EHI52_RS01525
OG0000383	MHP_RS00500	EHI52_RS01565
OG0000384	MHP_RS01470	EHI52_RS00530
OG0000385	MHP_RS01465	EHI52_RS00535
OG0000386	MHP_RS01445	EHI52_RS00555
OG0000387	MHP_RS01420	EHI52_RS00580
OG0000388	MHP_RS01415	EHI52_RS00585
OG0000389	MHP_RS01375	EHI52_RS00630
OG0000390	MHP_RS02845	EHI52_RS02890
OG0000391	MHP_RS02835	EHI52_RS02880
OG0000392	MHP_RS02810	EHI52_RS02855
OG0000393	MHP_RS02755	EHI52_RS02800
OG0000394	MHP_RS02595	EHI52_RS02725
OG0000395	MHP_RS02590	EHI52_RS02720
OG0000396	MHP_RS02295	EHI52_RS02430
OG0000397	MHP_RS01885	EHI52_RS02015
OG0000398	MHP_RS01890	EHI52_RS02010
OG0000399	MHP_RS01935	EHI52_RS01965
OG0000400	MHP_RS02990	EHI52_RS03070
OG0000401	MHP_RS03050	EHI52_RS03135
OG0000402	MHP_RS03060	EHI52_RS03145
OG0000403	MHP_RS03070	EHI52_RS03155
OG0000404	MHP_RS03100	EHI52_RS03185
OG0000405	MHP_RS03115	EHI52_RS03200
OG0000406	MHP_RS03165	EHI52_RS03255
OG0000407	MHP_RS03170	EHI52_RS03260
OG0000408	MHP_RS03175	EHI52_RS03265
OG0000409	MHP_RS03180	EHI52_RS03270
OG0000410	MHP_RS03240	EHI52_RS03330
OG0000411	MHP_RS03230	EHI52_RS03320
OG0000412	MHP_RS03225	EHI52_RS03315
OG0000413	MHP_RS00485	EHI52_RS01580
OG0000414	MHP_RS00475	EHI52_RS01590
OG0000415	MHP_RS00470	EHI52_RS01595
OG0000416	MHP_RS00460	EHI52_RS01605
OG0000417	MHP_RS02160	EHI52_RS02295
OG0000418	MHP_RS02155	EHI52_RS02290
OG0000419	MHP_RS01285	EHI52_RS00710
OG0000420	MHP_RS01250	EHI52_RS00745
OG0000421	MHP_RS01220	EHI52_RS00780
OG0000422	MHP_RS01210	EHI52_RS00790
OG0000423	MHP_RS01155	EHI52_RS00845
OG0000424	MHP_RS01150	EHI52_RS00850
OG0000425	MHP_RS01140	EHI52_RS00860
OG0000426	MHP_RS01135	EHI52_RS00865
OG0000427	MHP_RS01110	EHI52_RS00890
OG0000428	MHP_RS01085	EHI52_RS00915
OG0000429	MHP_RS00995	EHI52_RS01080
OG0000430	MHP_RS00950	EHI52_RS01125
OG0000431	MHP_RS00940	EHI52_RS01135
OG0000432	MHP_RS00910	EHI52_RS01170
OG0000433	MHP_RS00895	EHI52_RS01185
OG0000434	MHP_RS00890	EHI52_RS01190
OG0000435	MHP_RS00875	EHI52_RS01205
OG0000436	MHP_RS00845	EHI52_RS01235
OG0000437	MHP_RS00835	EHI52_RS01245
OG0000438	MHP_RS00830	EHI52_RS01250
OG0000439	MHP_RS00825	EHI52_RS01255
OG0000440	MHP_RS02900	EHI52_RS02945
OG0000441	MHP_RS02940	EHI52_RS02985
OG0000442	MHP_RS00155	EHI52_RS00145
OG0000443	MHP_RS00200	EHI52_RS00195
OG0000444	MHP_RS00210	EHI52_RS00210
OG0000445	MHP_RS00235	EHI52_RS00235
OG0000446	MHP_RS00265	EHI52_RS00265
OG0000447	MHP_RS00270	EHI52_RS00270
OG0000448	MHP_RS00300	EHI52_RS00300
OG0000449	MHP_RS00325	EHI52_RS00325
OG0000450	MHP_RS00335	EHI52_RS00335
OG0000451	MHP_RS00375	EHI52_RS00380
OG0000452	MHP_RS00405	EHI52_RS00405
OG0000453	MHP_RS01565	EHI52_RS00440
OG0000455	MHP_RS03430	EHI52_RS03510
OG0000456	MHP_RS03315	EHI52_RS03390
OG0000457	MHP_RS03290	EHI52_RS03365
OG0000458	MHP_RS02375	EHI52_RS02510
OG0000459	MHP_RS02400	EHI52_RS02535
OG0000460	MHP_RS02410	EHI52_RS02545
OG0000461	MHP_RS02455	EHI52_RS02590
OG0000462	MHP_RS02450	EHI52_RS02585
OG0000463	MHP_RS02445	EHI52_RS02580
OG0000464	MHP_RS02440	EHI52_RS02575
OG0000465	MHP_RS02435	EHI52_RS02570
OG0000466	MHP_RS00410	EHI52_RS00410
OG0000467	MHP_RS02540	EHI52_RS02670
OG0000468	MHP_RS01930	EHI52_RS01970
OG0000469	MHP_RS01990	EHI52_RS01910
OG0000470	MHP_RS03750	EHI52_RS03650
OG0000471	MHP_RS01080	EHI52_RS00920
OG0000472	MHP_RS03250	EHI52_RS03340
OG0000473	MHP_RS03415	EHI52_RS03495
OG0000474	MHP_RS03420	EHI52_RS03500
OG0000475	MHP_RS03425	EHI52_RS03505
OG0000476	MHP_RS00450	EHI52_RS01615
OG0000477	MHP_RS02485	EHI52_RS02615
OG0000478	MHP_RS03360	EHI52_RS03440
OG0000479	MHP_RS00675	EHI52_RS01390
OG0000480	MHP_RS03795	EHI52_RS03665
OG0000481	MHP_RS01185	EHI52_RS00815
OG0000482	MHP_RS00795	EHI52_RS01275
OG0000483	MHP_RS02035	EHI52_RS01865
OG0000484	MHP_RS00205	EHI52_RS00205
OG0000485	MHP_RS00840	EHI52_RS01240
OG0000486	MHP_RS02180	EHI52_RS02315
OG0000487	MHP_RS01970	EHI52_RS01930
OG0000488	MHP_RS02005	EHI52_RS01895
OG0000489	MHP_RS00050	EHI52_RS00050
OG0000490	MHP_RS03530	EHI52_RS03610
OG0000491	MHP_RS00655	EHI52_RS01410
OG0000492	MHP_RS00580	EHI52_RS01485
OG0000493	MHP_RS01405	EHI52_RS00595
OG0000494	MHP_RS01350	EHI52_RS00655
OG0000495	MHP_RS02780	EHI52_RS02825
OG0000496	MHP_RS02770	EHI52_RS02815
OG0000497	MHP_RS02765	EHI52_RS02810
OG0000498	MHP_RS02600	EHI52_RS02730
OG0000499	MHP_RS02565	EHI52_RS02695
OG0000500	MHP_RS01895	EHI52_RS02005
OG0000501	MHP_RS03000	EHI52_RS03080
OG0000502	MHP_RS00805	EHI52_RS01265
OG0000503	MHP_RS01240	EHI52_RS00760
OG0000504	MHP_RS01105	EHI52_RS00895
OG0000505	MHP_RS01070	EHI52_RS01000
OG0000506	MHP_RS01060	EHI52_RS01010
OG0000507	MHP_RS01030	EHI52_RS01045
OG0000508	MHP_RS00260	EHI52_RS00260
OG0000509	MHP_RS00295	EHI52_RS00295
OG0000510	MHP_RS00305	EHI52_RS00305
OG0000511	MHP_RS01560	EHI52_RS00445
OG0000512	MHP_RS02415	EHI52_RS02550
OG0000513	MHP_RS03345	EHI52_RS03425
OG0000514	MHP_RS02805	EHI52_RS02850
OG0000515	MHP_RS03875, MHP_RS00440	EHI52_RS02090
OG0000516	MHP_RS01975	EHI52_RS01925
OG0000517	MHP_RS00065	EHI52_RS00065
OG0000518	MHP_RS03040	EHI52_RS03125
OG0000519	MHP_RS01215	EHI52_RS00785
OG0000520	MHP_RS01090	EHI52_RS00910
OG0000521	MHP_RS00275	EHI52_RS00275
OG0000522	MHP_RS00310	EHI52_RS00310
OG0000523	MHP_RS03285	EHI52_RS03360
OG0000524	MHP_RS02535	EHI52_RS02665
OG0000525	MHP_RS03255	EHI52_RS03345
OG0000526	MHP_RS03900	EHI52_RS03800
OG0000527	MHP_RS01760	EHI52_RS02185
OG0000528	MHP_RS01980	EHI52_RS01920
OG0000529	MHP_RS02115	EHI52_RS02250
OG0000530	MHP_RS02220	EHI52_RS02355
OG0000531	MHP_RS00605	EHI52_RS01460
OG0000532	MHP_RS01630	EHI52_RS01685
OG0000534	MHP_RS00390	EHI52_RS00395
OG0000535	MHP_RS00045	EHI52_RS00045
OG0000536	MHP_RS03460	EHI52_RS03545
OG0000537	MHP_RS01270	EHI52_RS00725
OG0000538	MHP_RS00885	EHI52_RS01195
OG0000539	MHP_RS00220	EHI52_RS00220
OG0000540	MHP_RS02505	EHI52_RS02635
