Orthogroup	MHP_232_genes	MHP_TB1_genes
OG0000182	MHP_RS03155	B5M19_RS03035
OG0000183	MHP_RS03190	B5M19_RS03000
OG0000184	MHP_RS03235	B5M19_RS03105
OG0000185	MHP_RS03220	B5M19_RS03120
OG0000186	MHP_RS00480	B5M19_RS03550
OG0000187	MHP_RS00465	B5M19_RS03535
OG0000188	MHP_RS00455	B5M19_RS03525
OG0000189	MHP_RS02175	B5M19_RS03210
OG0000190	MHP_RS02170	B5M19_RS03215
OG0000191	MHP_RS02150	B5M19_RS03235
OG0000192	MHP_RS00790	B5M19_RS03675
OG0000193	MHP_RS00800	B5M19_RS02360
OG0000194	MHP_RS01305	B5M19_RS01855
OG0000195	MHP_RS01300	B5M19_RS01850
OG0000196	MHP_RS01280	B5M19_RS01830
OG0000197	MHP_RS01275	B5M19_RS01825
OG0000198	MHP_RS01260	B5M19_RS01810
OG0000199	MHP_RS01255	B5M19_RS01805
OG0000200	MHP_RS01245	B5M19_RS01790
OG0000201	MHP_RS01235	B5M19_RS01780
OG0000202	MHP_RS01180	B5M19_RS01725
OG0000203	MHP_RS01175	B5M19_RS01720
OG0000204	MHP_RS01170	B5M19_RS01715
OG0000205	MHP_RS01165	B5M19_RS01710
OG0000206	MHP_RS01145	B5M19_RS01690
OG0000207	MHP_RS01130	B5M19_RS01675
OG0000208	MHP_RS01125	B5M19_RS01670
OG0000209	MHP_RS01120	B5M19_RS01665
OG0000210	MHP_RS01075	B5M19_RS01620
OG0000211	MHP_RS01065	B5M19_RS03415
OG0000212	MHP_RS01055	B5M19_RS03405
OG0000213	MHP_RS03600	B5M19_RS03400
OG0000214	MHP_RS01050	B5M19_RS03395
OG0000215	MHP_RS01045	B5M19_RS03390
OG0000216	MHP_RS01040	B5M19_RS03385
OG0000217	MHP_RS01035	B5M19_RS03380
OG0000218	MHP_RS01025	B5M19_RS03370
OG0000219	MHP_RS01020	B5M19_RS03365
OG0000220	MHP_RS01015	B5M19_RS03360
OG0000221	MHP_RS01010	B5M19_RS03355
OG0000222	MHP_RS01005	B5M19_RS03350
OG0000223	MHP_RS01000	B5M19_RS03345
OG0000224	MHP_RS00990	B5M19_RS03130
OG0000225	MHP_RS00980	B5M19_RS03140
OG0000226	MHP_RS00975	B5M19_RS03145
OG0000227	MHP_RS00970	B5M19_RS03150
OG0000228	MHP_RS04010	B5M19_RS04630
OG0000229	MHP_RS00960	B5M19_RS03160
OG0000230	MHP_RS00955	B5M19_RS03165
OG0000231	MHP_RS00945	B5M19_RS03175
OG0000232	MHP_RS00935	B5M19_RS03185
OG0000233	MHP_RS00915	B5M19_RS02225
OG0000234	MHP_RS00880	B5M19_RS04335
OG0000235	MHP_RS00870	B5M19_RS02175
OG0000236	MHP_RS00865	B5M19_RS02170
OG0000237	MHP_RS00860	B5M19_RS02165
OG0000238	MHP_RS00850	B5M19_RS02155
OG0000239	MHP_RS02890	B5M19_RS01315
OG0000240	MHP_RS02895	B5M19_RS01310
OG0000241	MHP_RS02905	B5M19_RS01300
OG0000242	MHP_RS02910	B5M19_RS04160
OG0000243	MHP_RS02915	B5M19_RS01290
OG0000244	MHP_RS02925	B5M19_RS01280
OG0000245	MHP_RS02935	B5M19_RS01270
OG0000246	MHP_RS00150	B5M19_RS00050
OG0000247	MHP_RS00160	B5M19_RS00060
OG0000248	MHP_RS00170	B5M19_RS00070
OG0000249	MHP_RS00175	B5M19_RS00075
OG0000250	MHP_RS00190	B5M19_RS03880
OG0000251	MHP_RS00215	B5M19_RS00125
OG0000252	MHP_RS00225	B5M19_RS00135
OG0000253	MHP_RS00230	B5M19_RS00140
OG0000254	MHP_RS00240	B5M19_RS00150
OG0000255	MHP_RS00250	B5M19_RS00160
OG0000256	MHP_RS00255	B5M19_RS00165
OG0000257	MHP_RS00280	B5M19_RS00190
OG0000258	MHP_RS00290	B5M19_RS04020
OG0000259	MHP_RS00320	B5M19_RS00230
OG0000260	MHP_RS00330	B5M19_RS00240
OG0000261	MHP_RS00340	B5M19_RS00250
OG0000262	MHP_RS00355	B5M19_RS00270
OG0000263	MHP_RS00370	B5M19_RS00285
OG0000264	MHP_RS00385	B5M19_RS04030
OG0000265	MHP_RS00395	B5M19_RS00315
OG0000266	MHP_RS00415	B5M19_RS00335
OG0000267	MHP_RS00430	B5M19_RS04035
OG0000268	MHP_RS01570	B5M19_RS00355
OG0000269	MHP_RS01555	B5M19_RS03680
OG0000270	MHP_RS03410	B5M19_RS00415
OG0000271	MHP_RS03405	B5M19_RS00420
OG0000272	MHP_RS03400	B5M19_RS00425
OG0000273	MHP_RS03395	B5M19_RS00430
OG0000274	MHP_RS03375	B5M19_RS00450
OG0000275	MHP_RS03370	B5M19_RS00455
OG0000276	MHP_RS03365	B5M19_RS00460
OG0000277	MHP_RS03355	B5M19_RS00470
OG0000278	MHP_RS03350	B5M19_RS00475
OG0000279	MHP_RS03340	B5M19_RS00485
OG0000280	MHP_RS03335	B5M19_RS00490
OG0000281	MHP_RS03680	B5M19_RS00495
OG0000282	MHP_RS03310	B5M19_RS00520
OG0000283	MHP_RS03305	B5M19_RS00525
OG0000284	MHP_RS03300	B5M19_RS00530
OG0000285	MHP_RS03295	B5M19_RS00535
OG0000286	MHP_RS02290	B5M19_RS02850
OG0000287	MHP_RS02380	B5M19_RS01050
OG0000288	MHP_RS02390	B5M19_RS01040
OG0000289	MHP_RS02395	B5M19_RS01035
OG0000290	MHP_RS02510	B5M19_RS04120
OG0000291	MHP_RS02500	B5M19_RS00935
OG0000292	MHP_RS02495	B5M19_RS00940
OG0000293	MHP_RS02490	B5M19_RS00945
OG0000294	MHP_RS02475	B5M19_RS00955
OG0000295	MHP_RS02470	B5M19_RS00960
OG0000296	MHP_RS02430	B5M19_RS01000
OG0000297	MHP_RS02425	B5M19_RS01005
OG0000298	MHP_RS00185	B5M19_RS00085
OG0000299	MHP_RS03590	B5M19_RS00110
OG0000300	MHP_RS00380	B5M19_RS00300
OG0000301	MHP_RS00420	B5M19_RS00340
OG0000302	MHP_RS00425	B5M19_RS00345
OG0000303	MHP_RS01425	B5M19_RS02410
OG0000304	MHP_RS00930	B5M19_RS03190
OG0000305	MHP_RS02825	B5M19_RS01385
OG0000306	MHP_RS02665	B5M19_RS02560
OG0000307	MHP_RS02630	B5M19_RS02525
OG0000308	MHP_RS02530	B5M19_RS00905
OG0000309	MHP_RS02460	B5M19_RS00970
OG0000310	MHP_RS02385	B5M19_RS01045
OG0000311	MHP_RS02350	B5M19_RS02790
OG0000312	MHP_RS02335	B5M19_RS02805
OG0000313	MHP_RS01595	B5M19_RS03300
OG0000314	MHP_RS01920	B5M19_RS00780
OG0000315	MHP_RS01950	B5M19_RS00810
OG0000316	MHP_RS01960	B5M19_RS00820
OG0000317	MHP_RS02050	B5M19_RS02720
OG0000318	MHP_RS01965	B5M19_RS00825
OG0000319	MHP_RS02105	B5M19_RS02945
OG0000320	MHP_RS02235	B5M19_RS04425
OG0000321	MHP_RS00670	B5M19_RS01240
OG0000322	MHP_RS00625	B5M19_RS01195
OG0000323	MHP_RS00495	B5M19_RS01065
OG0000324	MHP_RS02145	B5M19_RS03240
OG0000325	MHP_RS01295	B5M19_RS01845
OG0000326	MHP_RS01205	B5M19_RS01750
OG0000327	MHP_RS01200	B5M19_RS01745
OG0000328	MHP_RS01115	B5M19_RS01660
OG0000329	MHP_RS01095	B5M19_RS01640
OG0000330	MHP_RS00905	B5M19_RS02210
OG0000331	MHP_RS02920	B5M19_RS01285
OG0000332	MHP_RS03045	B5M19_RS01520
OG0000333	MHP_RS03055	B5M19_RS01530
OG0000334	MHP_RS03150	B5M19_RS03040
OG0000335	MHP_RS03160	B5M19_RS03030
OG0000336	MHP_RS03325	B5M19_RS00505
OG0000337	MHP_RS03495	B5M19_RS01985
OG0000338	MHP_RS03535	B5M19_RS01940
OG0000339	MHP_RS02210	B5M19_RS03615
OG0000340	MHP_RS00690	B5M19_RS02565
OG0000341	MHP_RS02165	B5M19_RS03220
OG0000342	MHP_RS01265	B5M19_RS01815
OG0000343	MHP_RS03065	B5M19_RS04195
OG0000344	MHP_RS01410	B5M19_RS02425
OG0000345	MHP_RS00985	B5M19_RS03135
OG0000346	MHP_RS03330	B5M19_RS04590
OG0000347	MHP_RS00600	B5M19_RS01170
OG0000348	MHP_RS01195	B5M19_RS01740
OG0000349	MHP_RS03385	B5M19_RS00440
OG0000350	MHP_RS02620	B5M19_RS02515
OG0000351	MHP_RS01495	B5M19_RS03490
OG0000352	MHP_RS01900	B5M19_RS00755
OG0000353	MHP_RS00630	B5M19_RS01200
OG0000354	MHP_RS01355	B5M19_RS03080
OG0000355	MHP_RS01875	B5M19_RS00725
OG0000356	MHP_RS01955	B5M19_RS00815
OG0000357	MHP_RS03025	B5M19_RS01500
OG0000358	MHP_RS03030	B5M19_RS01505
OG0000359	MHP_RS01225	B5M19_RS01770
OG0000360	MHP_RS00285	B5M19_RS00195
OG0000361	MHP_RS00315	B5M19_RS00225
OG0000362	MHP_RS02405	B5M19_RS01025
OG0000363	MHP_RS03990	B5M19_RS01125
OG0000364	MHP_RS03780, MHP_RS03785	B5M19_RS00700
OG0000365	MHP_RS01995	B5M19_RS02775
OG0000366	MHP_RS02020	B5M19_RS02750
OG0000367	MHP_RS02030	B5M19_RS02740
OG0000368	MHP_RS00060	B5M19_RS04270
OG0000369	MHP_RS00025	B5M19_RS01910
OG0000370	MHP_RS00020	B5M19_RS01915
OG0000371	MHP_RS00015	B5M19_RS01920
OG0000372	MHP_RS00010	B5M19_RS01925
OG0000373	MHP_RS03525	B5M19_RS01950
OG0000374	MHP_RS03515	B5M19_RS01960
OG0000375	MHP_RS02100	B5M19_RS02950
OG0000376	MHP_RS02250	B5M19_RS02670
OG0000377	MHP_RS02240	B5M19_RS02680
OG0000378	MHP_RS00710	B5M19_RS02585
OG0000379	MHP_RS00635	B5M19_RS01205
OG0000380	MHP_RS00610	B5M19_RS01180
OG0000381	MHP_RS00570	B5M19_RS01140
OG0000382	MHP_RS00540	B5M19_RS01105
OG0000383	MHP_RS00500	B5M19_RS01070
OG0000384	MHP_RS01470	B5M19_RS02365
OG0000385	MHP_RS01465	B5M19_RS02370
OG0000386	MHP_RS01445	B5M19_RS02390
OG0000387	MHP_RS01420	B5M19_RS02415
OG0000388	MHP_RS01415	B5M19_RS02420
OG0000389	MHP_RS01375	B5M19_RS03095
OG0000390	MHP_RS02845	B5M19_RS01365
OG0000391	MHP_RS02835	B5M19_RS01375
OG0000392	MHP_RS02810	B5M19_RS01400
OG0000393	MHP_RS02755	B5M19_RS03515
OG0000394	MHP_RS02595	B5M19_RS02490
OG0000395	MHP_RS02590	B5M19_RS02485
OG0000396	MHP_RS02295	B5M19_RS02845
OG0000397	MHP_RS01885	B5M19_RS00740
OG0000398	MHP_RS01890	B5M19_RS00745
OG0000399	MHP_RS01935	B5M19_RS00795
OG0000400	MHP_RS02990	B5M19_RS01460
OG0000401	MHP_RS03050	B5M19_RS01525
OG0000402	MHP_RS03060	B5M19_RS01535
OG0000404	MHP_RS03100	B5M19_RS04205
OG0000405	MHP_RS03115	B5M19_RS01590
OG0000406	MHP_RS03165	B5M19_RS03025
OG0000407	MHP_RS03170	B5M19_RS03020
OG0000408	MHP_RS03175	B5M19_RS03015
OG0000409	MHP_RS03180	B5M19_RS03010
OG0000410	MHP_RS03240	B5M19_RS03100
OG0000411	MHP_RS03230	B5M19_RS03110
OG0000412	MHP_RS03225	B5M19_RS03115
OG0000413	MHP_RS00485	B5M19_RS03555
OG0000414	MHP_RS00475	B5M19_RS03545
OG0000415	MHP_RS00470	B5M19_RS03540
OG0000416	MHP_RS00460	B5M19_RS03530
OG0000417	MHP_RS02160	B5M19_RS03225
OG0000418	MHP_RS02155	B5M19_RS03230
OG0000419	MHP_RS01285	B5M19_RS01835
OG0000420	MHP_RS01250	B5M19_RS01800
OG0000421	MHP_RS01220	B5M19_RS01765
OG0000422	MHP_RS01210	B5M19_RS01755
OG0000423	MHP_RS01155	B5M19_RS01700
OG0000424	MHP_RS01150	B5M19_RS01695
OG0000425	MHP_RS01140	B5M19_RS01685
OG0000426	MHP_RS01135	B5M19_RS01680
OG0000427	MHP_RS01110	B5M19_RS01655
OG0000428	MHP_RS01085	B5M19_RS01630
OG0000430	MHP_RS00950	B5M19_RS03170
OG0000431	MHP_RS00940	B5M19_RS03180
OG0000432	MHP_RS00910	B5M19_RS04345
OG0000433	MHP_RS00895	B5M19_RS02200
OG0000434	MHP_RS00890	B5M19_RS02195
OG0000435	MHP_RS00875	B5M19_RS02180
OG0000436	MHP_RS00845	B5M19_RS02150
OG0000437	MHP_RS00835	B5M19_RS02140
OG0000438	MHP_RS00830	B5M19_RS02135
OG0000439	MHP_RS00825	B5M19_RS02130
OG0000440	MHP_RS02900	B5M19_RS04165
OG0000441	MHP_RS02940	B5M19_RS01265
OG0000442	MHP_RS00155	B5M19_RS00055
OG0000443	MHP_RS00200	B5M19_RS00105
OG0000444	MHP_RS00210	B5M19_RS00120
OG0000445	MHP_RS00235	B5M19_RS00145
OG0000446	MHP_RS00265	B5M19_RS00175
OG0000447	MHP_RS00270	B5M19_RS00180
OG0000448	MHP_RS00300	B5M19_RS00210
OG0000449	MHP_RS00325	B5M19_RS00235
OG0000450	MHP_RS00335	B5M19_RS00245
OG0000451	MHP_RS00375	B5M19_RS00295
OG0000452	MHP_RS00405	B5M19_RS00330
OG0000453	MHP_RS01565	B5M19_RS04040
OG0000454	MHP_RS02745	B5M19_RS03255
OG0000455	MHP_RS03430	B5M19_RS00395
OG0000456	MHP_RS03315	B5M19_RS00515
OG0000457	MHP_RS03290	B5M19_RS00540
OG0000458	MHP_RS02375	B5M19_RS01055
OG0000459	MHP_RS02400	B5M19_RS01030
OG0000460	MHP_RS02410	B5M19_RS01020
OG0000461	MHP_RS02455	B5M19_RS04125
OG0000462	MHP_RS02450	B5M19_RS00980
OG0000463	MHP_RS02445	B5M19_RS04130
OG0000464	MHP_RS02440	B5M19_RS00990
OG0000465	MHP_RS02435	B5M19_RS00995
OG0000467	MHP_RS02540	B5M19_RS00895
OG0000468	MHP_RS01930	B5M19_RS00790
OG0000469	MHP_RS01990	B5M19_RS00850
OG0000470	MHP_RS03750	B5M19_RS03910
OG0000471	MHP_RS01080	B5M19_RS01625
OG0000472	MHP_RS03250	B5M19_RS00580
OG0000473	MHP_RS03415	B5M19_RS00410
OG0000474	MHP_RS03420	B5M19_RS00405
OG0000475	MHP_RS03425	B5M19_RS00400
OG0000476	MHP_RS00450	B5M19_RS03280
OG0000477	MHP_RS02485	B5M19_RS00950
OG0000478	MHP_RS03360	B5M19_RS00465
OG0000479	MHP_RS00675	B5M19_RS04145
OG0000480	MHP_RS03795	B5M19_RS03895
OG0000481	MHP_RS01185	B5M19_RS01730
OG0000482	MHP_RS00795	B5M19_RS03730
OG0000483	MHP_RS02035	B5M19_RS02735
OG0000484	MHP_RS00205	B5M19_RS00115
OG0000485	MHP_RS00840	B5M19_RS02145
OG0000486	MHP_RS02180	B5M19_RS03205
OG0000487	MHP_RS01970	B5M19_RS00830
OG0000488	MHP_RS02005	B5M19_RS02770
OG0000489	MHP_RS00050	B5M19_RS01885
OG0000490	MHP_RS03530	B5M19_RS01945
OG0000491	MHP_RS00655	B5M19_RS01225
OG0000492	MHP_RS00580	B5M19_RS04140
OG0000493	MHP_RS01405	B5M19_RS02430
OG0000494	MHP_RS01350	B5M19_RS03075
OG0000495	MHP_RS02780	B5M19_RS01430
OG0000497	MHP_RS02765	B5M19_RS01445
OG0000498	MHP_RS02600	B5M19_RS02495
OG0000499	MHP_RS02565	B5M19_RS00870
OG0000500	MHP_RS01895	B5M19_RS00750
OG0000501	MHP_RS03000	B5M19_RS01470
OG0000502	MHP_RS00805	B5M19_RS02350
OG0000503	MHP_RS01240	B5M19_RS04250
OG0000504	MHP_RS01105	B5M19_RS01650
OG0000505	MHP_RS01070	B5M19_RS03420
OG0000506	MHP_RS01060	B5M19_RS03410
OG0000507	MHP_RS01030	B5M19_RS03375
OG0000508	MHP_RS00260	B5M19_RS00170
OG0000509	MHP_RS00295	B5M19_RS00205
OG0000510	MHP_RS00305	B5M19_RS00215
OG0000511	MHP_RS01560	B5M19_RS03685
OG0000512	MHP_RS02415	B5M19_RS01015
OG0000513	MHP_RS03345	B5M19_RS00480
OG0000514	MHP_RS02805	B5M19_RS01405
OG0000516	MHP_RS01975	B5M19_RS00835
OG0000517	MHP_RS00065	B5M19_RS01870
OG0000518	MHP_RS03040	B5M19_RS01515
OG0000519	MHP_RS01215	B5M19_RS01760
OG0000520	MHP_RS01090	B5M19_RS01635
OG0000521	MHP_RS00275	B5M19_RS00185
OG0000522	MHP_RS00310	B5M19_RS00220
OG0000523	MHP_RS03285	B5M19_RS00545
OG0000524	MHP_RS02535	B5M19_RS00900
OG0000525	MHP_RS03255	B5M19_RS00575
OG0000526	MHP_RS03900	B5M19_RS04070
OG0000527	MHP_RS01760	B5M19_RS04065
OG0000528	MHP_RS01980	B5M19_RS00840
OG0000529	MHP_RS02115	B5M19_RS02935
OG0000530	MHP_RS02220	B5M19_RS02705
