Orthogroup	MHP_232_genes	MHP_111A_genes
OG0000040	MHP_RS03205	NB623_RS03445, NB623_RS03440, NB623_RS03435
OG0000041	MHP_RS01320	NB623_RS00670
OG0000042	MHP_RS02885	NB623_RS03100
OG0000043	MHP_RS01880	NB623_RS02180
OG0000044	MHP_RS01785	NB623_RS02300
OG0000045	MHP_RS01625	NB623_RS01740
OG0000046	MHP_RS03215	NB623_RS03460
OG0000048	MHP_RS02060	NB623_RS01920
OG0000049	MHP_RS02985	NB623_RS03205
OG0000050	MHP_RS02315	NB623_RS02600
OG0000051	MHP_RS02520	NB623_RS02820
OG0000052	MHP_RS00075	NB623_RS00080
OG0000053	MHP_RS00555	NB623_RS01570
OG0000054	MHP_RS02340	NB623_RS02625
OG0000055	MHP_RS00145	NB623_RS00125
OG0000056	MHP_RS03450	NB623_RS03725
OG0000057	MHP_RS02870	NB623_RS03085
OG0000058	MHP_RS00435	NB623_RS01995
OG0000058	MHP_RS02670	NB623_RS01990
OG0000061	MHP_RS01580, MHP_RS01840	NB623_RS02235
OG0000062	MHP_RS03505	NB623_RS03775
OG0000063	MHP_RS03500	NB623_RS03770
OG0000064	MHP_RS03490	NB623_RS03760
OG0000065	MHP_RS02125	NB623_RS02390
OG0000066	MHP_RS00650	NB623_RS01470
OG0000068	MHP_RS03685	NB623_RS00640
OG0000069	MHP_RS02760	NB623_RS02980
OG0000070	MHP_RS02345	NB623_RS02630
OG0000071	MHP_RS03195	NB623_RS03425
OG0000072	MHP_RS03200	NB623_RS03430
OG0000073	MHP_RS01290	NB623_RS00710
OG0000074	MHP_RS01100	NB623_RS00910
OG0000075	MHP_RS00350	NB623_RS00330
OG0000076	MHP_RS00365	NB623_RS00345
OG0000077	MHP_RS01545	NB623_RS00430
OG0000079	MHP_RS02420	NB623_RS02720
OG0000080	MHP_RS03805	NB623_RS02770
OG0000081	MHP_RS00345	NB623_RS00325
OG0000083	MHP_RS01985	NB623_RS02075
OG0000084	MHP_RS02010	NB623_RS02045
OG0000085	MHP_RS02015	NB623_RS02040
OG0000086	MHP_RS02025	NB623_RS02030
OG0000087	MHP_RS02040	NB623_RS02015
OG0000088	MHP_RS02045	NB623_RS02010
OG0000089	MHP_RS02055	NB623_RS02000
OG0000090	MHP_RS00070	NB623_RS00070
OG0000091	MHP_RS00055	NB623_RS00055
OG0000092	MHP_RS00040	NB623_RS00050
OG0000093	MHP_RS00035	NB623_RS00035
OG0000094	MHP_RS00030	NB623_RS00030
OG0000095	MHP_RS00005	NB623_RS00005
OG0000096	MHP_RS03540	NB623_RS03810
OG0000097	MHP_RS03520	NB623_RS03790
OG0000098	MHP_RS03510	NB623_RS03780
OG0000099	MHP_RS03455	NB623_RS03730
OG0000100	MHP_RS03440	NB623_RS03715
OG0000101	MHP_RS03435	NB623_RS03710
OG0000102	MHP_RS01695	NB623_RS01830
OG0000103	MHP_RS02090	NB623_RS02355
OG0000104	MHP_RS02095	NB623_RS02360
OG0000105	MHP_RS02110	NB623_RS02380
OG0000106	MHP_RS02120	NB623_RS02385
OG0000107	MHP_RS02130	NB623_RS02395
OG0000108	MHP_RS02135	NB623_RS02400
OG0000109	MHP_RS02140	NB623_RS02405
OG0000110	MHP_RS02260	NB623_RS02525
OG0000111	MHP_RS02255	NB623_RS02520
OG0000112	MHP_RS02245	NB623_RS02510
OG0000113	MHP_RS02225	NB623_RS02490
OG0000114	MHP_RS02215	NB623_RS02485
OG0000115	MHP_RS02205	NB623_RS02470
OG0000116	MHP_RS00705	NB623_RS01415
OG0000117	MHP_RS00700	NB623_RS01420
OG0000118	MHP_RS00665	NB623_RS01455
OG0000119	MHP_RS00660	NB623_RS01465
OG0000120	MHP_RS00645	NB623_RS01475
OG0000121	MHP_RS00620	NB623_RS01505
OG0000122	MHP_RS00615	NB623_RS01510
OG0000123	MHP_RS00595	NB623_RS01530
OG0000124	MHP_RS00590	NB623_RS01535
OG0000125	MHP_RS00585	NB623_RS01545
OG0000126	MHP_RS00575	NB623_RS01550
OG0000127	MHP_RS00565	NB623_RS01560
OG0000128	MHP_RS00550	NB623_RS01575
OG0000129	MHP_RS00545	NB623_RS01580
OG0000130	MHP_RS00535	NB623_RS01590
OG0000131	MHP_RS00505	NB623_RS01620
OG0000132	MHP_RS00490	NB623_RS01635
OG0000133	MHP_RS01455	NB623_RS00525
OG0000134	MHP_RS01450	NB623_RS00530
OG0000135	MHP_RS01435	NB623_RS00545
OG0000136	MHP_RS01430	NB623_RS00550
OG0000137	MHP_RS01400	NB623_RS00590
OG0000138	MHP_RS01370	NB623_RS00615
OG0000139	MHP_RS01340	NB623_RS00645
OG0000140	MHP_RS01335	NB623_RS00650
OG0000141	MHP_RS02880	NB623_RS03095
OG0000142	MHP_RS02875	NB623_RS03090
OG0000143	MHP_RS02850	NB623_RS03075
OG0000144	MHP_RS02840	NB623_RS03060
OG0000145	MHP_RS02830	NB623_RS03050
OG0000146	MHP_RS02820	NB623_RS03040
OG0000147	MHP_RS02815	NB623_RS03035
OG0000148	MHP_RS02800	NB623_RS03020
OG0000149	MHP_RS02790	NB623_RS03010
OG0000150	MHP_RS02775	NB623_RS02995
OG0000151	MHP_RS02645	NB623_RS02945
OG0000152	MHP_RS02640	NB623_RS02940
OG0000153	MHP_RS02635	NB623_RS02935
OG0000154	MHP_RS02625	NB623_RS02925
OG0000155	MHP_RS02585	NB623_RS02885
OG0000156	MHP_RS02575	NB623_RS02875
OG0000157	MHP_RS02570	NB623_RS02870
OG0000158	MHP_RS04005	NB623_RS02860
OG0000159	MHP_RS04015	NB623_RS02615
OG0000160	MHP_RS02325	NB623_RS02610
OG0000161	MHP_RS02320	NB623_RS02605
OG0000162	MHP_RS02310	NB623_RS02595
OG0000163	MHP_RS02305	NB623_RS02590
OG0000164	MHP_RS01605	NB623_RS01725
OG0000165	MHP_RS01905	NB623_RS02155
OG0000166	MHP_RS01925	NB623_RS02135
OG0000167	MHP_RS01940	NB623_RS02120
OG0000168	MHP_RS01945	NB623_RS02115
OG0000169	MHP_RS02980	NB623_RS03200
OG0000170	MHP_RS02995	NB623_RS03215
OG0000171	MHP_RS03005	NB623_RS03225
OG0000172	MHP_RS03010	NB623_RS03230
OG0000173	MHP_RS03015	NB623_RS03235
OG0000174	MHP_RS03020	NB623_RS03240
OG0000175	MHP_RS03035	NB623_RS03265
OG0000176	MHP_RS03085	NB623_RS03310
OG0000177	MHP_RS03090	NB623_RS03315
OG0000178	MHP_RS03095	NB623_RS03320
OG0000179	MHP_RS03105	NB623_RS03330
OG0000180	MHP_RS03110	NB623_RS03335
OG0000181	MHP_RS03145	NB623_RS03375
OG0000182	MHP_RS03155	NB623_RS03385
OG0000183	MHP_RS03190	NB623_RS03420
OG0000184	MHP_RS03235	NB623_RS03485
OG0000185	MHP_RS03220	NB623_RS03475
OG0000186	MHP_RS00480	NB623_RS01645
OG0000187	MHP_RS00465	NB623_RS01660
OG0000188	MHP_RS00455	NB623_RS01670
OG0000189	MHP_RS02175	NB623_RS02445
OG0000190	MHP_RS02170	NB623_RS02440
OG0000191	MHP_RS02150	NB623_RS02415
OG0000192	MHP_RS00790	NB623_RS01340
OG0000193	MHP_RS00800	NB623_RS01325
OG0000194	MHP_RS01305	NB623_RS00690
OG0000195	MHP_RS01300	NB623_RS00695
OG0000196	MHP_RS01280	NB623_RS00720
OG0000197	MHP_RS01275	NB623_RS00730
OG0000198	MHP_RS01260	NB623_RS00740
OG0000199	MHP_RS01255	NB623_RS00745
OG0000200	MHP_RS01245	NB623_RS00760
OG0000201	MHP_RS01235	NB623_RS00770
OG0000202	MHP_RS01180	NB623_RS00830
OG0000203	MHP_RS01175	NB623_RS00835
OG0000204	MHP_RS01170	NB623_RS00840
OG0000205	MHP_RS01165	NB623_RS00845
OG0000206	MHP_RS01145	NB623_RS00865
OG0000207	MHP_RS01130	NB623_RS00880
OG0000208	MHP_RS01125	NB623_RS00885
OG0000209	MHP_RS01120	NB623_RS00890
OG0000210	MHP_RS01075	NB623_RS00935
OG0000211	MHP_RS01065	NB623_RS01070
OG0000212	MHP_RS01055	NB623_RS01080
OG0000213	MHP_RS03600	NB623_RS01085
OG0000214	MHP_RS01050	NB623_RS01090
OG0000215	MHP_RS01045	NB623_RS01095
OG0000216	MHP_RS01040	NB623_RS01100
OG0000217	MHP_RS01035	NB623_RS01105
OG0000218	MHP_RS01025	NB623_RS01115
OG0000219	MHP_RS01020	NB623_RS01120
OG0000220	MHP_RS01015	NB623_RS01125
OG0000221	MHP_RS01010	NB623_RS01130
OG0000222	MHP_RS01005	NB623_RS01135
OG0000223	MHP_RS01000	NB623_RS01140
OG0000224	MHP_RS00990	NB623_RS01150
OG0000225	MHP_RS00980	NB623_RS01160
OG0000226	MHP_RS00975	NB623_RS01165
OG0000227	MHP_RS00970	NB623_RS01170
OG0000228	MHP_RS04010	NB623_RS01175
OG0000229	MHP_RS00960	NB623_RS01180
OG0000230	MHP_RS00955	NB623_RS01185
OG0000231	MHP_RS00945	NB623_RS01195
OG0000232	MHP_RS00935	NB623_RS01205
OG0000233	MHP_RS00915	NB623_RS01225
OG0000234	MHP_RS00880	NB623_RS01260
OG0000235	MHP_RS00870	NB623_RS01270
OG0000236	MHP_RS00865	NB623_RS01275
OG0000237	MHP_RS00860	NB623_RS01280
OG0000238	MHP_RS00850	NB623_RS01285
OG0000239	MHP_RS02890	NB623_RS03105
OG0000240	MHP_RS02895	NB623_RS03110
OG0000241	MHP_RS02905	NB623_RS03120
OG0000242	MHP_RS02910	NB623_RS03125
OG0000243	MHP_RS02915	NB623_RS03130
OG0000244	MHP_RS02925	NB623_RS03140
OG0000245	MHP_RS02935	NB623_RS03145
OG0000246	MHP_RS00150	NB623_RS00130
OG0000247	MHP_RS00160	NB623_RS00140
OG0000248	MHP_RS00170	NB623_RS00150
OG0000249	MHP_RS00175	NB623_RS00155
OG0000250	MHP_RS00190	NB623_RS00175
OG0000251	MHP_RS00215	NB623_RS00205
OG0000252	MHP_RS00225	NB623_RS00210
OG0000253	MHP_RS00230	NB623_RS00215
OG0000254	MHP_RS00240	NB623_RS00225
OG0000255	MHP_RS00250	NB623_RS00230
OG0000256	MHP_RS00255	NB623_RS00240
OG0000257	MHP_RS00280	NB623_RS00260
OG0000258	MHP_RS00290	NB623_RS00270
OG0000259	MHP_RS00320	NB623_RS00300
OG0000260	MHP_RS00330	NB623_RS00310
OG0000261	MHP_RS00340	NB623_RS00320
OG0000262	MHP_RS00355	NB623_RS00340
OG0000263	MHP_RS00370	NB623_RS00350
OG0000264	MHP_RS00385	NB623_RS00365
OG0000265	MHP_RS00395	NB623_RS00375
OG0000266	MHP_RS00415	NB623_RS00390
OG0000267	MHP_RS00430	NB623_RS00405
OG0000268	MHP_RS01570	NB623_RS00410
OG0000269	MHP_RS01555	NB623_RS00425
OG0000270	MHP_RS03410	NB623_RS03685
OG0000271	MHP_RS03405	NB623_RS03675
OG0000272	MHP_RS03400	NB623_RS03670
OG0000273	MHP_RS03395	NB623_RS03665
OG0000274	MHP_RS03375	NB623_RS03650
OG0000275	MHP_RS03370	NB623_RS03640
OG0000276	MHP_RS03365	NB623_RS03635
OG0000277	MHP_RS03355	NB623_RS03625
OG0000278	MHP_RS03350	NB623_RS03620
OG0000279	MHP_RS03340	NB623_RS03615
OG0000280	MHP_RS03335	NB623_RS03605
OG0000281	MHP_RS03680	NB623_RS03600
OG0000282	MHP_RS03310	NB623_RS03570
OG0000283	MHP_RS03305	NB623_RS03565
OG0000284	MHP_RS03300	NB623_RS03560
OG0000285	MHP_RS03295	NB623_RS03555
OG0000286	MHP_RS02290	NB623_RS02575
OG0000287	MHP_RS02380	NB623_RS02675
OG0000288	MHP_RS02390	NB623_RS02685
OG0000289	MHP_RS02395	NB623_RS02690
OG0000290	MHP_RS02510	NB623_RS02810
OG0000291	MHP_RS02500	NB623_RS02800
OG0000292	MHP_RS02495	NB623_RS02795
OG0000293	MHP_RS02490	NB623_RS02790
OG0000294	MHP_RS02475	NB623_RS02780
OG0000295	MHP_RS02470	NB623_RS02775
OG0000296	MHP_RS02430	NB623_RS02730
OG0000297	MHP_RS02425	NB623_RS02725
OG0000298	MHP_RS00185	NB623_RS00165
OG0000299	MHP_RS03590	NB623_RS00185
OG0000300	MHP_RS00380	NB623_RS00360
OG0000301	MHP_RS00420	NB623_RS00395
OG0000302	MHP_RS00425	NB623_RS00400
OG0000303	MHP_RS01425	NB623_RS00555
OG0000304	MHP_RS00930	NB623_RS01210
OG0000305	MHP_RS02825	NB623_RS03045
OG0000306	MHP_RS02665	NB623_RS02970
OG0000307	MHP_RS02630	NB623_RS02930
OG0000308	MHP_RS02530	NB623_RS02835
OG0000309	MHP_RS02460	NB623_RS02765
OG0000310	MHP_RS02385	NB623_RS02680
OG0000311	MHP_RS02350	NB623_RS02635
OG0000312	MHP_RS02335	NB623_RS02620
OG0000313	MHP_RS01595	NB623_RS01715
OG0000314	MHP_RS01920	NB623_RS02140
OG0000315	MHP_RS01950	NB623_RS02110
OG0000316	MHP_RS01960	NB623_RS02100
OG0000317	MHP_RS02050	NB623_RS02005
OG0000318	MHP_RS01965	NB623_RS02095
OG0000319	MHP_RS02105	NB623_RS02370
OG0000320	MHP_RS02235	NB623_RS02500
OG0000321	MHP_RS00670	NB623_RS01450
OG0000322	MHP_RS00625	NB623_RS01500
OG0000323	MHP_RS00495	NB623_RS01630
OG0000324	MHP_RS02145	NB623_RS02410
OG0000325	MHP_RS01295	NB623_RS00705
OG0000326	MHP_RS01205	NB623_RS00805
OG0000327	MHP_RS01200	NB623_RS00810
OG0000328	MHP_RS01115	NB623_RS00895
OG0000329	MHP_RS01095	NB623_RS00915
OG0000330	MHP_RS00905	NB623_RS01235
OG0000331	MHP_RS02920	NB623_RS03135
OG0000332	MHP_RS03045	NB623_RS03270
OG0000333	MHP_RS03055	NB623_RS03280
OG0000334	MHP_RS03150	NB623_RS03380
OG0000335	MHP_RS03160	NB623_RS03390
OG0000336	MHP_RS03325	NB623_RS03590
OG0000337	MHP_RS03495	NB623_RS03765
OG0000338	MHP_RS03535	NB623_RS03805
OG0000339	MHP_RS02210	NB623_RS02475
OG0000340	MHP_RS00690	NB623_RS01430
OG0000341	MHP_RS02165	NB623_RS02435
OG0000342	MHP_RS01265	NB623_RS00735
OG0000343	MHP_RS03065	NB623_RS03290
OG0000344	MHP_RS01410	NB623_RS00570
OG0000345	MHP_RS00985	NB623_RS01155
OG0000346	MHP_RS03330	NB623_RS03595
OG0000347	MHP_RS00600	NB623_RS01525
OG0000348	MHP_RS01195	NB623_RS00815
OG0000349	MHP_RS03385	NB623_RS03655
OG0000350	MHP_RS02620	NB623_RS02920
OG0000351	MHP_RS01495	NB623_RS00480
OG0000352	MHP_RS01900	NB623_RS02160
OG0000353	MHP_RS00630	NB623_RS01490
OG0000354	MHP_RS01355	NB623_RS00630
OG0000355	MHP_RS01875	NB623_RS02185
OG0000356	MHP_RS01955	NB623_RS02105
OG0000357	MHP_RS03025	NB623_RS03245
OG0000358	MHP_RS03030	NB623_RS03250
OG0000359	MHP_RS01225	NB623_RS00780
OG0000360	MHP_RS00285	NB623_RS00265
OG0000361	MHP_RS00315	NB623_RS00295
OG0000362	MHP_RS02405	NB623_RS02705
OG0000363	MHP_RS03990	NB623_RS01565
OG0000364	MHP_RS03780	NB623_RS02210
OG0000365	MHP_RS01995	NB623_RS02060
OG0000366	MHP_RS02020	NB623_RS02035
OG0000367	MHP_RS02030	NB623_RS02025
OG0000368	MHP_RS00060	NB623_RS00060
OG0000369	MHP_RS00025	NB623_RS00025
OG0000370	MHP_RS00020	NB623_RS00020
OG0000371	MHP_RS00015	NB623_RS00015
OG0000372	MHP_RS00010	NB623_RS00010
OG0000373	MHP_RS03525	NB623_RS03795
OG0000374	MHP_RS03515	NB623_RS03785
OG0000375	MHP_RS02100	NB623_RS02365
OG0000376	MHP_RS02250	NB623_RS02515
OG0000377	MHP_RS02240	NB623_RS02505
OG0000378	MHP_RS00710	NB623_RS01410
OG0000379	MHP_RS00635	NB623_RS01485
OG0000380	MHP_RS00610	NB623_RS01515
OG0000381	MHP_RS00570	NB623_RS01555
OG0000382	MHP_RS00540	NB623_RS01585
OG0000383	MHP_RS00500	NB623_RS01625
OG0000384	MHP_RS01470	NB623_RS00510
OG0000385	MHP_RS01465	NB623_RS00520
OG0000386	MHP_RS01445	NB623_RS00535
OG0000387	MHP_RS01420	NB623_RS00560
OG0000388	MHP_RS01415	NB623_RS00565
OG0000389	MHP_RS01375	NB623_RS00610
OG0000390	MHP_RS02845	NB623_RS03065
OG0000391	MHP_RS02835	NB623_RS03055
OG0000392	MHP_RS02810	NB623_RS03030
OG0000393	MHP_RS02755	NB623_RS02975
OG0000394	MHP_RS02595	NB623_RS02895
OG0000395	MHP_RS02590	NB623_RS02890
OG0000396	MHP_RS02295	NB623_RS02580
OG0000397	MHP_RS01885	NB623_RS02175
OG0000398	MHP_RS01890	NB623_RS02170
OG0000399	MHP_RS01935	NB623_RS02125
OG0000400	MHP_RS02990	NB623_RS03210
OG0000401	MHP_RS03050	NB623_RS03275
OG0000402	MHP_RS03060	NB623_RS03285
OG0000403	MHP_RS03070	NB623_RS03295
OG0000404	MHP_RS03100	NB623_RS03325
OG0000405	MHP_RS03115	NB623_RS03340
OG0000406	MHP_RS03165	NB623_RS03395
OG0000407	MHP_RS03170	NB623_RS03400
OG0000408	MHP_RS03175	NB623_RS03405
OG0000409	MHP_RS03180	NB623_RS03410
OG0000410	MHP_RS03240	NB623_RS03495
OG0000411	MHP_RS03230	NB623_RS03480
OG0000413	MHP_RS00485	NB623_RS01640
OG0000414	MHP_RS00475	NB623_RS01650
OG0000415	MHP_RS00470	NB623_RS01655
OG0000416	MHP_RS00460	NB623_RS01665
OG0000417	MHP_RS02160	NB623_RS02430
OG0000418	MHP_RS02155	NB623_RS02420
OG0000419	MHP_RS01285	NB623_RS00715
OG0000420	MHP_RS01250	NB623_RS00750
OG0000421	MHP_RS01220	NB623_RS00790
OG0000422	MHP_RS01210	NB623_RS00800
OG0000423	MHP_RS01155	NB623_RS00855
OG0000424	MHP_RS01150	NB623_RS00860
OG0000425	MHP_RS01140	NB623_RS00870
OG0000426	MHP_RS01135	NB623_RS00875
OG0000427	MHP_RS01110	NB623_RS00900
OG0000428	MHP_RS01085	NB623_RS00925
OG0000429	MHP_RS00995	NB623_RS01145
OG0000430	MHP_RS00950	NB623_RS01190
OG0000431	MHP_RS00940	NB623_RS01200
OG0000432	MHP_RS00910	NB623_RS01230
OG0000433	MHP_RS00895	NB623_RS01245
OG0000434	MHP_RS00890	NB623_RS01255
OG0000435	MHP_RS00875	NB623_RS01265
OG0000436	MHP_RS00845	NB623_RS01290
OG0000437	MHP_RS00835	NB623_RS01300
OG0000438	MHP_RS00830	NB623_RS01305
OG0000439	MHP_RS00825	NB623_RS01310
OG0000440	MHP_RS02900	NB623_RS03115
OG0000441	MHP_RS02940	NB623_RS03150
OG0000442	MHP_RS00155	NB623_RS00135
OG0000443	MHP_RS00200	NB623_RS00180
OG0000444	MHP_RS00210	NB623_RS00195
OG0000445	MHP_RS00235	NB623_RS00220
OG0000446	MHP_RS00265	NB623_RS00245
OG0000447	MHP_RS00270	NB623_RS00255
OG0000448	MHP_RS00300	NB623_RS00280
OG0000449	MHP_RS00325	NB623_RS00305
OG0000450	MHP_RS00335	NB623_RS00315
OG0000451	MHP_RS00375	NB623_RS00355
OG0000452	MHP_RS00405	NB623_RS00380
OG0000453	MHP_RS01565	NB623_RS00415
OG0000455	MHP_RS03430	NB623_RS03705
OG0000456	MHP_RS03315	NB623_RS03580
OG0000457	MHP_RS03290	NB623_RS03545
OG0000458	MHP_RS02375	NB623_RS02670
OG0000459	MHP_RS02400	NB623_RS02700
OG0000460	MHP_RS02410	NB623_RS02710
OG0000461	MHP_RS02455	NB623_RS02755
OG0000462	MHP_RS02450	NB623_RS02750
OG0000463	MHP_RS02445	NB623_RS02745
OG0000464	MHP_RS02440	NB623_RS02740
OG0000465	MHP_RS02435	NB623_RS02735
OG0000466	MHP_RS00410	NB623_RS00385
OG0000467	MHP_RS02540	NB623_RS02845
OG0000468	MHP_RS01930	NB623_RS02130
OG0000469	MHP_RS01990	NB623_RS02070
OG0000470	MHP_RS03750	NB623_RS00850
OG0000471	MHP_RS01080	NB623_RS00930
OG0000472	MHP_RS03250	NB623_RS03500
OG0000473	MHP_RS03415	NB623_RS03690
OG0000474	MHP_RS03420	NB623_RS03695
OG0000475	MHP_RS03425	NB623_RS03700
OG0000476	MHP_RS00450	NB623_RS01675
OG0000477	MHP_RS02485	NB623_RS02785
OG0000478	MHP_RS03360	NB623_RS03630
OG0000479	MHP_RS00675	NB623_RS01445
OG0000480	MHP_RS03795	NB623_RS02065
OG0000481	MHP_RS01185	NB623_RS00825
OG0000482	MHP_RS00795	NB623_RS01330
OG0000483	MHP_RS02035	NB623_RS02020
OG0000484	MHP_RS00205	NB623_RS00190
OG0000485	MHP_RS00840	NB623_RS01295
OG0000486	MHP_RS02180	NB623_RS02450
OG0000488	MHP_RS02005	NB623_RS02055
OG0000490	MHP_RS03530	NB623_RS03800
OG0000493	MHP_RS01405	NB623_RS00575
OG0000494	MHP_RS01350	NB623_RS00635
OG0000495	MHP_RS02780	NB623_RS03005
OG0000496	MHP_RS02770	NB623_RS02990
OG0000497	MHP_RS02765	NB623_RS02985
OG0000498	MHP_RS02600	NB623_RS02900
OG0000499	MHP_RS02565	NB623_RS02865
OG0000500	MHP_RS01895	NB623_RS02165
OG0000501	MHP_RS03000	NB623_RS03220
OG0000502	MHP_RS00805	NB623_RS01320
OG0000503	MHP_RS01240	NB623_RS00765
OG0000504	MHP_RS01105	NB623_RS00905
OG0000505	MHP_RS01070	NB623_RS01065
OG0000506	MHP_RS01060	NB623_RS01075
OG0000507	MHP_RS01030	NB623_RS01110
OG0000509	MHP_RS00295	NB623_RS00275
OG0000510	MHP_RS00305	NB623_RS00285
OG0000511	MHP_RS01560	NB623_RS00420
OG0000512	MHP_RS02415	NB623_RS02715
OG0000514	MHP_RS02805	NB623_RS03025
OG0000516	MHP_RS01975	NB623_RS02090
OG0000517	MHP_RS00065	NB623_RS00065
OG0000519	MHP_RS01215	NB623_RS00795
OG0000520	MHP_RS01090	NB623_RS00920
OG0000522	MHP_RS00310	NB623_RS00290
OG0000523	MHP_RS03285	NB623_RS03540
OG0000524	MHP_RS02535	NB623_RS02840
OG0000525	MHP_RS03255	NB623_RS03505
OG0000526	MHP_RS03900	NB623_RS02260
OG0000527	MHP_RS01760	NB623_RS02315
OG0000528	MHP_RS01980	NB623_RS02080
OG0000531	MHP_RS00605	NB623_RS01520
OG0000532	MHP_RS01630	NB623_RS01745
OG0000533	MHP_RS01395	NB623_RS00595
OG0000534	MHP_RS00390	NB623_RS00370
OG0000536	MHP_RS03460	NB623_RS03735
OG0000540	MHP_RS02505	NB623_RS02805
OG0000541	MHP_RS02580	NB623_RS02880
OG0000543	MHP_RS02740	NB623_RS01930
OG0000544	MHP_RS00750	NB623_RS01375
OG0000545	MHP_RS01810	NB623_RS02270
OG0000546	MHP_RS02650	NB623_RS02950
OG0000552	MHP_RS03075	NB623_RS03300
OG0000553	MHP_RS02550	NB623_RS02855
OG0000554	MHP_RS02265	NB623_RS02535
OG0000555	MHP_RS03950	NB623_RS03080
OG0000556	MHP_RS02695	NB623_RS01970
OG0000557	MHP_RS00740	NB623_RS01385
OG0000558	MHP_RS00770	NB623_RS01355
OG0000559	MHP_RS01690	NB623_RS01825
OG0000560	MHP_RS01800	NB623_RS02290
OG0000561	MHP_RS00900	NB623_RS01240
OG0000562	MHP_RS01805	NB623_RS02280
OG0000563	MHP_RS01790	NB623_RS02295
OG0000564	MHP_RS03855	NB623_RS01405
OG0000565	MHP_RS01845	NB623_RS02220
OG0000566	MHP_RS01835	NB623_RS02240
OG0000567	MHP_RS01815	NB623_RS02265
OG0000568	MHP_RS01310	NB623_RS00685
OG0000569	MHP_RS00765	NB623_RS01360
OG0000570	MHP_RS00760	NB623_RS01365
OG0000571	MHP_RS00755	NB623_RS01370
OG0000572	MHP_RS00735	NB623_RS01390
OG0000573	MHP_RS01685	NB623_RS01820
OG0000574	MHP_RS00695	NB623_RS01425
OG0000575	MHP_RS00780	NB623_RS01350
OG0000576	MHP_RS03620	NB623_RS01775
OG0000577	MHP_RS02525	NB623_RS02825
OG0000578	MHP_RS02545	NB623_RS02850
OG0000579	MHP_RS01780	NB623_RS02305
OG0000580	MHP_RS02655	NB623_RS02955
OG0000581	MHP_RS01765	NB623_RS02310
OG0000582	MHP_RS03860	NB623_RS01380
OG0000583	MHP_RS01675	NB623_RS01810
