Orthogroup	MHP_MHP650_proteins	MHP_116_proteins
OG0000238	WP_160600993.1	WP_348572020.1
OG0000239	WP_160600796.1	WP_011290347.1
OG0000240	WP_011206400.1	WP_020835851.1
OG0000241	WP_011206402.1	WP_160585231.1
OG0000242	WP_160600798.1	WP_348602595.1
OG0000243	WP_011206404.1	WP_348602596.1
OG0000244	WP_160600800.1	WP_348602597.1
OG0000245	WP_011206408.1	WP_348602599.1
OG0000246	WP_050195463.1	WP_050195463.1
OG0000247	WP_160600649.1	WP_348602680.1
OG0000248	WP_160600703.1	WP_348602866.1
OG0000249	WP_160600651.1	WP_348602681.1
OG0000250	WP_011205875.1	WP_011289957.1
OG0000251	WP_318023737.1	WP_318023737.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_011289964.1	WP_160606527.1
OG0000254	WP_160600665.1	WP_348602687.1
OG0000255	WP_160600667.1	WP_014579550.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_348602690.1
OG0000258	WP_011283871.1	WP_011289974.1
OG0000259	WP_220200824.1	WP_020835520.1
OG0000260	WP_011283879.1	WP_348602694.1
OG0000261	WP_160600687.1	WP_348602696.1
OG0000262	WP_014579569.1	WP_041361531.1
OG0000263	WP_011283885.1	WP_348602697.1
OG0000264	WP_011205916.1	WP_011283887.1
OG0000265	WP_160600699.1	WP_348602699.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_014579577.1	WP_044284773.1
OG0000268	WP_011283894.1	WP_179695950.1
OG0000269	WP_011206134.1	WP_011206134.1
OG0000270	WP_160600753.1	WP_348602648.1
OG0000271	WP_160600751.1	WP_348602647.1
OG0000272	WP_011284373.1	WP_348602646.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_160600745.1	WP_348602643.1
OG0000275	WP_308704753.1	WP_228366117.1
OG0000276	WP_160600741.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_160600739.1	WP_011206493.1
OG0000279	WP_014580014.1	WP_011290418.1
OG0000280	WP_135619140.1	WP_011206490.1
OG0000281	WP_014580012.1	WP_011290416.1
OG0000282	WP_160600735.1	WP_348602640.1
OG0000283	WP_160584907.1	WP_160584907.1
OG0000284	WP_014580008.1	WP_011206484.1
OG0000285	WP_160600733.1	WP_348602639.1
OG0000286	WP_146379652.1	WP_044272526.1
OG0000287	WP_011206297.1	WP_348602546.1
OG0000288	WP_160600959.1	WP_348602548.1
OG0000289	WP_020835793.1	WP_348602549.1
OG0000290	WP_135618967.1	WP_011290297.1
OG0000291	WP_011206320.1	WP_348602563.1
OG0000292	WP_011206319.1	WP_044284681.1
OG0000293	WP_094521723.1	WP_348602562.1
OG0000294	WP_160600980.1	WP_348602561.1
OG0000295	WP_011206315.1	WP_160590135.1
OG0000296	WP_160600968.1	WP_348602554.1
OG0000297	WP_011284225.1	WP_011206306.1
OG0000298	WP_160600655.1	WP_348602683.1
OG0000299	WP_011205878.1	WP_011205878.1
OG0000300	WP_014579572.1	WP_041361533.1
OG0000301	WP_011283891.1	WP_011283891.1
OG0000302	WP_014579576.1	WP_011205925.1
OG0000303	WP_011206118.1	WP_348602709.1
OG0000304	WP_011283978.1	WP_011283978.1
OG0000305	WP_160600785.1	WP_348602589.1
OG0000306	WP_160600769.1	WP_044272563.1
OG0000307	WP_160600759.1	WP_348602578.1
OG0000308	WP_160601043.1	WP_020835811.1
OG0000309	WP_160600978.1	WP_348602559.1
OG0000310	WP_160600957.1	WP_348602547.1
OG0000311	WP_160600729.1	WP_014579885.1
OG0000312	WP_160600725.1	WP_348602540.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_160600908.1	WP_348602849.1
OG0000315	WP_011290197.1	WP_011290197.1
OG0000316	WP_160587912.1	WP_348571614.1
OG0000317	WP_160601140.1	WP_160585126.1
OG0000318	WP_220200854.1	WP_348602854.1
OG0000319	WP_146379629.1	WP_135618880.1
OG0000320	WP_160601193.1	WP_348602530.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_135618712.1	WP_179696045.1
OG0000324	WP_011284172.1	WP_348602516.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_160600880.1	WP_348602739.1
OG0000327	WP_011206076.1	WP_348602738.1
OG0000328	WP_220200845.1	WP_348602725.1
OG0000329	WP_044284742.1	WP_011206056.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_011206405.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_160601134.1	WP_348602623.1
OG0000335	WP_160601132.1	WP_348602624.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011290441.1	WP_011284387.1
OG0000338	WP_011284394.1	WP_014580051.1
OG0000339	WP_160601221.1	WP_348602526.1
OG0000340	WP_146379551.1	WP_011205973.1
OG0000341	WP_160601183.1	WP_348602520.1
OG0000342	WP_258556639.1	WP_348602744.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160601077.1	WP_348602712.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_160600882.1	WP_348602737.1
OG0000349	WP_160600749.1	WP_348602645.1
OG0000350	WP_160600757.1	WP_348602577.1
OG0000351	WP_240536362.1	WP_308704698.1
OG0000352	WP_160600900.1	WP_348602845.1
OG0000353	WP_160584724.1	WP_348602787.1
OG0000354	WP_258556697.1	WP_348602750.1
OG0000355	WP_011206194.1	WP_011206194.1
OG0000356	WP_308507057.1	WP_308507057.1
OG0000357	WP_228366113.1	WP_228366113.1
OG0000358	WP_135619062.1	WP_348602611.1
OG0000359	WP_160600876.1	WP_348602741.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_160600681.1	WP_348602692.1
OG0000362	WP_160600961.1	WP_348602551.1
OG0000363	WP_308704679.1	WP_348572138.1
OG0000364	WP_220200878.1	WP_348602839.1
OG0000365	WP_160600917.1	WP_160606601.1
OG0000366	WP_160601150.1	WP_011206224.1
OG0000367	WP_220200893.1	WP_348602500.1
OG0000368	WP_160600824.1	WP_011289935.1
OG0000369	WP_160588112.1	WP_160588112.1
OG0000370	WP_160588110.1	WP_044272260.1
OG0000371	WP_160600818.1	WP_348602666.1
OG0000372	WP_160584860.1	WP_348571907.1
OG0000373	WP_160585758.1	WP_348602665.1
OG0000374	WP_160590174.1	WP_348571901.1
OG0000375	WP_011284163.1	WP_135618878.1
OG0000376	WP_160601197.1	WP_348602532.1
OG0000377	WP_011206271.1	WP_011206271.1
OG0000378	WP_011205977.1	WP_348602776.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_160588252.1	WP_348602790.1
OG0000381	WP_160600838.1	WP_348602793.1
OG0000382	WP_160600830.1	WP_348602796.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_160601065.1	WP_041361727.1
OG0000385	WP_160601067.1	WP_348602705.1
OG0000386	WP_160601071.1	WP_011206121.1
OG0000387	WP_160601073.1	WP_348602710.1
OG0000388	WP_160601075.1	WP_348602711.1
OG0000390	WP_011206390.1	WP_011284284.1
OG0000391	WP_044284693.1	WP_020835843.1
OG0000392	WP_011284277.1	WP_348602588.1
OG0000393	WP_160600771.1	WP_348602583.1
OG0000394	WP_014579921.1	WP_160585688.1
OG0000395	WP_160601235.1	WP_348602574.1
OG0000396	WP_020835781.1	WP_348571728.1
OG0000397	WP_044284644.1	WP_348602842.1
OG0000398	WP_011206197.1	WP_348602843.1
OG0000399	WP_160600914.1	WP_348602851.1
OG0000400	WP_135619057.1	WP_348602607.1
OG0000401	WP_160600933.1	WP_135619070.1
OG0000402	WP_160600935.1	WP_348602613.1
OG0000403	WP_220200860.1	WP_348602614.1
OG0000404	WP_160600941.1	WP_348602618.1
OG0000406	WP_160601138.1	WP_348602625.1
OG0000407	WP_160601130.1	WP_348602626.1
OG0000408	WP_160601129.1	WP_348602627.1
OG0000409	WP_160601127.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_011206467.1	WP_146379742.1
OG0000412	WP_011290399.1	WP_011290399.1
OG0000413	WP_146379568.1	WP_146379568.1
OG0000414	WP_011284053.1	WP_348602797.1
OG0000415	WP_160601245.1	WP_348602798.1
OG0000416	WP_160601243.1	WP_011284056.1
OG0000417	WP_160601181.1	WP_348602519.1
OG0000418	WP_258556689.1	WP_348602518.1
OG0000419	WP_020835572.1	WP_020835572.1
OG0000420	WP_160600868.1	WP_348602743.1
OG0000421	WP_011283936.1	WP_011290034.1
OG0000422	WP_160600878.1	WP_348602740.1
OG0000423	WP_011206068.1	WP_348602731.1
OG0000424	WP_011206067.1	WP_348602730.1
OG0000425	WP_160600888.1	WP_348602729.1
OG0000426	WP_160600890.1	WP_348602728.1
OG0000427	WP_135618593.1	WP_348602724.1
OG0000428	WP_011283958.1	WP_348602721.1
OG0000429	WP_160601100.1	WP_011206036.1
OG0000430	WP_014579604.1	WP_050195474.1
OG0000431	WP_011290067.1	WP_348602715.1
OG0000432	WP_160601002.1	WP_348602755.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_160601000.1	WP_020835607.1
OG0000435	WP_011283987.1	WP_348602757.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_011206003.1	WP_014579672.1
OG0000438	WP_160600989.1	WP_348602759.1
OG0000439	WP_160600987.1	WP_044272377.1
OG0000440	WP_014579953.1	WP_348602594.1
OG0000441	WP_011284299.1	WP_348602600.1
OG0000442	WP_160600647.1	WP_348602679.1
OG0000443	WP_160600657.1	WP_348602685.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_160600663.1	WP_044284571.1
OG0000446	WP_011205891.1	WP_348602689.1
OG0000447	WP_160600671.1	WP_014579553.1
OG0000448	WP_160600675.1	WP_011289976.1
OG0000449	WP_160600683.1	WP_348602693.1
OG0000450	WP_160600685.1	WP_348602695.1
OG0000451	WP_160600695.1	WP_094521553.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_160600701.1	WP_348602700.1
OG0000455	WP_160600804.1	WP_348602652.1
OG0000456	WP_011206487.1	WP_348602641.1
OG0000457	WP_160600731.1	WP_348602638.1
OG0000458	WP_160600955.1	WP_348602545.1
OG0000459	WP_014579890.1	WP_348602550.1
OG0000460	WP_160600962.1	WP_348602552.1
OG0000461	WP_160600976.1	WP_348602558.1
OG0000462	WP_160600974.1	WP_348602557.1
OG0000463	WP_160600972.1	WP_348602556.1
OG0000464	WP_160600970.1	WP_094521720.1
OG0000465	WP_160585762.1	WP_348602555.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160601040.1	WP_348602567.1
OG0000468	WP_160600912.1	WP_160585598.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_308704757.1	WP_348571977.1
OG0000472	WP_160601175.1	WP_348602633.1
OG0000473	WP_160600755.1	WP_348602649.1
OG0000474	WP_011284377.1	WP_348602650.1
OG0000476	WP_011205931.1	WP_014579742.1
OG0000477	WP_160600982.1	WP_348571773.1
OG0000478	WP_011284367.1	WP_146379753.1
OG0000479	WP_160600852.1	WP_348602782.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_160600884.1	WP_348602736.1
OG0000482	WP_094521611.1	WP_348572032.1
OG0000483	WP_160601144.1	WP_348602501.1
OG0000484	WP_160600659.1	WP_348602686.1
OG0000485	WP_160600991.1	WP_011206004.1
OG0000486	WP_160601187.1	WP_348602522.1
OG0000487	WP_220200855.1	WP_348602855.1
OG0000489	WP_011205849.1	WP_011205849.1
OG0000490	WP_146379773.1	WP_011206527.1
OG0000491	WP_160600848.1	WP_348602784.1
OG0000492	WP_160600840.1	WP_348602792.1
OG0000493	WP_011206114.1	WP_348571965.1
OG0000494	WP_052259108.1	WP_052269169.1
OG0000495	WP_011284272.1	WP_011284272.1
OG0000496	WP_160600773.1	WP_011206375.1
OG0000497	WP_011206374.1	WP_160585682.1
OG0000498	WP_011206340.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_011206333.1
OG0000500	WP_160600898.1	WP_348602844.1
OG0000501	WP_220200859.1	WP_348602608.1
OG0000502	WP_160590375.1	WP_348602764.1
OG0000503	WP_160600872.1	WP_348602742.1
OG0000504	WP_160600892.1	WP_348602723.1
OG0000505	WP_160601106.1	WP_011290053.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_160601102.1	WP_160585191.1
OG0000508	WP_160600669.1	WP_348602688.1
OG0000509	WP_187286314.1	WP_020835518.1
OG0000510	WP_160600677.1	WP_011289977.1
OG0000512	WP_160600964.1	WP_011206304.1
OG0000513	WP_011206492.1	WP_348602642.1
OG0000514	WP_160600781.1	WP_348602587.1
OG0000516	WP_160587914.1	WP_011206214.1
OG0000518	WP_160600931.1	WP_348602612.1
OG0000519	WP_020835579.1	WP_160584803.1
OG0000521	WP_160600673.1	WP_020835515.1
OG0000522	WP_160600679.1	WP_348602691.1
OG0000524	WP_160601041.1	WP_348602566.1
OG0000525	WP_160601177.1	WP_348602634.1
OG0000527	WP_258556663.1	WP_348602820.1
OG0000528	WP_160600916.1	WP_348602497.1
OG0000529	WP_011206243.1	WP_348602513.1
OG0000530	WP_160601225.1	WP_011290248.1
OG0000531	WP_020835645.1	WP_020835645.1
OG0000532	WP_258556706.1	WP_348602803.1
OG0000533	WP_011206110.1	WP_011206110.1
OG0000534	WP_160600697.1	WP_348602698.1
OG0000535	WP_160600820.1	WP_011205848.1
OG0000536	WP_160600814.1	WP_348602655.1
OG0000537	WP_011206089.1	WP_011206089.1
OG0000538	WP_160600998.1	WP_020835608.1
OG0000539	WP_160600661.1	WP_160585545.1
OG0000540	WP_160600983.1	WP_348602564.1
OG0000542	WP_160600691.1	WP_011289986.1
OG0000544	WP_014579703.1	WP_348602770.1
OG0000545	WP_258556669.1, WP_258556667.1	WP_348602827.1
OG0000546	WP_258556622.1	WP_011206350.1
OG0000547	WP_160600789.1	WP_233688510.1
OG0000548	WP_020835662.1	WP_160606621.1
OG0000549	WP_160601173.1	WP_348602632.1
OG0000550	WP_220200832.1	WP_348602644.1
OG0000552	WP_160600937.1	WP_348602615.1
OG0000553	WP_160601038.1	WP_348602569.1
OG0000554	WP_160601203.1	WP_348602534.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_160601087.1	WP_348602767.1
OG0000559	WP_014579758.1	WP_014579758.1
OG0000560	WP_011284100.1	WP_348602826.1
OG0000561	WP_011206015.1	WP_094521603.1
OG0000562	WP_160601053.1	WP_146379618.1
OG0000563	WP_014579786.1	WP_348602824.1
OG0000564	WP_094521768.1	WP_348602775.1
OG0000565	WP_160601059.1	WP_348602837.1
OG0000566	WP_258556671.1	WP_348602834.1
OG0000567	WP_308704760.1	WP_348602828.1
OG0000568	WP_011206097.1	WP_044272325.1
OG0000569	WP_160601085.1	WP_348602768.1
OG0000570	WP_160601083.1	WP_348602769.1
OG0000571	WP_044284610.1	WP_011205986.1
OG0000572	WP_160601081.1	WP_348602772.1
OG0000573	WP_160601014.1	WP_348602814.1
