Orthogroup	MHP_MHP650_proteins	MHP_4284_proteins
OG0000303	WP_011206118.1	WP_146379484.1
OG0000304	WP_011283978.1	WP_011283978.1
OG0000305	WP_160600785.1	WP_404924282.1
OG0000306	WP_160600769.1	WP_406823160.1
OG0000307	WP_160600759.1	WP_348602578.1
OG0000308	WP_160601043.1	WP_020835811.1
OG0000309	WP_160600978.1	WP_406823140.1
OG0000310	WP_160600957.1	WP_406823134.1
OG0000311	WP_160600729.1	WP_014579885.1
OG0000312	WP_160600725.1	WP_406823129.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_160600908.1	WP_406823290.1
OG0000315	WP_011290197.1	WP_011290197.1
OG0000316	WP_160587912.1	WP_179696008.1
OG0000317	WP_160601140.1	WP_146379589.1
OG0000318	WP_220200854.1	WP_406823292.1
OG0000319	WP_146379629.1	WP_406823096.1
OG0000320	WP_160601193.1	WP_406823116.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_406823254.1
OG0000323	WP_135618712.1	WP_044284744.1
OG0000324	WP_011284172.1	WP_094521693.1
OG0000325	WP_011206094.1	WP_011206094.1
OG0000326	WP_160600880.1	WP_404924411.1
OG0000327	WP_011206076.1	WP_146379506.1
OG0000328	WP_220200845.1	WP_041361583.1
OG0000329	WP_044284742.1	WP_225973017.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_011206405.1	WP_146379704.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_160601134.1	WP_020835889.1
OG0000335	WP_160601132.1	WP_348571841.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_011290441.1	WP_050195472.1
OG0000338	WP_011284394.1	WP_014580051.1
OG0000339	WP_160601221.1	WP_406823113.1
OG0000340	WP_146379551.1	WP_011205973.1
OG0000341	WP_160601183.1	WP_011290226.1
OG0000342	WP_258556639.1	WP_011290029.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160601077.1	WP_406823228.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_232039558.1	WP_232039558.1
OG0000347	WP_011205955.1	WP_011205955.1
OG0000348	WP_160600882.1	WP_014579636.1
OG0000349	WP_160600749.1	WP_348571875.1
OG0000350	WP_160600757.1	WP_406823156.1
OG0000351	WP_240536362.1	WP_011206131.1
OG0000352	WP_160600900.1	WP_406823287.1
OG0000353	WP_160584724.1	WP_160607804.1
OG0000354	WP_258556697.1	WP_308507053.1
OG0000355	WP_011206194.1	WP_011206194.1
OG0000356	WP_308507057.1	WP_308507057.1
OG0000357	WP_228366113.1	WP_228366113.1
OG0000358	WP_135619062.1	WP_160606709.1
OG0000359	WP_160600876.1	WP_406823235.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_160600681.1	WP_406823216.1
OG0000362	WP_160600961.1	WP_348602551.1
OG0000363	WP_308704679.1	WP_269076322.1
OG0000364	WP_220200878.1	WP_160585026.1
OG0000365	WP_160600917.1	WP_406823088.1
OG0000366	WP_160601150.1	WP_011206224.1
OG0000367	WP_220200893.1	WP_406823092.1
OG0000368	WP_160600824.1	WP_011289935.1
OG0000369	WP_160588112.1	WP_011289930.1
OG0000370	WP_160588110.1	WP_044272260.1
OG0000371	WP_160600818.1	WP_044272256.1
OG0000372	WP_160584860.1	WP_135618439.1
OG0000373	WP_160585758.1	WP_406823207.1
OG0000374	WP_160590174.1	WP_406823205.1
OG0000375	WP_011284163.1	WP_146379628.1
OG0000376	WP_160601197.1	WP_406823118.1
OG0000377	WP_011206271.1	WP_011206271.1
OG0000378	WP_011205977.1	WP_406823251.1
OG0000379	WP_011205962.1	WP_406823253.1
OG0000380	WP_160588252.1	WP_160588252.1
OG0000381	WP_160600838.1	WP_348572061.1
OG0000382	WP_160600830.1	WP_406823257.1
OG0000383	WP_014579735.1	WP_014579735.1
OG0000384	WP_160601065.1	WP_041361727.1
OG0000385	WP_160601067.1	WP_044272311.1
OG0000386	WP_160601071.1	WP_011290004.1
OG0000387	WP_160601073.1	WP_406823226.1
OG0000388	WP_160601075.1	WP_406823227.1
OG0000390	WP_011206390.1	WP_011290340.1
OG0000391	WP_044284693.1	WP_020835843.1
OG0000392	WP_011284277.1	WP_406823164.1
OG0000393	WP_160600771.1	WP_406823161.1
OG0000394	WP_014579921.1	WP_014579921.1
OG0000395	WP_160601235.1	WP_406823152.1
OG0000396	WP_020835781.1	WP_348571728.1
OG0000397	WP_044284644.1	WP_011206196.1
OG0000398	WP_011206197.1	WP_146379611.1
OG0000399	WP_160600914.1	WP_348571612.1
OG0000400	WP_135619057.1	WP_044272610.1
OG0000401	WP_160600933.1	WP_135619070.1
OG0000402	WP_160600935.1	WP_406823177.1
OG0000403	WP_220200860.1	WP_220200714.1
OG0000404	WP_160600941.1	WP_406823179.1
OG0000406	WP_160601138.1	WP_406823185.1
OG0000407	WP_160601130.1	WP_406823186.1
OG0000408	WP_160601129.1	WP_044284717.1
OG0000409	WP_160601127.1	WP_011206458.1
OG0000410	WP_011206469.1	WP_406823190.1
OG0000411	WP_011206467.1	WP_406823191.1
OG0000412	WP_011290399.1	WP_406823192.1
OG0000413	WP_146379568.1	WP_243216061.1
OG0000414	WP_011284053.1	WP_011290131.1
OG0000415	WP_160601245.1	WP_020835657.1
OG0000416	WP_160601243.1	WP_011284056.1
OG0000417	WP_160601181.1	WP_406823099.1
OG0000418	WP_258556689.1	WP_406823098.1
OG0000419	WP_020835572.1	WP_020835572.1
OG0000420	WP_160600868.1	WP_020835574.1
OG0000421	WP_011283936.1	WP_011290034.1
OG0000422	WP_160600878.1	WP_146379504.1
OG0000423	WP_011206068.1	WP_135618585.1
OG0000424	WP_011206067.1	WP_135618587.1
OG0000425	WP_160600888.1	WP_011206065.1
OG0000426	WP_160600890.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_135618593.1
OG0000428	WP_011283958.1	WP_011206054.1
OG0000429	WP_160601100.1	WP_011206036.1
OG0000430	WP_014579604.1	WP_050195474.1
OG0000431	WP_011290067.1	WP_011290067.1
OG0000432	WP_160601002.1	WP_406823238.1
OG0000433	WP_011206014.1	WP_011206014.1
OG0000434	WP_160601000.1	WP_160584674.1
OG0000435	WP_011283987.1	WP_020835610.1
OG0000436	WP_011206005.1	WP_011206005.1
OG0000437	WP_011206003.1	WP_044272373.1
OG0000438	WP_160600989.1	WP_160606769.1
OG0000439	WP_160600987.1	WP_044272377.1
OG0000440	WP_014579953.1	WP_406823169.1
OG0000442	WP_160600647.1	WP_160607726.1
OG0000443	WP_160600657.1	WP_406823212.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_160600663.1	WP_135618491.1
OG0000446	WP_011205891.1	WP_347952358.1
OG0000447	WP_160600671.1	WP_014579553.1
OG0000448	WP_160600675.1	WP_011289976.1
OG0000449	WP_160600683.1	WP_011289981.1
OG0000450	WP_160600685.1	WP_160584761.1
OG0000451	WP_160600695.1	WP_011205913.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000453	WP_160600701.1	WP_406823220.1
OG0000455	WP_160600804.1	WP_348571882.1
OG0000456	WP_011206487.1	WP_011206487.1
OG0000457	WP_160600731.1	WP_406823198.1
OG0000458	WP_160600955.1	WP_406823132.1
OG0000459	WP_014579890.1	WP_348602550.1
OG0000460	WP_160600962.1	WP_348602552.1
OG0000461	WP_160600976.1	WP_406823139.1
OG0000462	WP_160600974.1	WP_406823138.1
OG0000463	WP_160600972.1	WP_406823137.1
OG0000464	WP_160600970.1	WP_094521720.1
OG0000465	WP_160585762.1	WP_406823136.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160601040.1	WP_406823146.1
OG0000468	WP_160600912.1	WP_406823291.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000471	WP_308704757.1	WP_044272348.1
OG0000472	WP_160601175.1	WP_406823195.1
OG0000473	WP_160600755.1	WP_044272671.1
OG0000474	WP_011284377.1	WP_348571881.1
OG0000476	WP_011205931.1	WP_014579742.1
OG0000477	WP_160600982.1	WP_348571773.1
OG0000478	WP_011284367.1	WP_146379753.1
OG0000479	WP_160600852.1	WP_020835636.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_160600884.1	WP_044272343.1
OG0000482	WP_094521611.1	WP_020835622.1
OG0000483	WP_160601144.1	WP_348602501.1
OG0000484	WP_160600659.1	WP_406823214.1
OG0000485	WP_160600991.1	WP_020835615.1
OG0000486	WP_160601187.1	WP_406823101.1
OG0000487	WP_220200855.1	WP_406823293.1
OG0000489	WP_011205849.1	WP_011205849.1
OG0000490	WP_146379773.1	WP_160606487.1
OG0000491	WP_160600848.1	WP_020835639.1
OG0000492	WP_160600840.1	WP_348572060.1
OG0000493	WP_011206114.1	WP_160585737.1
OG0000494	WP_052259108.1	WP_052269169.1
OG0000495	WP_011284272.1	WP_011284272.1
OG0000496	WP_160600773.1	WP_011206375.1
OG0000497	WP_011206374.1	WP_406823162.1
OG0000498	WP_011206340.1	WP_011290314.1
OG0000499	WP_011206333.1	WP_406823150.1
OG0000500	WP_160600898.1	WP_406823286.1
OG0000501	WP_220200859.1	WP_220190663.1
OG0000502	WP_160590375.1	WP_406823241.1
OG0000503	WP_160600872.1	WP_016340193.1
OG0000504	WP_160600892.1	WP_146379513.1
OG0000505	WP_160601106.1	WP_011290053.1
OG0000506	WP_011206049.1	WP_406823233.1
OG0000507	WP_160601102.1	WP_020835590.1
OG0000508	WP_160600669.1	WP_044272682.1
OG0000509	WP_187286314.1	WP_406823215.1
OG0000510	WP_160600677.1	WP_404924072.1
OG0000512	WP_160600964.1	WP_011206304.1
OG0000513	WP_011206492.1	WP_348571873.1
OG0000514	WP_160600781.1	WP_406823163.1
OG0000516	WP_160587914.1	WP_011206214.1
OG0000518	WP_160600931.1	WP_160585644.1
OG0000519	WP_020835579.1	WP_160584803.1
OG0000521	WP_160600673.1	WP_348571936.1
OG0000522	WP_160600679.1	WP_135618505.1
OG0000524	WP_160601041.1	WP_406823145.1
OG0000525	WP_160601177.1	WP_160585255.1
OG0000527	WP_258556663.1	WP_348602820.1
OG0000528	WP_160600916.1	WP_406823087.1
OG0000529	WP_011206243.1	WP_406823097.1
OG0000530	WP_160601225.1	WP_160585298.1
OG0000531	WP_020835645.1	WP_020835645.1
OG0000532	WP_258556706.1	WP_406823262.1
OG0000534	WP_160600697.1	WP_179695948.1
OG0000535	WP_160600820.1	WP_020835486.1
OG0000536	WP_160600814.1	WP_406823201.1
OG0000537	WP_011206089.1	WP_011290028.1
OG0000538	WP_160600998.1	WP_146379532.1
OG0000539	WP_160600661.1	WP_160585545.1
OG0000540	WP_160600983.1	WP_406823143.1
OG0000542	WP_160600691.1	WP_406823219.1
OG0000544	WP_014579703.1	WP_308507042.1
OG0000545	WP_258556669.1	WP_406823278.1
OG0000546	WP_258556622.1	WP_406823159.1
OG0000547	WP_160600789.1	WP_348571811.1
OG0000548	WP_020835662.1	WP_160606621.1
OG0000549	WP_160601173.1	WP_406823194.1
OG0000550	WP_220200832.1	WP_406823199.1
OG0000552	WP_160600937.1	WP_044284704.1
OG0000553	WP_160601038.1	WP_011206330.1
OG0000554	WP_160601203.1	WP_406823120.1
OG0000557	WP_011205983.1	WP_406823247.1
OG0000558	WP_160601087.1	WP_406823244.1
OG0000559	WP_014579758.1	WP_014579758.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_011206015.1	WP_094521603.1
OG0000562	WP_160601053.1	WP_146379618.1
OG0000563	WP_014579786.1	WP_011284098.1
OG0000564	WP_094521768.1	WP_041361605.1
OG0000565	WP_160601059.1	WP_406823284.1
OG0000566	WP_258556671.1	WP_406823283.1
OG0000567	WP_308704760.1	WP_406823279.1
OG0000568	WP_011206097.1	WP_146379498.1
OG0000569	WP_160601085.1	WP_406823245.1
OG0000570	WP_160601083.1	WP_406823246.1
OG0000571	WP_044284610.1	WP_011205986.1
OG0000572	WP_160601081.1	WP_406823248.1
OG0000573	WP_160601014.1	WP_348602814.1
OG0000574	WP_160600856.1	WP_011284018.1
OG0000575	WP_011284002.1	WP_406823243.1
OG0000576	WP_011290145.1	WP_011284072.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_044284684.1	WP_406823147.1
OG0000579	WP_160601051.1	WP_406823277.1
OG0000580	WP_258556623.1	WP_258555240.1
OG0000581	WP_160601048.1	WP_406823276.1
