Orthogroup	MHP_111A_genes	MHP_7422_genes
OG0000041	NB623_RS00670	MHL_RS00760
OG0000041	NB623_RS01315	MHL_RS01270
OG0000042	NB623_RS03100	MHL_RS02985
OG0000043	NB623_RS02180	MHL_RS00625
OG0000044	NB623_RS01800	MHL_RS04220
OG0000045	NB623_RS01740, NB623_RS01735	MHL_RS01710
OG0000046	NB623_RS03460	MHL_RS04100
OG0000046	NB623_RS03450	MHL_RS03290
OG0000048	NB623_RS01920	MHL_RS02170
OG0000049	NB623_RS03205	MHL_RS03060
OG0000050	NB623_RS02600	MHL_RS02510
OG0000052	NB623_RS00080, NB623_RS00075	MHL_RS00080
OG0000053	NB623_RS01570	MHL_RS01530
OG0000054	NB623_RS02625	MHL_RS02535
OG0000055	NB623_RS00125	MHL_RS00140
OG0000056	NB623_RS03725	MHL_RS03530
OG0000057	NB623_RS03085	MHL_RS02970
OG0000058	NB623_RS01995	MHL_RS00610
OG0000060	NB623_RS00085	MHL_RS04115
OG0000061	NB623_RS02235	MHL_RS01940
OG0000062	NB623_RS03775	MHL_RS03580
OG0000063	NB623_RS03770	MHL_RS03575
OG0000064	NB623_RS03760	MHL_RS03565
OG0000065	NB623_RS02390	MHL_RS02310
OG0000066	NB623_RS01470	MHL_RS01435
OG0000068	NB623_RS00640	MHL_RS00735
OG0000069	NB623_RS02980	MHL_RS02860
OG0000070	NB623_RS02630	MHL_RS02540
OG0000071	NB623_RS03425	MHL_RS03275
OG0000072	NB623_RS03430	MHL_RS03280
OG0000073	NB623_RS00710	MHL_RS00795
OG0000074	NB623_RS00910	MHL_RS03950
OG0000075	NB623_RS00330	MHL_RS00345
OG0000077	NB623_RS00430	MHL_RS00450
OG0000078	NB623_RS01805	MHL_RS01755
OG0000079	NB623_RS02720	MHL_RS02615
OG0000080	NB623_RS02770	MHL_RS03870
OG0000081	NB623_RS00325	MHL_RS00340
OG0000083	NB623_RS02075	MHL_RS02095
OG0000084	NB623_RS02045	MHL_RS02120
OG0000085	NB623_RS02040	MHL_RS02125
OG0000086	NB623_RS02030	MHL_RS02135
OG0000087	NB623_RS02015	MHL_RS02150
OG0000088	NB623_RS02010	MHL_RS02155
OG0000089	NB623_RS02000	MHL_RS02165
OG0000090	NB623_RS00070	MHL_RS00075
OG0000091	NB623_RS00055	MHL_RS00060
OG0000092	NB623_RS00050	MHL_RS00045
OG0000093	NB623_RS00035	MHL_RS00040
OG0000094	NB623_RS00030	MHL_RS00035
OG0000095	NB623_RS00005	MHL_RS00010
OG0000096	NB623_RS03810	MHL_RS03615
OG0000097	NB623_RS03790	MHL_RS03595
OG0000098	NB623_RS03780	MHL_RS03585
OG0000099	NB623_RS03730	MHL_RS03535
OG0000100	NB623_RS03715	MHL_RS03520
OG0000101	NB623_RS03710	MHL_RS03515
OG0000102	NB623_RS01830	MHL_RS01780
OG0000103	NB623_RS02355	MHL_RS02275
OG0000104	NB623_RS02360	MHL_RS02280
OG0000105	NB623_RS02380	MHL_RS02295
OG0000106	NB623_RS02385	MHL_RS02305
OG0000107	NB623_RS02395	MHL_RS02315
OG0000108	NB623_RS02400	MHL_RS02320
OG0000109	NB623_RS02405	MHL_RS02325
OG0000110	NB623_RS02525	MHL_RS02450
OG0000111	NB623_RS02520	MHL_RS02445
OG0000112	NB623_RS02510	MHL_RS02435
OG0000113	NB623_RS02490	MHL_RS02415
OG0000114	NB623_RS02485	MHL_RS02405
OG0000115	NB623_RS02470	MHL_RS02395
OG0000116	NB623_RS01415	MHL_RS01380
OG0000117	NB623_RS01420	MHL_RS01385
OG0000118	NB623_RS01455	MHL_RS01420
OG0000119	NB623_RS01465	MHL_RS01425
OG0000120	NB623_RS01475	MHL_RS01440
OG0000121	NB623_RS01505	MHL_RS01465
OG0000122	NB623_RS01510	MHL_RS01470
OG0000123	NB623_RS01530	MHL_RS01490
OG0000124	NB623_RS01535	MHL_RS01495
OG0000125	NB623_RS01545	MHL_RS01500
OG0000126	NB623_RS01550	MHL_RS01510
OG0000127	NB623_RS01560	MHL_RS01520
OG0000128	NB623_RS01575	MHL_RS01535
OG0000129	NB623_RS01580	MHL_RS01540
OG0000130	NB623_RS01590	MHL_RS01550
OG0000131	NB623_RS01620	MHL_RS01580
OG0000132	NB623_RS01635	MHL_RS01595
OG0000133	NB623_RS00525	MHL_RS00530
OG0000134	NB623_RS00530	MHL_RS00535
OG0000135	NB623_RS00545	MHL_RS00550
OG0000136	NB623_RS00550	MHL_RS00555
OG0000137	NB623_RS00590	MHL_RS00585
OG0000138	NB623_RS00615	MHL_RS00710
OG0000139	NB623_RS00645	MHL_RS00740
OG0000140	NB623_RS00650	MHL_RS00745
OG0000141	NB623_RS03095	MHL_RS02980
OG0000142	NB623_RS03090	MHL_RS02975
OG0000143	NB623_RS03075	MHL_RS02950
OG0000144	NB623_RS03060	MHL_RS02940
OG0000145	NB623_RS03050	MHL_RS02930
OG0000146	NB623_RS03040	MHL_RS02920
OG0000147	NB623_RS03035	MHL_RS02915
OG0000148	NB623_RS03020	MHL_RS02900
OG0000149	NB623_RS03010	MHL_RS02890
OG0000150	NB623_RS02995	MHL_RS02875
OG0000151	NB623_RS02945	MHL_RS02830
OG0000152	NB623_RS02940	MHL_RS02825
OG0000153	NB623_RS02935	MHL_RS02820
OG0000154	NB623_RS02925	MHL_RS02810
OG0000155	NB623_RS02885	MHL_RS02770
OG0000156	NB623_RS02875	MHL_RS02760
OG0000157	NB623_RS02870	MHL_RS02755
OG0000158	NB623_RS02860	MHL_RS04195
OG0000159	NB623_RS02615	MHL_RS02525
OG0000160	NB623_RS02610	MHL_RS02520
OG0000161	NB623_RS02605	MHL_RS02515
OG0000162	NB623_RS02595	MHL_RS02505
OG0000163	NB623_RS02590	MHL_RS02500
OG0000164	NB623_RS01725	MHL_RS01690
OG0000165	NB623_RS02155	MHL_RS02015
OG0000166	NB623_RS02135	MHL_RS02035
OG0000167	NB623_RS02120	MHL_RS02050
OG0000168	NB623_RS02115	MHL_RS04040
OG0000169	NB623_RS03200	MHL_RS03055
OG0000170	NB623_RS03215	MHL_RS03070
OG0000171	NB623_RS03225	MHL_RS03080
OG0000172	NB623_RS03230	MHL_RS03085
OG0000173	NB623_RS03235	MHL_RS03090
OG0000174	NB623_RS03240	MHL_RS03095
OG0000175	NB623_RS03265	MHL_RS03110
OG0000176	NB623_RS03310	MHL_RS03160
OG0000177	NB623_RS03315	MHL_RS03165
OG0000178	NB623_RS03320	MHL_RS03170
OG0000179	NB623_RS03330	MHL_RS03180
OG0000180	NB623_RS03335	MHL_RS03185
OG0000181	NB623_RS03375	MHL_RS03225
OG0000182	NB623_RS03385	MHL_RS03235
OG0000183	NB623_RS03420	MHL_RS03270
OG0000184	NB623_RS03485	MHL_RS03310
OG0000185	NB623_RS03475	MHL_RS03295
OG0000186	NB623_RS01645	MHL_RS01605
OG0000187	NB623_RS01660	MHL_RS01620
OG0000188	NB623_RS01670	MHL_RS01630
OG0000189	NB623_RS02445	MHL_RS02365
OG0000190	NB623_RS02440	MHL_RS02360
OG0000191	NB623_RS02415	MHL_RS02340
OG0000192	NB623_RS01340	MHL_RS01300
OG0000193	NB623_RS01325	MHL_RS01290
OG0000194	NB623_RS00690	MHL_RS00780
OG0000195	NB623_RS00695	MHL_RS00785
OG0000196	NB623_RS00720	MHL_RS00805
OG0000197	NB623_RS00730	MHL_RS00810
OG0000198	NB623_RS00740	MHL_RS00825
OG0000199	NB623_RS00745	MHL_RS00830
OG0000200	NB623_RS00760	MHL_RS00840
OG0000201	NB623_RS00770	MHL_RS00850
OG0000202	NB623_RS00830	MHL_RS00905
OG0000203	NB623_RS00835	MHL_RS00910
OG0000204	NB623_RS00840	MHL_RS00915
OG0000205	NB623_RS00845	MHL_RS00920
OG0000206	NB623_RS00865	MHL_RS00940
OG0000207	NB623_RS00880	MHL_RS00955
OG0000208	NB623_RS00885	MHL_RS00960
OG0000209	NB623_RS00890	MHL_RS00965
OG0000210	NB623_RS00935	MHL_RS01010
OG0000211	NB623_RS01070	MHL_RS01020
OG0000212	NB623_RS01080	MHL_RS01030
OG0000213	NB623_RS01085	MHL_RS01035
OG0000214	NB623_RS01090	MHL_RS01040
OG0000215	NB623_RS01095	MHL_RS01045
OG0000216	NB623_RS01100	MHL_RS01050
OG0000217	NB623_RS01105	MHL_RS01055
OG0000218	NB623_RS01115	MHL_RS01065
OG0000219	NB623_RS01120	MHL_RS01070
OG0000220	NB623_RS01125	MHL_RS01075
OG0000221	NB623_RS01130	MHL_RS01080
OG0000222	NB623_RS01135	MHL_RS01085
OG0000223	NB623_RS01140	MHL_RS01090
OG0000224	NB623_RS01150	MHL_RS01100
OG0000225	NB623_RS01160	MHL_RS01110
OG0000226	NB623_RS01165	MHL_RS01115
OG0000227	NB623_RS01170	MHL_RS01120
OG0000228	NB623_RS01175	MHL_RS04215
OG0000229	NB623_RS01180	MHL_RS01130
OG0000230	NB623_RS01185	MHL_RS01135
OG0000231	NB623_RS01195	MHL_RS01145
OG0000232	NB623_RS01205	MHL_RS01155
OG0000233	NB623_RS01225	MHL_RS01175
OG0000234	NB623_RS01260	MHL_RS01210
OG0000235	NB623_RS01270	MHL_RS01220
OG0000236	NB623_RS01275	MHL_RS01225
OG0000237	NB623_RS01280	MHL_RS01230
OG0000238	NB623_RS01285	MHL_RS01240
OG0000239	NB623_RS03105	MHL_RS02990
OG0000240	NB623_RS03110	MHL_RS02995
OG0000241	NB623_RS03120	MHL_RS03005
OG0000242	NB623_RS03125	MHL_RS03010
OG0000243	NB623_RS03130	MHL_RS03015
OG0000244	NB623_RS03140	MHL_RS03025
OG0000245	NB623_RS03145	MHL_RS03035
OG0000246	NB623_RS00130	MHL_RS00145
OG0000247	NB623_RS00140	MHL_RS00155
OG0000248	NB623_RS00150	MHL_RS00165
OG0000249	NB623_RS00155	MHL_RS00170
OG0000250	NB623_RS00175	MHL_RS00185
OG0000251	NB623_RS00205	MHL_RS00210
OG0000252	NB623_RS00210	MHL_RS00220
OG0000253	NB623_RS00215	MHL_RS00225
OG0000254	NB623_RS00225	MHL_RS00235
OG0000255	NB623_RS00230	MHL_RS00245
OG0000256	NB623_RS00240	MHL_RS00250
OG0000257	NB623_RS00260	MHL_RS00275
OG0000258	NB623_RS00270	MHL_RS00285
OG0000259	NB623_RS00300	MHL_RS00315
OG0000260	NB623_RS00310	MHL_RS00325
OG0000261	NB623_RS00320	MHL_RS00335
OG0000262	NB623_RS00340	MHL_RS00350
OG0000263	NB623_RS00350	MHL_RS00370
OG0000264	NB623_RS00365	MHL_RS00380
OG0000265	NB623_RS00375	MHL_RS00390
OG0000266	NB623_RS00390	MHL_RS00405
OG0000267	NB623_RS00405	MHL_RS00420
OG0000268	NB623_RS00410	MHL_RS00425
OG0000269	NB623_RS00425	MHL_RS00440
OG0000270	NB623_RS03685	MHL_RS03490
OG0000271	NB623_RS03675	MHL_RS03485
OG0000272	NB623_RS03670	MHL_RS03480
OG0000273	NB623_RS03665	MHL_RS03475
OG0000274	NB623_RS03650	MHL_RS03455
OG0000275	NB623_RS03640	MHL_RS03450
OG0000276	NB623_RS03635	MHL_RS03445
OG0000277	NB623_RS03625	MHL_RS03435
OG0000278	NB623_RS03620	MHL_RS03430
OG0000279	NB623_RS03615	MHL_RS03420
OG0000280	NB623_RS03605	MHL_RS03415
OG0000281	NB623_RS03600	MHL_RS03760
OG0000282	NB623_RS03570, NB623_RS03575	MHL_RS03390
OG0000283	NB623_RS03565	MHL_RS03385
OG0000284	NB623_RS03560	MHL_RS03380
OG0000285	NB623_RS03555	MHL_RS03375
OG0000286	NB623_RS02575	MHL_RS02485
OG0000287	NB623_RS02675	MHL_RS02575
OG0000288	NB623_RS02685	MHL_RS02585
OG0000289	NB623_RS02690	MHL_RS02590
OG0000290	NB623_RS02810	MHL_RS02700
OG0000291	NB623_RS02800	MHL_RS02690
OG0000292	NB623_RS02795	MHL_RS02685
OG0000293	NB623_RS02790	MHL_RS02680
OG0000294	NB623_RS02780	MHL_RS02670
OG0000295	NB623_RS02775	MHL_RS02665
OG0000296	NB623_RS02730	MHL_RS02625
OG0000297	NB623_RS02725	MHL_RS02620
OG0000298	NB623_RS00165	MHL_RS00180
OG0000299	NB623_RS00185	MHL_RS03650
OG0000300	NB623_RS00360	MHL_RS00375
OG0000301	NB623_RS00395	MHL_RS00410
OG0000302	NB623_RS00400	MHL_RS00415
OG0000303	NB623_RS00555	MHL_RS00560
OG0000304	NB623_RS01210	MHL_RS01160
OG0000305	NB623_RS03045	MHL_RS02925
OG0000306	NB623_RS02970	MHL_RS02850
OG0000307	NB623_RS02930	MHL_RS02815
OG0000308	NB623_RS02835	MHL_RS02720
OG0000309	NB623_RS02765	MHL_RS02655
OG0000310	NB623_RS02680	MHL_RS02580
OG0000311	NB623_RS02635	MHL_RS02545
OG0000312	NB623_RS02620	MHL_RS02530
OG0000313	NB623_RS01715	MHL_RS01680
OG0000314	NB623_RS02140	MHL_RS02030
OG0000315	NB623_RS02110	MHL_RS02060
OG0000316	NB623_RS02100	MHL_RS02070
OG0000317	NB623_RS02005	MHL_RS02160
OG0000318	NB623_RS02095	MHL_RS02075
OG0000319	NB623_RS02370	MHL_RS02290
OG0000320	NB623_RS02500	MHL_RS02425
OG0000321	NB623_RS01450	MHL_RS01415
OG0000322	NB623_RS01500	MHL_RS01460
OG0000323	NB623_RS01630	MHL_RS01590
OG0000324	NB623_RS02410	MHL_RS02335
OG0000325	NB623_RS00705	MHL_RS00790
OG0000326	NB623_RS00805	MHL_RS00880
OG0000327	NB623_RS00810	MHL_RS00885
OG0000328	NB623_RS00895	MHL_RS00970
OG0000329	NB623_RS00915	MHL_RS00990
OG0000330	NB623_RS01235	MHL_RS01185
OG0000331	NB623_RS03135	MHL_RS03020
OG0000332	NB623_RS03270	MHL_RS03120
OG0000333	NB623_RS03280	MHL_RS03130
OG0000334	NB623_RS03380	MHL_RS03230
OG0000335	NB623_RS03390	MHL_RS03240
OG0000336	NB623_RS03590	MHL_RS03405
OG0000337	NB623_RS03765	MHL_RS03570
OG0000338	NB623_RS03805	MHL_RS03610
OG0000339	NB623_RS02475	MHL_RS02400
OG0000340	NB623_RS01430	MHL_RS01395
OG0000341	NB623_RS02435	MHL_RS02355
OG0000342	NB623_RS00735	MHL_RS00820
OG0000343	NB623_RS03290	MHL_RS03140
OG0000344	NB623_RS00570	MHL_RS00580
OG0000345	NB623_RS01155	MHL_RS01105
OG0000346	NB623_RS03595	MHL_RS03410
OG0000347	NB623_RS01525	MHL_RS01485
OG0000348	NB623_RS00815	MHL_RS00890
OG0000349	NB623_RS03655	MHL_RS03640
OG0000350	NB623_RS02920	MHL_RS02805
OG0000351	NB623_RS00480	MHL_RS00505
OG0000352	NB623_RS02160	MHL_RS02010
OG0000353	NB623_RS01490	MHL_RS01455
OG0000354	NB623_RS00630	MHL_RS00725
OG0000355	NB623_RS02185	MHL_RS01980
OG0000356	NB623_RS02105	MHL_RS02065
OG0000357	NB623_RS03245	MHL_RS03100
OG0000358	NB623_RS03250	MHL_RS03105
OG0000359	NB623_RS00780	MHL_RS00860
OG0000360	NB623_RS00265	MHL_RS00280
OG0000361	NB623_RS00295	MHL_RS00310
OG0000362	NB623_RS02705	MHL_RS02600
OG0000363	NB623_RS01565	MHL_RS03985
OG0000364	NB623_RS02210	MHL_RS04025
OG0000365	NB623_RS02060	MHL_RS02105
OG0000366	NB623_RS02035	MHL_RS02130
OG0000367	NB623_RS02025	MHL_RS02140
OG0000368	NB623_RS00060	MHL_RS00065
OG0000369	NB623_RS00025	MHL_RS00030
OG0000370	NB623_RS00020	MHL_RS00025
OG0000371	NB623_RS00015	MHL_RS00020
OG0000372	NB623_RS00010	MHL_RS00015
OG0000373	NB623_RS03795	MHL_RS03605
OG0000374	NB623_RS03785	MHL_RS03590
OG0000375	NB623_RS02365	MHL_RS02285
OG0000376	NB623_RS02515	MHL_RS02440
OG0000377	NB623_RS02505	MHL_RS02430
OG0000378	NB623_RS01410	MHL_RS01375
OG0000379	NB623_RS01485	MHL_RS01450
OG0000380	NB623_RS01515	MHL_RS01475
OG0000381	NB623_RS01555	MHL_RS01515
OG0000382	NB623_RS01585	MHL_RS01545
OG0000383	NB623_RS01625	MHL_RS01585
OG0000384	NB623_RS00510	MHL_RS00520
OG0000386	NB623_RS00535	MHL_RS00540
OG0000387	NB623_RS00560	MHL_RS00565
OG0000388	NB623_RS00565	MHL_RS00570
OG0000389	NB623_RS00610	MHL_RS00705
OG0000390	NB623_RS03065	MHL_RS02945
OG0000391	NB623_RS03055	MHL_RS02935
OG0000392	NB623_RS03030	MHL_RS02910
OG0000393	NB623_RS02975	MHL_RS02855
OG0000394	NB623_RS02895	MHL_RS02780
OG0000395	NB623_RS02890	MHL_RS02775
OG0000396	NB623_RS02580	MHL_RS02490
OG0000397	NB623_RS02175	MHL_RS01995
OG0000398	NB623_RS02170	MHL_RS02000
OG0000399	NB623_RS02125	MHL_RS02045
OG0000400	NB623_RS03210	MHL_RS03065
OG0000401	NB623_RS03275	MHL_RS03125
OG0000402	NB623_RS03285	MHL_RS03135
OG0000403	NB623_RS03295	MHL_RS03145
OG0000404	NB623_RS03325	MHL_RS03175
OG0000405	NB623_RS03340	MHL_RS03190
OG0000406	NB623_RS03395	MHL_RS03245
OG0000407	NB623_RS03400	MHL_RS03250
OG0000408	NB623_RS03405	MHL_RS03255
OG0000409	NB623_RS03410	MHL_RS03260
OG0000410	NB623_RS03495	MHL_RS03315
OG0000411	NB623_RS03480	MHL_RS03305
OG0000413	NB623_RS01640	MHL_RS01600
OG0000414	NB623_RS01650	MHL_RS01610
OG0000415	NB623_RS01655	MHL_RS01615
OG0000416	NB623_RS01665	MHL_RS01625
OG0000417	NB623_RS02430	MHL_RS02350
OG0000418	NB623_RS02420	MHL_RS02345
OG0000419	NB623_RS00715	MHL_RS00800
OG0000420	NB623_RS00750	MHL_RS00835
OG0000421	NB623_RS00790	MHL_RS00865
OG0000422	NB623_RS00800	MHL_RS00875
OG0000423	NB623_RS00855	MHL_RS00930
OG0000424	NB623_RS00860	MHL_RS00935
OG0000425	NB623_RS00870	MHL_RS00945
OG0000426	NB623_RS00875	MHL_RS00950
OG0000427	NB623_RS00900	MHL_RS00975
OG0000428	NB623_RS00925	MHL_RS01000
OG0000429	NB623_RS01145	MHL_RS01095
OG0000430	NB623_RS01190	MHL_RS01140
OG0000431	NB623_RS01200	MHL_RS01150
OG0000432	NB623_RS01230	MHL_RS01180
OG0000433	NB623_RS01245	MHL_RS01195
OG0000434	NB623_RS01255	MHL_RS01200
OG0000435	NB623_RS01265	MHL_RS01215
OG0000436	NB623_RS01290	MHL_RS01245
OG0000437	NB623_RS01300	MHL_RS01255
OG0000438	NB623_RS01305	MHL_RS03965
OG0000439	NB623_RS01310	MHL_RS01265
OG0000440	NB623_RS03115	MHL_RS03000
OG0000441	NB623_RS03150	MHL_RS03040
OG0000442	NB623_RS00135	MHL_RS00150
OG0000443	NB623_RS00180	MHL_RS00195
OG0000444	NB623_RS00195	MHL_RS00205
OG0000445	NB623_RS00220	MHL_RS00230
OG0000446	NB623_RS00245	MHL_RS00260
OG0000447	NB623_RS00255	MHL_RS00265
OG0000448	NB623_RS00280	MHL_RS00295
OG0000449	NB623_RS00305	MHL_RS00320
OG0000450	NB623_RS00315	MHL_RS00330
OG0000452	NB623_RS00380	MHL_RS00395
OG0000453	NB623_RS00415	MHL_RS00430
OG0000455	NB623_RS03705	MHL_RS03510
OG0000456	NB623_RS03580	MHL_RS03395
OG0000457	NB623_RS03545	MHL_RS03370
OG0000458	NB623_RS02670	MHL_RS02570
OG0000459	NB623_RS02700	MHL_RS02595
OG0000460	NB623_RS02710	MHL_RS02605
OG0000461	NB623_RS02755	MHL_RS02650
OG0000462	NB623_RS02750	MHL_RS02645
OG0000463	NB623_RS02745	MHL_RS02640
OG0000464	NB623_RS02740	MHL_RS02635
OG0000465	NB623_RS02735	MHL_RS02630
OG0000466	NB623_RS00385	MHL_RS00400
OG0000467	NB623_RS02845	MHL_RS02730
OG0000468	NB623_RS02130	MHL_RS02040
OG0000469	NB623_RS02070	MHL_RS02100
OG0000470	NB623_RS00850	MHL_RS03825
OG0000471	NB623_RS00930	MHL_RS01005
OG0000472	NB623_RS03500	MHL_RS03325
OG0000473	NB623_RS03690	MHL_RS03495
OG0000474	NB623_RS03695	MHL_RS03500
OG0000475	NB623_RS03700	MHL_RS03505
OG0000476	NB623_RS01675	MHL_RS01635
OG0000477	NB623_RS02785	MHL_RS02675
OG0000478	NB623_RS03630	MHL_RS03440
OG0000479	NB623_RS01445	MHL_RS01410
OG0000480	NB623_RS02065	MHL_RS03850
OG0000481	NB623_RS00825	MHL_RS00900
OG0000482	NB623_RS01330	MHL_RS01295
OG0000483	NB623_RS02020	MHL_RS02145
OG0000484	NB623_RS00190	MHL_RS00200
OG0000485	NB623_RS01295	MHL_RS01250
OG0000486	NB623_RS02450	MHL_RS02370
OG0000488	NB623_RS02055	MHL_RS02115
OG0000494	NB623_RS00635	MHL_RS00730
OG0000495	NB623_RS03005	MHL_RS02880
OG0000496	NB623_RS02990	MHL_RS04090
OG0000497	NB623_RS02985	MHL_RS02865
OG0000498	NB623_RS02900	MHL_RS02785
OG0000499	NB623_RS02865	MHL_RS02750
OG0000500	NB623_RS02165	MHL_RS02005
OG0000501	NB623_RS03220	MHL_RS03075
OG0000502	NB623_RS01320	MHL_RS01285
OG0000503	NB623_RS00765	MHL_RS00845
OG0000504	NB623_RS00905	MHL_RS00980
OG0000505	NB623_RS01065	MHL_RS01015
OG0000506	NB623_RS01075	MHL_RS01025
OG0000507	NB623_RS01110	MHL_RS01060
OG0000509	NB623_RS00275	MHL_RS00290
OG0000510	NB623_RS00285	MHL_RS00300
OG0000511	NB623_RS00420	MHL_RS00435
OG0000512	NB623_RS02715	MHL_RS02610
OG0000514	NB623_RS03025	MHL_RS02905
OG0000516	NB623_RS02090	MHL_RS02085
OG0000517	NB623_RS00065	MHL_RS00070
OG0000519	NB623_RS00795	MHL_RS00870
OG0000520	NB623_RS00920	MHL_RS00995
OG0000522	NB623_RS00290	MHL_RS00305
OG0000523	NB623_RS03540	MHL_RS03365
OG0000524	NB623_RS02840	MHL_RS02725
OG0000525	NB623_RS03505	MHL_RS03330
OG0000526	NB623_RS02260	MHL_RS04020
OG0000527	NB623_RS02315	MHL_RS01840
OG0000528	NB623_RS02080	MHL_RS02090
OG0000531	NB623_RS01520	MHL_RS01480
OG0000532	NB623_RS01745	MHL_RS01715
OG0000533	NB623_RS00595	MHL_RS03945
OG0000534	NB623_RS00370	MHL_RS00385
OG0000536	NB623_RS03735	MHL_RS03540
OG0000540	NB623_RS02805	MHL_RS02695
OG0000541	NB623_RS02880	MHL_RS02765
OG0000543	NB623_RS01930	MHL_RS01650
OG0000544	NB623_RS01375	MHL_RS01335
OG0000545	NB623_RS02270	MHL_RS01905
OG0000546	NB623_RS02950	MHL_RS02835
OG0000552	NB623_RS03300	MHL_RS03150
OG0000553	NB623_RS02855	MHL_RS02740
OG0000554	NB623_RS02535	MHL_RS04060
OG0000557	NB623_RS01385	MHL_RS01345
OG0000558	NB623_RS01355	MHL_RS01315
OG0000559	NB623_RS01825	MHL_RS01775
OG0000560	NB623_RS02290	MHL_RS01890
OG0000561	NB623_RS01240	MHL_RS01190
OG0000562	NB623_RS02280	MHL_RS01895
OG0000563	NB623_RS02295	MHL_RS01880
OG0000564	NB623_RS01405	MHL_RS01370
OG0000565	NB623_RS02220	MHL_RS01945
OG0000566	NB623_RS02240	MHL_RS01935
OG0000567	NB623_RS02265	MHL_RS01910
OG0000568	NB623_RS00685	MHL_RS00775
OG0000569	NB623_RS01360	MHL_RS01320
OG0000570	NB623_RS01365	MHL_RS01325
OG0000571	NB623_RS01370	MHL_RS01330
OG0000572	NB623_RS01390	MHL_RS01350
OG0000573	NB623_RS01820	MHL_RS01770
OG0000574	NB623_RS01425	MHL_RS01390
OG0000575	NB623_RS01350	MHL_RS01305
OG0000576	NB623_RS01775	MHL_RS03700
OG0000577	NB623_RS02825	MHL_RS02715
OG0000578	NB623_RS02850	MHL_RS02735
OG0000579	NB623_RS02305	MHL_RS01850
OG0000580	NB623_RS02955	MHL_RS02840
OG0000581	NB623_RS02310	MHL_RS01845
OG0000582	NB623_RS01380	MHL_RS03975
OG0000583	NB623_RS01810	MHL_RS01765
OG0000584	NB623_RS01955	MHL_RS00660
OG0000585	NB623_RS02350	MHL_RS03810
OG0000586	NB623_RS01795	MHL_RS01750
