Orthogroup	MHP_111A_genes	MHP_MHP653_genes
OG0000212	NB623_RS01080	DR096_RS02690
OG0000213	NB623_RS01085	DR096_RS02695
OG0000214	NB623_RS01090	DR096_RS02700
OG0000215	NB623_RS01095	DR096_RS02705
OG0000216	NB623_RS01100	DR096_RS02710
OG0000217	NB623_RS01105	DR096_RS02715
OG0000218	NB623_RS01115	DR096_RS02725
OG0000219	NB623_RS01120	DR096_RS02730
OG0000220	NB623_RS01125	DR096_RS02735
OG0000221	NB623_RS01130	DR096_RS02740
OG0000222	NB623_RS01135	DR096_RS02745
OG0000223	NB623_RS01140	DR096_RS02750
OG0000224	NB623_RS01150	DR096_RS02760
OG0000225	NB623_RS01160	DR096_RS02770
OG0000226	NB623_RS01165	DR096_RS02775
OG0000227	NB623_RS01170	DR096_RS02780
OG0000228	NB623_RS01175	DR096_RS04885
OG0000229	NB623_RS01180	DR096_RS02790
OG0000230	NB623_RS01185	DR096_RS02795
OG0000231	NB623_RS01195	DR096_RS02805
OG0000232	NB623_RS01205	DR096_RS02815
OG0000233	NB623_RS01225	DR096_RS01885
OG0000234	NB623_RS01260	DR096_RS01920
OG0000235	NB623_RS01270	DR096_RS01930
OG0000236	NB623_RS01275	DR096_RS01935
OG0000237	NB623_RS01280	DR096_RS01940
OG0000238	NB623_RS01285	DR096_RS01950
OG0000239	NB623_RS03105	DR096_RS00850
OG0000240	NB623_RS03110	DR096_RS00845
OG0000241	NB623_RS03120	DR096_RS00835
OG0000242	NB623_RS03125	DR096_RS00830
OG0000243	NB623_RS03130	DR096_RS00825
OG0000244	NB623_RS03140	DR096_RS00815
OG0000245	NB623_RS03145	DR096_RS00805
OG0000246	NB623_RS00130	DR096_RS02525
OG0000247	NB623_RS00140	DR096_RS00365
OG0000248	NB623_RS00150	DR096_RS00355
OG0000249	NB623_RS00155	DR096_RS00350
OG0000250	NB623_RS00175	DR096_RS00335
OG0000251	NB623_RS00205	DR096_RS00300
OG0000252	NB623_RS00210	DR096_RS00290
OG0000253	NB623_RS00215	DR096_RS00285
OG0000254	NB623_RS00225	DR096_RS00275
OG0000255	NB623_RS00230	DR096_RS00265
OG0000256	NB623_RS00240	DR096_RS00260
OG0000257	NB623_RS00260	DR096_RS00235
OG0000258	NB623_RS00270	DR096_RS00225
OG0000259	NB623_RS00300	DR096_RS00195
OG0000260	NB623_RS00310	DR096_RS00185
OG0000261	NB623_RS00320	DR096_RS04485
OG0000262	NB623_RS00340	DR096_RS00160
OG0000263	NB623_RS00350	DR096_RS00145
OG0000264	NB623_RS00365	DR096_RS00130
OG0000265	NB623_RS00375	DR096_RS00120
OG0000266	NB623_RS00390	DR096_RS00105
OG0000267	NB623_RS00405	DR096_RS00090
OG0000268	NB623_RS00410	DR096_RS00085
OG0000269	NB623_RS00425	DR096_RS00070
OG0000270	NB623_RS03685	DR096_RS04570
OG0000271	NB623_RS03675	DR096_RS01000
OG0000272	NB623_RS03670	DR096_RS00995
OG0000273	NB623_RS03665	DR096_RS00990
OG0000274	NB623_RS03650	DR096_RS00970
OG0000275	NB623_RS03640	DR096_RS04560
OG0000276	NB623_RS03635	DR096_RS00960
OG0000277	NB623_RS03625	DR096_RS00950
OG0000278	NB623_RS03620	DR096_RS00945
OG0000279	NB623_RS03615	DR096_RS00935
OG0000280	NB623_RS03605	DR096_RS00930
OG0000281	NB623_RS03600	DR096_RS00925
OG0000282	NB623_RS03570, NB623_RS03575	DR096_RS04550
OG0000283	NB623_RS03565	DR096_RS00895
OG0000284	NB623_RS03560	DR096_RS00890
OG0000285	NB623_RS03555	DR096_RS04545
OG0000286	NB623_RS02575	DR096_RS03490
OG0000287	NB623_RS02675	DR096_RS02920
OG0000288	NB623_RS02685	DR096_RS02930
OG0000289	NB623_RS02690	DR096_RS02935
OG0000290	NB623_RS02810	DR096_RS02450
OG0000291	NB623_RS02800	DR096_RS02460
OG0000292	NB623_RS02795	DR096_RS02465
OG0000293	NB623_RS02790	DR096_RS02470
OG0000294	NB623_RS02780	DR096_RS02480
OG0000295	NB623_RS02775	DR096_RS02485
OG0000296	NB623_RS02730	DR096_RS02970
OG0000297	NB623_RS02725	DR096_RS02965
OG0000298	NB623_RS00165	DR096_RS00340
OG0000299	NB623_RS00185	DR096_RS00315
OG0000300	NB623_RS00360	DR096_RS00135
OG0000301	NB623_RS00395	DR096_RS00100
OG0000302	NB623_RS00400	DR096_RS00095
OG0000303	NB623_RS00555	DR096_RS02630
OG0000304	NB623_RS01210	DR096_RS02820
OG0000305	NB623_RS03045	DR096_RS01110
OG0000306	NB623_RS02970	DR096_RS01185
OG0000307	NB623_RS02930	DR096_RS01515
OG0000308	NB623_RS02835	DR096_RS02430
OG0000309	NB623_RS02765	DR096_RS02495
OG0000310	NB623_RS02680	DR096_RS02925
OG0000311	NB623_RS02635	DR096_RS02985
OG0000312	NB623_RS02620	DR096_RS03000
OG0000313	NB623_RS01715	DR096_RS01365
OG0000314	NB623_RS02140	DR096_RS00495
OG0000315	NB623_RS02110	DR096_RS00525
OG0000316	NB623_RS02100	DR096_RS00535
OG0000317	NB623_RS02005	DR096_RS00625
OG0000318	NB623_RS02095	DR096_RS04510
OG0000319	NB623_RS02370	DR096_RS02875
OG0000320	NB623_RS02500	DR096_RS01700
OG0000321	NB623_RS01450	DR096_RS01630
OG0000322	NB623_RS01500	DR096_RS01585
OG0000323	NB623_RS01630	DR096_RS01290
OG0000324	NB623_RS02410	DR096_RS03180
OG0000325	NB623_RS00705	DR096_RS02085
OG0000326	NB623_RS00805	DR096_RS02180
OG0000327	NB623_RS00810	DR096_RS02185
OG0000328	NB623_RS00895	DR096_RS02365
OG0000329	NB623_RS00915	DR096_RS02385
OG0000330	NB623_RS01235	DR096_RS01895
OG0000331	NB623_RS03135	DR096_RS00820
OG0000332	NB623_RS03270	DR096_RS00705
OG0000333	NB623_RS03280	DR096_RS00695
OG0000334	NB623_RS03380	DR096_RS03100
OG0000335	NB623_RS03390	DR096_RS04740
OG0000336	NB623_RS03590	DR096_RS04555
OG0000337	NB623_RS03765	DR096_RS01765
OG0000338	NB623_RS03805	DR096_RS01805
OG0000339	NB623_RS02475	DR096_RS03250
OG0000340	NB623_RS01430	DR096_RS01650
OG0000341	NB623_RS02435	DR096_RS03160
OG0000342	NB623_RS00735	DR096_RS02115
OG0000343	NB623_RS03290	DR096_RS00685
OG0000344	NB623_RS00570	DR096_RS02645
OG0000345	NB623_RS01155	DR096_RS02765
OG0000346	NB623_RS03595	DR096_RS04835
OG0000347	NB623_RS01525	DR096_RS01560
OG0000348	NB623_RS00815	DR096_RS02190
OG0000349	NB623_RS03655	DR096_RS04565
OG0000350	NB623_RS02920	DR096_RS01505
OG0000351	NB623_RS00480	DR096_RS00010
OG0000352	NB623_RS02160	DR096_RS00475
OG0000353	NB623_RS01490	DR096_RS01590
OG0000354	NB623_RS00630	DR096_RS03290
OG0000355	NB623_RS02185	DR096_RS04500
OG0000356	NB623_RS02105	DR096_RS04505
OG0000357	NB623_RS03245	DR096_RS04530
OG0000358	NB623_RS03250	DR096_RS00720
OG0000359	NB623_RS00780	DR096_RS04670
OG0000360	NB623_RS00265	DR096_RS00230
OG0000361	NB623_RS00295	DR096_RS00200
OG0000362	NB623_RS02705	DR096_RS02945
OG0000363	NB623_RS01565	DR096_RS01225
OG0000364	NB623_RS02210	DR096_RS00420
OG0000365	NB623_RS02060	DR096_RS00575
OG0000366	NB623_RS02035	DR096_RS00595
OG0000367	NB623_RS02025	DR096_RS00605
OG0000368	NB623_RS00060	DR096_RS01870
OG0000369	NB623_RS00025	DR096_RS04650
OG0000370	NB623_RS00020	DR096_RS01830
OG0000371	NB623_RS00015	DR096_RS01825
OG0000372	NB623_RS00010	DR096_RS01820
OG0000373	NB623_RS03795	DR096_RS01795
OG0000374	NB623_RS03785	DR096_RS01785
OG0000375	NB623_RS02365	DR096_RS02880
OG0000376	NB623_RS02515	DR096_RS01715
OG0000377	NB623_RS02505	DR096_RS01705
OG0000378	NB623_RS01410	DR096_RS01670
OG0000379	NB623_RS01485	DR096_RS01595
OG0000380	NB623_RS01515	DR096_RS01570
OG0000381	NB623_RS01555	DR096_RS01215
OG0000382	NB623_RS01585	DR096_RS01245
OG0000383	NB623_RS01625	DR096_RS01285
OG0000384	NB623_RS00510	DR096_RS03380
OG0000385	NB623_RS00520	DR096_RS03375
OG0000386	NB623_RS00535	DR096_RS02610
OG0000387	NB623_RS00560	DR096_RS02635
OG0000388	NB623_RS00565	DR096_RS04725
OG0000389	NB623_RS00610	DR096_RS03310
OG0000390	NB623_RS03065	DR096_RS01090
OG0000391	NB623_RS03055	DR096_RS01100
OG0000392	NB623_RS03030	DR096_RS01125
OG0000393	NB623_RS02975	DR096_RS04585
OG0000394	NB623_RS02895	DR096_RS01480
OG0000395	NB623_RS02890	DR096_RS01475
OG0000396	NB623_RS02580	DR096_RS03045
OG0000397	NB623_RS02175	DR096_RS00460
OG0000398	NB623_RS02170	DR096_RS00465
OG0000399	NB623_RS02125	DR096_RS00510
OG0000400	NB623_RS03210	DR096_RS00765
OG0000401	NB623_RS03275	DR096_RS00700
OG0000402	NB623_RS03285	DR096_RS00690
OG0000403	NB623_RS03295	DR096_RS00680
OG0000404	NB623_RS03325	DR096_RS00650
OG0000405	NB623_RS03340	DR096_RS00635
OG0000406	NB623_RS03395	DR096_RS03085
OG0000407	NB623_RS03400	DR096_RS04735
OG0000408	NB623_RS03405	DR096_RS03075
OG0000409	NB623_RS03410	DR096_RS03070
OG0000410	NB623_RS03495	DR096_RS03140
OG0000411	NB623_RS03480	DR096_RS03130
OG0000413	NB623_RS01640	DR096_RS01300
OG0000414	NB623_RS01650	DR096_RS01310
OG0000415	NB623_RS01655	DR096_RS01315
OG0000416	NB623_RS01665	DR096_RS01325
OG0000417	NB623_RS02430	DR096_RS03165
OG0000418	NB623_RS02420	DR096_RS03170
OG0000419	NB623_RS00715	DR096_RS02095
OG0000420	NB623_RS00750	DR096_RS02130
OG0000421	NB623_RS00790	DR096_RS02165
OG0000422	NB623_RS00800	DR096_RS02175
OG0000423	NB623_RS00855	DR096_RS02325
OG0000424	NB623_RS00860	DR096_RS02330
OG0000425	NB623_RS00870	DR096_RS02340
OG0000426	NB623_RS00875	DR096_RS04695
OG0000427	NB623_RS00900	DR096_RS04700
OG0000428	NB623_RS00925	DR096_RS02395
OG0000429	NB623_RS01145	DR096_RS02755
OG0000430	NB623_RS01190	DR096_RS02800
OG0000431	NB623_RS01200	DR096_RS02810
OG0000432	NB623_RS01230	DR096_RS01890
OG0000433	NB623_RS01245	DR096_RS01905
OG0000434	NB623_RS01255	DR096_RS01910
OG0000435	NB623_RS01265	DR096_RS01925
OG0000436	NB623_RS01290	DR096_RS01955
OG0000437	NB623_RS01300	DR096_RS01965
OG0000438	NB623_RS01305	DR096_RS01970
OG0000439	NB623_RS01310	DR096_RS01975
OG0000440	NB623_RS03115	DR096_RS00840
OG0000441	NB623_RS03150	DR096_RS00800
OG0000442	NB623_RS00135	DR096_RS02520
OG0000443	NB623_RS00180	DR096_RS00320
OG0000444	NB623_RS00195	DR096_RS00305
OG0000445	NB623_RS00220	DR096_RS00280
OG0000446	NB623_RS00245	DR096_RS00250
OG0000447	NB623_RS00255	DR096_RS00245
OG0000448	NB623_RS00280	DR096_RS00215
OG0000449	NB623_RS00305	DR096_RS00190
OG0000450	NB623_RS00315	DR096_RS00180
OG0000451	NB623_RS00355	DR096_RS00140
OG0000452	NB623_RS00380	DR096_RS03845
OG0000453	NB623_RS00415	DR096_RS00080
OG0000454	NB623_RS01755	DR096_RS01410
OG0000455	NB623_RS03705	DR096_RS01025
OG0000456	NB623_RS03580	DR096_RS00905
OG0000457	NB623_RS03545	DR096_RS00880
OG0000458	NB623_RS02670	DR096_RS02915
OG0000459	NB623_RS02700	DR096_RS02940
OG0000460	NB623_RS02710	DR096_RS02950
OG0000461	NB623_RS02755	DR096_RS02500
OG0000462	NB623_RS02750	DR096_RS02505
OG0000463	NB623_RS02745	DR096_RS02510
OG0000464	NB623_RS02740	DR096_RS02980
OG0000465	NB623_RS02735	DR096_RS02975
OG0000466	NB623_RS00385	DR096_RS00110
OG0000467	NB623_RS02845	DR096_RS04620
OG0000468	NB623_RS02130	DR096_RS00505
OG0000469	NB623_RS02070	DR096_RS00565
OG0000470	NB623_RS00850	DR096_RS03815
OG0000471	NB623_RS00930	DR096_RS02400
OG0000472	NB623_RS03500	DR096_RS03190
OG0000473	NB623_RS03690	DR096_RS01010
OG0000474	NB623_RS03695	DR096_RS01015
OG0000475	NB623_RS03700	DR096_RS01020
OG0000476	NB623_RS01675	DR096_RS01335
OG0000477	NB623_RS02785	DR096_RS02475
OG0000478	NB623_RS03630	DR096_RS00955
OG0000479	NB623_RS01445	DR096_RS01635
OG0000480	NB623_RS02065	DR096_RS03790
OG0000481	NB623_RS00825	DR096_RS02200
OG0000482	NB623_RS01330	DR096_RS02280
OG0000483	NB623_RS02020	DR096_RS00610
OG0000484	NB623_RS00190	DR096_RS04490
OG0000485	NB623_RS01295	DR096_RS01960
OG0000486	NB623_RS02450	DR096_RS03145
OG0000488	NB623_RS02055	DR096_RS00580
OG0000490	NB623_RS03800	DR096_RS01800
OG0000493	NB623_RS00575	DR096_RS02650
OG0000494	NB623_RS00635	DR096_RS03285
OG0000495	NB623_RS03005	DR096_RS01155
OG0000496	NB623_RS02990	DR096_RS01165
OG0000497	NB623_RS02985	DR096_RS01170
OG0000498	NB623_RS02900	DR096_RS01485
OG0000499	NB623_RS02865	DR096_RS01450
OG0000500	NB623_RS02165	DR096_RS00470
OG0000501	NB623_RS03220	DR096_RS00755
OG0000502	NB623_RS01320	DR096_RS02290
OG0000503	NB623_RS00765	DR096_RS02145
OG0000504	NB623_RS00905	DR096_RS02375
OG0000505	NB623_RS01065	DR096_RS02675
OG0000506	NB623_RS01075	DR096_RS02685
OG0000507	NB623_RS01110	DR096_RS02720
OG0000509	NB623_RS00275	DR096_RS00220
OG0000510	NB623_RS00285	DR096_RS00210
OG0000511	NB623_RS00420	DR096_RS00075
OG0000512	NB623_RS02715	DR096_RS02955
OG0000514	NB623_RS03025	DR096_RS01130
OG0000516	NB623_RS02090	DR096_RS04520
OG0000517	NB623_RS00065	DR096_RS01880
OG0000519	NB623_RS00795	DR096_RS02170
OG0000520	NB623_RS00920	DR096_RS02390
OG0000522	NB623_RS00290	DR096_RS00205
OG0000523	NB623_RS03540	DR096_RS00875
OG0000524	NB623_RS02840	DR096_RS01420
OG0000525	NB623_RS03505	DR096_RS04760
OG0000526	NB623_RS02260	DR096_RS03880
OG0000527	NB623_RS02315	DR096_RS03455
OG0000528	NB623_RS02080	DR096_RS00555
OG0000531	NB623_RS01520	DR096_RS01565
OG0000532	NB623_RS01745	DR096_RS01395
OG0000533	NB623_RS00595	DR096_RS03320
OG0000534	NB623_RS00370	DR096_RS00125
OG0000540	NB623_RS02805	DR096_RS02455
OG0000541	NB623_RS02880	DR096_RS01465
OG0000543	NB623_RS01930	DR096_RS03760
OG0000544	NB623_RS01375	DR096_RS04680
OG0000545	NB623_RS02270	DR096_RS03395
OG0000546	NB623_RS02950	DR096_RS01200
OG0000552	NB623_RS03300	DR096_RS00675
OG0000553	NB623_RS02855	DR096_RS04625
OG0000554	NB623_RS02535	DR096_RS01730
OG0000555	NB623_RS03080	DR096_RS04580
OG0000557	NB623_RS01385	DR096_RS02225
OG0000558	NB623_RS01355	DR096_RS02255
OG0000559	NB623_RS01825	DR096_RS02035
OG0000560	NB623_RS02290	DR096_RS03410
OG0000561	NB623_RS01240	DR096_RS01900
OG0000562	NB623_RS02280	DR096_RS03405
OG0000563	NB623_RS02295	DR096_RS03420
OG0000564	NB623_RS01405	DR096_RS01675
OG0000565	NB623_RS02220	DR096_RS00410
OG0000566	NB623_RS02240	DR096_RS00400
OG0000567	NB623_RS02265	DR096_RS00370
OG0000568	NB623_RS00685	DR096_RS02070
OG0000569	NB623_RS01360	DR096_RS02250
OG0000570	NB623_RS01365	DR096_RS04685
OG0000571	NB623_RS01370	DR096_RS02240
OG0000572	NB623_RS01390	DR096_RS02220
OG0000573	NB623_RS01820	DR096_RS02030
OG0000574	NB623_RS01425	DR096_RS01655
OG0000575	NB623_RS01350	DR096_RS02265
OG0000576	NB623_RS01775	DR096_RS01985
OG0000578	NB623_RS02850	DR096_RS01430
OG0000579	NB623_RS02305	DR096_RS03475
OG0000580	NB623_RS02955	DR096_RS04010
OG0000581	NB623_RS02310	DR096_RS03460
OG0000582	NB623_RS01380	DR096_RS04675
OG0000583	NB623_RS01810	DR096_RS02020
OG0000585	NB623_RS02350	DR096_RS02895
OG0000586	NB623_RS01795	DR096_RS04145
OG0000587	NB623_RS02215	DR096_RS04830
