Orthogroup	MHP_111A_genes	MHP_1257_genes
OG0000130	NB623_RS01590	ABKJ22_RS01485
OG0000131	NB623_RS01620	ABKJ22_RS01515
OG0000132	NB623_RS01635	ABKJ22_RS01530
OG0000133	NB623_RS00525	ABKJ22_RS00530
OG0000134	NB623_RS00530	ABKJ22_RS00535
OG0000135	NB623_RS00545	ABKJ22_RS00550
OG0000136	NB623_RS00550	ABKJ22_RS00555
OG0000137	NB623_RS00590	ABKJ22_RS00585
OG0000138	NB623_RS00615	ABKJ22_RS01080
OG0000139	NB623_RS00645	ABKJ22_RS01050
OG0000140	NB623_RS00650	ABKJ22_RS01045
OG0000141	NB623_RS03095	ABKJ22_RS02875
OG0000142	NB623_RS03090	ABKJ22_RS02870
OG0000143	NB623_RS03075	ABKJ22_RS02850
OG0000144	NB623_RS03060	ABKJ22_RS02840
OG0000145	NB623_RS03050	ABKJ22_RS02830
OG0000146	NB623_RS03040	ABKJ22_RS02820
OG0000147	NB623_RS03035	ABKJ22_RS02815
OG0000148	NB623_RS03020	ABKJ22_RS02800
OG0000149	NB623_RS03010	ABKJ22_RS02790
OG0000150	NB623_RS02995	ABKJ22_RS02775
OG0000151	NB623_RS02945	ABKJ22_RS02720
OG0000152	NB623_RS02940	ABKJ22_RS02715
OG0000153	NB623_RS02935	ABKJ22_RS02710
OG0000154	NB623_RS02925	ABKJ22_RS02700
OG0000155	NB623_RS02885	ABKJ22_RS02660
OG0000156	NB623_RS02875	ABKJ22_RS02650
OG0000157	NB623_RS02870	ABKJ22_RS02645
OG0000158	NB623_RS02860	ABKJ22_RS02635
OG0000159	NB623_RS02615	ABKJ22_RS02410
OG0000160	NB623_RS02610	ABKJ22_RS02405
OG0000161	NB623_RS02605	ABKJ22_RS02400
OG0000162	NB623_RS02595	ABKJ22_RS02390
OG0000163	NB623_RS02590	ABKJ22_RS02385
OG0000164	NB623_RS01725	ABKJ22_RS01610
OG0000165	NB623_RS02155	ABKJ22_RS01915
OG0000166	NB623_RS02135	ABKJ22_RS01935
OG0000167	NB623_RS02120	ABKJ22_RS01950
OG0000168	NB623_RS02115	ABKJ22_RS01955
OG0000169	NB623_RS03200	ABKJ22_RS02950
OG0000170	NB623_RS03215	ABKJ22_RS02965
OG0000171	NB623_RS03225	ABKJ22_RS02975
OG0000172	NB623_RS03230	ABKJ22_RS02980
OG0000173	NB623_RS03235	ABKJ22_RS02985
OG0000174	NB623_RS03240	ABKJ22_RS02990
OG0000175	NB623_RS03265	ABKJ22_RS03005
OG0000176	NB623_RS03310	ABKJ22_RS03050
OG0000177	NB623_RS03315	ABKJ22_RS03055
OG0000178	NB623_RS03320	ABKJ22_RS03060
OG0000179	NB623_RS03330	ABKJ22_RS03070
OG0000180	NB623_RS03335	ABKJ22_RS03075
OG0000181	NB623_RS03375	ABKJ22_RS03105
OG0000182	NB623_RS03385	ABKJ22_RS03115
OG0000183	NB623_RS03420	ABKJ22_RS03150
OG0000184	NB623_RS03485	ABKJ22_RS03190
OG0000185	NB623_RS03475	ABKJ22_RS03175
OG0000186	NB623_RS01645	ABKJ22_RS01540
OG0000187	NB623_RS01660	ABKJ22_RS01555
OG0000188	NB623_RS01670	ABKJ22_RS01565
OG0000189	NB623_RS02445	ABKJ22_RS02110
OG0000190	NB623_RS02440	ABKJ22_RS02115
OG0000191	NB623_RS02415	ABKJ22_RS02135
OG0000192	NB623_RS01340	ABKJ22_RS01230
OG0000193	NB623_RS01325	ABKJ22_RS01220
OG0000194	NB623_RS00690	ABKJ22_RS01010
OG0000195	NB623_RS00695	ABKJ22_RS01005
OG0000196	NB623_RS00720	ABKJ22_RS00985
OG0000197	NB623_RS00730	ABKJ22_RS00980
OG0000198	NB623_RS00740	ABKJ22_RS00965
OG0000199	NB623_RS00745	ABKJ22_RS00960
OG0000200	NB623_RS00760	ABKJ22_RS00945
OG0000201	NB623_RS00770	ABKJ22_RS00935
OG0000202	NB623_RS00830	ABKJ22_RS00880
OG0000203	NB623_RS00835	ABKJ22_RS00875
OG0000204	NB623_RS00840	ABKJ22_RS00870
OG0000205	NB623_RS00845	ABKJ22_RS00865
OG0000206	NB623_RS00865	ABKJ22_RS00845
OG0000207	NB623_RS00880	ABKJ22_RS00830
OG0000208	NB623_RS00885	ABKJ22_RS00825
OG0000209	NB623_RS00890	ABKJ22_RS00820
OG0000210	NB623_RS00935	ABKJ22_RS00775
OG0000211	NB623_RS01070	ABKJ22_RS00745
OG0000212	NB623_RS01080	ABKJ22_RS00735
OG0000213	NB623_RS01085	ABKJ22_RS00730
OG0000214	NB623_RS01090	ABKJ22_RS00725
OG0000215	NB623_RS01095	ABKJ22_RS00720
OG0000216	NB623_RS01100	ABKJ22_RS00715
OG0000217	NB623_RS01105	ABKJ22_RS00710
OG0000218	NB623_RS01115	ABKJ22_RS00700
OG0000219	NB623_RS01120	ABKJ22_RS00695
OG0000220	NB623_RS01125	ABKJ22_RS00690
OG0000221	NB623_RS01130	ABKJ22_RS00685
OG0000222	NB623_RS01135	ABKJ22_RS00680
OG0000223	NB623_RS01140	ABKJ22_RS00675
OG0000224	NB623_RS01150	ABKJ22_RS00665
OG0000225	NB623_RS01160	ABKJ22_RS00655
OG0000226	NB623_RS01165	ABKJ22_RS00650
OG0000227	NB623_RS01170	ABKJ22_RS00645
OG0000228	NB623_RS01175	ABKJ22_RS00640
OG0000229	NB623_RS01180	ABKJ22_RS00635
OG0000230	NB623_RS01185	ABKJ22_RS00630
OG0000231	NB623_RS01195	ABKJ22_RS00620
OG0000232	NB623_RS01205	ABKJ22_RS00610
OG0000233	NB623_RS01225	ABKJ22_RS01110
OG0000234	NB623_RS01260	ABKJ22_RS01145
OG0000235	NB623_RS01270	ABKJ22_RS01155
OG0000236	NB623_RS01275	ABKJ22_RS01160
OG0000237	NB623_RS01280	ABKJ22_RS01165
OG0000238	NB623_RS01285	ABKJ22_RS01170
OG0000239	NB623_RS03105	ABKJ22_RS02885
OG0000240	NB623_RS03110	ABKJ22_RS02890
OG0000241	NB623_RS03120	ABKJ22_RS02900
OG0000242	NB623_RS03125	ABKJ22_RS02905
OG0000243	NB623_RS03130	ABKJ22_RS02910
OG0000244	NB623_RS03140	ABKJ22_RS02920
OG0000245	NB623_RS03145	ABKJ22_RS02930
OG0000246	NB623_RS00130	ABKJ22_RS00135
OG0000247	NB623_RS00140	ABKJ22_RS00145
OG0000248	NB623_RS00150	ABKJ22_RS00155
OG0000249	NB623_RS00155	ABKJ22_RS00160
OG0000250	NB623_RS00175	ABKJ22_RS00175
OG0000251	NB623_RS00205	ABKJ22_RS00205
OG0000252	NB623_RS00210	ABKJ22_RS00215
OG0000253	NB623_RS00215	ABKJ22_RS00220
OG0000254	NB623_RS00225	ABKJ22_RS00230
OG0000255	NB623_RS00230	ABKJ22_RS00235
OG0000256	NB623_RS00240	ABKJ22_RS00240
OG0000257	NB623_RS00260	ABKJ22_RS00265
OG0000258	NB623_RS00270	ABKJ22_RS00275
OG0000259	NB623_RS00300	ABKJ22_RS00305
OG0000260	NB623_RS00310	ABKJ22_RS00315
OG0000261	NB623_RS00320	ABKJ22_RS00325
OG0000262	NB623_RS00340	ABKJ22_RS00340
OG0000263	NB623_RS00350	ABKJ22_RS00355
OG0000264	NB623_RS00365	ABKJ22_RS00370
OG0000265	NB623_RS00375	ABKJ22_RS00380
OG0000266	NB623_RS00390	ABKJ22_RS00395
OG0000267	NB623_RS00405	ABKJ22_RS00410
OG0000268	NB623_RS00410	ABKJ22_RS00415
OG0000269	NB623_RS00425	ABKJ22_RS00440
OG0000270	NB623_RS03685	ABKJ22_RS03375
OG0000271	NB623_RS03675	ABKJ22_RS03370
OG0000272	NB623_RS03670	ABKJ22_RS03365
OG0000273	NB623_RS03665	ABKJ22_RS03360
OG0000274	NB623_RS03650	ABKJ22_RS03340
OG0000275	NB623_RS03640	ABKJ22_RS03335
OG0000276	NB623_RS03635	ABKJ22_RS03330
OG0000277	NB623_RS03625	ABKJ22_RS03320
OG0000278	NB623_RS03620	ABKJ22_RS03315
OG0000279	NB623_RS03615	ABKJ22_RS03305
OG0000280	NB623_RS03605	ABKJ22_RS03300
OG0000281	NB623_RS03600	ABKJ22_RS03295
OG0000282	NB623_RS03570	ABKJ22_RS03270
OG0000283	NB623_RS03565	ABKJ22_RS03265
OG0000284	NB623_RS03560	ABKJ22_RS03260
OG0000285	NB623_RS03555	ABKJ22_RS03255
OG0000286	NB623_RS02575	ABKJ22_RS02370
OG0000287	NB623_RS02675	ABKJ22_RS02465
OG0000288	NB623_RS02685	ABKJ22_RS02475
OG0000289	NB623_RS02690	ABKJ22_RS02480
OG0000290	NB623_RS02810	ABKJ22_RS02590
OG0000291	NB623_RS02800	ABKJ22_RS02580
OG0000292	NB623_RS02795	ABKJ22_RS02575
OG0000293	NB623_RS02790	ABKJ22_RS02570
OG0000294	NB623_RS02780	ABKJ22_RS02560
OG0000295	NB623_RS02775	ABKJ22_RS02555
OG0000296	NB623_RS02730	ABKJ22_RS02515
OG0000297	NB623_RS02725	ABKJ22_RS02510
OG0000298	NB623_RS00165	ABKJ22_RS00170
OG0000299	NB623_RS00185	ABKJ22_RS00190
OG0000300	NB623_RS00360	ABKJ22_RS00365
OG0000301	NB623_RS00395	ABKJ22_RS00400
OG0000302	NB623_RS00400	ABKJ22_RS00405
OG0000303	NB623_RS00555	ABKJ22_RS00560
OG0000304	NB623_RS01210	ABKJ22_RS00605
OG0000305	NB623_RS03045	ABKJ22_RS02825
OG0000306	NB623_RS02970	ABKJ22_RS02745
OG0000307	NB623_RS02930	ABKJ22_RS02705
OG0000308	NB623_RS02835	ABKJ22_RS02610
OG0000309	NB623_RS02765	ABKJ22_RS02545
OG0000310	NB623_RS02680	ABKJ22_RS02470
OG0000311	NB623_RS02635	ABKJ22_RS02430
OG0000312	NB623_RS02620	ABKJ22_RS02415
OG0000313	NB623_RS01715	ABKJ22_RS01600
OG0000314	NB623_RS02140	ABKJ22_RS01930
OG0000315	NB623_RS02110	ABKJ22_RS01960
OG0000316	NB623_RS02100	ABKJ22_RS01970
OG0000317	NB623_RS02005	ABKJ22_RS02065
OG0000318	NB623_RS02095	ABKJ22_RS01975
OG0000319	NB623_RS02370	ABKJ22_RS02180
OG0000320	NB623_RS02500	ABKJ22_RS02315
OG0000321	NB623_RS01450	ABKJ22_RS01350
OG0000322	NB623_RS01500	ABKJ22_RS01395
OG0000323	NB623_RS01630	ABKJ22_RS01525
OG0000324	NB623_RS02410	ABKJ22_RS02140
OG0000325	NB623_RS00705	ABKJ22_RS01000
OG0000326	NB623_RS00805	ABKJ22_RS00905
OG0000327	NB623_RS00810	ABKJ22_RS00900
OG0000328	NB623_RS00895	ABKJ22_RS00815
OG0000329	NB623_RS00915	ABKJ22_RS00795
OG0000330	NB623_RS01235	ABKJ22_RS01120
OG0000331	NB623_RS03135	ABKJ22_RS02915
OG0000332	NB623_RS03270	ABKJ22_RS03015
OG0000333	NB623_RS03280	ABKJ22_RS03025
OG0000334	NB623_RS03380	ABKJ22_RS03110
OG0000335	NB623_RS03390	ABKJ22_RS03120
OG0000336	NB623_RS03590	ABKJ22_RS03285
OG0000337	NB623_RS03765	ABKJ22_RS03460
OG0000338	NB623_RS03805	ABKJ22_RS03500
OG0000339	NB623_RS02475	ABKJ22_RS02290
OG0000340	NB623_RS01430	ABKJ22_RS01330
OG0000341	NB623_RS02435	ABKJ22_RS02120
OG0000342	NB623_RS00735	ABKJ22_RS00970
OG0000343	NB623_RS03290	ABKJ22_RS03035
OG0000344	NB623_RS00570	ABKJ22_RS00575
OG0000345	NB623_RS01155	ABKJ22_RS00660
OG0000346	NB623_RS03595	ABKJ22_RS03290
OG0000347	NB623_RS01525	ABKJ22_RS01420
OG0000348	NB623_RS00815	ABKJ22_RS00895
OG0000349	NB623_RS03655	ABKJ22_RS03350
OG0000350	NB623_RS02920	ABKJ22_RS02695
OG0000351	NB623_RS00480	ABKJ22_RS00495
OG0000352	NB623_RS02160	ABKJ22_RS01910
OG0000353	NB623_RS01490	ABKJ22_RS01390
OG0000354	NB623_RS00630	ABKJ22_RS01065
OG0000355	NB623_RS02185	ABKJ22_RS01885
OG0000356	NB623_RS02105	ABKJ22_RS01965
OG0000357	NB623_RS03245	ABKJ22_RS02995
OG0000358	NB623_RS03250	ABKJ22_RS03000
OG0000359	NB623_RS00780	ABKJ22_RS00925
OG0000360	NB623_RS00265	ABKJ22_RS00270
OG0000361	NB623_RS00295	ABKJ22_RS00300
OG0000362	NB623_RS02705	ABKJ22_RS02490
OG0000363	NB623_RS01565	ABKJ22_RS01460
OG0000364	NB623_RS02210	ABKJ22_RS01860
OG0000365	NB623_RS02060	ABKJ22_RS02015
OG0000366	NB623_RS02035	ABKJ22_RS02035
OG0000367	NB623_RS02025	ABKJ22_RS02045
OG0000368	NB623_RS00060	ABKJ22_RS00060
OG0000369	NB623_RS00025	ABKJ22_RS00025
OG0000370	NB623_RS00020	ABKJ22_RS00020
OG0000371	NB623_RS00015	ABKJ22_RS00015
OG0000372	NB623_RS00010	ABKJ22_RS00010
OG0000373	NB623_RS03795	ABKJ22_RS03490
OG0000374	NB623_RS03785	ABKJ22_RS03480
OG0000375	NB623_RS02365	ABKJ22_RS02185
OG0000376	NB623_RS02515	ABKJ22_RS02330
OG0000377	NB623_RS02505	ABKJ22_RS02320
OG0000378	NB623_RS01410	ABKJ22_RS01310
OG0000379	NB623_RS01485	ABKJ22_RS01385
OG0000380	NB623_RS01515	ABKJ22_RS01410
OG0000381	NB623_RS01555	ABKJ22_RS01450
OG0000382	NB623_RS01585	ABKJ22_RS01480
OG0000383	NB623_RS01625	ABKJ22_RS01520
OG0000384	NB623_RS00510	ABKJ22_RS00515
OG0000385	NB623_RS00520	ABKJ22_RS00520
OG0000386	NB623_RS00535	ABKJ22_RS00540
OG0000387	NB623_RS00560	ABKJ22_RS00565
OG0000388	NB623_RS00565	ABKJ22_RS00570
OG0000389	NB623_RS00610	ABKJ22_RS01085
OG0000390	NB623_RS03065	ABKJ22_RS02845
OG0000391	NB623_RS03055	ABKJ22_RS02835
OG0000392	NB623_RS03030	ABKJ22_RS02810
OG0000393	NB623_RS02975	ABKJ22_RS02755
OG0000394	NB623_RS02895	ABKJ22_RS02670
OG0000395	NB623_RS02890	ABKJ22_RS02665
OG0000396	NB623_RS02580	ABKJ22_RS02375
OG0000397	NB623_RS02175	ABKJ22_RS01895
OG0000398	NB623_RS02170	ABKJ22_RS01900
OG0000399	NB623_RS02125	ABKJ22_RS01945
OG0000400	NB623_RS03210	ABKJ22_RS02960
OG0000401	NB623_RS03275	ABKJ22_RS03020
OG0000402	NB623_RS03285	ABKJ22_RS03030
OG0000403	NB623_RS03295	ABKJ22_RS03040
OG0000404	NB623_RS03325	ABKJ22_RS03065
OG0000405	NB623_RS03340	ABKJ22_RS03080
OG0000406	NB623_RS03395	ABKJ22_RS03125
OG0000407	NB623_RS03400	ABKJ22_RS03130
OG0000408	NB623_RS03405	ABKJ22_RS03135
OG0000409	NB623_RS03410	ABKJ22_RS03140
OG0000410	NB623_RS03495	ABKJ22_RS03195
OG0000411	NB623_RS03480	ABKJ22_RS03185
OG0000413	NB623_RS01640	ABKJ22_RS01535
OG0000414	NB623_RS01650	ABKJ22_RS01545
OG0000415	NB623_RS01655	ABKJ22_RS01550
OG0000416	NB623_RS01665	ABKJ22_RS01560
OG0000417	NB623_RS02430	ABKJ22_RS02125
OG0000418	NB623_RS02420	ABKJ22_RS02130
OG0000419	NB623_RS00715	ABKJ22_RS00990
OG0000420	NB623_RS00750	ABKJ22_RS00955
OG0000421	NB623_RS00790	ABKJ22_RS00920
OG0000422	NB623_RS00800	ABKJ22_RS00910
OG0000423	NB623_RS00855	ABKJ22_RS00855
OG0000424	NB623_RS00860	ABKJ22_RS00850
OG0000425	NB623_RS00870	ABKJ22_RS00840
OG0000426	NB623_RS00875	ABKJ22_RS00835
OG0000427	NB623_RS00900	ABKJ22_RS00810
OG0000428	NB623_RS00925	ABKJ22_RS00785
OG0000429	NB623_RS01145	ABKJ22_RS00670
OG0000430	NB623_RS01190	ABKJ22_RS00625
OG0000431	NB623_RS01200	ABKJ22_RS00615
OG0000432	NB623_RS01230	ABKJ22_RS01115
OG0000433	NB623_RS01245	ABKJ22_RS01130
OG0000434	NB623_RS01255	ABKJ22_RS01135
OG0000435	NB623_RS01265	ABKJ22_RS01150
OG0000436	NB623_RS01290	ABKJ22_RS01175
OG0000437	NB623_RS01300	ABKJ22_RS01185
OG0000438	NB623_RS01305	ABKJ22_RS01190
OG0000439	NB623_RS01310	ABKJ22_RS01195
OG0000440	NB623_RS03115	ABKJ22_RS02895
OG0000441	NB623_RS03150	ABKJ22_RS02935
OG0000442	NB623_RS00135	ABKJ22_RS00140
OG0000443	NB623_RS00180	ABKJ22_RS00185
OG0000444	NB623_RS00195	ABKJ22_RS00200
OG0000445	NB623_RS00220	ABKJ22_RS00225
OG0000446	NB623_RS00245	ABKJ22_RS00250
OG0000447	NB623_RS00255	ABKJ22_RS00255
OG0000448	NB623_RS00280	ABKJ22_RS00285
OG0000449	NB623_RS00305	ABKJ22_RS00310
OG0000450	NB623_RS00315	ABKJ22_RS00320
OG0000451	NB623_RS00355	ABKJ22_RS00360
OG0000452	NB623_RS00380	ABKJ22_RS00385
OG0000453	NB623_RS00415	ABKJ22_RS00420
OG0000455	NB623_RS03705	ABKJ22_RS03395
OG0000456	NB623_RS03580	ABKJ22_RS03275
OG0000457	NB623_RS03545	ABKJ22_RS03250
OG0000458	NB623_RS02670	ABKJ22_RS02460
OG0000459	NB623_RS02700	ABKJ22_RS02485
OG0000460	NB623_RS02710	ABKJ22_RS02495
OG0000461	NB623_RS02755	ABKJ22_RS02540
OG0000462	NB623_RS02750	ABKJ22_RS02535
OG0000463	NB623_RS02745	ABKJ22_RS02530
OG0000464	NB623_RS02740	ABKJ22_RS02525
OG0000465	NB623_RS02735	ABKJ22_RS02520
OG0000466	NB623_RS00385	ABKJ22_RS00390
OG0000467	NB623_RS02845	ABKJ22_RS02620
OG0000468	NB623_RS02130	ABKJ22_RS01940
OG0000469	NB623_RS02070	ABKJ22_RS02000
OG0000470	NB623_RS00850	ABKJ22_RS00860
OG0000471	NB623_RS00930	ABKJ22_RS00780
OG0000472	NB623_RS03500	ABKJ22_RS03205
OG0000473	NB623_RS03690	ABKJ22_RS03380
OG0000474	NB623_RS03695	ABKJ22_RS03385
OG0000475	NB623_RS03700	ABKJ22_RS03390
OG0000476	NB623_RS01675	ABKJ22_RS01570
OG0000477	NB623_RS02785	ABKJ22_RS02565
OG0000478	NB623_RS03630	ABKJ22_RS03325
OG0000479	NB623_RS01445	ABKJ22_RS01345
OG0000480	NB623_RS02065	ABKJ22_RS02005
OG0000481	NB623_RS00825	ABKJ22_RS00885
OG0000482	NB623_RS01330	ABKJ22_RS01225
OG0000483	NB623_RS02020	ABKJ22_RS02050
OG0000484	NB623_RS00190	ABKJ22_RS00195
OG0000485	NB623_RS01295	ABKJ22_RS01180
OG0000486	NB623_RS02450	ABKJ22_RS02105
OG0000488	NB623_RS02055	ABKJ22_RS02020
