Orthogroup	MHP_UFV02_genes	MHP_4284_genes
OG0000226	FEF31_RS00685	ABLE99_RS00645
OG0000227	FEF31_RS00690	ABLE99_RS00640
OG0000228	FEF31_RS04770	ABLE99_RS00635
OG0000229	FEF31_RS00700	ABLE99_RS00630
OG0000230	FEF31_RS00705	ABLE99_RS00625
OG0000231	FEF31_RS00715	ABLE99_RS00615
OG0000232	FEF31_RS00725	ABLE99_RS00605
OG0000233	FEF31_RS00750	ABLE99_RS01065
OG0000234	FEF31_RS00785	ABLE99_RS01100
OG0000235	FEF31_RS00795	ABLE99_RS01110
OG0000236	FEF31_RS00800	ABLE99_RS01115
OG0000237	FEF31_RS00805	ABLE99_RS01120
OG0000238	FEF31_RS00810	ABLE99_RS01125
OG0000239	FEF31_RS02680	ABLE99_RS02835
OG0000240	FEF31_RS02685	ABLE99_RS02840
OG0000241	FEF31_RS02695	ABLE99_RS02850
OG0000242	FEF31_RS02700	ABLE99_RS02855
OG0000243	FEF31_RS02705	ABLE99_RS02860
OG0000244	FEF31_RS02715	ABLE99_RS02870
OG0000245	FEF31_RS02720	ABLE99_RS02880
OG0000246	FEF31_RS03410	ABLE99_RS00140
OG0000247	FEF31_RS03420	ABLE99_RS00150
OG0000248	FEF31_RS03430	ABLE99_RS00160
OG0000249	FEF31_RS03435	ABLE99_RS00165
OG0000250	FEF31_RS03450	ABLE99_RS00185
OG0000251	FEF31_RS03480	ABLE99_RS00210
OG0000252	FEF31_RS03490	ABLE99_RS00220
OG0000253	FEF31_RS03495	ABLE99_RS00225
OG0000254	FEF31_RS03505	ABLE99_RS00235
OG0000255	FEF31_RS03510	ABLE99_RS00240
OG0000256	FEF31_RS03515	ABLE99_RS00245
OG0000257	FEF31_RS03540	ABLE99_RS00270
OG0000258	FEF31_RS03550	ABLE99_RS00280
OG0000259	FEF31_RS03580	ABLE99_RS00310
OG0000260	FEF31_RS03590	ABLE99_RS00320
OG0000261	FEF31_RS04680	ABLE99_RS00330
OG0000262	FEF31_RS00010	ABLE99_RS00345
OG0000263	FEF31_RS00025	ABLE99_RS00360
OG0000264	FEF31_RS00040	ABLE99_RS00375
OG0000265	FEF31_RS00050	ABLE99_RS00385
OG0000266	FEF31_RS00065	ABLE99_RS00400
OG0000267	FEF31_RS00080	ABLE99_RS00415
OG0000268	FEF31_RS00085	ABLE99_RS00420
OG0000269	FEF31_RS00100	ABLE99_RS00435
OG0000270	FEF31_RS04635	ABLE99_RS03355
OG0000271	FEF31_RS03160	ABLE99_RS03350
OG0000272	FEF31_RS03155	ABLE99_RS03345
OG0000273	FEF31_RS03150	ABLE99_RS03340
OG0000274	FEF31_RS03130	ABLE99_RS03320
OG0000275	FEF31_RS04625	ABLE99_RS03315
OG0000276	FEF31_RS03120	ABLE99_RS03310
OG0000277	FEF31_RS03110	ABLE99_RS03300
OG0000278	FEF31_RS03105	ABLE99_RS03295
OG0000279	FEF31_RS03095	ABLE99_RS03285
OG0000280	FEF31_RS03090	ABLE99_RS03280
OG0000281	FEF31_RS03085	ABLE99_RS03275
OG0000282	FEF31_RS04615	ABLE99_RS03250
OG0000283	FEF31_RS03055	ABLE99_RS03245
OG0000284	FEF31_RS03050	ABLE99_RS03240
OG0000285	FEF31_RS04610	ABLE99_RS03235
OG0000286	FEF31_RS02155	ABLE99_RS02325
OG0000287	FEF31_RS02260	ABLE99_RS02415
OG0000288	FEF31_RS02270	ABLE99_RS02425
OG0000289	FEF31_RS02275	ABLE99_RS02430
OG0000290	FEF31_RS02385	ABLE99_RS02540
OG0000291	FEF31_RS02375	ABLE99_RS02530
OG0000292	FEF31_RS02370	ABLE99_RS02525
OG0000293	FEF31_RS02365	ABLE99_RS02520
OG0000294	FEF31_RS02355	ABLE99_RS02510
OG0000295	FEF31_RS02350	ABLE99_RS02505
OG0000296	FEF31_RS02310	ABLE99_RS02465
OG0000297	FEF31_RS02305	ABLE99_RS02460
OG0000298	FEF31_RS03445	ABLE99_RS00175
OG0000299	FEF31_RS03465	ABLE99_RS00195
OG0000300	FEF31_RS00035	ABLE99_RS00370
OG0000301	FEF31_RS00070	ABLE99_RS00405
OG0000302	FEF31_RS00075	ABLE99_RS00410
OG0000303	FEF31_RS00220	ABLE99_RS00555
OG0000304	FEF31_RS00730	ABLE99_RS00600
OG0000305	FEF31_RS02620	ABLE99_RS02775
OG0000306	FEF31_RS02545	ABLE99_RS02700
OG0000307	FEF31_RS02510	ABLE99_RS02660
OG0000308	FEF31_RS02405	ABLE99_RS02560
OG0000309	FEF31_RS02340	ABLE99_RS02495
OG0000310	FEF31_RS02265	ABLE99_RS02420
OG0000311	FEF31_RS02215	ABLE99_RS02385
OG0000312	FEF31_RS02200	ABLE99_RS02370
OG0000313	FEF31_RS01260	ABLE99_RS01550
OG0000314	FEF31_RS01700	ABLE99_RS01870
OG0000315	FEF31_RS01730	ABLE99_RS01900
OG0000316	FEF31_RS01740	ABLE99_RS01910
OG0000317	FEF31_RS01835	ABLE99_RS02005
OG0000318	FEF31_RS04480	ABLE99_RS01915
OG0000319	FEF31_RS01970	ABLE99_RS02065
OG0000320	FEF31_RS02095	ABLE99_RS02265
OG0000321	FEF31_RS00990	ABLE99_RS01300
OG0000322	FEF31_RS01040	ABLE99_RS01345
OG0000323	FEF31_RS01170	ABLE99_RS01475
OG0000324	FEF31_RS02010	ABLE99_RS02105
OG0000325	FEF31_RS00355	ABLE99_RS00975
OG0000326	FEF31_RS00450	ABLE99_RS00880
OG0000327	FEF31_RS00455	ABLE99_RS00875
OG0000328	FEF31_RS00540	ABLE99_RS00790
OG0000329	FEF31_RS00560	ABLE99_RS00770
OG0000330	FEF31_RS00760	ABLE99_RS01075
OG0000331	FEF31_RS02710	ABLE99_RS02865
OG0000332	FEF31_RS03680	ABLE99_RS03000
OG0000333	FEF31_RS03690	ABLE99_RS03010
OG0000334	FEF31_RS03790	ABLE99_RS03110
OG0000335	FEF31_RS03800	ABLE99_RS03120
OG0000336	FEF31_RS04620	ABLE99_RS03265
OG0000337	FEF31_RS03240	ABLE99_RS03435
OG0000338	FEF31_RS03280	ABLE99_RS03475
OG0000339	FEF31_RS02070	ABLE99_RS02240
OG0000340	FEF31_RS00970	ABLE99_RS01280
OG0000341	FEF31_RS02030	ABLE99_RS02125
OG0000342	FEF31_RS00385	ABLE99_RS00945
OG0000343	FEF31_RS03700	ABLE99_RS03020
OG0000344	FEF31_RS00235	ABLE99_RS00570
OG0000345	FEF31_RS00675	ABLE99_RS00655
OG0000346	FEF31_RS03080	ABLE99_RS03270
OG0000347	FEF31_RS01065	ABLE99_RS01370
OG0000348	FEF31_RS00460	ABLE99_RS00870
OG0000349	FEF31_RS04630	ABLE99_RS03330
OG0000350	FEF31_RS02500	ABLE99_RS02650
OG0000351	FEF31_RS00155	ABLE99_RS00490
OG0000352	FEF31_RS01680	ABLE99_RS01850
OG0000353	FEF31_RS01035	ABLE99_RS01340
OG0000354	FEF31_RS00295	ABLE99_RS01025
OG0000355	FEF31_RS04470	ABLE99_RS01825
OG0000356	FEF31_RS04475	ABLE99_RS01905
OG0000357	FEF31_RS04685	ABLE99_RS02980
OG0000358	FEF31_RS03665	ABLE99_RS02985
OG0000359	FEF31_RS04380	ABLE99_RS00900
OG0000360	FEF31_RS03545	ABLE99_RS00275
OG0000361	FEF31_RS03575	ABLE99_RS00305
OG0000362	FEF31_RS02285	ABLE99_RS02440
OG0000363	FEF31_RS01105	ABLE99_RS01410
OG0000364	FEF31_RS01635	ABLE99_RS01800
OG0000365	FEF31_RS01785	ABLE99_RS01950
OG0000366	FEF31_RS01805	ABLE99_RS01975
OG0000367	FEF31_RS01815	ABLE99_RS01985
OG0000368	FEF31_RS03345	ABLE99_RS00060
OG0000369	FEF31_RS04650	ABLE99_RS00025
OG0000370	FEF31_RS03305	ABLE99_RS00020
OG0000371	FEF31_RS03300	ABLE99_RS00015
OG0000372	FEF31_RS03295	ABLE99_RS00010
OG0000373	FEF31_RS03270	ABLE99_RS03465
OG0000374	FEF31_RS03260	ABLE99_RS03455
OG0000375	FEF31_RS01965	ABLE99_RS02060
OG0000376	FEF31_RS02110	ABLE99_RS02280
OG0000377	FEF31_RS02100	ABLE99_RS02270
OG0000378	FEF31_RS00950	ABLE99_RS01260
OG0000379	FEF31_RS01030	ABLE99_RS01335
OG0000380	FEF31_RS01055	ABLE99_RS01360
OG0000381	FEF31_RS01095	ABLE99_RS01400
OG0000382	FEF31_RS01125	ABLE99_RS01430
OG0000383	FEF31_RS01165	ABLE99_RS01470
OG0000384	FEF31_RS00175	ABLE99_RS00510
OG0000385	FEF31_RS00180	ABLE99_RS00515
OG0000386	FEF31_RS00200	ABLE99_RS00535
OG0000387	FEF31_RS00225	ABLE99_RS00560
OG0000388	FEF31_RS04370	ABLE99_RS00565
OG0000389	FEF31_RS00275	ABLE99_RS01050
OG0000390	FEF31_RS02640	ABLE99_RS02795
OG0000391	FEF31_RS02630	ABLE99_RS02785
OG0000392	FEF31_RS02605	ABLE99_RS02760
OG0000393	FEF31_RS04550	ABLE99_RS02705
OG0000394	FEF31_RS02475	ABLE99_RS02625
OG0000395	FEF31_RS02470	ABLE99_RS02620
OG0000396	FEF31_RS02160	ABLE99_RS02330
OG0000397	FEF31_RS01665	ABLE99_RS01835
OG0000398	FEF31_RS01670	ABLE99_RS01840
OG0000399	FEF31_RS01715	ABLE99_RS01885
OG0000400	FEF31_RS03625	ABLE99_RS02945
OG0000401	FEF31_RS03685	ABLE99_RS03005
OG0000402	FEF31_RS03695	ABLE99_RS03015
OG0000403	FEF31_RS03705	ABLE99_RS03025
OG0000404	FEF31_RS03730	ABLE99_RS03055
OG0000405	FEF31_RS04800	ABLE99_RS03075
OG0000406	FEF31_RS03805	ABLE99_RS03125
OG0000407	FEF31_RS04695	ABLE99_RS03130
OG0000408	FEF31_RS03815	ABLE99_RS03135
OG0000409	FEF31_RS03820	ABLE99_RS03140
OG0000410	FEF31_RS02985	ABLE99_RS03170
OG0000411	FEF31_RS02975	ABLE99_RS03180
OG0000412	FEF31_RS02970	ABLE99_RS03185
OG0000413	FEF31_RS01180	ABLE99_RS01485
OG0000414	FEF31_RS01190	ABLE99_RS01495
OG0000415	FEF31_RS01195	ABLE99_RS01500
OG0000416	FEF31_RS01205	ABLE99_RS01510
OG0000417	FEF31_RS02025	ABLE99_RS02120
OG0000418	FEF31_RS02020	ABLE99_RS02115
OG0000419	FEF31_RS00365	ABLE99_RS00965
OG0000420	FEF31_RS00400	ABLE99_RS00930
OG0000421	FEF31_RS00435	ABLE99_RS00895
OG0000422	FEF31_RS00445	ABLE99_RS00885
OG0000423	FEF31_RS00500	ABLE99_RS00830
OG0000424	FEF31_RS00505	ABLE99_RS00825
OG0000425	FEF31_RS00515	ABLE99_RS00815
OG0000426	FEF31_RS04385	ABLE99_RS00810
OG0000427	FEF31_RS04390	ABLE99_RS00785
OG0000428	FEF31_RS00570	ABLE99_RS00760
OG0000429	FEF31_RS00665	ABLE99_RS00665
OG0000430	FEF31_RS00710	ABLE99_RS00620
OG0000431	FEF31_RS00720	ABLE99_RS00610
OG0000432	FEF31_RS00755	ABLE99_RS01070
OG0000433	FEF31_RS00770	ABLE99_RS01085
OG0000434	FEF31_RS00775	ABLE99_RS01090
OG0000435	FEF31_RS00790	ABLE99_RS01105
OG0000436	FEF31_RS00815	ABLE99_RS01130
OG0000437	FEF31_RS00825	ABLE99_RS01140
OG0000438	FEF31_RS00830	ABLE99_RS01145
OG0000439	FEF31_RS04400	ABLE99_RS01150
OG0000440	FEF31_RS02690	ABLE99_RS02845
OG0000442	FEF31_RS03415	ABLE99_RS00145
OG0000443	FEF31_RS03460	ABLE99_RS00190
OG0000444	FEF31_RS03475	ABLE99_RS00205
OG0000445	FEF31_RS03500	ABLE99_RS00230
OG0000446	FEF31_RS03525	ABLE99_RS00255
OG0000447	FEF31_RS03530	ABLE99_RS00260
OG0000448	FEF31_RS03560	ABLE99_RS00290
OG0000449	FEF31_RS03585	ABLE99_RS00315
OG0000450	FEF31_RS03595	ABLE99_RS00325
OG0000451	FEF31_RS00030	ABLE99_RS00365
OG0000452	FEF31_RS00055	ABLE99_RS00390
OG0000453	FEF31_RS00090	ABLE99_RS00425
OG0000455	FEF31_RS03185	ABLE99_RS03375
OG0000456	FEF31_RS03065	ABLE99_RS03255
OG0000457	FEF31_RS03040	ABLE99_RS03230
OG0000458	FEF31_RS02255	ABLE99_RS02410
OG0000459	FEF31_RS02280	ABLE99_RS02435
OG0000460	FEF31_RS02290	ABLE99_RS02445
OG0000461	FEF31_RS02335	ABLE99_RS02490
OG0000462	FEF31_RS02330	ABLE99_RS02485
OG0000463	FEF31_RS02325	ABLE99_RS02480
OG0000464	FEF31_RS02320	ABLE99_RS02475
OG0000465	FEF31_RS02315	ABLE99_RS02470
OG0000466	FEF31_RS00060	ABLE99_RS00395
OG0000467	FEF31_RS04530	ABLE99_RS02570
OG0000468	FEF31_RS01710	ABLE99_RS01880
OG0000469	FEF31_RS01770	ABLE99_RS01940
OG0000470	FEF31_RS00495	ABLE99_RS00835
OG0000471	FEF31_RS00575	ABLE99_RS00755
OG0000472	FEF31_RS02995	ABLE99_RS03205
OG0000473	FEF31_RS03170	ABLE99_RS03360
OG0000474	FEF31_RS03175	ABLE99_RS03365
OG0000475	FEF31_RS03180	ABLE99_RS03370
OG0000476	FEF31_RS01215	ABLE99_RS01520
OG0000477	FEF31_RS02360	ABLE99_RS02515
OG0000478	FEF31_RS03115	ABLE99_RS03305
OG0000479	FEF31_RS00985	ABLE99_RS01295
OG0000480	FEF31_RS01775	ABLE99_RS01945
OG0000481	FEF31_RS00470	ABLE99_RS00860
OG0000482	FEF31_RS00865	ABLE99_RS01175
OG0000483	FEF31_RS01820	ABLE99_RS01990
OG0000484	FEF31_RS04675	ABLE99_RS00200
OG0000485	FEF31_RS00820	ABLE99_RS01135
OG0000486	FEF31_RS02045	ABLE99_RS02140
OG0000487	FEF31_RS04485	ABLE99_RS01920
OG0000488	FEF31_RS01790	ABLE99_RS01960
OG0000489	FEF31_RS03335	ABLE99_RS00050
OG0000490	FEF31_RS03275	ABLE99_RS03470
OG0000491	FEF31_RS01005	ABLE99_RS01315
OG0000492	FEF31_RS01085	ABLE99_RS01390
OG0000493	FEF31_RS00240	ABLE99_RS00575
OG0000494	FEF31_RS00300	ABLE99_RS01020
OG0000495	FEF31_RS02575	ABLE99_RS02730
OG0000496	FEF31_RS02565	ABLE99_RS02720
OG0000497	FEF31_RS02560	ABLE99_RS02715
OG0000498	FEF31_RS02480	ABLE99_RS02630
OG0000499	FEF31_RS02445	ABLE99_RS02595
OG0000500	FEF31_RS01675	ABLE99_RS01845
