Orthogroup	MHP_UFV02_genes	MFC_MF30_genes
OG0000197	FEF31_RS00375	DR084_RS01260
OG0000198	FEF31_RS00390	DR084_RS01275
OG0000199	FEF31_RS00395	DR084_RS01280
OG0000200	FEF31_RS00410	DR084_RS01295
OG0000201	FEF31_RS00420	DR084_RS01305
OG0000202	FEF31_RS00475	DR084_RS01360
OG0000203	FEF31_RS00480	DR084_RS01365
OG0000204	FEF31_RS00485	DR084_RS01370
OG0000205	FEF31_RS00490	DR084_RS01375
OG0000206	FEF31_RS00510	DR084_RS01395
OG0000207	FEF31_RS00525	DR084_RS01410
OG0000208	FEF31_RS00530	DR084_RS01415
OG0000209	FEF31_RS00535	DR084_RS01420
OG0000210	FEF31_RS00580	DR084_RS01465
OG0000211	FEF31_RS00590	DR084_RS01475
OG0000212	FEF31_RS00600	DR084_RS01485
OG0000213	FEF31_RS00605	DR084_RS01490
OG0000214	FEF31_RS00610	DR084_RS01495
OG0000215	FEF31_RS00615	DR084_RS01500
OG0000216	FEF31_RS00620	DR084_RS01505
OG0000217	FEF31_RS00625	DR084_RS01510
OG0000218	FEF31_RS00635	DR084_RS01520
OG0000219	FEF31_RS00640	DR084_RS01525
OG0000220	FEF31_RS00645	DR084_RS01530
OG0000221	FEF31_RS00650	DR084_RS01535
OG0000222	FEF31_RS00655	DR084_RS01540
OG0000223	FEF31_RS00660	DR084_RS01545
OG0000224	FEF31_RS00670	DR084_RS01555
OG0000225	FEF31_RS00680	DR084_RS01565
OG0000226	FEF31_RS00685	DR084_RS01570
OG0000227	FEF31_RS00690	DR084_RS01575
OG0000228	FEF31_RS04770	DR084_RS03705
OG0000229	FEF31_RS00700	DR084_RS01585
OG0000230	FEF31_RS00705	DR084_RS01590
OG0000231	FEF31_RS00715	DR084_RS01600
OG0000232	FEF31_RS00725	DR084_RS01610
OG0000233	FEF31_RS00750	DR084_RS01620
OG0000234	FEF31_RS00785	DR084_RS01650
OG0000235	FEF31_RS00795	DR084_RS01660
OG0000236	FEF31_RS00800	DR084_RS01665
OG0000237	FEF31_RS00805	DR084_RS01680
OG0000238	FEF31_RS00810	DR084_RS01685
OG0000239	FEF31_RS02680	DR084_RS01715
OG0000240	FEF31_RS02685	DR084_RS01720
OG0000241	FEF31_RS02695	DR084_RS01730
OG0000242	FEF31_RS02700	DR084_RS01735
OG0000243	FEF31_RS02705	DR084_RS01740
OG0000244	FEF31_RS02715	DR084_RS01750
OG0000245	FEF31_RS02720	DR084_RS01760
OG0000246	FEF31_RS03410	DR084_RS02385
OG0000247	FEF31_RS03420	DR084_RS02395
OG0000248	FEF31_RS03430	DR084_RS02420
OG0000249	FEF31_RS03435	DR084_RS02425
OG0000250	FEF31_RS03450	DR084_RS00015
OG0000251	FEF31_RS03480	DR084_RS00045
OG0000252	FEF31_RS03490	DR084_RS00055
OG0000253	FEF31_RS03495	DR084_RS00060
OG0000254	FEF31_RS03505	DR084_RS00070
OG0000255	FEF31_RS03510	DR084_RS00075
OG0000256	FEF31_RS03515	DR084_RS00080
OG0000257	FEF31_RS03540	DR084_RS00105
OG0000258	FEF31_RS03550	DR084_RS00115
OG0000259	FEF31_RS03580	DR084_RS00145
OG0000260	FEF31_RS03590	DR084_RS00155
OG0000261	FEF31_RS04680	DR084_RS03450
OG0000262	FEF31_RS00010	DR084_RS00180
OG0000263	FEF31_RS00025	DR084_RS00195
OG0000264	FEF31_RS00040	DR084_RS00210
OG0000265	FEF31_RS00050	DR084_RS00220
OG0000266	FEF31_RS00065	DR084_RS00235
OG0000267	FEF31_RS00080	DR084_RS00250
OG0000268	FEF31_RS00085	DR084_RS00255
OG0000269	FEF31_RS00100	DR084_RS00270
OG0000270	FEF31_RS04635	DR084_RS03610
OG0000271	FEF31_RS03160	DR084_RS02445
OG0000272	FEF31_RS03155	DR084_RS02440
OG0000273	FEF31_RS03150	DR084_RS02435
OG0000274	FEF31_RS03130	DR084_RS02555
OG0000275	FEF31_RS04625	DR084_RS03630
OG0000276	FEF31_RS03120	DR084_RS02565
OG0000277	FEF31_RS03110	DR084_RS03635
OG0000278	FEF31_RS03105	DR084_RS02580
OG0000279	FEF31_RS03095	DR084_RS02590
OG0000280	FEF31_RS03090	DR084_RS02595
OG0000281	FEF31_RS03085	DR084_RS02600
OG0000282	FEF31_RS04615	DR084_RS02625
OG0000283	FEF31_RS03055	DR084_RS02630
OG0000284	FEF31_RS03050	DR084_RS02635
OG0000285	FEF31_RS04610	DR084_RS03650
OG0000286	FEF31_RS02155	DR084_RS00900
OG0000287	FEF31_RS02260	DR084_RS00875
OG0000288	FEF31_RS02270	DR084_RS00865
OG0000289	FEF31_RS02275	DR084_RS00860
OG0000290	FEF31_RS02385	DR084_RS00750
OG0000291	FEF31_RS02375	DR084_RS00760
OG0000292	FEF31_RS02370	DR084_RS00765
OG0000293	FEF31_RS02365	DR084_RS00770
OG0000294	FEF31_RS02355	DR084_RS00780
OG0000295	FEF31_RS02350	DR084_RS00785
OG0000296	FEF31_RS02310	DR084_RS00825
OG0000297	FEF31_RS02305	DR084_RS00830
OG0000298	FEF31_RS03445	DR084_RS00010
OG0000299	FEF31_RS03465	DR084_RS00030
OG0000300	FEF31_RS00035	DR084_RS00205
OG0000301	FEF31_RS00070	DR084_RS00240
OG0000302	FEF31_RS00075	DR084_RS00245
OG0000303	FEF31_RS00220	DR084_RS00380
OG0000304	FEF31_RS00730	DR084_RS00415
OG0000305	FEF31_RS02620	DR084_RS00545
OG0000306	FEF31_RS02545	DR084_RS00625
OG0000307	FEF31_RS02510	DR084_RS00660
OG0000308	FEF31_RS02405	DR084_RS00740
OG0000309	FEF31_RS02340	DR084_RS00795
OG0000310	FEF31_RS02265	DR084_RS00870
OG0000311	FEF31_RS02215	DR084_RS00925
OG0000312	FEF31_RS02200	DR084_RS00945
OG0000313	FEF31_RS01260	DR084_RS00995
OG0000314	FEF31_RS01700	DR084_RS01065
OG0000315	FEF31_RS01730	DR084_RS01095
OG0000316	FEF31_RS01740	DR084_RS01105
OG0000317	FEF31_RS01835	DR084_RS02730
OG0000318	FEF31_RS04480	DR084_RS03680
OG0000319	FEF31_RS01970	DR084_RS01795
OG0000320	FEF31_RS02095	DR084_RS01860
OG0000321	FEF31_RS00990	DR084_RS01925
OG0000322	FEF31_RS01040	DR084_RS01970
OG0000323	FEF31_RS01170	DR084_RS02815
OG0000324	FEF31_RS02010	DR084_RS01200
OG0000325	FEF31_RS00355	DR084_RS01240
OG0000326	FEF31_RS00450	DR084_RS01335
OG0000327	FEF31_RS00455	DR084_RS01340
OG0000328	FEF31_RS00540	DR084_RS01425
OG0000329	FEF31_RS00560	DR084_RS01445
OG0000330	FEF31_RS00760	DR084_RS01630
OG0000331	FEF31_RS02710	DR084_RS01745
OG0000332	FEF31_RS03680	DR084_RS02110
OG0000333	FEF31_RS03690	DR084_RS02120
OG0000334	FEF31_RS03790	DR084_RS02185
OG0000335	FEF31_RS03800	DR084_RS03575
OG0000336	FEF31_RS04620	DR084_RS03645
OG0000337	FEF31_RS03240	DR084_RS02255
OG0000338	FEF31_RS03280	DR084_RS02295
OG0000339	FEF31_RS02070	DR084_RS01880
OG0000340	FEF31_RS00970	DR084_RS01905
OG0000341	FEF31_RS02030	DR084_RS01180
OG0000342	FEF31_RS00385	DR084_RS01270
OG0000343	FEF31_RS03700	DR084_RS02130
OG0000344	FEF31_RS00235	DR084_RS00395
OG0000345	FEF31_RS00675	DR084_RS01560
OG0000346	FEF31_RS03080	DR084_RS03640
OG0000347	FEF31_RS01065	DR084_RS01995
OG0000348	FEF31_RS00460	DR084_RS03525
OG0000349	FEF31_RS04630	DR084_RS02545
OG0000350	FEF31_RS02500	DR084_RS02995
OG0000351	FEF31_RS00155	DR084_RS00330
OG0000352	FEF31_RS01680	DR084_RS01045
OG0000353	FEF31_RS01035	DR084_RS01965
OG0000354	FEF31_RS00295	DR084_RS00445
OG0000355	FEF31_RS04470	DR084_RS03495
OG0000356	FEF31_RS04475	DR084_RS03500
OG0000357	FEF31_RS04685	DR084_RS03560
OG0000358	FEF31_RS03665	DR084_RS02095
OG0000359	FEF31_RS04380	DR084_RS03520
OG0000360	FEF31_RS03545	DR084_RS00110
OG0000361	FEF31_RS03575	DR084_RS00140
OG0000362	FEF31_RS02285	DR084_RS00850
OG0000363	FEF31_RS01105	DR084_RS02040
OG0000365	FEF31_RS01785	DR084_RS03695
OG0000366	FEF31_RS01805	DR084_RS02700
OG0000367	FEF31_RS01815	DR084_RS02710
OG0000368	FEF31_RS03345	DR084_RS02360
OG0000369	FEF31_RS04650	DR084_RS03595
OG0000370	FEF31_RS03305	DR084_RS02320
OG0000371	FEF31_RS03300	DR084_RS02315
OG0000372	FEF31_RS03295	DR084_RS02310
OG0000373	FEF31_RS03270	DR084_RS02285
OG0000374	FEF31_RS03260	DR084_RS02275
OG0000375	FEF31_RS01965	DR084_RS01790
OG0000376	FEF31_RS02110	DR084_RS01845
OG0000377	FEF31_RS02100	DR084_RS01855
OG0000378	FEF31_RS00950	DR084_RS01890
OG0000379	FEF31_RS01030	DR084_RS01960
OG0000380	FEF31_RS01055	DR084_RS01985
OG0000381	FEF31_RS01095	DR084_RS02025
OG0000382	FEF31_RS01125	DR084_RS02770
OG0000383	FEF31_RS01165	DR084_RS02810
OG0000384	FEF31_RS00175	DR084_RS00335
OG0000385	FEF31_RS00180	DR084_RS00340
OG0000386	FEF31_RS00200	DR084_RS00360
OG0000387	FEF31_RS00225	DR084_RS00385
OG0000388	FEF31_RS04370	DR084_RS03460
OG0000389	FEF31_RS00275	DR084_RS00425
OG0000390	FEF31_RS02640	DR084_RS00525
OG0000391	FEF31_RS02630	DR084_RS00535
OG0000392	FEF31_RS02605	DR084_RS00560
OG0000393	FEF31_RS04550	DR084_RS00615
OG0000394	FEF31_RS02475	DR084_RS00675
OG0000395	FEF31_RS02470	DR084_RS00680
OG0000396	FEF31_RS02160	DR084_RS00985
OG0000397	FEF31_RS01665	DR084_RS01030
OG0000398	FEF31_RS01670	DR084_RS01035
OG0000399	FEF31_RS01715	DR084_RS01080
OG0000400	FEF31_RS03625	DR084_RS02055
OG0000401	FEF31_RS03685	DR084_RS02115
OG0000402	FEF31_RS03695	DR084_RS02125
OG0000403	FEF31_RS03705	DR084_RS02135
OG0000404	FEF31_RS03730	DR084_RS03565
OG0000405	FEF31_RS04800	DR084_RS02170
OG0000406	FEF31_RS03805	DR084_RS02200
OG0000407	FEF31_RS04695	DR084_RS03580
OG0000408	FEF31_RS03815	DR084_RS02210
OG0000409	FEF31_RS03820	DR084_RS02215
OG0000410	FEF31_RS02985	DR084_RS02860
OG0000411	FEF31_RS02975	DR084_RS02870
OG0000412	FEF31_RS02970	DR084_RS02875
OG0000413	FEF31_RS01180	DR084_RS01130
OG0000414	FEF31_RS01190	DR084_RS01140
OG0000415	FEF31_RS01195	DR084_RS01145
OG0000416	FEF31_RS01205	DR084_RS01155
OG0000417	FEF31_RS02025	DR084_RS01185
OG0000418	FEF31_RS02020	DR084_RS01190
OG0000419	FEF31_RS00365	DR084_RS01250
OG0000420	FEF31_RS00400	DR084_RS01285
OG0000421	FEF31_RS00435	DR084_RS01320
OG0000422	FEF31_RS00445	DR084_RS01330
OG0000423	FEF31_RS00500	DR084_RS01385
OG0000424	FEF31_RS00505	DR084_RS01390
OG0000425	FEF31_RS00515	DR084_RS01400
OG0000426	FEF31_RS04385	DR084_RS03530
OG0000427	FEF31_RS04390	DR084_RS03535
OG0000428	FEF31_RS00570	DR084_RS01455
OG0000429	FEF31_RS00665	DR084_RS01550
OG0000430	FEF31_RS00710	DR084_RS01595
OG0000431	FEF31_RS00720	DR084_RS01605
OG0000432	FEF31_RS00755	DR084_RS01625
OG0000433	FEF31_RS00770	DR084_RS01635
OG0000434	FEF31_RS00775	DR084_RS01640
OG0000435	FEF31_RS00790	DR084_RS01655
OG0000436	FEF31_RS00815	DR084_RS01690
OG0000437	FEF31_RS00825	DR084_RS01700
OG0000438	FEF31_RS00830	DR084_RS03545
OG0000439	FEF31_RS04400	DR084_RS01710
OG0000440	FEF31_RS02690	DR084_RS01725
OG0000441	FEF31_RS02725	DR084_RS01765
OG0000442	FEF31_RS03415	DR084_RS02390
OG0000443	FEF31_RS03460	DR084_RS00025
OG0000444	FEF31_RS03475	DR084_RS00040
OG0000445	FEF31_RS03500	DR084_RS00065
OG0000446	FEF31_RS03525	DR084_RS00090
OG0000447	FEF31_RS03530	DR084_RS00095
OG0000448	FEF31_RS03560	DR084_RS00125
OG0000449	FEF31_RS03585	DR084_RS00150
OG0000450	FEF31_RS03595	DR084_RS00160
OG0000451	FEF31_RS00030	DR084_RS00200
OG0000452	FEF31_RS00055	DR084_RS00225
OG0000453	FEF31_RS00090	DR084_RS00260
OG0000455	FEF31_RS03185	DR084_RS03615
OG0000456	FEF31_RS03065	DR084_RS02620
OG0000457	FEF31_RS03040	DR084_RS02645
OG0000458	FEF31_RS02255	DR084_RS00880
OG0000459	FEF31_RS02280	DR084_RS00855
OG0000460	FEF31_RS02290	DR084_RS00845
OG0000461	FEF31_RS02335	DR084_RS00800
OG0000462	FEF31_RS02330	DR084_RS00805
OG0000463	FEF31_RS02325	DR084_RS00810
OG0000464	FEF31_RS02320	DR084_RS00815
OG0000465	FEF31_RS02315	DR084_RS00820
OG0000466	FEF31_RS00060	DR084_RS00230
OG0000467	FEF31_RS04530	DR084_RS03485
OG0000468	FEF31_RS01710	DR084_RS01075
OG0000469	FEF31_RS01770	DR084_RS02850
OG0000470	FEF31_RS00495	DR084_RS01380
OG0000471	FEF31_RS00575	DR084_RS01460
OG0000472	FEF31_RS02995	DR084_RS02670
OG0000473	FEF31_RS03170	DR084_RS02455
OG0000474	FEF31_RS03175	DR084_RS02460
OG0000475	FEF31_RS03180	DR084_RS02465
OG0000476	FEF31_RS01215	DR084_RS02500
OG0000477	FEF31_RS02360	DR084_RS00775
OG0000478	FEF31_RS03115	DR084_RS02570
OG0000479	FEF31_RS00985	DR084_RS01920
OG0000480	FEF31_RS01775	DR084_RS03020
OG0000481	FEF31_RS00470	DR084_RS01355
OG0000482	FEF31_RS00865	DR084_RS01215
OG0000483	FEF31_RS01820	DR084_RS02715
OG0000484	FEF31_RS04675	DR084_RS03445
OG0000485	FEF31_RS00820	DR084_RS01695
OG0000486	FEF31_RS02045	DR084_RS01165
OG0000487	FEF31_RS04485	DR084_RS03685
OG0000488	FEF31_RS01790	DR084_RS02685
OG0000489	FEF31_RS03335	DR084_RS02350
OG0000490	FEF31_RS03275	DR084_RS02290
OG0000491	FEF31_RS01005	DR084_RS01940
OG0000492	FEF31_RS01085	DR084_RS02015
OG0000493	FEF31_RS00240	DR084_RS00400
OG0000494	FEF31_RS00300	DR084_RS00450
OG0000495	FEF31_RS02575	DR084_RS00590
OG0000496	FEF31_RS02565	DR084_RS00600
OG0000497	FEF31_RS02560	DR084_RS00605
OG0000498	FEF31_RS02480	DR084_RS00670
OG0000499	FEF31_RS02445	DR084_RS00710
OG0000500	FEF31_RS01675	DR084_RS01040
OG0000502	FEF31_RS00855	DR084_RS01225
OG0000503	FEF31_RS00415	DR084_RS01300
OG0000504	FEF31_RS00550	DR084_RS01435
OG0000505	FEF31_RS00585	DR084_RS01470
OG0000506	FEF31_RS00595	DR084_RS01480
OG0000507	FEF31_RS00630	DR084_RS01515
OG0000508	FEF31_RS03520	DR084_RS00085
OG0000509	FEF31_RS03555	DR084_RS00120
OG0000510	FEF31_RS03565	DR084_RS00130
OG0000511	FEF31_RS00095	DR084_RS00265
OG0000512	FEF31_RS02295	DR084_RS00840
OG0000513	FEF31_RS03100	DR084_RS02585
OG0000514	FEF31_RS02600	DR084_RS00565
OG0000516	FEF31_RS04490	DR084_RS03415, DR084_RS03410
OG0000517	FEF31_RS03350	DR084_RS02365
OG0000518	FEF31_RS03675	DR084_RS02105
OG0000519	FEF31_RS00440	DR084_RS01325
OG0000520	FEF31_RS00565	DR084_RS01450
OG0000521	FEF31_RS03535	DR084_RS00100
OG0000522	FEF31_RS03570	DR084_RS00135
OG0000523	FEF31_RS03035	DR084_RS02650
OG0000524	FEF31_RS02410	DR084_RS00735
OG0000525	FEF31_RS04585	DR084_RS03715
OG0000528	FEF31_RS01760	DR084_RS03690
OG0000529	FEF31_RS01980	DR084_RS01805
OG0000530	FEF31_RS02080	DR084_RS01870
OG0000531	FEF31_RS01060	DR084_RS01990
OG0000533	FEF31_RS00260	DR084_RS01615
OG0000534	FEF31_RS00045	DR084_RS00215
OG0000535	FEF31_RS04655	DR084_RS02345
OG0000536	FEF31_RS03215	DR084_RS02525
OG0000537	FEF31_RS00380	DR084_RS01265
OG0000538	FEF31_RS00780	DR084_RS01645
OG0000539	FEF31_RS03485	DR084_RS00050
OG0000540	FEF31_RS02380	DR084_RS00755
OG0000541	FEF31_RS02460	DR084_RS00695
OG0000542	FEF31_RS00015	DR084_RS00185
OG0000547	FEF31_RS02650	DR084_RS00515
OG0000548	FEF31_RS01255	DR084_RS00990
OG0000549	FEF31_RS04580	DR084_RS02675
OG0000550	FEF31_RS03135	DR084_RS02550
OG0000555	FEF31_RS02655	DR084_RS03090
OG0000596	FEF31_RS01490	DR084_RS02410
OG0000598	FEF31_RS01495	DR084_RS02405
OG0000599	FEF31_RS01500	DR084_RS02400
